"DEP","ESS","famille","taille_etab","nb_etab","nb_ent","eff_31","eff_EQTP","rem_brut"
"59","ESS + Hors ESS","1. Coopérative","2 - Petites entreprises","92","26","1486","1451","61279663"
"59","ESS + Hors ESS","1. Coopérative","3 - Moyennes entreprises","14","9","1285","1169","40810545"
"59","ESS + Hors ESS","1. Coopérative","4 - Grandes entreprises","3","0","1221","1191","73470261"
"59","ESS + Hors ESS","2. Mutuelle","1 - Micro entreprise","165","10","540","510","21603220"
"59","ESS + Hors ESS","2. Mutuelle","2 - Petites entreprises","41","6","s","s","s"
"59","ESS + Hors ESS","2. Mutuelle","3 - Moyennes entreprises","14","1","s","s","s"
"59","ESS + Hors ESS","2. Mutuelle","4 - Grandes entreprises","1","0","s","s","s"
"59","ESS + Hors ESS","3. Association","1 - Micro entreprise","3988","3508","6675","7303","211161137"
"59","ESS + Hors ESS","3. Association","2 - Petites entreprises","1311","767","26616","22650","684553055"
"59","ESS + Hors ESS","3. Association","3 - Moyennes entreprises","411","237","34095","28547","800255499"
"59","ESS + Hors ESS","3. Association","4 - Grandes entreprises","42","25","14240","11546","297409015"
"59","ESS + Hors ESS","4. Fondation","1 - Micro entreprise","16","6","44","41","1565049"
"59","ESS + Hors ESS","4. Fondation","2 - Petites entreprises","11","1","s","s","s"
"59","ESS + Hors ESS","4. Fondation","3 - Moyennes entreprises","15","3","s","s","s"
"59","ESS + Hors ESS","4. Fondation","4 - Grandes entreprises","2","1","s","s","s"
"59","ESS + Hors ESS","Privé Hors ESS","1 - Micro entreprise","46401","38530","111990","108930","3249787570"
"59","ESS + Hors ESS","Privé Hors ESS","2 - Petites entreprises","8093","5533","154264","140505","4675554121"
"59","ESS + Hors ESS","Privé Hors ESS","3 - Moyennes entreprises","1632","838","155210","141737","5152534952"
"59","ESS + Hors ESS","Privé Hors ESS","4 - Grandes entreprises","273","135","144893","132757","5279990323"
"59","ESS + Hors ESS","Public","1 - Micro entreprise","2047","528","8964","8434","282073711"
"59","ESS + Hors ESS","Public","2 - Petites entreprises","1379","486","26569","24180","780724736"
"59","ESS + Hors ESS","Public","3 - Moyennes entreprises","691","461","61114","56209","1885451864"
"59","ESS + Hors ESS","Public","4 - Grandes entreprises","163","102","136684","126911","4120224990"
"60","ESS + Hors ESS","1. Coopérative","1 - Micro entreprise","103","16","394","410","17940781"
"60","ESS + Hors ESS","1. Coopérative","2 - Petites entreprises","29","12","460","449","18816375"
"60","ESS + Hors ESS","1. Coopérative","3 - Moyennes entreprises","6","4","789","756","32163802"
"60","ESS + Hors ESS","2. Mutuelle","1 - Micro entreprise","33","1","s","s","s"
"60","ESS + Hors ESS","2. Mutuelle","2 - Petites entreprises","12","4","s","s","s"
"60","ESS + Hors ESS","2. Mutuelle","3 - Moyennes entreprises","6","2","s","s","s"
"60","ESS + Hors ESS","3. Association","1 - Micro entreprise","1257","1071","s","s","s"
"60","ESS + Hors ESS","3. Association","2 - Petites entreprises","276","167","5821","4925","144330422"
"60","ESS + Hors ESS","3. Association","3 - Moyennes entreprises","111","53","10066","8340","237786548"
"60","ESS + Hors ESS","3. Association","4 - Grandes entreprises","3","1","s","s","s"
"60","ESS + Hors ESS","4. Fondation","1 - Micro entreprise","10","5","27","21","667600"
"60","ESS + Hors ESS","4. Fondation","2 - Petites entreprises","15","1","s","s","s"
"60","ESS + Hors ESS","4. Fondation","3 - Moyennes entreprises","9","2","s","s","s"
"60","ESS + Hors ESS","Privé Hors ESS","1 - Micro entreprise","14762","12646","34646","34000","983631539"
"60","ESS + Hors ESS","Privé Hors ESS","2 - Petites entreprises","2196","1529","41509","38136","1244623257"
"60","ESS + Hors ESS","Privé Hors ESS","3 - Moyennes entreprises","436","263","41682","38602","1373518581"
"60","ESS + Hors ESS","Privé Hors ESS","4 - Grandes entreprises","70","36","30885","29309","1177655984"
"60","ESS + Hors ESS","Public","1 - Micro entreprise","1678","773","s","s","s"
"60","ESS + Hors ESS","Public","2 - Petites entreprises","483","222","9227","8527","266154801"
"60","ESS + Hors ESS","Public","3 - Moyennes entreprises","179","137","15006","14105","455396306"
"60","ESS + Hors ESS","Public","4 - Grandes entreprises","37","24","s","s","s"
"61","ESS + Hors ESS","1. Coopérative","1 - Micro entreprise","122","56","212","216","7090843"
"61","ESS + Hors ESS","1. Coopérative","2 - Petites entreprises","24","6","395","407","15905101"
"61","ESS + Hors ESS","1. Coopérative","3 - Moyennes entreprises","3","2","s","s","s"
"61","ESS + Hors ESS","1. Coopérative","4 - Grandes entreprises","1","0","s","s","s"
"61","ESS + Hors ESS","2. Mutuelle","1 - Micro entreprise","34","0","s","s","s"
"61","ESS + Hors ESS","2. Mutuelle","2 - Petites entreprises","11","0","s","s","s"
"61","ESS + Hors ESS","3. Association","1 - Micro entreprise","650","580","1033","1022","27758495"
"61","ESS + Hors ESS","3. Association","2 - Petites entreprises","181","110","3822","3238","90587696"
"61","ESS + Hors ESS","3. Association","3 - Moyennes entreprises","68","37","s","s","s"
"61","ESS + Hors ESS","3. Association","4 - Grandes entreprises","4","4","s","s","s"
"61","ESS + Hors ESS","4. Fondation","1 - Micro entreprise","1","0","s","s","s"
"61","ESS + Hors ESS","4. Fondation","2 - Petites entreprises","1","0","s","s","s"
"61","ESS + Hors ESS","Privé Hors ESS","1 - Micro entreprise","6691","5799","14532","13550","357016382"
"61","ESS + Hors ESS","Privé Hors ESS","2 - Petites entreprises","826","601","15910","15137","454231471"
"61","ESS + Hors ESS","Privé Hors ESS","3 - Moyennes entreprises","152","104","14328","13348","429905934"
"61","ESS + Hors ESS","Privé Hors ESS","4 - Grandes entreprises","12","6","5468","5172","189570303"
"61","ESS + Hors ESS","Public","1 - Micro entreprise","632","424","1630","1442","43696115"
"61","ESS + Hors ESS","Public","2 - Petites entreprises","202","101","4011","3706","116051499"
"61","ESS + Hors ESS","Public","3 - Moyennes entreprises","63","54","6025","5450","166202099"
"61","ESS + Hors ESS","Public","4 - Grandes entreprises","18","14","9657","9149","288977802"
"62","ESS + Hors ESS","1. Coopérative","1 - Micro entreprise","360","78","1269","1246","51587245"
"62","ESS + Hors ESS","1. Coopérative","2 - Petites entreprises","68","21","1127","1106","41626544"
"62","ESS + Hors ESS","1. Coopérative","3 - Moyennes entreprises","6","1","s","s","s"
"62","ESS + Hors ESS","1. Coopérative","4 - Grandes entreprises","2","1","s","s","s"
"62","ESS + Hors ESS","2. Mutuelle","1 - Micro entreprise","92","1","s","s","s"
"62","ESS + Hors ESS","2. Mutuelle","2 - Petites entreprises","17","0","272","246","9803170"
"62","ESS + Hors ESS","2. Mutuelle","3 - Moyennes entreprises","6","0","737","652","27831940"
"62","ESS + Hors ESS","3. Association","1 - Micro entreprise","1792","1563","3038","3315","90639442"
"62","ESS + Hors ESS","3. Association","2 - Petites entreprises","566","318","11680","9782","278627683"
"62","ESS + Hors ESS","3. Association","3 - Moyennes entreprises","258","147","21223","17224","451292530"
"62","ESS + Hors ESS","3. Association","4 - Grandes entreprises","11","4","4649","3818","94755913"
"62","ESS + Hors ESS","4. Fondation","1 - Micro entreprise","3","0","s","s","s"
"62","ESS + Hors ESS","4. Fondation","2 - Petites entreprises","3","0","81","70","1591973"
"62","ESS + Hors ESS","4. Fondation","3 - Moyennes entreprises","7","1","s","s","s"
"62","ESS + Hors ESS","4. Fondation","4 - Grandes entreprises","2","0","s","s","s"
"62","ESS + Hors ESS","Privé Hors ESS","1 - Micro entreprise","24991","20933","59916","56292","1544878940"
"62","ESS + Hors ESS","Privé Hors ESS","2 - Petites entreprises","4045","2822","77606","71077","2173800049"
"62","ESS + Hors ESS","Privé Hors ESS","3 - Moyennes entreprises","718","414","66732","61440","2023007002"
"62","ESS + Hors ESS","Privé Hors ESS","4 - Grandes entreprises","91","51","48642","44104","1527933767"
"62","ESS + Hors ESS","Public","1 - Micro entreprise","2287","1071","7347","6520","206462008"
"62","ESS + Hors ESS","Public","2 - Petites entreprises","818","311","14962","13680","431498408"
"62","ESS + Hors ESS","Public","3 - Moyennes entreprises","403","301","36733","34097","1100960892"
"62","ESS + Hors ESS","Public","4 - Grandes entreprises","62","50","48585","44837","1424406881"
"63","ESS + Hors ESS","1. Coopérative","1 - Micro entreprise","152","69","s","s","s"
"63","ESS + Hors ESS","1. Coopérative","2 - Petites entreprises","29","8","584","598","24054131"
"63","ESS + Hors ESS","1. Coopérative","3 - Moyennes entreprises","6","3","605","538","20519998"
"63","ESS + Hors ESS","1. Coopérative","4 - Grandes entreprises","5","2","s","s","s"
"63","ESS + Hors ESS","2. Mutuelle","1 - Micro entreprise","90","5","325","332","12937560"
"63","ESS + Hors ESS","2. Mutuelle","2 - Petites entreprises","10","2","s","s","s"
"63","ESS + Hors ESS","2. Mutuelle","3 - Moyennes entreprises","5","0","s","s","s"
"63","ESS + Hors ESS","2. Mutuelle","4 - Grandes entreprises","1","0","s","s","s"
"63","ESS + Hors ESS","3. Association","1 - Micro entreprise","1429","1244","s","s","s"
"63","ESS + Hors ESS","3. Association","2 - Petites entreprises","306","183","6195","5172","152029349"
"63","ESS + Hors ESS","3. Association","3 - Moyennes entreprises","89","52","7730","6572","180730586"
"63","ESS + Hors ESS","3. Association","4 - Grandes entreprises","3","2","s","s","s"
"63","ESS + Hors ESS","4. Fondation","1 - Micro entreprise","9","4","19","19","581569"
"63","ESS + Hors ESS","4. Fondation","2 - Petites entreprises","3","1","s","s","s"
"63","ESS + Hors ESS","4. Fondation","3 - Moyennes entreprises","1","0","s","s","s"
"63","ESS + Hors ESS","Privé Hors ESS","1 - Micro entreprise","14861","12504","34076","32898","913818842"
"63","ESS + Hors ESS","Privé Hors ESS","2 - Petites entreprises","2108","1482","39023","35586","1130118800"
"63","ESS + Hors ESS","Privé Hors ESS","3 - Moyennes entreprises","339","185","29565","27060","950536568"
"63","ESS + Hors ESS","Privé Hors ESS","4 - Grandes entreprises","54","24","36143","34044","1476539269"
"63","ESS + Hors ESS","Public","1 - Micro entreprise","975","415","3676","3280","100841813"
"63","ESS + Hors ESS","Public","2 - Petites entreprises","478","233","9430","8649","264955621"
"63","ESS + Hors ESS","Public","3 - Moyennes entreprises","226","133","21456","19767","672685783"
"63","ESS + Hors ESS","Public","4 - Grandes entreprises","43","28","27907","25962","842430089"
"64","ESS + Hors ESS","1. Coopérative","1 - Micro entreprise","169","56","s","695","27724957"
"64","ESS + Hors ESS","1. Coopérative","2 - Petites entreprises","42","15","712","s","25392640"
"64","ESS + Hors ESS","1. Coopérative","3 - Moyennes entreprises","9","7","743","720","s"
"64","ESS + Hors ESS","1. Coopérative","4 - Grandes entreprises","2","1","s","s","s"
"64","ESS + Hors ESS","2. Mutuelle","1 - Micro entreprise","61","1","s","s","s"
"64","ESS + Hors ESS","2. Mutuelle","2 - Petites entreprises","15","1","s","s","s"
"64","ESS + Hors ESS","2. Mutuelle","4 - Grandes entreprises","1","0","s","s","s"
"64","ESS + Hors ESS","3. Association","1 - Micro entreprise","1827","1602","s","s","s"
"64","ESS + Hors ESS","3. Association","2 - Petites entreprises","434","287","8752","7273","211874591"
"64","ESS + Hors ESS","3. Association","3 - Moyennes entreprises","135","81","10520","8852","234323379"
"64","ESS + Hors ESS","3. Association","4 - Grandes entreprises","2","2","s","s","s"
"64","ESS + Hors ESS","4. Fondation","1 - Micro entreprise","4","2","s","s","s"
"64","ESS + Hors ESS","4. Fondation","2 - Petites entreprises","2","0","s","s","s"
"64","ESS + Hors ESS","4. Fondation","3 - Moyennes entreprises","4","0","253","226","s"
"64","ESS + Hors ESS","Privé Hors ESS","1 - Micro entreprise","19344","16107","44063","43197","1230306312"
"64","ESS + Hors ESS","Privé Hors ESS","2 - Petites entreprises","2567","1767","45659","42513","1374217203"
"64","ESS + Hors ESS","Privé Hors ESS","3 - Moyennes entreprises","368","212","32826","29728","1080150159"
"64","ESS + Hors ESS","Privé Hors ESS","4 - Grandes entreprises","40","26","20951","19621","898491025"
"64","ESS + Hors ESS","Public","1 - Micro entreprise","1193","606","3550","3219","99652762"
"64","ESS + Hors ESS","Public","2 - Petites entreprises","391","187","7948","7210","235905597"
"64","ESS + Hors ESS","Public","3 - Moyennes entreprises","163","109","14208","12997","434505662"
"64","ESS + Hors ESS","Public","4 - Grandes entreprises","29","15","22154","20729","661858838"
"65","ESS + Hors ESS","1. Coopérative","1 - Micro entreprise","59","22","s","242","9281951"
"65","ESS + Hors ESS","1. Coopérative","2 - Petites entreprises","15","5","251","s","s"
"65","ESS + Hors ESS","1. Coopérative","4 - Grandes entreprises","1","1","s","s","s"
"65","ESS + Hors ESS","2. Mutuelle","1 - Micro entreprise","29","2","s","s","s"
"65","ESS + Hors ESS","2. Mutuelle","2 - Petites entreprises","3","0","s","49","1835495"
"65","ESS + Hors ESS","2. Mutuelle","3 - Moyennes entreprises","4","1","s","s","s"
"65","ESS + Hors ESS","3. Association","1 - Micro entreprise","607","543","s","s","s"
"65","ESS + Hors ESS","3. Association","2 - Petites entreprises","136","89","2739","2348","64653444"
"65","ESS + Hors ESS","3. Association","3 - Moyennes entreprises","49","22","3681","3082","77773474"
"65","ESS + Hors ESS","3. Association","4 - Grandes entreprises","1","0","s","s","s"
"65","ESS + Hors ESS","4. Fondation","1 - Micro entreprise","1","0","s","s","s"
"65","ESS + Hors ESS","4. Fondation","2 - Petites entreprises","2","0","s","s","s"
"65","ESS + Hors ESS","4. Fondation","3 - Moyennes entreprises","1","0","s","s","s"
"65","ESS + Hors ESS","Privé Hors ESS","1 - Micro entreprise","6079","5127","12280","12520","329765938"
"65","ESS + Hors ESS","Privé Hors ESS","2 - Petites entreprises","684","468","s","s","s"
"65","ESS + Hors ESS","Privé Hors ESS","3 - Moyennes entreprises","94","57","s","s","s"
"65","ESS + Hors ESS","Privé Hors ESS","4 - Grandes entreprises","6","4","s","s","s"
"65","ESS + Hors ESS","Public","1 - Micro entreprise","794","473","s","s","s"
"65","ESS + Hors ESS","Public","2 - Petites entreprises","168","81","s","s","s"
"65","ESS + Hors ESS","Public","3 - Moyennes entreprises","84","60","s","s","s"
"65","ESS + Hors ESS","Public","4 - Grandes entreprises","9","8","6885","6538","207412105"
"66","ESS + Hors ESS","1. Coopérative","1 - Micro entreprise","119","47","541","539","20150740"
"66","ESS + Hors ESS","1. Coopérative","2 - Petites entreprises","27","15","s","s","s"
"66","ESS + Hors ESS","1. Coopérative","3 - Moyennes entreprises","8","8","745","764","28732264"
"66","ESS + Hors ESS","1. Coopérative","4 - Grandes entreprises","2","1","s","s","s"
"66","ESS + Hors ESS","2. Mutuelle","1 - Micro entreprise","25","1","s","s","s"
"66","ESS + Hors ESS","2. Mutuelle","2 - Petites entreprises","8","1","s","s","s"
"66","ESS + Hors ESS","2. Mutuelle","3 - Moyennes entreprises","2","0","s","s","s"
"66","ESS + Hors ESS","2. Mutuelle","4 - Grandes entreprises","1","1","s","s","s"
"66","ESS + Hors ESS","3. Association","1 - Micro entreprise","1020","915","s","s","s"
"66","ESS + Hors ESS","3. Association","2 - Petites entreprises","219","132","4439","4005","105741477"
"66","ESS + Hors ESS","3. Association","3 - Moyennes entreprises","70","40","5135","4571","123430583"
"66","ESS + Hors ESS","3. Association","4 - Grandes entreprises","3","1","s","s","s"
"66","ESS + Hors ESS","4. Fondation","1 - Micro entreprise","3","1","s","s","s"
"66","ESS + Hors ESS","4. Fondation","2 - Petites entreprises","2","0","s","s","s"
"66","ESS + Hors ESS","4. Fondation","3 - Moyennes entreprises","2","0","s","s","s"
"66","ESS + Hors ESS","Privé Hors ESS","1 - Micro entreprise","13205","11575","26851","27759","739401956"
"66","ESS + Hors ESS","Privé Hors ESS","2 - Petites entreprises","1423","1038","24600","22773","697110101"
"66","ESS + Hors ESS","Privé Hors ESS","3 - Moyennes entreprises","169","106","14709","13139","418316746"
"66","ESS + Hors ESS","Privé Hors ESS","4 - Grandes entreprises","18","13","6441","5849","179739695"
"66","ESS + Hors ESS","Public","1 - Micro entreprise","574","238","2301","2156","69739698"
"66","ESS + Hors ESS","Public","2 - Petites entreprises","319","122","6696","6204","194982265"
"66","ESS + Hors ESS","Public","3 - Moyennes entreprises","124","102","12068","11086","348573408"
"66","ESS + Hors ESS","Public","4 - Grandes entreprises","22","15","15517","14411","450633594"
"67","ESS + Hors ESS","1. Coopérative","1 - Micro entreprise","350","120","s","1189","49693344"
"67","ESS + Hors ESS","1. Coopérative","2 - Petites entreprises","117","75","1818","1657","74080362"
"67","ESS + Hors ESS","1. Coopérative","3 - Moyennes entreprises","11","9","s","s","s"
"67","ESS + Hors ESS","1. Coopérative","4 - Grandes entreprises","5","2","s","s","s"
"67","ESS + Hors ESS","2. Mutuelle","1 - Micro entreprise","52","6","167","s","s"
"67","ESS + Hors ESS","2. Mutuelle","2 - Petites entreprises","16","3","291","265","11657119"
"67","ESS + Hors ESS","2. Mutuelle","3 - Moyennes entreprises","4","2","s","s","s"
"67","ESS + Hors ESS","2. Mutuelle","4 - Grandes entreprises","1","0","s","s","s"
"67","ESS + Hors ESS","3. Association","1 - Micro entreprise","2071","1740","3691","3465","99389623"
"67","ESS + Hors ESS","3. Association","2 - Petites entreprises","465","272","8825","7233","207236309"
"67","ESS + Hors ESS","3. Association","3 - Moyennes entreprises","153","84","11899","9892","263465849"
"67","ESS + Hors ESS","3. Association","4 - Grandes entreprises","6","5","3040","2498","60029539"
"67","ESS + Hors ESS","4. Fondation","1 - Micro entreprise","23","5","s","s","s"
"67","ESS + Hors ESS","4. Fondation","2 - Petites entreprises","23","3","645","600","15751396"
"67","ESS + Hors ESS","4. Fondation","3 - Moyennes entreprises","24","4","2259","2028","58947643"
"67","ESS + Hors ESS","4. Fondation","4 - Grandes entreprises","5","1","s","s","s"
"67","ESS + Hors ESS","Privé Hors ESS","1 - Micro entreprise","27502","23377","64015","60220","1821066329"
"67","ESS + Hors ESS","Privé Hors ESS","2 - Petites entreprises","4469","3300","81750","73717","2535240992"
"67","ESS + Hors ESS","Privé Hors ESS","3 - Moyennes entreprises","785","478","74339","68705","2589299738"
"67","ESS + Hors ESS","Privé Hors ESS","4 - Grandes entreprises","121","67","61788","56515","2331669192"
"67","ESS + Hors ESS","Public","1 - Micro entreprise","1599","825","5133","4656","149682890"
"67","ESS + Hors ESS","Public","2 - Petites entreprises","602","225","12485","11495","376617130"
"67","ESS + Hors ESS","Public","3 - Moyennes entreprises","250","168","22643","20751","743439967"
"67","ESS + Hors ESS","Public","4 - Grandes entreprises","56","35","52356","49094","1645463019"
"68","ESS + Hors ESS","1. Coopérative","1 - Micro entreprise","213","67","s","s","s"
"68","ESS + Hors ESS","1. Coopérative","2 - Petites entreprises","81","54","1409","1341","60838283"
"68","ESS + Hors ESS","1. Coopérative","3 - Moyennes entreprises","10","7","s","s","39193117"
"68","ESS + Hors ESS","1. Coopérative","4 - Grandes entreprises","3","2","s","s","s"
"68","ESS + Hors ESS","2. Mutuelle","1 - Micro entreprise","33","3","118","114","4924534"
"68","ESS + Hors ESS","2. Mutuelle","2 - Petites entreprises","14","5","s","s","s"
"68","ESS + Hors ESS","2. Mutuelle","3 - Moyennes entreprises","3","1","s","s","s"
"68","ESS + Hors ESS","2. Mutuelle","4 - Grandes entreprises","1","0","s","s","s"
"68","ESS + Hors ESS","3. Association","1 - Micro entreprise","1185","1004","s","s","s"
"68","ESS + Hors ESS","3. Association","2 - Petites entreprises","357","234","6858","5577","162062877"
"68","ESS + Hors ESS","3. Association","3 - Moyennes entreprises","115","67","8785","7156","178964706"
"68","ESS + Hors ESS","3. Association","4 - Grandes entreprises","3","2","s","s","s"
"68","ESS + Hors ESS","4. Fondation","1 - Micro entreprise","7","7","27","23","825959"
"68","ESS + Hors ESS","4. Fondation","2 - Petites entreprises","9","1","s","s","s"
"68","ESS + Hors ESS","4. Fondation","3 - Moyennes entreprises","14","4","1354","1197","s"
"68","ESS + Hors ESS","4. Fondation","4 - Grandes entreprises","3","1","s","s","s"
"68","ESS + Hors ESS","Privé Hors ESS","1 - Micro entreprise","16682","14307","40291","37135","1096657440"
"68","ESS + Hors ESS","Privé Hors ESS","2 - Petites entreprises","2600","1932","46668","42541","1406259374"
"68","ESS + Hors ESS","Privé Hors ESS","3 - Moyennes entreprises","431","285","39307","35894","1298406948"
"68","ESS + Hors ESS","Privé Hors ESS","4 - Grandes entreprises","56","35","29639","27892","1163318198"
"68","ESS + Hors ESS","Public","1 - Micro entreprise","1158","572","3800","3508","112242096"
"68","ESS + Hors ESS","Public","2 - Petites entreprises","386","160","7922","7131","237954110"
"68","ESS + Hors ESS","Public","3 - Moyennes entreprises","177","124","16736","15327","518025594"
"68","ESS + Hors ESS","Public","4 - Grandes entreprises","26","19","24616","22544","764544087"
"69","ESS + Hors ESS","1. Coopérative","1 - Micro entreprise","341","102","1514","1492","62933249"
"69","ESS + Hors ESS","1. Coopérative","2 - Petites entreprises","115","40","1965","1836","76265168"
"69","ESS + Hors ESS","1. Coopérative","3 - Moyennes entreprises","12","9","s","s","s"
"69","ESS + Hors ESS","1. Coopérative","4 - Grandes entreprises","3","1","s","s","s"
"69","ESS + Hors ESS","2. Mutuelle","1 - Micro entreprise","147","33","s","s","s"
"69","ESS + Hors ESS","2. Mutuelle","2 - Petites entreprises","30","3","704","638","27491704"
"69","ESS + Hors ESS","2. Mutuelle","3 - Moyennes entreprises","14","1","s","s","s"
"69","ESS + Hors ESS","2. Mutuelle","4 - Grandes entreprises","2","1","s","s","s"
"69","ESS + Hors ESS","3. Association","1 - Micro entreprise","4354","3839","7244","7157","211096578"
"69","ESS + Hors ESS","3. Association","2 - Petites entreprises","1136","749","21259","17430","529095370"
"69","ESS + Hors ESS","3. Association","3 - Moyennes entreprises","349","192","27817","23230","682414361"
"69","ESS + Hors ESS","3. Association","4 - Grandes entreprises","22","18","8351","7162","247298963"
"69","ESS + Hors ESS","4. Fondation","1 - Micro entreprise","36","14","s","s","s"
"69","ESS + Hors ESS","4. Fondation","2 - Petites entreprises","32","5","650","521","16928653"
"69","ESS + Hors ESS","4. Fondation","3 - Moyennes entreprises","21","7","1940","1677","56534091"
"69","ESS + Hors ESS","4. Fondation","4 - Grandes entreprises","1","0","s","s","s"
"69","ESS + Hors ESS","Privé Hors ESS","1 - Micro entreprise","51811","43023","121109","120180","4067609521"
"69","ESS + Hors ESS","Privé Hors ESS","2 - Petites entreprises","8598","5707","163716","150119","5717286689"
"69","ESS + Hors ESS","Privé Hors ESS","3 - Moyennes entreprises","1788","902","166786","151902","6248582461"
"69","ESS + Hors ESS","Privé Hors ESS","4 - Grandes entreprises","243","94","115666","105009","4755625137"
"69","ESS + Hors ESS","Public","1 - Micro entreprise","850","187","4035","3893","128580104"
"69","ESS + Hors ESS","Public","2 - Petites entreprises","881","214","17023","15719","527833173"
"69","ESS + Hors ESS","Public","3 - Moyennes entreprises","412","266","37984","34996","1295024496"
"69","ESS + Hors ESS","Public","4 - Grandes entreprises","119","70","109768","103010","3407973893"
"70","ESS + Hors ESS","1. Coopérative","1 - Micro entreprise","45","13","s","s","s"
"70","ESS + Hors ESS","1. Coopérative","2 - Petites entreprises","14","6","196","190","8054429"
"70","ESS + Hors ESS","1. Coopérative","3 - Moyennes entreprises","1","1","s","s","s"
"70","ESS + Hors ESS","2. Mutuelle","1 - Micro entreprise","25","3","s","s","s"
"70","ESS + Hors ESS","2. Mutuelle","2 - Petites entreprises","7","0","s","s","s"
"70","ESS + Hors ESS","2. Mutuelle","3 - Moyennes entreprises","1","1","s","s","s"
"70","ESS + Hors ESS","3. Association","1 - Micro entreprise","331","287","618","554","15546202"
"70","ESS + Hors ESS","3. Association","2 - Petites entreprises","155","99","3308","2600","73444488"
"70","ESS + Hors ESS","3. Association","3 - Moyennes entreprises","40","19","3070","2570","66669958"
"70","ESS + Hors ESS","3. Association","4 - Grandes entreprises","3","0","1035","882","26415535"
"70","ESS + Hors ESS","4. Fondation","2 - Petites entreprises","1","0","s","s","s"
"70","ESS + Hors ESS","4. Fondation","3 - Moyennes entreprises","3","0","s","s","s"
"70","ESS + Hors ESS","Privé Hors ESS","1 - Micro entreprise","4514","3908","10309","9773","264044120"
"70","ESS + Hors ESS","Privé Hors ESS","2 - Petites entreprises","591","455","11206","10314","309618790"
"70","ESS + Hors ESS","Privé Hors ESS","3 - Moyennes entreprises","88","59","8555","7786","247397838"
"70","ESS + Hors ESS","Privé Hors ESS","4 - Grandes entreprises","11","7","5758","5531","193758033"
"70","ESS + Hors ESS","Public","1 - Micro entreprise","941","666","2186","1828","53970485"
"70","ESS + Hors ESS","Public","2 - Petites entreprises","185","88","3484","3147","100922247"
"70","ESS + Hors ESS","Public","3 - Moyennes entreprises","57","39","5134","4719","150003612"
"70","ESS + Hors ESS","Public","4 - Grandes entreprises","5","4","3207","2892","95732627"
"71","ESS + Hors ESS","1. Coopérative","1 - Micro entreprise","163","44","587","591","22643768"
"71","ESS + Hors ESS","1. Coopérative","2 - Petites entreprises","40","18","619","612","25256158"
"71","ESS + Hors ESS","1. Coopérative","3 - Moyennes entreprises","6","5","s","s","s"
"71","ESS + Hors ESS","1. Coopérative","4 - Grandes entreprises","1","0","s","s","s"
"71","ESS + Hors ESS","2. Mutuelle","1 - Micro entreprise","78","2","s","s","s"
"71","ESS + Hors ESS","2. Mutuelle","2 - Petites entreprises","13","1","s","s","s"
"71","ESS + Hors ESS","2. Mutuelle","3 - Moyennes entreprises","8","0","802","705","20221385"
"71","ESS + Hors ESS","3. Association","1 - Micro entreprise","1204","1084","s","s","s"
"71","ESS + Hors ESS","3. Association","2 - Petites entreprises","243","155","5108","4140","111920357"
"71","ESS + Hors ESS","3. Association","3 - Moyennes entreprises","64","35","5367","4465","118100794"
"71","ESS + Hors ESS","3. Association","4 - Grandes entreprises","2","0","s","s","s"
"71","ESS + Hors ESS","4. Fondation","2 - Petites entreprises","1","1","s","s","s"
"71","ESS + Hors ESS","4. Fondation","3 - Moyennes entreprises","1","0","s","s","s"
"71","ESS + Hors ESS","Privé Hors ESS","1 - Micro entreprise","12993","10959","30234","28556","793230815"
"71","ESS + Hors ESS","Privé Hors ESS","2 - Petites entreprises","1772","1263","32960","30497","969738028"
"71","ESS + Hors ESS","Privé Hors ESS","3 - Moyennes entreprises","290","181","26748","24581","800482911"
"71","ESS + Hors ESS","Privé Hors ESS","4 - Grandes entreprises","41","24","18697","17451","670870902"
"71","ESS + Hors ESS","Public","1 - Micro entreprise","1240","583","4195","3675","113871516"
"71","ESS + Hors ESS","Public","2 - Petites entreprises","365","181","7067","6470","203908788"
"71","ESS + Hors ESS","Public","3 - Moyennes entreprises","161","114","14436","13377","428346964"
"71","ESS + Hors ESS","Public","4 - Grandes entreprises","22","20","15529","14282","446220730"
"72","ESS + Hors ESS","1. Coopérative","1 - Micro entreprise","185","70","429","472","16621030"
"72","ESS + Hors ESS","1. Coopérative","2 - Petites entreprises","46","10","907","873","34437174"
"72","ESS + Hors ESS","1. Coopérative","3 - Moyennes entreprises","2","1","s","s","s"
"72","ESS + Hors ESS","1. Coopérative","4 - Grandes entreprises","2","2","s","s","s"
"72","ESS + Hors ESS","2. Mutuelle","1 - Micro entreprise","45","2","s","s","s"
"72","ESS + Hors ESS","2. Mutuelle","2 - Petites entreprises","10","1","s","s","s"
"72","ESS + Hors ESS","2. Mutuelle","3 - Moyennes entreprises","3","0","346","270","12117967"
"72","ESS + Hors ESS","3. Association","1 - Micro entreprise","1181","1044","s","s","s"
"72","ESS + Hors ESS","3. Association","2 - Petites entreprises","292","159","6057","5038","144483031"
"72","ESS + Hors ESS","3. Association","3 - Moyennes entreprises","76","36","5950","5090","138252524"
"72","ESS + Hors ESS","3. Association","4 - Grandes entreprises","4","3","s","s","s"
"72","ESS + Hors ESS","4. Fondation","1 - Micro entreprise","1","0","s","s","s"
"72","ESS + Hors ESS","4. Fondation","2 - Petites entreprises","1","0","s","s","s"
