"REG","typo_Asso","typo_Asso_det","sexe","type_emploi","nb_poste"
"Bourgogne-Franche-Comté","ACTION SOCIALE (QB)","Aide par le travail","Ensemble","Ensemble","7201"
"Bourgogne-Franche-Comté","ACTION SOCIALE (QB)","Hebergement medico-social de personnes agees","Ensemble","Ensemble","4526"
"Bourgogne-Franche-Comté","ACTION SOCIALE (QB)","Hebergement medico-social de personnes en difficulte","Ensemble","Ensemble","4083"
"Bourgogne-Franche-Comté","ACTION SOCIALE (QB)","Hebergement medico-social de personnes handicapees","Ensemble","Ensemble","8112"
"Bourgogne-Franche-Comté","AGRICULTURE SYLVICULTURE ET PECHE (AZ)","NC","Ensemble","Ensemble","s"
"Bourgogne-Franche-Comté","ARTS SPECTACLES (RZ1)","NC","Ensemble","Ensemble","1469"
"Bourgogne-Franche-Comté","AUTRES SECTEURS D ACTIVITE DES ASSOCIATIONS","NC","Ensemble","Ensemble","2809"
"Bourgogne-Franche-Comté","ENSEIGNEMENT (PZ)","Autres enseignements","Ensemble","Ensemble","818"
"Bourgogne-Franche-Comté","ENSEIGNEMENT (PZ)","Enseignement culturel","Ensemble","Ensemble","s"
"Bourgogne-Franche-Comté","ENSEIGNEMENT (PZ)","Enseignement primaire/secondaire/supérieur","Ensemble","Ensemble","7453"
"Bourgogne-Franche-Comté","ENSEIGNEMENT (PZ)","Formation continue d adultes","Ensemble","Ensemble","917"
"Bourgogne-Franche-Comté","ENSEIGNEMENT (PZ)","NC","Ensemble","Ensemble","s"
"Bourgogne-Franche-Comté","HEBERGEMENT ET RESTAURATION (IZ)","NC","Ensemble","Ensemble","s"
"Bourgogne-Franche-Comté","NON-CLASSES (94.99Z)","NC","Ensemble","Ensemble","6424"
"Bourgogne-Franche-Comté","SANTE HUMAINE (QA)","NC","Ensemble","Ensemble","6100"
"Bourgogne-Franche-Comté","SOUTIEN AUX ENTREPRISES (MN)","NC","Ensemble","Ensemble","5408"
"Bourgogne-Franche-Comté","SPORTS ET LOISIRS (RZ2)","Loisirs","Ensemble","Ensemble","s"
"Bourgogne-Franche-Comté","SPORTS ET LOISIRS (RZ2)","Sports","Ensemble","Ensemble","s"
"Bretagne","ACTION SOCIALE (QB)","Accueil d adultes handicapes ou pers. agees","Ensemble","Ensemble","333"
"Bretagne","ACTION SOCIALE (QB)","Accueil d enfants et d adolescents","Ensemble","Ensemble","531"
"Bretagne","ACTION SOCIALE (QB)","Accueil d enfants handicapes","Ensemble","Ensemble","1077"
"Bretagne","ACTION SOCIALE (QB)","Accueil des jeunes enfants","Ensemble","Ensemble","1316"
"Bretagne","ACTION SOCIALE (QB)","Action sociale NCA","Ensemble","Ensemble","4662"
"Bretagne","ACTION SOCIALE (QB)","Aide a domicile","Ensemble","Ensemble","9260"
"Bretagne","ACTION SOCIALE (QB)","Aide par le travail","Ensemble","Ensemble","9145"
"Bretagne","ACTION SOCIALE (QB)","Hebergement medico-social de personnes agees","Ensemble","Ensemble","6617"
"Bretagne","ACTION SOCIALE (QB)","Hebergement medico-social de personnes en difficulte","Ensemble","Ensemble","2628"
"Bretagne","ACTION SOCIALE (QB)","Hebergement medico-social de personnes handicapees","Ensemble","Ensemble","8937"
"Bretagne","AGRICULTURE SYLVICULTURE ET PECHE (AZ)","NC","Ensemble","Ensemble","305"
"Bretagne","ARTS SPECTACLES (RZ1)","NC","Ensemble","Ensemble","1389"
"Bretagne","AUTRES SECTEURS D ACTIVITE DES ASSOCIATIONS","NC","Ensemble","Ensemble","4323"
"Bretagne","ENSEIGNEMENT (PZ)","Autres enseignements","Ensemble","Ensemble","788"
"Bretagne","ENSEIGNEMENT (PZ)","Enseignement culturel","Ensemble","Ensemble","567"
"Bretagne","ENSEIGNEMENT (PZ)","Enseignement primaire/secondaire/supérieur","Ensemble","Ensemble","24908"
"Bretagne","ENSEIGNEMENT (PZ)","Formation continue d adultes","Ensemble","Ensemble","1444"
"Bretagne","ENSEIGNEMENT (PZ)","NC","Ensemble","Ensemble","270"
"Bretagne","HEBERGEMENT ET RESTAURATION (IZ)","NC","Ensemble","Ensemble","1344"
"Bretagne","NON-CLASSES (94.99Z)","NC","Ensemble","Ensemble","6998"
"Bretagne","SANTE HUMAINE (QA)","NC","Ensemble","Ensemble","6859"
"Bretagne","SOUTIEN AUX ENTREPRISES (MN)","NC","Ensemble","Ensemble","9481"
"Bretagne","SPORTS ET LOISIRS (RZ2)","Loisirs","Ensemble","Ensemble","699"
"Bretagne","SPORTS ET LOISIRS (RZ2)","Sports","Ensemble","Ensemble","3362"
"Centre-Val de Loire","ACTION SOCIALE (QB)","Accueil d adultes handicapes ou pers. agees","Ensemble","Ensemble","524"
"Centre-Val de Loire","ACTION SOCIALE (QB)","Accueil d enfants et d adolescents","Ensemble","Ensemble","404"
"Centre-Val de Loire","ACTION SOCIALE (QB)","Accueil d enfants handicapes","Ensemble","Ensemble","1041"
"Centre-Val de Loire","ACTION SOCIALE (QB)","Accueil des jeunes enfants","Ensemble","Ensemble","476"
"Centre-Val de Loire","ACTION SOCIALE (QB)","Action sociale NCA","Ensemble","Ensemble","5261"
"Centre-Val de Loire","ACTION SOCIALE (QB)","Aide a domicile","Ensemble","Ensemble","7197"
"Centre-Val de Loire","ACTION SOCIALE (QB)","Aide par le travail","Ensemble","Ensemble","7062"
"Centre-Val de Loire","ACTION SOCIALE (QB)","Hebergement medico-social de personnes agees","Ensemble","Ensemble","2477"
"Centre-Val de Loire","ACTION SOCIALE (QB)","Hebergement medico-social de personnes en difficulte","Ensemble","Ensemble","2089"
"Centre-Val de Loire","ACTION SOCIALE (QB)","Hebergement medico-social de personnes handicapees","Ensemble","Ensemble","7398"
"Centre-Val de Loire","AGRICULTURE SYLVICULTURE ET PECHE (AZ)","NC","Ensemble","Ensemble","273"
"Centre-Val de Loire","ARTS SPECTACLES (RZ1)","NC","Ensemble","Ensemble","860"
"Centre-Val de Loire","AUTRES SECTEURS D ACTIVITE DES ASSOCIATIONS","NC","Ensemble","Ensemble","1654"
"Centre-Val de Loire","ENSEIGNEMENT (PZ)","Autres enseignements","Ensemble","Ensemble","652"
"Centre-Val de Loire","ENSEIGNEMENT (PZ)","Enseignement culturel","Ensemble","Ensemble","346"
"Centre-Val de Loire","ENSEIGNEMENT (PZ)","Enseignement primaire/secondaire/supérieur","Ensemble","Ensemble","6763"
"Centre-Val de Loire","ENSEIGNEMENT (PZ)","Formation continue d adultes","Ensemble","Ensemble","851"
"Centre-Val de Loire","ENSEIGNEMENT (PZ)","NC","Ensemble","Ensemble","110"
"Centre-Val de Loire","HEBERGEMENT ET RESTAURATION (IZ)","NC","Ensemble","Ensemble","637"
"Centre-Val de Loire","NON-CLASSES (94.99Z)","NC","Ensemble","Ensemble","4947"
"Centre-Val de Loire","SANTE HUMAINE (QA)","NC","Ensemble","Ensemble","2256"
"Centre-Val de Loire","SOUTIEN AUX ENTREPRISES (MN)","NC","Ensemble","Ensemble","5485"
"Centre-Val de Loire","SPORTS ET LOISIRS (RZ2)","Loisirs","Ensemble","Ensemble","366"
"Centre-Val de Loire","SPORTS ET LOISIRS (RZ2)","Sports","Ensemble","Ensemble","2380"
"Corse","ACTION SOCIALE (QB)","Accueil d adultes handicapes ou pers. agees","Ensemble","Ensemble","199"
"Corse","ACTION SOCIALE (QB)","Accueil d enfants handicapes","Ensemble","Ensemble","181"
"Corse","ACTION SOCIALE (QB)","Accueil des jeunes enfants","Ensemble","Ensemble","148"
"Corse","ACTION SOCIALE (QB)","Action sociale NCA","Ensemble","Ensemble","340"
"Corse","ACTION SOCIALE (QB)","Aide a domicile","Ensemble","Ensemble","1700"
"Corse","ACTION SOCIALE (QB)","Aide par le travail","Ensemble","Ensemble","384"
"Corse","ACTION SOCIALE (QB)","Hebergement medico-social de personnes agees","Ensemble","Ensemble","379"
"Corse","ACTION SOCIALE (QB)","Hebergement medico-social de personnes en difficulte","Ensemble","Ensemble","298"
"Corse","ACTION SOCIALE (QB)","Hebergement medico-social de personnes handicapees","Ensemble","Ensemble","429"
"Corse","AGRICULTURE SYLVICULTURE ET PECHE (AZ)","NC","Ensemble","Ensemble","s"
"Corse","ARTS SPECTACLES (RZ1)","NC","Ensemble","Ensemble","85"
"Corse","AUTRES SECTEURS D ACTIVITE DES ASSOCIATIONS","NC","Ensemble","Ensemble","s"
"Corse","ENSEIGNEMENT (PZ)","Autres enseignements","Ensemble","Ensemble","s"
"Corse","ENSEIGNEMENT (PZ)","Enseignement culturel","Ensemble","Ensemble","s"
"Corse","ENSEIGNEMENT (PZ)","Enseignement primaire/secondaire/supérieur","Ensemble","Ensemble","311"
"Corse","ENSEIGNEMENT (PZ)","Formation continue d adultes","Ensemble","Ensemble","55"
"Corse","HEBERGEMENT ET RESTAURATION (IZ)","NC","Ensemble","Ensemble","s"
"Corse","NON-CLASSES (94.99Z)","NC","Ensemble","Ensemble","779"
"Corse","SANTE HUMAINE (QA)","NC","Ensemble","Ensemble","189"
"Corse","SOUTIEN AUX ENTREPRISES (MN)","NC","Ensemble","Ensemble","272"
"Corse","SPORTS ET LOISIRS (RZ2)","Loisirs","Ensemble","Ensemble","75"
"Corse","SPORTS ET LOISIRS (RZ2)","Sports","Ensemble","Ensemble","254"
"Grand-Est","ACTION SOCIALE (QB)","Accueil d adultes handicapes ou pers. agees","Ensemble","Ensemble","474"
"Grand-Est","ACTION SOCIALE (QB)","Accueil d enfants et d adolescents","Ensemble","Ensemble","1056"
"Grand-Est","ACTION SOCIALE (QB)","Accueil d enfants handicapes","Ensemble","Ensemble","2411"
"Grand-Est","ACTION SOCIALE (QB)","Accueil des jeunes enfants","Ensemble","Ensemble","5298"
"Grand-Est","ACTION SOCIALE (QB)","Action sociale NCA","Ensemble","Ensemble","13051"
"Grand-Est","ACTION SOCIALE (QB)","Aide a domicile","Ensemble","Ensemble","15653"
"Grand-Est","ACTION SOCIALE (QB)","Aide par le travail","Ensemble","Ensemble","14587"
"Grand-Est","ACTION SOCIALE (QB)","Hebergement medico-social de personnes agees","Ensemble","Ensemble","11808"
"Grand-Est","ACTION SOCIALE (QB)","Hebergement medico-social de personnes en difficulte","Ensemble","Ensemble","7442"
"Grand-Est","ACTION SOCIALE (QB)","Hebergement medico-social de personnes handicapees","Ensemble","Ensemble","14151"
"Grand-Est","AGRICULTURE SYLVICULTURE ET PECHE (AZ)","NC","Ensemble","Ensemble","312"
"Grand-Est","ARTS SPECTACLES (RZ1)","NC","Ensemble","Ensemble","2253"
"Grand-Est","AUTRES SECTEURS D ACTIVITE DES ASSOCIATIONS","NC","Ensemble","Ensemble","3661"
"Grand-Est","ENSEIGNEMENT (PZ)","Autres enseignements","Ensemble","Ensemble","2245"
"Grand-Est","ENSEIGNEMENT (PZ)","Enseignement culturel","Ensemble","Ensemble","700"
"Grand-Est","ENSEIGNEMENT (PZ)","Enseignement primaire/secondaire/supérieur","Ensemble","Ensemble","11918"
"Grand-Est","ENSEIGNEMENT (PZ)","Formation continue d adultes","Ensemble","Ensemble","1447"
"Grand-Est","ENSEIGNEMENT (PZ)","NC","Ensemble","Ensemble","43"
"Grand-Est","HEBERGEMENT ET RESTAURATION (IZ)","NC","Ensemble","Ensemble","1961"
"Grand-Est","NON-CLASSES (94.99Z)","NC","Ensemble","Ensemble","11647"
"Grand-Est","SANTE HUMAINE (QA)","NC","Ensemble","Ensemble","11890"
"Grand-Est","SOUTIEN AUX ENTREPRISES (MN)","NC","Ensemble","Ensemble","11355"
"Grand-Est","SPORTS ET LOISIRS (RZ2)","Loisirs","Ensemble","Ensemble","1356"
"Grand-Est","SPORTS ET LOISIRS (RZ2)","Sports","Ensemble","Ensemble","3285"
"Guadeloupe","ACTION SOCIALE (QB)","Accueil d adultes handicapes ou pers. agees","Ensemble","Ensemble","100"
"Guadeloupe","ACTION SOCIALE (QB)","Accueil d enfants et d adolescents","Ensemble","Ensemble","s"
"Guadeloupe","ACTION SOCIALE (QB)","Accueil d enfants handicapes","Ensemble","Ensemble","s"
"Guadeloupe","ACTION SOCIALE (QB)","Accueil des jeunes enfants","Ensemble","Ensemble","572"
"Guadeloupe","ACTION SOCIALE (QB)","Action sociale NCA","Ensemble","Ensemble","953"
"Guadeloupe","ACTION SOCIALE (QB)","Aide a domicile","Ensemble","Ensemble","1305"
"Guadeloupe","ACTION SOCIALE (QB)","Aide par le travail","Ensemble","Ensemble","368"
"Guadeloupe","ACTION SOCIALE (QB)","Hebergement medico-social de personnes agees","Ensemble","Ensemble","s"
"Guadeloupe","ACTION SOCIALE (QB)","Hebergement medico-social de personnes en difficulte","Ensemble","Ensemble","247"
"Guadeloupe","ACTION SOCIALE (QB)","Hebergement medico-social de personnes handicapees","Ensemble","Ensemble","812"
"Guadeloupe","AGRICULTURE SYLVICULTURE ET PECHE (AZ)","NC","Ensemble","Ensemble","s"
"Guadeloupe","ARTS SPECTACLES (RZ1)","NC","Ensemble","Ensemble","s"
"Guadeloupe","AUTRES SECTEURS D ACTIVITE DES ASSOCIATIONS","NC","Ensemble","Ensemble","440"
"Guadeloupe","ENSEIGNEMENT (PZ)","Autres enseignements","Ensemble","Ensemble","77"
"Guadeloupe","ENSEIGNEMENT (PZ)","Enseignement culturel","Ensemble","Ensemble","s"
"Guadeloupe","ENSEIGNEMENT (PZ)","Enseignement primaire/secondaire/supérieur","Ensemble","Ensemble","827"
"Guadeloupe","ENSEIGNEMENT (PZ)","Formation continue d adultes","Ensemble","Ensemble","447"
"Guadeloupe","ENSEIGNEMENT (PZ)","NC","Ensemble","Ensemble","s"
"Guadeloupe","HEBERGEMENT ET RESTAURATION (IZ)","NC","Ensemble","Ensemble","160"
"Guadeloupe","NON-CLASSES (94.99Z)","NC","Ensemble","Ensemble","1409"
"Guadeloupe","SANTE HUMAINE (QA)","NC","Ensemble","Ensemble","537"
"Guadeloupe","SOUTIEN AUX ENTREPRISES (MN)","NC","Ensemble","Ensemble","369"
"Guadeloupe","SPORTS ET LOISIRS (RZ2)","Loisirs","Ensemble","Ensemble","s"
"Guadeloupe","SPORTS ET LOISIRS (RZ2)","Sports","Ensemble","Ensemble","s"
"Guyane","ACTION SOCIALE (QB)","Accueil d adultes handicapes ou pers. agees","Ensemble","Ensemble","s"
"Guyane","ACTION SOCIALE (QB)","Accueil d enfants et d adolescents","Ensemble","Ensemble","s"
"Guyane","ACTION SOCIALE (QB)","Accueil d enfants handicapes","Ensemble","Ensemble","77"
"Guyane","ACTION SOCIALE (QB)","Accueil des jeunes enfants","Ensemble","Ensemble","256"
"Guyane","ACTION SOCIALE (QB)","Action sociale NCA","Ensemble","Ensemble","257"
"Guyane","ACTION SOCIALE (QB)","Aide a domicile","Ensemble","Ensemble","55"
"Guyane","ACTION SOCIALE (QB)","Aide par le travail","Ensemble","Ensemble","155"
"Guyane","ACTION SOCIALE (QB)","Hebergement medico-social de personnes agees","Ensemble","Ensemble","s"
"Guyane","ACTION SOCIALE (QB)","Hebergement medico-social de personnes en difficulte","Ensemble","Ensemble","323"
"Guyane","ACTION SOCIALE (QB)","Hebergement medico-social de personnes handicapees","Ensemble","Ensemble","312"
"Guyane","ARTS SPECTACLES (RZ1)","NC","Ensemble","Ensemble","s"
"Guyane","AUTRES SECTEURS D ACTIVITE DES ASSOCIATIONS","NC","Ensemble","Ensemble","s"
"Guyane","ENSEIGNEMENT (PZ)","Autres enseignements","Ensemble","Ensemble","s"
"Guyane","ENSEIGNEMENT (PZ)","Enseignement culturel","Ensemble","Ensemble","s"
"Guyane","ENSEIGNEMENT (PZ)","Enseignement primaire/secondaire/supérieur","Ensemble","Ensemble","363"
"Guyane","ENSEIGNEMENT (PZ)","Formation continue d adultes","Ensemble","Ensemble","137"
"Guyane","NON-CLASSES (94.99Z)","NC","Ensemble","Ensemble","941"
"Guyane","SANTE HUMAINE (QA)","NC","Ensemble","Ensemble","545"
"Guyane","SOUTIEN AUX ENTREPRISES (MN)","NC","Ensemble","Ensemble","210"
"Guyane","SPORTS ET LOISIRS (RZ2)","Loisirs","Ensemble","Ensemble","s"
"Guyane","SPORTS ET LOISIRS (RZ2)","Sports","Ensemble","Ensemble","s"
"Hauts-de-France","ACTION SOCIALE (QB)","Accueil d adultes handicapes ou pers. agees","Ensemble","Ensemble","943"
"Hauts-de-France","ACTION SOCIALE (QB)","Accueil d enfants et d adolescents","Ensemble","Ensemble","1639"
"Hauts-de-France","ACTION SOCIALE (QB)","Accueil d enfants handicapes","Ensemble","Ensemble","2436"
"Hauts-de-France","ACTION SOCIALE (QB)","Accueil des jeunes enfants","Ensemble","Ensemble","2270"
"Hauts-de-France","ACTION SOCIALE (QB)","Action sociale NCA","Ensemble","Ensemble","15286"
"Hauts-de-France","ACTION SOCIALE (QB)","Aide a domicile","Ensemble","Ensemble","16420"
"Hauts-de-France","ACTION SOCIALE (QB)","Aide par le travail","Ensemble","Ensemble","17009"
"Hauts-de-France","ACTION SOCIALE (QB)","Hebergement medico-social de personnes agees","Ensemble","Ensemble","8038"
"Hauts-de-France","ACTION SOCIALE (QB)","Hebergement medico-social de personnes en difficulte","Ensemble","Ensemble","7873"
"Hauts-de-France","ACTION SOCIALE (QB)","Hebergement medico-social de personnes handicapees","Ensemble","Ensemble","18581"
"Hauts-de-France","AGRICULTURE SYLVICULTURE ET PECHE (AZ)","NC","Ensemble","Ensemble","322"
"Hauts-de-France","ARTS SPECTACLES (RZ1)","NC","Ensemble","Ensemble","2366"
"Hauts-de-France","AUTRES SECTEURS D ACTIVITE DES ASSOCIATIONS","NC","Ensemble","Ensemble","4202"
"Hauts-de-France","ENSEIGNEMENT (PZ)","Autres enseignements","Ensemble","Ensemble","1834"
"Hauts-de-France","ENSEIGNEMENT (PZ)","Enseignement culturel","Ensemble","Ensemble","338"
"Hauts-de-France","ENSEIGNEMENT (PZ)","Enseignement primaire/secondaire/supérieur","Ensemble","Ensemble","27271"
"Hauts-de-France","ENSEIGNEMENT (PZ)","Formation continue d adultes","Ensemble","Ensemble","3321"
"Hauts-de-France","ENSEIGNEMENT (PZ)","NC","Ensemble","Ensemble","50"
"Hauts-de-France","HEBERGEMENT ET RESTAURATION (IZ)","NC","Ensemble","Ensemble","1145"
"Hauts-de-France","NON-CLASSES (94.99Z)","NC","Ensemble","Ensemble","10852"
"Hauts-de-France","SANTE HUMAINE (QA)","NC","Ensemble","Ensemble","9834"
"Hauts-de-France","SOUTIEN AUX ENTREPRISES (MN)","NC","Ensemble","Ensemble","11119"
"Hauts-de-France","SPORTS ET LOISIRS (RZ2)","Loisirs","Ensemble","Ensemble","936"
"Hauts-de-France","SPORTS ET LOISIRS (RZ2)","Sports","Ensemble","Ensemble","3624"
"Ile-de-France","ACTION SOCIALE (QB)","Accueil d adultes handicapes ou pers. agees","Ensemble","Ensemble","1430"
"Ile-de-France","ACTION SOCIALE (QB)","Accueil d enfants et d adolescents","Ensemble","Ensemble","2723"
"Ile-de-France","ACTION SOCIALE (QB)","Accueil d enfants handicapes","Ensemble","Ensemble","5480"
"Ile-de-France","ACTION SOCIALE (QB)","Accueil des jeunes enfants","Ensemble","Ensemble","5469"
"Ile-de-France","ACTION SOCIALE (QB)","Action sociale NCA","Ensemble","Ensemble","24700"
"Ile-de-France","ACTION SOCIALE (QB)","Aide a domicile","Ensemble","Ensemble","8992"
"Ile-de-France","ACTION SOCIALE (QB)","Aide par le travail","Ensemble","Ensemble","18770"
"Ile-de-France","ACTION SOCIALE (QB)","Hebergement medico-social de personnes agees","Ensemble","Ensemble","11226"
"Ile-de-France","ACTION SOCIALE (QB)","Hebergement medico-social de personnes en difficulte","Ensemble","Ensemble","14703"
"Ile-de-France","ACTION SOCIALE (QB)","Hebergement medico-social de personnes handicapees","Ensemble","Ensemble","23313"
"Ile-de-France","AGRICULTURE SYLVICULTURE ET PECHE (AZ)","NC","Ensemble","Ensemble","114"
"Ile-de-France","ARTS SPECTACLES (RZ1)","NC","Ensemble","Ensemble","7060"
"Ile-de-France","AUTRES SECTEURS D ACTIVITE DES ASSOCIATIONS","NC","Ensemble","Ensemble","18678"
"Ile-de-France","ENSEIGNEMENT (PZ)","Autres enseignements","Ensemble","Ensemble","6999"
"Ile-de-France","ENSEIGNEMENT (PZ)","Enseignement culturel","Ensemble","Ensemble","1771"
"Ile-de-France","ENSEIGNEMENT (PZ)","Enseignement primaire/secondaire/supérieur","Ensemble","Ensemble","38021"
"Ile-de-France","ENSEIGNEMENT (PZ)","Formation continue d adultes","Ensemble","Ensemble","7204"
"Ile-de-France","ENSEIGNEMENT (PZ)","NC","Ensemble","Ensemble","199"
"Ile-de-France","HEBERGEMENT ET RESTAURATION (IZ)","NC","Ensemble","Ensemble","3737"
"Ile-de-France","NON-CLASSES (94.99Z)","NC","Ensemble","Ensemble","39001"
"Ile-de-France","SANTE HUMAINE (QA)","NC","Ensemble","Ensemble","31476"
"Ile-de-France","SOUTIEN AUX ENTREPRISES (MN)","NC","Ensemble","Ensemble","13089"
"Ile-de-France","SPORTS ET LOISIRS (RZ2)","Loisirs","Ensemble","Ensemble","3392"
"Ile-de-France","SPORTS ET LOISIRS (RZ2)","Sports","Ensemble","Ensemble","16186"
"La Réunion","ACTION SOCIALE (QB)","Accueil d adultes handicapes ou pers. agees","Ensemble","Ensemble","215"
"La Réunion","ACTION SOCIALE (QB)","Accueil d enfants et d adolescents","Ensemble","Ensemble","226"
"La Réunion","ACTION SOCIALE (QB)","Accueil d enfants handicapes","Ensemble","Ensemble","280"
"La Réunion","ACTION SOCIALE (QB)","Accueil des jeunes enfants","Ensemble","Ensemble","1046"
"La Réunion","ACTION SOCIALE (QB)","Action sociale NCA","Ensemble","Ensemble","1851"
"La Réunion","ACTION SOCIALE (QB)","Aide a domicile","Ensemble","Ensemble","1030"
"La Réunion","ACTION SOCIALE (QB)","Aide par le travail","Ensemble","Ensemble","610"
"La Réunion","ACTION SOCIALE (QB)","Hebergement medico-social de personnes agees","Ensemble","Ensemble","681"
"La Réunion","ACTION SOCIALE (QB)","Hebergement medico-social de personnes en difficulte","Ensemble","Ensemble","662"
"La Réunion","ACTION SOCIALE (QB)","Hebergement medico-social de personnes handicapees","Ensemble","Ensemble","1277"
"La Réunion","AGRICULTURE SYLVICULTURE ET PECHE (AZ)","NC","Ensemble","Ensemble","s"
"La Réunion","ARTS SPECTACLES (RZ1)","NC","Ensemble","Ensemble","267"
"La Réunion","AUTRES SECTEURS D ACTIVITE DES ASSOCIATIONS","NC","Ensemble","Ensemble","800"
"La Réunion","ENSEIGNEMENT (PZ)","Autres enseignements","Ensemble","Ensemble","630"
"La Réunion","ENSEIGNEMENT (PZ)","Enseignement culturel","Ensemble","Ensemble","57"
"La Réunion","ENSEIGNEMENT (PZ)","Enseignement primaire/secondaire/supérieur","Ensemble","Ensemble","1096"
"La Réunion","ENSEIGNEMENT (PZ)","Formation continue d adultes","Ensemble","Ensemble","146"
"La Réunion","HEBERGEMENT ET RESTAURATION (IZ)","NC","Ensemble","Ensemble","s"
"La Réunion","NON-CLASSES (94.99Z)","NC","Ensemble","Ensemble","3679"
"La Réunion","SANTE HUMAINE (QA)","NC","Ensemble","Ensemble","941"
"La Réunion","SOUTIEN AUX ENTREPRISES (MN)","NC","Ensemble","Ensemble","1972"
"La Réunion","SPORTS ET LOISIRS (RZ2)","Loisirs","Ensemble","Ensemble","441"
"La Réunion","SPORTS ET LOISIRS (RZ2)","Sports","Ensemble","Ensemble","635"
"Martinique","ACTION SOCIALE (QB)","Accueil d adultes handicapes ou pers. agees","Ensemble","Ensemble","s"
"Martinique","ACTION SOCIALE (QB)","Accueil d enfants et d adolescents","Ensemble","Ensemble","186"
"Martinique","ACTION SOCIALE (QB)","Accueil d enfants handicapes","Ensemble","Ensemble","s"
"Martinique","ACTION SOCIALE (QB)","Accueil des jeunes enfants","Ensemble","Ensemble","358"
"Martinique","ACTION SOCIALE (QB)","Action sociale NCA","Ensemble","Ensemble","707"
"Martinique","ACTION SOCIALE (QB)","Aide a domicile","Ensemble","Ensemble","837"
"Martinique","ACTION SOCIALE (QB)","Aide par le travail","Ensemble","Ensemble","577"
"Martinique","ACTION SOCIALE (QB)","Hebergement medico-social de personnes agees","Ensemble","Ensemble","222"
"Martinique","ACTION SOCIALE (QB)","Hebergement medico-social de personnes en difficulte","Ensemble","Ensemble","352"
"Martinique","ACTION SOCIALE (QB)","Hebergement medico-social de personnes handicapees","Ensemble","Ensemble","536"
"Martinique","AGRICULTURE SYLVICULTURE ET PECHE (AZ)","NC","Ensemble","Ensemble","s"
"Martinique","ARTS SPECTACLES (RZ1)","NC","Ensemble","Ensemble","251"
"Martinique","AUTRES SECTEURS D ACTIVITE DES ASSOCIATIONS","NC","Ensemble","Ensemble","415"
"Martinique","ENSEIGNEMENT (PZ)","Autres enseignements","Ensemble","Ensemble","96"
"Martinique","ENSEIGNEMENT (PZ)","Enseignement culturel","Ensemble","Ensemble","s"
"Martinique","ENSEIGNEMENT (PZ)","Enseignement primaire/secondaire/supérieur","Ensemble","Ensemble","891"
"Martinique","ENSEIGNEMENT (PZ)","Formation continue d adultes","Ensemble","Ensemble","216"
"Martinique","ENSEIGNEMENT (PZ)","NC","Ensemble","Ensemble","s"
"Martinique","HEBERGEMENT ET RESTAURATION (IZ)","NC","Ensemble","Ensemble","s"
"Martinique","NON-CLASSES (94.99Z)","NC","Ensemble","Ensemble","2450"
"Martinique","SANTE HUMAINE (QA)","NC","Ensemble","Ensemble","402"
"Martinique","SOUTIEN AUX ENTREPRISES (MN)","NC","Ensemble","Ensemble","476"
"Martinique","SPORTS ET LOISIRS (RZ2)","Loisirs","Ensemble","Ensemble","90"
"Martinique","SPORTS ET LOISIRS (RZ2)","Sports","Ensemble","Ensemble","342"
"Normandie","ACTION SOCIALE (QB)","Accueil d adultes handicapes ou pers. agees","Ensemble","Ensemble","341"
"Normandie","ACTION SOCIALE (QB)","Accueil d enfants et d adolescents","Ensemble","Ensemble","790"
"Normandie","ACTION SOCIALE (QB)","Accueil d enfants handicapes","Ensemble","Ensemble","1151"
"Normandie","ACTION SOCIALE (QB)","Accueil des jeunes enfants","Ensemble","Ensemble","1128"
"Normandie","ACTION SOCIALE (QB)","Action sociale NCA","Ensemble","Ensemble","7171"
"Normandie","ACTION SOCIALE (QB)","Aide a domicile","Ensemble","Ensemble","9556"
"Normandie","ACTION SOCIALE (QB)","Aide par le travail","Ensemble","Ensemble","8838"
"Normandie","ACTION SOCIALE (QB)","Hebergement medico-social de personnes agees","Ensemble","Ensemble","3872"
"Normandie","ACTION SOCIALE (QB)","Hebergement medico-social de personnes en difficulte","Ensemble","Ensemble","4238"
"Normandie","ACTION SOCIALE (QB)","Hebergement medico-social de personnes handicapees","Ensemble","Ensemble","10153"
"Normandie","AGRICULTURE SYLVICULTURE ET PECHE (AZ)","NC","Ensemble","Ensemble","288"
"Normandie","ARTS SPECTACLES (RZ1)","NC","Ensemble","Ensemble","1293"
"Normandie","AUTRES SECTEURS D ACTIVITE DES ASSOCIATIONS","NC","Ensemble","Ensemble","4188"
"Normandie","ENSEIGNEMENT (PZ)","Autres enseignements","Ensemble","Ensemble","989"
"Normandie","ENSEIGNEMENT (PZ)","Enseignement culturel","Ensemble","Ensemble","312"
"Normandie","ENSEIGNEMENT (PZ)","Enseignement primaire/secondaire/supérieur","Ensemble","Ensemble","11518"
"Normandie","ENSEIGNEMENT (PZ)","Formation continue d adultes","Ensemble","Ensemble","2055"
"Normandie","ENSEIGNEMENT (PZ)","NC","Ensemble","Ensemble","78"
"Normandie","HEBERGEMENT ET RESTAURATION (IZ)","NC","Ensemble","Ensemble","826"
"Normandie","NON-CLASSES (94.99Z)","NC","Ensemble","Ensemble","7044"
"Normandie","SANTE HUMAINE (QA)","NC","Ensemble","Ensemble","3467"
"Normandie","SOUTIEN AUX ENTREPRISES (MN)","NC","Ensemble","Ensemble","5807"
