"REG","ESS_simp","typo_B","typo_B_det","taille_etab","nb_etab","nb_ent","eff_31","eff_EQTP","rem_brut"
"Auvergne-Rhône-Alpes","Public","Ensemble des secteurs d'activité","Accueil des jeunes enfants","3 - Moyennes entreprises","4","0","s","s","s"
"Auvergne-Rhône-Alpes","Public","Ensemble des secteurs d'activité","Accueil des jeunes enfants","4 - Grandes entreprises","1","0","s","s","s"
"Auvergne-Rhône-Alpes","Public","Ensemble des secteurs d'activité","Aide a domicile","1 - Micro entreprise","15","4","s","s","s"
"Auvergne-Rhône-Alpes","Public","Ensemble des secteurs d'activité","Aide a domicile","2 - Petites entreprises","34","10","827","647","14550177"
"Auvergne-Rhône-Alpes","Public","Ensemble des secteurs d'activité","Aide a domicile","3 - Moyennes entreprises","9","2","s","s","s"
"Auvergne-Rhône-Alpes","Public","Ensemble des secteurs d'activité","Aide par le travail","2 - Petites entreprises","2","0","s","s","s"
"Auvergne-Rhône-Alpes","Public","Ensemble des secteurs d'activité","Aide par le travail","3 - Moyennes entreprises","4","3","s","s","s"
"Auvergne-Rhône-Alpes","Public","Ensemble des secteurs d'activité","Autres actions sociales","1 - Micro entreprise","201","151","655","586","15958275"
"Auvergne-Rhône-Alpes","Public","Ensemble des secteurs d'activité","Autres actions sociales","2 - Petites entreprises","132","85","s","s","s"
"Auvergne-Rhône-Alpes","Public","Ensemble des secteurs d'activité","Autres actions sociales","3 - Moyennes entreprises","32","26","s","s","s"
"Auvergne-Rhône-Alpes","Public","Ensemble des secteurs d'activité","Autres actions sociales","4 - Grandes entreprises","9","6","s","s","s"
"Auvergne-Rhône-Alpes","Public","Ensemble des secteurs d'activité","Autres enseignements","1 - Micro entreprise","10","2","s","s","s"
"Auvergne-Rhône-Alpes","Public","Ensemble des secteurs d'activité","Autres enseignements","2 - Petites entreprises","5","4","s","s","s"
"Auvergne-Rhône-Alpes","Public","Ensemble des secteurs d'activité","Autres enseignements","3 - Moyennes entreprises","6","3","s","s","s"
"Auvergne-Rhône-Alpes","Public","Ensemble des secteurs d'activité","Autres enseignements","4 - Grandes entreprises","1","1","s","s","s"
"Auvergne-Rhône-Alpes","Public","Ensemble des secteurs d'activité","Enseignement primaire/secondaire/supérieur","1 - Micro entreprise","4153","57","18880","17813","608716882"
"Auvergne-Rhône-Alpes","Public","Ensemble des secteurs d'activité","Enseignement primaire/secondaire/supérieur","2 - Petites entreprises","1699","292","31349","28909","986588524"
"Auvergne-Rhône-Alpes","Public","Ensemble des secteurs d'activité","Enseignement primaire/secondaire/supérieur","3 - Moyennes entreprises","706","649","61993","57756","2130476206"
"Auvergne-Rhône-Alpes","Public","Ensemble des secteurs d'activité","Enseignement primaire/secondaire/supérieur","4 - Grandes entreprises","33","24","26310","24726","860135462"
"Auvergne-Rhône-Alpes","Public","Ensemble des secteurs d'activité","Formation d adulte","1 - Micro entreprise","20","1","s","s","s"
"Auvergne-Rhône-Alpes","Public","Ensemble des secteurs d'activité","Formation d adulte","2 - Petites entreprises","40","0","s","s","s"
"Auvergne-Rhône-Alpes","Public","Ensemble des secteurs d'activité","Formation d adulte","3 - Moyennes entreprises","18","2","s","s","s"
"Auvergne-Rhône-Alpes","Public","Ensemble des secteurs d'activité","Formation d adulte","4 - Grandes entreprises","2","0","s","s","s"
"Auvergne-Rhône-Alpes","Public","Ensemble des secteurs d'activité","Hebergement medico-social et social","1 - Micro entreprise","53","18","s","s","s"
"Auvergne-Rhône-Alpes","Public","Ensemble des secteurs d'activité","Hebergement medico-social et social","2 - Petites entreprises","156","69","4600","4135","111295595"
"Auvergne-Rhône-Alpes","Public","Ensemble des secteurs d'activité","Hebergement medico-social et social","3 - Moyennes entreprises","280","194","23471","21358","595318669"
"Auvergne-Rhône-Alpes","Public","Ensemble des secteurs d'activité","Hebergement medico-social et social","4 - Grandes entreprises","6","5","s","s","s"
"Bourgogne-Franche-Comté","ESS","Ensemble des secteurs d'activité","Accueil des jeunes enfants","1 - Micro entreprise","86","56","s","s","s"
"Bourgogne-Franche-Comté","ESS","Ensemble des secteurs d'activité","Accueil des jeunes enfants","2 - Petites entreprises","30","15","s","s","s"
"Bourgogne-Franche-Comté","ESS","Ensemble des secteurs d'activité","Accueil des jeunes enfants","3 - Moyennes entreprises","1","1","s","s","s"
"Bourgogne-Franche-Comté","ESS","Ensemble des secteurs d'activité","Aide a domicile","1 - Micro entreprise","72","57","s","s","s"
"Bourgogne-Franche-Comté","ESS","Ensemble des secteurs d'activité","Aide a domicile","2 - Petites entreprises","241","203","4866","3371","77543047"
"Bourgogne-Franche-Comté","ESS","Ensemble des secteurs d'activité","Aide a domicile","3 - Moyennes entreprises","23","17","2266","s","s"
"Bourgogne-Franche-Comté","ESS","Ensemble des secteurs d'activité","Aide a domicile","4 - Grandes entreprises","4","1","s","s","s"
"Bourgogne-Franche-Comté","ESS","Ensemble des secteurs d'activité","Aide par le travail","1 - Micro entreprise","8","3","s","s","s"
"Bourgogne-Franche-Comté","ESS","Ensemble des secteurs d'activité","Aide par le travail","2 - Petites entreprises","25","5","s","s","s"
"Bourgogne-Franche-Comté","ESS","Ensemble des secteurs d'activité","Aide par le travail","3 - Moyennes entreprises","50","5","5261","4528","75570875"
"Bourgogne-Franche-Comté","ESS","Ensemble des secteurs d'activité","Aide par le travail","4 - Grandes entreprises","7","0","s","s","s"
"Bourgogne-Franche-Comté","ESS","Ensemble des secteurs d'activité","Autres actions sociales","1 - Micro entreprise","366","176","s","1178","33721200"
"Bourgogne-Franche-Comté","ESS","Ensemble des secteurs d'activité","Autres actions sociales","2 - Petites entreprises","209","95","4517","3541","100060383"
"Bourgogne-Franche-Comté","ESS","Ensemble des secteurs d'activité","Autres actions sociales","3 - Moyennes entreprises","28","17","s","1592","39505483"
"Bourgogne-Franche-Comté","ESS","Ensemble des secteurs d'activité","Autres enseignements","1 - Micro entreprise","181","169","s","s","s"
"Bourgogne-Franche-Comté","ESS","Ensemble des secteurs d'activité","Autres enseignements","2 - Petites entreprises","23","20","392","292","8882964"
"Bourgogne-Franche-Comté","ESS","Ensemble des secteurs d'activité","Autres enseignements","3 - Moyennes entreprises","5","4","s","s","s"
"Bourgogne-Franche-Comté","ESS","Ensemble des secteurs d'activité","Enseignement primaire/secondaire/supérieur","1 - Micro entreprise","95","57","s","s","12189581"
"Bourgogne-Franche-Comté","ESS","Ensemble des secteurs d'activité","Enseignement primaire/secondaire/supérieur","2 - Petites entreprises","165","105","3965","3473","s"
"Bourgogne-Franche-Comté","ESS","Ensemble des secteurs d'activité","Enseignement primaire/secondaire/supérieur","3 - Moyennes entreprises","33","26","s","s","s"
"Bourgogne-Franche-Comté","ESS","Ensemble des secteurs d'activité","Formation d adulte","1 - Micro entreprise","108","67","s","s","s"
"Bourgogne-Franche-Comté","ESS","Ensemble des secteurs d'activité","Formation d adulte","2 - Petites entreprises","26","11","s","s","s"
"Bourgogne-Franche-Comté","ESS","Ensemble des secteurs d'activité","Formation d adulte","3 - Moyennes entreprises","2","2","s","s","s"
"Bourgogne-Franche-Comté","ESS","Ensemble des secteurs d'activité","Hebergement medico-social et social","1 - Micro entreprise","127","38","519","527","15094714"
"Bourgogne-Franche-Comté","ESS","Ensemble des secteurs d'activité","Hebergement medico-social et social","2 - Petites entreprises","296","74","8163","6970","195311368"
"Bourgogne-Franche-Comté","ESS","Ensemble des secteurs d'activité","Hebergement medico-social et social","3 - Moyennes entreprises","143","42","10948","9300","262624646"
"Bourgogne-Franche-Comté","Privé Hors ESS","Ensemble des secteurs d'activité","Accueil des jeunes enfants","1 - Micro entreprise","99","72","426","337","s"
"Bourgogne-Franche-Comté","Privé Hors ESS","Ensemble des secteurs d'activité","Accueil des jeunes enfants","2 - Petites entreprises","21","12","s","s","s"
"Bourgogne-Franche-Comté","Privé Hors ESS","Ensemble des secteurs d'activité","Aide a domicile","1 - Micro entreprise","57","47","201","167","3336275"
"Bourgogne-Franche-Comté","Privé Hors ESS","Ensemble des secteurs d'activité","Aide a domicile","2 - Petites entreprises","58","48","s","s","s"
"Bourgogne-Franche-Comté","Privé Hors ESS","Ensemble des secteurs d'activité","Aide a domicile","3 - Moyennes entreprises","9","8","s","s","s"
"Bourgogne-Franche-Comté","Privé Hors ESS","Ensemble des secteurs d'activité","Aide par le travail","1 - Micro entreprise","1","0","s","s","s"
"Bourgogne-Franche-Comté","Privé Hors ESS","Ensemble des secteurs d'activité","Aide par le travail","2 - Petites entreprises","1","1","s","s","s"
"Bourgogne-Franche-Comté","Privé Hors ESS","Ensemble des secteurs d'activité","Aide par le travail","3 - Moyennes entreprises","3","0","s","s","s"
"Bourgogne-Franche-Comté","Privé Hors ESS","Ensemble des secteurs d'activité","Autres actions sociales","1 - Micro entreprise","28","9","s","s","s"
"Bourgogne-Franche-Comté","Privé Hors ESS","Ensemble des secteurs d'activité","Autres actions sociales","2 - Petites entreprises","10","5","s","s","5793742"
"Bourgogne-Franche-Comté","Privé Hors ESS","Ensemble des secteurs d'activité","Autres actions sociales","3 - Moyennes entreprises","2","1","s","s","s"
"Bourgogne-Franche-Comté","Privé Hors ESS","Ensemble des secteurs d'activité","Autres enseignements","1 - Micro entreprise","148","139","s","s","s"
"Bourgogne-Franche-Comté","Privé Hors ESS","Ensemble des secteurs d'activité","Autres enseignements","2 - Petites entreprises","5","3","s","s","s"
"Bourgogne-Franche-Comté","Privé Hors ESS","Ensemble des secteurs d'activité","Enseignement primaire/secondaire/supérieur","1 - Micro entreprise","18","15","s","s","s"
"Bourgogne-Franche-Comté","Privé Hors ESS","Ensemble des secteurs d'activité","Enseignement primaire/secondaire/supérieur","2 - Petites entreprises","7","4","107","75","s"
"Bourgogne-Franche-Comté","Privé Hors ESS","Ensemble des secteurs d'activité","Enseignement primaire/secondaire/supérieur","3 - Moyennes entreprises","1","1","s","s","s"
"Bourgogne-Franche-Comté","Privé Hors ESS","Ensemble des secteurs d'activité","Formation d adulte","1 - Micro entreprise","500","405","1202","1094","28094851"
"Bourgogne-Franche-Comté","Privé Hors ESS","Ensemble des secteurs d'activité","Formation d adulte","2 - Petites entreprises","29","17","s","s","s"
"Bourgogne-Franche-Comté","Privé Hors ESS","Ensemble des secteurs d'activité","Formation d adulte","3 - Moyennes entreprises","1","1","s","s","s"
"Bourgogne-Franche-Comté","Privé Hors ESS","Ensemble des secteurs d'activité","Hebergement medico-social et social","1 - Micro entreprise","32","27","s","s","s"
"Bourgogne-Franche-Comté","Privé Hors ESS","Ensemble des secteurs d'activité","Hebergement medico-social et social","2 - Petites entreprises","53","36","s","s","s"
"Bourgogne-Franche-Comté","Privé Hors ESS","Ensemble des secteurs d'activité","Hebergement medico-social et social","3 - Moyennes entreprises","41","27","2427","2077","57892660"
"Bourgogne-Franche-Comté","Public","Ensemble des secteurs d'activité","Accueil des jeunes enfants","1 - Micro entreprise","5","2","s","s","s"
"Bourgogne-Franche-Comté","Public","Ensemble des secteurs d'activité","Accueil des jeunes enfants","2 - Petites entreprises","14","2","s","s","s"
"Bourgogne-Franche-Comté","Public","Ensemble des secteurs d'activité","Aide a domicile","1 - Micro entreprise","2","0","s","s","s"
"Bourgogne-Franche-Comté","Public","Ensemble des secteurs d'activité","Aide a domicile","2 - Petites entreprises","4","1","s","s","s"
"Bourgogne-Franche-Comté","Public","Ensemble des secteurs d'activité","Aide par le travail","2 - Petites entreprises","4","0","s","s","s"
"Bourgogne-Franche-Comté","Public","Ensemble des secteurs d'activité","Aide par le travail","3 - Moyennes entreprises","8","3","s","s","s"
"Bourgogne-Franche-Comté","Public","Ensemble des secteurs d'activité","Autres actions sociales","1 - Micro entreprise","97","74","s","s","s"
"Bourgogne-Franche-Comté","Public","Ensemble des secteurs d'activité","Autres actions sociales","2 - Petites entreprises","40","25","s","s","22096376"
"Bourgogne-Franche-Comté","Public","Ensemble des secteurs d'activité","Autres actions sociales","3 - Moyennes entreprises","14","12","s","s","s"
"Bourgogne-Franche-Comté","Public","Ensemble des secteurs d'activité","Autres actions sociales","4 - Grandes entreprises","2","1","s","s","s"
"Bourgogne-Franche-Comté","Public","Ensemble des secteurs d'activité","Autres enseignements","1 - Micro entreprise","5","2","s","s","s"
"Bourgogne-Franche-Comté","Public","Ensemble des secteurs d'activité","Autres enseignements","2 - Petites entreprises","6","3","s","s","s"
"Bourgogne-Franche-Comté","Public","Ensemble des secteurs d'activité","Autres enseignements","3 - Moyennes entreprises","2","1","s","s","s"
"Bourgogne-Franche-Comté","Public","Ensemble des secteurs d'activité","Enseignement primaire/secondaire/supérieur","1 - Micro entreprise","2498","53","s","s","s"
"Bourgogne-Franche-Comté","Public","Ensemble des secteurs d'activité","Enseignement primaire/secondaire/supérieur","2 - Petites entreprises","576","193","12090","11334","395491002"
"Bourgogne-Franche-Comté","Public","Ensemble des secteurs d'activité","Enseignement primaire/secondaire/supérieur","3 - Moyennes entreprises","233","203","20951","19898","736689217"
"Bourgogne-Franche-Comté","Public","Ensemble des secteurs d'activité","Enseignement primaire/secondaire/supérieur","4 - Grandes entreprises","18","12","s","s","s"
"Bourgogne-Franche-Comté","Public","Ensemble des secteurs d'activité","Formation d adulte","1 - Micro entreprise","15","0","s","s","s"
"Bourgogne-Franche-Comté","Public","Ensemble des secteurs d'activité","Formation d adulte","2 - Petites entreprises","33","5","s","s","s"
"Bourgogne-Franche-Comté","Public","Ensemble des secteurs d'activité","Formation d adulte","3 - Moyennes entreprises","8","0","s","s","s"
"Bourgogne-Franche-Comté","Public","Ensemble des secteurs d'activité","Formation d adulte","4 - Grandes entreprises","1","0","s","s","s"
"Bourgogne-Franche-Comté","Public","Ensemble des secteurs d'activité","Hebergement medico-social et social","1 - Micro entreprise","27","10","s","s","s"
"Bourgogne-Franche-Comté","Public","Ensemble des secteurs d'activité","Hebergement medico-social et social","2 - Petites entreprises","96","28","s","s","s"
"Bourgogne-Franche-Comté","Public","Ensemble des secteurs d'activité","Hebergement medico-social et social","3 - Moyennes entreprises","116","63","9587","8849","245901098"
"Bourgogne-Franche-Comté","Public","Ensemble des secteurs d'activité","Hebergement medico-social et social","4 - Grandes entreprises","4","4","s","s","s"
"Bretagne","ESS","Ensemble des secteurs d'activité","Accueil des jeunes enfants","1 - Micro entreprise","85","72","s","s","s"
"Bretagne","ESS","Ensemble des secteurs d'activité","Accueil des jeunes enfants","2 - Petites entreprises","52","31","810","681","s"
"Bretagne","ESS","Ensemble des secteurs d'activité","Accueil des jeunes enfants","3 - Moyennes entreprises","2","2","s","s","s"
"Bretagne","ESS","Ensemble des secteurs d'activité","Aide a domicile","1 - Micro entreprise","66","54","s","s","s"
"Bretagne","ESS","Ensemble des secteurs d'activité","Aide a domicile","2 - Petites entreprises","156","114","4361","3122","70611389"
"Bretagne","ESS","Ensemble des secteurs d'activité","Aide a domicile","3 - Moyennes entreprises","51","41","4409","3248","77729549"
"Bretagne","ESS","Ensemble des secteurs d'activité","Aide a domicile","4 - Grandes entreprises","2","2","s","s","s"
"Bretagne","ESS","Ensemble des secteurs d'activité","Aide par le travail","1 - Micro entreprise","16","5","s","s","s"
"Bretagne","ESS","Ensemble des secteurs d'activité","Aide par le travail","2 - Petites entreprises","41","8","1222","1011","s"
"Bretagne","ESS","Ensemble des secteurs d'activité","Aide par le travail","3 - Moyennes entreprises","64","10","s","s","s"
"Bretagne","ESS","Ensemble des secteurs d'activité","Aide par le travail","4 - Grandes entreprises","1","1","s","s","s"
"Bretagne","ESS","Ensemble des secteurs d'activité","Autres actions sociales","1 - Micro entreprise","210","109","s","s","s"
"Bretagne","ESS","Ensemble des secteurs d'activité","Autres actions sociales","2 - Petites entreprises","176","71","3830","3103","92553410"
"Bretagne","ESS","Ensemble des secteurs d'activité","Autres actions sociales","3 - Moyennes entreprises","28","12","s","s","s"
"Bretagne","ESS","Ensemble des secteurs d'activité","Autres actions sociales","4 - Grandes entreprises","1","1","s","s","s"
"Bretagne","ESS","Ensemble des secteurs d'activité","Autres enseignements","1 - Micro entreprise","413","377","579","398","s"
"Bretagne","ESS","Ensemble des secteurs d'activité","Autres enseignements","2 - Petites entreprises","32","28","s","s","s"
"Bretagne","ESS","Ensemble des secteurs d'activité","Autres enseignements","3 - Moyennes entreprises","5","4","s","s","s"
"Bretagne","ESS","Ensemble des secteurs d'activité","Enseignement primaire/secondaire/supérieur","1 - Micro entreprise","573","485","s","s","s"
"Bretagne","ESS","Ensemble des secteurs d'activité","Enseignement primaire/secondaire/supérieur","2 - Petites entreprises","536","439","11242","10096","s"
"Bretagne","ESS","Ensemble des secteurs d'activité","Enseignement primaire/secondaire/supérieur","3 - Moyennes entreprises","112","87","10323","9495","335157143"
"Bretagne","ESS","Ensemble des secteurs d'activité","Enseignement primaire/secondaire/supérieur","4 - Grandes entreprises","2","2","s","s","s"
"Bretagne","ESS","Ensemble des secteurs d'activité","Formation d adulte","1 - Micro entreprise","138","91","s","s","s"
"Bretagne","ESS","Ensemble des secteurs d'activité","Formation d adulte","2 - Petites entreprises","62","26","s","s","33770015"
"Bretagne","ESS","Ensemble des secteurs d'activité","Formation d adulte","3 - Moyennes entreprises","3","0","s","s","s"
"Bretagne","ESS","Ensemble des secteurs d'activité","Hebergement medico-social et social","1 - Micro entreprise","101","33","s","s","s"
"Bretagne","ESS","Ensemble des secteurs d'activité","Hebergement medico-social et social","2 - Petites entreprises","238","51","6767","5759","161171810"
"Bretagne","ESS","Ensemble des secteurs d'activité","Hebergement medico-social et social","3 - Moyennes entreprises","185","64","13802","11715","322191882"
"Bretagne","ESS","Ensemble des secteurs d'activité","Hebergement medico-social et social","4 - Grandes entreprises","1","0","s","s","s"
"Bretagne","Privé Hors ESS","Ensemble des secteurs d'activité","Accueil des jeunes enfants","1 - Micro entreprise","89","51","s","s","s"
"Bretagne","Privé Hors ESS","Ensemble des secteurs d'activité","Accueil des jeunes enfants","2 - Petites entreprises","32","15","s","s","s"
"Bretagne","Privé Hors ESS","Ensemble des secteurs d'activité","Accueil des jeunes enfants","3 - Moyennes entreprises","1","1","s","s","s"
"Bretagne","Privé Hors ESS","Ensemble des secteurs d'activité","Aide a domicile","1 - Micro entreprise","73","60","s","s","s"
"Bretagne","Privé Hors ESS","Ensemble des secteurs d'activité","Aide a domicile","2 - Petites entreprises","77","59","1795","1176","24048318"
"Bretagne","Privé Hors ESS","Ensemble des secteurs d'activité","Aide a domicile","3 - Moyennes entreprises","17","12","s","s","s"
"Bretagne","Privé Hors ESS","Ensemble des secteurs d'activité","Aide par le travail","1 - Micro entreprise","1","1","s","s","s"
"Bretagne","Privé Hors ESS","Ensemble des secteurs d'activité","Aide par le travail","2 - Petites entreprises","2","2","s","s","s"
"Bretagne","Privé Hors ESS","Ensemble des secteurs d'activité","Autres actions sociales","1 - Micro entreprise","13","10","28","21","586944"
"Bretagne","Privé Hors ESS","Ensemble des secteurs d'activité","Autres actions sociales","2 - Petites entreprises","1","0","s","s","s"
"Bretagne","Privé Hors ESS","Ensemble des secteurs d'activité","Autres actions sociales","3 - Moyennes entreprises","1","1","s","s","s"
"Bretagne","Privé Hors ESS","Ensemble des secteurs d'activité","Autres enseignements","1 - Micro entreprise","249","222","s","s","10005659"
"Bretagne","Privé Hors ESS","Ensemble des secteurs d'activité","Autres enseignements","2 - Petites entreprises","14","13","s","s","s"
"Bretagne","Privé Hors ESS","Ensemble des secteurs d'activité","Autres enseignements","3 - Moyennes entreprises","2","1","s","s","s"
"Bretagne","Privé Hors ESS","Ensemble des secteurs d'activité","Enseignement primaire/secondaire/supérieur","1 - Micro entreprise","16","9","45","38","s"
"Bretagne","Privé Hors ESS","Ensemble des secteurs d'activité","Enseignement primaire/secondaire/supérieur","2 - Petites entreprises","16","12","375","235","s"
"Bretagne","Privé Hors ESS","Ensemble des secteurs d'activité","Formation d adulte","1 - Micro entreprise","662","530","1638","1497","39666887"
"Bretagne","Privé Hors ESS","Ensemble des secteurs d'activité","Formation d adulte","2 - Petites entreprises","54","34","s","s","s"
"Bretagne","Privé Hors ESS","Ensemble des secteurs d'activité","Formation d adulte","3 - Moyennes entreprises","1","1","s","s","s"
"Bretagne","Privé Hors ESS","Ensemble des secteurs d'activité","Hebergement medico-social et social","1 - Micro entreprise","12","8","s","s","s"
"Bretagne","Privé Hors ESS","Ensemble des secteurs d'activité","Hebergement medico-social et social","2 - Petites entreprises","19","12","585","516","13576089"
"Bretagne","Privé Hors ESS","Ensemble des secteurs d'activité","Hebergement medico-social et social","3 - Moyennes entreprises","18","10","1191","1029","28032651"
"Bretagne","Privé Hors ESS","Ensemble des secteurs d'activité","Hebergement medico-social et social","4 - Grandes entreprises","2","0","s","s","s"
"Bretagne","Public","Ensemble des secteurs d'activité","Accueil des jeunes enfants","1 - Micro entreprise","4","2","s","s","s"
"Bretagne","Public","Ensemble des secteurs d'activité","Accueil des jeunes enfants","2 - Petites entreprises","13","0","s","s","s"
"Bretagne","Public","Ensemble des secteurs d'activité","Aide a domicile","1 - Micro entreprise","17","12","s","s","s"
"Bretagne","Public","Ensemble des secteurs d'activité","Aide a domicile","2 - Petites entreprises","41","6","885","697","15666732"
"Bretagne","Public","Ensemble des secteurs d'activité","Aide a domicile","3 - Moyennes entreprises","8","3","s","s","s"
"Bretagne","Public","Ensemble des secteurs d'activité","Aide par le travail","1 - Micro entreprise","1","0","s","s","s"
"Bretagne","Public","Ensemble des secteurs d'activité","Aide par le travail","2 - Petites entreprises","1","0","s","s","s"
"Bretagne","Public","Ensemble des secteurs d'activité","Aide par le travail","3 - Moyennes entreprises","7","3","s","s","s"
"Bretagne","Public","Ensemble des secteurs d'activité","Autres actions sociales","1 - Micro entreprise","190","157","s","s","s"
"Bretagne","Public","Ensemble des secteurs d'activité","Autres actions sociales","2 - Petites entreprises","79","51","s","s","s"
"Bretagne","Public","Ensemble des secteurs d'activité","Autres actions sociales","3 - Moyennes entreprises","23","20","2284","2060","55643137"
"Bretagne","Public","Ensemble des secteurs d'activité","Autres actions sociales","4 - Grandes entreprises","7","3","s","s","s"
"Bretagne","Public","Ensemble des secteurs d'activité","Autres enseignements","1 - Micro entreprise","6","2","s","s","s"
"Bretagne","Public","Ensemble des secteurs d'activité","Autres enseignements","2 - Petites entreprises","13","8","s","s","s"
"Bretagne","Public","Ensemble des secteurs d'activité","Autres enseignements","3 - Moyennes entreprises","1","1","s","s","s"
"Bretagne","Public","Ensemble des secteurs d'activité","Autres enseignements","4 - Grandes entreprises","1","0","s","s","s"
"Bretagne","Public","Ensemble des secteurs d'activité","Enseignement primaire/secondaire/supérieur","1 - Micro entreprise","1122","51","s","s","s"
"Bretagne","Public","Ensemble des secteurs d'activité","Enseignement primaire/secondaire/supérieur","2 - Petites entreprises","574","162","11463","10746","373627857"
"Bretagne","Public","Ensemble des secteurs d'activité","Enseignement primaire/secondaire/supérieur","3 - Moyennes entreprises","217","180","19687","18293","688639738"
"Bretagne","Public","Ensemble des secteurs d'activité","Enseignement primaire/secondaire/supérieur","4 - Grandes entreprises","20","11","s","s","s"
"Bretagne","Public","Ensemble des secteurs d'activité","Formation d adulte","1 - Micro entreprise","9","1","s","s","s"
"Bretagne","Public","Ensemble des secteurs d'activité","Formation d adulte","2 - Petites entreprises","16","1","s","s","s"
"Bretagne","Public","Ensemble des secteurs d'activité","Formation d adulte","3 - Moyennes entreprises","13","1","s","s","s"
"Bretagne","Public","Ensemble des secteurs d'activité","Hebergement medico-social et social","1 - Micro entreprise","23","8","s","s","s"
"Bretagne","Public","Ensemble des secteurs d'activité","Hebergement medico-social et social","2 - Petites entreprises","136","56","4042","3589","92550764"
"Bretagne","Public","Ensemble des secteurs d'activité","Hebergement medico-social et social","3 - Moyennes entreprises","158","96","13515","12237","332772631"
"Bretagne","Public","Ensemble des secteurs d'activité","Hebergement medico-social et social","4 - Grandes entreprises","1","0","s","s","s"
"Centre-Val de Loire","ESS","Ensemble des secteurs d'activité","Accueil des jeunes enfants","1 - Micro entreprise","84","61","351","319","7094377"
"Centre-Val de Loire","ESS","Ensemble des secteurs d'activité","Accueil des jeunes enfants","2 - Petites entreprises","13","10","s","s","s"
"Centre-Val de Loire","ESS","Ensemble des secteurs d'activité","Accueil des jeunes enfants","3 - Moyennes entreprises","1","0","s","s","s"
"Centre-Val de Loire","ESS","Ensemble des secteurs d'activité","Aide a domicile","1 - Micro entreprise","55","47","s","s","s"
"Centre-Val de Loire","ESS","Ensemble des secteurs d'activité","Aide a domicile","2 - Petites entreprises","151","132","3573","2498","55419384"
"Centre-Val de Loire","ESS","Ensemble des secteurs d'activité","Aide a domicile","3 - Moyennes entreprises","18","18","s","s","s"
"Centre-Val de Loire","ESS","Ensemble des secteurs d'activité","Aide a domicile","4 - Grandes entreprises","4","3","2030","1599","38020886"
"Centre-Val de Loire","ESS","Ensemble des secteurs d'activité","Aide par le travail","1 - Micro entreprise","21","3","s","s","s"
"Centre-Val de Loire","ESS","Ensemble des secteurs d'activité","Aide par le travail","2 - Petites entreprises","32","6","s","s","s"
"Centre-Val de Loire","ESS","Ensemble des secteurs d'activité","Aide par le travail","3 - Moyennes entreprises","66","8","s","s","s"
"Centre-Val de Loire","ESS","Ensemble des secteurs d'activité","Aide par le travail","4 - Grandes entreprises","1","0","s","s","s"
"Centre-Val de Loire","ESS","Ensemble des secteurs d'activité","Autres actions sociales","1 - Micro entreprise","254","126","878","808","23255026"
"Centre-Val de Loire","ESS","Ensemble des secteurs d'activité","Autres actions sociales","2 - Petites entreprises","143","64","3243","2613","73781467"
"Centre-Val de Loire","ESS","Ensemble des secteurs d'activité","Autres actions sociales","3 - Moyennes entreprises","36","23","3239","2600","60408581"
"Centre-Val de Loire","ESS","Ensemble des secteurs d'activité","Autres enseignements","1 - Micro entreprise","279","259","s","s","s"
"Centre-Val de Loire","ESS","Ensemble des secteurs d'activité","Autres enseignements","2 - Petites entreprises","24","15","497","316","9490254"
"Centre-Val de Loire","ESS","Ensemble des secteurs d'activité","Autres enseignements","3 - Moyennes entreprises","2","2","s","s","s"
"Centre-Val de Loire","ESS","Ensemble des secteurs d'activité","Enseignement primaire/secondaire/supérieur","1 - Micro entreprise","101","75","s","s","s"
"Centre-Val de Loire","ESS","Ensemble des secteurs d'activité","Enseignement primaire/secondaire/supérieur","2 - Petites entreprises","153","88","s","s","s"
"Centre-Val de Loire","ESS","Ensemble des secteurs d'activité","Enseignement primaire/secondaire/supérieur","3 - Moyennes entreprises","33","24","s","s","s"
"Centre-Val de Loire","ESS","Ensemble des secteurs d'activité","Enseignement primaire/secondaire/supérieur","4 - Grandes entreprises","1","1","s","s","s"
"Centre-Val de Loire","ESS","Ensemble des secteurs d'activité","Formation d adulte","1 - Micro entreprise","85","58","s","s","s"
"Centre-Val de Loire","ESS","Ensemble des secteurs d'activité","Formation d adulte","2 - Petites entreprises","33","18","657","567","18348233"
"Centre-Val de Loire","ESS","Ensemble des secteurs d'activité","Formation d adulte","3 - Moyennes entreprises","1","1","s","s","s"
"Centre-Val de Loire","ESS","Ensemble des secteurs d'activité","Hebergement medico-social et social","1 - Micro entreprise","141","50","s","s","s"
"Centre-Val de Loire","ESS","Ensemble des secteurs d'activité","Hebergement medico-social et social","2 - Petites entreprises","207","49","5830","5090","144469121"
"Centre-Val de Loire","ESS","Ensemble des secteurs d'activité","Hebergement medico-social et social","3 - Moyennes entreprises","101","36","7391","6493","179779225"
"Centre-Val de Loire","ESS","Ensemble des secteurs d'activité","Hebergement medico-social et social","4 - Grandes entreprises","2","1","s","s","s"
"Centre-Val de Loire","Privé Hors ESS","Ensemble des secteurs d'activité","Accueil des jeunes enfants","1 - Micro entreprise","71","37","s","s","s"
"Centre-Val de Loire","Privé Hors ESS","Ensemble des secteurs d'activité","Accueil des jeunes enfants","2 - Petites entreprises","30","10","s","s","s"
