"REG","ESS","famille","typo_B","typo_B_det","nb_etab","nb_ent","eff_31","eff_EQTP","rem_brut"
"Centre-Val de Loire","ESS + Hors ESS","Public","ACTION SOCIALE (QB)","Hebergement medico-social et social","145","105","9775","9105","241572486"
"Centre-Val de Loire","ESS + Hors ESS","Public","ENSEIGNEMENT (PZ)","Autres enseignements","3","1","s","s","s"
"Centre-Val de Loire","ESS + Hors ESS","Public","ENSEIGNEMENT (PZ)","Enseignement primaire/secondaire/supérieur","2437","408","s","s","s"
"Centre-Val de Loire","ESS + Hors ESS","Public","ENSEIGNEMENT (PZ)","Formation d adulte","38","2","s","s","s"
"Corse","ESS + Hors ESS","1. Coopérative","ACTION SOCIALE (QB)","Autres actions sociales","1","1","s","s","s"
"Corse","ESS + Hors ESS","1. Coopérative","ENSEIGNEMENT (PZ)","Formation d adulte","2","2","s","s","s"
"Corse","ESS + Hors ESS","2. Mutuelle","ACTION SOCIALE (QB)","Accueil des jeunes enfants","3","0","s","s","s"
"Corse","ESS + Hors ESS","2. Mutuelle","ACTION SOCIALE (QB)","Hebergement medico-social et social","6","0","s","s","s"
"Corse","ESS + Hors ESS","3. Association","ACTION SOCIALE (QB)","Accueil des jeunes enfants","18","17","s","s","s"
"Corse","ESS + Hors ESS","3. Association","ACTION SOCIALE (QB)","Aide a domicile","84","56","s","s","s"
"Corse","ESS + Hors ESS","3. Association","ACTION SOCIALE (QB)","Aide par le travail","6","1","s","s","s"
"Corse","ESS + Hors ESS","3. Association","ACTION SOCIALE (QB)","Autres actions sociales","72","29","s","s","s"
"Corse","ESS + Hors ESS","3. Association","ACTION SOCIALE (QB)","Hebergement medico-social et social","36","19","s","s","30417050"
"Corse","ESS + Hors ESS","3. Association","ENSEIGNEMENT (PZ)","Autres enseignements","36","34","s","s","s"
"Corse","ESS + Hors ESS","3. Association","ENSEIGNEMENT (PZ)","Enseignement primaire/secondaire/supérieur","12","10","s","278","9523272"
"Corse","ESS + Hors ESS","3. Association","ENSEIGNEMENT (PZ)","Formation d adulte","21","15","s","s","s"
"Corse","ESS + Hors ESS","Privé Hors ESS","ACTION SOCIALE (QB)","Accueil des jeunes enfants","14","11","145","126","2948729"
"Corse","ESS + Hors ESS","Privé Hors ESS","ACTION SOCIALE (QB)","Aide a domicile","7","6","s","s","s"
"Corse","ESS + Hors ESS","Privé Hors ESS","ACTION SOCIALE (QB)","Aide par le travail","1","1","s","s","s"
"Corse","ESS + Hors ESS","Privé Hors ESS","ACTION SOCIALE (QB)","Autres actions sociales","2","1","s","s","s"
"Corse","ESS + Hors ESS","Privé Hors ESS","ACTION SOCIALE (QB)","Hebergement medico-social et social","14","13","s","s","s"
"Corse","ESS + Hors ESS","Privé Hors ESS","ENSEIGNEMENT (PZ)","Autres enseignements","49","48","s","s","s"
"Corse","ESS + Hors ESS","Privé Hors ESS","ENSEIGNEMENT (PZ)","Formation d adulte","56","49","s","s","s"
"Corse","ESS + Hors ESS","Public","ACTION SOCIALE (QB)","Accueil des jeunes enfants","4","0","s","s","s"
"Corse","ESS + Hors ESS","Public","ACTION SOCIALE (QB)","Aide a domicile","1","0","s","s","s"
"Corse","ESS + Hors ESS","Public","ACTION SOCIALE (QB)","Autres actions sociales","29","12","s","s","s"
"Corse","ESS + Hors ESS","Public","ACTION SOCIALE (QB)","Hebergement medico-social et social","6","1","s","s","s"
"Corse","ESS + Hors ESS","Public","ENSEIGNEMENT (PZ)","Autres enseignements","5","3","s","s","s"
"Corse","ESS + Hors ESS","Public","ENSEIGNEMENT (PZ)","Enseignement primaire/secondaire/supérieur","309","54","s","5216","193587729"
"Corse","ESS + Hors ESS","Public","ENSEIGNEMENT (PZ)","Formation d adulte","14","1","s","s","s"
"Grand-Est","ESS + Hors ESS","1. Coopérative","ACTION SOCIALE (QB)","Aide a domicile","1","1","s","s","s"
"Grand-Est","ESS + Hors ESS","1. Coopérative","ACTION SOCIALE (QB)","Autres actions sociales","3","3","s","s","s"
"Grand-Est","ESS + Hors ESS","1. Coopérative","ENSEIGNEMENT (PZ)","Autres enseignements","2","2","s","s","s"
"Grand-Est","ESS + Hors ESS","1. Coopérative","ENSEIGNEMENT (PZ)","Formation d adulte","15","5","s","s","s"
"Grand-Est","ESS + Hors ESS","2. Mutuelle","ACTION SOCIALE (QB)","Aide a domicile","1","1","s","s","s"
"Grand-Est","ESS + Hors ESS","2. Mutuelle","ACTION SOCIALE (QB)","Autres actions sociales","2","1","s","s","s"
"Grand-Est","ESS + Hors ESS","2. Mutuelle","ACTION SOCIALE (QB)","Hebergement medico-social et social","5","1","s","s","s"
"Grand-Est","ESS + Hors ESS","3. Association","ACTION SOCIALE (QB)","Accueil des jeunes enfants","481","234","s","s","s"
"Grand-Est","ESS + Hors ESS","3. Association","ACTION SOCIALE (QB)","Aide a domicile","342","278","15653","s","256321208"
"Grand-Est","ESS + Hors ESS","3. Association","ACTION SOCIALE (QB)","Aide par le travail","173","36","s","12737","s"
"Grand-Est","ESS + Hors ESS","3. Association","ACTION SOCIALE (QB)","Autres actions sociales","1066","610","16992","13737","361742206"
"Grand-Est","ESS + Hors ESS","3. Association","ACTION SOCIALE (QB)","Hebergement medico-social et social","911","300","33401","28977","806076362"
"Grand-Est","ESS + Hors ESS","3. Association","ENSEIGNEMENT (PZ)","Autres enseignements","936","898","2950","2192","61758950"
"Grand-Est","ESS + Hors ESS","3. Association","ENSEIGNEMENT (PZ)","Enseignement primaire/secondaire/supérieur","405","238","11947","10791","370715781"
"Grand-Est","ESS + Hors ESS","3. Association","ENSEIGNEMENT (PZ)","Formation d adulte","211","125","1456","1350","43823041"
"Grand-Est","ESS + Hors ESS","4. Fondation","ACTION SOCIALE (QB)","Accueil des jeunes enfants","2","1","s","s","s"
"Grand-Est","ESS + Hors ESS","4. Fondation","ACTION SOCIALE (QB)","Aide par le travail","8","0","s","389","s"
"Grand-Est","ESS + Hors ESS","4. Fondation","ACTION SOCIALE (QB)","Autres actions sociales","20","4","s","s","8170205"
"Grand-Est","ESS + Hors ESS","4. Fondation","ACTION SOCIALE (QB)","Hebergement medico-social et social","72","12","s","s","s"
"Grand-Est","ESS + Hors ESS","4. Fondation","ENSEIGNEMENT (PZ)","Autres enseignements","7","1","s","s","s"
"Grand-Est","ESS + Hors ESS","4. Fondation","ENSEIGNEMENT (PZ)","Enseignement primaire/secondaire/supérieur","5","0","184","158","5019343"
"Grand-Est","ESS + Hors ESS","4. Fondation","ENSEIGNEMENT (PZ)","Formation d adulte","2","0","s","s","s"
"Grand-Est","ESS + Hors ESS","Privé Hors ESS","ACTION SOCIALE (QB)","Accueil des jeunes enfants","387","238","s","s","s"
"Grand-Est","ESS + Hors ESS","Privé Hors ESS","ACTION SOCIALE (QB)","Aide a domicile","266","208","s","s","s"
"Grand-Est","ESS + Hors ESS","Privé Hors ESS","ACTION SOCIALE (QB)","Aide par le travail","9","7","s","158","s"
"Grand-Est","ESS + Hors ESS","Privé Hors ESS","ACTION SOCIALE (QB)","Autres actions sociales","31","17","260","255","7268030"
"Grand-Est","ESS + Hors ESS","Privé Hors ESS","ACTION SOCIALE (QB)","Hebergement medico-social et social","109","65","4189","3715","103228383"
"Grand-Est","ESS + Hors ESS","Privé Hors ESS","ENSEIGNEMENT (PZ)","Autres enseignements","337","292","1351","993","40796488"
"Grand-Est","ESS + Hors ESS","Privé Hors ESS","ENSEIGNEMENT (PZ)","Enseignement primaire/secondaire/supérieur","55","36","804","608","21460508"
"Grand-Est","ESS + Hors ESS","Privé Hors ESS","ENSEIGNEMENT (PZ)","Formation d adulte","1269","999","4178","3713","105228892"
"Grand-Est","ESS + Hors ESS","Public","ACTION SOCIALE (QB)","Accueil des jeunes enfants","48","6","s","s","s"
"Grand-Est","ESS + Hors ESS","Public","ACTION SOCIALE (QB)","Aide a domicile","5","2","s","s","s"
"Grand-Est","ESS + Hors ESS","Public","ACTION SOCIALE (QB)","Aide par le travail","22","5","s","657","s"
"Grand-Est","ESS + Hors ESS","Public","ACTION SOCIALE (QB)","Autres actions sociales","267","197","6065","5366","151164297"
"Grand-Est","ESS + Hors ESS","Public","ACTION SOCIALE (QB)","Hebergement medico-social et social","284","147","17851","16225","441256161"
"Grand-Est","ESS + Hors ESS","Public","ENSEIGNEMENT (PZ)","Autres enseignements","21","7","375","325","11297635"
"Grand-Est","ESS + Hors ESS","Public","ENSEIGNEMENT (PZ)","Enseignement primaire/secondaire/supérieur","5560","922","100434","93475","3380770239"
"Grand-Est","ESS + Hors ESS","Public","ENSEIGNEMENT (PZ)","Formation d adulte","85","5","3472","3044","103832237"
"Guadeloupe","ESS + Hors ESS","1. Coopérative","ACTION SOCIALE (QB)","Autres actions sociales","1","1","s","s","s"
"Guadeloupe","ESS + Hors ESS","1. Coopérative","ENSEIGNEMENT (PZ)","Formation d adulte","1","0","s","s","s"
"Guadeloupe","ESS + Hors ESS","2. Mutuelle","ACTION SOCIALE (QB)","Autres actions sociales","2","1","s","s","s"
"Guadeloupe","ESS + Hors ESS","3. Association","ACTION SOCIALE (QB)","Accueil des jeunes enfants","63","53","s","s","s"
"Guadeloupe","ESS + Hors ESS","3. Association","ACTION SOCIALE (QB)","Aide a domicile","41","30","1305","1042","23229376"
"Guadeloupe","ESS + Hors ESS","3. Association","ACTION SOCIALE (QB)","Aide par le travail","25","10","s","s","s"
"Guadeloupe","ESS + Hors ESS","3. Association","ACTION SOCIALE (QB)","Autres actions sociales","109","70","1146","1012","30828121"
"Guadeloupe","ESS + Hors ESS","3. Association","ACTION SOCIALE (QB)","Hebergement medico-social et social","52","16","s","s","s"
"Guadeloupe","ESS + Hors ESS","3. Association","ENSEIGNEMENT (PZ)","Autres enseignements","30","30","s","s","s"
"Guadeloupe","ESS + Hors ESS","3. Association","ENSEIGNEMENT (PZ)","Enseignement primaire/secondaire/supérieur","25","20","s","801","31750916"
"Guadeloupe","ESS + Hors ESS","3. Association","ENSEIGNEMENT (PZ)","Formation d adulte","45","35","s","s","s"
"Guadeloupe","ESS + Hors ESS","4. Fondation","ACTION SOCIALE (QB)","Hebergement medico-social et social","2","0","s","s","s"
"Guadeloupe","ESS + Hors ESS","Privé Hors ESS","ACTION SOCIALE (QB)","Accueil des jeunes enfants","11","7","65","58","1214470"
"Guadeloupe","ESS + Hors ESS","Privé Hors ESS","ACTION SOCIALE (QB)","Aide a domicile","19","15","s","s","s"
"Guadeloupe","ESS + Hors ESS","Privé Hors ESS","ACTION SOCIALE (QB)","Aide par le travail","1","1","s","s","s"
"Guadeloupe","ESS + Hors ESS","Privé Hors ESS","ACTION SOCIALE (QB)","Autres actions sociales","5","4","s","s","s"
"Guadeloupe","ESS + Hors ESS","Privé Hors ESS","ACTION SOCIALE (QB)","Hebergement medico-social et social","7","7","s","s","s"
"Guadeloupe","ESS + Hors ESS","Privé Hors ESS","ENSEIGNEMENT (PZ)","Autres enseignements","37","32","s","s","s"
"Guadeloupe","ESS + Hors ESS","Privé Hors ESS","ENSEIGNEMENT (PZ)","Enseignement primaire/secondaire/supérieur","8","7","s","109","4156238"
"Guadeloupe","ESS + Hors ESS","Privé Hors ESS","ENSEIGNEMENT (PZ)","Formation d adulte","123","111","s","s","s"
"Guadeloupe","ESS + Hors ESS","Public","ACTION SOCIALE (QB)","Accueil des jeunes enfants","3","0","s","s","s"
"Guadeloupe","ESS + Hors ESS","Public","ACTION SOCIALE (QB)","Aide a domicile","1","0","s","s","s"
"Guadeloupe","ESS + Hors ESS","Public","ACTION SOCIALE (QB)","Autres actions sociales","56","53","s","s","s"
"Guadeloupe","ESS + Hors ESS","Public","ACTION SOCIALE (QB)","Hebergement medico-social et social","8","2","s","s","s"
"Guadeloupe","ESS + Hors ESS","Public","ENSEIGNEMENT (PZ)","Autres enseignements","2","1","s","s","s"
"Guadeloupe","ESS + Hors ESS","Public","ENSEIGNEMENT (PZ)","Enseignement primaire/secondaire/supérieur","309","68","s","8247","385454651"
"Guadeloupe","ESS + Hors ESS","Public","ENSEIGNEMENT (PZ)","Formation d adulte","9","2","s","s","s"
"Guyane","ESS + Hors ESS","3. Association","ACTION SOCIALE (QB)","Accueil des jeunes enfants","20","13","256","241","s"
"Guyane","ESS + Hors ESS","3. Association","ACTION SOCIALE (QB)","Aide a domicile","7","2","s","s","s"
"Guyane","ESS + Hors ESS","3. Association","ACTION SOCIALE (QB)","Aide par le travail","3","3","s","s","s"
"Guyane","ESS + Hors ESS","3. Association","ACTION SOCIALE (QB)","Autres actions sociales","38","16","s","340","11578818"
"Guyane","ESS + Hors ESS","3. Association","ACTION SOCIALE (QB)","Hebergement medico-social et social","20","8","s","s","s"
"Guyane","ESS + Hors ESS","3. Association","ENSEIGNEMENT (PZ)","Autres enseignements","6","5","s","s","s"
"Guyane","ESS + Hors ESS","3. Association","ENSEIGNEMENT (PZ)","Enseignement primaire/secondaire/supérieur","6","4","358","339","12999179"
"Guyane","ESS + Hors ESS","3. Association","ENSEIGNEMENT (PZ)","Formation d adulte","12","9","s","s","s"
"Guyane","ESS + Hors ESS","Privé Hors ESS","ACTION SOCIALE (QB)","Accueil des jeunes enfants","4","4","s","s","s"
"Guyane","ESS + Hors ESS","Privé Hors ESS","ACTION SOCIALE (QB)","Aide a domicile","7","7","s","s","s"
"Guyane","ESS + Hors ESS","Privé Hors ESS","ACTION SOCIALE (QB)","Aide par le travail","1","1","s","s","s"
"Guyane","ESS + Hors ESS","Privé Hors ESS","ACTION SOCIALE (QB)","Hebergement medico-social et social","1","1","s","s","s"
"Guyane","ESS + Hors ESS","Privé Hors ESS","ENSEIGNEMENT (PZ)","Autres enseignements","5","5","s","s","s"
"Guyane","ESS + Hors ESS","Privé Hors ESS","ENSEIGNEMENT (PZ)","Formation d adulte","55","50","s","s","s"
"Guyane","ESS + Hors ESS","Public","ACTION SOCIALE (QB)","Accueil des jeunes enfants","1","0","s","s","s"
"Guyane","ESS + Hors ESS","Public","ACTION SOCIALE (QB)","Autres actions sociales","15","12","s","460","12958166"
"Guyane","ESS + Hors ESS","Public","ACTION SOCIALE (QB)","Hebergement medico-social et social","3","0","s","s","s"
"Guyane","ESS + Hors ESS","Public","ENSEIGNEMENT (PZ)","Autres enseignements","2","1","s","s","s"
"Guyane","ESS + Hors ESS","Public","ENSEIGNEMENT (PZ)","Enseignement primaire/secondaire/supérieur","198","49","8394","7622","331836029"
"Guyane","ESS + Hors ESS","Public","ENSEIGNEMENT (PZ)","Formation d adulte","5","1","s","s","s"
"Hauts-de-France","ESS + Hors ESS","1. Coopérative","ACTION SOCIALE (QB)","Aide a domicile","1","1","s","s","s"
"Hauts-de-France","ESS + Hors ESS","1. Coopérative","ACTION SOCIALE (QB)","Autres actions sociales","3","3","s","s","s"
"Hauts-de-France","ESS + Hors ESS","1. Coopérative","ENSEIGNEMENT (PZ)","Autres enseignements","3","2","s","s","s"
"Hauts-de-France","ESS + Hors ESS","1. Coopérative","ENSEIGNEMENT (PZ)","Formation d adulte","22","4","s","s","s"
"Hauts-de-France","ESS + Hors ESS","2. Mutuelle","ACTION SOCIALE (QB)","Aide a domicile","1","0","s","s","s"
"Hauts-de-France","ESS + Hors ESS","2. Mutuelle","ACTION SOCIALE (QB)","Autres actions sociales","1","0","s","s","s"
"Hauts-de-France","ESS + Hors ESS","2. Mutuelle","ACTION SOCIALE (QB)","Hebergement medico-social et social","3","1","s","s","s"
"Hauts-de-France","ESS + Hors ESS","3. Association","ACTION SOCIALE (QB)","Accueil des jeunes enfants","189","141","s","s","s"
"Hauts-de-France","ESS + Hors ESS","3. Association","ACTION SOCIALE (QB)","Aide a domicile","278","220","s","s","260259501"
"Hauts-de-France","ESS + Hors ESS","3. Association","ACTION SOCIALE (QB)","Aide par le travail","167","34","17009","14656","s"
"Hauts-de-France","ESS + Hors ESS","3. Association","ACTION SOCIALE (QB)","Autres actions sociales","1084","550","20304","16767","446595617"
"Hauts-de-France","ESS + Hors ESS","3. Association","ACTION SOCIALE (QB)","Hebergement medico-social et social","978","240","34492","29758","829600607"
"Hauts-de-France","ESS + Hors ESS","3. Association","ENSEIGNEMENT (PZ)","Autres enseignements","370","341","s","s","s"
"Hauts-de-France","ESS + Hors ESS","3. Association","ENSEIGNEMENT (PZ)","Enseignement primaire/secondaire/supérieur","794","568","27321","24783","850153965"
"Hauts-de-France","ESS + Hors ESS","3. Association","ENSEIGNEMENT (PZ)","Formation d adulte","260","166","s","s","s"
"Hauts-de-France","ESS + Hors ESS","4. Fondation","ACTION SOCIALE (QB)","Aide a domicile","2","0","s","s","s"
"Hauts-de-France","ESS + Hors ESS","4. Fondation","ACTION SOCIALE (QB)","Aide par le travail","8","0","567","504","s"
"Hauts-de-France","ESS + Hors ESS","4. Fondation","ACTION SOCIALE (QB)","Autres actions sociales","13","3","s","s","s"
"Hauts-de-France","ESS + Hors ESS","4. Fondation","ACTION SOCIALE (QB)","Hebergement medico-social et social","52","3","s","s","s"
"Hauts-de-France","ESS + Hors ESS","4. Fondation","ENSEIGNEMENT (PZ)","Enseignement primaire/secondaire/supérieur","5","0","193","179","5803698"
"Hauts-de-France","ESS + Hors ESS","4. Fondation","ENSEIGNEMENT (PZ)","Formation d adulte","4","2","s","s","s"
"Hauts-de-France","ESS + Hors ESS","Privé Hors ESS","ACTION SOCIALE (QB)","Accueil des jeunes enfants","382","202","s","s","s"
"Hauts-de-France","ESS + Hors ESS","Privé Hors ESS","ACTION SOCIALE (QB)","Aide a domicile","178","127","3893","2628","53722965"
"Hauts-de-France","ESS + Hors ESS","Privé Hors ESS","ACTION SOCIALE (QB)","Aide par le travail","12","6","s","s","s"
"Hauts-de-France","ESS + Hors ESS","Privé Hors ESS","ACTION SOCIALE (QB)","Autres actions sociales","36","33","569","457","26765338"
"Hauts-de-France","ESS + Hors ESS","Privé Hors ESS","ACTION SOCIALE (QB)","Hebergement medico-social et social","159","100","7127","6324","170298546"
"Hauts-de-France","ESS + Hors ESS","Privé Hors ESS","ENSEIGNEMENT (PZ)","Autres enseignements","321","293","s","s","s"
"Hauts-de-France","ESS + Hors ESS","Privé Hors ESS","ENSEIGNEMENT (PZ)","Enseignement primaire/secondaire/supérieur","44","33","561","460","16361515"
"Hauts-de-France","ESS + Hors ESS","Privé Hors ESS","ENSEIGNEMENT (PZ)","Formation d adulte","1332","1082","s","s","s"
"Hauts-de-France","ESS + Hors ESS","Public","ACTION SOCIALE (QB)","Accueil des jeunes enfants","13","2","s","s","s"
"Hauts-de-France","ESS + Hors ESS","Public","ACTION SOCIALE (QB)","Aide a domicile","39","13","s","s","25572238"
"Hauts-de-France","ESS + Hors ESS","Public","ACTION SOCIALE (QB)","Aide par le travail","13","1","s","s","s"
"Hauts-de-France","ESS + Hors ESS","Public","ACTION SOCIALE (QB)","Autres actions sociales","599","501","13954","12323","353785585"
"Hauts-de-France","ESS + Hors ESS","Public","ACTION SOCIALE (QB)","Hebergement medico-social et social","297","127","18164","16283","454072036"
"Hauts-de-France","ESS + Hors ESS","Public","ENSEIGNEMENT (PZ)","Autres enseignements","7","3","s","s","s"
"Hauts-de-France","ESS + Hors ESS","Public","ENSEIGNEMENT (PZ)","Enseignement primaire/secondaire/supérieur","5735","904","108715","102077","3599493132"
"Hauts-de-France","ESS + Hors ESS","Public","ENSEIGNEMENT (PZ)","Formation d adulte","71","4","s","s","s"
"Ile-de-France","ESS + Hors ESS","1. Coopérative","ACTION SOCIALE (QB)","Accueil des jeunes enfants","9","6","s","s","s"
"Ile-de-France","ESS + Hors ESS","1. Coopérative","ACTION SOCIALE (QB)","Aide a domicile","3","2","s","s","s"
"Ile-de-France","ESS + Hors ESS","1. Coopérative","ACTION SOCIALE (QB)","Aide par le travail","1","0","s","s","s"
"Ile-de-France","ESS + Hors ESS","1. Coopérative","ACTION SOCIALE (QB)","Autres actions sociales","11","5","s","s","s"
"Ile-de-France","ESS + Hors ESS","1. Coopérative","ACTION SOCIALE (QB)","Hebergement medico-social et social","2","2","s","s","s"
"Ile-de-France","ESS + Hors ESS","1. Coopérative","ENSEIGNEMENT (PZ)","Autres enseignements","10","7","59","64","2047657"
"Ile-de-France","ESS + Hors ESS","1. Coopérative","ENSEIGNEMENT (PZ)","Formation d adulte","18","10","s","s","s"
"Ile-de-France","ESS + Hors ESS","2. Mutuelle","ACTION SOCIALE (QB)","Aide par le travail","3","1","s","s","s"
"Ile-de-France","ESS + Hors ESS","2. Mutuelle","ACTION SOCIALE (QB)","Autres actions sociales","10","7","s","s","s"
"Ile-de-France","ESS + Hors ESS","2. Mutuelle","ACTION SOCIALE (QB)","Hebergement medico-social et social","16","4","s","s","s"
"Ile-de-France","ESS + Hors ESS","2. Mutuelle","ENSEIGNEMENT (PZ)","Autres enseignements","1","0","s","s","s"
"Ile-de-France","ESS + Hors ESS","3. Association","ACTION SOCIALE (QB)","Accueil des jeunes enfants","515","300","5469","4693","120354492"
"Ile-de-France","ESS + Hors ESS","3. Association","ACTION SOCIALE (QB)","Aide a domicile","273","222","8992","6893","169775113"
"Ile-de-France","ESS + Hors ESS","3. Association","ACTION SOCIALE (QB)","Aide par le travail","277","70","18770","16394","292325679"
"Ile-de-France","ESS + Hors ESS","3. Association","ACTION SOCIALE (QB)","Autres actions sociales","1772","952","34333","29731","956434047"
"Ile-de-France","ESS + Hors ESS","3. Association","ACTION SOCIALE (QB)","Hebergement medico-social et social","1512","306","49242","43809","1301354693"
"Ile-de-France","ESS + Hors ESS","3. Association","ENSEIGNEMENT (PZ)","Autres enseignements","1256","1183","9062","6832","247805130"
"Ile-de-France","ESS + Hors ESS","3. Association","ENSEIGNEMENT (PZ)","Enseignement primaire/secondaire/supérieur","904","596","37908","32984","1214793004"
"Ile-de-France","ESS + Hors ESS","3. Association","ENSEIGNEMENT (PZ)","Formation d adulte","677","524","7224","6616","248996774"
"Ile-de-France","ESS + Hors ESS","4. Fondation","ACTION SOCIALE (QB)","Accueil des jeunes enfants","31","0","s","s","s"
"Ile-de-France","ESS + Hors ESS","4. Fondation","ACTION SOCIALE (QB)","Aide a domicile","3","1","s","s","s"
"Ile-de-France","ESS + Hors ESS","4. Fondation","ACTION SOCIALE (QB)","Aide par le travail","12","3","866","767","14087206"
"Ile-de-France","ESS + Hors ESS","4. Fondation","ACTION SOCIALE (QB)","Autres actions sociales","94","28","2604","2099","76734487"
"Ile-de-France","ESS + Hors ESS","4. Fondation","ACTION SOCIALE (QB)","Hebergement medico-social et social","112","12","6139","5501","168402757"
"Ile-de-France","ESS + Hors ESS","4. Fondation","ENSEIGNEMENT (PZ)","Autres enseignements","8","6","s","s","s"
"Ile-de-France","ESS + Hors ESS","4. Fondation","ENSEIGNEMENT (PZ)","Enseignement primaire/secondaire/supérieur","25","8","2913","2996","124229985"
"Ile-de-France","ESS + Hors ESS","4. Fondation","ENSEIGNEMENT (PZ)","Formation d adulte","3","0","s","s","s"
"Ile-de-France","ESS + Hors ESS","Privé Hors ESS","ACTION SOCIALE (QB)","Accueil des jeunes enfants","1161","499","12097","10190","242877090"
"Ile-de-France","ESS + Hors ESS","Privé Hors ESS","ACTION SOCIALE (QB)","Aide a domicile","734","584","s","s","s"
"Ile-de-France","ESS + Hors ESS","Privé Hors ESS","ACTION SOCIALE (QB)","Aide par le travail","15","10","s","s","s"
"Ile-de-France","ESS + Hors ESS","Privé Hors ESS","ACTION SOCIALE (QB)","Autres actions sociales","85","71","1932","1679","47455919"
"Ile-de-France","ESS + Hors ESS","Privé Hors ESS","ACTION SOCIALE (QB)","Hebergement medico-social et social","398","280","20955","18681","531391211"
"Ile-de-France","ESS + Hors ESS","Privé Hors ESS","ENSEIGNEMENT (PZ)","Autres enseignements","1250","1114","6786","5694","199246637"
"Ile-de-France","ESS + Hors ESS","Privé Hors ESS","ENSEIGNEMENT (PZ)","Enseignement primaire/secondaire/supérieur","345","277","7806","6034","241994926"
"Ile-de-France","ESS + Hors ESS","Privé Hors ESS","ENSEIGNEMENT (PZ)","Formation d adulte","3856","3379","18272","16385","628929933"
"Ile-de-France","ESS + Hors ESS","Public","ACTION SOCIALE (QB)","Accueil des jeunes enfants","417","6","9133","8798","244784960"
"Ile-de-France","ESS + Hors ESS","Public","ACTION SOCIALE (QB)","Aide a domicile","24","3","s","s","s"
"Ile-de-France","ESS + Hors ESS","Public","ACTION SOCIALE (QB)","Aide par le travail","6","2","s","s","s"
"Ile-de-France","ESS + Hors ESS","Public","ACTION SOCIALE (QB)","Autres actions sociales","694","473","20683","18482","557192529"
"Ile-de-France","ESS + Hors ESS","Public","ACTION SOCIALE (QB)","Hebergement medico-social et social","319","77","15056","14126","414119951"
"Ile-de-France","ESS + Hors ESS","Public","ENSEIGNEMENT (PZ)","Autres enseignements","47","9","2299","1768","65867942"
"Ile-de-France","ESS + Hors ESS","Public","ENSEIGNEMENT (PZ)","Enseignement primaire/secondaire/supérieur","8170","1546","252790","235314","8395136913"
"Ile-de-France","ESS + Hors ESS","Public","ENSEIGNEMENT (PZ)","Formation d adulte","67","9","5572","4702","182078527"
"La Réunion","ESS + Hors ESS","1. Coopérative","ACTION SOCIALE (QB)","Accueil des jeunes enfants","8","3","s","s","s"
"La Réunion","ESS + Hors ESS","1. Coopérative","ACTION SOCIALE (QB)","Aide a domicile","1","1","s","s","s"
"La Réunion","ESS + Hors ESS","1. Coopérative","ENSEIGNEMENT (PZ)","Formation d adulte","3","3","s","s","s"
"La Réunion","ESS + Hors ESS","3. Association","ACTION SOCIALE (QB)","Accueil des jeunes enfants","123","110","1046","s","s"
"La Réunion","ESS + Hors ESS","3. Association","ACTION SOCIALE (QB)","Aide a domicile","7","5","s","s","s"
"La Réunion","ESS + Hors ESS","3. Association","ACTION SOCIALE (QB)","Aide par le travail","9","1","s","s","s"
"La Réunion","ESS + Hors ESS","3. Association","ACTION SOCIALE (QB)","Autres actions sociales","175","121","s","s","s"
"La Réunion","ESS + Hors ESS","3. Association","ACTION SOCIALE (QB)","Hebergement medico-social et social","70","17","2620","2358","77974651"
"La Réunion","ESS + Hors ESS","3. Association","ENSEIGNEMENT (PZ)","Autres enseignements","60","55","s","s","s"
"La Réunion","ESS + Hors ESS","3. Association","ENSEIGNEMENT (PZ)","Enseignement primaire/secondaire/supérieur","36","32","1054","996","45418468"
"La Réunion","ESS + Hors ESS","3. Association","ENSEIGNEMENT (PZ)","Formation d adulte","31","25","s","s","s"
"La Réunion","ESS + Hors ESS","4. Fondation","ACTION SOCIALE (QB)","Aide a domicile","1","0","s","s","s"
"La Réunion","ESS + Hors ESS","4. Fondation","ACTION SOCIALE (QB)","Aide par le travail","1","0","s","s","s"
"La Réunion","ESS + Hors ESS","4. Fondation","ACTION SOCIALE (QB)","Autres actions sociales","16","1","s","s","s"
"La Réunion","ESS + Hors ESS","4. Fondation","ACTION SOCIALE (QB)","Hebergement medico-social et social","20","0","s","s","s"
"La Réunion","ESS + Hors ESS","4. Fondation","ENSEIGNEMENT (PZ)","Autres enseignements","1","1","s","s","s"
"La Réunion","ESS + Hors ESS","Privé Hors ESS","ACTION SOCIALE (QB)","Accueil des jeunes enfants","105","62","s","s","s"
"La Réunion","ESS + Hors ESS","Privé Hors ESS","ACTION SOCIALE (QB)","Aide a domicile","14","9","s","s","s"
"La Réunion","ESS + Hors ESS","Privé Hors ESS","ACTION SOCIALE (QB)","Autres actions sociales","7","7","s","s","s"
"La Réunion","ESS + Hors ESS","Privé Hors ESS","ACTION SOCIALE (QB)","Hebergement medico-social et social","5","5","s","s","s"
"La Réunion","ESS + Hors ESS","Privé Hors ESS","ENSEIGNEMENT (PZ)","Autres enseignements","85","78","s","s","s"
"La Réunion","ESS + Hors ESS","Privé Hors ESS","ENSEIGNEMENT (PZ)","Enseignement primaire/secondaire/supérieur","18","10","127","118","2735961"
