"REG","typo_Mut","typo_Mut_det","sexe","type_emploi","nb_poste"
"Nouvelle-Aquitaine","AUTRES SECTEURS D ACTIVITE DES MUTUELLES","Ensemble","Ensemble","Ordinaires","810"
"Nouvelle-Aquitaine","SANTE HUMAINE (QA)","Ensemble","Ensemble","Aides",NA
"Nouvelle-Aquitaine","SANTE HUMAINE (QA)","Ensemble","Ensemble","Apprentis",NA
"Nouvelle-Aquitaine","SANTE HUMAINE (QA)","Ensemble","Ensemble","Ordinaires","1769"
"Nouvelle-Aquitaine","SANTE HUMAINE (QA)","Ensemble","Ensemble","Stagiaires",NA
"Occitanie","ACTION SOCIALE (QB)","Ensemble","Ensemble","Aides",NA
"Occitanie","ACTION SOCIALE (QB)","Ensemble","Ensemble","Apprentis",NA
"Occitanie","ACTION SOCIALE (QB)","Ensemble","Ensemble","Ordinaires","1690"
"Occitanie","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","Ensemble","Aides","98"
"Occitanie","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","Ensemble","Apprentis",NA
"Occitanie","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","Ensemble","Ordinaires","6949"
"Occitanie","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","Ensemble","Stagiaires",NA
"Occitanie","AUTRES SECTEURS D ACTIVITE DES MUTUELLES","Ensemble","Ensemble","Aides",NA
"Occitanie","AUTRES SECTEURS D ACTIVITE DES MUTUELLES","Ensemble","Ensemble","Apprentis",NA
"Occitanie","AUTRES SECTEURS D ACTIVITE DES MUTUELLES","Ensemble","Ensemble","Ordinaires","1051"
"Occitanie","SANTE HUMAINE (QA)","Ensemble","Ensemble","Aides",NA
"Occitanie","SANTE HUMAINE (QA)","Ensemble","Ensemble","Apprentis",NA
"Occitanie","SANTE HUMAINE (QA)","Ensemble","Ensemble","Ordinaires","2811"
"Occitanie","SANTE HUMAINE (QA)","Ensemble","Ensemble","Stagiaires",NA
"Pays de la Loire","ACTION SOCIALE (QB)","Ensemble","Ensemble","Aides",NA
"Pays de la Loire","ACTION SOCIALE (QB)","Ensemble","Ensemble","Apprentis",NA
"Pays de la Loire","ACTION SOCIALE (QB)","Ensemble","Ensemble","Ordinaires","2471"
"Pays de la Loire","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","Ensemble","Aides","57"
"Pays de la Loire","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","Ensemble","Apprentis",NA
"Pays de la Loire","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","Ensemble","Ordinaires","3758"
"Pays de la Loire","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","Ensemble","Stagiaires",NA
"Pays de la Loire","AUTRES SECTEURS D ACTIVITE DES MUTUELLES","Ensemble","Ensemble","Aides",NA
"Pays de la Loire","AUTRES SECTEURS D ACTIVITE DES MUTUELLES","Ensemble","Ensemble","Apprentis",NA
"Pays de la Loire","AUTRES SECTEURS D ACTIVITE DES MUTUELLES","Ensemble","Ensemble","Ordinaires",NA
"Pays de la Loire","SANTE HUMAINE (QA)","Ensemble","Ensemble","Aides",NA
"Pays de la Loire","SANTE HUMAINE (QA)","Ensemble","Ensemble","Ordinaires",NA
"Provence-Alpes-Côte d'Azur","ACTION SOCIALE (QB)","Ensemble","Ensemble","Aides","33"
"Provence-Alpes-Côte d'Azur","ACTION SOCIALE (QB)","Ensemble","Ensemble","Apprentis",NA
"Provence-Alpes-Côte d'Azur","ACTION SOCIALE (QB)","Ensemble","Ensemble","Ordinaires","840"
"Provence-Alpes-Côte d'Azur","ACTION SOCIALE (QB)","Ensemble","Ensemble","Stagiaires",NA
"Provence-Alpes-Côte d'Azur","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","Ensemble","Aides","128"
"Provence-Alpes-Côte d'Azur","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","Ensemble","Apprentis",NA
"Provence-Alpes-Côte d'Azur","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","Ensemble","Ordinaires","4912"
"Provence-Alpes-Côte d'Azur","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","Ensemble","Stagiaires",NA
"Provence-Alpes-Côte d'Azur","AUTRES SECTEURS D ACTIVITE DES MUTUELLES","Ensemble","Ensemble","Aides",NA
"Provence-Alpes-Côte d'Azur","AUTRES SECTEURS D ACTIVITE DES MUTUELLES","Ensemble","Ensemble","Apprentis",NA
"Provence-Alpes-Côte d'Azur","AUTRES SECTEURS D ACTIVITE DES MUTUELLES","Ensemble","Ensemble","Ordinaires",NA
"Provence-Alpes-Côte d'Azur","SANTE HUMAINE (QA)","Ensemble","Ensemble","Aides",NA
"Provence-Alpes-Côte d'Azur","SANTE HUMAINE (QA)","Ensemble","Ensemble","Ordinaires",NA
"Auvergne-Rhône-Alpes","ACTION SOCIALE (QB)","Ensemble","Femmes","Ensemble","4217"
"Auvergne-Rhône-Alpes","ACTION SOCIALE (QB)","Ensemble","Hommes","Ensemble","607"
"Auvergne-Rhône-Alpes","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","Femmes","Ensemble","7220"
"Auvergne-Rhône-Alpes","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","Hommes","Ensemble","2752"
"Auvergne-Rhône-Alpes","AUTRES SECTEURS D ACTIVITE DES MUTUELLES","Ensemble","Femmes","Ensemble","599"
"Auvergne-Rhône-Alpes","AUTRES SECTEURS D ACTIVITE DES MUTUELLES","Ensemble","Hommes","Ensemble","274"
"Auvergne-Rhône-Alpes","SANTE HUMAINE (QA)","Ensemble","Femmes","Ensemble","2815"
"Auvergne-Rhône-Alpes","SANTE HUMAINE (QA)","Ensemble","Hommes","Ensemble","679"
"Bourgogne-Franche-Comté","ACTION SOCIALE (QB)","Ensemble","Femmes","Ensemble","3618"
"Bourgogne-Franche-Comté","ACTION SOCIALE (QB)","Ensemble","Hommes","Ensemble","975"
"Bourgogne-Franche-Comté","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","Femmes","Ensemble","2041"
"Bourgogne-Franche-Comté","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","Hommes","Ensemble","747"
"Bourgogne-Franche-Comté","AUTRES SECTEURS D ACTIVITE DES MUTUELLES","Ensemble","Femmes","Ensemble","307"
"Bourgogne-Franche-Comté","AUTRES SECTEURS D ACTIVITE DES MUTUELLES","Ensemble","Hommes","Ensemble","118"
"Bourgogne-Franche-Comté","SANTE HUMAINE (QA)","Ensemble","Femmes","Ensemble","846"
"Bourgogne-Franche-Comté","SANTE HUMAINE (QA)","Ensemble","Hommes","Ensemble","142"
"Bretagne","ACTION SOCIALE (QB)","Ensemble","Femmes","Ensemble","1675"
"Bretagne","ACTION SOCIALE (QB)","Ensemble","Hommes","Ensemble","240"
"Bretagne","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","Femmes","Ensemble","2957"
"Bretagne","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","Hommes","Ensemble","1081"
"Bretagne","AUTRES SECTEURS D ACTIVITE DES MUTUELLES","Ensemble","Femmes","Ensemble",NA
"Bretagne","AUTRES SECTEURS D ACTIVITE DES MUTUELLES","Ensemble","Hommes","Ensemble",NA
"Bretagne","SANTE HUMAINE (QA)","Ensemble","Femmes","Ensemble",NA
"Bretagne","SANTE HUMAINE (QA)","Ensemble","Hommes","Ensemble",NA
"Centre-Val de Loire","ACTION SOCIALE (QB)","Ensemble","Femmes","Ensemble","796"
"Centre-Val de Loire","ACTION SOCIALE (QB)","Ensemble","Hommes","Ensemble","93"
"Centre-Val de Loire","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","Femmes","Ensemble","3908"
"Centre-Val de Loire","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","Hommes","Ensemble","1654"
"Centre-Val de Loire","AUTRES SECTEURS D ACTIVITE DES MUTUELLES","Ensemble","Femmes","Ensemble","225"
"Centre-Val de Loire","AUTRES SECTEURS D ACTIVITE DES MUTUELLES","Ensemble","Hommes","Ensemble","101"
"Centre-Val de Loire","SANTE HUMAINE (QA)","Ensemble","Femmes","Ensemble","526"
"Centre-Val de Loire","SANTE HUMAINE (QA)","Ensemble","Hommes","Ensemble","108"
"Corse","ACTION SOCIALE (QB)","Ensemble","Femmes","Ensemble","157"
"Corse","ACTION SOCIALE (QB)","Ensemble","Hommes","Ensemble",NA
"Corse","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","Femmes","Ensemble","147"
"Corse","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","Hommes","Ensemble","65"
"Corse","AUTRES SECTEURS D ACTIVITE DES MUTUELLES","Ensemble","Femmes","Ensemble",NA
"Corse","AUTRES SECTEURS D ACTIVITE DES MUTUELLES","Ensemble","Hommes","Ensemble",NA
"Corse","SANTE HUMAINE (QA)","Ensemble","Femmes","Ensemble",NA
"Corse","SANTE HUMAINE (QA)","Ensemble","Hommes","Ensemble",NA
"Grand-Est","ACTION SOCIALE (QB)","Ensemble","Femmes","Ensemble",NA
"Grand-Est","ACTION SOCIALE (QB)","Ensemble","Hommes","Ensemble",NA
"Grand-Est","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","Femmes","Ensemble","3772"
"Grand-Est","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","Hommes","Ensemble","1537"
"Grand-Est","AUTRES SECTEURS D ACTIVITE DES MUTUELLES","Ensemble","Femmes","Ensemble",NA
"Grand-Est","AUTRES SECTEURS D ACTIVITE DES MUTUELLES","Ensemble","Hommes","Ensemble",NA
"Grand-Est","SANTE HUMAINE (QA)","Ensemble","Femmes","Ensemble",NA
"Grand-Est","SANTE HUMAINE (QA)","Ensemble","Hommes","Ensemble",NA
"Guadeloupe","ACTION SOCIALE (QB)","Ensemble","Femmes","Ensemble",NA
"Guadeloupe","ACTION SOCIALE (QB)","Ensemble","Hommes","Ensemble",NA
"Guadeloupe","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","Femmes","Ensemble","220"
"Guadeloupe","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","Hommes","Ensemble","67"
"Guadeloupe","AUTRES SECTEURS D ACTIVITE DES MUTUELLES","Ensemble","Femmes","Ensemble",NA
"Guadeloupe","AUTRES SECTEURS D ACTIVITE DES MUTUELLES","Ensemble","Hommes","Ensemble",NA
"Guyane","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","Femmes","Ensemble",NA
"Guyane","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","Hommes","Ensemble",NA
"Hauts-de-France","ACTION SOCIALE (QB)","Ensemble","Femmes","Ensemble",NA
"Hauts-de-France","ACTION SOCIALE (QB)","Ensemble","Hommes","Ensemble",NA
"Hauts-de-France","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","Femmes","Ensemble","3716"
"Hauts-de-France","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","Hommes","Ensemble","1549"
"Hauts-de-France","AUTRES SECTEURS D ACTIVITE DES MUTUELLES","Ensemble","Femmes","Ensemble",NA
"Hauts-de-France","AUTRES SECTEURS D ACTIVITE DES MUTUELLES","Ensemble","Hommes","Ensemble",NA
"Hauts-de-France","SANTE HUMAINE (QA)","Ensemble","Femmes","Ensemble",NA
"Hauts-de-France","SANTE HUMAINE (QA)","Ensemble","Hommes","Ensemble",NA
"Ile-de-France","ACTION SOCIALE (QB)","Ensemble","Femmes","Ensemble","941"
"Ile-de-France","ACTION SOCIALE (QB)","Ensemble","Hommes","Ensemble","487"
"Ile-de-France","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","Femmes","Ensemble","11064"
"Ile-de-France","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","Hommes","Ensemble","6352"
"Ile-de-France","AUTRES SECTEURS D ACTIVITE DES MUTUELLES","Ensemble","Femmes","Ensemble","147"
"Ile-de-France","AUTRES SECTEURS D ACTIVITE DES MUTUELLES","Ensemble","Hommes","Ensemble","74"
"Ile-de-France","SANTE HUMAINE (QA)","Ensemble","Femmes","Ensemble","4235"
"Ile-de-France","SANTE HUMAINE (QA)","Ensemble","Hommes","Ensemble","1153"
"La Réunion","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","Femmes","Ensemble","456"
"La Réunion","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","Hommes","Ensemble","212"
"La Réunion","AUTRES SECTEURS D ACTIVITE DES MUTUELLES","Ensemble","Femmes","Ensemble","13"
"La Réunion","AUTRES SECTEURS D ACTIVITE DES MUTUELLES","Ensemble","Hommes","Ensemble","13"
"Martinique","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","Femmes","Ensemble",NA
"Martinique","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","Hommes","Ensemble",NA
"Martinique","AUTRES SECTEURS D ACTIVITE DES MUTUELLES","Ensemble","Femmes","Ensemble",NA
"Martinique","AUTRES SECTEURS D ACTIVITE DES MUTUELLES","Ensemble","Hommes","Ensemble",NA
"Normandie","ACTION SOCIALE (QB)","Ensemble","Femmes","Ensemble","733"
"Normandie","ACTION SOCIALE (QB)","Ensemble","Hommes","Ensemble","181"
"Normandie","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","Femmes","Ensemble","2921"
"Normandie","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","Hommes","Ensemble","1309"
"Normandie","AUTRES SECTEURS D ACTIVITE DES MUTUELLES","Ensemble","Femmes","Ensemble",NA
"Normandie","AUTRES SECTEURS D ACTIVITE DES MUTUELLES","Ensemble","Hommes","Ensemble",NA
"Normandie","SANTE HUMAINE (QA)","Ensemble","Femmes","Ensemble",NA
"Normandie","SANTE HUMAINE (QA)","Ensemble","Hommes","Ensemble",NA
"Nouvelle-Aquitaine","ACTION SOCIALE (QB)","Ensemble","Femmes","Ensemble",NA
"Nouvelle-Aquitaine","ACTION SOCIALE (QB)","Ensemble","Hommes","Ensemble",NA
"Nouvelle-Aquitaine","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","Femmes","Ensemble","9200"
"Nouvelle-Aquitaine","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","Hommes","Ensemble","4701"
"Nouvelle-Aquitaine","AUTRES SECTEURS D ACTIVITE DES MUTUELLES","Ensemble","Femmes","Ensemble",NA
"Nouvelle-Aquitaine","AUTRES SECTEURS D ACTIVITE DES MUTUELLES","Ensemble","Hommes","Ensemble",NA
"Nouvelle-Aquitaine","SANTE HUMAINE (QA)","Ensemble","Femmes","Ensemble",NA
"Nouvelle-Aquitaine","SANTE HUMAINE (QA)","Ensemble","Hommes","Ensemble",NA
"Occitanie","ACTION SOCIALE (QB)","Ensemble","Femmes","Ensemble","1625"
"Occitanie","ACTION SOCIALE (QB)","Ensemble","Hommes","Ensemble","187"
"Occitanie","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","Femmes","Ensemble","4991"
"Occitanie","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","Hommes","Ensemble","2104"
"Occitanie","AUTRES SECTEURS D ACTIVITE DES MUTUELLES","Ensemble","Femmes","Ensemble","797"
"Occitanie","AUTRES SECTEURS D ACTIVITE DES MUTUELLES","Ensemble","Hommes","Ensemble","286"
"Occitanie","SANTE HUMAINE (QA)","Ensemble","Femmes","Ensemble","2312"
"Occitanie","SANTE HUMAINE (QA)","Ensemble","Hommes","Ensemble","559"
"Pays de la Loire","ACTION SOCIALE (QB)","Ensemble","Femmes","Ensemble","2260"
"Pays de la Loire","ACTION SOCIALE (QB)","Ensemble","Hommes","Ensemble","366"
"Pays de la Loire","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","Femmes","Ensemble","2882"
"Pays de la Loire","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","Hommes","Ensemble","966"
"Pays de la Loire","AUTRES SECTEURS D ACTIVITE DES MUTUELLES","Ensemble","Femmes","Ensemble","382"
"Pays de la Loire","AUTRES SECTEURS D ACTIVITE DES MUTUELLES","Ensemble","Hommes","Ensemble","179"
"Pays de la Loire","SANTE HUMAINE (QA)","Ensemble","Femmes","Ensemble","1152"
"Pays de la Loire","SANTE HUMAINE (QA)","Ensemble","Hommes","Ensemble","173"
"Provence-Alpes-Côte d'Azur","ACTION SOCIALE (QB)","Ensemble","Femmes","Ensemble","770"
"Provence-Alpes-Côte d'Azur","ACTION SOCIALE (QB)","Ensemble","Hommes","Ensemble","106"
"Provence-Alpes-Côte d'Azur","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","Femmes","Ensemble","3665"
"Provence-Alpes-Côte d'Azur","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","Hommes","Ensemble","1402"
"Provence-Alpes-Côte d'Azur","AUTRES SECTEURS D ACTIVITE DES MUTUELLES","Ensemble","Femmes","Ensemble","177"
"Provence-Alpes-Côte d'Azur","AUTRES SECTEURS D ACTIVITE DES MUTUELLES","Ensemble","Hommes","Ensemble","120"
"Provence-Alpes-Côte d'Azur","SANTE HUMAINE (QA)","Ensemble","Femmes","Ensemble","1293"
"Provence-Alpes-Côte d'Azur","SANTE HUMAINE (QA)","Ensemble","Hommes","Ensemble","423"
"Auvergne-Rhône-Alpes","ACTION SOCIALE (QB)","Ensemble","Femmes","Aides",NA
"Auvergne-Rhône-Alpes","ACTION SOCIALE (QB)","Ensemble","Femmes","Apprentis",NA
"Auvergne-Rhône-Alpes","ACTION SOCIALE (QB)","Ensemble","Femmes","Ordinaires","4104"
"Auvergne-Rhône-Alpes","ACTION SOCIALE (QB)","Ensemble","Femmes","Stagiaires",NA
"Auvergne-Rhône-Alpes","ACTION SOCIALE (QB)","Ensemble","Hommes","Aides",NA
"Auvergne-Rhône-Alpes","ACTION SOCIALE (QB)","Ensemble","Hommes","Ordinaires","589"
"Auvergne-Rhône-Alpes","ACTION SOCIALE (QB)","Ensemble","Hommes","Stagiaires",NA
"Auvergne-Rhône-Alpes","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","Femmes","Aides","154"
"Auvergne-Rhône-Alpes","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","Femmes","Apprentis",NA
"Auvergne-Rhône-Alpes","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","Femmes","Ordinaires","7026"
"Auvergne-Rhône-Alpes","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","Femmes","Stagiaires",NA
"Auvergne-Rhône-Alpes","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","Hommes","Aides","108"
"Auvergne-Rhône-Alpes","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","Hommes","Apprentis",NA
"Auvergne-Rhône-Alpes","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","Hommes","Ordinaires","2618"
"Auvergne-Rhône-Alpes","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","Hommes","Stagiaires",NA
"Auvergne-Rhône-Alpes","AUTRES SECTEURS D ACTIVITE DES MUTUELLES","Ensemble","Femmes","Aides",NA
"Auvergne-Rhône-Alpes","AUTRES SECTEURS D ACTIVITE DES MUTUELLES","Ensemble","Femmes","Apprentis",NA
"Auvergne-Rhône-Alpes","AUTRES SECTEURS D ACTIVITE DES MUTUELLES","Ensemble","Femmes","Ordinaires","582"
"Auvergne-Rhône-Alpes","AUTRES SECTEURS D ACTIVITE DES MUTUELLES","Ensemble","Hommes","Aides",NA
"Auvergne-Rhône-Alpes","AUTRES SECTEURS D ACTIVITE DES MUTUELLES","Ensemble","Hommes","Apprentis",NA
"Auvergne-Rhône-Alpes","AUTRES SECTEURS D ACTIVITE DES MUTUELLES","Ensemble","Hommes","Ordinaires","265"
"Auvergne-Rhône-Alpes","SANTE HUMAINE (QA)","Ensemble","Femmes","Aides",NA
"Auvergne-Rhône-Alpes","SANTE HUMAINE (QA)","Ensemble","Femmes","Apprentis",NA
"Auvergne-Rhône-Alpes","SANTE HUMAINE (QA)","Ensemble","Femmes","Ordinaires","2789"
"Auvergne-Rhône-Alpes","SANTE HUMAINE (QA)","Ensemble","Femmes","Stagiaires",NA
"Auvergne-Rhône-Alpes","SANTE HUMAINE (QA)","Ensemble","Hommes","Aides",NA
"Auvergne-Rhône-Alpes","SANTE HUMAINE (QA)","Ensemble","Hommes","Ordinaires","666"
"Auvergne-Rhône-Alpes","SANTE HUMAINE (QA)","Ensemble","Hommes","Stagiaires",NA
"Bourgogne-Franche-Comté","ACTION SOCIALE (QB)","Ensemble","Femmes","Aides","102"
"Bourgogne-Franche-Comté","ACTION SOCIALE (QB)","Ensemble","Femmes","Apprentis",NA
"Bourgogne-Franche-Comté","ACTION SOCIALE (QB)","Ensemble","Femmes","Ordinaires","3502"
"Bourgogne-Franche-Comté","ACTION SOCIALE (QB)","Ensemble","Femmes","Stagiaires",NA
"Bourgogne-Franche-Comté","ACTION SOCIALE (QB)","Ensemble","Hommes","Aides","17"
"Bourgogne-Franche-Comté","ACTION SOCIALE (QB)","Ensemble","Hommes","Apprentis",NA
"Bourgogne-Franche-Comté","ACTION SOCIALE (QB)","Ensemble","Hommes","Ordinaires","953"
"Bourgogne-Franche-Comté","ACTION SOCIALE (QB)","Ensemble","Hommes","Stagiaires",NA
"Bourgogne-Franche-Comté","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","Femmes","Aides",NA
"Bourgogne-Franche-Comté","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","Femmes","Apprentis",NA
"Bourgogne-Franche-Comté","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","Femmes","Ordinaires","1992"
"Bourgogne-Franche-Comté","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","Hommes","Aides",NA
"Bourgogne-Franche-Comté","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","Hommes","Apprentis",NA
"Bourgogne-Franche-Comté","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","Hommes","Ordinaires","726"
"Bourgogne-Franche-Comté","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","Hommes","Stagiaires",NA
"Bourgogne-Franche-Comté","AUTRES SECTEURS D ACTIVITE DES MUTUELLES","Ensemble","Femmes","Aides",NA
"Bourgogne-Franche-Comté","AUTRES SECTEURS D ACTIVITE DES MUTUELLES","Ensemble","Femmes","Apprentis",NA
"Bourgogne-Franche-Comté","AUTRES SECTEURS D ACTIVITE DES MUTUELLES","Ensemble","Femmes","Ordinaires","287"
"Bourgogne-Franche-Comté","AUTRES SECTEURS D ACTIVITE DES MUTUELLES","Ensemble","Hommes","Aides",NA
"Bourgogne-Franche-Comté","AUTRES SECTEURS D ACTIVITE DES MUTUELLES","Ensemble","Hommes","Apprentis",NA
"Bourgogne-Franche-Comté","AUTRES SECTEURS D ACTIVITE DES MUTUELLES","Ensemble","Hommes","Ordinaires","111"
"Bourgogne-Franche-Comté","SANTE HUMAINE (QA)","Ensemble","Femmes","Aides",NA
"Bourgogne-Franche-Comté","SANTE HUMAINE (QA)","Ensemble","Femmes","Apprentis",NA
"Bourgogne-Franche-Comté","SANTE HUMAINE (QA)","Ensemble","Femmes","Ordinaires","818"
"Bourgogne-Franche-Comté","SANTE HUMAINE (QA)","Ensemble","Femmes","Stagiaires",NA
"Bourgogne-Franche-Comté","SANTE HUMAINE (QA)","Ensemble","Hommes","Aides",NA
"Bourgogne-Franche-Comté","SANTE HUMAINE (QA)","Ensemble","Hommes","Apprentis",NA
"Bourgogne-Franche-Comté","SANTE HUMAINE (QA)","Ensemble","Hommes","Ordinaires","138"
"Bretagne","ACTION SOCIALE (QB)","Ensemble","Femmes","Aides",NA
"Bretagne","ACTION SOCIALE (QB)","Ensemble","Femmes","Apprentis",NA
"Bretagne","ACTION SOCIALE (QB)","Ensemble","Femmes","Ordinaires",NA
"Bretagne","ACTION SOCIALE (QB)","Ensemble","Hommes","Aides",NA
"Bretagne","ACTION SOCIALE (QB)","Ensemble","Hommes","Apprentis",NA
"Bretagne","ACTION SOCIALE (QB)","Ensemble","Hommes","Ordinaires",NA
"Bretagne","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","Femmes","Aides","58"
"Bretagne","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","Femmes","Apprentis",NA
"Bretagne","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","Femmes","Ordinaires","2884"
"Bretagne","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","Femmes","Stagiaires",NA
"Bretagne","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","Hommes","Aides","19"
"Bretagne","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","Hommes","Apprentis",NA
"Bretagne","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","Hommes","Ordinaires","1054"
"Bretagne","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","Hommes","Stagiaires",NA
"Bretagne","AUTRES SECTEURS D ACTIVITE DES MUTUELLES","Ensemble","Femmes","Aides",NA
"Bretagne","AUTRES SECTEURS D ACTIVITE DES MUTUELLES","Ensemble","Femmes","Ordinaires",NA
"Bretagne","AUTRES SECTEURS D ACTIVITE DES MUTUELLES","Ensemble","Hommes","Aides",NA
"Bretagne","AUTRES SECTEURS D ACTIVITE DES MUTUELLES","Ensemble","Hommes","Apprentis",NA
"Bretagne","AUTRES SECTEURS D ACTIVITE DES MUTUELLES","Ensemble","Hommes","Ordinaires",NA
"Bretagne","SANTE HUMAINE (QA)","Ensemble","Femmes","Aides",NA
"Bretagne","SANTE HUMAINE (QA)","Ensemble","Femmes","Apprentis",NA
"Bretagne","SANTE HUMAINE (QA)","Ensemble","Femmes","Ordinaires",NA
"Bretagne","SANTE HUMAINE (QA)","Ensemble","Hommes","Ordinaires",NA
"Centre-Val de Loire","ACTION SOCIALE (QB)","Ensemble","Femmes","Aides",NA
"Centre-Val de Loire","ACTION SOCIALE (QB)","Ensemble","Femmes","Apprentis",NA
"Centre-Val de Loire","ACTION SOCIALE (QB)","Ensemble","Femmes","Ordinaires","760"
"Centre-Val de Loire","ACTION SOCIALE (QB)","Ensemble","Femmes","Stagiaires",NA
"Centre-Val de Loire","ACTION SOCIALE (QB)","Ensemble","Hommes","Aides",NA
"Centre-Val de Loire","ACTION SOCIALE (QB)","Ensemble","Hommes","Ordinaires","88"
"Centre-Val de Loire","ACTION SOCIALE (QB)","Ensemble","Hommes","Stagiaires",NA
"Centre-Val de Loire","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","Femmes","Aides","67"
"Centre-Val de Loire","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","Femmes","Apprentis",NA
"Centre-Val de Loire","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","Femmes","Ordinaires","3801"
"Centre-Val de Loire","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","Femmes","Stagiaires",NA
"Centre-Val de Loire","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","Hommes","Aides","35"
"Centre-Val de Loire","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","Hommes","Apprentis",NA
