"DEP","typo_Coop","typo_Coop_det","nb_etab","eff_31","eff_EQTP","rem_brut"
"74","AGRICULTURE SYLVICULTURE ET PECHE (AZ)","Ensemble","1","s","s","s"
"74","AUTRES SECTEURS D ACTIVITE DES COOPERATIVES","Ensemble","7","s","s","s"
"74","COMMERCE (GZ)","Ensemble","22","233","219","7686785"
"74","INDUSTRIE+CONSTRUCTION (BE+FZ)","Ensemble","18","355","346","12389728"
"74","SOUTIEN AUX ENTREPRISES (MN)","Ensemble","17","203","191","6605877"
"75","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","286","11980","11774","730285624"
"75","AGRICULTURE SYLVICULTURE ET PECHE (AZ)","Ensemble","2","s","s","s"
"75","AUTRES SECTEURS D ACTIVITE DES COOPERATIVES","Ensemble","74","617","656","24575388"
"75","COMMERCE (GZ)","Ensemble","30","407","406","25449083"
"75","INDUSTRIE+CONSTRUCTION (BE+FZ)","Ensemble","18","s","s","s"
"75","SOUTIEN AUX ENTREPRISES (MN)","Ensemble","91","2449","1996","74817788"
"76","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","216","2593","2578","121505359"
"76","AGRICULTURE SYLVICULTURE ET PECHE (AZ)","Ensemble","8","s","s","2579512"
"76","AUTRES SECTEURS D ACTIVITE DES COOPERATIVES","Ensemble","36","435","443","17287065"
"76","COMMERCE (GZ)","Ensemble","68","691","656","22423860"
"76","INDUSTRIE+CONSTRUCTION (BE+FZ)","Ensemble","16","707","674","25601166"
"76","SOUTIEN AUX ENTREPRISES (MN)","Ensemble","19","s","s","11857494"
"77","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","126","2370","2352","108291321"
"77","AGRICULTURE SYLVICULTURE ET PECHE (AZ)","Ensemble","3","s","s","s"
"77","AUTRES SECTEURS D ACTIVITE DES COOPERATIVES","Ensemble","24","107","101","3228384"
"77","COMMERCE (GZ)","Ensemble","15","541","542","19847783"
"77","INDUSTRIE+CONSTRUCTION (BE+FZ)","Ensemble","12","278","266","9617398"
"77","SOUTIEN AUX ENTREPRISES (MN)","Ensemble","9","s","s","s"
"78","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","179","1676","1658","82004167"
"78","AGRICULTURE SYLVICULTURE ET PECHE (AZ)","Ensemble","2","s","s","s"
"78","AUTRES SECTEURS D ACTIVITE DES COOPERATIVES","Ensemble","10","193","180","5182469"
"78","COMMERCE (GZ)","Ensemble","10","143","146","7128714"
"78","INDUSTRIE+CONSTRUCTION (BE+FZ)","Ensemble","12","207","197","6887802"
"78","SOUTIEN AUX ENTREPRISES (MN)","Ensemble","10","s","s","s"
"79","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","104","978","978","42626740"
"79","AGRICULTURE SYLVICULTURE ET PECHE (AZ)","Ensemble","9","18","19","440917"
"79","AUTRES SECTEURS D ACTIVITE DES COOPERATIVES","Ensemble","16","358","313","8785385"
"79","COMMERCE (GZ)","Ensemble","55","479","454","14050052"
"79","INDUSTRIE+CONSTRUCTION (BE+FZ)","Ensemble","22","1297","1229","32509803"
"79","SOUTIEN AUX ENTREPRISES (MN)","Ensemble","18","133","92","2284054"
"80","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","61","2238","2218","101713603"
"80","AGRICULTURE SYLVICULTURE ET PECHE (AZ)","Ensemble","11","20","20","704233"
"80","AUTRES SECTEURS D ACTIVITE DES COOPERATIVES","Ensemble","6","28","23","603116"
"80","COMMERCE (GZ)","Ensemble","33","608","626","22362776"
"80","INDUSTRIE+CONSTRUCTION (BE+FZ)","Ensemble","12","537","472","17120632"
"80","SOUTIEN AUX ENTREPRISES (MN)","Ensemble","7","30","21","623725"
"81","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","82","1207","1195","51880612"
"81","AGRICULTURE SYLVICULTURE ET PECHE (AZ)","Ensemble","17","187","182","6756580"
"81","AUTRES SECTEURS D ACTIVITE DES COOPERATIVES","Ensemble","12","71","67","1881469"
"81","COMMERCE (GZ)","Ensemble","47","262","228","6731196"
"81","INDUSTRIE+CONSTRUCTION (BE+FZ)","Ensemble","36","617","609","18398776"
"81","SOUTIEN AUX ENTREPRISES (MN)","Ensemble","18","89","71","2101557"
"82","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","51","692","684","29580726"
"82","AGRICULTURE SYLVICULTURE ET PECHE (AZ)","Ensemble","22","28","36","933408"
"82","AUTRES SECTEURS D ACTIVITE DES COOPERATIVES","Ensemble","4","10","10","266772"
"82","COMMERCE (GZ)","Ensemble","50","659","597","17427860"
"82","INDUSTRIE+CONSTRUCTION (BE+FZ)","Ensemble","8","67","62","1669984"
"82","SOUTIEN AUX ENTREPRISES (MN)","Ensemble","14","156","124","3165529"
"83","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","143","2193","2166","100384226"
"83","AGRICULTURE SYLVICULTURE ET PECHE (AZ)","Ensemble","3","9","s","s"
"83","AUTRES SECTEURS D ACTIVITE DES COOPERATIVES","Ensemble","16","122","96","2670446"
"83","COMMERCE (GZ)","Ensemble","20","181","168","5921120"
"83","INDUSTRIE+CONSTRUCTION (BE+FZ)","Ensemble","62","406","419","14730222"
"83","SOUTIEN AUX ENTREPRISES (MN)","Ensemble","7","23","s","s"
"84","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","49","888","865","38178127"
"84","AGRICULTURE SYLVICULTURE ET PECHE (AZ)","Ensemble","7","24","39","1112391"
"84","AUTRES SECTEURS D ACTIVITE DES COOPERATIVES","Ensemble","19","93","103","2978948"
"84","COMMERCE (GZ)","Ensemble","28","902","960","33536781"
"84","INDUSTRIE+CONSTRUCTION (BE+FZ)","Ensemble","50","598","606","21031297"
"84","SOUTIEN AUX ENTREPRISES (MN)","Ensemble","15","76","61","1925355"
"85","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","192","1411","1427","65027998"
"85","AGRICULTURE SYLVICULTURE ET PECHE (AZ)","Ensemble","26","176","174","6627039"
"85","AUTRES SECTEURS D ACTIVITE DES COOPERATIVES","Ensemble","14","237","254","7406988"
"85","COMMERCE (GZ)","Ensemble","78","1829","1748","58284790"
"85","INDUSTRIE+CONSTRUCTION (BE+FZ)","Ensemble","41","855","802","27007114"
"85","SOUTIEN AUX ENTREPRISES (MN)","Ensemble","37","201","179","5163545"
"86","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","90","1299","1298","58250641"
"86","AGRICULTURE SYLVICULTURE ET PECHE (AZ)","Ensemble","4","101","94","2813048"
"86","AUTRES SECTEURS D ACTIVITE DES COOPERATIVES","Ensemble","24","276","228","6106604"
"86","COMMERCE (GZ)","Ensemble","81","889","921","28772446"
"86","INDUSTRIE+CONSTRUCTION (BE+FZ)","Ensemble","17","305","295","8928247"
"86","SOUTIEN AUX ENTREPRISES (MN)","Ensemble","17","101","85","2963640"
"87","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","61","1282","1259","57139605"
"87","AGRICULTURE SYLVICULTURE ET PECHE (AZ)","Ensemble","12","107","101","3196884"
"87","AUTRES SECTEURS D ACTIVITE DES COOPERATIVES","Ensemble","9","102","93","2432771"
"87","COMMERCE (GZ)","Ensemble","36","852","787","20875808"
"87","INDUSTRIE+CONSTRUCTION (BE+FZ)","Ensemble","26","557","536","16920534"
"87","SOUTIEN AUX ENTREPRISES (MN)","Ensemble","19","91","93","3968728"
"88","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","88","860","837","35116304"
"88","AGRICULTURE SYLVICULTURE ET PECHE (AZ)","Ensemble","3","89","86","3301869"
"88","AUTRES SECTEURS D ACTIVITE DES COOPERATIVES","Ensemble","6","58","78","1895916"
"88","COMMERCE (GZ)","Ensemble","36","354","323","9675358"
"88","INDUSTRIE+CONSTRUCTION (BE+FZ)","Ensemble","6","s","489","s"
"88","SOUTIEN AUX ENTREPRISES (MN)","Ensemble","8","s","44","s"
"89","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","88","763","757","33662438"
"89","AGRICULTURE SYLVICULTURE ET PECHE (AZ)","Ensemble","7","79","86","3086004"
"89","AUTRES SECTEURS D ACTIVITE DES COOPERATIVES","Ensemble","15","s","s","s"
"89","COMMERCE (GZ)","Ensemble","16","367","357","13039981"
"89","INDUSTRIE+CONSTRUCTION (BE+FZ)","Ensemble","9","618","600","19189018"
"89","SOUTIEN AUX ENTREPRISES (MN)","Ensemble","7","s","s","s"
"90","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","36","258","255","11774728"
"90","AUTRES SECTEURS D ACTIVITE DES COOPERATIVES","Ensemble","2","s","s","s"
"90","COMMERCE (GZ)","Ensemble","4","s","s","s"
"91","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","145","1139","1116","55575552"
"91","AGRICULTURE SYLVICULTURE ET PECHE (AZ)","Ensemble","2","s","s","s"
"91","AUTRES SECTEURS D ACTIVITE DES COOPERATIVES","Ensemble","10","329","322","12642867"
"91","COMMERCE (GZ)","Ensemble","16","195","200","7994574"
"91","INDUSTRIE+CONSTRUCTION (BE+FZ)","Ensemble","12","642","632","29478172"
"91","SOUTIEN AUX ENTREPRISES (MN)","Ensemble","11","s","s","s"
"92","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","155","2488","2438","127202724"
"92","AUTRES SECTEURS D ACTIVITE DES COOPERATIVES","Ensemble","14","216","190","7183526"
"92","COMMERCE (GZ)","Ensemble","12","395","375","21921773"
"92","INDUSTRIE+CONSTRUCTION (BE+FZ)","Ensemble","9","253","247","9283595"
"92","SOUTIEN AUX ENTREPRISES (MN)","Ensemble","14","232","197","7449647"
"93","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","100","722","690","32382028"
"93","AUTRES SECTEURS D ACTIVITE DES COOPERATIVES","Ensemble","35","272","232","6826040"
"93","COMMERCE (GZ)","Ensemble","6","128","121","4156733"
"93","INDUSTRIE+CONSTRUCTION (BE+FZ)","Ensemble","16","824","837","30563637"
"93","SOUTIEN AUX ENTREPRISES (MN)","Ensemble","19","128","100","3420551"
"94","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","132","953","949","47597296"
"94","AUTRES SECTEURS D ACTIVITE DES COOPERATIVES","Ensemble","18","98","98","3318770"
"94","COMMERCE (GZ)","Ensemble","15","1685","1651","84052353"
"94","INDUSTRIE+CONSTRUCTION (BE+FZ)","Ensemble","19","359","365","15366672"
"94","SOUTIEN AUX ENTREPRISES (MN)","Ensemble","18","146","134","5163764"
"95","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","98","660","654","33116700"
"95","AUTRES SECTEURS D ACTIVITE DES COOPERATIVES","Ensemble","8","s","318","s"
"95","COMMERCE (GZ)","Ensemble","8","s","s","s"
"95","INDUSTRIE+CONSTRUCTION (BE+FZ)","Ensemble","2","s","s","s"
"95","SOUTIEN AUX ENTREPRISES (MN)","Ensemble","11","61","56","1952134"
"971","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","58","707","721","39688727"
"971","AGRICULTURE SYLVICULTURE ET PECHE (AZ)","Ensemble","8","42","47","1681073"
"971","AUTRES SECTEURS D ACTIVITE DES COOPERATIVES","Ensemble","9","31","30","1152544"
"971","COMMERCE (GZ)","Ensemble","5","29","28","949901"
"971","INDUSTRIE+CONSTRUCTION (BE+FZ)","Ensemble","7","21","16","372922"
"971","SOUTIEN AUX ENTREPRISES (MN)","Ensemble","4","10","7","192173"
"972","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","74","854","852","47771855"
"972","AGRICULTURE SYLVICULTURE ET PECHE (AZ)","Ensemble","6","32","31","896699"
"972","AUTRES SECTEURS D ACTIVITE DES COOPERATIVES","Ensemble","9","17","14","345768"
"972","COMMERCE (GZ)","Ensemble","2","s","s","s"
"972","INDUSTRIE+CONSTRUCTION (BE+FZ)","Ensemble","5","21","18","383183"
"972","SOUTIEN AUX ENTREPRISES (MN)","Ensemble","2","s","s","s"
"973","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","11","99","98","4979187"
"973","AGRICULTURE SYLVICULTURE ET PECHE (AZ)","Ensemble","3","20","18","591513"
"973","COMMERCE (GZ)","Ensemble","3","10","7","214724"
"973","SOUTIEN AUX ENTREPRISES (MN)","Ensemble","4","28","16","586387"
"974","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","77","1052","1051","60287151"
"974","AGRICULTURE SYLVICULTURE ET PECHE (AZ)","Ensemble","9","88","87","3378112"
"974","AUTRES SECTEURS D ACTIVITE DES COOPERATIVES","Ensemble","20","689","459","10876575"
"974","COMMERCE (GZ)","Ensemble","14","102","95","3440833"
"974","INDUSTRIE+CONSTRUCTION (BE+FZ)","Ensemble","20","362","340","13826997"
"974","SOUTIEN AUX ENTREPRISES (MN)","Ensemble","9","81","71","2361476"
"1","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Activites des services financiers hors assurance et caisses","75","1094","1070","48936250"
"2","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Activites des services financiers hors assurance et caisses","78","823","828","36294592"
"3","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Activites des services financiers hors assurance et caisses","68","745","751","32343100"
"4","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Activites des services financiers hors assurance et caisses","11","s","s","s"
"5","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Activites des services financiers hors assurance et caisses","15","275","259","11628254"
"6","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Activites des services financiers hors assurance et caisses","150","3077","3063","151370104"
"7","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Activites des services financiers hors assurance et caisses","62","703","676","30924925"
"8","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Activites des services financiers hors assurance et caisses","34","553","537","23375689"
"9","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Activites des services financiers hors assurance et caisses","29","292","294","12525727"
"10","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Activites des services financiers hors assurance et caisses","60","849","841","37402238"
"11","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Activites des services financiers hors assurance et caisses","56","660","669","29935152"
"12","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Activites des services financiers hors assurance et caisses","64","969","953","41770417"
"13","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Activites de services financiers et d assurances","2","s","s","s"
"13","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Activites des services financiers hors assurance et caisses","171","s","s","s"
"14","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Activites de services financiers et d assurances","1","s","s","s"
"14","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Activites des services financiers hors assurance et caisses","112","s","s","s"
"15","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Activites des services financiers hors assurance et caisses","48","493","490","21808034"
"16","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Activites des services financiers hors assurance et caisses","62","1121","1117","51937132"
"17","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Activites des services financiers hors assurance et caisses","156","2066","2081","94239489"
"18","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Activites des services financiers hors assurance et caisses","49","798","798","34894505"
"19","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Activites des services financiers hors assurance et caisses","66","602","602","26100761"
"21","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Activites des services financiers hors assurance et caisses","132","2278","2252","112206228"
"22","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Activites de services financiers et d assurances","1","s","s","s"
"22","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Activites des services financiers hors assurance et caisses","67","s","s","s"
"23","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Activites des services financiers hors assurance et caisses","37","265","265","11191964"
"24","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Activites des services financiers hors assurance et caisses","76","1011","1016","44843760"
"25","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Activites des services financiers hors assurance et caisses","112","2720","2678","121855052"
"26","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Activites de services financiers et d assurances","1","s","s","s"
"26","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Activites des services financiers hors assurance et caisses","113","s","s","s"
"27","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Activites des services financiers hors assurance et caisses","92","1029","1029","46087598"
"28","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Activites des services financiers hors assurance et caisses","113","1174","1169","51355578"
"29","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Activites de services financiers et d assurances","1","s","s","s"
"29","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Activites des services financiers hors assurance et caisses","151","4767","s","s"
"2A","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Activites des services financiers hors assurance et caisses","11","457","450","s"
"2B","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Activites des services financiers hors assurance et caisses","11","83","s","3774492"
"30","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Activites des services financiers hors assurance et caisses","107","1660","1649","75340179"
"31","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Activites de services financiers et d assurances","2","s","s","s"
"31","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Activites des services financiers hors assurance et caisses","271","s","s","s"
"32","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Activites des services financiers hors assurance et caisses","36","592","593","26511880"
"33","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Activites de services financiers et d assurances","1","s","s","s"
"33","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Activites des services financiers hors assurance et caisses","177","s","s","s"
"34","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Activites des services financiers hors assurance et caisses","164","2703","2671","128702605"
"35","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Activites de services financiers et d assurances","3","s","s","s"
"35","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Activites des services financiers hors assurance et caisses","109","s","s","s"
"36","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Activites des services financiers hors assurance et caisses","37","594","593","26037504"
"37","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Activites de services financiers et d assurances","2","s","s","s"
"37","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Activites des services financiers hors assurance et caisses","149","s","s","s"
"38","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Activites des services financiers hors assurance et caisses","187","3244","3246","151170377"
"39","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Activites des services financiers hors assurance et caisses","63","374","357","15365377"
"40","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Activites des services financiers hors assurance et caisses","53","1100","1101","49656209"
"41","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Activites des services financiers hors assurance et caisses","60","958","964","43432476"
"42","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Activites des services financiers hors assurance et caisses","137","2361","2318","107915895"
"43","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Activites des services financiers hors assurance et caisses","41","656","629","25588542"
"44","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Activites de services financiers et d assurances","3","75","77","3339120"
"44","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Activites des services financiers hors assurance et caisses","258","5672","5616","256323248"
"45","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Activites des services financiers hors assurance et caisses","137","2318","2333","108776728"
"46","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Activites des services financiers hors assurance et caisses","42","705","705","30405422"
"47","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Activites des services financiers hors assurance et caisses","51","894","901","40700685"
"48","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Activites des services financiers hors assurance et caisses","15","192","196","8582346"
"49","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Activites de services financiers et d assurances","1","s","s","s"
"49","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Activites des services financiers hors assurance et caisses","200","s","s","s"
"50","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Activites des services financiers hors assurance et caisses","85","1095","1100","47294558"
"51","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Activites de services financiers et d assurances","1","s","s","s"
"51","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Activites des services financiers hors assurance et caisses","92","s","s","s"
"52","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Activites des services financiers hors assurance et caisses","37","326","324","14057996"
"53","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Activites de services financiers et d assurances","1","s","s","s"
"53","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Activites des services financiers hors assurance et caisses","73","1224","s","s"
"54","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Activites des services financiers hors assurance et caisses","116","1564","1570","69756098"
"55","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Activites des services financiers hors assurance et caisses","29","407","403","16703375"
"56","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Activites de services financiers et d assurances","2","s","s","s"
"56","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Activites des services financiers hors assurance et caisses","124","s","s","s"
"57","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Activites de services financiers et d assurances","2","s","s","s"
"57","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Activites des services financiers hors assurance et caisses","255","s","s","s"
"58","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Activites des services financiers hors assurance et caisses","71","617","607","26881140"
"59","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Activites de services financiers et d assurances","2","s","s","s"
"59","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Activites des services financiers hors assurance et caisses","449","s","s","s"
"60","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Activites des services financiers hors assurance et caisses","93","498","502","23450767"
"61","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Activites des services financiers hors assurance et caisses","49","640","640","27483007"
"62","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Activites de services financiers et d assurances","1","s","s","s"
"62","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Activites des services financiers hors assurance et caisses","259","2752","s","s"
"63","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Activites des services financiers hors assurance et caisses","106","2383","2481","117094715"
"64","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Activites de services financiers et d assurances","1","s","s","s"
"64","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Activites des services financiers hors assurance et caisses","107","s","s","s"
"65","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Activites des services financiers hors assurance et caisses","35","593","587","26120274"
"66","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Activites des services financiers hors assurance et caisses","79","1672","1671","74705009"
"67","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Activites de services financiers et d assurances","1","s","s","s"
"67","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Activites des services financiers hors assurance et caisses","351","s","s","s"
"68","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Activites des services financiers hors assurance et caisses","255","2216","2149","102164510"
"69","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Activites de services financiers et d assurances","1","s","s","s"
"69","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Activites des services financiers hors assurance et caisses","266","s","s","s"
"70","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Activites des services financiers hors assurance et caisses","36","224","220","9511563"
"71","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Activites des services financiers hors assurance et caisses","89","1155","1146","53022956"
"72","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Activites des services financiers hors assurance et caisses","100","1384","1412","62551460"
"73","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Activites des services financiers hors assurance et caisses","67","1430","1390","62733354"
"74","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Activites des services financiers hors assurance et caisses","132","2531","2478","111063194"
"75","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Activites de services financiers et d assurances","3","s","s","s"
"75","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Activites des services financiers hors assurance et caisses","283","s","s","s"
"76","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Activites de services financiers et d assurances","1","s","s","s"
"76","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Activites des services financiers hors assurance et caisses","215","s","s","s"
"77","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Activites des services financiers hors assurance et caisses","126","2370","2352","108291321"
"78","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Activites des services financiers hors assurance et caisses","179","1676","1658","82004167"
"79","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Activites des services financiers hors assurance et caisses","104","978","978","42626740"
"80","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Activites des services financiers hors assurance et caisses","61","2238","2218","101713603"
"81","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Activites des services financiers hors assurance et caisses","82","1207","1195","51880612"
"82","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Activites des services financiers hors assurance et caisses","51","692","684","29580726"
"83","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Activites de services financiers et d assurances","1","s","s","s"
"83","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Activites des services financiers hors assurance et caisses","142","s","s","s"
"84","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Activites des services financiers hors assurance et caisses","49","888","865","38178127"
"85","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Activites de services financiers et d assurances","2","s","s","s"
"85","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Activites des services financiers hors assurance et caisses","190","s","s","s"
"86","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Activites des services financiers hors assurance et caisses","90","1299","1298","58250641"
"87","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Activites des services financiers hors assurance et caisses","61","1282","1259","57139605"
"88","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Activites des services financiers hors assurance et caisses","88","860","837","35116304"
"89","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Activites des services financiers hors assurance et caisses","88","763","757","33662438"
"90","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Activites des services financiers hors assurance et caisses","36","258","255","11774728"
"91","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Activites des services financiers hors assurance et caisses","145","1139","1116","55575552"
"92","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Activites de services financiers et d assurances","2","s","s","s"
"92","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Activites des services financiers hors assurance et caisses","153","s","s","s"
"93","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Activites des services financiers hors assurance et caisses","100","722","690","32382028"
"94","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Activites des services financiers hors assurance et caisses","132","953","949","47597296"
"95","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Activites de services financiers et d assurances","2","s","s","s"
"95","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Activites des services financiers hors assurance et caisses","96","s","s","s"
"971","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Activites des services financiers hors assurance et caisses","58","707","721","39688727"
"972","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Activites des services financiers hors assurance et caisses","74","854","852","47771855"
