"DEP","ESS","famille","typo_A","typo_A_det","nb_etab","nb_ent","eff_31","eff_EQTP","rem_brut"
"974","ESS + Hors ESS","1. Coopérative","INDUSTRIE+CONSTRUCTION (BE+FZ)","Ensemble","20","17","","",""
"974","ESS + Hors ESS","1. Coopérative","SERVICES DIVERS","Ensemble","31","23","","",""
"974","ESS + Hors ESS","2. Mutuelle","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","37","8","668","608","27030726"
"974","ESS + Hors ESS","2. Mutuelle","SERVICES DIVERS","Ensemble","4","0","","",""
"974","ESS + Hors ESS","3. Association","ACTION SOCIALE (QB)","Ensemble","384","254","7878","6813","181654277"
"974","ESS + Hors ESS","3. Association","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","5","2","","",""
"974","ESS + Hors ESS","3. Association","AGRICULTURE SYLVICULTURE ET PECHE (AZ)","Ensemble","8","7","","",""
"974","ESS + Hors ESS","3. Association","ARTS SPECTACLES (RZ1)","Ensemble","141","131","267","296","8618003"
"974","ESS + Hors ESS","3. Association","ENSEIGNEMENT (PZ)","Ensemble","127","112","1929","1793","72980948"
"974","ESS + Hors ESS","3. Association","HEBERGEMENT ET RESTAURATION (IZ)","Ensemble","12","8","47","57","1426041"
"974","ESS + Hors ESS","3. Association","INDUSTRIE+CONSTRUCTION (BE+FZ)","Ensemble","6","4","","",""
"974","ESS + Hors ESS","3. Association","NON-CLASSES (94.99Z)","Ensemble","598","561","","",""
"974","ESS + Hors ESS","3. Association","SANTE HUMAINE (QA)","Ensemble","30","8","941","863","37374286"
"974","ESS + Hors ESS","3. Association","SERVICES DIVERS","Ensemble","266","229","2718","2373","60918227"
"974","ESS + Hors ESS","3. Association","SPORTS ET LOISIRS (RZ2)","Ensemble","315","301","","",""
"974","ESS + Hors ESS","4. Fondation","ACTION SOCIALE (QB)","Ensemble","38","1","","",""
"974","ESS + Hors ESS","4. Fondation","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","1","0","","",""
"974","ESS + Hors ESS","4. Fondation","ENSEIGNEMENT (PZ)","Ensemble","1","1","","",""
"974","ESS + Hors ESS","4. Fondation","NON-CLASSES (94.99Z)","Ensemble","2","0","","",""
"974","ESS + Hors ESS","Privé Hors ESS","ACTION SOCIALE (QB)","Ensemble","131","83","1755","1456","32838728"
"974","ESS + Hors ESS","Privé Hors ESS","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","921","657","4245","4044","174191644"
"974","ESS + Hors ESS","Privé Hors ESS","AGRICULTURE SYLVICULTURE ET PECHE (AZ)","Ensemble","1121","1088","","",""
"974","ESS + Hors ESS","Privé Hors ESS","ARTS SPECTACLES (RZ1)","Ensemble","85","72","671","645","21108853"
"974","ESS + Hors ESS","Privé Hors ESS","ENSEIGNEMENT (PZ)","Ensemble","499","415","1314","1255","34885407"
"974","ESS + Hors ESS","Privé Hors ESS","HEBERGEMENT ET RESTAURATION (IZ)","Ensemble","1513","1371","8121","7226","169434584"
"974","ESS + Hors ESS","Privé Hors ESS","INDUSTRIE+CONSTRUCTION (BE+FZ)","Ensemble","4536","4161","","",""
"974","ESS + Hors ESS","Privé Hors ESS","NON-CLASSES (94.99Z)","Ensemble","2","1","","",""
"974","ESS + Hors ESS","Privé Hors ESS","SANTE HUMAINE (QA)","Ensemble","1676","1566","5467","4918","149015365"
"974","ESS + Hors ESS","Privé Hors ESS","SERVICES DIVERS","Ensemble","10844","8816","67468","63425","2020544488"
"974","ESS + Hors ESS","Privé Hors ESS","SPORTS ET LOISIRS (RZ2)","Ensemble","146","137","","",""
"974","ESS + Hors ESS","Public","ACTION SOCIALE (QB)","Ensemble","53","37","6046","5072","110730353"
"974","ESS + Hors ESS","Public","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","3","0","110","105","8448296"
"974","ESS + Hors ESS","Public","AGRICULTURE SYLVICULTURE ET PECHE (AZ)","Ensemble","1","0","","",""
"974","ESS + Hors ESS","Public","ARTS SPECTACLES (RZ1)","Ensemble","6","4","160","149","5184709"
"974","ESS + Hors ESS","Public","ENSEIGNEMENT (PZ)","Ensemble","652","126","22392","20385","1020685889"
"974","ESS + Hors ESS","Public","HEBERGEMENT ET RESTAURATION (IZ)","Ensemble","3","0","19","17","414136"
"974","ESS + Hors ESS","Public","INDUSTRIE+CONSTRUCTION (BE+FZ)","Ensemble","5","3","","",""
"974","ESS + Hors ESS","Public","SANTE HUMAINE (QA)","Ensemble","13","4","10306","9931","470597974"
"974","ESS + Hors ESS","Public","SERVICES DIVERS","Ensemble","244","76","45068","42429","1455986693"
"974","ESS + Hors ESS","Public","SPORTS ET LOISIRS (RZ2)","Ensemble","1","0","","",""
"1","ESS + Hors ESS","2. Mutuelle","ACTION SOCIALE (QB)","Aide a domicile","1","0","","",""
"1","ESS + Hors ESS","2. Mutuelle","ACTION SOCIALE (QB)","Hebergement medico-social et social","3","0","","",""
"1","ESS + Hors ESS","3. Association","ACTION SOCIALE (QB)","Accueil des jeunes enfants","44","35","","",""
"1","ESS + Hors ESS","3. Association","ACTION SOCIALE (QB)","Aide a domicile","35","31","","",""
"1","ESS + Hors ESS","3. Association","ACTION SOCIALE (QB)","Aide par le travail","23","0","1517","1269","22290800"
"1","ESS + Hors ESS","3. Association","ACTION SOCIALE (QB)","Autres actions sociales","80","32","2049","1609",""
"1","ESS + Hors ESS","3. Association","ACTION SOCIALE (QB)","Hebergement medico-social et social","111","38","3827","3354","94150844"
"1","ESS + Hors ESS","4. Fondation","ACTION SOCIALE (QB)","Hebergement medico-social et social","1","0","","",""
"1","ESS + Hors ESS","Privé Hors ESS","ACTION SOCIALE (QB)","Accueil des jeunes enfants","33","25","","",""
"1","ESS + Hors ESS","Privé Hors ESS","ACTION SOCIALE (QB)","Aide a domicile","20","16","","",""
"1","ESS + Hors ESS","Privé Hors ESS","ACTION SOCIALE (QB)","Aide par le travail","1","1","","",""
"1","ESS + Hors ESS","Privé Hors ESS","ACTION SOCIALE (QB)","Autres actions sociales","1","1","","",""
"1","ESS + Hors ESS","Privé Hors ESS","ACTION SOCIALE (QB)","Hebergement medico-social et social","21","14","732","671","18038006"
"1","ESS + Hors ESS","Public","ACTION SOCIALE (QB)","Accueil des jeunes enfants","3","1","","",""
"1","ESS + Hors ESS","Public","ACTION SOCIALE (QB)","Aide a domicile","1","0","","",""
"1","ESS + Hors ESS","Public","ACTION SOCIALE (QB)","Autres actions sociales","22","17","","",""
"1","ESS + Hors ESS","Public","ACTION SOCIALE (QB)","Hebergement medico-social et social","31","20","2507","2313","63766720"
"2","ESS + Hors ESS","2. Mutuelle","ACTION SOCIALE (QB)","Hebergement medico-social et social","1","0","","",""
"2","ESS + Hors ESS","3. Association","ACTION SOCIALE (QB)","Accueil des jeunes enfants","23","19","","",""
"2","ESS + Hors ESS","3. Association","ACTION SOCIALE (QB)","Aide a domicile","24","15","","","12575300"
"2","ESS + Hors ESS","3. Association","ACTION SOCIALE (QB)","Aide par le travail","17","4","1300","1173","17600477"
"2","ESS + Hors ESS","3. Association","ACTION SOCIALE (QB)","Autres actions sociales","77","39","1382","1119",""
"2","ESS + Hors ESS","3. Association","ACTION SOCIALE (QB)","Hebergement medico-social et social","82","16","2135","1832","51235782"
"2","ESS + Hors ESS","4. Fondation","ACTION SOCIALE (QB)","Aide par le travail","4","0","","",""
"2","ESS + Hors ESS","4. Fondation","ACTION SOCIALE (QB)","Autres actions sociales","5","0","30","23",""
"2","ESS + Hors ESS","4. Fondation","ACTION SOCIALE (QB)","Hebergement medico-social et social","9","0","","",""
"2","ESS + Hors ESS","Privé Hors ESS","ACTION SOCIALE (QB)","Accueil des jeunes enfants","20","14","","",""
"2","ESS + Hors ESS","Privé Hors ESS","ACTION SOCIALE (QB)","Aide a domicile","14","10","","",""
"2","ESS + Hors ESS","Privé Hors ESS","ACTION SOCIALE (QB)","Aide par le travail","1","1","","",""
"2","ESS + Hors ESS","Privé Hors ESS","ACTION SOCIALE (QB)","Autres actions sociales","4","4","","",""
"2","ESS + Hors ESS","Privé Hors ESS","ACTION SOCIALE (QB)","Hebergement medico-social et social","21","12","1206","1078","28571508"
"2","ESS + Hors ESS","Public","ACTION SOCIALE (QB)","Aide a domicile","15","5","648","497",""
"2","ESS + Hors ESS","Public","ACTION SOCIALE (QB)","Aide par le travail","2","0","","",""
"2","ESS + Hors ESS","Public","ACTION SOCIALE (QB)","Autres actions sociales","41","31","","",""
"2","ESS + Hors ESS","Public","ACTION SOCIALE (QB)","Hebergement medico-social et social","37","20","2344","2085","55892456"
"3","ESS + Hors ESS","1. Coopérative","ACTION SOCIALE (QB)","Hebergement medico-social et social","1","1","","",""
"3","ESS + Hors ESS","2. Mutuelle","ACTION SOCIALE (QB)","Aide a domicile","3","0","","",""
"3","ESS + Hors ESS","3. Association","ACTION SOCIALE (QB)","Accueil des jeunes enfants","8","8","","",""
"3","ESS + Hors ESS","3. Association","ACTION SOCIALE (QB)","Aide a domicile","23","20","","",""
"3","ESS + Hors ESS","3. Association","ACTION SOCIALE (QB)","Aide par le travail","16","5","","",""
"3","ESS + Hors ESS","3. Association","ACTION SOCIALE (QB)","Autres actions sociales","79","45","735","640","16578658"
"3","ESS + Hors ESS","3. Association","ACTION SOCIALE (QB)","Hebergement medico-social et social","78","26","2128","1889","53318975"
"3","ESS + Hors ESS","4. Fondation","ACTION SOCIALE (QB)","Hebergement medico-social et social","1","1","","",""
"3","ESS + Hors ESS","Privé Hors ESS","ACTION SOCIALE (QB)","Accueil des jeunes enfants","6","2","","",""
"3","ESS + Hors ESS","Privé Hors ESS","ACTION SOCIALE (QB)","Aide a domicile","9","8","","",""
"3","ESS + Hors ESS","Privé Hors ESS","ACTION SOCIALE (QB)","Aide par le travail","1","1","","",""
"3","ESS + Hors ESS","Privé Hors ESS","ACTION SOCIALE (QB)","Autres actions sociales","5","5","107","87","2394372"
"3","ESS + Hors ESS","Privé Hors ESS","ACTION SOCIALE (QB)","Hebergement medico-social et social","14","8","501","466","12201409"
"3","ESS + Hors ESS","Public","ACTION SOCIALE (QB)","Accueil des jeunes enfants","2","0","","",""
"3","ESS + Hors ESS","Public","ACTION SOCIALE (QB)","Aide a domicile","9","4","","",""
"3","ESS + Hors ESS","Public","ACTION SOCIALE (QB)","Autres actions sociales","21","15","290","272","8088209"
"3","ESS + Hors ESS","Public","ACTION SOCIALE (QB)","Hebergement medico-social et social","34","23","2927","2771","78563720"
"4","ESS + Hors ESS","3. Association","ACTION SOCIALE (QB)","Accueil des jeunes enfants","23","23","","",""
"4","ESS + Hors ESS","3. Association","ACTION SOCIALE (QB)","Aide a domicile","32","31","","",""
"4","ESS + Hors ESS","3. Association","ACTION SOCIALE (QB)","Aide par le travail","6","2","","",""
"4","ESS + Hors ESS","3. Association","ACTION SOCIALE (QB)","Autres actions sociales","45","26","559","433","11294981"
"4","ESS + Hors ESS","3. Association","ACTION SOCIALE (QB)","Hebergement medico-social et social","43","18","","",""
"4","ESS + Hors ESS","4. Fondation","ACTION SOCIALE (QB)","Hebergement medico-social et social","1","0","","",""
"4","ESS + Hors ESS","Privé Hors ESS","ACTION SOCIALE (QB)","Accueil des jeunes enfants","3","2","","",""
"4","ESS + Hors ESS","Privé Hors ESS","ACTION SOCIALE (QB)","Aide a domicile","3","2","","",""
"4","ESS + Hors ESS","Privé Hors ESS","ACTION SOCIALE (QB)","Hebergement medico-social et social","9","7","","",""
"4","ESS + Hors ESS","Public","ACTION SOCIALE (QB)","Accueil des jeunes enfants","2","1","","",""
"4","ESS + Hors ESS","Public","ACTION SOCIALE (QB)","Aide a domicile","2","1","","",""
"4","ESS + Hors ESS","Public","ACTION SOCIALE (QB)","Autres actions sociales","12","10","166","139","3473801"
"4","ESS + Hors ESS","Public","ACTION SOCIALE (QB)","Hebergement medico-social et social","8","6","","",""
"5","ESS + Hors ESS","1. Coopérative","ACTION SOCIALE (QB)","Accueil des jeunes enfants","2","2","","",""
"5","ESS + Hors ESS","3. Association","ACTION SOCIALE (QB)","Accueil des jeunes enfants","21","20","","",""
"5","ESS + Hors ESS","3. Association","ACTION SOCIALE (QB)","Aide a domicile","13","12","331","235","5341804"
"5","ESS + Hors ESS","3. Association","ACTION SOCIALE (QB)","Aide par le travail","3","0","","",""
"5","ESS + Hors ESS","3. Association","ACTION SOCIALE (QB)","Autres actions sociales","45","25","","",""
"5","ESS + Hors ESS","3. Association","ACTION SOCIALE (QB)","Hebergement medico-social et social","38","9","1612","1349","35868353"
"5","ESS + Hors ESS","Privé Hors ESS","ACTION SOCIALE (QB)","Accueil des jeunes enfants","3","2","","",""
"5","ESS + Hors ESS","Privé Hors ESS","ACTION SOCIALE (QB)","Aide a domicile","9","7","120","84","1711712"
"5","ESS + Hors ESS","Privé Hors ESS","ACTION SOCIALE (QB)","Aide par le travail","1","1","","",""
"5","ESS + Hors ESS","Privé Hors ESS","ACTION SOCIALE (QB)","Hebergement medico-social et social","3","3","167","144","3711983"
"5","ESS + Hors ESS","Public","ACTION SOCIALE (QB)","Accueil des jeunes enfants","2","1","","",""
"5","ESS + Hors ESS","Public","ACTION SOCIALE (QB)","Autres actions sociales","9","8","","",""
"5","ESS + Hors ESS","Public","ACTION SOCIALE (QB)","Hebergement medico-social et social","6","3","401","349","8805360"
"6","ESS + Hors ESS","1. Coopérative","ACTION SOCIALE (QB)","Aide a domicile","2","1","","",""
"6","ESS + Hors ESS","1. Coopérative","ACTION SOCIALE (QB)","Autres actions sociales","1","1","","",""
"6","ESS + Hors ESS","1. Coopérative","ACTION SOCIALE (QB)","Hebergement medico-social et social","1","1","","",""
"6","ESS + Hors ESS","2. Mutuelle","ACTION SOCIALE (QB)","Accueil des jeunes enfants","2","1","","",""
"6","ESS + Hors ESS","2. Mutuelle","ACTION SOCIALE (QB)","Aide a domicile","4","0","","",""
"6","ESS + Hors ESS","2. Mutuelle","ACTION SOCIALE (QB)","Autres actions sociales","2","0","","",""
"6","ESS + Hors ESS","3. Association","ACTION SOCIALE (QB)","Accueil des jeunes enfants","35","24","","",""
"6","ESS + Hors ESS","3. Association","ACTION SOCIALE (QB)","Aide a domicile","51","44","1014","686","15301882"
"6","ESS + Hors ESS","3. Association","ACTION SOCIALE (QB)","Aide par le travail","11","2","","",""
"6","ESS + Hors ESS","3. Association","ACTION SOCIALE (QB)","Autres actions sociales","135","49","2392","2093","57367303"
"6","ESS + Hors ESS","3. Association","ACTION SOCIALE (QB)","Hebergement medico-social et social","109","33","3669","3315","97302676"
"6","ESS + Hors ESS","4. Fondation","ACTION SOCIALE (QB)","Hebergement medico-social et social","6","2","","",""
"6","ESS + Hors ESS","Privé Hors ESS","ACTION SOCIALE (QB)","Accueil des jeunes enfants","63","24","630","492","10930146"
"6","ESS + Hors ESS","Privé Hors ESS","ACTION SOCIALE (QB)","Aide a domicile","123","87","2768","1887","40040764"
"6","ESS + Hors ESS","Privé Hors ESS","ACTION SOCIALE (QB)","Aide par le travail","1","1","","",""
"6","ESS + Hors ESS","Privé Hors ESS","ACTION SOCIALE (QB)","Autres actions sociales","7","6","","",""
"6","ESS + Hors ESS","Privé Hors ESS","ACTION SOCIALE (QB)","Hebergement medico-social et social","111","81","4390","3929","111419479"
"6","ESS + Hors ESS","Public","ACTION SOCIALE (QB)","Accueil des jeunes enfants","5","0","","",""
"6","ESS + Hors ESS","Public","ACTION SOCIALE (QB)","Aide a domicile","7","0","121","116","2564941"
"6","ESS + Hors ESS","Public","ACTION SOCIALE (QB)","Autres actions sociales","54","43","","",""
"6","ESS + Hors ESS","Public","ACTION SOCIALE (QB)","Hebergement medico-social et social","17","14","1505","1445","39659466"
"7","ESS + Hors ESS","1. Coopérative","ACTION SOCIALE (QB)","Accueil des jeunes enfants","1","1","","",""
"7","ESS + Hors ESS","1. Coopérative","ACTION SOCIALE (QB)","Aide a domicile","1","1","","",""
"7","ESS + Hors ESS","1. Coopérative","ACTION SOCIALE (QB)","Autres actions sociales","2","0","","",""
"7","ESS + Hors ESS","1. Coopérative","ACTION SOCIALE (QB)","Hebergement medico-social et social","1","1","","",""
"7","ESS + Hors ESS","2. Mutuelle","ACTION SOCIALE (QB)","Aide par le travail","1","0","","",""
"7","ESS + Hors ESS","2. Mutuelle","ACTION SOCIALE (QB)","Hebergement medico-social et social","13","1","","",""
"7","ESS + Hors ESS","3. Association","ACTION SOCIALE (QB)","Accueil des jeunes enfants","31","23","","",""
"7","ESS + Hors ESS","3. Association","ACTION SOCIALE (QB)","Aide a domicile","33","23","","",""
"7","ESS + Hors ESS","3. Association","ACTION SOCIALE (QB)","Aide par le travail","10","1","","",""
"7","ESS + Hors ESS","3. Association","ACTION SOCIALE (QB)","Autres actions sociales","66","34","","",""
"7","ESS + Hors ESS","3. Association","ACTION SOCIALE (QB)","Hebergement medico-social et social","68","26","1681","1425","40120608"
"7","ESS + Hors ESS","4. Fondation","ACTION SOCIALE (QB)","Hebergement medico-social et social","1","1","","",""
"7","ESS + Hors ESS","Privé Hors ESS","ACTION SOCIALE (QB)","Accueil des jeunes enfants","5","5","","",""
"7","ESS + Hors ESS","Privé Hors ESS","ACTION SOCIALE (QB)","Aide a domicile","7","7","","",""
"7","ESS + Hors ESS","Privé Hors ESS","ACTION SOCIALE (QB)","Aide par le travail","2","2","","",""
"7","ESS + Hors ESS","Privé Hors ESS","ACTION SOCIALE (QB)","Hebergement medico-social et social","10","9","420","351","9703220"
"7","ESS + Hors ESS","Public","ACTION SOCIALE (QB)","Accueil des jeunes enfants","5","0","","",""
"7","ESS + Hors ESS","Public","ACTION SOCIALE (QB)","Aide a domicile","1","1","","",""
"7","ESS + Hors ESS","Public","ACTION SOCIALE (QB)","Autres actions sociales","18","16","","",""
"7","ESS + Hors ESS","Public","ACTION SOCIALE (QB)","Hebergement medico-social et social","43","20","2431","2184","59064933"
"8","ESS + Hors ESS","2. Mutuelle","ACTION SOCIALE (QB)","Autres actions sociales","1","0","","",""
"8","ESS + Hors ESS","2. Mutuelle","ACTION SOCIALE (QB)","Hebergement medico-social et social","3","0","","",""
"8","ESS + Hors ESS","3. Association","ACTION SOCIALE (QB)","Accueil des jeunes enfants","11","4","","",""
"8","ESS + Hors ESS","3. Association","ACTION SOCIALE (QB)","Aide a domicile","11","9","707","430","10143190"
"8","ESS + Hors ESS","3. Association","ACTION SOCIALE (QB)","Aide par le travail","9","2","","",""
"8","ESS + Hors ESS","3. Association","ACTION SOCIALE (QB)","Autres actions sociales","83","64","","",""
"8","ESS + Hors ESS","3. Association","ACTION SOCIALE (QB)","Hebergement medico-social et social","30","14","1233","1061","28633675"
"8","ESS + Hors ESS","4. Fondation","ACTION SOCIALE (QB)","Hebergement medico-social et social","1","0","","",""
"8","ESS + Hors ESS","Privé Hors ESS","ACTION SOCIALE (QB)","Accueil des jeunes enfants","16","12","","",""
"8","ESS + Hors ESS","Privé Hors ESS","ACTION SOCIALE (QB)","Aide a domicile","11","8","277","193","3982346"
"8","ESS + Hors ESS","Privé Hors ESS","ACTION SOCIALE (QB)","Autres actions sociales","1","1","","",""
"8","ESS + Hors ESS","Privé Hors ESS","ACTION SOCIALE (QB)","Hebergement medico-social et social","9","3","302","272","6964240"
"8","ESS + Hors ESS","Public","ACTION SOCIALE (QB)","Accueil des jeunes enfants","3","0","","",""
"8","ESS + Hors ESS","Public","ACTION SOCIALE (QB)","Aide par le travail","1","0","","",""
"8","ESS + Hors ESS","Public","ACTION SOCIALE (QB)","Autres actions sociales","21","15","209","",""
"8","ESS + Hors ESS","Public","ACTION SOCIALE (QB)","Hebergement medico-social et social","31","7","1470","1336","38115244"
"9","ESS + Hors ESS","3. Association","ACTION SOCIALE (QB)","Accueil des jeunes enfants","4","3","","",""
"9","ESS + Hors ESS","3. Association","ACTION SOCIALE (QB)","Aide a domicile","10","5","554","449","10176138"
"9","ESS + Hors ESS","3. Association","ACTION SOCIALE (QB)","Aide par le travail","13","2","","",""
"9","ESS + Hors ESS","3. Association","ACTION SOCIALE (QB)","Autres actions sociales","31","20","273","196","5220894"
"9","ESS + Hors ESS","3. Association","ACTION SOCIALE (QB)","Hebergement medico-social et social","53","13","","",""
"9","ESS + Hors ESS","4. Fondation","ACTION SOCIALE (QB)","Hebergement medico-social et social","3","1","","",""
"9","ESS + Hors ESS","Privé Hors ESS","ACTION SOCIALE (QB)","Accueil des jeunes enfants","6","3","","",""
"9","ESS + Hors ESS","Privé Hors ESS","ACTION SOCIALE (QB)","Aide a domicile","15","9","185","122","2493907"
"9","ESS + Hors ESS","Privé Hors ESS","ACTION SOCIALE (QB)","Autres actions sociales","1","0","","",""
"9","ESS + Hors ESS","Privé Hors ESS","ACTION SOCIALE (QB)","Hebergement medico-social et social","4","4","","",""
"9","ESS + Hors ESS","Public","ACTION SOCIALE (QB)","Accueil des jeunes enfants","2","0","","",""
"9","ESS + Hors ESS","Public","ACTION SOCIALE (QB)","Aide par le travail","1","0","","",""
"9","ESS + Hors ESS","Public","ACTION SOCIALE (QB)","Autres actions sociales","7","5","","",""
"9","ESS + Hors ESS","Public","ACTION SOCIALE (QB)","Hebergement medico-social et social","24","15","","",""
"10","ESS + Hors ESS","3. Association","ACTION SOCIALE (QB)","Accueil des jeunes enfants","9","5","","",""
"10","ESS + Hors ESS","3. Association","ACTION SOCIALE (QB)","Aide a domicile","46","42","952","735","16372866"
"10","ESS + Hors ESS","3. Association","ACTION SOCIALE (QB)","Aide par le travail","16","4","1053","880","16533762"
"10","ESS + Hors ESS","3. Association","ACTION SOCIALE (QB)","Autres actions sociales","56","31","","",""
"10","ESS + Hors ESS","3. Association","ACTION SOCIALE (QB)","Hebergement medico-social et social","60","9","","",""
"10","ESS + Hors ESS","4. Fondation","ACTION SOCIALE (QB)","Hebergement medico-social et social","1","0","","",""
"10","ESS + Hors ESS","Privé Hors ESS","ACTION SOCIALE (QB)","Accueil des jeunes enfants","3","1","","",""
"10","ESS + Hors ESS","Privé Hors ESS","ACTION SOCIALE (QB)","Aide a domicile","15","13","","",""
"10","ESS + Hors ESS","Privé Hors ESS","ACTION SOCIALE (QB)","Autres actions sociales","3","2","","",""
"10","ESS + Hors ESS","Privé Hors ESS","ACTION SOCIALE (QB)","Hebergement medico-social et social","13","10","","",""
"10","ESS + Hors ESS","Public","ACTION SOCIALE (QB)","Accueil des jeunes enfants","2","0","","",""
"10","ESS + Hors ESS","Public","ACTION SOCIALE (QB)","Aide a domicile","2","1","","",""
"10","ESS + Hors ESS","Public","ACTION SOCIALE (QB)","Autres actions sociales","13","12","","",""
"10","ESS + Hors ESS","Public","ACTION SOCIALE (QB)","Hebergement medico-social et social","23","15","","",""
"11","ESS + Hors ESS","1. Coopérative","ACTION SOCIALE (QB)","Hebergement medico-social et social","1","1","","",""
"11","ESS + Hors ESS","3. Association","ACTION SOCIALE (QB)","Accueil des jeunes enfants","8","8","","",""
"11","ESS + Hors ESS","3. Association","ACTION SOCIALE (QB)","Aide a domicile","15","10","","",""
"11","ESS + Hors ESS","3. Association","ACTION SOCIALE (QB)","Aide par le travail","28","5","1204","991","16178187"
"11","ESS + Hors ESS","3. Association","ACTION SOCIALE (QB)","Autres actions sociales","64","31","1007","822","22072308"
"11","ESS + Hors ESS","3. Association","ACTION SOCIALE (QB)","Hebergement medico-social et social","69","16","2192","1834","51666981"
"11","ESS + Hors ESS","4. Fondation","ACTION SOCIALE (QB)","Hebergement medico-social et social","3","0","","",""
"11","ESS + Hors ESS","Privé Hors ESS","ACTION SOCIALE (QB)","Accueil des jeunes enfants","9","7","","",""
"11","ESS + Hors ESS","Privé Hors ESS","ACTION SOCIALE (QB)","Aide a domicile","26","17","","",""
"11","ESS + Hors ESS","Privé Hors ESS","ACTION SOCIALE (QB)","Autres actions sociales","3","3","12","6","149694"
"11","ESS + Hors ESS","Privé Hors ESS","ACTION SOCIALE (QB)","Hebergement medico-social et social","17","14","859","774","20932222"
"11","ESS + Hors ESS","Public","ACTION SOCIALE (QB)","Accueil des jeunes enfants","2","0","","",""
"11","ESS + Hors ESS","Public","ACTION SOCIALE (QB)","Aide a domicile","7","1","","",""
"11","ESS + Hors ESS","Public","ACTION SOCIALE (QB)","Autres actions sociales","26","19","2050","1863","48110205"
"11","ESS + Hors ESS","Public","ACTION SOCIALE (QB)","Hebergement medico-social et social","25","14","1561","1449","41678934"
"12","ESS + Hors ESS","2. Mutuelle","ACTION SOCIALE (QB)","Hebergement medico-social et social","2","0","","",""
"12","ESS + Hors ESS","3. Association","ACTION SOCIALE (QB)","Accueil des jeunes enfants","11","9","","",""
"12","ESS + Hors ESS","3. Association","ACTION SOCIALE (QB)","Aide a domicile","69","62","","",""
"12","ESS + Hors ESS","3. Association","ACTION SOCIALE (QB)","Aide par le travail","9","2","","",""
"12","ESS + Hors ESS","3. Association","ACTION SOCIALE (QB)","Autres actions sociales","54","39","653","532","14928333"
"12","ESS + Hors ESS","3. Association","ACTION SOCIALE (QB)","Hebergement medico-social et social","90","53","","",""
"12","ESS + Hors ESS","Privé Hors ESS","ACTION SOCIALE (QB)","Accueil des jeunes enfants","8","3","","",""
"12","ESS + Hors ESS","Privé Hors ESS","ACTION SOCIALE (QB)","Aide a domicile","10","8","","",""
"12","ESS + Hors ESS","Privé Hors ESS","ACTION SOCIALE (QB)","Autres actions sociales","6","2","","",""
"12","ESS + Hors ESS","Privé Hors ESS","ACTION SOCIALE (QB)","Hebergement medico-social et social","10","8","","",""
"12","ESS + Hors ESS","Public","ACTION SOCIALE (QB)","Aide a domicile","1","0","","",""
"12","ESS + Hors ESS","Public","ACTION SOCIALE (QB)","Autres actions sociales","15","13","","",""
"12","ESS + Hors ESS","Public","ACTION SOCIALE (QB)","Hebergement medico-social et social","27","16","","",""
"13","ESS + Hors ESS","1. Coopérative","ACTION SOCIALE (QB)","Aide a domicile","1","1","","",""
"13","ESS + Hors ESS","2. Mutuelle","ACTION SOCIALE (QB)","Accueil des jeunes enfants","8","0","","",""
"13","ESS + Hors ESS","2. Mutuelle","ACTION SOCIALE (QB)","Aide a domicile","1","0","","",""
"13","ESS + Hors ESS","2. Mutuelle","ACTION SOCIALE (QB)","Hebergement medico-social et social","4","1","","",""
"13","ESS + Hors ESS","3. Association","ACTION SOCIALE (QB)","Accueil des jeunes enfants","147","79","","",""
"13","ESS + Hors ESS","3. Association","ACTION SOCIALE (QB)","Aide a domicile","129","101","6600","4694","104572697"
"13","ESS + Hors ESS","3. Association","ACTION SOCIALE (QB)","Aide par le travail","52","15","3346","2982","53175173"
"13","ESS + Hors ESS","3. Association","ACTION SOCIALE (QB)","Autres actions sociales","377","219","","",""
"13","ESS + Hors ESS","3. Association","ACTION SOCIALE (QB)","Hebergement medico-social et social","268","90","9755","8420","244508185"
"13","ESS + Hors ESS","4. Fondation","ACTION SOCIALE (QB)","Autres actions sociales","1","0","","",""
"13","ESS + Hors ESS","4. Fondation","ACTION SOCIALE (QB)","Hebergement medico-social et social","5","1","","",""
"13","ESS + Hors ESS","Privé Hors ESS","ACTION SOCIALE (QB)","Accueil des jeunes enfants","148","61","","1071","23477075"
"13","ESS + Hors ESS","Privé Hors ESS","ACTION SOCIALE (QB)","Aide a domicile","145","103","","",""
"13","ESS + Hors ESS","Privé Hors ESS","ACTION SOCIALE (QB)","Aide par le travail","2","2","","",""
"13","ESS + Hors ESS","Privé Hors ESS","ACTION SOCIALE (QB)","Autres actions sociales","11","9","","",""
"13","ESS + Hors ESS","Privé Hors ESS","ACTION SOCIALE (QB)","Hebergement medico-social et social","139","115","7141","6346","179998732"
"13","ESS + Hors ESS","Public","ACTION SOCIALE (QB)","Accueil des jeunes enfants","10","3","","89","2103891"
"13","ESS + Hors ESS","Public","ACTION SOCIALE (QB)","Aide a domicile","6","1","","",""
