"","EPCI","jurid2","typo1","nb_etab","eff_31","eff_EQTP","rem_brut","non_annexe","dep_epci","nom_complet"
"8340",200069003,"1-TOTAL-ESS","8-SERVICES DIVERS",29,"139","148.12","4353949","128","10","CC du Barséquanais en Champagne"
"8341",200069003,"2-TOTAL-ASSOCIATIONS","TOUS SECTEURS",55,"390","316.34","7413603","357","10","CC du Barséquanais en Champagne"
"8342",200069003,"2-TOTAL-ASSOCIATIONS","2-ENSEIGNEMENT",3,"s","s","s","s","10","CC du Barséquanais en Champagne"
"8343",200069003,"2-TOTAL-ASSOCIATIONS","4-ACTION SOCIALE",15,"239","164.91","3276299","221","10","CC du Barséquanais en Champagne"
"8344",200069003,"2-TOTAL-ASSOCIATIONS","5-ARTS SPECTACLES SPORT ET LOISIRS",5,"s","s","s","s","10","CC du Barséquanais en Champagne"
"8345",200069003,"2-TOTAL-ASSOCIATIONS","6-NON-CLASSES",10,"10","9.08","239028","10","10","CC du Barséquanais en Champagne"
"8346",200069003,"2-TOTAL-ASSOCIATIONS","7-AGRICULTURE, INDUSTRIE, CONSTRUCTION",1,"s","s","s","s","10","CC du Barséquanais en Champagne"
"8347",200069003,"2-TOTAL-ASSOCIATIONS","8-SERVICES DIVERS",21,"115","123.36","3381894","104","10","CC du Barséquanais en Champagne"
"8348",200069003,"3-TOTAL-HORS ESS","TOUS SECTEURS",1277,"4600","4088.28","114546091","4125","10","CC du Barséquanais en Champagne"
"8349",200069003,"3-TOTAL-HORS ESS","1-ACTIVITES FINANCIERES ET D ASSURANCE",18,"47","40.87","2158900","47","10","CC du Barséquanais en Champagne"
"8350",200069003,"3-TOTAL-HORS ESS","2-ENSEIGNEMENT",29,"255","246.59","8183834","255","10","CC du Barséquanais en Champagne"
"8351",200069003,"3-TOTAL-HORS ESS","3-SANTÉ HUMAINE",19,"260","234.49","6604475","244","10","CC du Barséquanais en Champagne"
"8352",200069003,"3-TOTAL-HORS ESS","4-ACTION SOCIALE",5,"95","75.74","1871790","87","10","CC du Barséquanais en Champagne"
"8353",200069003,"3-TOTAL-HORS ESS","5-ARTS SPECTACLES SPORT ET LOISIRS",7,"38","24.08","655648","29","10","CC du Barséquanais en Champagne"
"8354",200069003,"3-TOTAL-HORS ESS","7-AGRICULTURE, INDUSTRIE, CONSTRUCTION",872,"2370","2334.46","63358527","2186","10","CC du Barséquanais en Champagne"
"8355",200069003,"3-TOTAL-HORS ESS","8-SERVICES DIVERS",327,"1535","1132.05","31712917","1277","10","CC du Barséquanais en Champagne"
"8356",200069060,"1-TOTAL-ESS","TOUS SECTEURS",24,"575","463.74","12944977","540","90","CC des Vosges du Sud"
"8357",200069060,"1-TOTAL-ESS","1-ACTIVITES FINANCIERES ET D ASSURANCE",5,"16","15.39","622609","16","90","CC des Vosges du Sud"
"8358",200069060,"1-TOTAL-ESS","2-ENSEIGNEMENT",1,"s","s","s","s","90","CC des Vosges du Sud"
"8359",200069060,"1-TOTAL-ESS","3-SANTÉ HUMAINE",1,"s","s","s","s","90","CC des Vosges du Sud"
"8360",200069060,"1-TOTAL-ESS","4-ACTION SOCIALE",6,"430","349.33","9957398","407","90","CC des Vosges du Sud"
"8361",200069060,"1-TOTAL-ESS","5-ARTS SPECTACLES SPORT ET LOISIRS",6,"s","s","s","s","90","CC des Vosges du Sud"
"8362",200069060,"1-TOTAL-ESS","6-NON-CLASSES",4,"34","21.09","445339","26","90","CC des Vosges du Sud"
"8363",200069060,"1-TOTAL-ESS","8-SERVICES DIVERS",1,"s","s","s","s","90","CC des Vosges du Sud"
"8364",200069060,"2-TOTAL-ASSOCIATIONS","TOUS SECTEURS",16,"397","308.07","8033684","363","90","CC des Vosges du Sud"
"8365",200069060,"2-TOTAL-ASSOCIATIONS","2-ENSEIGNEMENT",1,"s","s","s","s","90","CC des Vosges du Sud"
"8366",200069060,"2-TOTAL-ASSOCIATIONS","3-SANTÉ HUMAINE",1,"s","s","s","s","90","CC des Vosges du Sud"
"8367",200069060,"2-TOTAL-ASSOCIATIONS","4-ACTION SOCIALE",3,"268","209.05","5668714","246","90","CC des Vosges du Sud"
"8368",200069060,"2-TOTAL-ASSOCIATIONS","5-ARTS SPECTACLES SPORT ET LOISIRS",6,"s","s","s","s","90","CC des Vosges du Sud"
"8369",200069060,"2-TOTAL-ASSOCIATIONS","6-NON-CLASSES",4,"34","21.09","445339","26","90","CC des Vosges du Sud"
"8370",200069060,"2-TOTAL-ASSOCIATIONS","8-SERVICES DIVERS",1,"s","s","s","s","90","CC des Vosges du Sud"
"8371",200069060,"3-TOTAL-HORS ESS","TOUS SECTEURS",291,"2369","2005.4","63131301","2201","90","CC des Vosges du Sud"
"8372",200069060,"3-TOTAL-HORS ESS","1-ACTIVITES FINANCIERES ET D ASSURANCE",5,"28","25.15","1207162","27","90","CC des Vosges du Sud"
"8373",200069060,"3-TOTAL-HORS ESS","2-ENSEIGNEMENT",29,"156","144.9","5045265","152","90","CC des Vosges du Sud"
"8374",200069060,"3-TOTAL-HORS ESS","3-SANTÉ HUMAINE",7,"11","4.54","108806","7","90","CC des Vosges du Sud"
"8375",200069060,"3-TOTAL-HORS ESS","4-ACTION SOCIALE",1,"s","s","s","s","90","CC des Vosges du Sud"
"8376",200069060,"3-TOTAL-HORS ESS","5-ARTS SPECTACLES SPORT ET LOISIRS",4,"s","s","s","s","90","CC des Vosges du Sud"
"8377",200069060,"3-TOTAL-HORS ESS","7-AGRICULTURE, INDUSTRIE, CONSTRUCTION",87,"1015","900.16","31956725","981","90","CC des Vosges du Sud"
"8378",200069060,"3-TOTAL-HORS ESS","8-SERVICES DIVERS",158,"928","720.67","19168240","808","90","CC des Vosges du Sud"
"8379",200069086,"1-TOTAL-ESS","TOUS SECTEURS",77,"623","468.31","12882212","586","22","CC Leff Armor Communauté"
"8380",200069086,"1-TOTAL-ESS","1-ACTIVITES FINANCIERES ET D ASSURANCE",4,"s","s","s","s","22","CC Leff Armor Communauté"
"8381",200069086,"1-TOTAL-ESS","2-ENSEIGNEMENT",14,"99","90.96","2767528","98","22","CC Leff Armor Communauté"
"8382",200069086,"1-TOTAL-ESS","4-ACTION SOCIALE",8,"353","230.49","6170283","339","22","CC Leff Armor Communauté"
"8383",200069086,"1-TOTAL-ESS","5-ARTS SPECTACLES SPORT ET LOISIRS",14,"15","6.75","158416","9","22","CC Leff Armor Communauté"
"8384",200069086,"1-TOTAL-ESS","6-NON-CLASSES",15,"48","27.94","688644","34","22","CC Leff Armor Communauté"
"8385",200069086,"1-TOTAL-ESS","7-AGRICULTURE, INDUSTRIE, CONSTRUCTION",3,"s","s","s","s","22","CC Leff Armor Communauté"
"8386",200069086,"1-TOTAL-ESS","8-SERVICES DIVERS",19,"52","57.04","1470852","51","22","CC Leff Armor Communauté"
"8387",200069086,"2-TOTAL-ASSOCIATIONS","TOUS SECTEURS",63,"519","366.47","9887807","484","22","CC Leff Armor Communauté"
"8388",200069086,"2-TOTAL-ASSOCIATIONS","2-ENSEIGNEMENT",14,"99","90.96","2767528","98","22","CC Leff Armor Communauté"
"8389",200069086,"2-TOTAL-ASSOCIATIONS","4-ACTION SOCIALE",7,"327","207.93","5493791","314","22","CC Leff Armor Communauté"
"8390",200069086,"2-TOTAL-ASSOCIATIONS","5-ARTS SPECTACLES SPORT ET LOISIRS",14,"15","6.75","158416","9","22","CC Leff Armor Communauté"
"8391",200069086,"2-TOTAL-ASSOCIATIONS","6-NON-CLASSES",15,"48","27.94","688644","34","22","CC Leff Armor Communauté"
"8392",200069086,"2-TOTAL-ASSOCIATIONS","8-SERVICES DIVERS",13,"30","32.89","779428","29","22","CC Leff Armor Communauté"
"8393",200069086,"3-TOTAL-HORS ESS","TOUS SECTEURS",753,"4726","4277.27","121252184","4510","22","CC Leff Armor Communauté"
"8394",200069086,"3-TOTAL-HORS ESS","1-ACTIVITES FINANCIERES ET D ASSURANCE",16,"45","39.09","1856881","43","22","CC Leff Armor Communauté"
"8395",200069086,"3-TOTAL-HORS ESS","2-ENSEIGNEMENT",25,"262","248.48","8292985","261","22","CC Leff Armor Communauté"
"8396",200069086,"3-TOTAL-HORS ESS","3-SANTÉ HUMAINE",24,"37","21.95","508467","30","22","CC Leff Armor Communauté"
"8397",200069086,"3-TOTAL-HORS ESS","4-ACTION SOCIALE",7,"418","370.3","9095538","409","22","CC Leff Armor Communauté"
"8398",200069086,"3-TOTAL-HORS ESS","5-ARTS SPECTACLES SPORT ET LOISIRS",4,"9","14.36","315718","8","22","CC Leff Armor Communauté"
"8399",200069086,"3-TOTAL-HORS ESS","7-AGRICULTURE, INDUSTRIE, CONSTRUCTION",352,"2306","2177.25","63904967","2250","22","CC Leff Armor Communauté"
"8400",200069086,"3-TOTAL-HORS ESS","8-SERVICES DIVERS",325,"1649","1405.84","37277628","1509","22","CC Leff Armor Communauté"
"8401",200069094,"1-TOTAL-ESS","TOUS SECTEURS",43,"538","447.19","11216516","512","24","CC Isle et Crempse en Périgord"
"8402",200069094,"1-TOTAL-ESS","1-ACTIVITES FINANCIERES ET D ASSURANCE",2,"s","s","s","s","24","CC Isle et Crempse en Périgord"
"8403",200069094,"1-TOTAL-ESS","4-ACTION SOCIALE",16,"357","287.12","5842865","340","24","CC Isle et Crempse en Périgord"
"8404",200069094,"1-TOTAL-ESS","5-ARTS SPECTACLES SPORT ET LOISIRS",10,"21","15.82","385851","20","24","CC Isle et Crempse en Périgord"
"8405",200069094,"1-TOTAL-ESS","6-NON-CLASSES",8,"10","4.63","100124","9","24","CC Isle et Crempse en Périgord"
"8406",200069094,"1-TOTAL-ESS","7-AGRICULTURE, INDUSTRIE, CONSTRUCTION",1,"s","s","s","s","24","CC Isle et Crempse en Périgord"
"8407",200069094,"1-TOTAL-ESS","8-SERVICES DIVERS",6,"114","105.44","3728199","107","24","CC Isle et Crempse en Périgord"
"8408",200069094,"2-TOTAL-ASSOCIATIONS","TOUS SECTEURS",39,"415","330.37","7083851","391","24","CC Isle et Crempse en Périgord"
"8409",200069094,"2-TOTAL-ASSOCIATIONS","4-ACTION SOCIALE",16,"357","287.12","5842865","340","24","CC Isle et Crempse en Périgord"
"8410",200069094,"2-TOTAL-ASSOCIATIONS","5-ARTS SPECTACLES SPORT ET LOISIRS",10,"21","15.82","385851","20","24","CC Isle et Crempse en Périgord"
"8411",200069094,"2-TOTAL-ASSOCIATIONS","6-NON-CLASSES",8,"10","4.63","100124","9","24","CC Isle et Crempse en Périgord"
"8412",200069094,"2-TOTAL-ASSOCIATIONS","8-SERVICES DIVERS",5,"27","22.8","755011","22","24","CC Isle et Crempse en Périgord"
"8413",200069094,"3-TOTAL-HORS ESS","TOUS SECTEURS",367,"2096","1833.91","52035553","1975","24","CC Isle et Crempse en Périgord"
"8414",200069094,"3-TOTAL-HORS ESS","1-ACTIVITES FINANCIERES ET D ASSURANCE",9,"20","17.45","1252916","19","24","CC Isle et Crempse en Périgord"
"8415",200069094,"3-TOTAL-HORS ESS","2-ENSEIGNEMENT",22,"115","106.15","3547116","114","24","CC Isle et Crempse en Périgord"
"8416",200069094,"3-TOTAL-HORS ESS","3-SANTÉ HUMAINE",10,"144","122.99","4040788","143","24","CC Isle et Crempse en Périgord"
"8417",200069094,"3-TOTAL-HORS ESS","4-ACTION SOCIALE",5,"s","s","s","s","24","CC Isle et Crempse en Périgord"
"8418",200069094,"3-TOTAL-HORS ESS","5-ARTS SPECTACLES SPORT ET LOISIRS",2,"s","s","s","s","24","CC Isle et Crempse en Périgord"
"8419",200069094,"3-TOTAL-HORS ESS","7-AGRICULTURE, INDUSTRIE, CONSTRUCTION",138,"808","776.52","22036203","778","24","CC Isle et Crempse en Périgord"
"8420",200069094,"3-TOTAL-HORS ESS","8-SERVICES DIVERS",181,"847","672.11","17646528","764","24","CC Isle et Crempse en Périgord"
"8421",200069102,"1-TOTAL-ESS","TOUS SECTEURS",24,"415","361.1","9957282","404","48","CC Randon - Margeride"
"8422",200069102,"1-TOTAL-ESS","2-ENSEIGNEMENT",3,"16","15.15","447881","16","48","CC Randon - Margeride"
"8423",200069102,"1-TOTAL-ESS","3-SANTÉ HUMAINE",2,"s","s","s","s","48","CC Randon - Margeride"
"8424",200069102,"1-TOTAL-ESS","4-ACTION SOCIALE",8,"352","311.82","8537281","344","48","CC Randon - Margeride"
"8425",200069102,"1-TOTAL-ESS","5-ARTS SPECTACLES SPORT ET LOISIRS",1,"s","s","s","s","48","CC Randon - Margeride"
"8426",200069102,"1-TOTAL-ESS","6-NON-CLASSES",4,"22","13.82","383197","19","48","CC Randon - Margeride"
"8427",200069102,"1-TOTAL-ESS","7-AGRICULTURE, INDUSTRIE, CONSTRUCTION",1,"s","s","s","s","48","CC Randon - Margeride"
"8428",200069102,"1-TOTAL-ESS","8-SERVICES DIVERS",5,"7","5.93","120379","7","48","CC Randon - Margeride"
"8429",200069102,"2-TOTAL-ASSOCIATIONS","TOUS SECTEURS",24,"415","361.1","9957282","404","48","CC Randon - Margeride"
"8430",200069102,"2-TOTAL-ASSOCIATIONS","2-ENSEIGNEMENT",3,"16","15.15","447881","16","48","CC Randon - Margeride"
"8431",200069102,"2-TOTAL-ASSOCIATIONS","3-SANTÉ HUMAINE",2,"s","s","s","s","48","CC Randon - Margeride"
"8432",200069102,"2-TOTAL-ASSOCIATIONS","4-ACTION SOCIALE",8,"352","311.82","8537281","344","48","CC Randon - Margeride"
"8433",200069102,"2-TOTAL-ASSOCIATIONS","5-ARTS SPECTACLES SPORT ET LOISIRS",1,"s","s","s","s","48","CC Randon - Margeride"
"8434",200069102,"2-TOTAL-ASSOCIATIONS","6-NON-CLASSES",4,"22","13.82","383197","19","48","CC Randon - Margeride"
"8435",200069102,"2-TOTAL-ASSOCIATIONS","7-AGRICULTURE, INDUSTRIE, CONSTRUCTION",1,"s","s","s","s","48","CC Randon - Margeride"
"8436",200069102,"2-TOTAL-ASSOCIATIONS","8-SERVICES DIVERS",5,"7","5.93","120379","7","48","CC Randon - Margeride"
"8437",200069102,"3-TOTAL-HORS ESS","TOUS SECTEURS",140,"549","428.09","10951404","465","48","CC Randon - Margeride"
"8438",200069102,"3-TOTAL-HORS ESS","2-ENSEIGNEMENT",5,"16","16.19","520213","16","48","CC Randon - Margeride"
"8439",200069102,"3-TOTAL-HORS ESS","3-SANTÉ HUMAINE",4,"19","14.98","462246","15","48","CC Randon - Margeride"
"8440",200069102,"3-TOTAL-HORS ESS","4-ACTION SOCIALE",3,"70","58.9","1569745","65","48","CC Randon - Margeride"
"8441",200069102,"3-TOTAL-HORS ESS","7-AGRICULTURE, INDUSTRIE, CONSTRUCTION",61,"154","146.66","3589462","146","48","CC Randon - Margeride"
"8442",200069102,"3-TOTAL-HORS ESS","8-SERVICES DIVERS",67,"290","191.36","4809738","223","48","CC Randon - Margeride"
"8443",200069128,"1-TOTAL-ESS","TOUS SECTEURS",26,"147","128.13","3568890","140","48","CC Mont Lozère"
"8444",200069128,"1-TOTAL-ESS","4-ACTION SOCIALE",5,"115","102.48","3012174","113","48","CC Mont Lozère"
"8445",200069128,"1-TOTAL-ESS","5-ARTS SPECTACLES SPORT ET LOISIRS",5,"s","s","s","s","48","CC Mont Lozère"
"8446",200069128,"1-TOTAL-ESS","6-NON-CLASSES",8,"16","11.32","240571","12","48","CC Mont Lozère"
"8447",200069128,"1-TOTAL-ESS","8-SERVICES DIVERS",8,"s","s","s","s","48","CC Mont Lozère"
"8448",200069128,"2-TOTAL-ASSOCIATIONS","TOUS SECTEURS",25,"143","124.67","3492624","137","48","CC Mont Lozère"
"8449",200069128,"2-TOTAL-ASSOCIATIONS","4-ACTION SOCIALE",5,"115","102.48","3012174","113","48","CC Mont Lozère"
"8450",200069128,"2-TOTAL-ASSOCIATIONS","5-ARTS SPECTACLES SPORT ET LOISIRS",5,"s","s","s","s","48","CC Mont Lozère"
"8451",200069128,"2-TOTAL-ASSOCIATIONS","6-NON-CLASSES",8,"16","11.32","240571","12","48","CC Mont Lozère"
"8452",200069128,"2-TOTAL-ASSOCIATIONS","8-SERVICES DIVERS",7,"s","s","s","s","48","CC Mont Lozère"
"8453",200069128,"3-TOTAL-HORS ESS","TOUS SECTEURS",181,"771","657.14","17894747","676","48","CC Mont Lozère"
"8454",200069128,"3-TOTAL-HORS ESS","1-ACTIVITES FINANCIERES ET D ASSURANCE",5,"s","s","s","s","48","CC Mont Lozère"
"8455",200069128,"3-TOTAL-HORS ESS","2-ENSEIGNEMENT",13,"72","60.42","1913063","72","48","CC Mont Lozère"
"8456",200069128,"3-TOTAL-HORS ESS","3-SANTÉ HUMAINE",9,"156","139.43","4225827","152","48","CC Mont Lozère"
"8457",200069128,"3-TOTAL-HORS ESS","4-ACTION SOCIALE",2,"s","s","s","s","48","CC Mont Lozère"
"8458",200069128,"3-TOTAL-HORS ESS","5-ARTS SPECTACLES SPORT ET LOISIRS",5,"13","18.61","379890","7","48","CC Mont Lozère"
"8459",200069128,"3-TOTAL-HORS ESS","7-AGRICULTURE, INDUSTRIE, CONSTRUCTION",54,"136","121.83","3418196","126","48","CC Mont Lozère"
"8460",200069128,"3-TOTAL-HORS ESS","8-SERVICES DIVERS",93,"302","238.29","5825683","234","48","CC Mont Lozère"
"8461",200069136,"1-TOTAL-ESS","TOUS SECTEURS",49,"138","87.26","2084616","105","48","CC des Cévennes au Mont Lozère"
"8462",200069136,"1-TOTAL-ESS","2-ENSEIGNEMENT",5,"18","5.37","145667","8","48","CC des Cévennes au Mont Lozère"
"8463",200069136,"1-TOTAL-ESS","3-SANTÉ HUMAINE",1,"s","s","s","s","48","CC des Cévennes au Mont Lozère"
"8464",200069136,"1-TOTAL-ESS","4-ACTION SOCIALE",3,"31","20.95","476068","26","48","CC des Cévennes au Mont Lozère"
"8465",200069136,"1-TOTAL-ESS","5-ARTS SPECTACLES SPORT ET LOISIRS",5,"s","s","s","s","48","CC des Cévennes au Mont Lozère"
"8466",200069136,"1-TOTAL-ESS","6-NON-CLASSES",19,"36","17.38","370397","25","48","CC des Cévennes au Mont Lozère"
"8467",200069136,"1-TOTAL-ESS","7-AGRICULTURE, INDUSTRIE, CONSTRUCTION",4,"13","15.2","429178","13","48","CC des Cévennes au Mont Lozère"
"8468",200069136,"1-TOTAL-ESS","8-SERVICES DIVERS",12,"30","20.69","454942","25","48","CC des Cévennes au Mont Lozère"
"8469",200069136,"2-TOTAL-ASSOCIATIONS","TOUS SECTEURS",45,"122","68.97","1588408","89","48","CC des Cévennes au Mont Lozère"
"8470",200069136,"2-TOTAL-ASSOCIATIONS","2-ENSEIGNEMENT",5,"18","5.37","145667","8","48","CC des Cévennes au Mont Lozère"
"8471",200069136,"2-TOTAL-ASSOCIATIONS","3-SANTÉ HUMAINE",1,"s","s","s","s","48","CC des Cévennes au Mont Lozère"
"8472",200069136,"2-TOTAL-ASSOCIATIONS","4-ACTION SOCIALE",3,"31","20.95","476068","26","48","CC des Cévennes au Mont Lozère"
"8473",200069136,"2-TOTAL-ASSOCIATIONS","5-ARTS SPECTACLES SPORT ET LOISIRS",5,"s","s","s","s","48","CC des Cévennes au Mont Lozère"
"8474",200069136,"2-TOTAL-ASSOCIATIONS","6-NON-CLASSES",19,"36","17.38","370397","25","48","CC des Cévennes au Mont Lozère"
"8475",200069136,"2-TOTAL-ASSOCIATIONS","7-AGRICULTURE, INDUSTRIE, CONSTRUCTION",2,"s","s","s","s","48","CC des Cévennes au Mont Lozère"
"8476",200069136,"2-TOTAL-ASSOCIATIONS","8-SERVICES DIVERS",10,"27","16.73","372141","22","48","CC des Cévennes au Mont Lozère"
"8477",200069136,"3-TOTAL-HORS ESS","TOUS SECTEURS",149,"587","448.23","11253750","522","48","CC des Cévennes au Mont Lozère"
"8478",200069136,"3-TOTAL-HORS ESS","1-ACTIVITES FINANCIERES ET D ASSURANCE",1,"s","s","s","s","48","CC des Cévennes au Mont Lozère"
"8479",200069136,"3-TOTAL-HORS ESS","2-ENSEIGNEMENT",16,"99","79.17","2424381","95","48","CC des Cévennes au Mont Lozère"
"8480",200069136,"3-TOTAL-HORS ESS","3-SANTÉ HUMAINE",5,"16","11.77","270584","15","48","CC des Cévennes au Mont Lozère"
"8481",200069136,"3-TOTAL-HORS ESS","4-ACTION SOCIALE",2,"s","s","s","s","48","CC des Cévennes au Mont Lozère"
"8482",200069136,"3-TOTAL-HORS ESS","7-AGRICULTURE, INDUSTRIE, CONSTRUCTION",49,"100","82.94","1787124","95","48","CC des Cévennes au Mont Lozère"
"8483",200069136,"3-TOTAL-HORS ESS","8-SERVICES DIVERS",76,"279","193.45","4665461","224","48","CC des Cévennes au Mont Lozère"
"8484",200069144,"1-TOTAL-ESS","TOUS SECTEURS",25,"205","168.75","4563748","188","48","CC des Hautes Terres de l'Aubrac"
"8485",200069144,"1-TOTAL-ESS","2-ENSEIGNEMENT",4,"33","31.37","961469","32","48","CC des Hautes Terres de l'Aubrac"
"8486",200069144,"1-TOTAL-ESS","4-ACTION SOCIALE",5,"125","105.29","2716649","120","48","CC des Hautes Terres de l'Aubrac"
"8487",200069144,"1-TOTAL-ESS","5-ARTS SPECTACLES SPORT ET LOISIRS",1,"s","s","s","s","48","CC des Hautes Terres de l'Aubrac"
"8488",200069144,"1-TOTAL-ESS","6-NON-CLASSES",4,"s","s","s","s","48","CC des Hautes Terres de l'Aubrac"
"8489",200069144,"1-TOTAL-ESS","7-AGRICULTURE, INDUSTRIE, CONSTRUCTION",1,"s","s","s","s","48","CC des Hautes Terres de l'Aubrac"
"8490",200069144,"1-TOTAL-ESS","8-SERVICES DIVERS",10,"33","21.82","477986","26","48","CC des Hautes Terres de l'Aubrac"
"8491",200069144,"2-TOTAL-ASSOCIATIONS","TOUS SECTEURS",23,"189","155.3","4056309","174","48","CC des Hautes Terres de l'Aubrac"
"8492",200069144,"2-TOTAL-ASSOCIATIONS","2-ENSEIGNEMENT",4,"33","31.37","961469","32","48","CC des Hautes Terres de l'Aubrac"
"8493",200069144,"2-TOTAL-ASSOCIATIONS","4-ACTION SOCIALE",5,"125","105.29","2716649","120","48","CC des Hautes Terres de l'Aubrac"
"8494",200069144,"2-TOTAL-ASSOCIATIONS","5-ARTS SPECTACLES SPORT ET LOISIRS",1,"s","s","s","s","48","CC des Hautes Terres de l'Aubrac"
"8495",200069144,"2-TOTAL-ASSOCIATIONS","6-NON-CLASSES",4,"s","s","s","s","48","CC des Hautes Terres de l'Aubrac"
"8496",200069144,"2-TOTAL-ASSOCIATIONS","8-SERVICES DIVERS",9,"26","16.66","337402","21","48","CC des Hautes Terres de l'Aubrac"
"8497",200069144,"3-TOTAL-HORS ESS","TOUS SECTEURS",200,"809","707.54","18680436","753","48","CC des Hautes Terres de l'Aubrac"
"8498",200069144,"3-TOTAL-HORS ESS","1-ACTIVITES FINANCIERES ET D ASSURANCE",4,"6","5.67","173035","6","48","CC des Hautes Terres de l'Aubrac"
"8499",200069144,"3-TOTAL-HORS ESS","2-ENSEIGNEMENT",6,"19","16.68","563250","19","48","CC des Hautes Terres de l'Aubrac"
"8500",200069144,"3-TOTAL-HORS ESS","3-SANTÉ HUMAINE",2,"s","s","s","s","48","CC des Hautes Terres de l'Aubrac"
"8501",200069144,"3-TOTAL-HORS ESS","4-ACTION SOCIALE",2,"s","s","s","s","48","CC des Hautes Terres de l'Aubrac"
"8502",200069144,"3-TOTAL-HORS ESS","5-ARTS SPECTACLES SPORT ET LOISIRS",1,"s","s","s","s","48","CC des Hautes Terres de l'Aubrac"
"8503",200069144,"3-TOTAL-HORS ESS","7-AGRICULTURE, INDUSTRIE, CONSTRUCTION",74,"252","228.19","6429785","241","48","CC des Hautes Terres de l'Aubrac"
"8504",200069144,"3-TOTAL-HORS ESS","8-SERVICES DIVERS",111,"475","409.2","10317743","430","48","CC des Hautes Terres de l'Aubrac"
"8505",200069151,"1-TOTAL-ESS","TOUS SECTEURS",62,"379","320.19","8595569","351","48","CC Gorges Causses Cévennes"
"8506",200069151,"1-TOTAL-ESS","1-ACTIVITES FINANCIERES ET D ASSURANCE",2,"s","s","s","s","48","CC Gorges Causses Cévennes"
"8507",200069151,"1-TOTAL-ESS","2-ENSEIGNEMENT",5,"36","29.73","830655","36","48","CC Gorges Causses Cévennes"
"8508",200069151,"1-TOTAL-ESS","3-SANTÉ HUMAINE",1,"s","s","s","s","48","CC Gorges Causses Cévennes"
"8509",200069151,"1-TOTAL-ESS","4-ACTION SOCIALE",8,"237","190.86","5013016","219","48","CC Gorges Causses Cévennes"
"8510",200069151,"1-TOTAL-ESS","5-ARTS SPECTACLES SPORT ET LOISIRS",14,"7","5.17","118350","6","48","CC Gorges Causses Cévennes"
"8511",200069151,"1-TOTAL-ESS","6-NON-CLASSES",19,"42","28.38","715658","35","48","CC Gorges Causses Cévennes"
"8512",200069151,"1-TOTAL-ESS","7-AGRICULTURE, INDUSTRIE, CONSTRUCTION",1,"s","s","s","s","48","CC Gorges Causses Cévennes"
"8513",200069151,"1-TOTAL-ESS","8-SERVICES DIVERS",12,"48","57.53","1580316","46","48","CC Gorges Causses Cévennes"
"8514",200069151,"2-TOTAL-ASSOCIATIONS","TOUS SECTEURS",58,"357","295.66","7911406","330","48","CC Gorges Causses Cévennes"
"8515",200069151,"2-TOTAL-ASSOCIATIONS","2-ENSEIGNEMENT",5,"36","29.73","830655","36","48","CC Gorges Causses Cévennes"
"8516",200069151,"2-TOTAL-ASSOCIATIONS","3-SANTÉ HUMAINE",1,"s","s","s","s","48","CC Gorges Causses Cévennes"
"8517",200069151,"2-TOTAL-ASSOCIATIONS","4-ACTION SOCIALE",8,"237","190.86","5013016","219","48","CC Gorges Causses Cévennes"
"8518",200069151,"2-TOTAL-ASSOCIATIONS","5-ARTS SPECTACLES SPORT ET LOISIRS",14,"7","5.17","118350","6","48","CC Gorges Causses Cévennes"
"8519",200069151,"2-TOTAL-ASSOCIATIONS","6-NON-CLASSES",19,"42","28.38","715658","35","48","CC Gorges Causses Cévennes"
"8520",200069151,"2-TOTAL-ASSOCIATIONS","7-AGRICULTURE, INDUSTRIE, CONSTRUCTION",1,"s","s","s","s","48","CC Gorges Causses Cévennes"
"8521",200069151,"2-TOTAL-ASSOCIATIONS","8-SERVICES DIVERS",10,"32","39.91","1189425","31","48","CC Gorges Causses Cévennes"
"8522",200069151,"3-TOTAL-HORS ESS","TOUS SECTEURS",385,"1484","1454.69","39450899","1396","48","CC Gorges Causses Cévennes"
"8523",200069151,"3-TOTAL-HORS ESS","1-ACTIVITES FINANCIERES ET D ASSURANCE",5,"5","4.4","189428","5","48","CC Gorges Causses Cévennes"
"8524",200069151,"3-TOTAL-HORS ESS","2-ENSEIGNEMENT",15,"146","120.28","4163431","140","48","CC Gorges Causses Cévennes"
"8525",200069151,"3-TOTAL-HORS ESS","3-SANTÉ HUMAINE",7,"125","112.62","3123372","118","48","CC Gorges Causses Cévennes"
"8526",200069151,"3-TOTAL-HORS ESS","4-ACTION SOCIALE",3,"68","63.62","1659704","67","48","CC Gorges Causses Cévennes"
"8527",200069151,"3-TOTAL-HORS ESS","5-ARTS SPECTACLES SPORT ET LOISIRS",8,"109","112.23","3747344","108","48","CC Gorges Causses Cévennes"
"8528",200069151,"3-TOTAL-HORS ESS","7-AGRICULTURE, INDUSTRIE, CONSTRUCTION",114,"411","385.64","10429353","393","48","CC Gorges Causses Cévennes"
"8529",200069151,"3-TOTAL-HORS ESS","8-SERVICES DIVERS",233,"620","655.9","16138267","565","48","CC Gorges Causses Cévennes"
"8530",200069169,"1-TOTAL-ESS","TOUS SECTEURS",34,"313","258.86","6271609","295","63","CC Dômes Sancy Artense"
"8531",200069169,"1-TOTAL-ESS","1-ACTIVITES FINANCIERES ET D ASSURANCE",1,"s","s","s","s","63","CC Dômes Sancy Artense"
