"REG","typo_Coop","typo_Coop_det","sexe","type_emploi","nb_poste"
"Nouvelle-Aquitaine","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","Hommes","Ordinaires","6406"
"Nouvelle-Aquitaine","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","Hommes","Stagiaires","s"
"Nouvelle-Aquitaine","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","Femmes","Aides","151"
"Nouvelle-Aquitaine","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","Femmes","Apprentis","s"
"Nouvelle-Aquitaine","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","Femmes","Ordinaires","9056"
"Nouvelle-Aquitaine","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","Femmes","Stagiaires","s"
"Nouvelle-Aquitaine","AGRICULTURE SYLVICULTURE ET PECHE (AZ)","Ensemble","Hommes","Aides","s"
"Nouvelle-Aquitaine","AGRICULTURE SYLVICULTURE ET PECHE (AZ)","Ensemble","Hommes","Apprentis","s"
"Nouvelle-Aquitaine","AGRICULTURE SYLVICULTURE ET PECHE (AZ)","Ensemble","Hommes","Ordinaires","653"
"Nouvelle-Aquitaine","AGRICULTURE SYLVICULTURE ET PECHE (AZ)","Ensemble","Femmes","Aides","s"
"Nouvelle-Aquitaine","AGRICULTURE SYLVICULTURE ET PECHE (AZ)","Ensemble","Femmes","Apprentis","s"
"Nouvelle-Aquitaine","AGRICULTURE SYLVICULTURE ET PECHE (AZ)","Ensemble","Femmes","Ordinaires","230"
"Nouvelle-Aquitaine","AUTRES SECTEURS D ACTIVITE DES COOPERATIVES","Ensemble","Hommes","Aides","s"
"Nouvelle-Aquitaine","AUTRES SECTEURS D ACTIVITE DES COOPERATIVES","Ensemble","Hommes","Apprentis","s"
"Nouvelle-Aquitaine","AUTRES SECTEURS D ACTIVITE DES COOPERATIVES","Ensemble","Hommes","Ordinaires","1332"
"Nouvelle-Aquitaine","AUTRES SECTEURS D ACTIVITE DES COOPERATIVES","Ensemble","Femmes","Aides","s"
"Nouvelle-Aquitaine","AUTRES SECTEURS D ACTIVITE DES COOPERATIVES","Ensemble","Femmes","Apprentis","s"
"Nouvelle-Aquitaine","AUTRES SECTEURS D ACTIVITE DES COOPERATIVES","Ensemble","Femmes","Ordinaires","842"
"Nouvelle-Aquitaine","COMMERCE (GZ)","Ensemble","Hommes","Aides","s"
"Nouvelle-Aquitaine","COMMERCE (GZ)","Ensemble","Hommes","Apprentis","s"
"Nouvelle-Aquitaine","COMMERCE (GZ)","Ensemble","Hommes","Ordinaires","4789"
"Nouvelle-Aquitaine","COMMERCE (GZ)","Ensemble","Hommes","Stagiaires","s"
"Nouvelle-Aquitaine","COMMERCE (GZ)","Ensemble","Femmes","Aides","s"
"Nouvelle-Aquitaine","COMMERCE (GZ)","Ensemble","Femmes","Apprentis","s"
"Nouvelle-Aquitaine","COMMERCE (GZ)","Ensemble","Femmes","Ordinaires","3651"
"Nouvelle-Aquitaine","COMMERCE (GZ)","Ensemble","Femmes","Stagiaires","s"
"Nouvelle-Aquitaine","INDUSTRIE+CONSTRUCTION (BE+FZ)","Ensemble","Hommes","Aides","222"
"Nouvelle-Aquitaine","INDUSTRIE+CONSTRUCTION (BE+FZ)","Ensemble","Hommes","Apprentis","99"
"Nouvelle-Aquitaine","INDUSTRIE+CONSTRUCTION (BE+FZ)","Ensemble","Hommes","Ordinaires","4039"
"Nouvelle-Aquitaine","INDUSTRIE+CONSTRUCTION (BE+FZ)","Ensemble","Femmes","Aides","66"
"Nouvelle-Aquitaine","INDUSTRIE+CONSTRUCTION (BE+FZ)","Ensemble","Femmes","Apprentis","s"
"Nouvelle-Aquitaine","INDUSTRIE+CONSTRUCTION (BE+FZ)","Ensemble","Femmes","Ordinaires","1491"
"Nouvelle-Aquitaine","INDUSTRIE+CONSTRUCTION (BE+FZ)","Ensemble","Femmes","Stagiaires","s"
"Nouvelle-Aquitaine","SOUTIEN AUX ENTREPRISES (MN)","Ensemble","Hommes","Aides","s"
"Nouvelle-Aquitaine","SOUTIEN AUX ENTREPRISES (MN)","Ensemble","Hommes","Apprentis","s"
"Nouvelle-Aquitaine","SOUTIEN AUX ENTREPRISES (MN)","Ensemble","Hommes","Ordinaires","941"
"Nouvelle-Aquitaine","SOUTIEN AUX ENTREPRISES (MN)","Ensemble","Hommes","Stagiaires","s"
"Nouvelle-Aquitaine","SOUTIEN AUX ENTREPRISES (MN)","Ensemble","Femmes","Aides","s"
"Nouvelle-Aquitaine","SOUTIEN AUX ENTREPRISES (MN)","Ensemble","Femmes","Apprentis","s"
"Nouvelle-Aquitaine","SOUTIEN AUX ENTREPRISES (MN)","Ensemble","Femmes","Ordinaires","937"
"Nouvelle-Aquitaine","SOUTIEN AUX ENTREPRISES (MN)","Ensemble","Femmes","Stagiaires","s"
"Occitanie","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","Hommes","Aides","s"
"Occitanie","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","Hommes","Apprentis","s"
"Occitanie","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","Hommes","Ordinaires","6414"
"Occitanie","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","Hommes","Stagiaires","s"
"Occitanie","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","Femmes","Aides","s"
"Occitanie","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","Femmes","Apprentis","s"
"Occitanie","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","Femmes","Ordinaires","8914"
"Occitanie","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","Femmes","Stagiaires","s"
"Occitanie","AGRICULTURE SYLVICULTURE ET PECHE (AZ)","Ensemble","Hommes","Aides","s"
"Occitanie","AGRICULTURE SYLVICULTURE ET PECHE (AZ)","Ensemble","Hommes","Apprentis","s"
"Occitanie","AGRICULTURE SYLVICULTURE ET PECHE (AZ)","Ensemble","Hommes","Ordinaires","s"
"Occitanie","AGRICULTURE SYLVICULTURE ET PECHE (AZ)","Ensemble","Femmes","Aides","s"
"Occitanie","AGRICULTURE SYLVICULTURE ET PECHE (AZ)","Ensemble","Femmes","Apprentis","s"
"Occitanie","AGRICULTURE SYLVICULTURE ET PECHE (AZ)","Ensemble","Femmes","Ordinaires","s"
"Occitanie","AUTRES SECTEURS D ACTIVITE DES COOPERATIVES","Ensemble","Hommes","Aides","s"
"Occitanie","AUTRES SECTEURS D ACTIVITE DES COOPERATIVES","Ensemble","Hommes","Apprentis","s"
"Occitanie","AUTRES SECTEURS D ACTIVITE DES COOPERATIVES","Ensemble","Hommes","Ordinaires","502"
"Occitanie","AUTRES SECTEURS D ACTIVITE DES COOPERATIVES","Ensemble","Femmes","Aides","s"
"Occitanie","AUTRES SECTEURS D ACTIVITE DES COOPERATIVES","Ensemble","Femmes","Apprentis","s"
"Occitanie","AUTRES SECTEURS D ACTIVITE DES COOPERATIVES","Ensemble","Femmes","Ordinaires","620"
"Occitanie","AUTRES SECTEURS D ACTIVITE DES COOPERATIVES","Ensemble","Femmes","Stagiaires","s"
"Occitanie","COMMERCE (GZ)","Ensemble","Hommes","Aides","41"
"Occitanie","COMMERCE (GZ)","Ensemble","Hommes","Apprentis","s"
"Occitanie","COMMERCE (GZ)","Ensemble","Hommes","Ordinaires","2730"
"Occitanie","COMMERCE (GZ)","Ensemble","Hommes","Stagiaires","s"
"Occitanie","COMMERCE (GZ)","Ensemble","Femmes","Aides","32"
"Occitanie","COMMERCE (GZ)","Ensemble","Femmes","Apprentis","s"
"Occitanie","COMMERCE (GZ)","Ensemble","Femmes","Ordinaires","1942"
"Occitanie","COMMERCE (GZ)","Ensemble","Femmes","Stagiaires","s"
"Occitanie","INDUSTRIE+CONSTRUCTION (BE+FZ)","Ensemble","Hommes","Aides","86"
"Occitanie","INDUSTRIE+CONSTRUCTION (BE+FZ)","Ensemble","Hommes","Apprentis","s"
"Occitanie","INDUSTRIE+CONSTRUCTION (BE+FZ)","Ensemble","Hommes","Ordinaires","3298"
"Occitanie","INDUSTRIE+CONSTRUCTION (BE+FZ)","Ensemble","Hommes","Stagiaires","s"
"Occitanie","INDUSTRIE+CONSTRUCTION (BE+FZ)","Ensemble","Femmes","Aides","68"
"Occitanie","INDUSTRIE+CONSTRUCTION (BE+FZ)","Ensemble","Femmes","Apprentis","s"
"Occitanie","INDUSTRIE+CONSTRUCTION (BE+FZ)","Ensemble","Femmes","Ordinaires","1466"
"Occitanie","INDUSTRIE+CONSTRUCTION (BE+FZ)","Ensemble","Femmes","Stagiaires","s"
"Occitanie","SOUTIEN AUX ENTREPRISES (MN)","Ensemble","Hommes","Aides","s"
"Occitanie","SOUTIEN AUX ENTREPRISES (MN)","Ensemble","Hommes","Ordinaires","s"
"Occitanie","SOUTIEN AUX ENTREPRISES (MN)","Ensemble","Femmes","Aides","s"
"Occitanie","SOUTIEN AUX ENTREPRISES (MN)","Ensemble","Femmes","Apprentis","s"
"Occitanie","SOUTIEN AUX ENTREPRISES (MN)","Ensemble","Femmes","Ordinaires","s"
"Pays de la Loire","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","Hommes","Aides","s"
"Pays de la Loire","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","Hommes","Apprentis","s"
"Pays de la Loire","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","Hommes","Ordinaires","5004"
"Pays de la Loire","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","Hommes","Stagiaires","s"
"Pays de la Loire","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","Femmes","Aides","s"
"Pays de la Loire","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","Femmes","Apprentis","s"
"Pays de la Loire","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","Femmes","Ordinaires","6557"
"Pays de la Loire","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","Femmes","Stagiaires","s"
"Pays de la Loire","AGRICULTURE SYLVICULTURE ET PECHE (AZ)","Ensemble","Hommes","Aides","s"
"Pays de la Loire","AGRICULTURE SYLVICULTURE ET PECHE (AZ)","Ensemble","Hommes","Apprentis","s"
"Pays de la Loire","AGRICULTURE SYLVICULTURE ET PECHE (AZ)","Ensemble","Hommes","Ordinaires","s"
"Pays de la Loire","AGRICULTURE SYLVICULTURE ET PECHE (AZ)","Ensemble","Femmes","Aides","s"
"Pays de la Loire","AGRICULTURE SYLVICULTURE ET PECHE (AZ)","Ensemble","Femmes","Ordinaires","s"
"Pays de la Loire","AGRICULTURE SYLVICULTURE ET PECHE (AZ)","Ensemble","Femmes","Stagiaires","s"
"Pays de la Loire","AUTRES SECTEURS D ACTIVITE DES COOPERATIVES","Ensemble","Hommes","Aides","s"
"Pays de la Loire","AUTRES SECTEURS D ACTIVITE DES COOPERATIVES","Ensemble","Hommes","Apprentis","s"
"Pays de la Loire","AUTRES SECTEURS D ACTIVITE DES COOPERATIVES","Ensemble","Hommes","Ordinaires","s"
"Pays de la Loire","AUTRES SECTEURS D ACTIVITE DES COOPERATIVES","Ensemble","Femmes","Aides","s"
"Pays de la Loire","AUTRES SECTEURS D ACTIVITE DES COOPERATIVES","Ensemble","Femmes","Apprentis","s"
"Pays de la Loire","AUTRES SECTEURS D ACTIVITE DES COOPERATIVES","Ensemble","Femmes","Ordinaires","s"
"Pays de la Loire","COMMERCE (GZ)","Ensemble","Hommes","Aides","58"
"Pays de la Loire","COMMERCE (GZ)","Ensemble","Hommes","Apprentis","s"
"Pays de la Loire","COMMERCE (GZ)","Ensemble","Hommes","Ordinaires","4363"
"Pays de la Loire","COMMERCE (GZ)","Ensemble","Hommes","Stagiaires","s"
"Pays de la Loire","COMMERCE (GZ)","Ensemble","Femmes","Aides","59"
"Pays de la Loire","COMMERCE (GZ)","Ensemble","Femmes","Apprentis","s"
"Pays de la Loire","COMMERCE (GZ)","Ensemble","Femmes","Ordinaires","2638"
"Pays de la Loire","COMMERCE (GZ)","Ensemble","Femmes","Stagiaires","s"
"Pays de la Loire","INDUSTRIE+CONSTRUCTION (BE+FZ)","Ensemble","Hommes","Aides","52"
"Pays de la Loire","INDUSTRIE+CONSTRUCTION (BE+FZ)","Ensemble","Hommes","Apprentis","125"
"Pays de la Loire","INDUSTRIE+CONSTRUCTION (BE+FZ)","Ensemble","Hommes","Ordinaires","2293"
"Pays de la Loire","INDUSTRIE+CONSTRUCTION (BE+FZ)","Ensemble","Femmes","Aides","17"
"Pays de la Loire","INDUSTRIE+CONSTRUCTION (BE+FZ)","Ensemble","Femmes","Apprentis","7"
"Pays de la Loire","INDUSTRIE+CONSTRUCTION (BE+FZ)","Ensemble","Femmes","Ordinaires","792"
"Pays de la Loire","SOUTIEN AUX ENTREPRISES (MN)","Ensemble","Hommes","Aides","s"
"Pays de la Loire","SOUTIEN AUX ENTREPRISES (MN)","Ensemble","Hommes","Apprentis","s"
"Pays de la Loire","SOUTIEN AUX ENTREPRISES (MN)","Ensemble","Hommes","Ordinaires","s"
"Pays de la Loire","SOUTIEN AUX ENTREPRISES (MN)","Ensemble","Femmes","Aides","s"
"Pays de la Loire","SOUTIEN AUX ENTREPRISES (MN)","Ensemble","Femmes","Apprentis","s"
"Pays de la Loire","SOUTIEN AUX ENTREPRISES (MN)","Ensemble","Femmes","Ordinaires","s"
"Provence-Alpes-Côte d'Azur","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","Hommes","Aides","s"
"Provence-Alpes-Côte d'Azur","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","Hommes","Apprentis","s"
"Provence-Alpes-Côte d'Azur","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","Hommes","Ordinaires","4082"
"Provence-Alpes-Côte d'Azur","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","Hommes","Stagiaires","s"
"Provence-Alpes-Côte d'Azur","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","Femmes","Aides","s"
"Provence-Alpes-Côte d'Azur","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","Femmes","Apprentis","s"
"Provence-Alpes-Côte d'Azur","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","Femmes","Ordinaires","5655"
"Provence-Alpes-Côte d'Azur","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","Femmes","Stagiaires","s"
"Provence-Alpes-Côte d'Azur","AGRICULTURE SYLVICULTURE ET PECHE (AZ)","Ensemble","Hommes","Apprentis","s"
"Provence-Alpes-Côte d'Azur","AGRICULTURE SYLVICULTURE ET PECHE (AZ)","Ensemble","Hommes","Ordinaires","s"
"Provence-Alpes-Côte d'Azur","AGRICULTURE SYLVICULTURE ET PECHE (AZ)","Ensemble","Femmes","Apprentis","s"
"Provence-Alpes-Côte d'Azur","AGRICULTURE SYLVICULTURE ET PECHE (AZ)","Ensemble","Femmes","Ordinaires","s"
"Provence-Alpes-Côte d'Azur","AUTRES SECTEURS D ACTIVITE DES COOPERATIVES","Ensemble","Hommes","Aides","s"
"Provence-Alpes-Côte d'Azur","AUTRES SECTEURS D ACTIVITE DES COOPERATIVES","Ensemble","Hommes","Apprentis","s"
"Provence-Alpes-Côte d'Azur","AUTRES SECTEURS D ACTIVITE DES COOPERATIVES","Ensemble","Hommes","Ordinaires","s"
"Provence-Alpes-Côte d'Azur","AUTRES SECTEURS D ACTIVITE DES COOPERATIVES","Ensemble","Femmes","Aides","s"
"Provence-Alpes-Côte d'Azur","AUTRES SECTEURS D ACTIVITE DES COOPERATIVES","Ensemble","Femmes","Ordinaires","s"
"Provence-Alpes-Côte d'Azur","COMMERCE (GZ)","Ensemble","Hommes","Aides","s"
"Provence-Alpes-Côte d'Azur","COMMERCE (GZ)","Ensemble","Hommes","Apprentis","s"
"Provence-Alpes-Côte d'Azur","COMMERCE (GZ)","Ensemble","Hommes","Ordinaires","999"
"Provence-Alpes-Côte d'Azur","COMMERCE (GZ)","Ensemble","Femmes","Aides","s"
"Provence-Alpes-Côte d'Azur","COMMERCE (GZ)","Ensemble","Femmes","Apprentis","s"
"Provence-Alpes-Côte d'Azur","COMMERCE (GZ)","Ensemble","Femmes","Ordinaires","554"
"Provence-Alpes-Côte d'Azur","INDUSTRIE+CONSTRUCTION (BE+FZ)","Ensemble","Hommes","Aides","28"
"Provence-Alpes-Côte d'Azur","INDUSTRIE+CONSTRUCTION (BE+FZ)","Ensemble","Hommes","Apprentis","35"
"Provence-Alpes-Côte d'Azur","INDUSTRIE+CONSTRUCTION (BE+FZ)","Ensemble","Hommes","Ordinaires","1111"
"Provence-Alpes-Côte d'Azur","INDUSTRIE+CONSTRUCTION (BE+FZ)","Ensemble","Femmes","Aides","24"
"Provence-Alpes-Côte d'Azur","INDUSTRIE+CONSTRUCTION (BE+FZ)","Ensemble","Femmes","Apprentis","s"
"Provence-Alpes-Côte d'Azur","INDUSTRIE+CONSTRUCTION (BE+FZ)","Ensemble","Femmes","Ordinaires","520"
"Provence-Alpes-Côte d'Azur","INDUSTRIE+CONSTRUCTION (BE+FZ)","Ensemble","Femmes","Stagiaires","s"
"Provence-Alpes-Côte d'Azur","SOUTIEN AUX ENTREPRISES (MN)","Ensemble","Hommes","Aides","s"
"Provence-Alpes-Côte d'Azur","SOUTIEN AUX ENTREPRISES (MN)","Ensemble","Hommes","Apprentis","s"
"Provence-Alpes-Côte d'Azur","SOUTIEN AUX ENTREPRISES (MN)","Ensemble","Hommes","Ordinaires","321"
"Provence-Alpes-Côte d'Azur","SOUTIEN AUX ENTREPRISES (MN)","Ensemble","Femmes","Aides","s"
"Provence-Alpes-Côte d'Azur","SOUTIEN AUX ENTREPRISES (MN)","Ensemble","Femmes","Apprentis","s"
"Provence-Alpes-Côte d'Azur","SOUTIEN AUX ENTREPRISES (MN)","Ensemble","Femmes","Ordinaires","212"
"Auvergne-Rhône-Alpes","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Activites de services financiers et d assurances","Ensemble","Ensemble","s"
"Auvergne-Rhône-Alpes","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Activites des services financiers hors assurance et caisses","Ensemble","Ensemble","s"
"Auvergne-Rhône-Alpes","AGRICULTURE SYLVICULTURE ET PECHE (AZ)","NC","Ensemble","Ensemble","960"
"Auvergne-Rhône-Alpes","AUTRES SECTEURS D ACTIVITE DES COOPERATIVES","NC","Ensemble","Ensemble","2156"
"Auvergne-Rhône-Alpes","COMMERCE (GZ)","NC","Ensemble","Ensemble","4444"
"Auvergne-Rhône-Alpes","INDUSTRIE+CONSTRUCTION (BE+FZ)","NC","Ensemble","Ensemble","3922"
"Auvergne-Rhône-Alpes","SOUTIEN AUX ENTREPRISES (MN)","NC","Ensemble","Ensemble","2367"
"Bourgogne-Franche-Comté","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Activites des services financiers hors assurance et caisses","Ensemble","Ensemble","8389"
"Bourgogne-Franche-Comté","AGRICULTURE SYLVICULTURE ET PECHE (AZ)","NC","Ensemble","Ensemble","402"
"Bourgogne-Franche-Comté","AUTRES SECTEURS D ACTIVITE DES COOPERATIVES","NC","Ensemble","Ensemble","430"
"Bourgogne-Franche-Comté","COMMERCE (GZ)","NC","Ensemble","Ensemble","1797"
"Bourgogne-Franche-Comté","INDUSTRIE+CONSTRUCTION (BE+FZ)","NC","Ensemble","Ensemble","2717"
"Bourgogne-Franche-Comté","SOUTIEN AUX ENTREPRISES (MN)","NC","Ensemble","Ensemble","318"
"Bretagne","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Activites de services financiers et d assurances","Ensemble","Ensemble","12"
"Bretagne","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Activites des services financiers hors assurance et caisses","Ensemble","Ensemble","13573"
"Bretagne","AGRICULTURE SYLVICULTURE ET PECHE (AZ)","NC","Ensemble","Ensemble","1306"
"Bretagne","AUTRES SECTEURS D ACTIVITE DES COOPERATIVES","NC","Ensemble","Ensemble","1415"
"Bretagne","COMMERCE (GZ)","NC","Ensemble","Ensemble","4934"
"Bretagne","INDUSTRIE+CONSTRUCTION (BE+FZ)","NC","Ensemble","Ensemble","5770"
"Bretagne","SOUTIEN AUX ENTREPRISES (MN)","NC","Ensemble","Ensemble","983"
"Centre-Val de Loire","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Activites de services financiers et d assurances","Ensemble","Ensemble","s"
"Centre-Val de Loire","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Activites des services financiers hors assurance et caisses","Ensemble","Ensemble","s"
"Centre-Val de Loire","AGRICULTURE SYLVICULTURE ET PECHE (AZ)","NC","Ensemble","Ensemble","230"
"Centre-Val de Loire","AUTRES SECTEURS D ACTIVITE DES COOPERATIVES","NC","Ensemble","Ensemble","464"
"Centre-Val de Loire","COMMERCE (GZ)","NC","Ensemble","Ensemble","2420"
"Centre-Val de Loire","INDUSTRIE+CONSTRUCTION (BE+FZ)","NC","Ensemble","Ensemble","1547"
"Centre-Val de Loire","SOUTIEN AUX ENTREPRISES (MN)","NC","Ensemble","Ensemble","570"
"Corse","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Activites des services financiers hors assurance et caisses","Ensemble","Ensemble","540"
"Corse","AGRICULTURE SYLVICULTURE ET PECHE (AZ)","NC","Ensemble","Ensemble","s"
"Corse","AUTRES SECTEURS D ACTIVITE DES COOPERATIVES","NC","Ensemble","Ensemble","70"
"Corse","COMMERCE (GZ)","NC","Ensemble","Ensemble","156"
"Corse","INDUSTRIE+CONSTRUCTION (BE+FZ)","NC","Ensemble","Ensemble","113"
"Corse","SOUTIEN AUX ENTREPRISES (MN)","NC","Ensemble","Ensemble","s"
"Grand-Est","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Activites de services financiers et d assurances","Ensemble","Ensemble","s"
"Grand-Est","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Activites des services financiers hors assurance et caisses","Ensemble","Ensemble","s"
"Grand-Est","AGRICULTURE SYLVICULTURE ET PECHE (AZ)","NC","Ensemble","Ensemble","579"
"Grand-Est","AUTRES SECTEURS D ACTIVITE DES COOPERATIVES","NC","Ensemble","Ensemble","1048"
"Grand-Est","COMMERCE (GZ)","NC","Ensemble","Ensemble","4792"
"Grand-Est","INDUSTRIE+CONSTRUCTION (BE+FZ)","NC","Ensemble","Ensemble","6131"
"Grand-Est","SOUTIEN AUX ENTREPRISES (MN)","NC","Ensemble","Ensemble","1022"
"Guadeloupe","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Activites des services financiers hors assurance et caisses","Ensemble","Ensemble","707"
"Guadeloupe","AGRICULTURE SYLVICULTURE ET PECHE (AZ)","NC","Ensemble","Ensemble","42"
"Guadeloupe","AUTRES SECTEURS D ACTIVITE DES COOPERATIVES","NC","Ensemble","Ensemble","31"
"Guadeloupe","COMMERCE (GZ)","NC","Ensemble","Ensemble","29"
"Guadeloupe","INDUSTRIE+CONSTRUCTION (BE+FZ)","NC","Ensemble","Ensemble","s"
"Guadeloupe","SOUTIEN AUX ENTREPRISES (MN)","NC","Ensemble","Ensemble","s"
"Guyane","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Activites des services financiers hors assurance et caisses","Ensemble","Ensemble","99"
"Guyane","AGRICULTURE SYLVICULTURE ET PECHE (AZ)","NC","Ensemble","Ensemble","s"
"Guyane","COMMERCE (GZ)","NC","Ensemble","Ensemble","s"
"Guyane","SOUTIEN AUX ENTREPRISES (MN)","NC","Ensemble","Ensemble","28"
"Hauts-de-France","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Activites de services financiers et d assurances","Ensemble","Ensemble","s"
"Hauts-de-France","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Activites des services financiers hors assurance et caisses","Ensemble","Ensemble","s"
"Hauts-de-France","AGRICULTURE SYLVICULTURE ET PECHE (AZ)","NC","Ensemble","Ensemble","276"
"Hauts-de-France","AUTRES SECTEURS D ACTIVITE DES COOPERATIVES","NC","Ensemble","Ensemble","1085"
"Hauts-de-France","COMMERCE (GZ)","NC","Ensemble","Ensemble","2159"
"Hauts-de-France","INDUSTRIE+CONSTRUCTION (BE+FZ)","NC","Ensemble","Ensemble","3859"
"Hauts-de-France","SOUTIEN AUX ENTREPRISES (MN)","NC","Ensemble","Ensemble","1038"
"Ile-de-France","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Activites de services financiers et d assurances","Ensemble","Ensemble","s"
"Ile-de-France","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Activites des services financiers hors assurance et caisses","Ensemble","Ensemble","s"
"Ile-de-France","AGRICULTURE SYLVICULTURE ET PECHE (AZ)","NC","Ensemble","Ensemble","77"
"Ile-de-France","AUTRES SECTEURS D ACTIVITE DES COOPERATIVES","NC","Ensemble","Ensemble","2136"
"Ile-de-France","COMMERCE (GZ)","NC","Ensemble","Ensemble","4014"
"Ile-de-France","INDUSTRIE+CONSTRUCTION (BE+FZ)","NC","Ensemble","Ensemble","2897"
"Ile-de-France","SOUTIEN AUX ENTREPRISES (MN)","NC","Ensemble","Ensemble","3271"
"La Réunion","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Activites des services financiers hors assurance et caisses","Ensemble","Ensemble","1052"
"La Réunion","AGRICULTURE SYLVICULTURE ET PECHE (AZ)","NC","Ensemble","Ensemble","88"
"La Réunion","AUTRES SECTEURS D ACTIVITE DES COOPERATIVES","NC","Ensemble","Ensemble","689"
"La Réunion","COMMERCE (GZ)","NC","Ensemble","Ensemble","102"
"La Réunion","INDUSTRIE+CONSTRUCTION (BE+FZ)","NC","Ensemble","Ensemble","362"
"La Réunion","SOUTIEN AUX ENTREPRISES (MN)","NC","Ensemble","Ensemble","81"
"Martinique","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Activites des services financiers hors assurance et caisses","Ensemble","Ensemble","854"
"Martinique","AGRICULTURE SYLVICULTURE ET PECHE (AZ)","NC","Ensemble","Ensemble","32"
"Martinique","AUTRES SECTEURS D ACTIVITE DES COOPERATIVES","NC","Ensemble","Ensemble","17"
"Martinique","COMMERCE (GZ)","NC","Ensemble","Ensemble","s"
"Martinique","INDUSTRIE+CONSTRUCTION (BE+FZ)","NC","Ensemble","Ensemble","s"
"Martinique","SOUTIEN AUX ENTREPRISES (MN)","NC","Ensemble","Ensemble","s"
"Normandie","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Activites de services financiers et d assurances","Ensemble","Ensemble","s"
"Normandie","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Activites des services financiers hors assurance et caisses","Ensemble","Ensemble","s"
"Normandie","AGRICULTURE SYLVICULTURE ET PECHE (AZ)","NC","Ensemble","Ensemble","451"
"Normandie","AUTRES SECTEURS D ACTIVITE DES COOPERATIVES","NC","Ensemble","Ensemble","652"
"Normandie","COMMERCE (GZ)","NC","Ensemble","Ensemble","2346"
"Normandie","INDUSTRIE+CONSTRUCTION (BE+FZ)","NC","Ensemble","Ensemble","4295"
"Normandie","SOUTIEN AUX ENTREPRISES (MN)","NC","Ensemble","Ensemble","703"
"Nouvelle-Aquitaine","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Activites de services financiers et d assurances","Ensemble","Ensemble","s"
"Nouvelle-Aquitaine","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Activites des services financiers hors assurance et caisses","Ensemble","Ensemble","s"
"Nouvelle-Aquitaine","AGRICULTURE SYLVICULTURE ET PECHE (AZ)","NC","Ensemble","Ensemble","931"
