"DEP","typo_Asso","typo_Asso_det","type_emploi","nb_poste"
"29","SANTE HUMAINE (QA)","Ensemble","Aides","s"
"29","SANTE HUMAINE (QA)","Ensemble","Ordinaires","867"
"29","SANTE HUMAINE (QA)","Ensemble","Stagiaires","s"
"29","SOUTIEN AUX ENTREPRISES (MN)","Ensemble","Aides","96"
"29","SOUTIEN AUX ENTREPRISES (MN)","Ensemble","Apprentis","s"
"29","SOUTIEN AUX ENTREPRISES (MN)","Ensemble","Ordinaires","2951"
"29","SOUTIEN AUX ENTREPRISES (MN)","Ensemble","Stagiaires","s"
"29","SPORTS ET LOISIRS (RZ2)","Ensemble","Aides","128"
"29","SPORTS ET LOISIRS (RZ2)","Ensemble","Apprentis","s"
"29","SPORTS ET LOISIRS (RZ2)","Ensemble","Ordinaires","1008"
"29","SPORTS ET LOISIRS (RZ2)","Ensemble","Stagiaires","s"
"2A","ACTION SOCIALE (QB)","Ensemble","Aides","286"
"2A","ACTION SOCIALE (QB)","Ensemble","Apprentis","s"
"2A","ACTION SOCIALE (QB)","Ensemble","Ordinaires","1700"
"2A","ACTION SOCIALE (QB)","Ensemble","Stagiaires","s"
"2A","AGRICULTURE SYLVICULTURE ET PECHE (AZ)","Ensemble","Ordinaires","s"
"2A","ARTS SPECTACLES (RZ1)","Ensemble","Ordinaires","s"
"2A","AUTRES SECTEURS D ACTIVITE DES ASSOCIATIONS","Ensemble","Aides","s"
"2A","AUTRES SECTEURS D ACTIVITE DES ASSOCIATIONS","Ensemble","Ordinaires","s"
"2A","ENSEIGNEMENT (PZ)","Ensemble","Aides","6"
"2A","ENSEIGNEMENT (PZ)","Ensemble","Ordinaires","s"
"2A","HEBERGEMENT ET RESTAURATION (IZ)","Ensemble","Aides","s"
"2A","HEBERGEMENT ET RESTAURATION (IZ)","Ensemble","Apprentis","s"
"2A","HEBERGEMENT ET RESTAURATION (IZ)","Ensemble","Ordinaires","s"
"2A","NON-CLASSES (94.99Z)","Ensemble","Aides","s"
"2A","NON-CLASSES (94.99Z)","Ensemble","Apprentis","s"
"2A","NON-CLASSES (94.99Z)","Ensemble","Ordinaires","302"
"2A","SANTE HUMAINE (QA)","Ensemble","Aides","s"
"2A","SANTE HUMAINE (QA)","Ensemble","Apprentis","s"
"2A","SANTE HUMAINE (QA)","Ensemble","Ordinaires","s"
"2A","SOUTIEN AUX ENTREPRISES (MN)","Ensemble","Aides","s"
"2A","SOUTIEN AUX ENTREPRISES (MN)","Ensemble","Apprentis","s"
"2A","SOUTIEN AUX ENTREPRISES (MN)","Ensemble","Ordinaires","s"
"2A","SPORTS ET LOISIRS (RZ2)","Ensemble","Aides","s"
"2A","SPORTS ET LOISIRS (RZ2)","Ensemble","Apprentis","s"
"2A","SPORTS ET LOISIRS (RZ2)","Ensemble","Ordinaires","111"
"2B","ACTION SOCIALE (QB)","Ensemble","Aides","88"
"2B","ACTION SOCIALE (QB)","Ensemble","Apprentis","s"
"2B","ACTION SOCIALE (QB)","Ensemble","Ordinaires","1969"
"2B","ACTION SOCIALE (QB)","Ensemble","Stagiaires","s"
"2B","ARTS SPECTACLES (RZ1)","Ensemble","Aides","s"
"2B","ARTS SPECTACLES (RZ1)","Ensemble","Apprentis","s"
"2B","ARTS SPECTACLES (RZ1)","Ensemble","Ordinaires","s"
"2B","AUTRES SECTEURS D ACTIVITE DES ASSOCIATIONS","Ensemble","Aides","s"
"2B","AUTRES SECTEURS D ACTIVITE DES ASSOCIATIONS","Ensemble","Apprentis","s"
"2B","AUTRES SECTEURS D ACTIVITE DES ASSOCIATIONS","Ensemble","Ordinaires","103"
"2B","ENSEIGNEMENT (PZ)","Ensemble","Aides","s"
"2B","ENSEIGNEMENT (PZ)","Ensemble","Apprentis","s"
"2B","ENSEIGNEMENT (PZ)","Ensemble","Ordinaires","245"
"2B","HEBERGEMENT ET RESTAURATION (IZ)","Ensemble","Aides","s"
"2B","HEBERGEMENT ET RESTAURATION (IZ)","Ensemble","Ordinaires","s"
"2B","NON-CLASSES (94.99Z)","Ensemble","Aides","s"
"2B","NON-CLASSES (94.99Z)","Ensemble","Apprentis","s"
"2B","NON-CLASSES (94.99Z)","Ensemble","Ordinaires","354"
"2B","SANTE HUMAINE (QA)","Ensemble","Ordinaires","137"
"2B","SOUTIEN AUX ENTREPRISES (MN)","Ensemble","Aides","s"
"2B","SOUTIEN AUX ENTREPRISES (MN)","Ensemble","Apprentis","s"
"2B","SOUTIEN AUX ENTREPRISES (MN)","Ensemble","Ordinaires","140"
"2B","SPORTS ET LOISIRS (RZ2)","Ensemble","Aides","s"
"2B","SPORTS ET LOISIRS (RZ2)","Ensemble","Apprentis","s"
"2B","SPORTS ET LOISIRS (RZ2)","Ensemble","Ordinaires","170"
"30","ACTION SOCIALE (QB)","Ensemble","Aides","851"
"30","ACTION SOCIALE (QB)","Ensemble","Apprentis","48"
"30","ACTION SOCIALE (QB)","Ensemble","Ordinaires","9307"
"30","ACTION SOCIALE (QB)","Ensemble","Stagiaires","18"
"30","AGRICULTURE SYLVICULTURE ET PECHE (AZ)","Ensemble","Ordinaires","16"
"30","ARTS SPECTACLES (RZ1)","Ensemble","Aides","s"
"30","ARTS SPECTACLES (RZ1)","Ensemble","Apprentis","s"
"30","ARTS SPECTACLES (RZ1)","Ensemble","Ordinaires","260"
"30","AUTRES SECTEURS D ACTIVITE DES ASSOCIATIONS","Ensemble","Aides","31"
"30","AUTRES SECTEURS D ACTIVITE DES ASSOCIATIONS","Ensemble","Ordinaires","178"
"30","ENSEIGNEMENT (PZ)","Ensemble","Aides","182"
"30","ENSEIGNEMENT (PZ)","Ensemble","Apprentis","8"
"30","ENSEIGNEMENT (PZ)","Ensemble","Ordinaires","2662"
"30","HEBERGEMENT ET RESTAURATION (IZ)","Ensemble","Aides","s"
"30","HEBERGEMENT ET RESTAURATION (IZ)","Ensemble","Apprentis","s"
"30","HEBERGEMENT ET RESTAURATION (IZ)","Ensemble","Ordinaires","120"
"30","NON-CLASSES (94.99Z)","Ensemble","Aides","440"
"30","NON-CLASSES (94.99Z)","Ensemble","Apprentis","s"
"30","NON-CLASSES (94.99Z)","Ensemble","Ordinaires","1494"
"30","NON-CLASSES (94.99Z)","Ensemble","Stagiaires","s"
"30","SANTE HUMAINE (QA)","Ensemble","Aides","13"
"30","SANTE HUMAINE (QA)","Ensemble","Apprentis","s"
"30","SANTE HUMAINE (QA)","Ensemble","Ordinaires","582"
"30","SANTE HUMAINE (QA)","Ensemble","Stagiaires","s"
"30","SOUTIEN AUX ENTREPRISES (MN)","Ensemble","Aides","77"
"30","SOUTIEN AUX ENTREPRISES (MN)","Ensemble","Apprentis","10"
"30","SOUTIEN AUX ENTREPRISES (MN)","Ensemble","Ordinaires","606"
"30","SPORTS ET LOISIRS (RZ2)","Ensemble","Aides","99"
"30","SPORTS ET LOISIRS (RZ2)","Ensemble","Apprentis","s"
"30","SPORTS ET LOISIRS (RZ2)","Ensemble","Ordinaires","531"
"30","SPORTS ET LOISIRS (RZ2)","Ensemble","Stagiaires","s"
"31","ACTION SOCIALE (QB)","Ensemble","Aides","1271"
"31","ACTION SOCIALE (QB)","Ensemble","Apprentis","36"
"31","ACTION SOCIALE (QB)","Ensemble","Ordinaires","16099"
"31","ACTION SOCIALE (QB)","Ensemble","Stagiaires","33"
"31","AGRICULTURE SYLVICULTURE ET PECHE (AZ)","Ensemble","Apprentis","s"
"31","AGRICULTURE SYLVICULTURE ET PECHE (AZ)","Ensemble","Ordinaires","s"
"31","AGRICULTURE SYLVICULTURE ET PECHE (AZ)","Ensemble","Stagiaires","s"
"31","ARTS SPECTACLES (RZ1)","Ensemble","Aides","s"
"31","ARTS SPECTACLES (RZ1)","Ensemble","Apprentis","s"
"31","ARTS SPECTACLES (RZ1)","Ensemble","Ordinaires","868"
"31","AUTRES SECTEURS D ACTIVITE DES ASSOCIATIONS","Ensemble","Aides","s"
"31","AUTRES SECTEURS D ACTIVITE DES ASSOCIATIONS","Ensemble","Apprentis","s"
"31","AUTRES SECTEURS D ACTIVITE DES ASSOCIATIONS","Ensemble","Ordinaires","961"
"31","ENSEIGNEMENT (PZ)","Ensemble","Aides","190"
"31","ENSEIGNEMENT (PZ)","Ensemble","Apprentis","12"
"31","ENSEIGNEMENT (PZ)","Ensemble","Ordinaires","5551"
"31","HEBERGEMENT ET RESTAURATION (IZ)","Ensemble","Aides","s"
"31","HEBERGEMENT ET RESTAURATION (IZ)","Ensemble","Apprentis","s"
"31","HEBERGEMENT ET RESTAURATION (IZ)","Ensemble","Ordinaires","s"
"31","NON-CLASSES (94.99Z)","Ensemble","Aides","362"
"31","NON-CLASSES (94.99Z)","Ensemble","Apprentis","s"
"31","NON-CLASSES (94.99Z)","Ensemble","Ordinaires","3049"
"31","NON-CLASSES (94.99Z)","Ensemble","Stagiaires","s"
"31","SANTE HUMAINE (QA)","Ensemble","Aides","s"
"31","SANTE HUMAINE (QA)","Ensemble","Apprentis","s"
"31","SANTE HUMAINE (QA)","Ensemble","Ordinaires","2055"
"31","SOUTIEN AUX ENTREPRISES (MN)","Ensemble","Aides","180"
"31","SOUTIEN AUX ENTREPRISES (MN)","Ensemble","Apprentis","9"
"31","SOUTIEN AUX ENTREPRISES (MN)","Ensemble","Ordinaires","1667"
"31","SOUTIEN AUX ENTREPRISES (MN)","Ensemble","Stagiaires","13"
"31","SPORTS ET LOISIRS (RZ2)","Ensemble","Aides","353"
"31","SPORTS ET LOISIRS (RZ2)","Ensemble","Apprentis","s"
"31","SPORTS ET LOISIRS (RZ2)","Ensemble","Ordinaires","3261"
"31","SPORTS ET LOISIRS (RZ2)","Ensemble","Stagiaires","s"
"32","ACTION SOCIALE (QB)","Ensemble","Aides","318"
"32","ACTION SOCIALE (QB)","Ensemble","Apprentis","s"
"32","ACTION SOCIALE (QB)","Ensemble","Ordinaires","2512"
"32","ACTION SOCIALE (QB)","Ensemble","Stagiaires","s"
"32","AGRICULTURE SYLVICULTURE ET PECHE (AZ)","Ensemble","Aides","s"
"32","AGRICULTURE SYLVICULTURE ET PECHE (AZ)","Ensemble","Ordinaires","s"
"32","ARTS SPECTACLES (RZ1)","Ensemble","Aides","9"
"32","ARTS SPECTACLES (RZ1)","Ensemble","Ordinaires","73"
"32","AUTRES SECTEURS D ACTIVITE DES ASSOCIATIONS","Ensemble","Aides","11"
"32","AUTRES SECTEURS D ACTIVITE DES ASSOCIATIONS","Ensemble","Ordinaires","149"
"32","ENSEIGNEMENT (PZ)","Ensemble","Aides","50"
"32","ENSEIGNEMENT (PZ)","Ensemble","Ordinaires","583"
"32","HEBERGEMENT ET RESTAURATION (IZ)","Ensemble","Ordinaires","s"
"32","NON-CLASSES (94.99Z)","Ensemble","Aides","s"
"32","NON-CLASSES (94.99Z)","Ensemble","Apprentis","s"
"32","NON-CLASSES (94.99Z)","Ensemble","Ordinaires","357"
"32","SANTE HUMAINE (QA)","Ensemble","Aides","s"
"32","SANTE HUMAINE (QA)","Ensemble","Apprentis","s"
"32","SANTE HUMAINE (QA)","Ensemble","Ordinaires","129"
"32","SOUTIEN AUX ENTREPRISES (MN)","Ensemble","Aides","s"
"32","SOUTIEN AUX ENTREPRISES (MN)","Ensemble","Apprentis","s"
"32","SOUTIEN AUX ENTREPRISES (MN)","Ensemble","Ordinaires","686"
"32","SPORTS ET LOISIRS (RZ2)","Ensemble","Aides","s"
"32","SPORTS ET LOISIRS (RZ2)","Ensemble","Apprentis","s"
"32","SPORTS ET LOISIRS (RZ2)","Ensemble","Ordinaires","87"
"33","ACTION SOCIALE (QB)","Ensemble","Aides","2781"
"33","ACTION SOCIALE (QB)","Ensemble","Apprentis","68"
"33","ACTION SOCIALE (QB)","Ensemble","Ordinaires","18754"
"33","ACTION SOCIALE (QB)","Ensemble","Stagiaires","36"
"33","AGRICULTURE SYLVICULTURE ET PECHE (AZ)","Ensemble","Aides","s"
"33","AGRICULTURE SYLVICULTURE ET PECHE (AZ)","Ensemble","Ordinaires","s"
"33","ARTS SPECTACLES (RZ1)","Ensemble","Aides","112"
"33","ARTS SPECTACLES (RZ1)","Ensemble","Apprentis","s"
"33","ARTS SPECTACLES (RZ1)","Ensemble","Ordinaires","697"
"33","ARTS SPECTACLES (RZ1)","Ensemble","Stagiaires","s"
"33","AUTRES SECTEURS D ACTIVITE DES ASSOCIATIONS","Ensemble","Aides","72"
"33","AUTRES SECTEURS D ACTIVITE DES ASSOCIATIONS","Ensemble","Apprentis","s"
"33","AUTRES SECTEURS D ACTIVITE DES ASSOCIATIONS","Ensemble","Ordinaires","1143"
"33","AUTRES SECTEURS D ACTIVITE DES ASSOCIATIONS","Ensemble","Stagiaires","s"
"33","ENSEIGNEMENT (PZ)","Ensemble","Aides","357"
"33","ENSEIGNEMENT (PZ)","Ensemble","Apprentis","s"
"33","ENSEIGNEMENT (PZ)","Ensemble","Ordinaires","5595"
"33","ENSEIGNEMENT (PZ)","Ensemble","Stagiaires","s"
"33","HEBERGEMENT ET RESTAURATION (IZ)","Ensemble","Aides","s"
"33","HEBERGEMENT ET RESTAURATION (IZ)","Ensemble","Apprentis","s"
"33","HEBERGEMENT ET RESTAURATION (IZ)","Ensemble","Ordinaires","s"
"33","NON-CLASSES (94.99Z)","Ensemble","Aides","432"
"33","NON-CLASSES (94.99Z)","Ensemble","Apprentis","16"
"33","NON-CLASSES (94.99Z)","Ensemble","Ordinaires","2540"
"33","NON-CLASSES (94.99Z)","Ensemble","Stagiaires","7"
"33","SANTE HUMAINE (QA)","Ensemble","Aides","37"
"33","SANTE HUMAINE (QA)","Ensemble","Apprentis","s"
"33","SANTE HUMAINE (QA)","Ensemble","Ordinaires","3124"
"33","SANTE HUMAINE (QA)","Ensemble","Stagiaires","s"
"33","SOUTIEN AUX ENTREPRISES (MN)","Ensemble","Aides","264"
"33","SOUTIEN AUX ENTREPRISES (MN)","Ensemble","Apprentis","s"
"33","SOUTIEN AUX ENTREPRISES (MN)","Ensemble","Ordinaires","3164"
"33","SOUTIEN AUX ENTREPRISES (MN)","Ensemble","Stagiaires","s"
"33","SPORTS ET LOISIRS (RZ2)","Ensemble","Aides","277"
"33","SPORTS ET LOISIRS (RZ2)","Ensemble","Apprentis","s"
"33","SPORTS ET LOISIRS (RZ2)","Ensemble","Ordinaires","2232"
"33","SPORTS ET LOISIRS (RZ2)","Ensemble","Stagiaires","s"
"34","ACTION SOCIALE (QB)","Ensemble","Aides","1599"
"34","ACTION SOCIALE (QB)","Ensemble","Apprentis","86"
"34","ACTION SOCIALE (QB)","Ensemble","Ordinaires","14080"
"34","ACTION SOCIALE (QB)","Ensemble","Stagiaires","12"
"34","AGRICULTURE SYLVICULTURE ET PECHE (AZ)","Ensemble","Aides","s"
"34","AGRICULTURE SYLVICULTURE ET PECHE (AZ)","Ensemble","Ordinaires","s"
"34","ARTS SPECTACLES (RZ1)","Ensemble","Aides","134"
"34","ARTS SPECTACLES (RZ1)","Ensemble","Apprentis","s"
"34","ARTS SPECTACLES (RZ1)","Ensemble","Ordinaires","741"
"34","ARTS SPECTACLES (RZ1)","Ensemble","Stagiaires","s"
"34","AUTRES SECTEURS D ACTIVITE DES ASSOCIATIONS","Ensemble","Aides","s"
"34","AUTRES SECTEURS D ACTIVITE DES ASSOCIATIONS","Ensemble","Apprentis","s"
"34","AUTRES SECTEURS D ACTIVITE DES ASSOCIATIONS","Ensemble","Ordinaires","677"
"34","ENSEIGNEMENT (PZ)","Ensemble","Aides","308"
"34","ENSEIGNEMENT (PZ)","Ensemble","Apprentis","s"
"34","ENSEIGNEMENT (PZ)","Ensemble","Ordinaires","3959"
"34","ENSEIGNEMENT (PZ)","Ensemble","Stagiaires","s"
"34","HEBERGEMENT ET RESTAURATION (IZ)","Ensemble","Aides","s"
"34","HEBERGEMENT ET RESTAURATION (IZ)","Ensemble","Apprentis","s"
"34","HEBERGEMENT ET RESTAURATION (IZ)","Ensemble","Ordinaires","s"
"34","NON-CLASSES (94.99Z)","Ensemble","Aides","529"
"34","NON-CLASSES (94.99Z)","Ensemble","Apprentis","s"
"34","NON-CLASSES (94.99Z)","Ensemble","Ordinaires","2222"
"34","NON-CLASSES (94.99Z)","Ensemble","Stagiaires","s"
"34","SANTE HUMAINE (QA)","Ensemble","Aides","9"
"34","SANTE HUMAINE (QA)","Ensemble","Apprentis","s"
"34","SANTE HUMAINE (QA)","Ensemble","Ordinaires","1301"
"34","SANTE HUMAINE (QA)","Ensemble","Stagiaires","s"
"34","SOUTIEN AUX ENTREPRISES (MN)","Ensemble","Aides","59"
"34","SOUTIEN AUX ENTREPRISES (MN)","Ensemble","Apprentis","s"
"34","SOUTIEN AUX ENTREPRISES (MN)","Ensemble","Ordinaires","1220"
"34","SOUTIEN AUX ENTREPRISES (MN)","Ensemble","Stagiaires","s"
"34","SPORTS ET LOISIRS (RZ2)","Ensemble","Aides","213"
"34","SPORTS ET LOISIRS (RZ2)","Ensemble","Apprentis","s"
"34","SPORTS ET LOISIRS (RZ2)","Ensemble","Ordinaires","1050"
"34","SPORTS ET LOISIRS (RZ2)","Ensemble","Stagiaires","s"
"35","ACTION SOCIALE (QB)","Ensemble","Aides","606"
"35","ACTION SOCIALE (QB)","Ensemble","Apprentis","27"
"35","ACTION SOCIALE (QB)","Ensemble","Ordinaires","15206"
"35","ACTION SOCIALE (QB)","Ensemble","Stagiaires","105"
"35","AGRICULTURE SYLVICULTURE ET PECHE (AZ)","Ensemble","Aides","s"
"35","AGRICULTURE SYLVICULTURE ET PECHE (AZ)","Ensemble","Apprentis","s"
"35","AGRICULTURE SYLVICULTURE ET PECHE (AZ)","Ensemble","Ordinaires","s"
"35","ARTS SPECTACLES (RZ1)","Ensemble","Aides","73"
"35","ARTS SPECTACLES (RZ1)","Ensemble","Ordinaires","499"
"35","ARTS SPECTACLES (RZ1)","Ensemble","Stagiaires","8"
"35","AUTRES SECTEURS D ACTIVITE DES ASSOCIATIONS","Ensemble","Aides","63"
"35","AUTRES SECTEURS D ACTIVITE DES ASSOCIATIONS","Ensemble","Apprentis","s"
"35","AUTRES SECTEURS D ACTIVITE DES ASSOCIATIONS","Ensemble","Ordinaires","1606"
"35","AUTRES SECTEURS D ACTIVITE DES ASSOCIATIONS","Ensemble","Stagiaires","s"
"35","ENSEIGNEMENT (PZ)","Ensemble","Aides","370"
"35","ENSEIGNEMENT (PZ)","Ensemble","Apprentis","s"
"35","ENSEIGNEMENT (PZ)","Ensemble","Ordinaires","8855"
"35","ENSEIGNEMENT (PZ)","Ensemble","Stagiaires","s"
"35","HEBERGEMENT ET RESTAURATION (IZ)","Ensemble","Aides","s"
"35","HEBERGEMENT ET RESTAURATION (IZ)","Ensemble","Apprentis","s"
"35","HEBERGEMENT ET RESTAURATION (IZ)","Ensemble","Ordinaires","s"
"35","NON-CLASSES (94.99Z)","Ensemble","Aides","206"
"35","NON-CLASSES (94.99Z)","Ensemble","Apprentis","s"
"35","NON-CLASSES (94.99Z)","Ensemble","Ordinaires","2611"
"35","NON-CLASSES (94.99Z)","Ensemble","Stagiaires","s"
"35","SANTE HUMAINE (QA)","Ensemble","Aides","s"
"35","SANTE HUMAINE (QA)","Ensemble","Ordinaires","1776"
"35","SANTE HUMAINE (QA)","Ensemble","Stagiaires","s"
"35","SOUTIEN AUX ENTREPRISES (MN)","Ensemble","Aides","58"
"35","SOUTIEN AUX ENTREPRISES (MN)","Ensemble","Apprentis","25"
"35","SOUTIEN AUX ENTREPRISES (MN)","Ensemble","Ordinaires","2467"
"35","SOUTIEN AUX ENTREPRISES (MN)","Ensemble","Stagiaires","5"
"35","SPORTS ET LOISIRS (RZ2)","Ensemble","Aides","68"
"35","SPORTS ET LOISIRS (RZ2)","Ensemble","Apprentis","s"
"35","SPORTS ET LOISIRS (RZ2)","Ensemble","Ordinaires","1441"
"35","SPORTS ET LOISIRS (RZ2)","Ensemble","Stagiaires","s"
"36","ACTION SOCIALE (QB)","Ensemble","Aides","571"
"36","ACTION SOCIALE (QB)","Ensemble","Apprentis","7"
"36","ACTION SOCIALE (QB)","Ensemble","Ordinaires","3204"
"36","ACTION SOCIALE (QB)","Ensemble","Stagiaires","5"
"36","AGRICULTURE SYLVICULTURE ET PECHE (AZ)","Ensemble","Aides","s"
"36","AGRICULTURE SYLVICULTURE ET PECHE (AZ)","Ensemble","Ordinaires","s"
"36","ARTS SPECTACLES (RZ1)","Ensemble","Aides","s"
"36","ARTS SPECTACLES (RZ1)","Ensemble","Apprentis","s"
"36","ARTS SPECTACLES (RZ1)","Ensemble","Ordinaires","99"
"36","AUTRES SECTEURS D ACTIVITE DES ASSOCIATIONS","Ensemble","Aides","6"
"36","AUTRES SECTEURS D ACTIVITE DES ASSOCIATIONS","Ensemble","Ordinaires","96"
"36","ENSEIGNEMENT (PZ)","Ensemble","Aides","s"
"36","ENSEIGNEMENT (PZ)","Ensemble","Apprentis","s"
"36","ENSEIGNEMENT (PZ)","Ensemble","Ordinaires","442"
"36","HEBERGEMENT ET RESTAURATION (IZ)","Ensemble","Aides","s"
"36","HEBERGEMENT ET RESTAURATION (IZ)","Ensemble","Ordinaires","s"
"36","NON-CLASSES (94.99Z)","Ensemble","Aides","s"
"36","NON-CLASSES (94.99Z)","Ensemble","Apprentis","s"
"36","NON-CLASSES (94.99Z)","Ensemble","Ordinaires","689"
"36","SANTE HUMAINE (QA)","Ensemble","Ordinaires","112"
"36","SOUTIEN AUX ENTREPRISES (MN)","Ensemble","Aides","13"
"36","SOUTIEN AUX ENTREPRISES (MN)","Ensemble","Apprentis","11"
"36","SOUTIEN AUX ENTREPRISES (MN)","Ensemble","Ordinaires","528"
"36","SPORTS ET LOISIRS (RZ2)","Ensemble","Aides","s"
"36","SPORTS ET LOISIRS (RZ2)","Ensemble","Apprentis","s"
"36","SPORTS ET LOISIRS (RZ2)","Ensemble","Ordinaires","219"
"37","ACTION SOCIALE (QB)","Ensemble","Aides","899"
"37","ACTION SOCIALE (QB)","Ensemble","Apprentis","21"
"37","ACTION SOCIALE (QB)","Ensemble","Ordinaires","8182"
"37","ACTION SOCIALE (QB)","Ensemble","Stagiaires","32"
"37","AGRICULTURE SYLVICULTURE ET PECHE (AZ)","Ensemble","Aides","s"
"37","AGRICULTURE SYLVICULTURE ET PECHE (AZ)","Ensemble","Ordinaires","s"
"37","ARTS SPECTACLES (RZ1)","Ensemble","Aides","s"
"37","ARTS SPECTACLES (RZ1)","Ensemble","Ordinaires","201"
"37","ARTS SPECTACLES (RZ1)","Ensemble","Stagiaires","s"
"37","AUTRES SECTEURS D ACTIVITE DES ASSOCIATIONS","Ensemble","Aides","33"
"37","AUTRES SECTEURS D ACTIVITE DES ASSOCIATIONS","Ensemble","Ordinaires","273"
"37","ENSEIGNEMENT (PZ)","Ensemble","Aides","142"
"37","ENSEIGNEMENT (PZ)","Ensemble","Apprentis","s"
"37","ENSEIGNEMENT (PZ)","Ensemble","Ordinaires","2718"
"37","ENSEIGNEMENT (PZ)","Ensemble","Stagiaires","s"
"37","HEBERGEMENT ET RESTAURATION (IZ)","Ensemble","Aides","s"
"37","HEBERGEMENT ET RESTAURATION (IZ)","Ensemble","Ordinaires","s"
"37","NON-CLASSES (94.99Z)","Ensemble","Aides","s"
"37","NON-CLASSES (94.99Z)","Ensemble","Apprentis","s"
"37","NON-CLASSES (94.99Z)","Ensemble","Ordinaires","1259"
"37","SANTE HUMAINE (QA)","Ensemble","Aides","s"
"37","SANTE HUMAINE (QA)","Ensemble","Apprentis","s"
"37","SANTE HUMAINE (QA)","Ensemble","Ordinaires","762"
"37","SOUTIEN AUX ENTREPRISES (MN)","Ensemble","Aides","48"
"37","SOUTIEN AUX ENTREPRISES (MN)","Ensemble","Apprentis","s"
"37","SOUTIEN AUX ENTREPRISES (MN)","Ensemble","Ordinaires","1289"
"37","SOUTIEN AUX ENTREPRISES (MN)","Ensemble","Stagiaires","s"
"37","SPORTS ET LOISIRS (RZ2)","Ensemble","Aides","89"
"37","SPORTS ET LOISIRS (RZ2)","Ensemble","Apprentis","s"
"37","SPORTS ET LOISIRS (RZ2)","Ensemble","Ordinaires","590"
"37","SPORTS ET LOISIRS (RZ2)","Ensemble","Stagiaires","s"
"38","ACTION SOCIALE (QB)","Ensemble","Aides","1798"
"38","ACTION SOCIALE (QB)","Ensemble","Apprentis","23"
"38","ACTION SOCIALE (QB)","Ensemble","Ordinaires","12571"
"38","ACTION SOCIALE (QB)","Ensemble","Stagiaires","105"
"38","AGRICULTURE SYLVICULTURE ET PECHE (AZ)","Ensemble","Aides","s"
"38","AGRICULTURE SYLVICULTURE ET PECHE (AZ)","Ensemble","Ordinaires","s"
"38","ARTS SPECTACLES (RZ1)","Ensemble","Aides","73"
"38","ARTS SPECTACLES (RZ1)","Ensemble","Apprentis","s"
"38","ARTS SPECTACLES (RZ1)","Ensemble","Ordinaires","469"
"38","ARTS SPECTACLES (RZ1)","Ensemble","Stagiaires","s"
"38","AUTRES SECTEURS D ACTIVITE DES ASSOCIATIONS","Ensemble","Aides","s"
"38","AUTRES SECTEURS D ACTIVITE DES ASSOCIATIONS","Ensemble","Apprentis","s"
"38","AUTRES SECTEURS D ACTIVITE DES ASSOCIATIONS","Ensemble","Ordinaires","717"
"38","ENSEIGNEMENT (PZ)","Ensemble","Aides","281"
"38","ENSEIGNEMENT (PZ)","Ensemble","Apprentis","s"
"38","ENSEIGNEMENT (PZ)","Ensemble","Ordinaires","4449"
"38","ENSEIGNEMENT (PZ)","Ensemble","Stagiaires","s"
"38","HEBERGEMENT ET RESTAURATION (IZ)","Ensemble","Aides","s"
"38","HEBERGEMENT ET RESTAURATION (IZ)","Ensemble","Ordinaires","s"
"38","NON-CLASSES (94.99Z)","Ensemble","Aides","425"
"38","NON-CLASSES (94.99Z)","Ensemble","Apprentis","s"
"38","NON-CLASSES (94.99Z)","Ensemble","Ordinaires","2496"
"38","NON-CLASSES (94.99Z)","Ensemble","Stagiaires","s"
"38","SANTE HUMAINE (QA)","Ensemble","Aides","13"
"38","SANTE HUMAINE (QA)","Ensemble","Ordinaires","1869"
"38","SOUTIEN AUX ENTREPRISES (MN)","Ensemble","Aides","339"
"38","SOUTIEN AUX ENTREPRISES (MN)","Ensemble","Apprentis","s"
"38","SOUTIEN AUX ENTREPRISES (MN)","Ensemble","Ordinaires","1445"
"38","SOUTIEN AUX ENTREPRISES (MN)","Ensemble","Stagiaires","s"
"38","SPORTS ET LOISIRS (RZ2)","Ensemble","Aides","141"
"38","SPORTS ET LOISIRS (RZ2)","Ensemble","Apprentis","s"
"38","SPORTS ET LOISIRS (RZ2)","Ensemble","Ordinaires","1394"
"38","SPORTS ET LOISIRS (RZ2)","Ensemble","Stagiaires","s"
"39","ACTION SOCIALE (QB)","Ensemble","Aides","413"
"39","ACTION SOCIALE (QB)","Ensemble","Apprentis","s"
"39","ACTION SOCIALE (QB)","Ensemble","Ordinaires","3299"
"39","ACTION SOCIALE (QB)","Ensemble","Stagiaires","s"
"39","AGRICULTURE SYLVICULTURE ET PECHE (AZ)","Ensemble","Aides","s"
"39","AGRICULTURE SYLVICULTURE ET PECHE (AZ)","Ensemble","Ordinaires","s"
"39","ARTS SPECTACLES (RZ1)","Ensemble","Aides","s"
"39","ARTS SPECTACLES (RZ1)","Ensemble","Apprentis","s"
"39","ARTS SPECTACLES (RZ1)","Ensemble","Ordinaires","96"
"39","AUTRES SECTEURS D ACTIVITE DES ASSOCIATIONS","Ensemble","Aides","s"
"39","AUTRES SECTEURS D ACTIVITE DES ASSOCIATIONS","Ensemble","Apprentis","s"
"39","AUTRES SECTEURS D ACTIVITE DES ASSOCIATIONS","Ensemble","Ordinaires","356"
"39","ENSEIGNEMENT (PZ)","Ensemble","Aides","s"
"39","ENSEIGNEMENT (PZ)","Ensemble","Apprentis","s"
