"REG","ESS","famille","sexe","type_emploi","nb_poste"
"Grand-Est","ESS + Hors ESS","Public","Hommes","Apprentis","s"
"Grand-Est","ESS + Hors ESS","Public","Hommes","Ordinaires","156343"
"Grand-Est","ESS + Hors ESS","Public","Hommes","Stagiaires","s"
"Guadeloupe","ESS + Hors ESS","1. Coopérative","Femmes","Aides","s"
"Guadeloupe","ESS + Hors ESS","1. Coopérative","Femmes","Apprentis","s"
"Guadeloupe","ESS + Hors ESS","1. Coopérative","Femmes","Ordinaires","s"
"Guadeloupe","ESS + Hors ESS","1. Coopérative","Hommes","Aides","s"
"Guadeloupe","ESS + Hors ESS","1. Coopérative","Hommes","Apprentis","s"
"Guadeloupe","ESS + Hors ESS","1. Coopérative","Hommes","Ordinaires","s"
"Guadeloupe","ESS + Hors ESS","2. Mutuelle","Femmes","Aides","s"
"Guadeloupe","ESS + Hors ESS","2. Mutuelle","Femmes","Ordinaires","s"
"Guadeloupe","ESS + Hors ESS","2. Mutuelle","Hommes","Aides","s"
"Guadeloupe","ESS + Hors ESS","2. Mutuelle","Hommes","Apprentis","s"
"Guadeloupe","ESS + Hors ESS","2. Mutuelle","Hommes","Ordinaires","s"
"Guadeloupe","ESS + Hors ESS","3. Association","Femmes","Aides","709"
"Guadeloupe","ESS + Hors ESS","3. Association","Femmes","Apprentis","s"
"Guadeloupe","ESS + Hors ESS","3. Association","Femmes","Ordinaires","5830"
"Guadeloupe","ESS + Hors ESS","3. Association","Femmes","Stagiaires","s"
"Guadeloupe","ESS + Hors ESS","3. Association","Hommes","Aides","406"
"Guadeloupe","ESS + Hors ESS","3. Association","Hommes","Apprentis","s"
"Guadeloupe","ESS + Hors ESS","3. Association","Hommes","Ordinaires","2223"
"Guadeloupe","ESS + Hors ESS","3. Association","Hommes","Stagiaires","s"
"Guadeloupe","ESS + Hors ESS","4. Fondation","Femmes","Aides","s"
"Guadeloupe","ESS + Hors ESS","4. Fondation","Femmes","Ordinaires","s"
"Guadeloupe","ESS + Hors ESS","4. Fondation","Hommes","Aides","s"
"Guadeloupe","ESS + Hors ESS","4. Fondation","Hommes","Ordinaires","s"
"Guadeloupe","ESS + Hors ESS","4. Fondation","Hommes","Stagiaires","s"
"Guadeloupe","ESS + Hors ESS","Privé Hors ESS","Femmes","Aides","s"
"Guadeloupe","ESS + Hors ESS","Privé Hors ESS","Femmes","Apprentis","s"
"Guadeloupe","ESS + Hors ESS","Privé Hors ESS","Femmes","Ordinaires","25183"
"Guadeloupe","ESS + Hors ESS","Privé Hors ESS","Femmes","Stagiaires","s"
"Guadeloupe","ESS + Hors ESS","Privé Hors ESS","Hommes","Aides","s"
"Guadeloupe","ESS + Hors ESS","Privé Hors ESS","Hommes","Apprentis","s"
"Guadeloupe","ESS + Hors ESS","Privé Hors ESS","Hommes","Ordinaires","30540"
"Guadeloupe","ESS + Hors ESS","Privé Hors ESS","Hommes","Stagiaires","s"
"Guadeloupe","ESS + Hors ESS","Public","Femmes","Aides","s"
"Guadeloupe","ESS + Hors ESS","Public","Femmes","Apprentis","s"
"Guadeloupe","ESS + Hors ESS","Public","Femmes","Ordinaires","23056"
"Guadeloupe","ESS + Hors ESS","Public","Femmes","Stagiaires","s"
"Guadeloupe","ESS + Hors ESS","Public","Hommes","Aides","s"
"Guadeloupe","ESS + Hors ESS","Public","Hommes","Apprentis","s"
"Guadeloupe","ESS + Hors ESS","Public","Hommes","Ordinaires","14425"
"Guadeloupe","ESS + Hors ESS","Public","Hommes","Stagiaires","s"
"Guyane","ESS + Hors ESS","1. Coopérative","Femmes","Ordinaires","s"
"Guyane","ESS + Hors ESS","1. Coopérative","Femmes","Stagiaires","s"
"Guyane","ESS + Hors ESS","1. Coopérative","Hommes","Aides","s"
"Guyane","ESS + Hors ESS","1. Coopérative","Hommes","Apprentis","s"
"Guyane","ESS + Hors ESS","1. Coopérative","Hommes","Ordinaires","s"
"Guyane","ESS + Hors ESS","1. Coopérative","Hommes","Stagiaires","s"
"Guyane","ESS + Hors ESS","2. Mutuelle","Femmes","Ordinaires","s"
"Guyane","ESS + Hors ESS","2. Mutuelle","Hommes","Ordinaires","s"
"Guyane","ESS + Hors ESS","3. Association","Femmes","Aides","s"
"Guyane","ESS + Hors ESS","3. Association","Femmes","Apprentis","s"
"Guyane","ESS + Hors ESS","3. Association","Femmes","Ordinaires","2287"
"Guyane","ESS + Hors ESS","3. Association","Femmes","Stagiaires","9"
"Guyane","ESS + Hors ESS","3. Association","Hommes","Aides","s"
"Guyane","ESS + Hors ESS","3. Association","Hommes","Apprentis","s"
"Guyane","ESS + Hors ESS","3. Association","Hommes","Ordinaires","1012"
"Guyane","ESS + Hors ESS","4. Fondation","Femmes","Aides","s"
"Guyane","ESS + Hors ESS","4. Fondation","Femmes","Ordinaires","s"
"Guyane","ESS + Hors ESS","4. Fondation","Femmes","Stagiaires","s"
"Guyane","ESS + Hors ESS","4. Fondation","Hommes","Apprentis","s"
"Guyane","ESS + Hors ESS","4. Fondation","Hommes","Ordinaires","s"
"Guyane","ESS + Hors ESS","Privé Hors ESS","Femmes","Aides","s"
"Guyane","ESS + Hors ESS","Privé Hors ESS","Femmes","Apprentis","s"
"Guyane","ESS + Hors ESS","Privé Hors ESS","Femmes","Ordinaires","8074"
"Guyane","ESS + Hors ESS","Privé Hors ESS","Femmes","Stagiaires","s"
"Guyane","ESS + Hors ESS","Privé Hors ESS","Hommes","Aides","s"
"Guyane","ESS + Hors ESS","Privé Hors ESS","Hommes","Apprentis","s"
"Guyane","ESS + Hors ESS","Privé Hors ESS","Hommes","Ordinaires","14706"
"Guyane","ESS + Hors ESS","Privé Hors ESS","Hommes","Stagiaires","s"
"Guyane","ESS + Hors ESS","Public","Femmes","Aides","s"
"Guyane","ESS + Hors ESS","Public","Femmes","Apprentis","s"
"Guyane","ESS + Hors ESS","Public","Femmes","Ordinaires","13587"
"Guyane","ESS + Hors ESS","Public","Femmes","Stagiaires","s"
"Guyane","ESS + Hors ESS","Public","Hommes","Aides","s"
"Guyane","ESS + Hors ESS","Public","Hommes","Apprentis","s"
"Guyane","ESS + Hors ESS","Public","Hommes","Ordinaires","10164"
"Guyane","ESS + Hors ESS","Public","Hommes","Stagiaires","s"
"Hauts-de-France","ESS + Hors ESS","1. Coopérative","Femmes","Aides","202"
"Hauts-de-France","ESS + Hors ESS","1. Coopérative","Femmes","Apprentis","97"
"Hauts-de-France","ESS + Hors ESS","1. Coopérative","Femmes","Ordinaires","7756"
"Hauts-de-France","ESS + Hors ESS","1. Coopérative","Femmes","Stagiaires","37"
"Hauts-de-France","ESS + Hors ESS","1. Coopérative","Hommes","Aides","212"
"Hauts-de-France","ESS + Hors ESS","1. Coopérative","Hommes","Apprentis","139"
"Hauts-de-France","ESS + Hors ESS","1. Coopérative","Hommes","Ordinaires","9622"
"Hauts-de-France","ESS + Hors ESS","1. Coopérative","Hommes","Stagiaires","15"
"Hauts-de-France","ESS + Hors ESS","2. Mutuelle","Femmes","Aides","62"
"Hauts-de-France","ESS + Hors ESS","2. Mutuelle","Femmes","Apprentis","s"
"Hauts-de-France","ESS + Hors ESS","2. Mutuelle","Femmes","Ordinaires","4438"
"Hauts-de-France","ESS + Hors ESS","2. Mutuelle","Femmes","Stagiaires","s"
"Hauts-de-France","ESS + Hors ESS","2. Mutuelle","Hommes","Aides","32"
"Hauts-de-France","ESS + Hors ESS","2. Mutuelle","Hommes","Apprentis","s"
"Hauts-de-France","ESS + Hors ESS","2. Mutuelle","Hommes","Ordinaires","1718"
"Hauts-de-France","ESS + Hors ESS","2. Mutuelle","Hommes","Stagiaires","s"
"Hauts-de-France","ESS + Hors ESS","3. Association","Femmes","Aides","10219"
"Hauts-de-France","ESS + Hors ESS","3. Association","Femmes","Apprentis","389"
"Hauts-de-France","ESS + Hors ESS","3. Association","Femmes","Ordinaires","101100"
"Hauts-de-France","ESS + Hors ESS","3. Association","Femmes","Stagiaires","274"
"Hauts-de-France","ESS + Hors ESS","3. Association","Hommes","Aides","11106"
"Hauts-de-France","ESS + Hors ESS","3. Association","Hommes","Apprentis","330"
"Hauts-de-France","ESS + Hors ESS","3. Association","Hommes","Ordinaires","44181"
"Hauts-de-France","ESS + Hors ESS","3. Association","Hommes","Stagiaires","110"
"Hauts-de-France","ESS + Hors ESS","4. Fondation","Femmes","Aides","203"
"Hauts-de-France","ESS + Hors ESS","4. Fondation","Femmes","Apprentis","s"
"Hauts-de-France","ESS + Hors ESS","4. Fondation","Femmes","Ordinaires","4683"
"Hauts-de-France","ESS + Hors ESS","4. Fondation","Femmes","Stagiaires","s"
"Hauts-de-France","ESS + Hors ESS","4. Fondation","Hommes","Aides","181"
"Hauts-de-France","ESS + Hors ESS","4. Fondation","Hommes","Apprentis","s"
"Hauts-de-France","ESS + Hors ESS","4. Fondation","Hommes","Ordinaires","1651"
"Hauts-de-France","ESS + Hors ESS","4. Fondation","Hommes","Stagiaires","s"
"Hauts-de-France","ESS + Hors ESS","Privé Hors ESS","Femmes","Aides","8998"
"Hauts-de-France","ESS + Hors ESS","Privé Hors ESS","Femmes","Apprentis","9892"
"Hauts-de-France","ESS + Hors ESS","Privé Hors ESS","Femmes","Ordinaires","426902"
"Hauts-de-France","ESS + Hors ESS","Privé Hors ESS","Femmes","Stagiaires","769"
"Hauts-de-France","ESS + Hors ESS","Privé Hors ESS","Hommes","Aides","10041"
"Hauts-de-France","ESS + Hors ESS","Privé Hors ESS","Hommes","Apprentis","20619"
"Hauts-de-France","ESS + Hors ESS","Privé Hors ESS","Hommes","Ordinaires","674873"
"Hauts-de-France","ESS + Hors ESS","Privé Hors ESS","Hommes","Stagiaires","999"
"Hauts-de-France","ESS + Hors ESS","Public","Femmes","Aides","14561"
"Hauts-de-France","ESS + Hors ESS","Public","Femmes","Apprentis","874"
"Hauts-de-France","ESS + Hors ESS","Public","Femmes","Ordinaires","292074"
"Hauts-de-France","ESS + Hors ESS","Public","Femmes","Stagiaires","14"
"Hauts-de-France","ESS + Hors ESS","Public","Hommes","Aides","8468"
"Hauts-de-France","ESS + Hors ESS","Public","Hommes","Apprentis","951"
"Hauts-de-France","ESS + Hors ESS","Public","Hommes","Ordinaires","175476"
"Hauts-de-France","ESS + Hors ESS","Public","Hommes","Stagiaires","9"
"Ile-de-France","ESS + Hors ESS","1. Coopérative","Femmes","Aides","347"
"Ile-de-France","ESS + Hors ESS","1. Coopérative","Femmes","Apprentis","323"
"Ile-de-France","ESS + Hors ESS","1. Coopérative","Femmes","Ordinaires","17325"
"Ile-de-France","ESS + Hors ESS","1. Coopérative","Femmes","Stagiaires","82"
"Ile-de-France","ESS + Hors ESS","1. Coopérative","Hommes","Aides","259"
"Ile-de-France","ESS + Hors ESS","1. Coopérative","Hommes","Apprentis","401"
"Ile-de-France","ESS + Hors ESS","1. Coopérative","Hommes","Ordinaires","15557"
"Ile-de-France","ESS + Hors ESS","1. Coopérative","Hommes","Stagiaires","89"
"Ile-de-France","ESS + Hors ESS","2. Mutuelle","Femmes","Aides","291"
"Ile-de-France","ESS + Hors ESS","2. Mutuelle","Femmes","Apprentis","165"
"Ile-de-France","ESS + Hors ESS","2. Mutuelle","Femmes","Ordinaires","15902"
"Ile-de-France","ESS + Hors ESS","2. Mutuelle","Femmes","Stagiaires","29"
"Ile-de-France","ESS + Hors ESS","2. Mutuelle","Hommes","Aides","200"
"Ile-de-France","ESS + Hors ESS","2. Mutuelle","Hommes","Apprentis","121"
"Ile-de-France","ESS + Hors ESS","2. Mutuelle","Hommes","Ordinaires","7722"
"Ile-de-France","ESS + Hors ESS","2. Mutuelle","Hommes","Stagiaires","23"
"Ile-de-France","ESS + Hors ESS","3. Association","Femmes","Aides","9253"
"Ile-de-France","ESS + Hors ESS","3. Association","Femmes","Apprentis","1005"
"Ile-de-France","ESS + Hors ESS","3. Association","Femmes","Ordinaires","189050"
"Ile-de-France","ESS + Hors ESS","3. Association","Femmes","Stagiaires","1890"
"Ile-de-France","ESS + Hors ESS","3. Association","Hommes","Aides","8417"
"Ile-de-France","ESS + Hors ESS","3. Association","Hommes","Apprentis","637"
"Ile-de-France","ESS + Hors ESS","3. Association","Hommes","Ordinaires","92574"
"Ile-de-France","ESS + Hors ESS","3. Association","Hommes","Stagiaires","907"
"Ile-de-France","ESS + Hors ESS","4. Fondation","Femmes","Aides","256"
"Ile-de-France","ESS + Hors ESS","4. Fondation","Femmes","Apprentis","94"
"Ile-de-France","ESS + Hors ESS","4. Fondation","Femmes","Ordinaires","21217"
"Ile-de-France","ESS + Hors ESS","4. Fondation","Femmes","Stagiaires","210"
"Ile-de-France","ESS + Hors ESS","4. Fondation","Hommes","Aides","168"
"Ile-de-France","ESS + Hors ESS","4. Fondation","Hommes","Apprentis","48"
"Ile-de-France","ESS + Hors ESS","4. Fondation","Hommes","Ordinaires","9068"
"Ile-de-France","ESS + Hors ESS","4. Fondation","Hommes","Stagiaires","95"
"Ile-de-France","ESS + Hors ESS","Privé Hors ESS","Femmes","Aides","32589"
"Ile-de-France","ESS + Hors ESS","Privé Hors ESS","Femmes","Apprentis","28989"
"Ile-de-France","ESS + Hors ESS","Privé Hors ESS","Femmes","Ordinaires","1556406"
"Ile-de-France","ESS + Hors ESS","Privé Hors ESS","Femmes","Stagiaires","12373"
"Ile-de-France","ESS + Hors ESS","Privé Hors ESS","Hommes","Aides","25425"
"Ile-de-France","ESS + Hors ESS","Privé Hors ESS","Hommes","Apprentis","43226"
"Ile-de-France","ESS + Hors ESS","Privé Hors ESS","Hommes","Ordinaires","2180475"
"Ile-de-France","ESS + Hors ESS","Privé Hors ESS","Hommes","Stagiaires","11530"
"Ile-de-France","ESS + Hors ESS","Public","Femmes","Aides","14860"
"Ile-de-France","ESS + Hors ESS","Public","Femmes","Apprentis","3644"
"Ile-de-France","ESS + Hors ESS","Public","Femmes","Ordinaires","714425"
"Ile-de-France","ESS + Hors ESS","Public","Femmes","Stagiaires","132"
"Ile-de-France","ESS + Hors ESS","Public","Hommes","Aides","5523"
"Ile-de-France","ESS + Hors ESS","Public","Hommes","Apprentis","3139"
"Ile-de-France","ESS + Hors ESS","Public","Hommes","Ordinaires","489422"
"Ile-de-France","ESS + Hors ESS","Public","Hommes","Stagiaires","189"
"La Réunion","ESS + Hors ESS","1. Coopérative","Femmes","Aides","35"
"La Réunion","ESS + Hors ESS","1. Coopérative","Femmes","Apprentis","s"
"La Réunion","ESS + Hors ESS","1. Coopérative","Femmes","Ordinaires","1407"
"La Réunion","ESS + Hors ESS","1. Coopérative","Femmes","Stagiaires","s"
"La Réunion","ESS + Hors ESS","1. Coopérative","Hommes","Aides","17"
"La Réunion","ESS + Hors ESS","1. Coopérative","Hommes","Apprentis","s"
"La Réunion","ESS + Hors ESS","1. Coopérative","Hommes","Ordinaires","897"
"La Réunion","ESS + Hors ESS","1. Coopérative","Hommes","Stagiaires","s"
"La Réunion","ESS + Hors ESS","2. Mutuelle","Femmes","Aides","s"
"La Réunion","ESS + Hors ESS","2. Mutuelle","Femmes","Apprentis","s"
"La Réunion","ESS + Hors ESS","2. Mutuelle","Femmes","Ordinaires","s"
"La Réunion","ESS + Hors ESS","2. Mutuelle","Femmes","Stagiaires","s"
"La Réunion","ESS + Hors ESS","2. Mutuelle","Hommes","Aides","s"
"La Réunion","ESS + Hors ESS","2. Mutuelle","Hommes","Apprentis","s"
"La Réunion","ESS + Hors ESS","2. Mutuelle","Hommes","Ordinaires","s"
"La Réunion","ESS + Hors ESS","3. Association","Femmes","Aides","2002"
"La Réunion","ESS + Hors ESS","3. Association","Femmes","Apprentis","s"
"La Réunion","ESS + Hors ESS","3. Association","Femmes","Ordinaires","8578"
"La Réunion","ESS + Hors ESS","3. Association","Femmes","Stagiaires","s"
"La Réunion","ESS + Hors ESS","3. Association","Hommes","Aides","3098"
"La Réunion","ESS + Hors ESS","3. Association","Hommes","Apprentis","s"
"La Réunion","ESS + Hors ESS","3. Association","Hommes","Ordinaires","5043"
"La Réunion","ESS + Hors ESS","3. Association","Hommes","Stagiaires","s"
"La Réunion","ESS + Hors ESS","4. Fondation","Femmes","Aides","s"
"La Réunion","ESS + Hors ESS","4. Fondation","Femmes","Ordinaires","s"
"La Réunion","ESS + Hors ESS","4. Fondation","Hommes","Aides","s"
"La Réunion","ESS + Hors ESS","4. Fondation","Hommes","Ordinaires","s"
"La Réunion","ESS + Hors ESS","Privé Hors ESS","Femmes","Aides","2363"
"La Réunion","ESS + Hors ESS","Privé Hors ESS","Femmes","Apprentis","s"
"La Réunion","ESS + Hors ESS","Privé Hors ESS","Femmes","Ordinaires","43217"
"La Réunion","ESS + Hors ESS","Privé Hors ESS","Femmes","Stagiaires","s"
"La Réunion","ESS + Hors ESS","Privé Hors ESS","Hommes","Aides","2322"
"La Réunion","ESS + Hors ESS","Privé Hors ESS","Hommes","Apprentis","s"
"La Réunion","ESS + Hors ESS","Privé Hors ESS","Hommes","Ordinaires","71356"
"La Réunion","ESS + Hors ESS","Privé Hors ESS","Hommes","Stagiaires","s"
"La Réunion","ESS + Hors ESS","Public","Femmes","Aides","7290"
"La Réunion","ESS + Hors ESS","Public","Femmes","Apprentis","s"
"La Réunion","ESS + Hors ESS","Public","Femmes","Ordinaires","39952"
"La Réunion","ESS + Hors ESS","Public","Femmes","Stagiaires","s"
"La Réunion","ESS + Hors ESS","Public","Hommes","Aides","4123"
"La Réunion","ESS + Hors ESS","Public","Hommes","Apprentis","s"
"La Réunion","ESS + Hors ESS","Public","Hommes","Ordinaires","32749"
"La Réunion","ESS + Hors ESS","Public","Hommes","Stagiaires","s"
"Martinique","ESS + Hors ESS","1. Coopérative","Femmes","Aides","s"
"Martinique","ESS + Hors ESS","1. Coopérative","Femmes","Apprentis","s"
"Martinique","ESS + Hors ESS","1. Coopérative","Femmes","Ordinaires","618"
"Martinique","ESS + Hors ESS","1. Coopérative","Femmes","Stagiaires","s"
"Martinique","ESS + Hors ESS","1. Coopérative","Hommes","Aides","s"
"Martinique","ESS + Hors ESS","1. Coopérative","Hommes","Apprentis","s"
"Martinique","ESS + Hors ESS","1. Coopérative","Hommes","Ordinaires","316"
"Martinique","ESS + Hors ESS","2. Mutuelle","Femmes","Aides","s"
"Martinique","ESS + Hors ESS","2. Mutuelle","Femmes","Apprentis","s"
"Martinique","ESS + Hors ESS","2. Mutuelle","Femmes","Ordinaires","350"
"Martinique","ESS + Hors ESS","2. Mutuelle","Hommes","Aides","s"
"Martinique","ESS + Hors ESS","2. Mutuelle","Hommes","Apprentis","s"
"Martinique","ESS + Hors ESS","2. Mutuelle","Hommes","Ordinaires","137"
"Martinique","ESS + Hors ESS","3. Association","Femmes","Aides","923"
"Martinique","ESS + Hors ESS","3. Association","Femmes","Apprentis","s"
"Martinique","ESS + Hors ESS","3. Association","Femmes","Ordinaires","5787"
"Martinique","ESS + Hors ESS","3. Association","Femmes","Stagiaires","s"
"Martinique","ESS + Hors ESS","3. Association","Hommes","Aides","576"
"Martinique","ESS + Hors ESS","3. Association","Hommes","Apprentis","s"
"Martinique","ESS + Hors ESS","3. Association","Hommes","Ordinaires","2374"
"Martinique","ESS + Hors ESS","3. Association","Hommes","Stagiaires","s"
"Martinique","ESS + Hors ESS","4. Fondation","Femmes","Ordinaires","176"
"Martinique","ESS + Hors ESS","4. Fondation","Hommes","Ordinaires","32"
"Martinique","ESS + Hors ESS","Privé Hors ESS","Femmes","Aides","s"
"Martinique","ESS + Hors ESS","Privé Hors ESS","Femmes","Apprentis","s"
"Martinique","ESS + Hors ESS","Privé Hors ESS","Femmes","Ordinaires","25731"
"Martinique","ESS + Hors ESS","Privé Hors ESS","Femmes","Stagiaires","s"
"Martinique","ESS + Hors ESS","Privé Hors ESS","Hommes","Aides","s"
"Martinique","ESS + Hors ESS","Privé Hors ESS","Hommes","Apprentis","s"
"Martinique","ESS + Hors ESS","Privé Hors ESS","Hommes","Ordinaires","33419"
"Martinique","ESS + Hors ESS","Privé Hors ESS","Hommes","Stagiaires","s"
"Martinique","ESS + Hors ESS","Public","Femmes","Aides","s"
"Martinique","ESS + Hors ESS","Public","Femmes","Apprentis","s"
"Martinique","ESS + Hors ESS","Public","Femmes","Ordinaires","24691"
"Martinique","ESS + Hors ESS","Public","Femmes","Stagiaires","s"
"Martinique","ESS + Hors ESS","Public","Hommes","Aides","s"
"Martinique","ESS + Hors ESS","Public","Hommes","Apprentis","s"
"Martinique","ESS + Hors ESS","Public","Hommes","Ordinaires","14077"
"Normandie","ESS + Hors ESS","1. Coopérative","Femmes","Aides","158"
"Normandie","ESS + Hors ESS","1. Coopérative","Femmes","Apprentis","59"
"Normandie","ESS + Hors ESS","1. Coopérative","Femmes","Ordinaires","6659"
"Normandie","ESS + Hors ESS","1. Coopérative","Femmes","Stagiaires","24"
"Normandie","ESS + Hors ESS","1. Coopérative","Hommes","Aides","183"
"Normandie","ESS + Hors ESS","1. Coopérative","Hommes","Apprentis","106"
"Normandie","ESS + Hors ESS","1. Coopérative","Hommes","Ordinaires","8719"
"Normandie","ESS + Hors ESS","1. Coopérative","Hommes","Stagiaires","5"
"Normandie","ESS + Hors ESS","2. Mutuelle","Femmes","Aides","s"
"Normandie","ESS + Hors ESS","2. Mutuelle","Femmes","Apprentis","s"
"Normandie","ESS + Hors ESS","2. Mutuelle","Femmes","Ordinaires","4328"
"Normandie","ESS + Hors ESS","2. Mutuelle","Femmes","Stagiaires","s"
"Normandie","ESS + Hors ESS","2. Mutuelle","Hommes","Aides","s"
"Normandie","ESS + Hors ESS","2. Mutuelle","Hommes","Apprentis","s"
"Normandie","ESS + Hors ESS","2. Mutuelle","Hommes","Ordinaires","1640"
"Normandie","ESS + Hors ESS","2. Mutuelle","Hommes","Stagiaires","s"
"Normandie","ESS + Hors ESS","3. Association","Femmes","Aides","5180"
"Normandie","ESS + Hors ESS","3. Association","Femmes","Apprentis","123"
"Normandie","ESS + Hors ESS","3. Association","Femmes","Ordinaires","55593"
"Normandie","ESS + Hors ESS","3. Association","Femmes","Stagiaires","126"
"Normandie","ESS + Hors ESS","3. Association","Hommes","Aides","4498"
"Normandie","ESS + Hors ESS","3. Association","Hommes","Apprentis","151"
"Normandie","ESS + Hors ESS","3. Association","Hommes","Ordinaires","23144"
"Normandie","ESS + Hors ESS","3. Association","Hommes","Stagiaires","70"
"Normandie","ESS + Hors ESS","4. Fondation","Femmes","Aides","s"
"Normandie","ESS + Hors ESS","4. Fondation","Femmes","Apprentis","s"
"Normandie","ESS + Hors ESS","4. Fondation","Femmes","Ordinaires","3390"
"Normandie","ESS + Hors ESS","4. Fondation","Femmes","Stagiaires","s"
"Normandie","ESS + Hors ESS","4. Fondation","Hommes","Aides","s"
"Normandie","ESS + Hors ESS","4. Fondation","Hommes","Apprentis","s"
"Normandie","ESS + Hors ESS","4. Fondation","Hommes","Ordinaires","1042"
"Normandie","ESS + Hors ESS","4. Fondation","Hommes","Stagiaires","s"
"Normandie","ESS + Hors ESS","Privé Hors ESS","Femmes","Aides","s"
"Normandie","ESS + Hors ESS","Privé Hors ESS","Femmes","Apprentis","s"
"Normandie","ESS + Hors ESS","Privé Hors ESS","Femmes","Ordinaires","254639"
"Normandie","ESS + Hors ESS","Privé Hors ESS","Femmes","Stagiaires","s"
"Normandie","ESS + Hors ESS","Privé Hors ESS","Hommes","Aides","s"
"Normandie","ESS + Hors ESS","Privé Hors ESS","Hommes","Apprentis","s"
"Normandie","ESS + Hors ESS","Privé Hors ESS","Hommes","Ordinaires","380400"
"Normandie","ESS + Hors ESS","Privé Hors ESS","Hommes","Stagiaires","s"
"Normandie","ESS + Hors ESS","Public","Femmes","Aides","s"
"Normandie","ESS + Hors ESS","Public","Femmes","Apprentis","s"
"Normandie","ESS + Hors ESS","Public","Femmes","Ordinaires","173528"
"Normandie","ESS + Hors ESS","Public","Femmes","Stagiaires","s"
"Normandie","ESS + Hors ESS","Public","Hommes","Aides","s"
"Normandie","ESS + Hors ESS","Public","Hommes","Apprentis","s"
"Normandie","ESS + Hors ESS","Public","Hommes","Ordinaires","89847"
"Normandie","ESS + Hors ESS","Public","Hommes","Stagiaires","s"
"Nouvelle-Aquitaine","ESS + Hors ESS","1. Coopérative","Femmes","Aides","344"
"Nouvelle-Aquitaine","ESS + Hors ESS","1. Coopérative","Femmes","Apprentis","203"
"Nouvelle-Aquitaine","ESS + Hors ESS","1. Coopérative","Femmes","Ordinaires","16207"
"Nouvelle-Aquitaine","ESS + Hors ESS","1. Coopérative","Femmes","Stagiaires","29"
"Nouvelle-Aquitaine","ESS + Hors ESS","1. Coopérative","Hommes","Aides","442"
"Nouvelle-Aquitaine","ESS + Hors ESS","1. Coopérative","Hommes","Apprentis","327"
"Nouvelle-Aquitaine","ESS + Hors ESS","1. Coopérative","Hommes","Ordinaires","18160"
"Nouvelle-Aquitaine","ESS + Hors ESS","1. Coopérative","Hommes","Stagiaires","35"
"Nouvelle-Aquitaine","ESS + Hors ESS","2. Mutuelle","Femmes","Aides","356"
"Nouvelle-Aquitaine","ESS + Hors ESS","2. Mutuelle","Femmes","Apprentis","90"
"Nouvelle-Aquitaine","ESS + Hors ESS","2. Mutuelle","Femmes","Ordinaires","12178"
"Nouvelle-Aquitaine","ESS + Hors ESS","2. Mutuelle","Femmes","Stagiaires","16"
"Nouvelle-Aquitaine","ESS + Hors ESS","2. Mutuelle","Hommes","Aides","114"
"Nouvelle-Aquitaine","ESS + Hors ESS","2. Mutuelle","Hommes","Apprentis","61"
"Nouvelle-Aquitaine","ESS + Hors ESS","2. Mutuelle","Hommes","Ordinaires","5262"
"Nouvelle-Aquitaine","ESS + Hors ESS","2. Mutuelle","Hommes","Stagiaires","11"
"Nouvelle-Aquitaine","ESS + Hors ESS","3. Association","Femmes","Aides","8291"
"Nouvelle-Aquitaine","ESS + Hors ESS","3. Association","Femmes","Apprentis","335"
"Nouvelle-Aquitaine","ESS + Hors ESS","3. Association","Femmes","Ordinaires","100666"
"Nouvelle-Aquitaine","ESS + Hors ESS","3. Association","Femmes","Stagiaires","257"
"Nouvelle-Aquitaine","ESS + Hors ESS","3. Association","Hommes","Aides","7593"
"Nouvelle-Aquitaine","ESS + Hors ESS","3. Association","Hommes","Apprentis","351"
"Nouvelle-Aquitaine","ESS + Hors ESS","3. Association","Hommes","Ordinaires","42006"
"Nouvelle-Aquitaine","ESS + Hors ESS","3. Association","Hommes","Stagiaires","90"
"Nouvelle-Aquitaine","ESS + Hors ESS","4. Fondation","Femmes","Aides","268"
"Nouvelle-Aquitaine","ESS + Hors ESS","4. Fondation","Femmes","Apprentis","9"
"Nouvelle-Aquitaine","ESS + Hors ESS","4. Fondation","Femmes","Ordinaires","5076"
"Nouvelle-Aquitaine","ESS + Hors ESS","4. Fondation","Femmes","Stagiaires","11"
"Nouvelle-Aquitaine","ESS + Hors ESS","4. Fondation","Hommes","Aides","234"
"Nouvelle-Aquitaine","ESS + Hors ESS","4. Fondation","Hommes","Apprentis","7"
"Nouvelle-Aquitaine","ESS + Hors ESS","4. Fondation","Hommes","Ordinaires","1515"
"Nouvelle-Aquitaine","ESS + Hors ESS","4. Fondation","Hommes","Stagiaires","6"
"Nouvelle-Aquitaine","ESS + Hors ESS","Privé Hors ESS","Femmes","Aides","7867"
"Nouvelle-Aquitaine","ESS + Hors ESS","Privé Hors ESS","Femmes","Apprentis","9668"
"Nouvelle-Aquitaine","ESS + Hors ESS","Privé Hors ESS","Femmes","Ordinaires","462953"
"Nouvelle-Aquitaine","ESS + Hors ESS","Privé Hors ESS","Femmes","Stagiaires","591"
"Nouvelle-Aquitaine","ESS + Hors ESS","Privé Hors ESS","Hommes","Aides","8742"
"Nouvelle-Aquitaine","ESS + Hors ESS","Privé Hors ESS","Hommes","Apprentis","22303"
