"DEP","typo_Coop","typo_Coop_det","type_emploi","nb_poste"
"91","SOUTIEN AUX ENTREPRISES (MN)","Ensemble","Aides","s"
"91","SOUTIEN AUX ENTREPRISES (MN)","Ensemble","Ordinaires","119"
"91","SOUTIEN AUX ENTREPRISES (MN)","Ensemble","Stagiaires","s"
"92","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","Aides","64"
"92","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","Apprentis","30"
"92","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","Ordinaires","2376"
"92","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","Stagiaires","18"
"92","AUTRES SECTEURS D ACTIVITE DES COOPERATIVES","Ensemble","Aides","s"
"92","AUTRES SECTEURS D ACTIVITE DES COOPERATIVES","Ensemble","Apprentis","s"
"92","AUTRES SECTEURS D ACTIVITE DES COOPERATIVES","Ensemble","Ordinaires","212"
"92","AUTRES SECTEURS D ACTIVITE DES COOPERATIVES","Ensemble","Stagiaires","s"
"92","COMMERCE (GZ)","Ensemble","Aides","s"
"92","COMMERCE (GZ)","Ensemble","Apprentis","s"
"92","COMMERCE (GZ)","Ensemble","Ordinaires","390"
"92","INDUSTRIE+CONSTRUCTION (BE+FZ)","Ensemble","Aides","s"
"92","INDUSTRIE+CONSTRUCTION (BE+FZ)","Ensemble","Apprentis","s"
"92","INDUSTRIE+CONSTRUCTION (BE+FZ)","Ensemble","Ordinaires","239"
"92","SOUTIEN AUX ENTREPRISES (MN)","Ensemble","Aides","s"
"92","SOUTIEN AUX ENTREPRISES (MN)","Ensemble","Apprentis","s"
"92","SOUTIEN AUX ENTREPRISES (MN)","Ensemble","Ordinaires","222"
"92","SOUTIEN AUX ENTREPRISES (MN)","Ensemble","Stagiaires","s"
"93","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","Aides","s"
"93","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","Apprentis","s"
"93","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","Ordinaires","677"
"93","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","Stagiaires","s"
"93","AUTRES SECTEURS D ACTIVITE DES COOPERATIVES","Ensemble","Aides","31"
"93","AUTRES SECTEURS D ACTIVITE DES COOPERATIVES","Ensemble","Apprentis","s"
"93","AUTRES SECTEURS D ACTIVITE DES COOPERATIVES","Ensemble","Ordinaires","232"
"93","AUTRES SECTEURS D ACTIVITE DES COOPERATIVES","Ensemble","Stagiaires","s"
"93","COMMERCE (GZ)","Ensemble","Aides","s"
"93","COMMERCE (GZ)","Ensemble","Ordinaires","s"
"93","INDUSTRIE+CONSTRUCTION (BE+FZ)","Ensemble","Aides","s"
"93","INDUSTRIE+CONSTRUCTION (BE+FZ)","Ensemble","Apprentis","s"
"93","INDUSTRIE+CONSTRUCTION (BE+FZ)","Ensemble","Ordinaires","710"
"93","SOUTIEN AUX ENTREPRISES (MN)","Ensemble","Aides","s"
"93","SOUTIEN AUX ENTREPRISES (MN)","Ensemble","Apprentis","s"
"93","SOUTIEN AUX ENTREPRISES (MN)","Ensemble","Ordinaires","s"
"94","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","Aides","20"
"94","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","Apprentis","s"
"94","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","Ordinaires","909"
"94","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","Stagiaires","s"
"94","AUTRES SECTEURS D ACTIVITE DES COOPERATIVES","Ensemble","Aides","s"
"94","AUTRES SECTEURS D ACTIVITE DES COOPERATIVES","Ensemble","Ordinaires","s"
"94","AUTRES SECTEURS D ACTIVITE DES COOPERATIVES","Ensemble","Stagiaires","s"
"94","COMMERCE (GZ)","Ensemble","Aides","53"
"94","COMMERCE (GZ)","Ensemble","Apprentis","s"
"94","COMMERCE (GZ)","Ensemble","Ordinaires","1595"
"94","COMMERCE (GZ)","Ensemble","Stagiaires","s"
"94","INDUSTRIE+CONSTRUCTION (BE+FZ)","Ensemble","Aides","s"
"94","INDUSTRIE+CONSTRUCTION (BE+FZ)","Ensemble","Apprentis","s"
"94","INDUSTRIE+CONSTRUCTION (BE+FZ)","Ensemble","Ordinaires","356"
"94","SOUTIEN AUX ENTREPRISES (MN)","Ensemble","Apprentis","s"
"94","SOUTIEN AUX ENTREPRISES (MN)","Ensemble","Ordinaires","s"
"95","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","Aides","16"
"95","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","Apprentis","s"
"95","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","Ordinaires","635"
"95","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","Stagiaires","s"
"95","AUTRES SECTEURS D ACTIVITE DES COOPERATIVES","Ensemble","Aides","14"
"95","AUTRES SECTEURS D ACTIVITE DES COOPERATIVES","Ensemble","Apprentis","s"
"95","AUTRES SECTEURS D ACTIVITE DES COOPERATIVES","Ensemble","Ordinaires","s"
"95","COMMERCE (GZ)","Ensemble","Aides","s"
"95","COMMERCE (GZ)","Ensemble","Apprentis","s"
"95","COMMERCE (GZ)","Ensemble","Ordinaires","s"
"95","COMMERCE (GZ)","Ensemble","Stagiaires","s"
"95","INDUSTRIE+CONSTRUCTION (BE+FZ)","Ensemble","Ordinaires","s"
"95","SOUTIEN AUX ENTREPRISES (MN)","Ensemble","Aides","s"
"95","SOUTIEN AUX ENTREPRISES (MN)","Ensemble","Apprentis","s"
"95","SOUTIEN AUX ENTREPRISES (MN)","Ensemble","Ordinaires","54"
"971","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","Aides","s"
"971","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","Apprentis","s"
"971","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","Ordinaires","s"
"971","AGRICULTURE SYLVICULTURE ET PECHE (AZ)","Ensemble","Aides","s"
"971","AGRICULTURE SYLVICULTURE ET PECHE (AZ)","Ensemble","Ordinaires","s"
"971","AUTRES SECTEURS D ACTIVITE DES COOPERATIVES","Ensemble","Ordinaires","31"
"971","COMMERCE (GZ)","Ensemble","Ordinaires","29"
"971","INDUSTRIE+CONSTRUCTION (BE+FZ)","Ensemble","Ordinaires","s"
"971","SOUTIEN AUX ENTREPRISES (MN)","Ensemble","Ordinaires","s"
"972","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","Aides","s"
"972","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","Ordinaires","844"
"972","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","Stagiaires","s"
"972","AGRICULTURE SYLVICULTURE ET PECHE (AZ)","Ensemble","Apprentis","s"
"972","AGRICULTURE SYLVICULTURE ET PECHE (AZ)","Ensemble","Ordinaires","s"
"972","AUTRES SECTEURS D ACTIVITE DES COOPERATIVES","Ensemble","Ordinaires","17"
"972","COMMERCE (GZ)","Ensemble","Aides","s"
"972","COMMERCE (GZ)","Ensemble","Apprentis","s"
"972","COMMERCE (GZ)","Ensemble","Ordinaires","s"
"972","INDUSTRIE+CONSTRUCTION (BE+FZ)","Ensemble","Ordinaires","21"
"972","SOUTIEN AUX ENTREPRISES (MN)","Ensemble","Ordinaires","s"
"973","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","Ordinaires","s"
"973","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","Stagiaires","s"
"973","AGRICULTURE SYLVICULTURE ET PECHE (AZ)","Ensemble","Aides","s"
"973","AGRICULTURE SYLVICULTURE ET PECHE (AZ)","Ensemble","Apprentis","s"
"973","AGRICULTURE SYLVICULTURE ET PECHE (AZ)","Ensemble","Ordinaires","19"
"973","COMMERCE (GZ)","Ensemble","Ordinaires","s"
"973","SOUTIEN AUX ENTREPRISES (MN)","Ensemble","Ordinaires","28"
"974","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","Aides","18"
"974","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","Ordinaires","1026"
"974","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","Stagiaires","8"
"974","AGRICULTURE SYLVICULTURE ET PECHE (AZ)","Ensemble","Aides","s"
"974","AGRICULTURE SYLVICULTURE ET PECHE (AZ)","Ensemble","Apprentis","s"
"974","AGRICULTURE SYLVICULTURE ET PECHE (AZ)","Ensemble","Ordinaires","s"
"974","AUTRES SECTEURS D ACTIVITE DES COOPERATIVES","Ensemble","Aides","s"
"974","AUTRES SECTEURS D ACTIVITE DES COOPERATIVES","Ensemble","Apprentis","s"
"974","AUTRES SECTEURS D ACTIVITE DES COOPERATIVES","Ensemble","Ordinaires","657"
"974","COMMERCE (GZ)","Ensemble","Apprentis","s"
"974","COMMERCE (GZ)","Ensemble","Ordinaires","101"
"974","COMMERCE (GZ)","Ensemble","Stagiaires","s"
"974","INDUSTRIE+CONSTRUCTION (BE+FZ)","Ensemble","Aides","5"
"974","INDUSTRIE+CONSTRUCTION (BE+FZ)","Ensemble","Ordinaires","357"
"974","SOUTIEN AUX ENTREPRISES (MN)","Ensemble","Aides","s"
"974","SOUTIEN AUX ENTREPRISES (MN)","Ensemble","Apprentis","s"
"974","SOUTIEN AUX ENTREPRISES (MN)","Ensemble","Ordinaires","s"
"1","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Activites des services financiers hors assurance et caisses","Ensemble","1094"
"1","AGRICULTURE SYLVICULTURE ET PECHE (AZ)","NC","Ensemble","109"
"1","AUTRES SECTEURS D ACTIVITE DES COOPERATIVES","NC","Ensemble","69"
"1","COMMERCE (GZ)","NC","Ensemble","415"
"1","INDUSTRIE+CONSTRUCTION (BE+FZ)","NC","Ensemble","222"
"1","SOUTIEN AUX ENTREPRISES (MN)","NC","Ensemble","66"
"2","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Activites des services financiers hors assurance et caisses","Ensemble","823"
"2","AGRICULTURE SYLVICULTURE ET PECHE (AZ)","NC","Ensemble","18"
"2","AUTRES SECTEURS D ACTIVITE DES COOPERATIVES","NC","Ensemble","236"
"2","COMMERCE (GZ)","NC","Ensemble","227"
"2","INDUSTRIE+CONSTRUCTION (BE+FZ)","NC","Ensemble","799"
"2","SOUTIEN AUX ENTREPRISES (MN)","NC","Ensemble","42"
"3","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Activites des services financiers hors assurance et caisses","Ensemble","745"
"3","AGRICULTURE SYLVICULTURE ET PECHE (AZ)","NC","Ensemble","21"
"3","AUTRES SECTEURS D ACTIVITE DES COOPERATIVES","NC","Ensemble","36"
"3","COMMERCE (GZ)","NC","Ensemble","569"
"3","INDUSTRIE+CONSTRUCTION (BE+FZ)","NC","Ensemble","59"
"3","SOUTIEN AUX ENTREPRISES (MN)","NC","Ensemble","44"
"4","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Activites des services financiers hors assurance et caisses","Ensemble","s"
"4","AGRICULTURE SYLVICULTURE ET PECHE (AZ)","NC","Ensemble","36"
"4","AUTRES SECTEURS D ACTIVITE DES COOPERATIVES","NC","Ensemble","s"
"4","COMMERCE (GZ)","NC","Ensemble","93"
"4","INDUSTRIE+CONSTRUCTION (BE+FZ)","NC","Ensemble","98"
"4","SOUTIEN AUX ENTREPRISES (MN)","NC","Ensemble","56"
"5","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Activites des services financiers hors assurance et caisses","Ensemble","275"
"5","AGRICULTURE SYLVICULTURE ET PECHE (AZ)","NC","Ensemble","s"
"5","AUTRES SECTEURS D ACTIVITE DES COOPERATIVES","NC","Ensemble","s"
"5","COMMERCE (GZ)","NC","Ensemble","130"
"5","INDUSTRIE+CONSTRUCTION (BE+FZ)","NC","Ensemble","110"
"5","SOUTIEN AUX ENTREPRISES (MN)","NC","Ensemble","67"
"6","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Activites des services financiers hors assurance et caisses","Ensemble","3077"
"6","AGRICULTURE SYLVICULTURE ET PECHE (AZ)","NC","Ensemble","s"
"6","AUTRES SECTEURS D ACTIVITE DES COOPERATIVES","NC","Ensemble","229"
"6","COMMERCE (GZ)","NC","Ensemble","42"
"6","INDUSTRIE+CONSTRUCTION (BE+FZ)","NC","Ensemble","s"
"6","SOUTIEN AUX ENTREPRISES (MN)","NC","Ensemble","71"
"7","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Activites des services financiers hors assurance et caisses","Ensemble","703"
"7","AGRICULTURE SYLVICULTURE ET PECHE (AZ)","NC","Ensemble","s"
"7","AUTRES SECTEURS D ACTIVITE DES COOPERATIVES","NC","Ensemble","88"
"7","COMMERCE (GZ)","NC","Ensemble","225"
"7","INDUSTRIE+CONSTRUCTION (BE+FZ)","NC","Ensemble","222"
"7","SOUTIEN AUX ENTREPRISES (MN)","NC","Ensemble","s"
"8","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Activites des services financiers hors assurance et caisses","Ensemble","553"
"8","AGRICULTURE SYLVICULTURE ET PECHE (AZ)","NC","Ensemble","68"
"8","AUTRES SECTEURS D ACTIVITE DES COOPERATIVES","NC","Ensemble","s"
"8","COMMERCE (GZ)","NC","Ensemble","226"
"8","INDUSTRIE+CONSTRUCTION (BE+FZ)","NC","Ensemble","83"
"8","SOUTIEN AUX ENTREPRISES (MN)","NC","Ensemble","s"
"9","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Activites des services financiers hors assurance et caisses","Ensemble","292"
"9","AGRICULTURE SYLVICULTURE ET PECHE (AZ)","NC","Ensemble","s"
"9","AUTRES SECTEURS D ACTIVITE DES COOPERATIVES","NC","Ensemble","s"
"9","COMMERCE (GZ)","NC","Ensemble","103"
"9","INDUSTRIE+CONSTRUCTION (BE+FZ)","NC","Ensemble","257"
"9","SOUTIEN AUX ENTREPRISES (MN)","NC","Ensemble","s"
"10","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Activites des services financiers hors assurance et caisses","Ensemble","849"
"10","AGRICULTURE SYLVICULTURE ET PECHE (AZ)","NC","Ensemble","s"
"10","AUTRES SECTEURS D ACTIVITE DES COOPERATIVES","NC","Ensemble","36"
"10","COMMERCE (GZ)","NC","Ensemble","216"
"10","INDUSTRIE+CONSTRUCTION (BE+FZ)","NC","Ensemble","888"
"10","SOUTIEN AUX ENTREPRISES (MN)","NC","Ensemble","s"
"11","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Activites des services financiers hors assurance et caisses","Ensemble","660"
"11","AGRICULTURE SYLVICULTURE ET PECHE (AZ)","NC","Ensemble","45"
"11","AUTRES SECTEURS D ACTIVITE DES COOPERATIVES","NC","Ensemble","107"
"11","COMMERCE (GZ)","NC","Ensemble","510"
"11","INDUSTRIE+CONSTRUCTION (BE+FZ)","NC","Ensemble","739"
"11","SOUTIEN AUX ENTREPRISES (MN)","NC","Ensemble","107"
"12","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Activites des services financiers hors assurance et caisses","Ensemble","969"
"12","AGRICULTURE SYLVICULTURE ET PECHE (AZ)","NC","Ensemble","52"
"12","AUTRES SECTEURS D ACTIVITE DES COOPERATIVES","NC","Ensemble","22"
"12","COMMERCE (GZ)","NC","Ensemble","385"
"12","INDUSTRIE+CONSTRUCTION (BE+FZ)","NC","Ensemble","201"
"12","SOUTIEN AUX ENTREPRISES (MN)","NC","Ensemble","70"
"13","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Activites de services financiers et d assurances","Ensemble","s"
"13","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Activites des services financiers hors assurance et caisses","Ensemble","s"
"13","AGRICULTURE SYLVICULTURE ET PECHE (AZ)","NC","Ensemble","s"
"13","AUTRES SECTEURS D ACTIVITE DES COOPERATIVES","NC","Ensemble","563"
"13","COMMERCE (GZ)","NC","Ensemble","s"
"13","INDUSTRIE+CONSTRUCTION (BE+FZ)","NC","Ensemble","489"
"13","SOUTIEN AUX ENTREPRISES (MN)","NC","Ensemble","266"
"14","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Activites de services financiers et d assurances","Ensemble","s"
"14","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Activites des services financiers hors assurance et caisses","Ensemble","s"
"14","AGRICULTURE SYLVICULTURE ET PECHE (AZ)","NC","Ensemble","43"
"14","AUTRES SECTEURS D ACTIVITE DES COOPERATIVES","NC","Ensemble","84"
"14","COMMERCE (GZ)","NC","Ensemble","1021"
"14","INDUSTRIE+CONSTRUCTION (BE+FZ)","NC","Ensemble","1215"
"14","SOUTIEN AUX ENTREPRISES (MN)","NC","Ensemble","199"
"15","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Activites des services financiers hors assurance et caisses","Ensemble","493"
"15","AGRICULTURE SYLVICULTURE ET PECHE (AZ)","NC","Ensemble","s"
"15","AUTRES SECTEURS D ACTIVITE DES COOPERATIVES","NC","Ensemble","s"
"15","COMMERCE (GZ)","NC","Ensemble","254"
"15","INDUSTRIE+CONSTRUCTION (BE+FZ)","NC","Ensemble","102"
"15","SOUTIEN AUX ENTREPRISES (MN)","NC","Ensemble","14"
"16","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Activites des services financiers hors assurance et caisses","Ensemble","1121"
"16","AGRICULTURE SYLVICULTURE ET PECHE (AZ)","NC","Ensemble","s"
"16","AUTRES SECTEURS D ACTIVITE DES COOPERATIVES","NC","Ensemble","82"
"16","COMMERCE (GZ)","NC","Ensemble","914"
"16","INDUSTRIE+CONSTRUCTION (BE+FZ)","NC","Ensemble","254"
"16","SOUTIEN AUX ENTREPRISES (MN)","NC","Ensemble","s"
"17","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Activites des services financiers hors assurance et caisses","Ensemble","2066"
"17","AGRICULTURE SYLVICULTURE ET PECHE (AZ)","NC","Ensemble","48"
"17","AUTRES SECTEURS D ACTIVITE DES COOPERATIVES","NC","Ensemble","278"
"17","COMMERCE (GZ)","NC","Ensemble","1542"
"17","INDUSTRIE+CONSTRUCTION (BE+FZ)","NC","Ensemble","404"
"17","SOUTIEN AUX ENTREPRISES (MN)","NC","Ensemble","343"
"18","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Activites des services financiers hors assurance et caisses","Ensemble","798"
"18","AGRICULTURE SYLVICULTURE ET PECHE (AZ)","NC","Ensemble","s"
"18","AUTRES SECTEURS D ACTIVITE DES COOPERATIVES","NC","Ensemble","15"
"18","COMMERCE (GZ)","NC","Ensemble","403"
"18","INDUSTRIE+CONSTRUCTION (BE+FZ)","NC","Ensemble","s"
"18","SOUTIEN AUX ENTREPRISES (MN)","NC","Ensemble","21"
"19","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Activites des services financiers hors assurance et caisses","Ensemble","602"
"19","AGRICULTURE SYLVICULTURE ET PECHE (AZ)","NC","Ensemble","128"
"19","AUTRES SECTEURS D ACTIVITE DES COOPERATIVES","NC","Ensemble","s"
"19","COMMERCE (GZ)","NC","Ensemble","519"
"19","INDUSTRIE+CONSTRUCTION (BE+FZ)","NC","Ensemble","81"
"19","SOUTIEN AUX ENTREPRISES (MN)","NC","Ensemble","s"
"21","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Activites des services financiers hors assurance et caisses","Ensemble","2278"
"21","AGRICULTURE SYLVICULTURE ET PECHE (AZ)","NC","Ensemble","s"
"21","AUTRES SECTEURS D ACTIVITE DES COOPERATIVES","NC","Ensemble","120"
"21","COMMERCE (GZ)","NC","Ensemble","404"
"21","INDUSTRIE+CONSTRUCTION (BE+FZ)","NC","Ensemble","193"
"21","SOUTIEN AUX ENTREPRISES (MN)","NC","Ensemble","s"
"22","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Activites de services financiers et d assurances","Ensemble","s"
"22","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Activites des services financiers hors assurance et caisses","Ensemble","s"
"22","AGRICULTURE SYLVICULTURE ET PECHE (AZ)","NC","Ensemble","s"
"22","AUTRES SECTEURS D ACTIVITE DES COOPERATIVES","NC","Ensemble","279"
"22","COMMERCE (GZ)","NC","Ensemble","954"
"22","INDUSTRIE+CONSTRUCTION (BE+FZ)","NC","Ensemble","3443"
"22","SOUTIEN AUX ENTREPRISES (MN)","NC","Ensemble","s"
"23","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Activites des services financiers hors assurance et caisses","Ensemble","265"
"23","AGRICULTURE SYLVICULTURE ET PECHE (AZ)","NC","Ensemble","s"
"23","AUTRES SECTEURS D ACTIVITE DES COOPERATIVES","NC","Ensemble","s"
"23","COMMERCE (GZ)","NC","Ensemble","119"
"23","INDUSTRIE+CONSTRUCTION (BE+FZ)","NC","Ensemble","41"
"23","SOUTIEN AUX ENTREPRISES (MN)","NC","Ensemble","43"
"24","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Activites des services financiers hors assurance et caisses","Ensemble","1011"
"24","AGRICULTURE SYLVICULTURE ET PECHE (AZ)","NC","Ensemble","48"
"24","AUTRES SECTEURS D ACTIVITE DES COOPERATIVES","NC","Ensemble","41"
"24","COMMERCE (GZ)","NC","Ensemble","792"
"24","INDUSTRIE+CONSTRUCTION (BE+FZ)","NC","Ensemble","136"
"24","SOUTIEN AUX ENTREPRISES (MN)","NC","Ensemble","126"
"25","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Activites des services financiers hors assurance et caisses","Ensemble","2720"
"25","AGRICULTURE SYLVICULTURE ET PECHE (AZ)","NC","Ensemble","140"
"25","AUTRES SECTEURS D ACTIVITE DES COOPERATIVES","NC","Ensemble","80"
"25","COMMERCE (GZ)","NC","Ensemble","183"
"25","INDUSTRIE+CONSTRUCTION (BE+FZ)","NC","Ensemble","701"
"25","SOUTIEN AUX ENTREPRISES (MN)","NC","Ensemble","49"
"26","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Activites de services financiers et d assurances","Ensemble","s"
"26","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Activites des services financiers hors assurance et caisses","Ensemble","s"
"26","AGRICULTURE SYLVICULTURE ET PECHE (AZ)","NC","Ensemble","181"
"26","AUTRES SECTEURS D ACTIVITE DES COOPERATIVES","NC","Ensemble","181"
"26","COMMERCE (GZ)","NC","Ensemble","433"
"26","INDUSTRIE+CONSTRUCTION (BE+FZ)","NC","Ensemble","647"
"26","SOUTIEN AUX ENTREPRISES (MN)","NC","Ensemble","194"
"27","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Activites des services financiers hors assurance et caisses","Ensemble","1029"
"27","AGRICULTURE SYLVICULTURE ET PECHE (AZ)","NC","Ensemble","s"
"27","AUTRES SECTEURS D ACTIVITE DES COOPERATIVES","NC","Ensemble","16"
"27","COMMERCE (GZ)","NC","Ensemble","266"
"27","INDUSTRIE+CONSTRUCTION (BE+FZ)","NC","Ensemble","168"
"27","SOUTIEN AUX ENTREPRISES (MN)","NC","Ensemble","s"
"28","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Activites des services financiers hors assurance et caisses","Ensemble","1174"
"28","AGRICULTURE SYLVICULTURE ET PECHE (AZ)","NC","Ensemble","s"
"28","AUTRES SECTEURS D ACTIVITE DES COOPERATIVES","NC","Ensemble","s"
"28","COMMERCE (GZ)","NC","Ensemble","495"
"28","INDUSTRIE+CONSTRUCTION (BE+FZ)","NC","Ensemble","249"
"28","SOUTIEN AUX ENTREPRISES (MN)","NC","Ensemble","130"
"29","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Activites de services financiers et d assurances","Ensemble","s"
"29","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Activites des services financiers hors assurance et caisses","Ensemble","4767"
"29","AGRICULTURE SYLVICULTURE ET PECHE (AZ)","NC","Ensemble","s"
"29","AUTRES SECTEURS D ACTIVITE DES COOPERATIVES","NC","Ensemble","509"
"29","COMMERCE (GZ)","NC","Ensemble","1757"
"29","INDUSTRIE+CONSTRUCTION (BE+FZ)","NC","Ensemble","808"
"29","SOUTIEN AUX ENTREPRISES (MN)","NC","Ensemble","192"
"2A","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Activites des services financiers hors assurance et caisses","Ensemble","457"
"2A","AUTRES SECTEURS D ACTIVITE DES COOPERATIVES","NC","Ensemble","s"
"2A","COMMERCE (GZ)","NC","Ensemble","19"
"2A","INDUSTRIE+CONSTRUCTION (BE+FZ)","NC","Ensemble","s"
"2A","SOUTIEN AUX ENTREPRISES (MN)","NC","Ensemble","19"
"2B","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Activites des services financiers hors assurance et caisses","Ensemble","83"
"2B","AGRICULTURE SYLVICULTURE ET PECHE (AZ)","NC","Ensemble","s"
"2B","AUTRES SECTEURS D ACTIVITE DES COOPERATIVES","NC","Ensemble","57"
"2B","COMMERCE (GZ)","NC","Ensemble","137"
"2B","INDUSTRIE+CONSTRUCTION (BE+FZ)","NC","Ensemble","108"
"2B","SOUTIEN AUX ENTREPRISES (MN)","NC","Ensemble","s"
"30","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Activites des services financiers hors assurance et caisses","Ensemble","1660"
"30","AGRICULTURE SYLVICULTURE ET PECHE (AZ)","NC","Ensemble","21"
"30","AUTRES SECTEURS D ACTIVITE DES COOPERATIVES","NC","Ensemble","49"
"30","COMMERCE (GZ)","NC","Ensemble","126"
"30","INDUSTRIE+CONSTRUCTION (BE+FZ)","NC","Ensemble","646"
"30","SOUTIEN AUX ENTREPRISES (MN)","NC","Ensemble","174"
"31","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Activites de services financiers et d assurances","Ensemble","s"
"31","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Activites des services financiers hors assurance et caisses","Ensemble","s"
"31","AGRICULTURE SYLVICULTURE ET PECHE (AZ)","NC","Ensemble","s"
"31","AUTRES SECTEURS D ACTIVITE DES COOPERATIVES","NC","Ensemble","421"
"31","COMMERCE (GZ)","NC","Ensemble","409"
"31","INDUSTRIE+CONSTRUCTION (BE+FZ)","NC","Ensemble","452"
"31","SOUTIEN AUX ENTREPRISES (MN)","NC","Ensemble","s"
"32","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Activites des services financiers hors assurance et caisses","Ensemble","592"
"32","AGRICULTURE SYLVICULTURE ET PECHE (AZ)","NC","Ensemble","s"
"32","AUTRES SECTEURS D ACTIVITE DES COOPERATIVES","NC","Ensemble","s"
"32","COMMERCE (GZ)","NC","Ensemble","649"
"32","INDUSTRIE+CONSTRUCTION (BE+FZ)","NC","Ensemble","351"
"32","SOUTIEN AUX ENTREPRISES (MN)","NC","Ensemble","131"
"33","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Activites de services financiers et d assurances","Ensemble","s"
"33","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Activites des services financiers hors assurance et caisses","Ensemble","s"
"33","AGRICULTURE SYLVICULTURE ET PECHE (AZ)","NC","Ensemble","123"
"33","AUTRES SECTEURS D ACTIVITE DES COOPERATIVES","NC","Ensemble","778"
"33","COMMERCE (GZ)","NC","Ensemble","603"
"33","INDUSTRIE+CONSTRUCTION (BE+FZ)","NC","Ensemble","931"
"33","SOUTIEN AUX ENTREPRISES (MN)","NC","Ensemble","747"
"34","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Activites des services financiers hors assurance et caisses","Ensemble","2703"
"34","AGRICULTURE SYLVICULTURE ET PECHE (AZ)","NC","Ensemble","44"
"34","AUTRES SECTEURS D ACTIVITE DES COOPERATIVES","NC","Ensemble","186"
