"DEP","ESS_simp","typo_A","typo_A_det","taille_etab","nb_etab","nb_ent","eff_31","eff_EQTP","rem_brut"
"88","ESS","Ensemble des secteurs d'activité","Accueil des jeunes enfants","Tous établissements","30","24","245","204","4488721"
"88","ESS","Ensemble des secteurs d'activité","Aide a domicile","Tous établissements","43","40","1366","929","21007131"
"88","ESS","Ensemble des secteurs d'activité","Aide par le travail","Tous établissements","17","4","1352","1111","18222664"
"88","ESS","Ensemble des secteurs d'activité","Autres actions sociales","Tous établissements","71","37","957","780","20424050"
"88","ESS","Ensemble des secteurs d'activité","Hebergement medico-social et social","Tous établissements","69","22","2105","1858","50008742"
"88","Privé Hors ESS","Ensemble des secteurs d'activité","Accueil des jeunes enfants","Tous établissements","1","0",NA,NA,NA
"88","Privé Hors ESS","Ensemble des secteurs d'activité","Aide a domicile","Tous établissements","8","6",NA,NA,NA
"88","Privé Hors ESS","Ensemble des secteurs d'activité","Aide par le travail","Tous établissements","2","1",NA,NA,NA
"88","Privé Hors ESS","Ensemble des secteurs d'activité","Autres actions sociales","Tous établissements","11","4","53","51","1622154"
"88","Privé Hors ESS","Ensemble des secteurs d'activité","Hebergement medico-social et social","Tous établissements","14","9","345","316","9213821"
"88","Public","Ensemble des secteurs d'activité","Accueil des jeunes enfants","Tous établissements","3","1",NA,NA,NA
"88","Public","Ensemble des secteurs d'activité","Aide a domicile","Tous établissements","1","0",NA,NA,NA
"88","Public","Ensemble des secteurs d'activité","Aide par le travail","Tous établissements","4","1",NA,NA,NA
"88","Public","Ensemble des secteurs d'activité","Autres actions sociales","Tous établissements","26","20","496","444","13128738"
"88","Public","Ensemble des secteurs d'activité","Hebergement medico-social et social","Tous établissements","35","23","1897","1739","45942252"
"89","ESS","Ensemble des secteurs d'activité","Accueil des jeunes enfants","Tous établissements","27","17",NA,NA,NA
"89","ESS","Ensemble des secteurs d'activité","Aide a domicile","Tous établissements","32","29","897","581","13373081"
"89","ESS","Ensemble des secteurs d'activité","Aide par le travail","Tous établissements","11","1",NA,NA,NA
"89","ESS","Ensemble des secteurs d'activité","Autres actions sociales","Tous établissements","87","38","810","656","18141805"
"89","ESS","Ensemble des secteurs d'activité","Hebergement medico-social et social","Tous établissements","65","26","2156","1922","53415290"
"89","Privé Hors ESS","Ensemble des secteurs d'activité","Accueil des jeunes enfants","Tous établissements","2","2",NA,NA,NA
"89","Privé Hors ESS","Ensemble des secteurs d'activité","Aide a domicile","Tous établissements","18","16",NA,NA,NA
"89","Privé Hors ESS","Ensemble des secteurs d'activité","Autres actions sociales","Tous établissements","1","0",NA,NA,NA
"89","Privé Hors ESS","Ensemble des secteurs d'activité","Hebergement medico-social et social","Tous établissements","27","20","614","617","16052944"
"89","Public","Ensemble des secteurs d'activité","Accueil des jeunes enfants","Tous établissements","6","1",NA,NA,NA
"89","Public","Ensemble des secteurs d'activité","Aide a domicile","Tous établissements","1","0",NA,NA,NA
"89","Public","Ensemble des secteurs d'activité","Aide par le travail","Tous établissements","3","1",NA,NA,NA
"89","Public","Ensemble des secteurs d'activité","Autres actions sociales","Tous établissements","21","14",NA,NA,NA
"89","Public","Ensemble des secteurs d'activité","Hebergement medico-social et social","Tous établissements","48","26","4196","3830","117543630"
"90","ESS","Ensemble des secteurs d'activité","Accueil des jeunes enfants","Tous établissements","2","2",NA,NA,NA
"90","ESS","Ensemble des secteurs d'activité","Aide a domicile","Tous établissements","6","4","196","132","3388168"
"90","ESS","Ensemble des secteurs d'activité","Aide par le travail","Tous établissements","6","2",NA,NA,NA
"90","ESS","Ensemble des secteurs d'activité","Autres actions sociales","Tous établissements","27","15","293","248","6793856"
"90","ESS","Ensemble des secteurs d'activité","Hebergement medico-social et social","Tous établissements","24","8",NA,NA,NA
"90","Privé Hors ESS","Ensemble des secteurs d'activité","Accueil des jeunes enfants","Tous établissements","4","2",NA,NA,NA
"90","Privé Hors ESS","Ensemble des secteurs d'activité","Aide a domicile","Tous établissements","4","4",NA,NA,NA
"90","Public","Ensemble des secteurs d'activité","Aide a domicile","Tous établissements","1","0",NA,NA,NA
"90","Public","Ensemble des secteurs d'activité","Autres actions sociales","Tous établissements","8","7","164","135","3301648"
"90","Public","Ensemble des secteurs d'activité","Hebergement medico-social et social","Tous établissements","7","1",NA,NA,NA
"91","ESS","Ensemble des secteurs d'activité","Accueil des jeunes enfants","Tous établissements","24","23",NA,NA,NA
"91","ESS","Ensemble des secteurs d'activité","Aide a domicile","Tous établissements","37","28",NA,NA,NA
"91","ESS","Ensemble des secteurs d'activité","Aide par le travail","Tous établissements","29","8","2388","2040","37321060"
"91","ESS","Ensemble des secteurs d'activité","Autres actions sociales","Tous établissements","189","85","3358","2661","85871610"
"91","ESS","Ensemble des secteurs d'activité","Hebergement medico-social et social","Tous établissements","195","48","6743","6122","178895993"
"91","Privé Hors ESS","Ensemble des secteurs d'activité","Accueil des jeunes enfants","Tous établissements","57","33","606","516","11703067"
"91","Privé Hors ESS","Ensemble des secteurs d'activité","Aide a domicile","Tous établissements","62","49",NA,NA,NA
"91","Privé Hors ESS","Ensemble des secteurs d'activité","Aide par le travail","Tous établissements","5","2",NA,NA,NA
"91","Privé Hors ESS","Ensemble des secteurs d'activité","Autres actions sociales","Tous établissements","4","4",NA,NA,NA
"91","Privé Hors ESS","Ensemble des secteurs d'activité","Hebergement medico-social et social","Tous établissements","58","49","3212","2843","81182624"
"91","Public","Ensemble des secteurs d'activité","Accueil des jeunes enfants","Tous établissements","2","0",NA,NA,NA
"91","Public","Ensemble des secteurs d'activité","Aide a domicile","Tous établissements","1","0",NA,NA,NA
"91","Public","Ensemble des secteurs d'activité","Aide par le travail","Tous établissements","2","0",NA,NA,NA
"91","Public","Ensemble des secteurs d'activité","Autres actions sociales","Tous établissements","85","73",NA,NA,NA
"91","Public","Ensemble des secteurs d'activité","Hebergement medico-social et social","Tous établissements","30","10","1442","1338","38887575"
"92","ESS","Ensemble des secteurs d'activité","Accueil des jeunes enfants","Tous établissements","71","58","697",NA,NA
"92","ESS","Ensemble des secteurs d'activité","Aide a domicile","Tous établissements","21","19","421",NA,NA
"92","ESS","Ensemble des secteurs d'activité","Aide par le travail","Tous établissements","40","9","2693",NA,NA
"92","ESS","Ensemble des secteurs d'activité","Autres actions sociales","Tous établissements","228","129","3597","3060","93521826"
"92","ESS","Ensemble des secteurs d'activité","Hebergement medico-social et social","Tous établissements","190","35","6065","5352","160886111"
"92","Privé Hors ESS","Ensemble des secteurs d'activité","Accueil des jeunes enfants","Tous établissements","264","97","3610","3009","79906039"
"92","Privé Hors ESS","Ensemble des secteurs d'activité","Aide a domicile","Tous établissements","124","91","2897",NA,NA
"92","Privé Hors ESS","Ensemble des secteurs d'activité","Aide par le travail","Tous établissements","3","3","66",NA,NA
"92","Privé Hors ESS","Ensemble des secteurs d'activité","Autres actions sociales","Tous établissements","14","11","539","488","16326102"
"92","Privé Hors ESS","Ensemble des secteurs d'activité","Hebergement medico-social et social","Tous établissements","72","52","3860",NA,NA
"92","Public","Ensemble des secteurs d'activité","Accueil des jeunes enfants","Tous établissements","5","0","75",NA,NA
"92","Public","Ensemble des secteurs d'activité","Autres actions sociales","Tous établissements","63","43","3242","3022","101986151"
"92","Public","Ensemble des secteurs d'activité","Hebergement medico-social et social","Tous établissements","39","14","2227",NA,NA
"93","ESS","Ensemble des secteurs d'activité","Accueil des jeunes enfants","Tous établissements","45","28",NA,NA,NA
"93","ESS","Ensemble des secteurs d'activité","Aide a domicile","Tous établissements","37","29",NA,NA,NA
"93","ESS","Ensemble des secteurs d'activité","Aide par le travail","Tous établissements","26","4","2420","2154","38871249"
"93","ESS","Ensemble des secteurs d'activité","Autres actions sociales","Tous établissements","204","108","4583","3954","118797042"
"93","ESS","Ensemble des secteurs d'activité","Hebergement medico-social et social","Tous établissements","187","29","6112","5375","158781453"
"93","Privé Hors ESS","Ensemble des secteurs d'activité","Accueil des jeunes enfants","Tous établissements","87","47","727","646","14738397"
"93","Privé Hors ESS","Ensemble des secteurs d'activité","Aide a domicile","Tous établissements","47","39","1113","760","15823175"
"93","Privé Hors ESS","Ensemble des secteurs d'activité","Aide par le travail","Tous établissements","1","0",NA,NA,NA
"93","Privé Hors ESS","Ensemble des secteurs d'activité","Autres actions sociales","Tous établissements","3","2",NA,NA,NA
"93","Privé Hors ESS","Ensemble des secteurs d'activité","Hebergement medico-social et social","Tous établissements","26","16","1510","1338","37265918"
"93","Public","Ensemble des secteurs d'activité","Accueil des jeunes enfants","Tous établissements","2","0",NA,NA,NA
"93","Public","Ensemble des secteurs d'activité","Aide a domicile","Tous établissements","6","0",NA,NA,NA
"93","Public","Ensemble des secteurs d'activité","Aide par le travail","Tous établissements","1","1",NA,NA,NA
"93","Public","Ensemble des secteurs d'activité","Autres actions sociales","Tous établissements","66","52",NA,NA,NA
"93","Public","Ensemble des secteurs d'activité","Hebergement medico-social et social","Tous établissements","21","6","1588","1504","44036162"
"94","ESS","Ensemble des secteurs d'activité","Accueil des jeunes enfants","Tous établissements","26","22",NA,NA,NA
"94","ESS","Ensemble des secteurs d'activité","Aide a domicile","Tous établissements","39","32",NA,NA,NA
"94","ESS","Ensemble des secteurs d'activité","Aide par le travail","Tous établissements","34","6",NA,NA,NA
"94","ESS","Ensemble des secteurs d'activité","Autres actions sociales","Tous établissements","179","87","3122","2655","80226626"
"94","ESS","Ensemble des secteurs d'activité","Hebergement medico-social et social","Tous établissements","173","27","5931","5290","156462596"
"94","Privé Hors ESS","Ensemble des secteurs d'activité","Accueil des jeunes enfants","Tous établissements","128","64","1109","938","21143096"
"94","Privé Hors ESS","Ensemble des secteurs d'activité","Aide a domicile","Tous établissements","84","64","1510","1129","25039906"
"94","Privé Hors ESS","Ensemble des secteurs d'activité","Autres actions sociales","Tous établissements","9","5","165","123","3317135"
"94","Privé Hors ESS","Ensemble des secteurs d'activité","Hebergement medico-social et social","Tous établissements","23","17","1439","1257","37117855"
"94","Public","Ensemble des secteurs d'activité","Accueil des jeunes enfants","Tous établissements","2","1",NA,NA,NA
"94","Public","Ensemble des secteurs d'activité","Aide a domicile","Tous établissements","5","1",NA,NA,NA
"94","Public","Ensemble des secteurs d'activité","Aide par le travail","Tous établissements","2","0",NA,NA,NA
"94","Public","Ensemble des secteurs d'activité","Autres actions sociales","Tous établissements","66","44","2585","2277","68357575"
"94","Public","Ensemble des secteurs d'activité","Hebergement medico-social et social","Tous établissements","28","10","2658","2450","71874209"
"95","ESS","Ensemble des secteurs d'activité","Accueil des jeunes enfants","Tous établissements","43","27",NA,"427","10788253"
"95","ESS","Ensemble des secteurs d'activité","Aide a domicile","Tous établissements","21","15",NA,"531","12385856"
"95","ESS","Ensemble des secteurs d'activité","Aide par le travail","Tous établissements","33","5","2145","1893","33391566"
"95","ESS","Ensemble des secteurs d'activité","Autres actions sociales","Tous établissements","123","58","2039","1752","51359628"
"95","ESS","Ensemble des secteurs d'activité","Hebergement medico-social et social","Tous établissements","171","32","5720","5142","151587159"
"95","Privé Hors ESS","Ensemble des secteurs d'activité","Accueil des jeunes enfants","Tous établissements","72","28",NA,"541","12197568"
"95","Privé Hors ESS","Ensemble des secteurs d'activité","Aide a domicile","Tous établissements","37","29","728",NA,NA
"95","Privé Hors ESS","Ensemble des secteurs d'activité","Aide par le travail","Tous établissements","2","2",NA,NA,NA
"95","Privé Hors ESS","Ensemble des secteurs d'activité","Autres actions sociales","Tous établissements","8","7",NA,NA,NA
"95","Privé Hors ESS","Ensemble des secteurs d'activité","Hebergement medico-social et social","Tous établissements","51","35","2569","2338","66361760"
"95","Public","Ensemble des secteurs d'activité","Aide a domicile","Tous établissements","2","0",NA,NA,NA
"95","Public","Ensemble des secteurs d'activité","Aide par le travail","Tous établissements","1","1",NA,NA,NA
"95","Public","Ensemble des secteurs d'activité","Autres actions sociales","Tous établissements","71","63",NA,NA,NA
"95","Public","Ensemble des secteurs d'activité","Hebergement medico-social et social","Tous établissements","15","5","508","479","14175873"
"971","ESS","Ensemble des secteurs d'activité","Accueil des jeunes enfants","Tous établissements","63","53","572","552","12579361"
"971","ESS","Ensemble des secteurs d'activité","Aide a domicile","Tous établissements","41","30","1305","1042","23229376"
"971","ESS","Ensemble des secteurs d'activité","Aide par le travail","Tous établissements","25","10",NA,NA,NA
"971","ESS","Ensemble des secteurs d'activité","Autres actions sociales","Tous établissements","112","72",NA,NA,NA
"971","ESS","Ensemble des secteurs d'activité","Hebergement medico-social et social","Tous établissements","54","16","1312","1118","36750179"
"971","Privé Hors ESS","Ensemble des secteurs d'activité","Accueil des jeunes enfants","Tous établissements","11","7","65","58","1214470"
"971","Privé Hors ESS","Ensemble des secteurs d'activité","Aide a domicile","Tous établissements","19","15",NA,NA,NA
"971","Privé Hors ESS","Ensemble des secteurs d'activité","Aide par le travail","Tous établissements","1","1",NA,NA,NA
"971","Privé Hors ESS","Ensemble des secteurs d'activité","Autres actions sociales","Tous établissements","5","4",NA,NA,NA
"971","Privé Hors ESS","Ensemble des secteurs d'activité","Hebergement medico-social et social","Tous établissements","7","7",NA,NA,NA
"971","Public","Ensemble des secteurs d'activité","Accueil des jeunes enfants","Tous établissements","3","0","20","29","993601"
"971","Public","Ensemble des secteurs d'activité","Aide a domicile","Tous établissements","1","0",NA,NA,NA
"971","Public","Ensemble des secteurs d'activité","Autres actions sociales","Tous établissements","56","53","1499","1309","38923912"
"971","Public","Ensemble des secteurs d'activité","Hebergement medico-social et social","Tous établissements","8","2",NA,NA,NA
"972","ESS","Ensemble des secteurs d'activité","Accueil des jeunes enfants","Tous établissements","50","45",NA,NA,NA
"972","ESS","Ensemble des secteurs d'activité","Aide a domicile","Tous établissements","30","25","837","609","13616765"
"972","ESS","Ensemble des secteurs d'activité","Aide par le travail","Tous établissements","14","4","577","535","10731957"
"972","ESS","Ensemble des secteurs d'activité","Autres actions sociales","Tous établissements","77","55",NA,NA,NA
"972","ESS","Ensemble des secteurs d'activité","Hebergement medico-social et social","Tous établissements","40","16","1213","1055","35320037"
"972","Privé Hors ESS","Ensemble des secteurs d'activité","Accueil des jeunes enfants","Tous établissements","16","15",NA,NA,NA
"972","Privé Hors ESS","Ensemble des secteurs d'activité","Aide a domicile","Tous établissements","27","25","339","215","4363217"
"972","Privé Hors ESS","Ensemble des secteurs d'activité","Autres actions sociales","Tous établissements","5","5",NA,NA,NA
"972","Privé Hors ESS","Ensemble des secteurs d'activité","Hebergement medico-social et social","Tous établissements","8","8",NA,NA,NA
"972","Public","Ensemble des secteurs d'activité","Accueil des jeunes enfants","Tous établissements","2","0",NA,NA,NA
"972","Public","Ensemble des secteurs d'activité","Autres actions sociales","Tous établissements","66","62","2682","2295","65192938"
"972","Public","Ensemble des secteurs d'activité","Hebergement medico-social et social","Tous établissements","9","4",NA,NA,NA
"973","ESS","Ensemble des secteurs d'activité","Accueil des jeunes enfants","Tous établissements","20","13","256","241","6050070"
"973","ESS","Ensemble des secteurs d'activité","Aide a domicile","Tous établissements","7","2",NA,NA,NA
"973","ESS","Ensemble des secteurs d'activité","Aide par le travail","Tous établissements","3","3",NA,NA,NA
"973","ESS","Ensemble des secteurs d'activité","Autres actions sociales","Tous établissements","38","16","367","340","11578818"
"973","ESS","Ensemble des secteurs d'activité","Hebergement medico-social et social","Tous établissements","20","8","734","666","21808015"
"973","Privé Hors ESS","Ensemble des secteurs d'activité","Accueil des jeunes enfants","Tous établissements","4","4",NA,NA,NA
"973","Privé Hors ESS","Ensemble des secteurs d'activité","Aide a domicile","Tous établissements","7","7",NA,NA,NA
"973","Privé Hors ESS","Ensemble des secteurs d'activité","Aide par le travail","Tous établissements","1","1",NA,NA,NA
"973","Privé Hors ESS","Ensemble des secteurs d'activité","Hebergement medico-social et social","Tous établissements","1","1",NA,NA,NA
"973","Public","Ensemble des secteurs d'activité","Accueil des jeunes enfants","Tous établissements","1","0",NA,NA,NA
"973","Public","Ensemble des secteurs d'activité","Autres actions sociales","Tous établissements","15","12","518","460","12958166"
"973","Public","Ensemble des secteurs d'activité","Hebergement medico-social et social","Tous établissements","3","0",NA,NA,NA
"974","ESS","Ensemble des secteurs d'activité","Accueil des jeunes enfants","Tous établissements","131","113",NA,NA,NA
"974","ESS","Ensemble des secteurs d'activité","Aide a domicile","Tous établissements","9","6","1553","1097","23537539"
"974","ESS","Ensemble des secteurs d'activité","Aide par le travail","Tous établissements","10","1",NA,NA,NA
"974","ESS","Ensemble des secteurs d'activité","Autres actions sociales","Tous établissements","191","122",NA,NA,NA
"974","ESS","Ensemble des secteurs d'activité","Hebergement medico-social et social","Tous établissements","90","17","3571","3213","106450966"
"974","Privé Hors ESS","Ensemble des secteurs d'activité","Accueil des jeunes enfants","Tous établissements","105","62","564","487","10211005"
"974","Privé Hors ESS","Ensemble des secteurs d'activité","Aide a domicile","Tous établissements","14","9",NA,NA,NA
"974","Privé Hors ESS","Ensemble des secteurs d'activité","Autres actions sociales","Tous établissements","7","7",NA,NA,NA
"974","Privé Hors ESS","Ensemble des secteurs d'activité","Hebergement medico-social et social","Tous établissements","5","5","263","264","8494801"
"974","Public","Ensemble des secteurs d'activité","Accueil des jeunes enfants","Tous établissements","1","0",NA,NA,NA
"974","Public","Ensemble des secteurs d'activité","Aide a domicile","Tous établissements","1","1",NA,NA,NA
"974","Public","Ensemble des secteurs d'activité","Autres actions sociales","Tous établissements","46","36","5839","4879","104134953"
"974","Public","Ensemble des secteurs d'activité","Hebergement medico-social et social","Tous établissements","5","0","193","181","6209318"
"1","ESS","Ensemble des secteurs d'activité","Accueil des jeunes enfants","1 - Micro entreprise","32","25",NA,NA,NA
"1","ESS","Ensemble des secteurs d'activité","Accueil des jeunes enfants","2 - Petites entreprises","10","9",NA,"140","3423740"
"1","ESS","Ensemble des secteurs d'activité","Accueil des jeunes enfants","3 - Moyennes entreprises","2","1",NA,NA,NA
"1","ESS","Ensemble des secteurs d'activité","Aide a domicile","1 - Micro entreprise","6","6",NA,NA,NA
"1","ESS","Ensemble des secteurs d'activité","Aide a domicile","2 - Petites entreprises","25","21",NA,NA,NA
"1","ESS","Ensemble des secteurs d'activité","Aide a domicile","3 - Moyennes entreprises","5","4",NA,NA,NA
"1","ESS","Ensemble des secteurs d'activité","Aide par le travail","1 - Micro entreprise","3","0","16","15","284272"
"1","ESS","Ensemble des secteurs d'activité","Aide par le travail","2 - Petites entreprises","8","0","224","197","4809612"
"1","ESS","Ensemble des secteurs d'activité","Aide par le travail","3 - Moyennes entreprises","12","0","1277","1057","17196916"
"1","ESS","Ensemble des secteurs d'activité","Autres actions sociales","1 - Micro entreprise","42","17",NA,NA,NA
"1","ESS","Ensemble des secteurs d'activité","Autres actions sociales","2 - Petites entreprises","32","10",NA,NA,NA
"1","ESS","Ensemble des secteurs d'activité","Autres actions sociales","3 - Moyennes entreprises","5","4",NA,NA,NA
"1","ESS","Ensemble des secteurs d'activité","Autres actions sociales","4 - Grandes entreprises","1","1",NA,NA,NA
"1","ESS","Ensemble des secteurs d'activité","Hebergement medico-social et social","1 - Micro entreprise","32","20","163","157","4219734"
"1","ESS","Ensemble des secteurs d'activité","Hebergement medico-social et social","2 - Petites entreprises","47","8","1060","912","25541146"
"1","ESS","Ensemble des secteurs d'activité","Hebergement medico-social et social","3 - Moyennes entreprises","36","10","2753","2408","67991995"
"1","Privé Hors ESS","Ensemble des secteurs d'activité","Accueil des jeunes enfants","1 - Micro entreprise","21","18",NA,NA,NA
"1","Privé Hors ESS","Ensemble des secteurs d'activité","Accueil des jeunes enfants","2 - Petites entreprises","11","7","164",NA,NA
"1","Privé Hors ESS","Ensemble des secteurs d'activité","Accueil des jeunes enfants","3 - Moyennes entreprises","1","0",NA,NA,NA
"1","Privé Hors ESS","Ensemble des secteurs d'activité","Aide a domicile","1 - Micro entreprise","14","10",NA,NA,NA
"1","Privé Hors ESS","Ensemble des secteurs d'activité","Aide a domicile","2 - Petites entreprises","6","6",NA,NA,NA
"1","Privé Hors ESS","Ensemble des secteurs d'activité","Aide par le travail","2 - Petites entreprises","1","1",NA,NA,NA
"1","Privé Hors ESS","Ensemble des secteurs d'activité","Autres actions sociales","1 - Micro entreprise","1","1",NA,NA,NA
"1","Privé Hors ESS","Ensemble des secteurs d'activité","Hebergement medico-social et social","1 - Micro entreprise","5","4",NA,NA,NA
"1","Privé Hors ESS","Ensemble des secteurs d'activité","Hebergement medico-social et social","2 - Petites entreprises","12","8",NA,NA,NA
"1","Privé Hors ESS","Ensemble des secteurs d'activité","Hebergement medico-social et social","3 - Moyennes entreprises","4","2",NA,NA,NA
"1","Public","Ensemble des secteurs d'activité","Accueil des jeunes enfants","1 - Micro entreprise","3","1",NA,NA,NA
"1","Public","Ensemble des secteurs d'activité","Aide a domicile","1 - Micro entreprise","1","0",NA,NA,NA
"1","Public","Ensemble des secteurs d'activité","Autres actions sociales","1 - Micro entreprise","17","15","33","28","779318"
"1","Public","Ensemble des secteurs d'activité","Autres actions sociales","2 - Petites entreprises","3","1",NA,NA,NA
"1","Public","Ensemble des secteurs d'activité","Autres actions sociales","3 - Moyennes entreprises","1","1",NA,NA,NA
"1","Public","Ensemble des secteurs d'activité","Autres actions sociales","4 - Grandes entreprises","1","0",NA,NA,NA
"1","Public","Ensemble des secteurs d'activité","Hebergement medico-social et social","1 - Micro entreprise","1","1",NA,NA,NA
"1","Public","Ensemble des secteurs d'activité","Hebergement medico-social et social","2 - Petites entreprises","7","3",NA,NA,NA
"1","Public","Ensemble des secteurs d'activité","Hebergement medico-social et social","3 - Moyennes entreprises","23","16",NA,NA,NA
"2","ESS","Ensemble des secteurs d'activité","Accueil des jeunes enfants","1 - Micro entreprise","16","13",NA,NA,NA
"2","ESS","Ensemble des secteurs d'activité","Accueil des jeunes enfants","2 - Petites entreprises","7","6",NA,NA,NA
"2","ESS","Ensemble des secteurs d'activité","Aide a domicile","1 - Micro entreprise","7","3",NA,NA,NA
"2","ESS","Ensemble des secteurs d'activité","Aide a domicile","2 - Petites entreprises","11","6","298","190","4194383"
"2","ESS","Ensemble des secteurs d'activité","Aide a domicile","3 - Moyennes entreprises","6","6",NA,NA,NA
"2","ESS","Ensemble des secteurs d'activité","Aide par le travail","1 - Micro entreprise","3","0",NA,NA,NA
"2","ESS","Ensemble des secteurs d'activité","Aide par le travail","2 - Petites entreprises","7","2",NA,NA,NA
"2","ESS","Ensemble des secteurs d'activité","Aide par le travail","3 - Moyennes entreprises","10","2",NA,NA,NA
"2","ESS","Ensemble des secteurs d'activité","Aide par le travail","4 - Grandes entreprises","1","0",NA,NA,NA
"2","ESS","Ensemble des secteurs d'activité","Autres actions sociales","1 - Micro entreprise","49","19","163","139","4120995"
"2","ESS","Ensemble des secteurs d'activité","Autres actions sociales","2 - Petites entreprises","28","16","624","496","13539159"
"2","ESS","Ensemble des secteurs d'activité","Autres actions sociales","3 - Moyennes entreprises","5","4","625","507","11638862"
"2","ESS","Ensemble des secteurs d'activité","Hebergement medico-social et social","1 - Micro entreprise","26","4",NA,NA,NA
"2","ESS","Ensemble des secteurs d'activité","Hebergement medico-social et social","2 - Petites entreprises","51","7","1337","1148","32446306"
"2","ESS","Ensemble des secteurs d'activité","Hebergement medico-social et social","3 - Moyennes entreprises","15","5",NA,NA,NA
"2","Privé Hors ESS","Ensemble des secteurs d'activité","Accueil des jeunes enfants","1 - Micro entreprise","19","13",NA,NA,NA
"2","Privé Hors ESS","Ensemble des secteurs d'activité","Accueil des jeunes enfants","2 - Petites entreprises","1","1",NA,NA,NA
"2","Privé Hors ESS","Ensemble des secteurs d'activité","Aide a domicile","1 - Micro entreprise","4","2",NA,NA,NA
"2","Privé Hors ESS","Ensemble des secteurs d'activité","Aide a domicile","2 - Petites entreprises","9","8",NA,NA,NA
"2","Privé Hors ESS","Ensemble des secteurs d'activité","Aide a domicile","3 - Moyennes entreprises","1","0",NA,NA,NA
"2","Privé Hors ESS","Ensemble des secteurs d'activité","Aide par le travail","2 - Petites entreprises","1","1",NA,NA,NA
"2","Privé Hors ESS","Ensemble des secteurs d'activité","Autres actions sociales","1 - Micro entreprise","3","3",NA,NA,NA
"2","Privé Hors ESS","Ensemble des secteurs d'activité","Autres actions sociales","2 - Petites entreprises","1","1",NA,NA,NA
"2","Privé Hors ESS","Ensemble des secteurs d'activité","Hebergement medico-social et social","2 - Petites entreprises","3","3",NA,NA,NA
"2","Privé Hors ESS","Ensemble des secteurs d'activité","Hebergement medico-social et social","3 - Moyennes entreprises","18","9",NA,NA,NA
"2","Public","Ensemble des secteurs d'activité","Aide a domicile","1 - Micro entreprise","5","2",NA,NA,NA
"2","Public","Ensemble des secteurs d'activité","Aide a domicile","2 - Petites entreprises","7","2",NA,NA,NA
"2","Public","Ensemble des secteurs d'activité","Aide a domicile","3 - Moyennes entreprises","3","1",NA,NA,NA
"2","Public","Ensemble des secteurs d'activité","Aide par le travail","2 - Petites entreprises","1","0",NA,NA,NA
"2","Public","Ensemble des secteurs d'activité","Aide par le travail","3 - Moyennes entreprises","1","0",NA,NA,NA
"2","Public","Ensemble des secteurs d'activité","Autres actions sociales","1 - Micro entreprise","27","23",NA,NA,NA
"2","Public","Ensemble des secteurs d'activité","Autres actions sociales","2 - Petites entreprises","11","5",NA,NA,NA
"2","Public","Ensemble des secteurs d'activité","Autres actions sociales","3 - Moyennes entreprises","3","3","285","237","5737107"
"2","Public","Ensemble des secteurs d'activité","Hebergement medico-social et social","1 - Micro entreprise","1","0",NA,NA,NA
"2","Public","Ensemble des secteurs d'activité","Hebergement medico-social et social","2 - Petites entreprises","15","8",NA,NA,NA
"2","Public","Ensemble des secteurs d'activité","Hebergement medico-social et social","3 - Moyennes entreprises","21","12","1791","1598","42956586"
"3","ESS","Ensemble des secteurs d'activité","Accueil des jeunes enfants","1 - Micro entreprise","7","7",NA,NA,NA
"3","ESS","Ensemble des secteurs d'activité","Accueil des jeunes enfants","2 - Petites entreprises","1","1",NA,NA,NA
"3","ESS","Ensemble des secteurs d'activité","Aide a domicile","1 - Micro entreprise","5","5",NA,NA,NA
"3","ESS","Ensemble des secteurs d'activité","Aide a domicile","2 - Petites entreprises","15","10","399","305","6969381"
"3","ESS","Ensemble des secteurs d'activité","Aide a domicile","3 - Moyennes entreprises","5","4",NA,NA,NA
"3","ESS","Ensemble des secteurs d'activité","Aide a domicile","4 - Grandes entreprises","1","1",NA,NA,NA
"3","ESS","Ensemble des secteurs d'activité","Aide par le travail","1 - Micro entreprise","1","0",NA,NA,NA
"3","ESS","Ensemble des secteurs d'activité","Aide par le travail","2 - Petites entreprises","6","2",NA,NA,NA
"3","ESS","Ensemble des secteurs d'activité","Aide par le travail","3 - Moyennes entreprises","9","3","1035","845","15004444"
"3","ESS","Ensemble des secteurs d'activité","Autres actions sociales","1 - Micro entreprise","57","29",NA,NA,NA
"3","ESS","Ensemble des secteurs d'activité","Autres actions sociales","2 - Petites entreprises","21","16","461","400","9364747"
"3","ESS","Ensemble des secteurs d'activité","Autres actions sociales","3 - Moyennes entreprises","1","0",NA,NA,NA
"3","ESS","Ensemble des secteurs d'activité","Hebergement medico-social et social","1 - Micro entreprise","29","11",NA,NA,NA
"3","ESS","Ensemble des secteurs d'activité","Hebergement medico-social et social","2 - Petites entreprises","32","7","902","804","23029611"
"3","ESS","Ensemble des secteurs d'activité","Hebergement medico-social et social","3 - Moyennes entreprises","19","10",NA,NA,NA
"3","Privé Hors ESS","Ensemble des secteurs d'activité","Accueil des jeunes enfants","1 - Micro entreprise","4","1",NA,NA,NA
"3","Privé Hors ESS","Ensemble des secteurs d'activité","Accueil des jeunes enfants","2 - Petites entreprises","2","1",NA,NA,NA
"3","Privé Hors ESS","Ensemble des secteurs d'activité","Aide a domicile","1 - Micro entreprise","5","4",NA,NA,NA
