"","EPCI","jurid1","nb_etab","eff_31","eff_EQTP","rem_brut","non_annexe","dep_epci","nom_complet"
"6613",244400438,"3-MUTUELLES",2,"s","s","s","s","44","CC Grand Lieu Communauté"
"6614",244400438,"4-ESS",125,"1050","834.97","24593381","945","44","CC Grand Lieu Communauté"
"6615",244400438,"5-HORS ESS",936,"8977","8018.41","256403435","8582","44","CC Grand Lieu Communauté"
"6616",244400438,"5A-PUBLIC",34,"866","710.8","19737801","804","44","CC Grand Lieu Communauté"
"6617",244400438,"5B-PRIVE",902,"8111","7307.61","236665634","7778","44","CC Grand Lieu Communauté"
"6618",244400438,"6-TOTAL",1061,"10027","8853.38","280996816","9527","44","CC Grand Lieu Communauté"
"6619",244400453,"1-ASSO+FOND",60,"605","441.78","10867803","518","44","CC de la Région de Blain"
"6620",244400453,"1A-ASSOCIATIONS",60,"605","441.78","10867803","518","44","CC de la Région de Blain"
"6621",244400453,"2-COOPERATIVES",13,"81","77.73","2707374","79","44","CC de la Région de Blain"
"6622",244400453,"3-MUTUELLES",3,"6","3.82","133945","6","44","CC de la Région de Blain"
"6623",244400453,"4-ESS",76,"692","523.33","13709122","603","44","CC de la Région de Blain"
"6624",244400453,"5-HORS ESS",338,"3626","3034.3","90355311","3392","44","CC de la Région de Blain"
"6625",244400453,"5A-PUBLIC",18,"1636","1365.45","42138503","1529","44","CC de la Région de Blain"
"6626",244400453,"5B-PRIVE",320,"1990","1668.85","48216808","1863","44","CC de la Région de Blain"
"6627",244400453,"6-TOTAL",414,"4318","3557.63","104064433","3995","44","CC de la Région de Blain"
"6628",244400503,"1-ASSO+FOND",153,"1355","1016.28","28915998","1191","44","CC d'Erdre et Gesvres"
"6629",244400503,"1A-ASSOCIATIONS",153,"1355","1016.28","28915998","1191","44","CC d'Erdre et Gesvres"
"6630",244400503,"2-COOPERATIVES",22,"125","122.39","5006954","122","44","CC d'Erdre et Gesvres"
"6631",244400503,"3-MUTUELLES",3,"49","39.98","1167545","49","44","CC d'Erdre et Gesvres"
"6632",244400503,"4-ESS",178,"1529","1178.65","35090497","1362","44","CC d'Erdre et Gesvres"
"6633",244400503,"5-HORS ESS",1405,"11966","10376.64","312150379","11195","44","CC d'Erdre et Gesvres"
"6634",244400503,"5A-PUBLIC",46,"1559","1316.49","36549443","1448","44","CC d'Erdre et Gesvres"
"6635",244400503,"5B-PRIVE",1359,"10407","9060.15","275600936","9747","44","CC d'Erdre et Gesvres"
"6636",244400503,"6-TOTAL",1583,"13495","11555.29","347240876","12557","44","CC d'Erdre et Gesvres"
"6637",244400537,"1-ASSO+FOND",67,"572","427.56","10918183","525","44","CC de Nozay"
"6638",244400537,"1A-ASSOCIATIONS",67,"572","427.56","10918183","525","44","CC de Nozay"
"6639",244400537,"2-COOPERATIVES",13,"s","s","s","s","44","CC de Nozay"
"6640",244400537,"3-MUTUELLES",1,"s","s","s","s","44","CC de Nozay"
"6641",244400537,"4-ESS",81,"627","483.08","12726841","578","44","CC de Nozay"
"6642",244400537,"5-HORS ESS",335,"2292","1917.12","54007881","2130","44","CC de Nozay"
"6643",244400537,"5A-PUBLIC",21,"412","330.42","9359076","382","44","CC de Nozay"
"6644",244400537,"5B-PRIVE",314,"1880","1586.7","44648805","1748","44","CC de Nozay"
"6645",244400537,"6-TOTAL",416,"2919","2400.2","66734722","2708","44","CC de Nozay"
"6646",244400552,"1-ASSO+FOND",237,"2599","1954.26","54353358","2350","44","CC du Pays d'Ancenis"
"6647",244400552,"1A-ASSOCIATIONS",237,"2599","1954.26","54353358","2350","44","CC du Pays d'Ancenis"
"6648",244400552,"2-COOPERATIVES",25,"817","774.63","35347788","805","44","CC du Pays d'Ancenis"
"6649",244400552,"3-MUTUELLES",4,"19","18.23","566631","19","44","CC du Pays d'Ancenis"
"6650",244400552,"4-ESS",266,"3435","2747.12","90267777","3174","44","CC du Pays d'Ancenis"
"6651",244400552,"5-HORS ESS",1685,"18122","16026.52","522602768","16951","44","CC du Pays d'Ancenis"
"6652",244400552,"5A-PUBLIC",88,"2565","2067.1","62798829","2313","44","CC du Pays d'Ancenis"
"6653",244400552,"5B-PRIVE",1597,"15557","13959.42","459803939","14638","44","CC du Pays d'Ancenis"
"6654",244400552,"6-TOTAL",1951,"21557","18773.64","612870545","20125","44","CC du Pays d'Ancenis"
"6655",244400586,"1-ASSO+FOND",63,"591","425.44","11951940","519","44","CC du Sud Estuaire"
"6656",244400586,"1A-ASSOCIATIONS",63,"591","425.44","11951940","519","44","CC du Sud Estuaire"
"6657",244400586,"2-COOPERATIVES",11,"s","s","s","s","44","CC du Sud Estuaire"
"6658",244400586,"3-MUTUELLES",2,"s","s","s","s","44","CC du Sud Estuaire"
"6659",244400586,"4-ESS",76,"688","507.88","14727245","614","44","CC du Sud Estuaire"
"6660",244400586,"5-HORS ESS",651,"6617","5865.99","176054042","6300","44","CC du Sud Estuaire"
"6661",244400586,"5A-PUBLIC",29,"2223","1925.9","54815876","2109","44","CC du Sud Estuaire"
"6662",244400586,"5B-PRIVE",622,"4394","3940.09","121238166","4191","44","CC du Sud Estuaire"
"6663",244400586,"6-TOTAL",727,"7305","6373.87","190781287","6914","44","CC du Sud Estuaire"
"6664",244500211,"1-ASSO+FOND",63,"740","626.51","16495638","692","45","CC Giennoises"
"6665",244500211,"1A-ASSOCIATIONS",63,"740","626.51","16495638","692","45","CC Giennoises"
"6666",244500211,"2-COOPERATIVES",9,"47","45.65","1732680","46","45","CC Giennoises"
"6667",244500211,"3-MUTUELLES",4,"8","7.44","285508","8","45","CC Giennoises"
"6668",244500211,"4-ESS",76,"795","679.6","18513826","746","45","CC Giennoises"
"6669",244500211,"5-HORS ESS",694,"7800","6960.42","230648740","7440","45","CC Giennoises"
"6670",244500211,"5A-PUBLIC",58,"1927","1719.12","54671482","1831","45","CC Giennoises"
"6671",244500211,"5B-PRIVE",636,"5873","5241.3","175977258","5609","45","CC Giennoises"
"6672",244500211,"6-TOTAL",770,"8595","7640.02","249162566","8186","45","CC Giennoises"
"6673",244500419,"1-ASSO+FOND",32,"271","203.94","4116701","240","45","CC des Quatre Vallées"
"6674",244500419,"1A-ASSOCIATIONS",32,"271","203.94","4116701","240","45","CC des Quatre Vallées"
"6675",244500419,"2-COOPERATIVES",8,"222","189.22","8349325","221","45","CC des Quatre Vallées"
"6676",244500419,"4-ESS",40,"493","393.16","12466026","461","45","CC des Quatre Vallées"
"6677",244500419,"5-HORS ESS",381,"2564","2176.95","67398117","2334","45","CC des Quatre Vallées"
"6678",244500419,"5A-PUBLIC",50,"644","444.53","12140945","504","45","CC des Quatre Vallées"
"6679",244500419,"5B-PRIVE",331,"1920","1732.42","55257172","1830","45","CC des Quatre Vallées"
"6680",244500419,"6-TOTAL",421,"3057","2570.11","79864143","2795","45","CC des Quatre Vallées"
"6681",244500427,"1-ASSO+FOND",102,"433","277.74","7132506","300","45","CC des Loges"
"6682",244500427,"1A-ASSOCIATIONS",101,"s","s","s","s","45","CC des Loges"
"6683",244500427,"1B-FONDATIONS",1,"s","s","s","s","45","CC des Loges"
"6684",244500427,"2-COOPERATIVES",8,"50","47.81","1892083","50","45","CC des Loges"
"6685",244500427,"4-ESS",110,"483","325.55","9024589","350","45","CC des Loges"
"6686",244500427,"5-HORS ESS",945,"8221","7310.7","252709335","7806","45","CC des Loges"
"6687",244500427,"5A-PUBLIC",77,"1382","1147.88","32233864","1242","45","CC des Loges"
"6688",244500427,"5B-PRIVE",868,"6839","6162.82","220475471","6564","45","CC des Loges"
"6689",244500427,"6-TOTAL",1055,"8704","7636.25","261733924","8156","45","CC des Loges"
"6690",244500484,"1-ASSO+FOND",37,"151","105.5","2512352","107","45","CC de la Forêt"
"6691",244500484,"1A-ASSOCIATIONS",36,"s","s","s","s","45","CC de la Forêt"
"6692",244500484,"1B-FONDATIONS",1,"s","s","s","s","45","CC de la Forêt"
"6693",244500484,"2-COOPERATIVES",4,"17","16.06","711975","15","45","CC de la Forêt"
"6694",244500484,"4-ESS",41,"168","121.56","3224327","122","45","CC de la Forêt"
"6695",244500484,"5-HORS ESS",298,"2585","2229.83","65672849","2414","45","CC de la Forêt"
"6696",244500484,"5A-PUBLIC",34,"752","632.39","18210571","688","45","CC de la Forêt"
"6697",244500484,"5B-PRIVE",264,"1833","1597.44","47462278","1726","45","CC de la Forêt"
"6698",244500484,"6-TOTAL",339,"2753","2351.39","68897176","2536","45","CC de la Forêt"
"6699",244500542,"1-ASSO+FOND",21,"s","s","s","s","45","CC de la Plaine du Nord Loiret"
"6700",244500542,"1A-ASSOCIATIONS",21,"s","s","s","s","45","CC de la Plaine du Nord Loiret"
"6701",244500542,"2-COOPERATIVES",1,"s","s","s","s","45","CC de la Plaine du Nord Loiret"
"6702",244500542,"4-ESS",22,"46","39.58","1132690","39","45","CC de la Plaine du Nord Loiret"
"6703",244500542,"5-HORS ESS",144,"661","513.86","15993750","562","45","CC de la Plaine du Nord Loiret"
"6704",244500542,"5A-PUBLIC",31,"308","206.2","5666568","232","45","CC de la Plaine du Nord Loiret"
"6705",244500542,"5B-PRIVE",113,"353","307.66","10327182","330","45","CC de la Plaine du Nord Loiret"
"6706",244500542,"6-TOTAL",166,"707","553.44","17126440","601","45","CC de la Plaine du Nord Loiret"
"6707",244600433,"1-ASSO+FOND",50,"529","449.97","10317978","483","46","CC de la Vallée du Lot et du Vignoble"
"6708",244600433,"1A-ASSOCIATIONS",50,"529","449.97","10317978","483","46","CC de la Vallée du Lot et du Vignoble"
"6709",244600433,"2-COOPERATIVES",6,"s","s","s","s","46","CC de la Vallée du Lot et du Vignoble"
"6710",244600433,"3-MUTUELLES",1,"s","s","s","s","46","CC de la Vallée du Lot et du Vignoble"
"6711",244600433,"4-ESS",57,"557","475.25","11259228","510","46","CC de la Vallée du Lot et du Vignoble"
"6712",244600433,"5-HORS ESS",449,"2240","1911.68","51739126","2094","46","CC de la Vallée du Lot et du Vignoble"
"6713",244600433,"5A-PUBLIC",54,"710","582.75","15806239","663","46","CC de la Vallée du Lot et du Vignoble"
"6714",244600433,"5B-PRIVE",395,"1530","1328.93","35932887","1431","46","CC de la Vallée du Lot et du Vignoble"
"6715",244600433,"6-TOTAL",506,"2797","2386.93","62998354","2604","46","CC de la Vallée du Lot et du Vignoble"
"6716",244600482,"1-ASSO+FOND",24,"254","164.92","4137132","216","46","CC Quercy - Bouriane"
"6717",244600482,"1A-ASSOCIATIONS",23,"s","s","s","s","46","CC Quercy - Bouriane"
"6718",244600482,"1B-FONDATIONS",1,"s","s","s","s","46","CC Quercy - Bouriane"
"6719",244600482,"2-COOPERATIVES",9,"s","s","s","s","46","CC Quercy - Bouriane"
"6720",244600482,"3-MUTUELLES",2,"s","s","s","s","46","CC Quercy - Bouriane"
"6721",244600482,"4-ESS",35,"285","195.07","5179923","247","46","CC Quercy - Bouriane"
"6722",244600482,"5-HORS ESS",405,"2503","2123.81","60735484","2314","46","CC Quercy - Bouriane"
"6723",244600482,"5A-PUBLIC",63,"972","815.07","25157271","909","46","CC Quercy - Bouriane"
"6724",244600482,"5B-PRIVE",342,"1531","1308.74","35578213","1405","46","CC Quercy - Bouriane"
"6725",244600482,"6-TOTAL",440,"2788","2318.88","65915407","2561","46","CC Quercy - Bouriane"
"6726",244600532,"1-ASSO+FOND",20,"s","s","s","s","46","CC du Pays de Lalbenque-Limogne"
"6727",244600532,"1A-ASSOCIATIONS",20,"s","s","s","s","46","CC du Pays de Lalbenque-Limogne"
"6728",244600532,"2-COOPERATIVES",2,"s","s","s","s","46","CC du Pays de Lalbenque-Limogne"
"6729",244600532,"4-ESS",22,"110","86.72","2262926","108","46","CC du Pays de Lalbenque-Limogne"
"6730",244600532,"5-HORS ESS",199,"785","588.18","15214845","690","46","CC du Pays de Lalbenque-Limogne"
"6731",244600532,"5A-PUBLIC",39,"289","174.95","4479628","234","46","CC du Pays de Lalbenque-Limogne"
"6732",244600532,"5B-PRIVE",160,"496","413.23","10735217","456","46","CC du Pays de Lalbenque-Limogne"
"6733",244600532,"6-TOTAL",221,"895","674.9","17477771","798","46","CC du Pays de Lalbenque-Limogne"
"6734",244600573,"1-ASSO+FOND",9,"57","40.52","1025241","51","46","CC du Causse de Labastide Murat"
"6735",244600573,"1A-ASSOCIATIONS",9,"57","40.52","1025241","51","46","CC du Causse de Labastide Murat"
"6736",244600573,"2-COOPERATIVES",1,"s","s","s","s","46","CC du Causse de Labastide Murat"
"6737",244600573,"3-MUTUELLES",1,"s","s","s","s","46","CC du Causse de Labastide Murat"
"6738",244600573,"4-ESS",11,"294","253.68","7741609","285","46","CC du Causse de Labastide Murat"
"6739",244600573,"5-HORS ESS",108,"373","305.21","7694956","324","46","CC du Causse de Labastide Murat"
"6740",244600573,"5A-PUBLIC",27,"143","97.84","2683953","124","46","CC du Causse de Labastide Murat"
"6741",244600573,"5B-PRIVE",81,"230","207.37","5011003","200","46","CC du Causse de Labastide Murat"
"6742",244600573,"6-TOTAL",119,"667","558.89","15436565","609","46","CC du Causse de Labastide Murat"
"6743",244700449,"1-ASSO+FOND",11,"44","38.49","817506","43","47","CC du Pays de Duras"
"6744",244700449,"1A-ASSOCIATIONS",11,"44","38.49","817506","43","47","CC du Pays de Duras"
"6745",244700449,"2-COOPERATIVES",5,"8","14.49","401502","8","47","CC du Pays de Duras"
"6746",244700449,"4-ESS",16,"52","52.98","1219008","51","47","CC du Pays de Duras"
"6747",244700449,"5-HORS ESS",231,"807","667.69","17071187","731","47","CC du Pays de Duras"
"6748",244700449,"5A-PUBLIC",35,"193","144.19","3728966","166","47","CC du Pays de Duras"
"6749",244700449,"5B-PRIVE",196,"614","523.5","13342221","565","47","CC du Pays de Duras"
"6750",244700449,"6-TOTAL",247,"859","720.67","18290195","782","47","CC du Pays de Duras"
"6751",244700464,"1-ASSO+FOND",29,"374","286.47","6063847","347","47","CC du Pays de Lauzun"
"6752",244700464,"1A-ASSOCIATIONS",29,"374","286.47","6063847","347","47","CC du Pays de Lauzun"
"6753",244700464,"2-COOPERATIVES",4,"16","15.92","582553","15","47","CC du Pays de Lauzun"
"6754",244700464,"4-ESS",33,"390","302.39","6646400","362","47","CC du Pays de Lauzun"
"6755",244700464,"5-HORS ESS",297,"1467","1287.98","33704928","1401","47","CC du Pays de Lauzun"
"6756",244700464,"5A-PUBLIC",42,"378","330.14","8765207","356","47","CC du Pays de Lauzun"
"6757",244700464,"5B-PRIVE",255,"1089","957.84","24939721","1045","47","CC du Pays de Lauzun"
"6758",244700464,"6-TOTAL",330,"1857","1590.37","40351328","1763","47","CC du Pays de Lauzun"
"6759",244701355,"1-ASSO+FOND",42,"381","294.43","7041709","312","47","CC des Coteaux et Landes de Gascogne"
"6760",244701355,"1A-ASSOCIATIONS",42,"381","294.43","7041709","312","47","CC des Coteaux et Landes de Gascogne"
"6761",244701355,"2-COOPERATIVES",6,"55","51.94","1771035","52","47","CC des Coteaux et Landes de Gascogne"
"6762",244701355,"4-ESS",48,"436","346.37","8812744","364","47","CC des Coteaux et Landes de Gascogne"
"6763",244701355,"5-HORS ESS",373,"2077","1930.22","54157910","1943","47","CC des Coteaux et Landes de Gascogne"
"6764",244701355,"5A-PUBLIC",56,"491","399.77","10806773","441","47","CC des Coteaux et Landes de Gascogne"
"6765",244701355,"5B-PRIVE",317,"1586","1530.45","43351137","1502","47","CC des Coteaux et Landes de Gascogne"
"6766",244701355,"6-TOTAL",421,"2513","2276.59","62970654","2307","47","CC des Coteaux et Landes de Gascogne"
"6767",244701405,"1-ASSO+FOND",18,"258","183.64","4441771","237","47","CC Lot et Tolzac"
"6768",244701405,"1A-ASSOCIATIONS",18,"258","183.64","4441771","237","47","CC Lot et Tolzac"
"6769",244701405,"2-COOPERATIVES",4,"6","7.88","249848","6","47","CC Lot et Tolzac"
"6770",244701405,"4-ESS",22,"264","191.52","4691619","243","47","CC Lot et Tolzac"
"6771",244701405,"5-HORS ESS",223,"1008","958.51","25587520","934","47","CC Lot et Tolzac"
"6772",244701405,"5A-PUBLIC",31,"428","358.07","9479764","386","47","CC Lot et Tolzac"
"6773",244701405,"5B-PRIVE",192,"580","600.44","16107756","548","47","CC Lot et Tolzac"
"6774",244701405,"6-TOTAL",245,"1272","1150.03","30279139","1177","47","CC Lot et Tolzac"
"6775",244800405,"1-ASSO+FOND",158,"1484","1161.75","33292360","1321","48","CC Coeur de Lozère"
"6776",244800405,"1A-ASSOCIATIONS",158,"1484","1161.75","33292360","1321","48","CC Coeur de Lozère"
"6777",244800405,"2-COOPERATIVES",10,"177","177.44","7653757","175","48","CC Coeur de Lozère"
"6778",244800405,"3-MUTUELLES",15,"45","39.54","1498518","44","48","CC Coeur de Lozère"
"6779",244800405,"4-ESS",183,"1706","1378.73","42444635","1540","48","CC Coeur de Lozère"
"6780",244800405,"5-HORS ESS",704,"7596","6517.8","207282953","7052","48","CC Coeur de Lozère"
"6781",244800405,"5A-PUBLIC",99,"3975","3491.32","117845116","3729","48","CC Coeur de Lozère"
"6782",244800405,"5B-PRIVE",605,"3621","3026.48","89437837","3323","48","CC Coeur de Lozère"
"6783",244800405,"6-TOTAL",887,"9302","7896.53","249727588","8592","48","CC Coeur de Lozère"
"6784",244800470,"1-ASSO+FOND",72,"1724","1459.37","43706113","1630","48","CC du Gévaudan"
"6785",244800470,"1A-ASSOCIATIONS",72,"1724","1459.37","43706113","1630","48","CC du Gévaudan"
"6786",244800470,"2-COOPERATIVES",4,"s","s","s","s","48","CC du Gévaudan"
"6787",244800470,"3-MUTUELLES",2,"s","s","s","s","48","CC du Gévaudan"
"6788",244800470,"4-ESS",78,"1749","1482.34","44527863","1654","48","CC du Gévaudan"
"6789",244800470,"5-HORS ESS",300,"1794","1527.08","43592842","1632","48","CC du Gévaudan"
"6790",244800470,"5A-PUBLIC",41,"665","531.5","15910518","590","48","CC du Gévaudan"
"6791",244800470,"5B-PRIVE",259,"1129","995.58","27682324","1042","48","CC du Gévaudan"
"6792",244800470,"6-TOTAL",378,"3543","3009.42","88120705","3286","48","CC du Gévaudan"
"6793",244900809,"1-ASSO+FOND",137,"1250","942.68","26115302","1128","49","CC Anjou Bleu Communauté"
"6794",244900809,"1A-ASSOCIATIONS",137,"1250","942.68","26115302","1128","49","CC Anjou Bleu Communauté"
"6795",244900809,"2-COOPERATIVES",23,"82","80.54","3124413","79","49","CC Anjou Bleu Communauté"
"6796",244900809,"3-MUTUELLES",4,"14","13.16","366069","14","49","CC Anjou Bleu Communauté"
"6797",244900809,"4-ESS",164,"1346","1036.38","29605784","1221","49","CC Anjou Bleu Communauté"
"6798",244900809,"5-HORS ESS",824,"8874","8069.03","239181951","8523","49","CC Anjou Bleu Communauté"
"6799",244900809,"5A-PUBLIC",67,"1720","1449.11","41865529","1605","49","CC Anjou Bleu Communauté"
"6800",244900809,"5B-PRIVE",757,"7154","6619.92","197316422","6918","49","CC Anjou Bleu Communauté"
"6801",244900809,"6-TOTAL",988,"10220","9105.41","268787735","9744","49","CC Anjou Bleu Communauté"
"6802",244900882,"1-ASSO+FOND",102,"1015","759.13","20293933","894","49","CC Baugeois Vallée"
"6803",244900882,"1A-ASSOCIATIONS",102,"1015","759.13","20293933","894","49","CC Baugeois Vallée"
"6804",244900882,"2-COOPERATIVES",21,"163","140.81","4581952","156","49","CC Baugeois Vallée"
"6805",244900882,"3-MUTUELLES",3,"14","13.15","362081","14","49","CC Baugeois Vallée"
"6806",244900882,"4-ESS",126,"1192","913.09","25237966","1064","49","CC Baugeois Vallée"
"6807",244900882,"5-HORS ESS",799,"6573","6070.05","174146816","6259","49","CC Baugeois Vallée"
"6808",244900882,"5A-PUBLIC",59,"1631","1408.88","40265152","1539","49","CC Baugeois Vallée"
"6809",244900882,"5B-PRIVE",740,"4942","4661.17","133881664","4720","49","CC Baugeois Vallée"
"6810",244900882,"6-TOTAL",925,"7765","6983.14","199384782","7323","49","CC Baugeois Vallée"
"6811",245100615,"1-ASSO+FOND",43,"336","224.54","5990344","268","51","CC de la Grande Vallée de la Marne"
"6812",245100615,"1A-ASSOCIATIONS",43,"336","224.54","5990344","268","51","CC de la Grande Vallée de la Marne"
"6813",245100615,"2-COOPERATIVES",17,"98","106.88","5511579","97","51","CC de la Grande Vallée de la Marne"
"6814",245100615,"4-ESS",60,"434","331.42","11501923","365","51","CC de la Grande Vallée de la Marne"
"6815",245100615,"5-HORS ESS",652,"4235","3751.47","133305864","3743","51","CC de la Grande Vallée de la Marne"
"6816",245100615,"5A-PUBLIC",43,"676","509.93","13797212","575","51","CC de la Grande Vallée de la Marne"
"6817",245100615,"5B-PRIVE",609,"3559","3241.54","119508652","3168","51","CC de la Grande Vallée de la Marne"
"6818",245100615,"6-TOTAL",712,"4669","4082.89","144807787","4108","51","CC de la Grande Vallée de la Marne"
"6819",245100888,"1-ASSO+FOND",15,"116","92.69","2747452","111","51","CC de la Brie Champenoise"
"6820",245100888,"1A-ASSOCIATIONS",15,"116","92.69","2747452","111","51","CC de la Brie Champenoise"
"6821",245100888,"2-COOPERATIVES",5,"11","9.93","328173","10","51","CC de la Brie Champenoise"
"6822",245100888,"4-ESS",20,"127","102.62","3075625","121","51","CC de la Brie Champenoise"
"6823",245100888,"5-HORS ESS",219,"2033","1796.51","53578750","1923","51","CC de la Brie Champenoise"
"6824",245100888,"5A-PUBLIC",41,"445","343.02","9483843","387","51","CC de la Brie Champenoise"
"6825",245100888,"5B-PRIVE",178,"1588","1453.49","44094907","1536","51","CC de la Brie Champenoise"
"6826",245100888,"6-TOTAL",239,"2160","1899.13","56654375","2044","51","CC de la Brie Champenoise"
"6827",245100979,"1-ASSO+FOND",17,"86","82.31","2594810","82","51","CC du Sud Marnais"
"6828",245100979,"1A-ASSOCIATIONS",17,"86","82.31","2594810","82","51","CC du Sud Marnais"
"6829",245100979,"2-COOPERATIVES",6,"274","216.99","10546206","272","51","CC du Sud Marnais"
"6830",245100979,"4-ESS",23,"360","299.3","13141016","354","51","CC du Sud Marnais"
"6831",245100979,"5-HORS ESS",188,"1038","896.3","28292900","936","51","CC du Sud Marnais"
"6832",245100979,"5A-PUBLIC",37,"204","125.48","3515078","150","51","CC du Sud Marnais"
"6833",245100979,"5B-PRIVE",151,"834","770.82","24777822","786","51","CC du Sud Marnais"
"6834",245100979,"6-TOTAL",211,"1398","1195.6","41433916","1290","51","CC du Sud Marnais"
"6835",245200597,"1-ASSO+FOND",15,"s","s","s","s","52","CC des Trois Forêts"
"6836",245200597,"1A-ASSOCIATIONS",15,"s","s","s","s","52","CC des Trois Forêts"
"6837",245200597,"2-COOPERATIVES",2,"s","s","s","s","52","CC des Trois Forêts"
"6838",245200597,"4-ESS",17,"40","28.96","720819","30","52","CC des Trois Forêts"
"6839",245200597,"5-HORS ESS",226,"1056","856.45","24332161","936","52","CC des Trois Forêts"
"6840",245200597,"5A-PUBLIC",53,"397","284.96","7699196","320","52","CC des Trois Forêts"
"6841",245200597,"5B-PRIVE",173,"659","571.49","16632965","616","52","CC des Trois Forêts"
"6842",245200597,"6-TOTAL",243,"1096","885.41","25052980","966","52","CC des Trois Forêts"
"6843",245300223,"1-ASSO+FOND",37,"250","172.87","4577917","231","53","CC du Pays de Meslay-Grez"
"6844",245300223,"1A-ASSOCIATIONS",37,"250","172.87","4577917","231","53","CC du Pays de Meslay-Grez"
"6845",245300223,"2-COOPERATIVES",4,"23","21.21","835471","22","53","CC du Pays de Meslay-Grez"
"6846",245300223,"4-ESS",41,"273","194.08","5413388","253","53","CC du Pays de Meslay-Grez"
"6847",245300223,"5-HORS ESS",359,"2444","2142.7","62064851","2289","53","CC du Pays de Meslay-Grez"
"6848",245300223,"5A-PUBLIC",58,"618","457.9","12549639","532","53","CC du Pays de Meslay-Grez"
"6849",245300223,"5B-PRIVE",301,"1826","1684.8","49515212","1757","53","CC du Pays de Meslay-Grez"
"6850",245300223,"6-TOTAL",400,"2717","2336.78","67478239","2542","53","CC du Pays de Meslay-Grez"
"6851",245300355,"1-ASSO+FOND",63,"360","291.28","8031396","323","53","CC de l'Ernée"
"6852",245300355,"1A-ASSOCIATIONS",63,"360","291.28","8031396","323","53","CC de l'Ernée"
"6853",245300355,"2-COOPERATIVES",10,"65","67.94","2734553","63","53","CC de l'Ernée"
"6854",245300355,"4-ESS",73,"425","359.22","10765949","386","53","CC de l'Ernée"
"6855",245300355,"5-HORS ESS",541,"4151","3667.4","101733519","3903","53","CC de l'Ernée"
"6856",245300355,"5A-PUBLIC",48,"1047","896.14","24619304","971","53","CC de l'Ernée"
"6857",245300355,"5B-PRIVE",493,"3104","2771.26","77114215","2932","53","CC de l'Ernée"
"6858",245300355,"6-TOTAL",614,"4576","4026.62","112499468","4289","53","CC de l'Ernée"
"6859",245300389,"1-ASSO+FOND",68,"911","732.65","16677640","850","53","CC du Bocage Mayennais"
"6860",245300389,"1A-ASSOCIATIONS",68,"911","732.65","16677640","850","53","CC du Bocage Mayennais"
"6861",245300389,"2-COOPERATIVES",15,"44","43.06","1623130","38","53","CC du Bocage Mayennais"
"6862",245300389,"4-ESS",83,"955","775.71","18300770","888","53","CC du Bocage Mayennais"
"6863",245300389,"5-HORS ESS",529,"3896","3387.61","97940465","3622","53","CC du Bocage Mayennais"
"6864",245300389,"5A-PUBLIC",62,"934","736.04","19526850","811","53","CC du Bocage Mayennais"
"6865",245300389,"5B-PRIVE",467,"2962","2651.57","78413615","2811","53","CC du Bocage Mayennais"
"6866",245300389,"6-TOTAL",612,"4851","4163.32","116241235","4510","53","CC du Bocage Mayennais"
"6867",245300447,"1-ASSO+FOND",88,"824","630.84","16673266","732","53","CC du Pays de Château-Gontier"
"6868",245300447,"1A-ASSOCIATIONS",88,"824","630.84","16673266","732","53","CC du Pays de Château-Gontier"
"6869",245300447,"2-COOPERATIVES",12,"56","57.18","2129977","55","53","CC du Pays de Château-Gontier"
"6870",245300447,"3-MUTUELLES",3,"14","13.3","608350","13","53","CC du Pays de Château-Gontier"
"6871",245300447,"4-ESS",103,"894","701.32","19411593","800","53","CC du Pays de Château-Gontier"
"6872",245300447,"5-HORS ESS",881,"8634","7424.19","221856424","8086","53","CC du Pays de Château-Gontier"
"6873",245300447,"5A-PUBLIC",62,"2213","1903.08","59674825","2065","53","CC du Pays de Château-Gontier"
"6874",245300447,"5B-PRIVE",819,"6421","5521.11","162181599","6021","53","CC du Pays de Château-Gontier"
"6875",245300447,"6-TOTAL",984,"9528","8125.51","241268017","8886","53","CC du Pays de Château-Gontier"
"6876",245400171,"1-ASSO+FOND",69,"1374","1105.85","31115845","1275","54","CC Moselle et Madon"
"6877",245400171,"1A-ASSOCIATIONS",69,"1374","1105.85","31115845","1275","54","CC Moselle et Madon"
"6878",245400171,"2-COOPERATIVES",6,"35","34.51","1264688","35","54","CC Moselle et Madon"
"6879",245400171,"4-ESS",75,"1409","1140.36","32380533","1310","54","CC Moselle et Madon"
"6880",245400171,"5-HORS ESS",566,"4727","4165.52","134398220","4468","54","CC Moselle et Madon"
"6881",245400171,"5A-PUBLIC",63,"942","840.51","25832807","891","54","CC Moselle et Madon"
"6882",245400171,"5B-PRIVE",503,"3785","3325.01","108565413","3577","54","CC Moselle et Madon"
"6883",245400171,"6-TOTAL",641,"6136","5305.88","166778753","5778","54","CC Moselle et Madon"
"6884",245400189,"1-ASSO+FOND",56,"761","584.04","14264757","665","54","CC des Pays du Sel et du Vermois"
"6885",245400189,"1A-ASSOCIATIONS",56,"761","584.04","14264757","665","54","CC des Pays du Sel et du Vermois"
"6886",245400189,"2-COOPERATIVES",11,"s","s","s","s","54","CC des Pays du Sel et du Vermois"
"6887",245400189,"3-MUTUELLES",1,"s","s","s","s","54","CC des Pays du Sel et du Vermois"
"6888",245400189,"4-ESS",68,"826","650.92","16916096","730","54","CC des Pays du Sel et du Vermois"
