"DEP","ESS","famille","sexe","type_emploi","nb_poste"
"91","ESS + Hors ESS","4. Fondation","Hommes","Aides","s"
"91","ESS + Hors ESS","4. Fondation","Hommes","Apprentis","s"
"91","ESS + Hors ESS","4. Fondation","Hommes","Ordinaires","780"
"91","ESS + Hors ESS","4. Fondation","Hommes","Stagiaires","s"
"91","ESS + Hors ESS","Privé Hors ESS","Femmes","Aides","1618"
"91","ESS + Hors ESS","Privé Hors ESS","Femmes","Apprentis","2393"
"91","ESS + Hors ESS","Privé Hors ESS","Femmes","Ordinaires","104060"
"91","ESS + Hors ESS","Privé Hors ESS","Femmes","Stagiaires","235"
"91","ESS + Hors ESS","Privé Hors ESS","Hommes","Aides","1579"
"91","ESS + Hors ESS","Privé Hors ESS","Hommes","Apprentis","4387"
"91","ESS + Hors ESS","Privé Hors ESS","Hommes","Ordinaires","175899"
"91","ESS + Hors ESS","Privé Hors ESS","Hommes","Stagiaires","293"
"91","ESS + Hors ESS","Public","Femmes","Aides","1021"
"91","ESS + Hors ESS","Public","Femmes","Apprentis","315"
"91","ESS + Hors ESS","Public","Femmes","Ordinaires","64373"
"91","ESS + Hors ESS","Public","Femmes","Stagiaires","9"
"91","ESS + Hors ESS","Public","Hommes","Aides","217"
"91","ESS + Hors ESS","Public","Hommes","Apprentis","226"
"91","ESS + Hors ESS","Public","Hommes","Ordinaires","40906"
"91","ESS + Hors ESS","Public","Hommes","Stagiaires","37"
"92","ESS + Hors ESS","1. Coopérative","Femmes","Aides","42"
"92","ESS + Hors ESS","1. Coopérative","Femmes","Apprentis","s"
"92","ESS + Hors ESS","1. Coopérative","Femmes","Ordinaires","1782"
"92","ESS + Hors ESS","1. Coopérative","Femmes","Stagiaires","s"
"92","ESS + Hors ESS","1. Coopérative","Hommes","Aides","26"
"92","ESS + Hors ESS","1. Coopérative","Hommes","Apprentis","s"
"92","ESS + Hors ESS","1. Coopérative","Hommes","Ordinaires","1521"
"92","ESS + Hors ESS","1. Coopérative","Hommes","Stagiaires","s"
"92","ESS + Hors ESS","2. Mutuelle","Femmes","Aides","s"
"92","ESS + Hors ESS","2. Mutuelle","Femmes","Apprentis","s"
"92","ESS + Hors ESS","2. Mutuelle","Femmes","Ordinaires","1713"
"92","ESS + Hors ESS","2. Mutuelle","Femmes","Stagiaires","s"
"92","ESS + Hors ESS","2. Mutuelle","Hommes","Aides","s"
"92","ESS + Hors ESS","2. Mutuelle","Hommes","Apprentis","s"
"92","ESS + Hors ESS","2. Mutuelle","Hommes","Ordinaires","1019"
"92","ESS + Hors ESS","3. Association","Femmes","Aides","864"
"92","ESS + Hors ESS","3. Association","Femmes","Apprentis","138"
"92","ESS + Hors ESS","3. Association","Femmes","Ordinaires","24399"
"92","ESS + Hors ESS","3. Association","Femmes","Stagiaires","635"
"92","ESS + Hors ESS","3. Association","Hommes","Aides","826"
"92","ESS + Hors ESS","3. Association","Hommes","Apprentis","87"
"92","ESS + Hors ESS","3. Association","Hommes","Ordinaires","11921"
"92","ESS + Hors ESS","3. Association","Hommes","Stagiaires","185"
"92","ESS + Hors ESS","4. Fondation","Femmes","Aides","s"
"92","ESS + Hors ESS","4. Fondation","Femmes","Apprentis","s"
"92","ESS + Hors ESS","4. Fondation","Femmes","Ordinaires","3266"
"92","ESS + Hors ESS","4. Fondation","Femmes","Stagiaires","s"
"92","ESS + Hors ESS","4. Fondation","Hommes","Aides","s"
"92","ESS + Hors ESS","4. Fondation","Hommes","Apprentis","s"
"92","ESS + Hors ESS","4. Fondation","Hommes","Ordinaires","933"
"92","ESS + Hors ESS","4. Fondation","Hommes","Stagiaires","s"
"92","ESS + Hors ESS","Privé Hors ESS","Femmes","Aides","9507"
"92","ESS + Hors ESS","Privé Hors ESS","Femmes","Apprentis","6311"
"92","ESS + Hors ESS","Privé Hors ESS","Femmes","Ordinaires","348070"
"92","ESS + Hors ESS","Privé Hors ESS","Femmes","Stagiaires","3512"
"92","ESS + Hors ESS","Privé Hors ESS","Hommes","Aides","7233"
"92","ESS + Hors ESS","Privé Hors ESS","Hommes","Apprentis","8111"
"92","ESS + Hors ESS","Privé Hors ESS","Hommes","Ordinaires","464549"
"92","ESS + Hors ESS","Privé Hors ESS","Hommes","Stagiaires","3523"
"92","ESS + Hors ESS","Public","Femmes","Aides","689"
"92","ESS + Hors ESS","Public","Femmes","Apprentis","334"
"92","ESS + Hors ESS","Public","Femmes","Ordinaires","77807"
"92","ESS + Hors ESS","Public","Femmes","Stagiaires","31"
"92","ESS + Hors ESS","Public","Hommes","Aides","261"
"92","ESS + Hors ESS","Public","Hommes","Apprentis","351"
"92","ESS + Hors ESS","Public","Hommes","Ordinaires","51670"
"92","ESS + Hors ESS","Public","Hommes","Stagiaires","86"
"93","ESS + Hors ESS","1. Coopérative","Femmes","Aides","s"
"93","ESS + Hors ESS","1. Coopérative","Femmes","Apprentis","s"
"93","ESS + Hors ESS","1. Coopérative","Femmes","Ordinaires","678"
"93","ESS + Hors ESS","1. Coopérative","Femmes","Stagiaires","s"
"93","ESS + Hors ESS","1. Coopérative","Hommes","Aides","44"
"93","ESS + Hors ESS","1. Coopérative","Hommes","Apprentis","s"
"93","ESS + Hors ESS","1. Coopérative","Hommes","Ordinaires","1066"
"93","ESS + Hors ESS","1. Coopérative","Hommes","Stagiaires","s"
"93","ESS + Hors ESS","2. Mutuelle","Femmes","Aides","s"
"93","ESS + Hors ESS","2. Mutuelle","Femmes","Apprentis","s"
"93","ESS + Hors ESS","2. Mutuelle","Femmes","Ordinaires","1019"
"93","ESS + Hors ESS","2. Mutuelle","Hommes","Aides","s"
"93","ESS + Hors ESS","2. Mutuelle","Hommes","Apprentis","s"
"93","ESS + Hors ESS","2. Mutuelle","Hommes","Ordinaires","283"
"93","ESS + Hors ESS","3. Association","Femmes","Aides","1428"
"93","ESS + Hors ESS","3. Association","Femmes","Apprentis","88"
"93","ESS + Hors ESS","3. Association","Femmes","Ordinaires","16420"
"93","ESS + Hors ESS","3. Association","Femmes","Stagiaires","88"
"93","ESS + Hors ESS","3. Association","Hommes","Aides","1719"
"93","ESS + Hors ESS","3. Association","Hommes","Apprentis","69"
"93","ESS + Hors ESS","3. Association","Hommes","Ordinaires","8693"
"93","ESS + Hors ESS","3. Association","Hommes","Stagiaires","27"
"93","ESS + Hors ESS","4. Fondation","Femmes","Aides","s"
"93","ESS + Hors ESS","4. Fondation","Femmes","Apprentis","s"
"93","ESS + Hors ESS","4. Fondation","Femmes","Ordinaires","771"
"93","ESS + Hors ESS","4. Fondation","Femmes","Stagiaires","s"
"93","ESS + Hors ESS","4. Fondation","Hommes","Aides","s"
"93","ESS + Hors ESS","4. Fondation","Hommes","Ordinaires","233"
"93","ESS + Hors ESS","4. Fondation","Hommes","Stagiaires","s"
"93","ESS + Hors ESS","Privé Hors ESS","Femmes","Aides","3198"
"93","ESS + Hors ESS","Privé Hors ESS","Femmes","Apprentis","2668"
"93","ESS + Hors ESS","Privé Hors ESS","Femmes","Ordinaires","147586"
"93","ESS + Hors ESS","Privé Hors ESS","Femmes","Stagiaires","531"
"93","ESS + Hors ESS","Privé Hors ESS","Hommes","Aides","2761"
"93","ESS + Hors ESS","Privé Hors ESS","Hommes","Apprentis","4217"
"93","ESS + Hors ESS","Privé Hors ESS","Hommes","Ordinaires","243484"
"93","ESS + Hors ESS","Privé Hors ESS","Hommes","Stagiaires","576"
"93","ESS + Hors ESS","Public","Femmes","Aides","1282"
"93","ESS + Hors ESS","Public","Femmes","Apprentis","395"
"93","ESS + Hors ESS","Public","Femmes","Ordinaires","90645"
"93","ESS + Hors ESS","Public","Femmes","Stagiaires","14"
"93","ESS + Hors ESS","Public","Hommes","Aides","273"
"93","ESS + Hors ESS","Public","Hommes","Apprentis","562"
"93","ESS + Hors ESS","Public","Hommes","Ordinaires","65326"
"93","ESS + Hors ESS","Public","Hommes","Stagiaires","31"
"94","ESS + Hors ESS","1. Coopérative","Femmes","Aides","72"
"94","ESS + Hors ESS","1. Coopérative","Femmes","Apprentis","s"
"94","ESS + Hors ESS","1. Coopérative","Femmes","Ordinaires","1940"
"94","ESS + Hors ESS","1. Coopérative","Femmes","Stagiaires","s"
"94","ESS + Hors ESS","1. Coopérative","Hommes","Aides","36"
"94","ESS + Hors ESS","1. Coopérative","Hommes","Apprentis","s"
"94","ESS + Hors ESS","1. Coopérative","Hommes","Ordinaires","1326"
"94","ESS + Hors ESS","1. Coopérative","Hommes","Stagiaires","s"
"94","ESS + Hors ESS","2. Mutuelle","Femmes","Aides","s"
"94","ESS + Hors ESS","2. Mutuelle","Femmes","Apprentis","s"
"94","ESS + Hors ESS","2. Mutuelle","Femmes","Ordinaires","631"
"94","ESS + Hors ESS","2. Mutuelle","Hommes","Aides","s"
"94","ESS + Hors ESS","2. Mutuelle","Hommes","Apprentis","s"
"94","ESS + Hors ESS","2. Mutuelle","Hommes","Ordinaires","261"
"94","ESS + Hors ESS","3. Association","Femmes","Aides","813"
"94","ESS + Hors ESS","3. Association","Femmes","Apprentis","72"
"94","ESS + Hors ESS","3. Association","Femmes","Ordinaires","18644"
"94","ESS + Hors ESS","3. Association","Femmes","Stagiaires","77"
"94","ESS + Hors ESS","3. Association","Hommes","Aides","560"
"94","ESS + Hors ESS","3. Association","Hommes","Apprentis","56"
"94","ESS + Hors ESS","3. Association","Hommes","Ordinaires","9050"
"94","ESS + Hors ESS","3. Association","Hommes","Stagiaires","189"
"94","ESS + Hors ESS","4. Fondation","Femmes","Aides","s"
"94","ESS + Hors ESS","4. Fondation","Femmes","Apprentis","s"
"94","ESS + Hors ESS","4. Fondation","Femmes","Ordinaires","875"
"94","ESS + Hors ESS","4. Fondation","Femmes","Stagiaires","s"
"94","ESS + Hors ESS","4. Fondation","Hommes","Aides","s"
"94","ESS + Hors ESS","4. Fondation","Hommes","Apprentis","s"
"94","ESS + Hors ESS","4. Fondation","Hommes","Ordinaires","375"
"94","ESS + Hors ESS","4. Fondation","Hommes","Stagiaires","s"
"94","ESS + Hors ESS","Privé Hors ESS","Femmes","Aides","s"
"94","ESS + Hors ESS","Privé Hors ESS","Femmes","Apprentis","s"
"94","ESS + Hors ESS","Privé Hors ESS","Femmes","Ordinaires","120394"
"94","ESS + Hors ESS","Privé Hors ESS","Femmes","Stagiaires","s"
"94","ESS + Hors ESS","Privé Hors ESS","Hommes","Aides","s"
"94","ESS + Hors ESS","Privé Hors ESS","Hommes","Apprentis","s"
"94","ESS + Hors ESS","Privé Hors ESS","Hommes","Ordinaires","196901"
"94","ESS + Hors ESS","Privé Hors ESS","Hommes","Stagiaires","s"
"94","ESS + Hors ESS","Public","Femmes","Aides","s"
"94","ESS + Hors ESS","Public","Femmes","Apprentis","s"
"94","ESS + Hors ESS","Public","Femmes","Ordinaires","83483"
"94","ESS + Hors ESS","Public","Femmes","Stagiaires","s"
"94","ESS + Hors ESS","Public","Hommes","Aides","s"
"94","ESS + Hors ESS","Public","Hommes","Apprentis","s"
"94","ESS + Hors ESS","Public","Hommes","Ordinaires","53747"
"94","ESS + Hors ESS","Public","Hommes","Stagiaires","s"
"95","ESS + Hors ESS","1. Coopérative","Femmes","Aides","s"
"95","ESS + Hors ESS","1. Coopérative","Femmes","Apprentis","s"
"95","ESS + Hors ESS","1. Coopérative","Femmes","Ordinaires","665"
"95","ESS + Hors ESS","1. Coopérative","Femmes","Stagiaires","s"
"95","ESS + Hors ESS","1. Coopérative","Hommes","Aides","s"
"95","ESS + Hors ESS","1. Coopérative","Hommes","Apprentis","s"
"95","ESS + Hors ESS","1. Coopérative","Hommes","Ordinaires","775"
"95","ESS + Hors ESS","1. Coopérative","Hommes","Stagiaires","s"
"95","ESS + Hors ESS","2. Mutuelle","Femmes","Aides","s"
"95","ESS + Hors ESS","2. Mutuelle","Femmes","Apprentis","s"
"95","ESS + Hors ESS","2. Mutuelle","Femmes","Ordinaires","353"
"95","ESS + Hors ESS","2. Mutuelle","Femmes","Stagiaires","s"
"95","ESS + Hors ESS","2. Mutuelle","Hommes","Aides","s"
"95","ESS + Hors ESS","2. Mutuelle","Hommes","Ordinaires","156"
"95","ESS + Hors ESS","2. Mutuelle","Hommes","Stagiaires","s"
"95","ESS + Hors ESS","3. Association","Femmes","Aides","396"
"95","ESS + Hors ESS","3. Association","Femmes","Apprentis","45"
"95","ESS + Hors ESS","3. Association","Femmes","Ordinaires","13078"
"95","ESS + Hors ESS","3. Association","Femmes","Stagiaires","64"
"95","ESS + Hors ESS","3. Association","Hommes","Aides","305"
"95","ESS + Hors ESS","3. Association","Hommes","Apprentis","33"
"95","ESS + Hors ESS","3. Association","Hommes","Ordinaires","6081"
"95","ESS + Hors ESS","3. Association","Hommes","Stagiaires","41"
"95","ESS + Hors ESS","4. Fondation","Femmes","Aides","s"
"95","ESS + Hors ESS","4. Fondation","Femmes","Apprentis","s"
"95","ESS + Hors ESS","4. Fondation","Femmes","Ordinaires","1155"
"95","ESS + Hors ESS","4. Fondation","Femmes","Stagiaires","s"
"95","ESS + Hors ESS","4. Fondation","Hommes","Aides","s"
"95","ESS + Hors ESS","4. Fondation","Hommes","Apprentis","s"
"95","ESS + Hors ESS","4. Fondation","Hommes","Ordinaires","442"
"95","ESS + Hors ESS","4. Fondation","Hommes","Stagiaires","s"
"95","ESS + Hors ESS","Privé Hors ESS","Femmes","Aides","1483"
"95","ESS + Hors ESS","Privé Hors ESS","Femmes","Apprentis","1893"
"95","ESS + Hors ESS","Privé Hors ESS","Femmes","Ordinaires","84894"
"95","ESS + Hors ESS","Privé Hors ESS","Femmes","Stagiaires","177"
"95","ESS + Hors ESS","Privé Hors ESS","Hommes","Aides","1463"
"95","ESS + Hors ESS","Privé Hors ESS","Hommes","Apprentis","3690"
"95","ESS + Hors ESS","Privé Hors ESS","Hommes","Ordinaires","153625"
"95","ESS + Hors ESS","Privé Hors ESS","Hommes","Stagiaires","200"
"95","ESS + Hors ESS","Public","Femmes","Aides","776"
"95","ESS + Hors ESS","Public","Femmes","Apprentis","182"
"95","ESS + Hors ESS","Public","Femmes","Ordinaires","55881"
"95","ESS + Hors ESS","Public","Hommes","Aides","179"
"95","ESS + Hors ESS","Public","Hommes","Apprentis","128"
"95","ESS + Hors ESS","Public","Hommes","Ordinaires","29193"
"971","ESS + Hors ESS","1. Coopérative","Femmes","Aides","s"
"971","ESS + Hors ESS","1. Coopérative","Femmes","Apprentis","s"
"971","ESS + Hors ESS","1. Coopérative","Femmes","Ordinaires","623"
"971","ESS + Hors ESS","1. Coopérative","Hommes","Aides","s"
"971","ESS + Hors ESS","1. Coopérative","Hommes","Apprentis","s"
"971","ESS + Hors ESS","1. Coopérative","Hommes","Ordinaires","385"
"971","ESS + Hors ESS","2. Mutuelle","Femmes","Aides","s"
"971","ESS + Hors ESS","2. Mutuelle","Femmes","Apprentis","s"
"971","ESS + Hors ESS","2. Mutuelle","Femmes","Ordinaires","s"
"971","ESS + Hors ESS","2. Mutuelle","Hommes","Ordinaires","s"
"971","ESS + Hors ESS","3. Association","Femmes","Aides","s"
"971","ESS + Hors ESS","3. Association","Femmes","Apprentis","s"
"971","ESS + Hors ESS","3. Association","Femmes","Ordinaires","5843"
"971","ESS + Hors ESS","3. Association","Femmes","Stagiaires","s"
"971","ESS + Hors ESS","3. Association","Hommes","Aides","s"
"971","ESS + Hors ESS","3. Association","Hommes","Apprentis","s"
"971","ESS + Hors ESS","3. Association","Hommes","Ordinaires","2074"
"971","ESS + Hors ESS","3. Association","Hommes","Stagiaires","s"
"971","ESS + Hors ESS","4. Fondation","Femmes","Aides","s"
"971","ESS + Hors ESS","4. Fondation","Femmes","Ordinaires","s"
"971","ESS + Hors ESS","4. Fondation","Hommes","Ordinaires","s"
"971","ESS + Hors ESS","4. Fondation","Hommes","Stagiaires","s"
"971","ESS + Hors ESS","Privé Hors ESS","Femmes","Aides","s"
"971","ESS + Hors ESS","Privé Hors ESS","Femmes","Apprentis","s"
"971","ESS + Hors ESS","Privé Hors ESS","Femmes","Ordinaires","25417"
"971","ESS + Hors ESS","Privé Hors ESS","Femmes","Stagiaires","s"
"971","ESS + Hors ESS","Privé Hors ESS","Hommes","Aides","s"
"971","ESS + Hors ESS","Privé Hors ESS","Hommes","Apprentis","s"
"971","ESS + Hors ESS","Privé Hors ESS","Hommes","Ordinaires","30769"
"971","ESS + Hors ESS","Privé Hors ESS","Hommes","Stagiaires","s"
"971","ESS + Hors ESS","Public","Femmes","Aides","s"
"971","ESS + Hors ESS","Public","Femmes","Apprentis","s"
"971","ESS + Hors ESS","Public","Femmes","Ordinaires","23838"
"971","ESS + Hors ESS","Public","Femmes","Stagiaires","s"
"971","ESS + Hors ESS","Public","Hommes","Aides","s"
"971","ESS + Hors ESS","Public","Hommes","Apprentis","s"
"971","ESS + Hors ESS","Public","Hommes","Ordinaires","14748"
"972","ESS + Hors ESS","1. Coopérative","Femmes","Aides","s"
"972","ESS + Hors ESS","1. Coopérative","Femmes","Ordinaires","s"
"972","ESS + Hors ESS","1. Coopérative","Hommes","Aides","s"
"972","ESS + Hors ESS","1. Coopérative","Hommes","Apprentis","s"
"972","ESS + Hors ESS","1. Coopérative","Hommes","Ordinaires","s"
"972","ESS + Hors ESS","2. Mutuelle","Femmes","Aides","s"
"972","ESS + Hors ESS","2. Mutuelle","Femmes","Ordinaires","s"
"972","ESS + Hors ESS","2. Mutuelle","Hommes","Aides","s"
"972","ESS + Hors ESS","2. Mutuelle","Hommes","Ordinaires","s"
"972","ESS + Hors ESS","3. Association","Femmes","Aides","696"
"972","ESS + Hors ESS","3. Association","Femmes","Apprentis","s"
"972","ESS + Hors ESS","3. Association","Femmes","Ordinaires","5623"
"972","ESS + Hors ESS","3. Association","Femmes","Stagiaires","s"
"972","ESS + Hors ESS","3. Association","Hommes","Aides","510"
"972","ESS + Hors ESS","3. Association","Hommes","Apprentis","s"
"972","ESS + Hors ESS","3. Association","Hommes","Ordinaires","2223"
"972","ESS + Hors ESS","3. Association","Hommes","Stagiaires","s"
"972","ESS + Hors ESS","4. Fondation","Femmes","Ordinaires","s"
"972","ESS + Hors ESS","4. Fondation","Hommes","Ordinaires","s"
"972","ESS + Hors ESS","Privé Hors ESS","Femmes","Aides","s"
"972","ESS + Hors ESS","Privé Hors ESS","Femmes","Apprentis","s"
"972","ESS + Hors ESS","Privé Hors ESS","Femmes","Ordinaires","25824"
"972","ESS + Hors ESS","Privé Hors ESS","Femmes","Stagiaires","s"
"972","ESS + Hors ESS","Privé Hors ESS","Hommes","Aides","s"
"972","ESS + Hors ESS","Privé Hors ESS","Hommes","Apprentis","s"
"972","ESS + Hors ESS","Privé Hors ESS","Hommes","Ordinaires","33172"
"972","ESS + Hors ESS","Privé Hors ESS","Hommes","Stagiaires","s"
"972","ESS + Hors ESS","Public","Femmes","Aides","s"
"972","ESS + Hors ESS","Public","Femmes","Apprentis","s"
"972","ESS + Hors ESS","Public","Femmes","Ordinaires","24560"
"972","ESS + Hors ESS","Public","Hommes","Aides","s"
"972","ESS + Hors ESS","Public","Hommes","Apprentis","s"
"972","ESS + Hors ESS","Public","Hommes","Ordinaires","13894"
"972","ESS + Hors ESS","Public","Hommes","Stagiaires","s"
"973","ESS + Hors ESS","1. Coopérative","Femmes","Apprentis","s"
"973","ESS + Hors ESS","1. Coopérative","Femmes","Ordinaires","s"
"973","ESS + Hors ESS","1. Coopérative","Hommes","Apprentis","s"
"973","ESS + Hors ESS","1. Coopérative","Hommes","Ordinaires","s"
"973","ESS + Hors ESS","2. Mutuelle","Femmes","Apprentis","s"
"973","ESS + Hors ESS","2. Mutuelle","Femmes","Ordinaires","s"
"973","ESS + Hors ESS","2. Mutuelle","Hommes","Ordinaires","s"
"973","ESS + Hors ESS","3. Association","Femmes","Aides","s"
"973","ESS + Hors ESS","3. Association","Femmes","Apprentis","s"
"973","ESS + Hors ESS","3. Association","Femmes","Ordinaires","2175"
"973","ESS + Hors ESS","3. Association","Femmes","Stagiaires","s"
"973","ESS + Hors ESS","3. Association","Hommes","Aides","s"
"973","ESS + Hors ESS","3. Association","Hommes","Apprentis","s"
"973","ESS + Hors ESS","3. Association","Hommes","Ordinaires","1052"
"973","ESS + Hors ESS","4. Fondation","Femmes","Ordinaires","s"
"973","ESS + Hors ESS","4. Fondation","Femmes","Stagiaires","s"
"973","ESS + Hors ESS","4. Fondation","Hommes","Apprentis","s"
"973","ESS + Hors ESS","4. Fondation","Hommes","Ordinaires","s"
"973","ESS + Hors ESS","4. Fondation","Hommes","Stagiaires","s"
"973","ESS + Hors ESS","Privé Hors ESS","Femmes","Aides","s"
"973","ESS + Hors ESS","Privé Hors ESS","Femmes","Apprentis","s"
"973","ESS + Hors ESS","Privé Hors ESS","Femmes","Ordinaires","8569"
"973","ESS + Hors ESS","Privé Hors ESS","Femmes","Stagiaires","s"
"973","ESS + Hors ESS","Privé Hors ESS","Hommes","Aides","s"
"973","ESS + Hors ESS","Privé Hors ESS","Hommes","Apprentis","s"
"973","ESS + Hors ESS","Privé Hors ESS","Hommes","Ordinaires","15055"
"973","ESS + Hors ESS","Privé Hors ESS","Hommes","Stagiaires","s"
"973","ESS + Hors ESS","Public","Femmes","Aides","963"
"973","ESS + Hors ESS","Public","Femmes","Apprentis","s"
"973","ESS + Hors ESS","Public","Femmes","Ordinaires","14548"
"973","ESS + Hors ESS","Public","Femmes","Stagiaires","s"
"973","ESS + Hors ESS","Public","Hommes","Aides","467"
"973","ESS + Hors ESS","Public","Hommes","Apprentis","s"
"973","ESS + Hors ESS","Public","Hommes","Ordinaires","10583"
"973","ESS + Hors ESS","Public","Hommes","Stagiaires","s"
"974","ESS + Hors ESS","1. Coopérative","Femmes","Aides","47"
"974","ESS + Hors ESS","1. Coopérative","Femmes","Apprentis","s"
"974","ESS + Hors ESS","1. Coopérative","Femmes","Ordinaires","1896"
"974","ESS + Hors ESS","1. Coopérative","Femmes","Stagiaires","s"
"974","ESS + Hors ESS","1. Coopérative","Hommes","Aides","20"
"974","ESS + Hors ESS","1. Coopérative","Hommes","Apprentis","s"
"974","ESS + Hors ESS","1. Coopérative","Hommes","Ordinaires","1066"
"974","ESS + Hors ESS","1. Coopérative","Hommes","Stagiaires","s"
"974","ESS + Hors ESS","2. Mutuelle","Femmes","Aides","s"
"974","ESS + Hors ESS","2. Mutuelle","Femmes","Apprentis","s"
"974","ESS + Hors ESS","2. Mutuelle","Femmes","Ordinaires","s"
"974","ESS + Hors ESS","2. Mutuelle","Femmes","Stagiaires","s"
"974","ESS + Hors ESS","2. Mutuelle","Hommes","Aides","s"
"974","ESS + Hors ESS","2. Mutuelle","Hommes","Apprentis","s"
"974","ESS + Hors ESS","2. Mutuelle","Hommes","Ordinaires","s"
"974","ESS + Hors ESS","2. Mutuelle","Hommes","Stagiaires","s"
"974","ESS + Hors ESS","3. Association","Femmes","Aides","1277"
"974","ESS + Hors ESS","3. Association","Femmes","Apprentis","26"
"974","ESS + Hors ESS","3. Association","Femmes","Ordinaires","8399"
"974","ESS + Hors ESS","3. Association","Femmes","Stagiaires","14"
"974","ESS + Hors ESS","3. Association","Hommes","Aides","2166"
"974","ESS + Hors ESS","3. Association","Hommes","Apprentis","20"
"974","ESS + Hors ESS","3. Association","Hommes","Ordinaires","4806"
"974","ESS + Hors ESS","3. Association","Hommes","Stagiaires","11"
"974","ESS + Hors ESS","4. Fondation","Femmes","Aides","s"
"974","ESS + Hors ESS","4. Fondation","Femmes","Ordinaires","s"
"974","ESS + Hors ESS","4. Fondation","Femmes","Stagiaires","5"
"974","ESS + Hors ESS","4. Fondation","Hommes","Aides","s"
"974","ESS + Hors ESS","4. Fondation","Hommes","Ordinaires","s"
"974","ESS + Hors ESS","Privé Hors ESS","Femmes","Aides","2216"
"974","ESS + Hors ESS","Privé Hors ESS","Femmes","Apprentis","s"
"974","ESS + Hors ESS","Privé Hors ESS","Femmes","Ordinaires","43468"
"974","ESS + Hors ESS","Privé Hors ESS","Femmes","Stagiaires","s"
"974","ESS + Hors ESS","Privé Hors ESS","Hommes","Aides","2023"
"974","ESS + Hors ESS","Privé Hors ESS","Hommes","Apprentis","s"
"974","ESS + Hors ESS","Privé Hors ESS","Hommes","Ordinaires","71480"
"974","ESS + Hors ESS","Privé Hors ESS","Hommes","Stagiaires","s"
"974","ESS + Hors ESS","Public","Femmes","Aides","4787"
"974","ESS + Hors ESS","Public","Femmes","Apprentis","s"
"974","ESS + Hors ESS","Public","Femmes","Ordinaires","40869"
"974","ESS + Hors ESS","Public","Femmes","Stagiaires","s"
"974","ESS + Hors ESS","Public","Hommes","Aides","2521"
"974","ESS + Hors ESS","Public","Hommes","Apprentis","s"
"974","ESS + Hors ESS","Public","Hommes","Ordinaires","32885"
"974","ESS + Hors ESS","Public","Hommes","Stagiaires","s"
"1","ESS","1. Coopérative","Ensemble","Ensemble","1888"
"1","ESS","2. Mutuelle","Ensemble","Ensemble","851"
"1","ESS","3. Association","Ensemble","Ensemble","16453"
"1","ESS","4. Fondation","Ensemble","Ensemble","15"
"1","Hors ESS","Privé Hors ESS","Ensemble","Ensemble","122267"
"1","Hors ESS","Public","Ensemble","Ensemble","34325"
"2","ESS","1. Coopérative","Ensemble","Ensemble","2078"
"2","ESS","2. Mutuelle","Ensemble","Ensemble","358"
"2","ESS","3. Association","Ensemble","Ensemble","11482"
"2","ESS","4. Fondation","Ensemble","Ensemble","1119"
"2","Hors ESS","Privé Hors ESS","Ensemble","Ensemble","79704"
"2","Hors ESS","Public","Ensemble","Ensemble","42482"
"3","ESS","1. Coopérative","Ensemble","Ensemble","1462"
"3","ESS","2. Mutuelle","Ensemble","Ensemble","579"
"3","ESS","3. Association","Ensemble","Ensemble","8752"
"3","ESS","4. Fondation","Ensemble","Ensemble","82"
"3","Hors ESS","Privé Hors ESS","Ensemble","Ensemble","56834"
"3","Hors ESS","Public","Ensemble","Ensemble","27523"
"4","ESS","1. Coopérative","Ensemble","Ensemble","761"
"4","ESS","2. Mutuelle","Ensemble","Ensemble","s"
"4","ESS","3. Association","Ensemble","Ensemble","4540"
"4","ESS","4. Fondation","Ensemble","Ensemble","s"
"4","Hors ESS","Privé Hors ESS","Ensemble","Ensemble","24621"
"4","Hors ESS","Public","Ensemble","Ensemble","13876"
"5","ESS","1. Coopérative","Ensemble","Ensemble","766"
"5","ESS","2. Mutuelle","Ensemble","Ensemble","95"
"5","ESS","3. Association","Ensemble","Ensemble","5297"
"5","Hors ESS","Privé Hors ESS","Ensemble","Ensemble","23490"
"5","Hors ESS","Public","Ensemble","Ensemble","13514"
"6","ESS","1. Coopérative","Ensemble","Ensemble","3417"
"6","ESS","2. Mutuelle","Ensemble","Ensemble","1315"
"6","ESS","3. Association","Ensemble","Ensemble","22324"
"6","ESS","4. Fondation","Ensemble","Ensemble","1891"
"6","Hors ESS","Privé Hors ESS","Ensemble","Ensemble","251129"
"6","Hors ESS","Public","Ensemble","Ensemble","92338"
"7","ESS","1. Coopérative","Ensemble","Ensemble","1310"
"7","ESS","2. Mutuelle","Ensemble","Ensemble","777"
"7","ESS","3. Association","Ensemble","Ensemble","10404"
"7","ESS","4. Fondation","Ensemble","Ensemble","91"
"7","Hors ESS","Privé Hors ESS","Ensemble","Ensemble","48454"
"7","Hors ESS","Public","Ensemble","Ensemble","21180"
"8","ESS","1. Coopérative","Ensemble","Ensemble","1026"
"8","ESS","2. Mutuelle","Ensemble","Ensemble","s"
"8","ESS","3. Association","Ensemble","Ensemble","6588"
"8","ESS","4. Fondation","Ensemble","Ensemble","s"
"8","Hors ESS","Privé Hors ESS","Ensemble","Ensemble","42505"
"8","Hors ESS","Public","Ensemble","Ensemble","21345"
"9","ESS","1. Coopérative","Ensemble","Ensemble","660"
"9","ESS","2. Mutuelle","Ensemble","Ensemble","s"
