"DEP","typo_Asso","typo_Asso_det","nb_etab","eff_31","eff_EQTP","rem_brut"
"36","SANTE HUMAINE (QA)","Ensemble","7","121","105","4256746"
"36","SOUTIEN AUX ENTREPRISES (MN)","Ensemble","95","553","467","13057021"
"36","SPORTS ET LOISIRS (RZ2)","Ensemble","155","231","202","4797160"
"37","ACTION SOCIALE (QB)","Ensemble","301","9015","7580","188120990"
"37","AGRICULTURE SYLVICULTURE ET PECHE (AZ)","Ensemble","2","s","s","s"
"37","ARTS SPECTACLES (RZ1)","Ensemble","256","s","251","8901894"
"37","AUTRES SECTEURS D ACTIVITE DES ASSOCIATIONS","Ensemble","88","462","416","12024339"
"37","ENSEIGNEMENT (PZ)","Ensemble","217","2819","2432","80451625"
"37","HEBERGEMENT ET RESTAURATION (IZ)","Ensemble","37","185","s","s"
"37","NON-CLASSES (94.99Z)","Ensemble","371","1259","1097","29952716"
"37","SANTE HUMAINE (QA)","Ensemble","40","682","608","23944853"
"37","SOUTIEN AUX ENTREPRISES (MN)","Ensemble","112","1252","1247","31675873"
"37","SPORTS ET LOISIRS (RZ2)","Ensemble","415","642","509","13672824"
"38","ACTION SOCIALE (QB)","Ensemble","526","14009","11657","289389720"
"38","AGRICULTURE SYLVICULTURE ET PECHE (AZ)","Ensemble","18","s","s","s"
"38","ARTS SPECTACLES (RZ1)","Ensemble","461","474","558","18944419"
"38","AUTRES SECTEURS D ACTIVITE DES ASSOCIATIONS","Ensemble","134","785","700","19570247"
"38","ENSEIGNEMENT (PZ)","Ensemble","342","4736","3954","133278319"
"38","HEBERGEMENT ET RESTAURATION (IZ)","Ensemble","60","s","s","s"
"38","NON-CLASSES (94.99Z)","Ensemble","890","2687","2352","65912174"
"38","SANTE HUMAINE (QA)","Ensemble","77","1843","1526","58943424"
"38","SOUTIEN AUX ENTREPRISES (MN)","Ensemble","151","1864","1663","46448105"
"38","SPORTS ET LOISIRS (RZ2)","Ensemble","776","1579","1233","32706723"
"39","ACTION SOCIALE (QB)","Ensemble","149","3581","3043","74333577"
"39","AGRICULTURE SYLVICULTURE ET PECHE (AZ)","Ensemble","2","s","s","s"
"39","ARTS SPECTACLES (RZ1)","Ensemble","76","s","s","s"
"39","AUTRES SECTEURS D ACTIVITE DES ASSOCIATIONS","Ensemble","46","286","243","6352459"
"39","ENSEIGNEMENT (PZ)","Ensemble","69","1043","915","29840171"
"39","HEBERGEMENT ET RESTAURATION (IZ)","Ensemble","26","182","217","5764314"
"39","NON-CLASSES (94.99Z)","Ensemble","173","543","467","12076103"
"39","SANTE HUMAINE (QA)","Ensemble","19","161","166","6052724"
"39","SOUTIEN AUX ENTREPRISES (MN)","Ensemble","58","768","744","21625163"
"39","SPORTS ET LOISIRS (RZ2)","Ensemble","131","183","150","s"
"40","ACTION SOCIALE (QB)","Ensemble","162","3618","3069","76330583"
"40","AGRICULTURE SYLVICULTURE ET PECHE (AZ)","Ensemble","3","s","s","s"
"40","ARTS SPECTACLES (RZ1)","Ensemble","122","105","s","s"
"40","AUTRES SECTEURS D ACTIVITE DES ASSOCIATIONS","Ensemble","57","283","237","6777410"
"40","ENSEIGNEMENT (PZ)","Ensemble","107","1010","842","26810847"
"40","HEBERGEMENT ET RESTAURATION (IZ)","Ensemble","24","s","136","3482926"
"40","NON-CLASSES (94.99Z)","Ensemble","215","333","313","8517409"
"40","SANTE HUMAINE (QA)","Ensemble","12","811","661","22708062"
"40","SOUTIEN AUX ENTREPRISES (MN)","Ensemble","155","1599","1674","42436673"
"40","SPORTS ET LOISIRS (RZ2)","Ensemble","366","475","462","11844562"
"41","ACTION SOCIALE (QB)","Ensemble","176","3922","3309","81318004"
"41","AGRICULTURE SYLVICULTURE ET PECHE (AZ)","Ensemble","4","s","s","s"
"41","ARTS SPECTACLES (RZ1)","Ensemble","91","111","114","3640523"
"41","AUTRES SECTEURS D ACTIVITE DES ASSOCIATIONS","Ensemble","32","158","133","s"
"41","ENSEIGNEMENT (PZ)","Ensemble","100","1141","1002","31844663"
"41","HEBERGEMENT ET RESTAURATION (IZ)","Ensemble","23","149","145","3802079"
"41","NON-CLASSES (94.99Z)","Ensemble","228","576","502","13693427"
"41","SANTE HUMAINE (QA)","Ensemble","9","s","s","4064684"
"41","SOUTIEN AUX ENTREPRISES (MN)","Ensemble","110","909","871","25421814"
"41","SPORTS ET LOISIRS (RZ2)","Ensemble","247","445","425","11390136"
"42","ACTION SOCIALE (QB)","Ensemble","483","11987","9853","242480468"
"42","AGRICULTURE SYLVICULTURE ET PECHE (AZ)","Ensemble","3","s","s","s"
"42","ARTS SPECTACLES (RZ1)","Ensemble","224","s","263","8318038"
"42","AUTRES SECTEURS D ACTIVITE DES ASSOCIATIONS","Ensemble","98","372","299","7919250"
"42","ENSEIGNEMENT (PZ)","Ensemble","313","5026","4255","139458186"
"42","HEBERGEMENT ET RESTAURATION (IZ)","Ensemble","49","231","s","s"
"42","NON-CLASSES (94.99Z)","Ensemble","431","1956","1604","42788941"
"42","SANTE HUMAINE (QA)","Ensemble","47","977","849","31849194"
"42","SOUTIEN AUX ENTREPRISES (MN)","Ensemble","94","1345","1201","32047312"
"42","SPORTS ET LOISIRS (RZ2)","Ensemble","508","927","740","18762697"
"43","ACTION SOCIALE (QB)","Ensemble","233","5193","4313","105877817"
"43","AGRICULTURE SYLVICULTURE ET PECHE (AZ)","Ensemble","3","s","s","s"
"43","ARTS SPECTACLES (RZ1)","Ensemble","56","s","s","s"
"43","AUTRES SECTEURS D ACTIVITE DES ASSOCIATIONS","Ensemble","36","211","165","4096239"
"43","ENSEIGNEMENT (PZ)","Ensemble","112","1817","1583","51334436"
"43","HEBERGEMENT ET RESTAURATION (IZ)","Ensemble","25","147","149","3188887"
"43","NON-CLASSES (94.99Z)","Ensemble","151","443","375","10048069"
"43","SANTE HUMAINE (QA)","Ensemble","29","1326","1160","40304424"
"43","SOUTIEN AUX ENTREPRISES (MN)","Ensemble","82","606","508","13560168"
"43","SPORTS ET LOISIRS (RZ2)","Ensemble","211","327","282","6974470"
"44","ACTION SOCIALE (QB)","Ensemble","660","21746","18063","455948704"
"44","AGRICULTURE SYLVICULTURE ET PECHE (AZ)","Ensemble","3","34","35","764628"
"44","ARTS SPECTACLES (RZ1)","Ensemble","563","683","905","30223943"
"44","AUTRES SECTEURS D ACTIVITE DES ASSOCIATIONS","Ensemble","153","1094","948","30620252"
"44","ENSEIGNEMENT (PZ)","Ensemble","854","11945","10258","353340559"
"44","HEBERGEMENT ET RESTAURATION (IZ)","Ensemble","121","825","836","21837859"
"44","NON-CLASSES (94.99Z)","Ensemble","1148","2916","2477","74154639"
"44","SANTE HUMAINE (QA)","Ensemble","102","2141","1844","70059700"
"44","SOUTIEN AUX ENTREPRISES (MN)","Ensemble","297","4105","4173","118151311"
"44","SPORTS ET LOISIRS (RZ2)","Ensemble","950","2566","2016","55417087"
"45","ACTION SOCIALE (QB)","Ensemble","263","7234","6292","158543799"
"45","AGRICULTURE SYLVICULTURE ET PECHE (AZ)","Ensemble","6","s","s","s"
"45","ARTS SPECTACLES (RZ1)","Ensemble","202","273","284","11448015"
"45","AUTRES SECTEURS D ACTIVITE DES ASSOCIATIONS","Ensemble","81","593","473","11878962"
"45","ENSEIGNEMENT (PZ)","Ensemble","165","2315","2053","68769046"
"45","HEBERGEMENT ET RESTAURATION (IZ)","Ensemble","13","s","s","s"
"45","NON-CLASSES (94.99Z)","Ensemble","419","1114","1027","31675239"
"45","SANTE HUMAINE (QA)","Ensemble","33","794","687","25366236"
"45","SOUTIEN AUX ENTREPRISES (MN)","Ensemble","166","1104","1016","31091823"
"45","SPORTS ET LOISIRS (RZ2)","Ensemble","479","710","557","14981020"
"46","ACTION SOCIALE (QB)","Ensemble","114","3033","2559","65334749"
"46","ARTS SPECTACLES (RZ1)","Ensemble","55","66","79","2610841"
"46","AUTRES SECTEURS D ACTIVITE DES ASSOCIATIONS","Ensemble","34","151","131","3073499"
"46","ENSEIGNEMENT (PZ)","Ensemble","47","410","370","11386357"
"46","HEBERGEMENT ET RESTAURATION (IZ)","Ensemble","13","77","88","2322386"
"46","NON-CLASSES (94.99Z)","Ensemble","148","464","403","10299837"
"46","SANTE HUMAINE (QA)","Ensemble","33","898","802","28941467"
"46","SOUTIEN AUX ENTREPRISES (MN)","Ensemble","65","519","453","11650685"
"46","SPORTS ET LOISIRS (RZ2)","Ensemble","85","100","90","2382450"
"47","ACTION SOCIALE (QB)","Ensemble","249","5668","4724","118242723"
"47","AGRICULTURE SYLVICULTURE ET PECHE (AZ)","Ensemble","2","s","s","s"
"47","ARTS SPECTACLES (RZ1)","Ensemble","88","104","103","3121716"
"47","AUTRES SECTEURS D ACTIVITE DES ASSOCIATIONS","Ensemble","75","371","306","8097406"
"47","ENSEIGNEMENT (PZ)","Ensemble","95","1177","985","31111420"
"47","HEBERGEMENT ET RESTAURATION (IZ)","Ensemble","19","s","s","s"
"47","NON-CLASSES (94.99Z)","Ensemble","165","355","296","7897537"
"47","SANTE HUMAINE (QA)","Ensemble","30","478","399","14561925"
"47","SOUTIEN AUX ENTREPRISES (MN)","Ensemble","159","1510","2004","48538314"
"47","SPORTS ET LOISIRS (RZ2)","Ensemble","218","392","337","8145964"
"48","ACTION SOCIALE (QB)","Ensemble","99","3598","3113","84817530"
"48","AGRICULTURE SYLVICULTURE ET PECHE (AZ)","Ensemble","7","12","12","318670"
"48","ARTS SPECTACLES (RZ1)","Ensemble","36","22","30","916400"
"48","AUTRES SECTEURS D ACTIVITE DES ASSOCIATIONS","Ensemble","32","179","157","3454583"
"48","ENSEIGNEMENT (PZ)","Ensemble","59","746","684","22587670"
"48","HEBERGEMENT ET RESTAURATION (IZ)","Ensemble","13","24","45","1213827"
"48","NON-CLASSES (94.99Z)","Ensemble","136","362","325","8298213"
"48","SANTE HUMAINE (QA)","Ensemble","25","606","510","16680894"
"48","SOUTIEN AUX ENTREPRISES (MN)","Ensemble","56","318","295","9312715"
"48","SPORTS ET LOISIRS (RZ2)","Ensemble","68","90","74","1996560"
"49","ACTION SOCIALE (QB)","Ensemble","481","13385","11470","282782641"
"49","AGRICULTURE SYLVICULTURE ET PECHE (AZ)","Ensemble","1","s","s","s"
"49","ARTS SPECTACLES (RZ1)","Ensemble","312","s","335","10973185"
"49","AUTRES SECTEURS D ACTIVITE DES ASSOCIATIONS","Ensemble","83","1107","988","30890173"
"49","ENSEIGNEMENT (PZ)","Ensemble","509","8793","7613","263168864"
"49","HEBERGEMENT ET RESTAURATION (IZ)","Ensemble","51","351","s","s"
"49","NON-CLASSES (94.99Z)","Ensemble","589","1888","1708","45573513"
"49","SANTE HUMAINE (QA)","Ensemble","40","1569","1270","46089186"
"49","SOUTIEN AUX ENTREPRISES (MN)","Ensemble","182","1979","1872","54577085"
"49","SPORTS ET LOISIRS (RZ2)","Ensemble","698","1013","806","21518349"
"50","ACTION SOCIALE (QB)","Ensemble","193","7149","5913","138588327"
"50","AGRICULTURE SYLVICULTURE ET PECHE (AZ)","Ensemble","7","s","s","s"
"50","ARTS SPECTACLES (RZ1)","Ensemble","73","s","s","s"
"50","AUTRES SECTEURS D ACTIVITE DES ASSOCIATIONS","Ensemble","67","446","371","10211820"
"50","ENSEIGNEMENT (PZ)","Ensemble","147","2101","1872","61376961"
"50","HEBERGEMENT ET RESTAURATION (IZ)","Ensemble","36","239","267","6873061"
"50","NON-CLASSES (94.99Z)","Ensemble","279","1113","951","23317863"
"50","SANTE HUMAINE (QA)","Ensemble","27","347","289","10850332"
"50","SOUTIEN AUX ENTREPRISES (MN)","Ensemble","78","989","872","23303061"
"50","SPORTS ET LOISIRS (RZ2)","Ensemble","292","609","531","13033176"
"51","ACTION SOCIALE (QB)","Ensemble","371","8268","7025","169962604"
"51","AGRICULTURE SYLVICULTURE ET PECHE (AZ)","Ensemble","1","s","s","s"
"51","ARTS SPECTACLES (RZ1)","Ensemble","148","241","259","8937162"
"51","AUTRES SECTEURS D ACTIVITE DES ASSOCIATIONS","Ensemble","56","364","291","8821038"
"51","ENSEIGNEMENT (PZ)","Ensemble","115","2705","2442","82832247"
"51","HEBERGEMENT ET RESTAURATION (IZ)","Ensemble","14","s","s","s"
"51","NON-CLASSES (94.99Z)","Ensemble","337","1037","917","28456398"
"51","SANTE HUMAINE (QA)","Ensemble","44","1246","1110","43337086"
"51","SOUTIEN AUX ENTREPRISES (MN)","Ensemble","185","1626","1499","53741193"
"51","SPORTS ET LOISIRS (RZ2)","Ensemble","249","367","278","7691398"
"52","ACTION SOCIALE (QB)","Ensemble","98","2631","2153","49727380"
"52","AGRICULTURE SYLVICULTURE ET PECHE (AZ)","Ensemble","2","s","s","s"
"52","ARTS SPECTACLES (RZ1)","Ensemble","35","s","25","943361"
"52","AUTRES SECTEURS D ACTIVITE DES ASSOCIATIONS","Ensemble","24","111","96","2008527"
"52","ENSEIGNEMENT (PZ)","Ensemble","24","431","381","12562251"
"52","HEBERGEMENT ET RESTAURATION (IZ)","Ensemble","5","27","s","s"
"52","NON-CLASSES (94.99Z)","Ensemble","105","574","485","10637609"
"52","SANTE HUMAINE (QA)","Ensemble","12","107","92","3424946"
"52","SOUTIEN AUX ENTREPRISES (MN)","Ensemble","44","320","292","8914140"
"52","SPORTS ET LOISIRS (RZ2)","Ensemble","95","119","112","2984774"
"53","ACTION SOCIALE (QB)","Ensemble","206","4571","3798","91618642"
"53","AGRICULTURE SYLVICULTURE ET PECHE (AZ)","Ensemble","4","22","16","347370"
"53","ARTS SPECTACLES (RZ1)","Ensemble","63","66","76","2540648"
"53","AUTRES SECTEURS D ACTIVITE DES ASSOCIATIONS","Ensemble","30","423","342","11127098"
"53","ENSEIGNEMENT (PZ)","Ensemble","179","2547","2267","76188979"
"53","HEBERGEMENT ET RESTAURATION (IZ)","Ensemble","18","125","113","2949328"
"53","NON-CLASSES (94.99Z)","Ensemble","230","628","548","16109775"
"53","SANTE HUMAINE (QA)","Ensemble","14","211","172","6703535"
"53","SOUTIEN AUX ENTREPRISES (MN)","Ensemble","95","897","765","23871936"
"53","SPORTS ET LOISIRS (RZ2)","Ensemble","194","225","185","6710248"
"54","ACTION SOCIALE (QB)","Ensemble","371","11553","9787","245227882"
"54","AGRICULTURE SYLVICULTURE ET PECHE (AZ)","Ensemble","5","74","61","1384886"
"54","ARTS SPECTACLES (RZ1)","Ensemble","190","454","466","14149259"
"54","AUTRES SECTEURS D ACTIVITE DES ASSOCIATIONS","Ensemble","102","595","507","14347149"
"54","ENSEIGNEMENT (PZ)","Ensemble","166","2438","2188","78839417"
"54","HEBERGEMENT ET RESTAURATION (IZ)","Ensemble","28","194","187","4602117"
"54","NON-CLASSES (94.99Z)","Ensemble","421","1713","1512","44228910"
"54","SANTE HUMAINE (QA)","Ensemble","51","2848","2623","86166317"
"54","SOUTIEN AUX ENTREPRISES (MN)","Ensemble","107","1859","1783","62539215"
"54","SPORTS ET LOISIRS (RZ2)","Ensemble","353","835","681","17957855"
"55","ACTION SOCIALE (QB)","Ensemble","140","2854","2342","54467460"
"55","AGRICULTURE SYLVICULTURE ET PECHE (AZ)","Ensemble","2","s","s","s"
"55","ARTS SPECTACLES (RZ1)","Ensemble","29","69","67","2015918"
"55","AUTRES SECTEURS D ACTIVITE DES ASSOCIATIONS","Ensemble","17","117","95","2252474"
"55","ENSEIGNEMENT (PZ)","Ensemble","43","556","488","15707750"
"55","HEBERGEMENT ET RESTAURATION (IZ)","Ensemble","9","s","s","s"
"55","NON-CLASSES (94.99Z)","Ensemble","94","359","321","7562201"
"55","SANTE HUMAINE (QA)","Ensemble","14","99","75","2713233"
"55","SOUTIEN AUX ENTREPRISES (MN)","Ensemble","50","457","380","10964354"
"55","SPORTS ET LOISIRS (RZ2)","Ensemble","79","100","99","2390243"
"56","ACTION SOCIALE (QB)","Ensemble","260","8192","6913","169563163"
"56","AGRICULTURE SYLVICULTURE ET PECHE (AZ)","Ensemble","7","s","s","s"
"56","ARTS SPECTACLES (RZ1)","Ensemble","206","s","s","s"
"56","AUTRES SECTEURS D ACTIVITE DES ASSOCIATIONS","Ensemble","101","929","752","19091369"
"56","ENSEIGNEMENT (PZ)","Ensemble","489","7081","6310","212158744"
"56","HEBERGEMENT ET RESTAURATION (IZ)","Ensemble","52","386","464","12317470"
"56","NON-CLASSES (94.99Z)","Ensemble","513","1307","1179","32258702"
"56","SANTE HUMAINE (QA)","Ensemble","56","1932","1660","64675101"
"56","SOUTIEN AUX ENTREPRISES (MN)","Ensemble","154","1520","1412","43396886"
"56","SPORTS ET LOISIRS (RZ2)","Ensemble","464","676","550","14367865"
"57","ACTION SOCIALE (QB)","Ensemble","525","17369","14886","363027577"
"57","AGRICULTURE SYLVICULTURE ET PECHE (AZ)","Ensemble","3","s","s","s"
"57","ARTS SPECTACLES (RZ1)","Ensemble","152","s","s","s"
"57","AUTRES SECTEURS D ACTIVITE DES ASSOCIATIONS","Ensemble","90","589","525","16520963"
"57","ENSEIGNEMENT (PZ)","Ensemble","271","2638","2341","82196445"
"57","HEBERGEMENT ET RESTAURATION (IZ)","Ensemble","37","438","434","12512024"
"57","NON-CLASSES (94.99Z)","Ensemble","398","1322","1087","29901447"
"57","SANTE HUMAINE (QA)","Ensemble","50","4143","3859","145111658"
"57","SOUTIEN AUX ENTREPRISES (MN)","Ensemble","70","1645","1429","43428782"
"57","SPORTS ET LOISIRS (RZ2)","Ensemble","233","645","512","13240308"
"58","ACTION SOCIALE (QB)","Ensemble","142","3690","3256","82740062"
"58","AGRICULTURE SYLVICULTURE ET PECHE (AZ)","Ensemble","4","38","33","1035802"
"58","ARTS SPECTACLES (RZ1)","Ensemble","68","52","59","1983369"
"58","AUTRES SECTEURS D ACTIVITE DES ASSOCIATIONS","Ensemble","37","151","140","3539215"
"58","ENSEIGNEMENT (PZ)","Ensemble","39","588","533","17349629"
"58","HEBERGEMENT ET RESTAURATION (IZ)","Ensemble","8","11","11","268324"
"58","NON-CLASSES (94.99Z)","Ensemble","134","565","488","12883165"
"58","SANTE HUMAINE (QA)","Ensemble","10","201","179","5932714"
"58","SOUTIEN AUX ENTREPRISES (MN)","Ensemble","65","321","295","8412538"
"58","SPORTS ET LOISIRS (RZ2)","Ensemble","91","142","136","3073718"
"59","ACTION SOCIALE (QB)","Ensemble","1318","45827","38272","949013982"
"59","AGRICULTURE SYLVICULTURE ET PECHE (AZ)","Ensemble","9","144","133","4244361"
"59","ARTS SPECTACLES (RZ1)","Ensemble","617","1296","1459","53740528"
"59","AUTRES SECTEURS D ACTIVITE DES ASSOCIATIONS","Ensemble","250","1552","1376","44378302"
"59","ENSEIGNEMENT (PZ)","Ensemble","731","19730","17308","617178698"
"59","HEBERGEMENT ET RESTAURATION (IZ)","Ensemble","38","356","386","11148039"
"59","NON-CLASSES (94.99Z)","Ensemble","1308","5356","4600","133894215"
"59","SANTE HUMAINE (QA)","Ensemble","120","3525","2977","110661956"
"59","SOUTIEN AUX ENTREPRISES (MN)","Ensemble","242","4333","3954","123329708"
"59","SPORTS ET LOISIRS (RZ2)","Ensemble","1114","1881","1530","42438930"
"60","ACTION SOCIALE (QB)","Ensemble","299","9710","8481","214209218"
"60","AGRICULTURE SYLVICULTURE ET PECHE (AZ)","Ensemble","10","99","95","1549656"
"60","ARTS SPECTACLES (RZ1)","Ensemble","157","171","193","6825207"
"60","AUTRES SECTEURS D ACTIVITE DES ASSOCIATIONS","Ensemble","55","301","250","6926834"
"60","ENSEIGNEMENT (PZ)","Ensemble","164","3072","2560","90580291"
"60","HEBERGEMENT ET RESTAURATION (IZ)","Ensemble","21","173","164","4506607"
"60","NON-CLASSES (94.99Z)","Ensemble","296","1261","1013","27481804"
"60","SANTE HUMAINE (QA)","Ensemble","30","1064","978","38315774"
"60","SOUTIEN AUX ENTREPRISES (MN)","Ensemble","98","1883","1456","39311908"
"60","SPORTS ET LOISIRS (RZ2)","Ensemble","472","794","641","19977929"
"61","ACTION SOCIALE (QB)","Ensemble","201","7255","6347","156103656"
"61","AGRICULTURE SYLVICULTURE ET PECHE (AZ)","Ensemble","8","s","s","s"
"61","ARTS SPECTACLES (RZ1)","Ensemble","61","s","86","2882826"
"61","AUTRES SECTEURS D ACTIVITE DES ASSOCIATIONS","Ensemble","42","160","145","3885322"
"61","ENSEIGNEMENT (PZ)","Ensemble","119","1789","1583","51210183"
"61","HEBERGEMENT ET RESTAURATION (IZ)","Ensemble","19","76","s","s"
"61","NON-CLASSES (94.99Z)","Ensemble","148","548","490","12615624"
"61","SANTE HUMAINE (QA)","Ensemble","19","511","443","16146090"
"61","SOUTIEN AUX ENTREPRISES (MN)","Ensemble","91","479","441","14274477"
"61","SPORTS ET LOISIRS (RZ2)","Ensemble","172","178","143","3316972"
"62","ACTION SOCIALE (QB)","Ensemble","629","24089","19974","476935423"
"62","AGRICULTURE SYLVICULTURE ET PECHE (AZ)","Ensemble","5","s","s","s"
"62","ARTS SPECTACLES (RZ1)","Ensemble","208","s","322","10393265"
"62","AUTRES SECTEURS D ACTIVITE DES ASSOCIATIONS","Ensemble","103","1159","952","23453957"
"62","ENSEIGNEMENT (PZ)","Ensemble","274","5365","4708","157669058"
"62","HEBERGEMENT ET RESTAURATION (IZ)","Ensemble","35","337","s","s"
"62","NON-CLASSES (94.99Z)","Ensemble","518","1841","1630","44998819"
"62","SANTE HUMAINE (QA)","Ensemble","75","3475","3046","115315839"
"62","SOUTIEN AUX ENTREPRISES (MN)","Ensemble","179","3192","2888","79329554"
"62","SPORTS ET LOISIRS (RZ2)","Ensemble","537","839","681","17833181"
"63","ACTION SOCIALE (QB)","Ensemble","306","7927","6545","164416429"
"63","AGRICULTURE SYLVICULTURE ET PECHE (AZ)","Ensemble","8","103","84","2544561"
"63","ARTS SPECTACLES (RZ1)","Ensemble","215","283","329","12377619"
"63","AUTRES SECTEURS D ACTIVITE DES ASSOCIATIONS","Ensemble","72","373","310","8903627"
"63","ENSEIGNEMENT (PZ)","Ensemble","183","2678","2339","80814225"
"63","HEBERGEMENT ET RESTAURATION (IZ)","Ensemble","43","478","495","14570859"
"63","NON-CLASSES (94.99Z)","Ensemble","479","1210","1061","30800545"
"63","SANTE HUMAINE (QA)","Ensemble","21","2447","2181","77777114"
"63","SOUTIEN AUX ENTREPRISES (MN)","Ensemble","107","1417","1203","35943924"
"63","SPORTS ET LOISIRS (RZ2)","Ensemble","368","764","578","15070553"
"64","ACTION SOCIALE (QB)","Ensemble","429","12762","10742","275283743"
"64","AGRICULTURE SYLVICULTURE ET PECHE (AZ)","Ensemble","3","12","11","426275"
"64","ARTS SPECTACLES (RZ1)","Ensemble","210","342","358","11315596"
"64","AUTRES SECTEURS D ACTIVITE DES ASSOCIATIONS","Ensemble","145","502","442","11987829"
"64","ENSEIGNEMENT (PZ)","Ensemble","370","4327","3696","120540808"
"64","HEBERGEMENT ET RESTAURATION (IZ)","Ensemble","48","314","361","9843057"
"64","NON-CLASSES (94.99Z)","Ensemble","426","995","843","22970001"
"64","SANTE HUMAINE (QA)","Ensemble","41","1168","992","35510952"
"64","SOUTIEN AUX ENTREPRISES (MN)","Ensemble","150","1416","1288","39093556"
"64","SPORTS ET LOISIRS (RZ2)","Ensemble","490","1007","796","20845382"
"65","ACTION SOCIALE (QB)","Ensemble","152","5044","4197","104754592"
"65","AGRICULTURE SYLVICULTURE ET PECHE (AZ)","Ensemble","4","6","6","186620"
"65","ARTS SPECTACLES (RZ1)","Ensemble","60","89","82","2466166"
"65","AUTRES SECTEURS D ACTIVITE DES ASSOCIATIONS","Ensemble","62","398","400","10821605"
"65","ENSEIGNEMENT (PZ)","Ensemble","82","743","653","20652254"
"65","HEBERGEMENT ET RESTAURATION (IZ)","Ensemble","32","172","191","4933221"
"65","NON-CLASSES (94.99Z)","Ensemble","187","580","513","13563324"
"65","SANTE HUMAINE (QA)","Ensemble","19","289","254","8754794"
"65","SOUTIEN AUX ENTREPRISES (MN)","Ensemble","51","346","331","9096646"
"65","SPORTS ET LOISIRS (RZ2)","Ensemble","135","233","209","5565809"
"66","ACTION SOCIALE (QB)","Ensemble","224","5942","4874","125507334"
"66","AGRICULTURE SYLVICULTURE ET PECHE (AZ)","Ensemble","7","s","s","s"
"66","ARTS SPECTACLES (RZ1)","Ensemble","121","129","s","s"
"66","AUTRES SECTEURS D ACTIVITE DES ASSOCIATIONS","Ensemble","56","264","225","6059728"
"66","ENSEIGNEMENT (PZ)","Ensemble","94","1151","1028","34473443"
"66","HEBERGEMENT ET RESTAURATION (IZ)","Ensemble","29","s","239","6063609"
"66","NON-CLASSES (94.99Z)","Ensemble","314","1025","872","22909256"
"66","SANTE HUMAINE (QA)","Ensemble","25","1100","1011","34779517"
"66","SOUTIEN AUX ENTREPRISES (MN)","Ensemble","108","1347","1868","42459682"
"66","SPORTS ET LOISIRS (RZ2)","Ensemble","293","495","433","10740830"
"67","ACTION SOCIALE (QB)","Ensemble","567","15093","13233","331173550"
"67","AGRICULTURE SYLVICULTURE ET PECHE (AZ)","Ensemble","5","45","46","1093849"
"67","ARTS SPECTACLES (RZ1)","Ensemble","342","381","495","17436027"
"67","AUTRES SECTEURS D ACTIVITE DES ASSOCIATIONS","Ensemble","149","753","679","22374590"
"67","ENSEIGNEMENT (PZ)","Ensemble","439","2648","2174","72889901"
"67","HEBERGEMENT ET RESTAURATION (IZ)","Ensemble","46","522","451","12528802"
"67","NON-CLASSES (94.99Z)","Ensemble","768","3012","2544","72327308"
"67","SANTE HUMAINE (QA)","Ensemble","66","1458","1256","48404712"
"67","SOUTIEN AUX ENTREPRISES (MN)","Ensemble","105","1710","1434","45498190"
"67","SPORTS ET LOISIRS (RZ2)","Ensemble","194","1033","908","21352386"
"68","ACTION SOCIALE (QB)","Ensemble","362","12361","10996","276659543"
"68","AGRICULTURE SYLVICULTURE ET PECHE (AZ)","Ensemble","2","s","s","s"
"68","ARTS SPECTACLES (RZ1)","Ensemble","118","357","393","12583156"
"68","AUTRES SECTEURS D ACTIVITE DES ASSOCIATIONS","Ensemble","87","497","432","12254482"
"68","ENSEIGNEMENT (PZ)","Ensemble","312","1678","1384","43385852"
"68","HEBERGEMENT ET RESTAURATION (IZ)","Ensemble","28","s","s","s"
"68","NON-CLASSES (94.99Z)","Ensemble","450","1520","1251","35332632"
"68","SANTE HUMAINE (QA)","Ensemble","68","906","720","28747806"
"68","SOUTIEN AUX ENTREPRISES (MN)","Ensemble","81","1518","1149","33565132"
"68","SPORTS ET LOISIRS (RZ2)","Ensemble","138","543","419","11840831"
"69","ACTION SOCIALE (QB)","Ensemble","987","27124","23181","613807900"
"69","AGRICULTURE SYLVICULTURE ET PECHE (AZ)","Ensemble","3","37","30","768759"
"69","ARTS SPECTACLES (RZ1)","Ensemble","983","1440","1649","56373366"
"69","AUTRES SECTEURS D ACTIVITE DES ASSOCIATIONS","Ensemble","341","1449","1229","40197374"
"69","ENSEIGNEMENT (PZ)","Ensemble","665","14025","12002","433604539"
"69","HEBERGEMENT ET RESTAURATION (IZ)","Ensemble","98","648","592","15995937"
"69","NON-CLASSES (94.99Z)","Ensemble","1413","5683","4793","154467241"
"69","SANTE HUMAINE (QA)","Ensemble","89","5463","4814","182806295"
"69","SOUTIEN AUX ENTREPRISES (MN)","Ensemble","248","3316","2995","92804046"
"69","SPORTS ET LOISIRS (RZ2)","Ensemble","961","2529","1861","58801186"
"70","ACTION SOCIALE (QB)","Ensemble","164","4473","3655","92427068"
"70","AGRICULTURE SYLVICULTURE ET PECHE (AZ)","Ensemble","2","s","s","s"
"70","ARTS SPECTACLES (RZ1)","Ensemble","33","s","s","s"
"70","AUTRES SECTEURS D ACTIVITE DES ASSOCIATIONS","Ensemble","24","150","114","2995724"
"70","ENSEIGNEMENT (PZ)","Ensemble","39","582","514","15792859"
