"","EPCI","jurid1","nb_etab","non_annexe","eff_EQTP","rem_brut","dep_epci","nom_complet"
"6241",243500733,"2-COOPERATIVES",12,"94","87.54","3143982","35","CC Bretagne Romantique"
"6242",243500733,"4-ESS",102,"949","839.69","24099562","35","CC Bretagne Romantique"
"6243",243500733,"5-HORS ESS",799,"5947","5455.18","166966219","35","CC Bretagne Romantique"
"6244",243500733,"5A-PUBLIC",82,"1236","1074.51","31776864","35","CC Bretagne Romantique"
"6245",243500733,"5B-PRIVE",717,"4711","4380.67","135189355","35","CC Bretagne Romantique"
"6246",243500733,"6-TOTAL",901,"6896","6294.87","191065781","35","CC Bretagne Romantique"
"6247",243500774,"1-ASSO+FOND",66,"692","586.19","17070200","35","CC Liffré-Cormier Communauté"
"6248",243500774,"1A-ASSOCIATIONS",65,"s","s","s","35","CC Liffré-Cormier Communauté"
"6249",243500774,"1B-FONDATIONS",1,"s","s","s","35","CC Liffré-Cormier Communauté"
"6250",243500774,"2-COOPERATIVES",7,"34","35.05","1550225","35","CC Liffré-Cormier Communauté"
"6251",243500774,"4-ESS",73,"726","621.24","18620425","35","CC Liffré-Cormier Communauté"
"6252",243500774,"5-HORS ESS",505,"4769","4515.55","143628546","35","CC Liffré-Cormier Communauté"
"6253",243500774,"5A-PUBLIC",33,"932","853.32","24154057","35","CC Liffré-Cormier Communauté"
"6254",243500774,"5B-PRIVE",472,"3837","3662.23","119474489","35","CC Liffré-Cormier Communauté"
"6255",243500774,"6-TOTAL",578,"5495","5136.79","162248971","35","CC Liffré-Cormier Communauté"
"6256",243600202,"1-ASSO+FOND",14,"s","s","s","36","CC Chabris - Pays de Bazelle"
"6257",243600202,"1A-ASSOCIATIONS",14,"s","s","s","36","CC Chabris - Pays de Bazelle"
"6258",243600202,"2-COOPERATIVES",2,"s","s","s","36","CC Chabris - Pays de Bazelle"
"6259",243600202,"4-ESS",16,"105","83.35","2137077","36","CC Chabris - Pays de Bazelle"
"6260",243600202,"5-HORS ESS",158,"1210","1164.62","36234126","36","CC Chabris - Pays de Bazelle"
"6261",243600202,"5A-PUBLIC",23,"149","130.99","3603682","36","CC Chabris - Pays de Bazelle"
"6262",243600202,"5B-PRIVE",135,"1061","1033.63","32630444","36","CC Chabris - Pays de Bazelle"
"6263",243600202,"6-TOTAL",174,"1315","1247.97","38371203","36","CC Chabris - Pays de Bazelle"
"6264",243600236,"1-ASSO+FOND",46,"313","258.67","6958987","36","CC du Pays d'Issoudun"
"6265",243600236,"1A-ASSOCIATIONS",46,"313","258.67","6958987","36","CC du Pays d'Issoudun"
"6266",243600236,"2-COOPERATIVES",7,"46","51.88","1998159","36","CC du Pays d'Issoudun"
"6267",243600236,"3-MUTUELLES",4,"10","8.97","421739","36","CC du Pays d'Issoudun"
"6268",243600236,"4-ESS",57,"369","319.52","9378885","36","CC du Pays d'Issoudun"
"6269",243600236,"5-HORS ESS",505,"6629","6358.38","210941113","36","CC du Pays d'Issoudun"
"6270",243600236,"5A-PUBLIC",53,"1898","1813.87","55692292","36","CC du Pays d'Issoudun"
"6271",243600236,"5B-PRIVE",452,"4731","4544.51","155248821","36","CC du Pays d'Issoudun"
"6272",243600236,"6-TOTAL",562,"6998","6677.9","220319998","36","CC du Pays d'Issoudun"
"6273",243600293,"1-ASSO+FOND",29,"55","33.41","831737","36","CC de la Région de Levroux"
"6274",243600293,"1A-ASSOCIATIONS",29,"55","33.41","831737","36","CC de la Région de Levroux"
"6275",243600293,"2-COOPERATIVES",3,"45","41.67","1118171","36","CC de la Région de Levroux"
"6276",243600293,"4-ESS",32,"100","75.08","1949908","36","CC de la Région de Levroux"
"6277",243600293,"5-HORS ESS",165,"813","742.99","20996074","36","CC de la Région de Levroux"
"6278",243600293,"5A-PUBLIC",25,"329","298.15","8276171","36","CC de la Région de Levroux"
"6279",243600293,"5B-PRIVE",140,"484","444.84","12719903","36","CC de la Région de Levroux"
"6280",243600293,"6-TOTAL",197,"913","818.07","22945982","36","CC de la Région de Levroux"
"6281",243600301,"1-ASSO+FOND",34,"219","171.96","3813447","36","CC Val de l'Indre - Brenne"
"6282",243600301,"1A-ASSOCIATIONS",34,"219","171.96","3813447","36","CC Val de l'Indre - Brenne"
"6283",243600301,"2-COOPERATIVES",1,"s","s","s","36","CC Val de l'Indre - Brenne"
"6284",243600301,"3-MUTUELLES",1,"s","s","s","36","CC Val de l'Indre - Brenne"
"6285",243600301,"4-ESS",36,"224","175.69","3959672","36","CC Val de l'Indre - Brenne"
"6286",243600301,"5-HORS ESS",338,"2332","2236.24","62473887","36","CC Val de l'Indre - Brenne"
"6287",243600301,"5A-PUBLIC",39,"481","450.4","12696981","36","CC Val de l'Indre - Brenne"
"6288",243600301,"5B-PRIVE",299,"1851","1785.84","49776906","36","CC Val de l'Indre - Brenne"
"6289",243600301,"6-TOTAL",374,"2556","2411.93","66433559","36","CC Val de l'Indre - Brenne"
"6290",243600319,"1-ASSO+FOND",69,"808","701.42","17864059","36","CC Brenne - Val de Creuse"
"6291",243600319,"1A-ASSOCIATIONS",69,"808","701.42","17864059","36","CC Brenne - Val de Creuse"
"6292",243600319,"2-COOPERATIVES",4,"s","s","s","36","CC Brenne - Val de Creuse"
"6293",243600319,"3-MUTUELLES",1,"s","s","s","36","CC Brenne - Val de Creuse"
"6294",243600319,"4-ESS",74,"831","727.42","18794651","36","CC Brenne - Val de Creuse"
"6295",243600319,"5-HORS ESS",503,"3491","3203.04","90632729","36","CC Brenne - Val de Creuse"
"6296",243600319,"5A-PUBLIC",72,"1397","1288.61","38759327","36","CC Brenne - Val de Creuse"
"6297",243600319,"5B-PRIVE",431,"2094","1914.43","51873402","36","CC Brenne - Val de Creuse"
"6298",243600319,"6-TOTAL",577,"4322","3930.46","109427380","36","CC Brenne - Val de Creuse"
"6299",243600343,"1-ASSO+FOND",24,"s","s","s","36","CC Coeur de Brenne"
"6300",243600343,"1A-ASSOCIATIONS",24,"s","s","s","36","CC Coeur de Brenne"
"6301",243600343,"2-COOPERATIVES",1,"s","s","s","36","CC Coeur de Brenne"
"6302",243600343,"4-ESS",25,"77","70.64","1793158","36","CC Coeur de Brenne"
"6303",243600343,"5-HORS ESS",165,"604","557.29","14823630","36","CC Coeur de Brenne"
"6304",243600343,"5A-PUBLIC",22,"209","196.57","5020543","36","CC Coeur de Brenne"
"6305",243600343,"5B-PRIVE",143,"395","360.72","9803087","36","CC Coeur de Brenne"
"6306",243600343,"6-TOTAL",190,"681","627.93","16616788","36","CC Coeur de Brenne"
"6307",243600350,"1-ASSO+FOND",52,"327","272.07","6933785","36","CC de la Châtre et Sainte-Sévère"
"6308",243600350,"1A-ASSOCIATIONS",52,"327","272.07","6933785","36","CC de la Châtre et Sainte-Sévère"
"6309",243600350,"2-COOPERATIVES",3,"s","s","s","36","CC de la Châtre et Sainte-Sévère"
"6310",243600350,"3-MUTUELLES",1,"s","s","s","36","CC de la Châtre et Sainte-Sévère"
"6311",243600350,"4-ESS",56,"362","303.8","8069756","36","CC de la Châtre et Sainte-Sévère"
"6312",243600350,"5-HORS ESS",535,"3341","3095.91","90176183","36","CC de la Châtre et Sainte-Sévère"
"6313",243600350,"5A-PUBLIC",80,"1019","940.73","28990745","36","CC de la Châtre et Sainte-Sévère"
"6314",243600350,"5B-PRIVE",455,"2322","2155.18","61185438","36","CC de la Châtre et Sainte-Sévère"
"6315",243600350,"6-TOTAL",591,"3703","3399.71","98245939","36","CC de la Châtre et Sainte-Sévère"
"6316",243700499,"1-ASSO+FOND",45,"452","410.02","9881055","37","CC du Castelrenaudais"
"6317",243700499,"1A-ASSOCIATIONS",45,"452","410.02","9881055","37","CC du Castelrenaudais"
"6318",243700499,"2-COOPERATIVES",7,"32","34.31","1366818","37","CC du Castelrenaudais"
"6319",243700499,"3-MUTUELLES",3,"21","14.58","539764","37","CC du Castelrenaudais"
"6320",243700499,"4-ESS",55,"505","458.91","11787637","37","CC du Castelrenaudais"
"6321",243700499,"5-HORS ESS",346,"3062","2863.3","92180670","37","CC du Castelrenaudais"
"6322",243700499,"5A-PUBLIC",51,"1074","975.5","32320818","37","CC du Castelrenaudais"
"6323",243700499,"5B-PRIVE",295,"1988","1887.8","59859852","37","CC du Castelrenaudais"
"6324",243700499,"6-TOTAL",401,"3567","3322.21","103968307","37","CC du Castelrenaudais"
"6325",243700820,"1-ASSO+FOND",48,"306","242.24","6188617","37","CC de Bléré Val de Cher"
"6326",243700820,"1A-ASSOCIATIONS",48,"306","242.24","6188617","37","CC de Bléré Val de Cher"
"6327",243700820,"2-COOPERATIVES",9,"81","76.77","2479461","37","CC de Bléré Val de Cher"
"6328",243700820,"4-ESS",57,"387","319.01","8668078","37","CC de Bléré Val de Cher"
"6329",243700820,"5-HORS ESS",510,"2761","2668.35","74646948","37","CC de Bléré Val de Cher"
"6330",243700820,"5A-PUBLIC",43,"656","598","16599807","37","CC de Bléré Val de Cher"
"6331",243700820,"5B-PRIVE",467,"2105","2070.35","58047141","37","CC de Bléré Val de Cher"
"6332",243700820,"6-TOTAL",567,"3148","2987.36","83315026","37","CC de Bléré Val de Cher"
"6333",243800745,"1-ASSO+FOND",45,"119","112.96","2950012","38","CC de l'Oisans"
"6334",243800745,"1A-ASSOCIATIONS",45,"119","112.96","2950012","38","CC de l'Oisans"
"6335",243800745,"2-COOPERATIVES",5,"s","s","s","38","CC de l'Oisans"
"6336",243800745,"3-MUTUELLES",2,"s","s","s","38","CC de l'Oisans"
"6337",243800745,"4-ESS",52,"132","126.49","3428835","38","CC de l'Oisans"
"6338",243800745,"5-HORS ESS",962,"4387","4077.28","127312650","38","CC de l'Oisans"
"6339",243800745,"5A-PUBLIC",47,"1027","965.62","28888272","38","CC de l'Oisans"
"6340",243800745,"5B-PRIVE",915,"3360","3111.66","98424378","38","CC de l'Oisans"
"6341",243800745,"6-TOTAL",1014,"4519","4203.77","130741485","38","CC de l'Oisans"
"6342",243800935,"1-ASSO+FOND",26,"167","142.24","4902516","38","CC Lyon-Saint-Exupéry en Dauphiné"
"6343",243800935,"1A-ASSOCIATIONS",26,"167","142.24","4902516","38","CC Lyon-Saint-Exupéry en Dauphiné"
"6344",243800935,"2-COOPERATIVES",8,"s","s","s","38","CC Lyon-Saint-Exupéry en Dauphiné"
"6345",243800935,"3-MUTUELLES",2,"s","s","s","38","CC Lyon-Saint-Exupéry en Dauphiné"
"6346",243800935,"4-ESS",36,"747","668.26","24282000","38","CC Lyon-Saint-Exupéry en Dauphiné"
"6347",243800935,"5-HORS ESS",575,"4706","4458.27","146555545","38","CC Lyon-Saint-Exupéry en Dauphiné"
"6348",243800935,"5A-PUBLIC",36,"1003","899.15","27787530","38","CC Lyon-Saint-Exupéry en Dauphiné"
"6349",243800935,"5B-PRIVE",539,"3703","3559.12","118768015","38","CC Lyon-Saint-Exupéry en Dauphiné"
"6350",243800935,"6-TOTAL",611,"5453","5126.53","170837545","38","CC Lyon-Saint-Exupéry en Dauphiné"
"6351",243801024,"1-ASSO+FOND",60,"414","358.56","9652597","38","CC du Massif du Vercors"
"6352",243801024,"1A-ASSOCIATIONS",59,"s","s","s","38","CC du Massif du Vercors"
"6353",243801024,"1B-FONDATIONS",1,"s","s","s","38","CC du Massif du Vercors"
"6354",243801024,"2-COOPERATIVES",11,"s","s","s","38","CC du Massif du Vercors"
"6355",243801024,"3-MUTUELLES",1,"s","s","s","38","CC du Massif du Vercors"
"6356",243801024,"4-ESS",72,"579","505.29","14001058","38","CC du Massif du Vercors"
"6357",243801024,"5-HORS ESS",518,"1955","1832.77","52005785","38","CC du Massif du Vercors"
"6358",243801024,"5A-PUBLIC",30,"622","601.91","18260670","38","CC du Massif du Vercors"
"6359",243801024,"5B-PRIVE",488,"1333","1230.86","33745115","38","CC du Massif du Vercors"
"6360",243801024,"6-TOTAL",590,"2534","2338.06","66006843","38","CC du Massif du Vercors"
"6361",243801073,"1-ASSO+FOND",41,"172","124.37","3386915","38","CC de Bièvre Est"
"6362",243801073,"1A-ASSOCIATIONS",41,"172","124.37","3386915","38","CC de Bièvre Est"
"6363",243801073,"2-COOPERATIVES",7,"s","s","s","38","CC de Bièvre Est"
"6364",243801073,"3-MUTUELLES",1,"s","s","s","38","CC de Bièvre Est"
"6365",243801073,"4-ESS",49,"277","217.89","6170416","38","CC de Bièvre Est"
"6366",243801073,"5-HORS ESS",546,"4068","3789.19","129263062","38","CC de Bièvre Est"
"6367",243801073,"5A-PUBLIC",39,"604","553.71","16529724","38","CC de Bièvre Est"
"6368",243801073,"5B-PRIVE",507,"3464","3235.48","112733338","38","CC de Bièvre Est"
"6369",243801073,"6-TOTAL",595,"4345","4007.08","135433478","38","CC de Bièvre Est"
"6370",243801255,"1-ASSO+FOND",42,"154","129.15","3098622","38","CC COLLines Isère Nord Communauté"
"6371",243801255,"1A-ASSOCIATIONS",42,"154","129.15","3098622","38","CC COLLines Isère Nord Communauté"
"6372",243801255,"2-COOPERATIVES",6,"29","25.83","1101590","38","CC COLLines Isère Nord Communauté"
"6373",243801255,"4-ESS",48,"183","154.98","4200212","38","CC COLLines Isère Nord Communauté"
"6374",243801255,"5-HORS ESS",629,"4882","4547.19","150349871","38","CC COLLines Isère Nord Communauté"
"6375",243801255,"5A-PUBLIC",34,"773","702.78","20449992","38","CC COLLines Isère Nord Communauté"
"6376",243801255,"5B-PRIVE",595,"4109","3844.41","129899879","38","CC COLLines Isère Nord Communauté"
"6377",243801255,"6-TOTAL",677,"5065","4702.17","154550083","38","CC COLLines Isère Nord Communauté"
"6378",243900354,"1-ASSO+FOND",13,"75","85.02","2104851","39","CC de la Station des Rousses-Haut Jura"
"6379",243900354,"1A-ASSOCIATIONS",13,"75","85.02","2104851","39","CC de la Station des Rousses-Haut Jura"
"6380",243900354,"2-COOPERATIVES",3,"9","10.85","420587","39","CC de la Station des Rousses-Haut Jura"
"6381",243900354,"4-ESS",16,"84","95.87","2525438","39","CC de la Station des Rousses-Haut Jura"
"6382",243900354,"5-HORS ESS",227,"1289","1218.97","36980632","39","CC de la Station des Rousses-Haut Jura"
"6383",243900354,"5A-PUBLIC",22,"272","256.56","7687643","39","CC de la Station des Rousses-Haut Jura"
"6384",243900354,"5B-PRIVE",205,"1017","962.41","29292989","39","CC de la Station des Rousses-Haut Jura"
"6385",243900354,"6-TOTAL",243,"1373","1314.84","39506070","39","CC de la Station des Rousses-Haut Jura"
"6386",243900420,"1-ASSO+FOND",13,"258","224.53","5534954","39","CC du Val d'Amour"
"6387",243900420,"1A-ASSOCIATIONS",12,"s","s","s","39","CC du Val d'Amour"
"6388",243900420,"1B-FONDATIONS",1,"s","s","s","39","CC du Val d'Amour"
"6389",243900420,"2-COOPERATIVES",5,"s","s","s","39","CC du Val d'Amour"
"6390",243900420,"3-MUTUELLES",1,"s","s","s","39","CC du Val d'Amour"
"6391",243900420,"4-ESS",19,"290","256.85","6777424","39","CC du Val d'Amour"
"6392",243900420,"5-HORS ESS",249,"1315","1240.49","36486095","39","CC du Val d'Amour"
"6393",243900420,"5A-PUBLIC",52,"319","280.3","8558884","39","CC du Val d'Amour"
"6394",243900420,"5B-PRIVE",197,"996","960.19","27927211","39","CC du Val d'Amour"
"6395",243900420,"6-TOTAL",268,"1605","1497.34","43263519","39","CC du Val d'Amour"
"6396",243900479,"1-ASSO+FOND",26,"151","153.28","4358433","39","CC Haut-Jura Arcade Communauté"
"6397",243900479,"1A-ASSOCIATIONS",26,"151","153.28","4358433","39","CC Haut-Jura Arcade Communauté"
"6398",243900479,"2-COOPERATIVES",4,"11","12.06","573286","39","CC Haut-Jura Arcade Communauté"
"6399",243900479,"4-ESS",30,"162","165.34","4931719","39","CC Haut-Jura Arcade Communauté"
"6400",243900479,"5-HORS ESS",255,"2269","2164.32","73184489","39","CC Haut-Jura Arcade Communauté"
"6401",243900479,"5A-PUBLIC",20,"524","490.73","16013078","39","CC Haut-Jura Arcade Communauté"
"6402",243900479,"5B-PRIVE",235,"1745","1673.59","57171411","39","CC Haut-Jura Arcade Communauté"
"6403",243900479,"6-TOTAL",285,"2431","2329.66","78116208","39","CC Haut-Jura Arcade Communauté"
"6404",243900560,"1-ASSO+FOND",17,"s","s","s","39","CC Jura Nord"
"6405",243900560,"1A-ASSOCIATIONS",17,"s","s","s","39","CC Jura Nord"
"6406",243900560,"3-MUTUELLES",1,"s","s","s","39","CC Jura Nord"
"6407",243900560,"4-ESS",18,"76","68.65","2033783","39","CC Jura Nord"
"6408",243900560,"5-HORS ESS",221,"990","876.58","26432834","39","CC Jura Nord"
"6409",243900560,"5A-PUBLIC",56,"330","279.58","7704370","39","CC Jura Nord"
"6410",243900560,"5B-PRIVE",165,"660","597","18728464","39","CC Jura Nord"
"6411",243900560,"6-TOTAL",239,"1066","945.23","28466617","39","CC Jura Nord"
"6412",243900610,"1-ASSO+FOND",9,"48","41.57","997650","39","CC la Grandvallière"
"6413",243900610,"1A-ASSOCIATIONS",9,"48","41.57","997650","39","CC la Grandvallière"
"6414",243900610,"2-COOPERATIVES",6,"s","s","s","39","CC la Grandvallière"
"6415",243900610,"3-MUTUELLES",1,"s","s","s","39","CC la Grandvallière"
"6416",243900610,"4-ESS",16,"81","71.26","2014114","39","CC la Grandvallière"
"6417",243900610,"5-HORS ESS",167,"731","699.83","19613544","39","CC la Grandvallière"
"6418",243900610,"5A-PUBLIC",26,"199","163.39","4864533","39","CC la Grandvallière"
"6419",243900610,"5B-PRIVE",141,"532","536.44","14749011","39","CC la Grandvallière"
"6420",243900610,"6-TOTAL",183,"812","771.09","21627658","39","CC la Grandvallière"
"6421",243901089,"1-ASSO+FOND",11,"62","49.31","1026998","39","CC de la Plaine Jurassienne"
"6422",243901089,"1A-ASSOCIATIONS",11,"62","49.31","1026998","39","CC de la Plaine Jurassienne"
"6423",243901089,"2-COOPERATIVES",5,"26","22.5","856006","39","CC de la Plaine Jurassienne"
"6424",243901089,"4-ESS",16,"88","71.81","1883004","39","CC de la Plaine Jurassienne"
"6425",243901089,"5-HORS ESS",182,"824","740.33","20186829","39","CC de la Plaine Jurassienne"
"6426",243901089,"5A-PUBLIC",41,"249","205.68","5797602","39","CC de la Plaine Jurassienne"
"6427",243901089,"5B-PRIVE",141,"575","534.65","14389227","39","CC de la Plaine Jurassienne"
"6428",243901089,"6-TOTAL",198,"912","812.14","22069833","39","CC de la Plaine Jurassienne"
"6429",244000543,"1-ASSO+FOND",22,"29","33.57","820862","40","CC de Mimizan"
"6430",244000543,"1A-ASSOCIATIONS",22,"29","33.57","820862","40","CC de Mimizan"
"6431",244000543,"2-COOPERATIVES",5,"s","s","s","40","CC de Mimizan"
"6432",244000543,"3-MUTUELLES",1,"s","s","s","40","CC de Mimizan"
"6433",244000543,"4-ESS",28,"52","55.17","1764722","40","CC de Mimizan"
"6434",244000543,"5-HORS ESS",519,"2873","2950.48","86040324","40","CC de Mimizan"
"6435",244000543,"5A-PUBLIC",33,"848","793.27","21468814","40","CC de Mimizan"
"6436",244000543,"5B-PRIVE",486,"2025","2157.21","64571510","40","CC de Mimizan"
"6437",244000543,"6-TOTAL",547,"2925","3005.65","87805046","40","CC de Mimizan"
"6438",244000659,"1-ASSO+FOND",48,"748","652.85","15294648","40","CC du Seignanx"
"6439",244000659,"1A-ASSOCIATIONS",48,"748","652.85","15294648","40","CC du Seignanx"
"6440",244000659,"2-COOPERATIVES",13,"s","s","s","40","CC du Seignanx"
"6441",244000659,"3-MUTUELLES",1,"s","s","s","40","CC du Seignanx"
"6442",244000659,"4-ESS",62,"959","861.63","22616205","40","CC du Seignanx"
"6443",244000659,"5-HORS ESS",583,"6392","5991.28","215004612","40","CC du Seignanx"
"6444",244000659,"5A-PUBLIC",44,"1212","1116.32","34111493","40","CC du Seignanx"
"6445",244000659,"5B-PRIVE",539,"5180","4874.96","180893119","40","CC du Seignanx"
"6446",244000659,"6-TOTAL",645,"7351","6852.91","237620817","40","CC du Seignanx"
"6447",244000691,"1-ASSO+FOND",27,"275","265.55","6723853","40","CC du Pays Morcenais"
"6448",244000691,"1A-ASSOCIATIONS",27,"275","265.55","6723853","40","CC du Pays Morcenais"
"6449",244000691,"2-COOPERATIVES",7,"61","61.92","2107276","40","CC du Pays Morcenais"
"6450",244000691,"4-ESS",34,"336","327.47","8831129","40","CC du Pays Morcenais"
"6451",244000691,"5-HORS ESS",239,"1909","1813.62","54202385","40","CC du Pays Morcenais"
"6452",244000691,"5A-PUBLIC",41,"665","608.9","17748979","40","CC du Pays Morcenais"
"6453",244000691,"5B-PRIVE",198,"1244","1204.72","36453406","40","CC du Pays Morcenais"
"6454",244000691,"6-TOTAL",273,"2245","2141.09","63033514","40","CC du Pays Morcenais"
"6455",244000766,"1-ASSO+FOND",48,"219","185.96","5438310","40","CC du Pays Tarusate"
"6456",244000766,"1A-ASSOCIATIONS",48,"219","185.96","5438310","40","CC du Pays Tarusate"
"6457",244000766,"2-COOPERATIVES",10,"84","81.01","2796971","40","CC du Pays Tarusate"
"6458",244000766,"4-ESS",58,"303","266.97","8235281","40","CC du Pays Tarusate"
"6459",244000766,"5-HORS ESS",404,"3429","3205.38","103572059","40","CC du Pays Tarusate"
"6460",244000766,"5A-PUBLIC",52,"815","745.63","20251868","40","CC du Pays Tarusate"
"6461",244000766,"5B-PRIVE",352,"2614","2459.75","83320191","40","CC du Pays Tarusate"
"6462",244000766,"6-TOTAL",462,"3732","3472.35","111807340","40","CC du Pays Tarusate"
"6463",244000774,"1-ASSO+FOND",19,"s","s","s","40","CC du Pays de Villeneuve en Armagnac Landais"
"6464",244000774,"1A-ASSOCIATIONS",19,"s","s","s","40","CC du Pays de Villeneuve en Armagnac Landais"
"6465",244000774,"2-COOPERATIVES",1,"s","s","s","40","CC du Pays de Villeneuve en Armagnac Landais"
"6466",244000774,"4-ESS",20,"59","49.66","1382093","40","CC du Pays de Villeneuve en Armagnac Landais"
"6467",244000774,"5-HORS ESS",159,"649","588","15521509","40","CC du Pays de Villeneuve en Armagnac Landais"
"6468",244000774,"5A-PUBLIC",28,"315","282.38","7676624","40","CC du Pays de Villeneuve en Armagnac Landais"
"6469",244000774,"5B-PRIVE",131,"334","305.62","7844885","40","CC du Pays de Villeneuve en Armagnac Landais"
"6470",244000774,"6-TOTAL",179,"708","637.66","16903602","40","CC du Pays de Villeneuve en Armagnac Landais"
"6471",244000824,"1-ASSO+FOND",18,"110","91.94","2339640","40","CC du Pays Grenadois"
"6472",244000824,"1A-ASSOCIATIONS",18,"110","91.94","2339640","40","CC du Pays Grenadois"
"6473",244000824,"2-COOPERATIVES",3,"94","99.95","3431963","40","CC du Pays Grenadois"
"6474",244000824,"4-ESS",21,"204","191.89","5771603","40","CC du Pays Grenadois"
"6475",244000824,"5-HORS ESS",180,"1071","1090.11","35012322","40","CC du Pays Grenadois"
"6476",244000824,"5A-PUBLIC",29,"281","250.99","6775849","40","CC du Pays Grenadois"
"6477",244000824,"5B-PRIVE",151,"790","839.12","28236473","40","CC du Pays Grenadois"
"6478",244000824,"6-TOTAL",201,"1275","1282","40783925","40","CC du Pays Grenadois"
"6479",244000857,"1-ASSO+FOND",31,"152","129.1","3586662","40","CC Côte Landes Nature"
"6480",244000857,"1A-ASSOCIATIONS",31,"152","129.1","3586662","40","CC Côte Landes Nature"
"6481",244000857,"2-COOPERATIVES",8,"78","107.61","3499479","40","CC Côte Landes Nature"
"6482",244000857,"4-ESS",39,"230","236.71","7086141","40","CC Côte Landes Nature"
"6483",244000857,"5-HORS ESS",493,"3342","3541.68","114899745","40","CC Côte Landes Nature"
"6484",244000857,"5A-PUBLIC",26,"545","527.71","14376111","40","CC Côte Landes Nature"
"6485",244000857,"5B-PRIVE",467,"2797","3013.97","100523634","40","CC Côte Landes Nature"
"6486",244000857,"6-TOTAL",532,"3572","3778.39","121985886","40","CC Côte Landes Nature"
"6487",244000865,"1-ASSO+FOND",181,"1036","966.27","26849746","40","CC Maremne Adour Côte Sud"
"6488",244000865,"1A-ASSOCIATIONS",181,"1036","966.27","26849746","40","CC Maremne Adour Côte Sud"
"6489",244000865,"2-COOPERATIVES",25,"155","156.52","6428359","40","CC Maremne Adour Côte Sud"
"6490",244000865,"3-MUTUELLES",3,"11","11.2","439307","40","CC Maremne Adour Côte Sud"
"6491",244000865,"4-ESS",209,"1202","1133.99","33717412","40","CC Maremne Adour Côte Sud"
"6492",244000865,"5-HORS ESS",2986,"15336","16496.95","490583003","40","CC Maremne Adour Côte Sud"
"6493",244000865,"5A-PUBLIC",106,"3070","3029.42","90455672","40","CC Maremne Adour Côte Sud"
"6494",244000865,"5B-PRIVE",2880,"12266","13467.53","400127331","40","CC Maremne Adour Côte Sud"
"6495",244000865,"6-TOTAL",3195,"16538","17630.94","524300415","40","CC Maremne Adour Côte Sud"
"6496",244000873,"1-ASSO+FOND",71,"237","353.41","8530275","40","CC des Grands Lacs"
"6497",244000873,"1A-ASSOCIATIONS",71,"237","353.41","8530275","40","CC des Grands Lacs"
"6498",244000873,"2-COOPERATIVES",10,"59","72.97","2364304","40","CC des Grands Lacs"
"6499",244000873,"3-MUTUELLES",4,"5","5.16","232497","40","CC des Grands Lacs"
"6500",244000873,"4-ESS",85,"301","431.54","11127076","40","CC des Grands Lacs"
"6501",244000873,"5-HORS ESS",1039,"5112","5478.18","159876822","40","CC des Grands Lacs"
"6502",244000873,"5A-PUBLIC",52,"1538","1453.95","42256832","40","CC des Grands Lacs"
"6503",244000873,"5B-PRIVE",987,"3574","4024.23","117619990","40","CC des Grands Lacs"
"6504",244000873,"6-TOTAL",1124,"5413","5909.72","171003898","40","CC des Grands Lacs"
"6505",244000881,"1-ASSO+FOND",27,"156","124.85","3327559","40","CC Coteaux et Vallées des Luys"
"6506",244000881,"1A-ASSOCIATIONS",27,"156","124.85","3327559","40","CC Coteaux et Vallées des Luys"
"6507",244000881,"2-COOPERATIVES",6,"8","9.39","414317","40","CC Coteaux et Vallées des Luys"
"6508",244000881,"4-ESS",33,"164","134.24","3741876","40","CC Coteaux et Vallées des Luys"
"6509",244000881,"5-HORS ESS",221,"911","839.26","22576837","40","CC Coteaux et Vallées des Luys"
"6510",244000881,"5A-PUBLIC",38,"239","207.18","5613107","40","CC Coteaux et Vallées des Luys"
"6511",244000881,"5B-PRIVE",183,"672","632.08","16963730","40","CC Coteaux et Vallées des Luys"
"6512",244000881,"6-TOTAL",254,"1075","973.5","26318713","40","CC Coteaux et Vallées des Luys"
"6513",244100293,"1-ASSO+FOND",22,"92","68.62","1830657","41","CC des Collines du Perche"
"6514",244100293,"1A-ASSOCIATIONS",22,"92","68.62","1830657","41","CC des Collines du Perche"
"6515",244100293,"2-COOPERATIVES",4,"17","19.07","731274","41","CC des Collines du Perche"
"6516",244100293,"4-ESS",26,"109","87.69","2561931","41","CC des Collines du Perche"
"6517",244100293,"5-HORS ESS",211,"1243","1187.86","33068890","41","CC des Collines du Perche"
"6518",244100293,"5A-PUBLIC",32,"233","209.05","5873799","41","CC des Collines du Perche"
"6519",244100293,"5B-PRIVE",179,"1010","978.81","27195091","41","CC des Collines du Perche"
"6520",244100293,"6-TOTAL",237,"1352","1275.55","35630821","41","CC des Collines du Perche"
"6521",244100780,"1-ASSO+FOND",29,"s","s","s","41","CC de la Sologne des Etangs"
"6522",244100780,"1A-ASSOCIATIONS",29,"s","s","s","41","CC de la Sologne des Etangs"
"6523",244100780,"2-COOPERATIVES",2,"s","s","s","41","CC de la Sologne des Etangs"
"6524",244100780,"4-ESS",31,"135","126.35","3197160","41","CC de la Sologne des Etangs"
"6525",244100780,"5-HORS ESS",272,"1148","1048.32","30554014","41","CC de la Sologne des Etangs"
"6526",244100780,"5A-PUBLIC",31,"296","262.03","7156700","41","CC de la Sologne des Etangs"
"6527",244100780,"5B-PRIVE",241,"852","786.29","23397314","41","CC de la Sologne des Etangs"
