"REG","ESS","famille","typo_B","typo_B_det","nb_etab","nb_ent","eff_31","eff_EQTP","rem_brut"
"Bretagne","ESS + Hors ESS","1. Coopérative","HEBERGEMENT ET RESTAURATION (IZ)","Ensemble","7","3","27","34","881190"
"Bretagne","ESS + Hors ESS","1. Coopérative","INDUSTRIE+CONSTRUCTION (BE+FZ)","Ensemble","161","127","5761","5539","185192221"
"Bretagne","ESS + Hors ESS","1. Coopérative","NON-CLASSES (94.99Z)","Ensemble","2","2","s","s","s"
"Bretagne","ESS + Hors ESS","1. Coopérative","SANTE HUMAINE (QA)","Ensemble","9","8","51","55","1662786"
"Bretagne","ESS + Hors ESS","1. Coopérative","SERVICES DIVERS","Ensemble","41","21","s","s","s"
"Bretagne","ESS + Hors ESS","1. Coopérative","SOUTIEN AUX ENTREPRISES (MN)","Ensemble","313","292","1011","934","28993537"
"Bretagne","ESS + Hors ESS","1. Coopérative","SPORTS ET LOISIRS (RZ2)","Ensemble","8","1","s","s","s"
"Bretagne","ESS + Hors ESS","2. Mutuelle","ACTION SOCIALE (QB)","Ensemble","60","2","s","s","s"
"Bretagne","ESS + Hors ESS","2. Mutuelle","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","227","21","3977","3788","150527152"
"Bretagne","ESS + Hors ESS","2. Mutuelle","COMMERCE (GZ)","Ensemble","61","3","s","s","s"
"Bretagne","ESS + Hors ESS","2. Mutuelle","HEBERGEMENT ET RESTAURATION (IZ)","Ensemble","1","0","s","s","s"
"Bretagne","ESS + Hors ESS","2. Mutuelle","INDUSTRIE+CONSTRUCTION (BE+FZ)","Ensemble","1","0","s","s","s"
"Bretagne","ESS + Hors ESS","2. Mutuelle","SANTE HUMAINE (QA)","Ensemble","29","3","1776","1571","57887693"
"Bretagne","ESS + Hors ESS","2. Mutuelle","SERVICES DIVERS","Ensemble","1","1","s","s","s"
"Bretagne","ESS + Hors ESS","2. Mutuelle","SOUTIEN AUX ENTREPRISES (MN)","Ensemble","2","0","s","s","s"
"Bretagne","ESS + Hors ESS","3. Association","ACTION SOCIALE (QB)","Ensemble","1333","646","44043","37164","926162185"
"Bretagne","ESS + Hors ESS","3. Association","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","12","6","77","63","2600385"
"Bretagne","ESS + Hors ESS","3. Association","AGRICULTURE SYLVICULTURE ET PECHE (AZ)","Ensemble","31","25","s","s","s"
"Bretagne","ESS + Hors ESS","3. Association","ARTS SPECTACLES (RZ1)","Ensemble","1025","970","1276","1564","52658481"
"Bretagne","ESS + Hors ESS","3. Association","COMMERCE (GZ)","Ensemble","21","16","s","s","s"
"Bretagne","ESS + Hors ESS","3. Association","ENSEIGNEMENT (PZ)","Ensemble","1864","1539","28278","25027","839313402"
"Bretagne","ESS + Hors ESS","3. Association","HEBERGEMENT ET RESTAURATION (IZ)","Ensemble","172","98","1302","1492","40118462"
"Bretagne","ESS + Hors ESS","3. Association","INDUSTRIE+CONSTRUCTION (BE+FZ)","Ensemble","24","16","s","s","s"
"Bretagne","ESS + Hors ESS","3. Association","NON-CLASSES (94.99Z)","Ensemble","2325","2127","6874","6092","178102861"
"Bretagne","ESS + Hors ESS","3. Association","SANTE HUMAINE (QA)","Ensemble","182","97","6257","5297","198222009"
"Bretagne","ESS + Hors ESS","3. Association","SERVICES DIVERS","Ensemble","413","376","3259","2700","78929133"
"Bretagne","ESS + Hors ESS","3. Association","SOUTIEN AUX ENTREPRISES (MN)","Ensemble","900","707","10007","9754","289021260"
"Bretagne","ESS + Hors ESS","3. Association","SPORTS ET LOISIRS (RZ2)","Ensemble","2300","2195","s","s","s"
"Bretagne","ESS + Hors ESS","4. Fondation","ACTION SOCIALE (QB)","Ensemble","51","2","s","s","s"
"Bretagne","ESS + Hors ESS","4. Fondation","ARTS SPECTACLES (RZ1)","Ensemble","1","1","s","s","s"
"Bretagne","ESS + Hors ESS","4. Fondation","ENSEIGNEMENT (PZ)","Ensemble","3","1","s","s","s"
"Bretagne","ESS + Hors ESS","4. Fondation","HEBERGEMENT ET RESTAURATION (IZ)","Ensemble","2","0","s","s","s"
"Bretagne","ESS + Hors ESS","4. Fondation","NON-CLASSES (94.99Z)","Ensemble","4","2","s","s","s"
"Bretagne","ESS + Hors ESS","4. Fondation","SANTE HUMAINE (QA)","Ensemble","21","4","2898","2540","93683648"
"Bretagne","ESS + Hors ESS","4. Fondation","SOUTIEN AUX ENTREPRISES (MN)","Ensemble","5","2","s","s","s"
"Bretagne","ESS + Hors ESS","Privé Hors ESS","ACTION SOCIALE (QB)","Ensemble","390","270","6794","5557","130934314"
"Bretagne","ESS + Hors ESS","Privé Hors ESS","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","3754","2847","16250","15258","715162817"
"Bretagne","ESS + Hors ESS","Privé Hors ESS","AGRICULTURE SYLVICULTURE ET PECHE (AZ)","Ensemble","8290","8152","s","s","s"
"Bretagne","ESS + Hors ESS","Privé Hors ESS","ARTS SPECTACLES (RZ1)","Ensemble","245","215","1467","1599","52184813"
"Bretagne","ESS + Hors ESS","Privé Hors ESS","COMMERCE (GZ)","Ensemble","21029","14991","s","s","s"
"Bretagne","ESS + Hors ESS","Privé Hors ESS","ENSEIGNEMENT (PZ)","Ensemble","1020","821","3699","3247","101327058"
"Bretagne","ESS + Hors ESS","Privé Hors ESS","HEBERGEMENT ET RESTAURATION (IZ)","Ensemble","10386","9418","37330","37669","918405152"
"Bretagne","ESS + Hors ESS","Privé Hors ESS","INDUSTRIE+CONSTRUCTION (BE+FZ)","Ensemble","19167","16655","232349","224505","7537769987"
"Bretagne","ESS + Hors ESS","Privé Hors ESS","NON-CLASSES (94.99Z)","Ensemble","33","17","159","148","6141082"
"Bretagne","ESS + Hors ESS","Privé Hors ESS","SANTE HUMAINE (QA)","Ensemble","3465","3116","16186","14594","443223913"
"Bretagne","ESS + Hors ESS","Privé Hors ESS","SERVICES DIVERS","Ensemble","10441","8047","109214","104149","3618324764"
"Bretagne","ESS + Hors ESS","Privé Hors ESS","SOUTIEN AUX ENTREPRISES (MN)","Ensemble","12749","10138","78303","71878","2473865347"
"Bretagne","ESS + Hors ESS","Privé Hors ESS","SPORTS ET LOISIRS (RZ2)","Ensemble","696","611","s","s","s"
"Bretagne","ESS + Hors ESS","Public","ACTION SOCIALE (QB)","Ensemble","677","394","28843","25740","714443228"
"Bretagne","ESS + Hors ESS","Public","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","9","0","287","279","15793078"
"Bretagne","ESS + Hors ESS","Public","AGRICULTURE SYLVICULTURE ET PECHE (AZ)","Ensemble","11","1","s","s","s"
"Bretagne","ESS + Hors ESS","Public","ARTS SPECTACLES (RZ1)","Ensemble","44","15","501","516","15919488"
"Bretagne","ESS + Hors ESS","Public","COMMERCE (GZ)","Ensemble","2","0","s","s","s"
"Bretagne","ESS + Hors ESS","Public","ENSEIGNEMENT (PZ)","Ensemble","1979","432","52350","47297","1689712483"
"Bretagne","ESS + Hors ESS","Public","HEBERGEMENT ET RESTAURATION (IZ)","Ensemble","78","7","1023","1012","25660891"
"Bretagne","ESS + Hors ESS","Public","INDUSTRIE+CONSTRUCTION (BE+FZ)","Ensemble","164","123","1511","1422","40555671"
"Bretagne","ESS + Hors ESS","Public","SANTE HUMAINE (QA)","Ensemble","143","45","55924","51139","1698810349"
"Bretagne","ESS + Hors ESS","Public","SERVICES DIVERS","Ensemble","2363","1489","107768","101703","3251164650"
"Bretagne","ESS + Hors ESS","Public","SOUTIEN AUX ENTREPRISES (MN)","Ensemble","72","27","4524","4265","166389603"
"Bretagne","ESS + Hors ESS","Public","SPORTS ET LOISIRS (RZ2)","Ensemble","37","6","s","s","s"
"Centre-Val de Loire","ESS + Hors ESS","1. Coopérative","ACTION SOCIALE (QB)","Ensemble","5","3","s","s","s"
"Centre-Val de Loire","ESS + Hors ESS","1. Coopérative","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","668","47","8625","8445","387516170"
"Centre-Val de Loire","ESS + Hors ESS","1. Coopérative","AGRICULTURE SYLVICULTURE ET PECHE (AZ)","Ensemble","26","22","s","s","6227580"
"Centre-Val de Loire","ESS + Hors ESS","1. Coopérative","ARTS SPECTACLES (RZ1)","Ensemble","1","1","s","s","s"
"Centre-Val de Loire","ESS + Hors ESS","1. Coopérative","COMMERCE (GZ)","Ensemble","214","47","2300","2448","88399821"
"Centre-Val de Loire","ESS + Hors ESS","1. Coopérative","ENSEIGNEMENT (PZ)","Ensemble","18","7","s","s","s"
"Centre-Val de Loire","ESS + Hors ESS","1. Coopérative","HEBERGEMENT ET RESTAURATION (IZ)","Ensemble","4","4","s","6","125516"
"Centre-Val de Loire","ESS + Hors ESS","1. Coopérative","INDUSTRIE+CONSTRUCTION (BE+FZ)","Ensemble","55","43","1266","1313","50151766"
"Centre-Val de Loire","ESS + Hors ESS","1. Coopérative","SANTE HUMAINE (QA)","Ensemble","2","2","s","s","s"
"Centre-Val de Loire","ESS + Hors ESS","1. Coopérative","SERVICES DIVERS","Ensemble","43","25","186","182","6028121"
"Centre-Val de Loire","ESS + Hors ESS","1. Coopérative","SOUTIEN AUX ENTREPRISES (MN)","Ensemble","44","26","s","s","s"
"Centre-Val de Loire","ESS + Hors ESS","1. Coopérative","SPORTS ET LOISIRS (RZ2)","Ensemble","1","1","s","s","s"
"Centre-Val de Loire","ESS + Hors ESS","2. Mutuelle","ACTION SOCIALE (QB)","Ensemble","38","1","s","s","s"
"Centre-Val de Loire","ESS + Hors ESS","2. Mutuelle","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","211","13","s","s","s"
"Centre-Val de Loire","ESS + Hors ESS","2. Mutuelle","AGRICULTURE SYLVICULTURE ET PECHE (AZ)","Ensemble","1","0","s","s","s"
"Centre-Val de Loire","ESS + Hors ESS","2. Mutuelle","COMMERCE (GZ)","Ensemble","47","2","s","s","s"
"Centre-Val de Loire","ESS + Hors ESS","2. Mutuelle","INDUSTRIE+CONSTRUCTION (BE+FZ)","Ensemble","1","0","s","s","s"
"Centre-Val de Loire","ESS + Hors ESS","2. Mutuelle","SANTE HUMAINE (QA)","Ensemble","33","1","s","s","s"
"Centre-Val de Loire","ESS + Hors ESS","2. Mutuelle","SOUTIEN AUX ENTREPRISES (MN)","Ensemble","1","0","s","s","s"
"Centre-Val de Loire","ESS + Hors ESS","3. Association","ACTION SOCIALE (QB)","Ensemble","1240","615","32949","28085","692351338"
"Centre-Val de Loire","ESS + Hors ESS","3. Association","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","9","1","s","s","s"
"Centre-Val de Loire","ESS + Hors ESS","3. Association","AGRICULTURE SYLVICULTURE ET PECHE (AZ)","Ensemble","23","20","305","270","s"
"Centre-Val de Loire","ESS + Hors ESS","3. Association","ARTS SPECTACLES (RZ1)","Ensemble","766","724","820","922","33335950"
"Centre-Val de Loire","ESS + Hors ESS","3. Association","COMMERCE (GZ)","Ensemble","7","6","s","s","s"
"Centre-Val de Loire","ESS + Hors ESS","3. Association","ENSEIGNEMENT (PZ)","Ensemble","695","533","8837","7738","253992134"
"Centre-Val de Loire","ESS + Hors ESS","3. Association","HEBERGEMENT ET RESTAURATION (IZ)","Ensemble","117","94","s","620","15857348"
"Centre-Val de Loire","ESS + Hors ESS","3. Association","INDUSTRIE+CONSTRUCTION (BE+FZ)","Ensemble","11","6","s","s","s"
"Centre-Val de Loire","ESS + Hors ESS","3. Association","NON-CLASSES (94.99Z)","Ensemble","1543","1397","4516","s","s"
"Centre-Val de Loire","ESS + Hors ESS","3. Association","SANTE HUMAINE (QA)","Ensemble","127","67","2196","1900","74311936"
"Centre-Val de Loire","ESS + Hors ESS","3. Association","SERVICES DIVERS","Ensemble","260","232","1387","1135","29692504"
"Centre-Val de Loire","ESS + Hors ESS","3. Association","SOUTIEN AUX ENTREPRISES (MN)","Ensemble","805","687","5458","5022","140907989"
"Centre-Val de Loire","ESS + Hors ESS","3. Association","SPORTS ET LOISIRS (RZ2)","Ensemble","1762","1639","s","s","s"
"Centre-Val de Loire","ESS + Hors ESS","4. Fondation","ACTION SOCIALE (QB)","Ensemble","41","6","2379","2202","59670191"
"Centre-Val de Loire","ESS + Hors ESS","4. Fondation","ARTS SPECTACLES (RZ1)","Ensemble","5","2","s","s","s"
"Centre-Val de Loire","ESS + Hors ESS","4. Fondation","ENSEIGNEMENT (PZ)","Ensemble","3","0","s","s","s"
"Centre-Val de Loire","ESS + Hors ESS","4. Fondation","NON-CLASSES (94.99Z)","Ensemble","5","0","7","s","s"
"Centre-Val de Loire","ESS + Hors ESS","4. Fondation","SANTE HUMAINE (QA)","Ensemble","1","0","s","s","s"
"Centre-Val de Loire","ESS + Hors ESS","Privé Hors ESS","ACTION SOCIALE (QB)","Ensemble","345","214","7878","6657","171140202"
"Centre-Val de Loire","ESS + Hors ESS","Privé Hors ESS","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","2764","2042","s","s","s"
"Centre-Val de Loire","ESS + Hors ESS","Privé Hors ESS","AGRICULTURE SYLVICULTURE ET PECHE (AZ)","Ensemble","5105","5015","s","s","s"
"Centre-Val de Loire","ESS + Hors ESS","Privé Hors ESS","ARTS SPECTACLES (RZ1)","Ensemble","222","199","1368","1623","55312603"
"Centre-Val de Loire","ESS + Hors ESS","Privé Hors ESS","COMMERCE (GZ)","Ensemble","14529","10171","s","s","s"
"Centre-Val de Loire","ESS + Hors ESS","Privé Hors ESS","ENSEIGNEMENT (PZ)","Ensemble","800","646","2422","2294","67697572"
"Centre-Val de Loire","ESS + Hors ESS","Privé Hors ESS","HEBERGEMENT ET RESTAURATION (IZ)","Ensemble","5986","5073","s","23815","575338584"
"Centre-Val de Loire","ESS + Hors ESS","Privé Hors ESS","INDUSTRIE+CONSTRUCTION (BE+FZ)","Ensemble","15153","13082","194959","189565","7022242408"
"Centre-Val de Loire","ESS + Hors ESS","Privé Hors ESS","NON-CLASSES (94.99Z)","Ensemble","20","10","127","s","s"
"Centre-Val de Loire","ESS + Hors ESS","Privé Hors ESS","SANTE HUMAINE (QA)","Ensemble","2732","2453","13366","11945","371074029"
"Centre-Val de Loire","ESS + Hors ESS","Privé Hors ESS","SERVICES DIVERS","Ensemble","7935","6140","77461","73974","2394973367"
"Centre-Val de Loire","ESS + Hors ESS","Privé Hors ESS","SOUTIEN AUX ENTREPRISES (MN)","Ensemble","8515","6592","63034","57752","1863136082"
"Centre-Val de Loire","ESS + Hors ESS","Privé Hors ESS","SPORTS ET LOISIRS (RZ2)","Ensemble","462","411","s","s","s"
"Centre-Val de Loire","ESS + Hors ESS","Public","ACTION SOCIALE (QB)","Ensemble","289","197","13884","12865","356613011"
"Centre-Val de Loire","ESS + Hors ESS","Public","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","9","0","s","s","s"
"Centre-Val de Loire","ESS + Hors ESS","Public","AGRICULTURE SYLVICULTURE ET PECHE (AZ)","Ensemble","15","2","s","s","s"
"Centre-Val de Loire","ESS + Hors ESS","Public","ARTS SPECTACLES (RZ1)","Ensemble","36","10","651","675","20970099"
"Centre-Val de Loire","ESS + Hors ESS","Public","COMMERCE (GZ)","Ensemble","3","1","s","s","s"
"Centre-Val de Loire","ESS + Hors ESS","Public","ENSEIGNEMENT (PZ)","Ensemble","2471","413","44253","41330","1478468510"
"Centre-Val de Loire","ESS + Hors ESS","Public","HEBERGEMENT ET RESTAURATION (IZ)","Ensemble","44","10","s","536","13138057"
"Centre-Val de Loire","ESS + Hors ESS","Public","INDUSTRIE+CONSTRUCTION (BE+FZ)","Ensemble","366","308","1344","1263","34549284"
"Centre-Val de Loire","ESS + Hors ESS","Public","SANTE HUMAINE (QA)","Ensemble","92","40","42282","39034","1333917800"
"Centre-Val de Loire","ESS + Hors ESS","Public","SERVICES DIVERS","Ensemble","3122","2300","92201","87019","2674099430"
"Centre-Val de Loire","ESS + Hors ESS","Public","SOUTIEN AUX ENTREPRISES (MN)","Ensemble","33","14","2963","2833","124195664"
"Centre-Val de Loire","ESS + Hors ESS","Public","SPORTS ET LOISIRS (RZ2)","Ensemble","17","14","s","s","s"
"Corse","ESS + Hors ESS","1. Coopérative","ACTION SOCIALE (QB)","Ensemble","2","1","s","s","s"
"Corse","ESS + Hors ESS","1. Coopérative","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","47","7","648","636","33567627"
"Corse","ESS + Hors ESS","1. Coopérative","AGRICULTURE SYLVICULTURE ET PECHE (AZ)","Ensemble","3","3","s","s","s"
"Corse","ESS + Hors ESS","1. Coopérative","COMMERCE (GZ)","Ensemble","9","9","135","96","3077206"
"Corse","ESS + Hors ESS","1. Coopérative","ENSEIGNEMENT (PZ)","Ensemble","3","3","s","12","351269"
"Corse","ESS + Hors ESS","1. Coopérative","INDUSTRIE+CONSTRUCTION (BE+FZ)","Ensemble","9","9","s","s","s"
"Corse","ESS + Hors ESS","1. Coopérative","SERVICES DIVERS","Ensemble","4","4","s","s","s"
"Corse","ESS + Hors ESS","1. Coopérative","SOUTIEN AUX ENTREPRISES (MN)","Ensemble","7","6","s","s","s"
"Corse","ESS + Hors ESS","2. Mutuelle","ACTION SOCIALE (QB)","Ensemble","10","0","s","s","s"
"Corse","ESS + Hors ESS","2. Mutuelle","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","35","5","s","s","s"
"Corse","ESS + Hors ESS","2. Mutuelle","COMMERCE (GZ)","Ensemble","5","0","s","s","s"
"Corse","ESS + Hors ESS","2. Mutuelle","SANTE HUMAINE (QA)","Ensemble","10","0","s","s","s"
"Corse","ESS + Hors ESS","2. Mutuelle","SERVICES DIVERS","Ensemble","1","0","s","s","s"
"Corse","ESS + Hors ESS","3. Association","ACTION SOCIALE (QB)","Ensemble","209","121","4096","3373","86601352"
"Corse","ESS + Hors ESS","3. Association","AGRICULTURE SYLVICULTURE ET PECHE (AZ)","Ensemble","1","1","s","s","s"
"Corse","ESS + Hors ESS","3. Association","ARTS SPECTACLES (RZ1)","Ensemble","76","73","s","s","s"
"Corse","ESS + Hors ESS","3. Association","COMMERCE (GZ)","Ensemble","2","2","s","s","s"
"Corse","ESS + Hors ESS","3. Association","ENSEIGNEMENT (PZ)","Ensemble","63","52","s","358","12102771"
"Corse","ESS + Hors ESS","3. Association","HEBERGEMENT ET RESTAURATION (IZ)","Ensemble","11","9","s","67","2103974"
"Corse","ESS + Hors ESS","3. Association","INDUSTRIE+CONSTRUCTION (BE+FZ)","Ensemble","2","2","s","s","s"
"Corse","ESS + Hors ESS","3. Association","NON-CLASSES (94.99Z)","Ensemble","240","210","s","s","s"
"Corse","ESS + Hors ESS","3. Association","SANTE HUMAINE (QA)","Ensemble","15","6","189","171","7134251"
"Corse","ESS + Hors ESS","3. Association","SERVICES DIVERS","Ensemble","41","39","s","144","3792789"
"Corse","ESS + Hors ESS","3. Association","SOUTIEN AUX ENTREPRISES (MN)","Ensemble","47","36","s","s","s"
"Corse","ESS + Hors ESS","3. Association","SPORTS ET LOISIRS (RZ2)","Ensemble","165","157","s","s","s"
"Corse","ESS + Hors ESS","4. Fondation","NON-CLASSES (94.99Z)","Ensemble","1","0","s","s","s"
"Corse","ESS + Hors ESS","Privé Hors ESS","ACTION SOCIALE (QB)","Ensemble","45","37","1116","976","26295655"
"Corse","ESS + Hors ESS","Privé Hors ESS","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","434","346","s","s","s"
"Corse","ESS + Hors ESS","Privé Hors ESS","AGRICULTURE SYLVICULTURE ET PECHE (AZ)","Ensemble","641","630","s","s","s"
"Corse","ESS + Hors ESS","Privé Hors ESS","ARTS SPECTACLES (RZ1)","Ensemble","28","25","s","s","s"
"Corse","ESS + Hors ESS","Privé Hors ESS","COMMERCE (GZ)","Ensemble","3521","2975","s","s","s"
"Corse","ESS + Hors ESS","Privé Hors ESS","ENSEIGNEMENT (PZ)","Ensemble","113","102","s","193","4931496"
"Corse","ESS + Hors ESS","Privé Hors ESS","HEBERGEMENT ET RESTAURATION (IZ)","Ensemble","2860","2712","5597","10439","272345789"
"Corse","ESS + Hors ESS","Privé Hors ESS","INDUSTRIE+CONSTRUCTION (BE+FZ)","Ensemble","3331","3111","16646","15856","488774306"
"Corse","ESS + Hors ESS","Privé Hors ESS","NON-CLASSES (94.99Z)","Ensemble","5","4","s","s","s"
"Corse","ESS + Hors ESS","Privé Hors ESS","SANTE HUMAINE (QA)","Ensemble","408","377","s","s","s"
"Corse","ESS + Hors ESS","Privé Hors ESS","SERVICES DIVERS","Ensemble","1738","1479","10136","10021","355860174"
"Corse","ESS + Hors ESS","Privé Hors ESS","SOUTIEN AUX ENTREPRISES (MN)","Ensemble","2070","1891","s","s","s"
"Corse","ESS + Hors ESS","Privé Hors ESS","SPORTS ET LOISIRS (RZ2)","Ensemble","155","148","s","s","s"
"Corse","ESS + Hors ESS","Public","ACTION SOCIALE (QB)","Ensemble","39","11","1065","986","32820089"
"Corse","ESS + Hors ESS","Public","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","6","1","s","s","s"
"Corse","ESS + Hors ESS","Public","AGRICULTURE SYLVICULTURE ET PECHE (AZ)","Ensemble","1","0","s","s","s"
"Corse","ESS + Hors ESS","Public","ARTS SPECTACLES (RZ1)","Ensemble","4","2","s","s","s"
"Corse","ESS + Hors ESS","Public","COMMERCE (GZ)","Ensemble","1","1","s","s","s"
"Corse","ESS + Hors ESS","Public","ENSEIGNEMENT (PZ)","Ensemble","324","56","s","5605","210852187"
"Corse","ESS + Hors ESS","Public","HEBERGEMENT ET RESTAURATION (IZ)","Ensemble","3","0","s","36","978840"
"Corse","ESS + Hors ESS","Public","INDUSTRIE+CONSTRUCTION (BE+FZ)","Ensemble","23","5","309","291","9607282"
"Corse","ESS + Hors ESS","Public","SANTE HUMAINE (QA)","Ensemble","18","7","5015","4668","181499828"
"Corse","ESS + Hors ESS","Public","SERVICES DIVERS","Ensemble","559","394","18349","17816","635023446"
"Corse","ESS + Hors ESS","Public","SOUTIEN AUX ENTREPRISES (MN)","Ensemble","21","12","s","s","s"
"Corse","ESS + Hors ESS","Public","SPORTS ET LOISIRS (RZ2)","Ensemble","5","1","s","s","s"
"Grand-Est","ESS + Hors ESS","1. Coopérative","ACTION SOCIALE (QB)","Ensemble","4","3","100","83","1895675"
"Grand-Est","ESS + Hors ESS","1. Coopérative","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","1626","409","16180","16050","784842380"
"Grand-Est","ESS + Hors ESS","1. Coopérative","AGRICULTURE SYLVICULTURE ET PECHE (AZ)","Ensemble","43","34","593","549","19951768"
"Grand-Est","ESS + Hors ESS","1. Coopérative","ARTS SPECTACLES (RZ1)","Ensemble","7","6","s","161","4771109"
"Grand-Est","ESS + Hors ESS","1. Coopérative","COMMERCE (GZ)","Ensemble","393","87","4613","4488","170693657"
"Grand-Est","ESS + Hors ESS","1. Coopérative","ENSEIGNEMENT (PZ)","Ensemble","21","9","s","s","s"
"Grand-Est","ESS + Hors ESS","1. Coopérative","HEBERGEMENT ET RESTAURATION (IZ)","Ensemble","11","3","74","97","2313764"
"Grand-Est","ESS + Hors ESS","1. Coopérative","INDUSTRIE+CONSTRUCTION (BE+FZ)","Ensemble","243","212","6218","5964","240576541"
"Grand-Est","ESS + Hors ESS","1. Coopérative","NON-CLASSES (94.99Z)","Ensemble","2","2","s","s","s"
"Grand-Est","ESS + Hors ESS","1. Coopérative","SANTE HUMAINE (QA)","Ensemble","1","1","s","s","s"
"Grand-Est","ESS + Hors ESS","1. Coopérative","SERVICES DIVERS","Ensemble","48","21","s","s","s"
"Grand-Est","ESS + Hors ESS","1. Coopérative","SOUTIEN AUX ENTREPRISES (MN)","Ensemble","96","85","720","648","19995524"
"Grand-Est","ESS + Hors ESS","2. Mutuelle","ACTION SOCIALE (QB)","Ensemble","8","3","284","257","6244029"
"Grand-Est","ESS + Hors ESS","2. Mutuelle","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","389","41","5180","4923","215032492"
"Grand-Est","ESS + Hors ESS","2. Mutuelle","COMMERCE (GZ)","Ensemble","54","1","s","s","s"
"Grand-Est","ESS + Hors ESS","2. Mutuelle","HEBERGEMENT ET RESTAURATION (IZ)","Ensemble","1","1","s","s","s"
"Grand-Est","ESS + Hors ESS","2. Mutuelle","INDUSTRIE+CONSTRUCTION (BE+FZ)","Ensemble","2","0","s","s","s"
"Grand-Est","ESS + Hors ESS","2. Mutuelle","SANTE HUMAINE (QA)","Ensemble","51","5","s","s","s"
"Grand-Est","ESS + Hors ESS","2. Mutuelle","SOUTIEN AUX ENTREPRISES (MN)","Ensemble","3","0","8","8","193960"
"Grand-Est","ESS + Hors ESS","3. Association","ACTION SOCIALE (QB)","Ensemble","3013","1446","84618","72654","1783058038"
"Grand-Est","ESS + Hors ESS","3. Association","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","15","5","88","86","4081203"
"Grand-Est","ESS + Hors ESS","3. Association","AGRICULTURE SYLVICULTURE ET PECHE (AZ)","Ensemble","28","26","256","263","s"
"Grand-Est","ESS + Hors ESS","3. Association","ARTS SPECTACLES (RZ1)","Ensemble","1155","1108","2018","2213","71676008"
"Grand-Est","ESS + Hors ESS","3. Association","COMMERCE (GZ)","Ensemble","26","19","s","s","s"
"Grand-Est","ESS + Hors ESS","3. Association","ENSEIGNEMENT (PZ)","Ensemble","1542","1247","15838","13819","469774481"
"Grand-Est","ESS + Hors ESS","3. Association","HEBERGEMENT ET RESTAURATION (IZ)","Ensemble","227","162","1867","1738","47753377"
"Grand-Est","ESS + Hors ESS","3. Association","INDUSTRIE+CONSTRUCTION (BE+FZ)","Ensemble","23","15","s","s","s"
"Grand-Est","ESS + Hors ESS","3. Association","NON-CLASSES (94.99Z)","Ensemble","3076","2735","11136","9560","270126783"
"Grand-Est","ESS + Hors ESS","3. Association","SANTE HUMAINE (QA)","Ensemble","348","140","11411","10233","377609200"
"Grand-Est","ESS + Hors ESS","3. Association","SERVICES DIVERS","Ensemble","585","510","2782","2397","72135534"
"Grand-Est","ESS + Hors ESS","3. Association","SOUTIEN AUX ENTREPRISES (MN)","Ensemble","822","647","11392","9950","311365163"
"Grand-Est","ESS + Hors ESS","3. Association","SPORTS ET LOISIRS (RZ2)","Ensemble","1780","1673","4361","3652","s"
"Grand-Est","ESS + Hors ESS","4. Fondation","ACTION SOCIALE (QB)","Ensemble","102","17","4322","3911","106210719"
"Grand-Est","ESS + Hors ESS","4. Fondation","ARTS SPECTACLES (RZ1)","Ensemble","4","3","s","22","618000"
"Grand-Est","ESS + Hors ESS","4. Fondation","ENSEIGNEMENT (PZ)","Ensemble","13","1","s","s","s"
"Grand-Est","ESS + Hors ESS","4. Fondation","HEBERGEMENT ET RESTAURATION (IZ)","Ensemble","3","2","s","s","s"
"Grand-Est","ESS + Hors ESS","4. Fondation","NON-CLASSES (94.99Z)","Ensemble","16","6","s","s","s"
"Grand-Est","ESS + Hors ESS","4. Fondation","SANTE HUMAINE (QA)","Ensemble","26","3","4385","3942","135302306"
"Grand-Est","ESS + Hors ESS","4. Fondation","SERVICES DIVERS","Ensemble","1","1","s","s","s"
"Grand-Est","ESS + Hors ESS","4. Fondation","SOUTIEN AUX ENTREPRISES (MN)","Ensemble","5","5","623","550","17687818"
"Grand-Est","ESS + Hors ESS","Privé Hors ESS","ACTION SOCIALE (QB)","Ensemble","911","606","13561","11134","265668966"
"Grand-Est","ESS + Hors ESS","Privé Hors ESS","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","5644","4067","27136","25691","1228142959"
