"ESS","famille","typo_C","typo_C_det","taille_etab","IDF","nb_etab","nb_ent","eff_31","eff_EQTP","rem_brut"
"ESS + Hors ESS","4. Fondation","SOUTIEN AUX ENTREPRISES (MN)","Ensemble","Toutes entreprises","Ensemble","103","71","8041","7663","327283984"
"ESS + Hors ESS","4. Fondation","SPORTS ET LOISIRS (RZ2)","Ensemble","Toutes entreprises","Ensemble","4","3","s","s","s"
"ESS + Hors ESS","Privé Hors ESS","ACTION SOCIALE (QB)","Ensemble","Toutes entreprises","Ensemble","11600","7650","224209","188539","4740310794"
"ESS + Hors ESS","Privé Hors ESS","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","Toutes entreprises","Ensemble","81449","59958","575304","549333","34512672008"
"ESS + Hors ESS","Privé Hors ESS","AGRICULTURE SYLVICULTURE ET PECHE (AZ)","Ensemble","Toutes entreprises","Ensemble","98881","97181","220954","226340","5794625862"
"ESS + Hors ESS","Privé Hors ESS","ARTS SPECTACLES (RZ1)","Ensemble","Toutes entreprises","Ensemble","6494","5751","48498","52157","2099242014"
"ESS + Hors ESS","Privé Hors ESS","AUTRES INDUSTRIES (BE sauf CA)+CONSTRUCTION (FZ)","Ensemble","Toutes entreprises","Ensemble","341629","299849","3841334","3724689","148411695007"
"ESS + Hors ESS","Privé Hors ESS","COMMERCE (GZ)","Ensemble","Toutes entreprises","Ensemble","444057","322503","3035850","2816752","95114973108"
"ESS + Hors ESS","Privé Hors ESS","ENSEIGNEMENT (PZ)","Ensemble","Toutes entreprises","Ensemble","24661","20565","101705","88495","3088645996"
"ESS + Hors ESS","Privé Hors ESS","HEBERGEMENT ET RESTAURATION (IZ)","Ensemble","Toutes entreprises","Ensemble","200806","177723","945762","910427","23594273571"
"ESS + Hors ESS","Privé Hors ESS","INDUSTRIES ALIMENTAIRES (CA)","Ensemble","Toutes entreprises","Ensemble","48949","42813","s","s","s"
"ESS + Hors ESS","Privé Hors ESS","INFORMATION ET COMMUNICATION (JZ)","Ensemble","Toutes entreprises","Ensemble","56730","45304","769686","753911","40011133923"
"ESS + Hors ESS","Privé Hors ESS","NON-CLASSES (94.99Z)","Ensemble","Toutes entreprises","Ensemble","1068","299","s","s","s"
"ESS + Hors ESS","Privé Hors ESS","ORGANISMES EXTRATERRITORIAUX","Ensemble","Toutes entreprises","Ensemble","429","294","s","s","s"
"ESS + Hors ESS","Privé Hors ESS","SANTE HUMAINE (QA)","Ensemble","Toutes entreprises","Ensemble","76264","68963","369170","333489","10494343093"
"ESS + Hors ESS","Privé Hors ESS","SERVICES DIVERS","Ensemble","Toutes entreprises","Ensemble","207827","170149","1751022","1663518","56481278972"
"ESS + Hors ESS","Privé Hors ESS","SOUTIEN AUX ENTREPRISES (MN)","Ensemble","Toutes entreprises","Ensemble","334172","281354","2419539","2218327","91903698343"
"ESS + Hors ESS","Privé Hors ESS","SPORTS ET LOISIRS (RZ2)","Ensemble","Toutes entreprises","Ensemble","13964","12384","72335","69174","2927639273"
"ESS + Hors ESS","Public","ACTION SOCIALE (QB)","Ensemble","Toutes entreprises","Ensemble","8981","5168","379556","341383","9587480875"
"ESS + Hors ESS","Public","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","Toutes entreprises","Ensemble","246","27","19837","19101","1203225481"
"ESS + Hors ESS","Public","AGRICULTURE SYLVICULTURE ET PECHE (AZ)","Ensemble","Toutes entreprises","Ensemble","292","31","9625","9461","321765702"
"ESS + Hors ESS","Public","ARTS SPECTACLES (RZ1)","Ensemble","Toutes entreprises","Ensemble","953","314","35776","34800","1262130501"
"ESS + Hors ESS","Public","AUTRES INDUSTRIES (BE sauf CA)+CONSTRUCTION (FZ)","Ensemble","Toutes entreprises","Ensemble","4708","3718","44513","42733","1384740821"
"ESS + Hors ESS","Public","COMMERCE (GZ)","Ensemble","Toutes entreprises","Ensemble","54","4","1798","1677","73959702"
"ESS + Hors ESS","Public","ENSEIGNEMENT (PZ)","Ensemble","Toutes entreprises","Ensemble","56006","9582","1283155","1178623","42982284005"
"ESS + Hors ESS","Public","HEBERGEMENT ET RESTAURATION (IZ)","Ensemble","Toutes entreprises","Ensemble","1354","139","14714","14238","349049205"
"ESS + Hors ESS","Public","INDUSTRIES ALIMENTAIRES (CA)","Ensemble","Toutes entreprises","Ensemble","63","15","s","s","s"
"ESS + Hors ESS","Public","INFORMATION ET COMMUNICATION (JZ)","Ensemble","Toutes entreprises","Ensemble","152","60","s","s","s"
"ESS + Hors ESS","Public","NON-CLASSES (94.99Z)","Ensemble","Toutes entreprises","Ensemble","8","4","s","s","s"
"ESS + Hors ESS","Public","SANTE HUMAINE (QA)","Ensemble","Toutes entreprises","Ensemble","2871","847","1052394","972392","33376577956"
"ESS + Hors ESS","Public","SERVICES DIVERS","Ensemble","Toutes entreprises","Ensemble","63074","43838","2686172","2524527","84319800988"
"ESS + Hors ESS","Public","SOUTIEN AUX ENTREPRISES (MN)","Ensemble","Toutes entreprises","Ensemble","1340","518","113133","109696","4883844220"
"ESS + Hors ESS","Public","SPORTS ET LOISIRS (RZ2)","Ensemble","Toutes entreprises","Ensemble","629","167","5981","6071","179095132"
"ESS + Hors ESS","1. Coopérative","ACTION SOCIALE (QB)","Ensemble","Toutes entreprises","Hors IDF","119","75","2279","1658","37791745"
"ESS + Hors ESS","1. Coopérative","ACTION SOCIALE (QB)","Ensemble","Toutes entreprises","IDF","29","19","416","362","10271471"
"ESS + Hors ESS","1. Coopérative","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","Toutes entreprises","Hors IDF","12588","1549","145699","144500","6894677711"
"ESS + Hors ESS","1. Coopérative","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","Toutes entreprises","IDF","1277","30","21870","21771","1258164651"
"ESS + Hors ESS","1. Coopérative","AGRICULTURE SYLVICULTURE ET PECHE (AZ)","Ensemble","Toutes entreprises","Hors IDF","812","714","s","s","s"
"ESS + Hors ESS","1. Coopérative","AGRICULTURE SYLVICULTURE ET PECHE (AZ)","Ensemble","Toutes entreprises","IDF","8","8","s","s","s"
"ESS + Hors ESS","1. Coopérative","ARTS SPECTACLES (RZ1)","Ensemble","Toutes entreprises","Hors IDF","77","69","787","977","33655780"
"ESS + Hors ESS","1. Coopérative","ARTS SPECTACLES (RZ1)","Ensemble","Toutes entreprises","IDF","22","19","218","238","7786653"
"ESS + Hors ESS","1. Coopérative","AUTRES INDUSTRIES (BE sauf CA)+CONSTRUCTION (FZ)","Ensemble","Toutes entreprises","Hors IDF","1156","957","19962","19202","643475050"
"ESS + Hors ESS","1. Coopérative","AUTRES INDUSTRIES (BE sauf CA)+CONSTRUCTION (FZ)","Ensemble","Toutes entreprises","IDF","92","70","2913","2903","115939741"
"ESS + Hors ESS","1. Coopérative","COMMERCE (GZ)","Ensemble","Toutes entreprises","Hors IDF","3247","1037","44411","43989","1534764437"
"ESS + Hors ESS","1. Coopérative","COMMERCE (GZ)","Ensemble","Toutes entreprises","IDF","118","63","4078","3965","193545458"
"ESS + Hors ESS","1. Coopérative","ENSEIGNEMENT (PZ)","Ensemble","Toutes entreprises","Hors IDF","238","118","s","s","s"
"ESS + Hors ESS","1. Coopérative","ENSEIGNEMENT (PZ)","Ensemble","Toutes entreprises","IDF","24","16","s","s","s"
"ESS + Hors ESS","1. Coopérative","HEBERGEMENT ET RESTAURATION (IZ)","Ensemble","Toutes entreprises","Hors IDF","132","108","682","693","16438362"
"ESS + Hors ESS","1. Coopérative","HEBERGEMENT ET RESTAURATION (IZ)","Ensemble","Toutes entreprises","IDF","13","13","s","s","s"
"ESS + Hors ESS","1. Coopérative","INDUSTRIES ALIMENTAIRES (CA)","Ensemble","Toutes entreprises","Hors IDF","1064","901","s","s","s"
"ESS + Hors ESS","1. Coopérative","INDUSTRIES ALIMENTAIRES (CA)","Ensemble","Toutes entreprises","IDF","8","6","s","s","s"
"ESS + Hors ESS","1. Coopérative","INFORMATION ET COMMUNICATION (JZ)","Ensemble","Toutes entreprises","Hors IDF","192","159","s","s","s"
"ESS + Hors ESS","1. Coopérative","INFORMATION ET COMMUNICATION (JZ)","Ensemble","Toutes entreprises","IDF","56","49","s","s","s"
"ESS + Hors ESS","1. Coopérative","NON-CLASSES (94.99Z)","Ensemble","Toutes entreprises","Hors IDF","21","20","s","s","s"
"ESS + Hors ESS","1. Coopérative","NON-CLASSES (94.99Z)","Ensemble","Toutes entreprises","IDF","3","1","s","s","s"
"ESS + Hors ESS","1. Coopérative","SANTE HUMAINE (QA)","Ensemble","Toutes entreprises","Hors IDF","36","33","s","s","s"
"ESS + Hors ESS","1. Coopérative","SANTE HUMAINE (QA)","Ensemble","Toutes entreprises","IDF","3","3","s","s","s"
"ESS + Hors ESS","1. Coopérative","SERVICES DIVERS","Ensemble","Toutes entreprises","Hors IDF","521","273","6887","6125","204620594"
"ESS + Hors ESS","1. Coopérative","SERVICES DIVERS","Ensemble","Toutes entreprises","IDF","45","26","764","753","27831352"
"ESS + Hors ESS","1. Coopérative","SOUTIEN AUX ENTREPRISES (MN)","Ensemble","Toutes entreprises","Hors IDF","1764","1493","s","s","s"
"ESS + Hors ESS","1. Coopérative","SOUTIEN AUX ENTREPRISES (MN)","Ensemble","Toutes entreprises","IDF","190","136","s","s","s"
"ESS + Hors ESS","1. Coopérative","SPORTS ET LOISIRS (RZ2)","Ensemble","Toutes entreprises","Hors IDF","22","14","s","s","s"
"ESS + Hors ESS","1. Coopérative","SPORTS ET LOISIRS (RZ2)","Ensemble","Toutes entreprises","IDF","3","3","s","s","s"
"ESS + Hors ESS","2. Mutuelle","ACTION SOCIALE (QB)","Ensemble","Toutes entreprises","Hors IDF","689","38","19908","17405","450967915"
"ESS + Hors ESS","2. Mutuelle","ACTION SOCIALE (QB)","Ensemble","Toutes entreprises","IDF","27","10","1406","1293","39864699"
"ESS + Hors ESS","2. Mutuelle","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","Toutes entreprises","Hors IDF","4209","348","66415","62888","2728423524"
"ESS + Hors ESS","2. Mutuelle","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","Toutes entreprises","IDF","582","155","16405","15604","848025829"
"ESS + Hors ESS","2. Mutuelle","AGRICULTURE SYLVICULTURE ET PECHE (AZ)","Ensemble","Toutes entreprises","Hors IDF","1","0","s","s","s"
"ESS + Hors ESS","2. Mutuelle","AUTRES INDUSTRIES (BE sauf CA)+CONSTRUCTION (FZ)","Ensemble","Toutes entreprises","Hors IDF","16","1","s","s","s"
"ESS + Hors ESS","2. Mutuelle","AUTRES INDUSTRIES (BE sauf CA)+CONSTRUCTION (FZ)","Ensemble","Toutes entreprises","IDF","1","0","s","s","s"
"ESS + Hors ESS","2. Mutuelle","COMMERCE (GZ)","Ensemble","Toutes entreprises","Hors IDF","923","28","4218","4001","137349306"
"ESS + Hors ESS","2. Mutuelle","COMMERCE (GZ)","Ensemble","Toutes entreprises","IDF","12","0","122","107","4253204"
"ESS + Hors ESS","2. Mutuelle","ENSEIGNEMENT (PZ)","Ensemble","Toutes entreprises","Hors IDF","4","0","s","s","s"
"ESS + Hors ESS","2. Mutuelle","ENSEIGNEMENT (PZ)","Ensemble","Toutes entreprises","IDF","1","0","s","s","s"
"ESS + Hors ESS","2. Mutuelle","HEBERGEMENT ET RESTAURATION (IZ)","Ensemble","Toutes entreprises","Hors IDF","19","2","s","s","s"
"ESS + Hors ESS","2. Mutuelle","NON-CLASSES (94.99Z)","Ensemble","Toutes entreprises","Hors IDF","11","1","s","s","s"
"ESS + Hors ESS","2. Mutuelle","NON-CLASSES (94.99Z)","Ensemble","Toutes entreprises","IDF","1","1","s","s","s"
"ESS + Hors ESS","2. Mutuelle","SANTE HUMAINE (QA)","Ensemble","Toutes entreprises","Hors IDF","688","27","s","s","s"
"ESS + Hors ESS","2. Mutuelle","SANTE HUMAINE (QA)","Ensemble","Toutes entreprises","IDF","44","10","s","s","s"
"ESS + Hors ESS","2. Mutuelle","SERVICES DIVERS","Ensemble","Toutes entreprises","Hors IDF","15","8","s","s","s"
"ESS + Hors ESS","2. Mutuelle","SERVICES DIVERS","Ensemble","Toutes entreprises","IDF","3","1","s","s","s"
"ESS + Hors ESS","2. Mutuelle","SOUTIEN AUX ENTREPRISES (MN)","Ensemble","Toutes entreprises","Hors IDF","63","5","s","s","s"
"ESS + Hors ESS","2. Mutuelle","SOUTIEN AUX ENTREPRISES (MN)","Ensemble","Toutes entreprises","IDF","20","1","s","s","s"
"ESS + Hors ESS","3. Association","ACTION SOCIALE (QB)","Ensemble","Toutes entreprises","Hors IDF","27245","13886","761691","644358","16135586163"
"ESS + Hors ESS","3. Association","ACTION SOCIALE (QB)","Ensemble","Toutes entreprises","IDF","4416","1848","115877","102256","2893740309"
"ESS + Hors ESS","3. Association","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","Toutes entreprises","Hors IDF","158","41","s","s","s"
"ESS + Hors ESS","3. Association","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","Toutes entreprises","IDF","49","19","s","s","s"
"ESS + Hors ESS","3. Association","AGRICULTURE SYLVICULTURE ET PECHE (AZ)","Ensemble","Toutes entreprises","Hors IDF","580","508","s","s","s"
"ESS + Hors ESS","3. Association","AGRICULTURE SYLVICULTURE ET PECHE (AZ)","Ensemble","Toutes entreprises","IDF","25","23","s","s","s"
"ESS + Hors ESS","3. Association","ARTS SPECTACLES (RZ1)","Ensemble","Toutes entreprises","Hors IDF","16589","15556","22628","25326","849703091"
"ESS + Hors ESS","3. Association","ARTS SPECTACLES (RZ1)","Ensemble","Toutes entreprises","IDF","5116","4848","6535","7456","290651709"
"ESS + Hors ESS","3. Association","AUTRES INDUSTRIES (BE sauf CA)+CONSTRUCTION (FZ)","Ensemble","Toutes entreprises","Hors IDF","261","192","4697","4294","95271713"
"ESS + Hors ESS","3. Association","AUTRES INDUSTRIES (BE sauf CA)+CONSTRUCTION (FZ)","Ensemble","Toutes entreprises","IDF","18","13","252","231","5600358"
"ESS + Hors ESS","3. Association","COMMERCE (GZ)","Ensemble","Toutes entreprises","Hors IDF","284","206","1111","929","22105526"
"ESS + Hors ESS","3. Association","COMMERCE (GZ)","Ensemble","Toutes entreprises","IDF","24","19","252","198","5664456"
"ESS + Hors ESS","3. Association","ENSEIGNEMENT (PZ)","Ensemble","Toutes entreprises","Hors IDF","17097","13426","253997","221176","7530161827"
"ESS + Hors ESS","3. Association","ENSEIGNEMENT (PZ)","Ensemble","Toutes entreprises","IDF","2874","2316","53645","45291","1734370389"
"ESS + Hors ESS","3. Association","HEBERGEMENT ET RESTAURATION (IZ)","Ensemble","Toutes entreprises","Hors IDF","2793","1804","17532","18759","499569743"
"ESS + Hors ESS","3. Association","HEBERGEMENT ET RESTAURATION (IZ)","Ensemble","Toutes entreprises","IDF","383","174","3695","3677","120159927"
"ESS + Hors ESS","3. Association","INDUSTRIES ALIMENTAIRES (CA)","Ensemble","Toutes entreprises","Hors IDF","21","16","s","s","s"
"ESS + Hors ESS","3. Association","INFORMATION ET COMMUNICATION (JZ)","Ensemble","Toutes entreprises","Hors IDF","1936","1785","4248","4005","119553876"
"ESS + Hors ESS","3. Association","INFORMATION ET COMMUNICATION (JZ)","Ensemble","Toutes entreprises","IDF","514","487","2050","1885","84970815"
"ESS + Hors ESS","3. Association","NON-CLASSES (94.99Z)","Ensemble","Toutes entreprises","Hors IDF","34339","31081","120182","103069","2889798369"
"ESS + Hors ESS","3. Association","NON-CLASSES (94.99Z)","Ensemble","Toutes entreprises","IDF","8734","7802","37517","33544","1266148604"
"ESS + Hors ESS","3. Association","ORGANISMES EXTRATERRITORIAUX","Ensemble","Toutes entreprises","Hors IDF","1","1","s","s","s"
"ESS + Hors ESS","3. Association","ORGANISMES EXTRATERRITORIAUX","Ensemble","Toutes entreprises","IDF","2","2","s","s","s"
"ESS + Hors ESS","3. Association","SANTE HUMAINE (QA)","Ensemble","Toutes entreprises","Hors IDF","3122","1467","95341","83151","3127610267"
"ESS + Hors ESS","3. Association","SANTE HUMAINE (QA)","Ensemble","Toutes entreprises","IDF","716","371","32032","27765","1222613418"
"ESS + Hors ESS","3. Association","SERVICES DIVERS","Ensemble","Toutes entreprises","Hors IDF","4824","4259","31151","26262","743968779"
"ESS + Hors ESS","3. Association","SERVICES DIVERS","Ensemble","Toutes entreprises","IDF","1300","1191","13243","12168","514645068"
"ESS + Hors ESS","3. Association","SOUTIEN AUX ENTREPRISES (MN)","Ensemble","Toutes entreprises","Hors IDF","10604","8463","111104","104929","3090699974"
"ESS + Hors ESS","3. Association","SOUTIEN AUX ENTREPRISES (MN)","Ensemble","Toutes entreprises","IDF","1320","1127","13268","12147","498601836"
"ESS + Hors ESS","3. Association","SPORTS ET LOISIRS (RZ2)","Ensemble","Toutes entreprises","Hors IDF","29724","28331","58346","48091","1277732734"
"ESS + Hors ESS","3. Association","SPORTS ET LOISIRS (RZ2)","Ensemble","Toutes entreprises","IDF","4496","4264","18363","13776","537538415"
"ESS + Hors ESS","4. Fondation","ACTION SOCIALE (QB)","Ensemble","Toutes entreprises","Hors IDF","751","75","32531","28636","795490092"
"ESS + Hors ESS","4. Fondation","ACTION SOCIALE (QB)","Ensemble","Toutes entreprises","IDF","283","47","11464","10384","325908873"
"ESS + Hors ESS","4. Fondation","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","Toutes entreprises","Hors IDF","3","3","s","s","s"
"ESS + Hors ESS","4. Fondation","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","Toutes entreprises","IDF","3","2","s","s","s"
"ESS + Hors ESS","4. Fondation","AGRICULTURE SYLVICULTURE ET PECHE (AZ)","Ensemble","Toutes entreprises","Hors IDF","6","3","s","s","s"
"ESS + Hors ESS","4. Fondation","ARTS SPECTACLES (RZ1)","Ensemble","Toutes entreprises","Hors IDF","40","32","516","505","17111405"
"ESS + Hors ESS","4. Fondation","ARTS SPECTACLES (RZ1)","Ensemble","Toutes entreprises","IDF","25","22","332","334","16209229"
"ESS + Hors ESS","4. Fondation","AUTRES INDUSTRIES (BE sauf CA)+CONSTRUCTION (FZ)","Ensemble","Toutes entreprises","Hors IDF","1","0","s","s","s"
"ESS + Hors ESS","4. Fondation","AUTRES INDUSTRIES (BE sauf CA)+CONSTRUCTION (FZ)","Ensemble","Toutes entreprises","IDF","1","1","s","s","s"
"ESS + Hors ESS","4. Fondation","ENSEIGNEMENT (PZ)","Ensemble","Toutes entreprises","Hors IDF","113","16","3888","3510","122666580"
"ESS + Hors ESS","4. Fondation","ENSEIGNEMENT (PZ)","Ensemble","Toutes entreprises","IDF","37","14","3444","3203","146365785"
"ESS + Hors ESS","4. Fondation","HEBERGEMENT ET RESTAURATION (IZ)","Ensemble","Toutes entreprises","Hors IDF","43","6","s","s","s"
"ESS + Hors ESS","4. Fondation","HEBERGEMENT ET RESTAURATION (IZ)","Ensemble","Toutes entreprises","IDF","31","19","s","s","s"
"ESS + Hors ESS","4. Fondation","INFORMATION ET COMMUNICATION (JZ)","Ensemble","Toutes entreprises","Hors IDF","2","1","s","s","s"
"ESS + Hors ESS","4. Fondation","INFORMATION ET COMMUNICATION (JZ)","Ensemble","Toutes entreprises","IDF","4","1","s","s","s"
"ESS + Hors ESS","4. Fondation","NON-CLASSES (94.99Z)","Ensemble","Toutes entreprises","Hors IDF","107","51","503","486","18582257"
"ESS + Hors ESS","4. Fondation","NON-CLASSES (94.99Z)","Ensemble","Toutes entreprises","IDF","135","125","1611","1511","68601652"
"ESS + Hors ESS","4. Fondation","ORGANISMES EXTRATERRITORIAUX","Ensemble","Toutes entreprises","Hors IDF","1","1","s","s","s"
"ESS + Hors ESS","4. Fondation","SANTE HUMAINE (QA)","Ensemble","Toutes entreprises","Hors IDF","167","22","23398","20856","741976225"
"ESS + Hors ESS","4. Fondation","SANTE HUMAINE (QA)","Ensemble","Toutes entreprises","IDF","61","11","9558","8264","327994983"
"ESS + Hors ESS","4. Fondation","SERVICES DIVERS","Ensemble","Toutes entreprises","Hors IDF","7","6","s","s","s"
"ESS + Hors ESS","4. Fondation","SERVICES DIVERS","Ensemble","Toutes entreprises","IDF","16","3","s","s","s"
"ESS + Hors ESS","4. Fondation","SOUTIEN AUX ENTREPRISES (MN)","Ensemble","Toutes entreprises","Hors IDF","47","35","s","s","s"
"ESS + Hors ESS","4. Fondation","SOUTIEN AUX ENTREPRISES (MN)","Ensemble","Toutes entreprises","IDF","56","36","s","s","s"
"ESS + Hors ESS","4. Fondation","SPORTS ET LOISIRS (RZ2)","Ensemble","Toutes entreprises","Hors IDF","2","2","s","s","s"
"ESS + Hors ESS","4. Fondation","SPORTS ET LOISIRS (RZ2)","Ensemble","Toutes entreprises","IDF","2","1","s","s","s"
"ESS + Hors ESS","Privé Hors ESS","ACTION SOCIALE (QB)","Ensemble","Toutes entreprises","Hors IDF","8919","6058","173150","144655","3606208648"
"ESS + Hors ESS","Privé Hors ESS","ACTION SOCIALE (QB)","Ensemble","Toutes entreprises","IDF","2681","1592","51059","43884","1134102146"
"ESS + Hors ESS","Privé Hors ESS","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","Toutes entreprises","Hors IDF","63100","46639","299220","282090","13616906047"
"ESS + Hors ESS","Privé Hors ESS","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","Toutes entreprises","IDF","18349","13319","276084","267243","20895765961"
"ESS + Hors ESS","Privé Hors ESS","AGRICULTURE SYLVICULTURE ET PECHE (AZ)","Ensemble","Toutes entreprises","Hors IDF","97139","95484","s","s","s"
"ESS + Hors ESS","Privé Hors ESS","AGRICULTURE SYLVICULTURE ET PECHE (AZ)","Ensemble","Toutes entreprises","IDF","1742","1697","s","s","s"
"ESS + Hors ESS","Privé Hors ESS","ARTS SPECTACLES (RZ1)","Ensemble","Toutes entreprises","Hors IDF","4096","3557","29944","31858","1086470575"
"ESS + Hors ESS","Privé Hors ESS","ARTS SPECTACLES (RZ1)","Ensemble","Toutes entreprises","IDF","2398","2194","18554","20299","1012771439"
"ESS + Hors ESS","Privé Hors ESS","AUTRES INDUSTRIES (BE sauf CA)+CONSTRUCTION (FZ)","Ensemble","Toutes entreprises","Hors IDF","284198","248541","3196432","3100337","117301618517"
"ESS + Hors ESS","Privé Hors ESS","AUTRES INDUSTRIES (BE sauf CA)+CONSTRUCTION (FZ)","Ensemble","Toutes entreprises","IDF","57431","51308","644902","624353","31110076490"
"ESS + Hors ESS","Privé Hors ESS","COMMERCE (GZ)","Ensemble","Toutes entreprises","Hors IDF","359758","259654","2341933","2168861","66964716175"
"ESS + Hors ESS","Privé Hors ESS","COMMERCE (GZ)","Ensemble","Toutes entreprises","IDF","84299","62849","693917","647890","28150256933"
"ESS + Hors ESS","Privé Hors ESS","ENSEIGNEMENT (PZ)","Ensemble","Toutes entreprises","Hors IDF","18954","15601","68926","60486","1962731906"
"ESS + Hors ESS","Privé Hors ESS","ENSEIGNEMENT (PZ)","Ensemble","Toutes entreprises","IDF","5707","4964","32779","28008","1125914090"
"ESS + Hors ESS","Privé Hors ESS","HEBERGEMENT ET RESTAURATION (IZ)","Ensemble","Toutes entreprises","Hors IDF","159059","141797","655863","646594","16114319389"
"ESS + Hors ESS","Privé Hors ESS","HEBERGEMENT ET RESTAURATION (IZ)","Ensemble","Toutes entreprises","IDF","41747","35926","289899","263832","7479954182"
"ESS + Hors ESS","Privé Hors ESS","INDUSTRIES ALIMENTAIRES (CA)","Ensemble","Toutes entreprises","Hors IDF","42943","37284","s","s","s"
"ESS + Hors ESS","Privé Hors ESS","INDUSTRIES ALIMENTAIRES (CA)","Ensemble","Toutes entreprises","IDF","6006","5529","s","s","s"
"ESS + Hors ESS","Privé Hors ESS","INFORMATION ET COMMUNICATION (JZ)","Ensemble","Toutes entreprises","Hors IDF","29051","21186","s","s","s"
"ESS + Hors ESS","Privé Hors ESS","INFORMATION ET COMMUNICATION (JZ)","Ensemble","Toutes entreprises","IDF","27679","24118","s","s","s"
"ESS + Hors ESS","Privé Hors ESS","NON-CLASSES (94.99Z)","Ensemble","Toutes entreprises","Hors IDF","364","217","s","s","s"
"ESS + Hors ESS","Privé Hors ESS","NON-CLASSES (94.99Z)","Ensemble","Toutes entreprises","IDF","704","82","s","s","s"
"ESS + Hors ESS","Privé Hors ESS","ORGANISMES EXTRATERRITORIAUX","Ensemble","Toutes entreprises","Hors IDF","156","78","s","s","s"
"ESS + Hors ESS","Privé Hors ESS","ORGANISMES EXTRATERRITORIAUX","Ensemble","Toutes entreprises","IDF","273","216","s","s","s"
"ESS + Hors ESS","Privé Hors ESS","SANTE HUMAINE (QA)","Ensemble","Toutes entreprises","Hors IDF","64734","58506","312255","281320","8733410314"
"ESS + Hors ESS","Privé Hors ESS","SANTE HUMAINE (QA)","Ensemble","Toutes entreprises","IDF","11530","10457","56915","52169","1760932779"
"ESS + Hors ESS","Privé Hors ESS","SERVICES DIVERS","Ensemble","Toutes entreprises","Hors IDF","158218","127488","1321882","1259052","39926599030"
"ESS + Hors ESS","Privé Hors ESS","SERVICES DIVERS","Ensemble","Toutes entreprises","IDF","49609","42661","429140","404465","16554679942"
"ESS + Hors ESS","Privé Hors ESS","SOUTIEN AUX ENTREPRISES (MN)","Ensemble","Toutes entreprises","Hors IDF","225051","182976","1484070","1352052","47432993966"
"ESS + Hors ESS","Privé Hors ESS","SOUTIEN AUX ENTREPRISES (MN)","Ensemble","Toutes entreprises","IDF","109121","98378","935469","866275","44470704377"
"ESS + Hors ESS","Privé Hors ESS","SPORTS ET LOISIRS (RZ2)","Ensemble","Toutes entreprises","Hors IDF","11836","10581","44249","43435","1872735808"
"ESS + Hors ESS","Privé Hors ESS","SPORTS ET LOISIRS (RZ2)","Ensemble","Toutes entreprises","IDF","2128","1803","28086","25738","1054903465"
"ESS + Hors ESS","Public","ACTION SOCIALE (QB)","Ensemble","Toutes entreprises","Hors IDF","7544","4629","332457","298195","8294567970"
"ESS + Hors ESS","Public","ACTION SOCIALE (QB)","Ensemble","Toutes entreprises","IDF","1437","539","47099","43187","1292912905"
"ESS + Hors ESS","Public","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","Toutes entreprises","Hors IDF","216","20","7863","7628","413499921"
"ESS + Hors ESS","Public","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","Toutes entreprises","IDF","30","7","11974","11473","789725560"
"ESS + Hors ESS","Public","AGRICULTURE SYLVICULTURE ET PECHE (AZ)","Ensemble","Toutes entreprises","Hors IDF","280","30","s","s","s"
"ESS + Hors ESS","Public","AGRICULTURE SYLVICULTURE ET PECHE (AZ)","Ensemble","Toutes entreprises","IDF","12","1","s","s","s"
"ESS + Hors ESS","Public","ARTS SPECTACLES (RZ1)","Ensemble","Toutes entreprises","Hors IDF","691","240","12938","12955","434585747"
"ESS + Hors ESS","Public","ARTS SPECTACLES (RZ1)","Ensemble","Toutes entreprises","IDF","262","74","22838","21846","827544754"
"ESS + Hors ESS","Public","AUTRES INDUSTRIES (BE sauf CA)+CONSTRUCTION (FZ)","Ensemble","Toutes entreprises","Hors IDF","4367","3541","32730","31118","960907553"
"ESS + Hors ESS","Public","AUTRES INDUSTRIES (BE sauf CA)+CONSTRUCTION (FZ)","Ensemble","Toutes entreprises","IDF","341","177","11783","11615","423833268"
"ESS + Hors ESS","Public","COMMERCE (GZ)","Ensemble","Toutes entreprises","Hors IDF","43","4","765","719","29793591"
"ESS + Hors ESS","Public","COMMERCE (GZ)","Ensemble","Toutes entreprises","IDF","11","0","1033","958","44166111"
"ESS + Hors ESS","Public","ENSEIGNEMENT (PZ)","Ensemble","Toutes entreprises","Hors IDF","47719","8012","1013793","928929","33965982129"
