"REG","ESS_simp","typo_B","typo_B_det","sexe","CSP","nb_poste"
"Grand-Est","Privé Hors ESS","ENSEIGNEMENT (PZ)","Ensemble","Ensemble","Professions intermediaires","3961"
"Grand-Est","Privé Hors ESS","HEBERGEMENT ET RESTAURATION (IZ)","Ensemble","Ensemble","Cadres professions intellectuelles supérieures et chefs d entreprises","3544"
"Grand-Est","Privé Hors ESS","HEBERGEMENT ET RESTAURATION (IZ)","Ensemble","Ensemble","Employes","48936"
"Grand-Est","Privé Hors ESS","HEBERGEMENT ET RESTAURATION (IZ)","Ensemble","Ensemble","Ouvriers et Non codes","10264"
"Grand-Est","Privé Hors ESS","HEBERGEMENT ET RESTAURATION (IZ)","Ensemble","Ensemble","Professions intermediaires","4503"
"Grand-Est","Privé Hors ESS","INDUSTRIE+CONSTRUCTION (BE+FZ)","Ensemble","Ensemble","Cadres professions intellectuelles supérieures et chefs d entreprises","54770"
"Grand-Est","Privé Hors ESS","INDUSTRIE+CONSTRUCTION (BE+FZ)","Ensemble","Ensemble","Employes","37178"
"Grand-Est","Privé Hors ESS","INDUSTRIE+CONSTRUCTION (BE+FZ)","Ensemble","Ensemble","Ouvriers et Non codes","237190"
"Grand-Est","Privé Hors ESS","INDUSTRIE+CONSTRUCTION (BE+FZ)","Ensemble","Ensemble","Professions intermediaires","76856"
"Grand-Est","Privé Hors ESS","NON-CLASSES (94.99Z)","Ensemble","Ensemble","Cadres professions intellectuelles supérieures et chefs d entreprises","s"
"Grand-Est","Privé Hors ESS","NON-CLASSES (94.99Z)","Ensemble","Ensemble","Employes","s"
"Grand-Est","Privé Hors ESS","NON-CLASSES (94.99Z)","Ensemble","Ensemble","Ouvriers et Non codes","s"
"Grand-Est","Privé Hors ESS","NON-CLASSES (94.99Z)","Ensemble","Ensemble","Professions intermediaires","s"
"Grand-Est","Privé Hors ESS","SANTE HUMAINE (QA)","Ensemble","Ensemble","Cadres professions intellectuelles supérieures et chefs d entreprises","1689"
"Grand-Est","Privé Hors ESS","SANTE HUMAINE (QA)","Ensemble","Ensemble","Employes","18421"
"Grand-Est","Privé Hors ESS","SANTE HUMAINE (QA)","Ensemble","Ensemble","Ouvriers et Non codes","1372"
"Grand-Est","Privé Hors ESS","SANTE HUMAINE (QA)","Ensemble","Ensemble","Professions intermediaires","9427"
"Grand-Est","Privé Hors ESS","SERVICES DIVERS","Ensemble","Ensemble","Cadres professions intellectuelles supérieures et chefs d entreprises","27193"
"Grand-Est","Privé Hors ESS","SERVICES DIVERS","Ensemble","Ensemble","Employes","39575"
"Grand-Est","Privé Hors ESS","SERVICES DIVERS","Ensemble","Ensemble","Ouvriers et Non codes","59371"
"Grand-Est","Privé Hors ESS","SERVICES DIVERS","Ensemble","Ensemble","Professions intermediaires","24606"
"Grand-Est","Privé Hors ESS","SOUTIEN AUX ENTREPRISES (MN)","Ensemble","Ensemble","Cadres professions intellectuelles supérieures et chefs d entreprises","24465"
"Grand-Est","Privé Hors ESS","SOUTIEN AUX ENTREPRISES (MN)","Ensemble","Ensemble","Employes","41857"
"Grand-Est","Privé Hors ESS","SOUTIEN AUX ENTREPRISES (MN)","Ensemble","Ensemble","Ouvriers et Non codes","41780"
"Grand-Est","Privé Hors ESS","SOUTIEN AUX ENTREPRISES (MN)","Ensemble","Ensemble","Professions intermediaires","22092"
"Grand-Est","Privé Hors ESS","SPORTS ET LOISIRS (RZ2)","Ensemble","Ensemble","Cadres professions intellectuelles supérieures et chefs d entreprises","s"
"Grand-Est","Privé Hors ESS","SPORTS ET LOISIRS (RZ2)","Ensemble","Ensemble","Employes","1228"
"Grand-Est","Privé Hors ESS","SPORTS ET LOISIRS (RZ2)","Ensemble","Ensemble","Ouvriers et Non codes","s"
"Grand-Est","Privé Hors ESS","SPORTS ET LOISIRS (RZ2)","Ensemble","Ensemble","Professions intermediaires","1308"
"Grand-Est","Public","ACTION SOCIALE (QB)","Ensemble","Ensemble","Cadres professions intellectuelles supérieures et chefs d entreprises","1401"
"Grand-Est","Public","ACTION SOCIALE (QB)","Ensemble","Ensemble","Employes","16779"
"Grand-Est","Public","ACTION SOCIALE (QB)","Ensemble","Ensemble","Ouvriers et Non codes","2783"
"Grand-Est","Public","ACTION SOCIALE (QB)","Ensemble","Ensemble","Professions intermediaires","5518"
"Grand-Est","Public","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","Ensemble","Cadres professions intellectuelles supérieures et chefs d entreprises","343"
"Grand-Est","Public","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","Ensemble","Employes","s"
"Grand-Est","Public","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","Ensemble","Ouvriers et Non codes","s"
"Grand-Est","Public","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","Ensemble","Professions intermediaires","s"
"Grand-Est","Public","AGRICULTURE SYLVICULTURE ET PECHE (AZ)","Ensemble","Ensemble","Cadres professions intellectuelles supérieures et chefs d entreprises","s"
"Grand-Est","Public","AGRICULTURE SYLVICULTURE ET PECHE (AZ)","Ensemble","Ensemble","Employes","s"
"Grand-Est","Public","AGRICULTURE SYLVICULTURE ET PECHE (AZ)","Ensemble","Ensemble","Ouvriers et Non codes","889"
"Grand-Est","Public","AGRICULTURE SYLVICULTURE ET PECHE (AZ)","Ensemble","Ensemble","Professions intermediaires","1277"
"Grand-Est","Public","ARTS SPECTACLES (RZ1)","Ensemble","Ensemble","Cadres professions intellectuelles supérieures et chefs d entreprises","555"
"Grand-Est","Public","ARTS SPECTACLES (RZ1)","Ensemble","Ensemble","Employes","s"
"Grand-Est","Public","ARTS SPECTACLES (RZ1)","Ensemble","Ensemble","Ouvriers et Non codes","s"
"Grand-Est","Public","ARTS SPECTACLES (RZ1)","Ensemble","Ensemble","Professions intermediaires","s"
"Grand-Est","Public","COMMERCE (GZ)","Ensemble","Ensemble","Cadres professions intellectuelles supérieures et chefs d entreprises","29"
"Grand-Est","Public","COMMERCE (GZ)","Ensemble","Ensemble","Employes","38"
"Grand-Est","Public","COMMERCE (GZ)","Ensemble","Ensemble","Ouvriers et Non codes","s"
"Grand-Est","Public","COMMERCE (GZ)","Ensemble","Ensemble","Professions intermediaires","s"
"Grand-Est","Public","ENSEIGNEMENT (PZ)","Ensemble","Ensemble","Cadres professions intellectuelles supérieures et chefs d entreprises","41711"
"Grand-Est","Public","ENSEIGNEMENT (PZ)","Ensemble","Ensemble","Employes","7782"
"Grand-Est","Public","ENSEIGNEMENT (PZ)","Ensemble","Ensemble","Ouvriers et Non codes","1926"
"Grand-Est","Public","ENSEIGNEMENT (PZ)","Ensemble","Ensemble","Professions intermediaires","56463"
"Grand-Est","Public","HEBERGEMENT ET RESTAURATION (IZ)","Ensemble","Ensemble","Cadres professions intellectuelles supérieures et chefs d entreprises","s"
"Grand-Est","Public","HEBERGEMENT ET RESTAURATION (IZ)","Ensemble","Ensemble","Employes","1163"
"Grand-Est","Public","HEBERGEMENT ET RESTAURATION (IZ)","Ensemble","Ensemble","Ouvriers et Non codes","s"
"Grand-Est","Public","HEBERGEMENT ET RESTAURATION (IZ)","Ensemble","Ensemble","Professions intermediaires","s"
"Grand-Est","Public","INDUSTRIE+CONSTRUCTION (BE+FZ)","Ensemble","Ensemble","Cadres professions intellectuelles supérieures et chefs d entreprises","345"
"Grand-Est","Public","INDUSTRIE+CONSTRUCTION (BE+FZ)","Ensemble","Ensemble","Employes","542"
"Grand-Est","Public","INDUSTRIE+CONSTRUCTION (BE+FZ)","Ensemble","Ensemble","Ouvriers et Non codes","1792"
"Grand-Est","Public","INDUSTRIE+CONSTRUCTION (BE+FZ)","Ensemble","Ensemble","Professions intermediaires","606"
"Grand-Est","Public","SANTE HUMAINE (QA)","Ensemble","Ensemble","Cadres professions intellectuelles supérieures et chefs d entreprises","17444"
"Grand-Est","Public","SANTE HUMAINE (QA)","Ensemble","Ensemble","Employes","32810"
"Grand-Est","Public","SANTE HUMAINE (QA)","Ensemble","Ensemble","Ouvriers et Non codes","7199"
"Grand-Est","Public","SANTE HUMAINE (QA)","Ensemble","Ensemble","Professions intermediaires","37882"
"Grand-Est","Public","SERVICES DIVERS","Ensemble","Ensemble","Cadres professions intellectuelles supérieures et chefs d entreprises","24832"
"Grand-Est","Public","SERVICES DIVERS","Ensemble","Ensemble","Employes","76137"
"Grand-Est","Public","SERVICES DIVERS","Ensemble","Ensemble","Ouvriers et Non codes","47438"
"Grand-Est","Public","SERVICES DIVERS","Ensemble","Ensemble","Professions intermediaires","42373"
"Grand-Est","Public","SOUTIEN AUX ENTREPRISES (MN)","Ensemble","Ensemble","Cadres professions intellectuelles supérieures et chefs d entreprises","2771"
"Grand-Est","Public","SOUTIEN AUX ENTREPRISES (MN)","Ensemble","Ensemble","Employes","614"
"Grand-Est","Public","SOUTIEN AUX ENTREPRISES (MN)","Ensemble","Ensemble","Ouvriers et Non codes","114"
"Grand-Est","Public","SOUTIEN AUX ENTREPRISES (MN)","Ensemble","Ensemble","Professions intermediaires","1116"
"Grand-Est","Public","SPORTS ET LOISIRS (RZ2)","Ensemble","Ensemble","Cadres professions intellectuelles supérieures et chefs d entreprises","s"
"Grand-Est","Public","SPORTS ET LOISIRS (RZ2)","Ensemble","Ensemble","Employes","s"
"Grand-Est","Public","SPORTS ET LOISIRS (RZ2)","Ensemble","Ensemble","Ouvriers et Non codes","104"
"Grand-Est","Public","SPORTS ET LOISIRS (RZ2)","Ensemble","Ensemble","Professions intermediaires","125"
"Guadeloupe","ESS","ACTION SOCIALE (QB)","Ensemble","Ensemble","Cadres professions intellectuelles supérieures et chefs d entreprises","s"
"Guadeloupe","ESS","ACTION SOCIALE (QB)","Ensemble","Ensemble","Employes","2524"
"Guadeloupe","ESS","ACTION SOCIALE (QB)","Ensemble","Ensemble","Ouvriers et Non codes","s"
"Guadeloupe","ESS","ACTION SOCIALE (QB)","Ensemble","Ensemble","Professions intermediaires","1367"
"Guadeloupe","ESS","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","Ensemble","Cadres professions intellectuelles supérieures et chefs d entreprises","s"
"Guadeloupe","ESS","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","Ensemble","Employes","s"
"Guadeloupe","ESS","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","Ensemble","Ouvriers et Non codes","s"
"Guadeloupe","ESS","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","Ensemble","Professions intermediaires","658"
"Guadeloupe","ESS","AGRICULTURE SYLVICULTURE ET PECHE (AZ)","Ensemble","Ensemble","Cadres professions intellectuelles supérieures et chefs d entreprises","s"
"Guadeloupe","ESS","AGRICULTURE SYLVICULTURE ET PECHE (AZ)","Ensemble","Ensemble","Employes","s"
"Guadeloupe","ESS","AGRICULTURE SYLVICULTURE ET PECHE (AZ)","Ensemble","Ensemble","Ouvriers et Non codes","59"
"Guadeloupe","ESS","AGRICULTURE SYLVICULTURE ET PECHE (AZ)","Ensemble","Ensemble","Professions intermediaires","s"
"Guadeloupe","ESS","ARTS SPECTACLES (RZ1)","Ensemble","Ensemble","Cadres professions intellectuelles supérieures et chefs d entreprises","s"
"Guadeloupe","ESS","ARTS SPECTACLES (RZ1)","Ensemble","Ensemble","Employes","s"
"Guadeloupe","ESS","ARTS SPECTACLES (RZ1)","Ensemble","Ensemble","Professions intermediaires","s"
"Guadeloupe","ESS","COMMERCE (GZ)","Ensemble","Ensemble","Cadres professions intellectuelles supérieures et chefs d entreprises","s"
"Guadeloupe","ESS","COMMERCE (GZ)","Ensemble","Ensemble","Employes","s"
"Guadeloupe","ESS","COMMERCE (GZ)","Ensemble","Ensemble","Ouvriers et Non codes","8"
"Guadeloupe","ESS","COMMERCE (GZ)","Ensemble","Ensemble","Professions intermediaires","s"
"Guadeloupe","ESS","ENSEIGNEMENT (PZ)","Ensemble","Ensemble","Cadres professions intellectuelles supérieures et chefs d entreprises","s"
"Guadeloupe","ESS","ENSEIGNEMENT (PZ)","Ensemble","Ensemble","Employes","260"
"Guadeloupe","ESS","ENSEIGNEMENT (PZ)","Ensemble","Ensemble","Ouvriers et Non codes","s"
"Guadeloupe","ESS","ENSEIGNEMENT (PZ)","Ensemble","Ensemble","Professions intermediaires","528"
"Guadeloupe","ESS","HEBERGEMENT ET RESTAURATION (IZ)","Ensemble","Ensemble","Cadres professions intellectuelles supérieures et chefs d entreprises","s"
"Guadeloupe","ESS","HEBERGEMENT ET RESTAURATION (IZ)","Ensemble","Ensemble","Employes","s"
"Guadeloupe","ESS","HEBERGEMENT ET RESTAURATION (IZ)","Ensemble","Ensemble","Ouvriers et Non codes","s"
"Guadeloupe","ESS","HEBERGEMENT ET RESTAURATION (IZ)","Ensemble","Ensemble","Professions intermediaires","14"
"Guadeloupe","ESS","INDUSTRIE+CONSTRUCTION (BE+FZ)","Ensemble","Ensemble","Cadres professions intellectuelles supérieures et chefs d entreprises","s"
"Guadeloupe","ESS","INDUSTRIE+CONSTRUCTION (BE+FZ)","Ensemble","Ensemble","Employes","24"
"Guadeloupe","ESS","INDUSTRIE+CONSTRUCTION (BE+FZ)","Ensemble","Ensemble","Ouvriers et Non codes","40"
"Guadeloupe","ESS","INDUSTRIE+CONSTRUCTION (BE+FZ)","Ensemble","Ensemble","Professions intermediaires","s"
"Guadeloupe","ESS","NON-CLASSES (94.99Z)","Ensemble","Ensemble","Cadres professions intellectuelles supérieures et chefs d entreprises","s"
"Guadeloupe","ESS","NON-CLASSES (94.99Z)","Ensemble","Ensemble","Employes","s"
"Guadeloupe","ESS","NON-CLASSES (94.99Z)","Ensemble","Ensemble","Ouvriers et Non codes","s"
"Guadeloupe","ESS","NON-CLASSES (94.99Z)","Ensemble","Ensemble","Professions intermediaires","s"
"Guadeloupe","ESS","SANTE HUMAINE (QA)","Ensemble","Ensemble","Cadres professions intellectuelles supérieures et chefs d entreprises","51"
"Guadeloupe","ESS","SANTE HUMAINE (QA)","Ensemble","Ensemble","Employes","249"
"Guadeloupe","ESS","SANTE HUMAINE (QA)","Ensemble","Ensemble","Ouvriers et Non codes","23"
"Guadeloupe","ESS","SANTE HUMAINE (QA)","Ensemble","Ensemble","Professions intermediaires","161"
"Guadeloupe","ESS","SERVICES DIVERS","Ensemble","Ensemble","Cadres professions intellectuelles supérieures et chefs d entreprises","s"
"Guadeloupe","ESS","SERVICES DIVERS","Ensemble","Ensemble","Employes","164"
"Guadeloupe","ESS","SERVICES DIVERS","Ensemble","Ensemble","Ouvriers et Non codes","s"
"Guadeloupe","ESS","SERVICES DIVERS","Ensemble","Ensemble","Professions intermediaires","s"
"Guadeloupe","ESS","SOUTIEN AUX ENTREPRISES (MN)","Ensemble","Ensemble","Cadres professions intellectuelles supérieures et chefs d entreprises","s"
"Guadeloupe","ESS","SOUTIEN AUX ENTREPRISES (MN)","Ensemble","Ensemble","Employes","164"
"Guadeloupe","ESS","SOUTIEN AUX ENTREPRISES (MN)","Ensemble","Ensemble","Ouvriers et Non codes","s"
"Guadeloupe","ESS","SOUTIEN AUX ENTREPRISES (MN)","Ensemble","Ensemble","Professions intermediaires","s"
"Guadeloupe","ESS","SPORTS ET LOISIRS (RZ2)","Ensemble","Ensemble","Cadres professions intellectuelles supérieures et chefs d entreprises","13"
"Guadeloupe","ESS","SPORTS ET LOISIRS (RZ2)","Ensemble","Ensemble","Employes","92"
"Guadeloupe","ESS","SPORTS ET LOISIRS (RZ2)","Ensemble","Ensemble","Ouvriers et Non codes","11"
"Guadeloupe","ESS","SPORTS ET LOISIRS (RZ2)","Ensemble","Ensemble","Professions intermediaires","135"
"Guadeloupe","Privé Hors ESS","ACTION SOCIALE (QB)","Ensemble","Ensemble","Cadres professions intellectuelles supérieures et chefs d entreprises","s"
"Guadeloupe","Privé Hors ESS","ACTION SOCIALE (QB)","Ensemble","Ensemble","Employes","477"
"Guadeloupe","Privé Hors ESS","ACTION SOCIALE (QB)","Ensemble","Ensemble","Ouvriers et Non codes","s"
"Guadeloupe","Privé Hors ESS","ACTION SOCIALE (QB)","Ensemble","Ensemble","Professions intermediaires","s"
"Guadeloupe","Privé Hors ESS","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","Ensemble","Cadres professions intellectuelles supérieures et chefs d entreprises","559"
"Guadeloupe","Privé Hors ESS","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","Ensemble","Employes","721"
"Guadeloupe","Privé Hors ESS","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","Ensemble","Ouvriers et Non codes","s"
"Guadeloupe","Privé Hors ESS","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","Ensemble","Professions intermediaires","s"
"Guadeloupe","Privé Hors ESS","AGRICULTURE SYLVICULTURE ET PECHE (AZ)","Ensemble","Ensemble","Cadres professions intellectuelles supérieures et chefs d entreprises","s"
"Guadeloupe","Privé Hors ESS","AGRICULTURE SYLVICULTURE ET PECHE (AZ)","Ensemble","Ensemble","Employes","67"
"Guadeloupe","Privé Hors ESS","AGRICULTURE SYLVICULTURE ET PECHE (AZ)","Ensemble","Ensemble","Ouvriers et Non codes","947"
"Guadeloupe","Privé Hors ESS","AGRICULTURE SYLVICULTURE ET PECHE (AZ)","Ensemble","Ensemble","Professions intermediaires","s"
"Guadeloupe","Privé Hors ESS","ARTS SPECTACLES (RZ1)","Ensemble","Ensemble","Cadres professions intellectuelles supérieures et chefs d entreprises","50"
"Guadeloupe","Privé Hors ESS","ARTS SPECTACLES (RZ1)","Ensemble","Ensemble","Employes","176"
"Guadeloupe","Privé Hors ESS","ARTS SPECTACLES (RZ1)","Ensemble","Ensemble","Ouvriers et Non codes","27"
"Guadeloupe","Privé Hors ESS","ARTS SPECTACLES (RZ1)","Ensemble","Ensemble","Professions intermediaires","55"
"Guadeloupe","Privé Hors ESS","COMMERCE (GZ)","Ensemble","Ensemble","Cadres professions intellectuelles supérieures et chefs d entreprises","s"
"Guadeloupe","Privé Hors ESS","COMMERCE (GZ)","Ensemble","Ensemble","Employes","s"
"Guadeloupe","Privé Hors ESS","COMMERCE (GZ)","Ensemble","Ensemble","Ouvriers et Non codes","2404"
"Guadeloupe","Privé Hors ESS","COMMERCE (GZ)","Ensemble","Ensemble","Professions intermediaires","s"
"Guadeloupe","Privé Hors ESS","ENSEIGNEMENT (PZ)","Ensemble","Ensemble","Cadres professions intellectuelles supérieures et chefs d entreprises","s"
"Guadeloupe","Privé Hors ESS","ENSEIGNEMENT (PZ)","Ensemble","Ensemble","Employes","s"
"Guadeloupe","Privé Hors ESS","ENSEIGNEMENT (PZ)","Ensemble","Ensemble","Ouvriers et Non codes","s"
"Guadeloupe","Privé Hors ESS","ENSEIGNEMENT (PZ)","Ensemble","Ensemble","Professions intermediaires","290"
"Guadeloupe","Privé Hors ESS","HEBERGEMENT ET RESTAURATION (IZ)","Ensemble","Ensemble","Cadres professions intellectuelles supérieures et chefs d entreprises","s"
"Guadeloupe","Privé Hors ESS","HEBERGEMENT ET RESTAURATION (IZ)","Ensemble","Ensemble","Employes","s"
"Guadeloupe","Privé Hors ESS","HEBERGEMENT ET RESTAURATION (IZ)","Ensemble","Ensemble","Ouvriers et Non codes","s"
"Guadeloupe","Privé Hors ESS","HEBERGEMENT ET RESTAURATION (IZ)","Ensemble","Ensemble","Professions intermediaires","s"
"Guadeloupe","Privé Hors ESS","INDUSTRIE+CONSTRUCTION (BE+FZ)","Ensemble","Ensemble","Cadres professions intellectuelles supérieures et chefs d entreprises","1102"
"Guadeloupe","Privé Hors ESS","INDUSTRIE+CONSTRUCTION (BE+FZ)","Ensemble","Ensemble","Employes","2311"
"Guadeloupe","Privé Hors ESS","INDUSTRIE+CONSTRUCTION (BE+FZ)","Ensemble","Ensemble","Ouvriers et Non codes","7209"
"Guadeloupe","Privé Hors ESS","INDUSTRIE+CONSTRUCTION (BE+FZ)","Ensemble","Ensemble","Professions intermediaires","2112"
"Guadeloupe","Privé Hors ESS","NON-CLASSES (94.99Z)","Ensemble","Ensemble","Cadres professions intellectuelles supérieures et chefs d entreprises","s"
"Guadeloupe","Privé Hors ESS","NON-CLASSES (94.99Z)","Ensemble","Ensemble","Employes","s"
"Guadeloupe","Privé Hors ESS","NON-CLASSES (94.99Z)","Ensemble","Ensemble","Ouvriers et Non codes","s"
"Guadeloupe","Privé Hors ESS","NON-CLASSES (94.99Z)","Ensemble","Ensemble","Professions intermediaires","s"
"Guadeloupe","Privé Hors ESS","SANTE HUMAINE (QA)","Ensemble","Ensemble","Cadres professions intellectuelles supérieures et chefs d entreprises","189"
"Guadeloupe","Privé Hors ESS","SANTE HUMAINE (QA)","Ensemble","Ensemble","Employes","1765"
"Guadeloupe","Privé Hors ESS","SANTE HUMAINE (QA)","Ensemble","Ensemble","Ouvriers et Non codes","121"
"Guadeloupe","Privé Hors ESS","SANTE HUMAINE (QA)","Ensemble","Ensemble","Professions intermediaires","1022"
"Guadeloupe","Privé Hors ESS","SERVICES DIVERS","Ensemble","Ensemble","Cadres professions intellectuelles supérieures et chefs d entreprises","2327"
"Guadeloupe","Privé Hors ESS","SERVICES DIVERS","Ensemble","Ensemble","Employes","3289"
"Guadeloupe","Privé Hors ESS","SERVICES DIVERS","Ensemble","Ensemble","Ouvriers et Non codes","s"
"Guadeloupe","Privé Hors ESS","SERVICES DIVERS","Ensemble","Ensemble","Professions intermediaires","s"
"Guadeloupe","Privé Hors ESS","SOUTIEN AUX ENTREPRISES (MN)","Ensemble","Ensemble","Cadres professions intellectuelles supérieures et chefs d entreprises","984"
"Guadeloupe","Privé Hors ESS","SOUTIEN AUX ENTREPRISES (MN)","Ensemble","Ensemble","Employes","3870"
"Guadeloupe","Privé Hors ESS","SOUTIEN AUX ENTREPRISES (MN)","Ensemble","Ensemble","Ouvriers et Non codes","2304"
"Guadeloupe","Privé Hors ESS","SOUTIEN AUX ENTREPRISES (MN)","Ensemble","Ensemble","Professions intermediaires","1010"
"Guadeloupe","Privé Hors ESS","SPORTS ET LOISIRS (RZ2)","Ensemble","Ensemble","Cadres professions intellectuelles supérieures et chefs d entreprises","s"
"Guadeloupe","Privé Hors ESS","SPORTS ET LOISIRS (RZ2)","Ensemble","Ensemble","Employes","s"
"Guadeloupe","Privé Hors ESS","SPORTS ET LOISIRS (RZ2)","Ensemble","Ensemble","Ouvriers et Non codes","s"
"Guadeloupe","Privé Hors ESS","SPORTS ET LOISIRS (RZ2)","Ensemble","Ensemble","Professions intermediaires","s"
"Guadeloupe","Public","ACTION SOCIALE (QB)","Ensemble","Ensemble","Cadres professions intellectuelles supérieures et chefs d entreprises","s"
"Guadeloupe","Public","ACTION SOCIALE (QB)","Ensemble","Ensemble","Employes","936"
"Guadeloupe","Public","ACTION SOCIALE (QB)","Ensemble","Ensemble","Ouvriers et Non codes","931"
"Guadeloupe","Public","ACTION SOCIALE (QB)","Ensemble","Ensemble","Professions intermediaires","s"
"Guadeloupe","Public","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","Ensemble","Cadres professions intellectuelles supérieures et chefs d entreprises","s"
"Guadeloupe","Public","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","Ensemble","Employes","s"
"Guadeloupe","Public","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","Ensemble","Professions intermediaires","s"
"Guadeloupe","Public","AGRICULTURE SYLVICULTURE ET PECHE (AZ)","Ensemble","Ensemble","Cadres professions intellectuelles supérieures et chefs d entreprises","s"
"Guadeloupe","Public","AGRICULTURE SYLVICULTURE ET PECHE (AZ)","Ensemble","Ensemble","Employes","s"
"Guadeloupe","Public","AGRICULTURE SYLVICULTURE ET PECHE (AZ)","Ensemble","Ensemble","Ouvriers et Non codes","31"
"Guadeloupe","Public","AGRICULTURE SYLVICULTURE ET PECHE (AZ)","Ensemble","Ensemble","Professions intermediaires","s"
"Guadeloupe","Public","ARTS SPECTACLES (RZ1)","Ensemble","Ensemble","Cadres professions intellectuelles supérieures et chefs d entreprises","s"
"Guadeloupe","Public","ARTS SPECTACLES (RZ1)","Ensemble","Ensemble","Employes","s"
"Guadeloupe","Public","ARTS SPECTACLES (RZ1)","Ensemble","Ensemble","Ouvriers et Non codes","s"
"Guadeloupe","Public","ARTS SPECTACLES (RZ1)","Ensemble","Ensemble","Professions intermediaires","29"
"Guadeloupe","Public","ENSEIGNEMENT (PZ)","Ensemble","Ensemble","Cadres professions intellectuelles supérieures et chefs d entreprises","3173"
"Guadeloupe","Public","ENSEIGNEMENT (PZ)","Ensemble","Ensemble","Employes","s"
"Guadeloupe","Public","ENSEIGNEMENT (PZ)","Ensemble","Ensemble","Ouvriers et Non codes","s"
"Guadeloupe","Public","ENSEIGNEMENT (PZ)","Ensemble","Ensemble","Professions intermediaires","5129"
"Guadeloupe","Public","HEBERGEMENT ET RESTAURATION (IZ)","Ensemble","Ensemble","Employes","44"
"Guadeloupe","Public","INDUSTRIE+CONSTRUCTION (BE+FZ)","Ensemble","Ensemble","Cadres professions intellectuelles supérieures et chefs d entreprises","s"
"Guadeloupe","Public","INDUSTRIE+CONSTRUCTION (BE+FZ)","Ensemble","Ensemble","Employes","224"
"Guadeloupe","Public","INDUSTRIE+CONSTRUCTION (BE+FZ)","Ensemble","Ensemble","Ouvriers et Non codes","480"
"Guadeloupe","Public","INDUSTRIE+CONSTRUCTION (BE+FZ)","Ensemble","Ensemble","Professions intermediaires","s"
"Guadeloupe","Public","SANTE HUMAINE (QA)","Ensemble","Ensemble","Cadres professions intellectuelles supérieures et chefs d entreprises","1076"
"Guadeloupe","Public","SANTE HUMAINE (QA)","Ensemble","Ensemble","Employes","2033"
"Guadeloupe","Public","SANTE HUMAINE (QA)","Ensemble","Ensemble","Ouvriers et Non codes","559"
"Guadeloupe","Public","SANTE HUMAINE (QA)","Ensemble","Ensemble","Professions intermediaires","2967"
"Guadeloupe","Public","SERVICES DIVERS","Ensemble","Ensemble","Cadres professions intellectuelles supérieures et chefs d entreprises","s"
"Guadeloupe","Public","SERVICES DIVERS","Ensemble","Ensemble","Employes","9198"
"Guadeloupe","Public","SERVICES DIVERS","Ensemble","Ensemble","Ouvriers et Non codes","5108"
"Guadeloupe","Public","SERVICES DIVERS","Ensemble","Ensemble","Professions intermediaires","s"
"Guadeloupe","Public","SOUTIEN AUX ENTREPRISES (MN)","Ensemble","Ensemble","Cadres professions intellectuelles supérieures et chefs d entreprises","s"
"Guadeloupe","Public","SOUTIEN AUX ENTREPRISES (MN)","Ensemble","Ensemble","Employes","154"
"Guadeloupe","Public","SOUTIEN AUX ENTREPRISES (MN)","Ensemble","Ensemble","Ouvriers et Non codes","s"
"Guadeloupe","Public","SOUTIEN AUX ENTREPRISES (MN)","Ensemble","Ensemble","Professions intermediaires","s"
"Guadeloupe","Public","SPORTS ET LOISIRS (RZ2)","Ensemble","Ensemble","Cadres professions intellectuelles supérieures et chefs d entreprises","s"
"Guadeloupe","Public","SPORTS ET LOISIRS (RZ2)","Ensemble","Ensemble","Employes","s"
"Guadeloupe","Public","SPORTS ET LOISIRS (RZ2)","Ensemble","Ensemble","Ouvriers et Non codes","s"
"Guadeloupe","Public","SPORTS ET LOISIRS (RZ2)","Ensemble","Ensemble","Professions intermediaires","s"
"Guyane","ESS","ACTION SOCIALE (QB)","Ensemble","Ensemble","Cadres professions intellectuelles supérieures et chefs d entreprises","s"
"Guyane","ESS","ACTION SOCIALE (QB)","Ensemble","Ensemble","Employes","687"
"Guyane","ESS","ACTION SOCIALE (QB)","Ensemble","Ensemble","Ouvriers et Non codes","s"
"Guyane","ESS","ACTION SOCIALE (QB)","Ensemble","Ensemble","Professions intermediaires","683"
