"DEP","typo_Coop","typo_Coop_det","nb_etab","eff_31","eff_EQTP","rem_brut"
"72","SOUTIEN AUX ENTREPRISES (MN)","Ensemble","20","99","100","3441325"
"73","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","124","1387","1366","63702162"
"73","AGRICULTURE SYLVICULTURE ET PECHE (AZ)","Ensemble","4","s","37","1278837"
"73","AUTRES SECTEURS D ACTIVITE DES COOPERATIVES","Ensemble","6","s","81","1961328"
"73","COMMERCE (GZ)","Ensemble","29","262","216","6361824"
"73","INDUSTRIE+CONSTRUCTION (BE+FZ)","Ensemble","32","713","652","19973748"
"73","SOUTIEN AUX ENTREPRISES (MN)","Ensemble","22","319","274","9235099"
"74","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","221","2404","2437","113016000"
"74","AGRICULTURE SYLVICULTURE ET PECHE (AZ)","Ensemble","1","s","s","s"
"74","AUTRES SECTEURS D ACTIVITE DES COOPERATIVES","Ensemble","6","s","s","s"
"74","COMMERCE (GZ)","Ensemble","22","248","225","7920408"
"74","INDUSTRIE+CONSTRUCTION (BE+FZ)","Ensemble","17","340","319","11243583"
"74","SOUTIEN AUX ENTREPRISES (MN)","Ensemble","19","207","197","6516887"
"75","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","283","12030","11832","762745334"
"75","AGRICULTURE SYLVICULTURE ET PECHE (AZ)","Ensemble","2","s","s","s"
"75","AUTRES SECTEURS D ACTIVITE DES COOPERATIVES","Ensemble","84","645","620","25023686"
"75","COMMERCE (GZ)","Ensemble","32","433","s","24221247"
"75","INDUSTRIE+CONSTRUCTION (BE+FZ)","Ensemble","22","s","417","s"
"75","SOUTIEN AUX ENTREPRISES (MN)","Ensemble","95","2264","1895","72937377"
"76","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","284","2486","2557","124854661"
"76","AGRICULTURE SYLVICULTURE ET PECHE (AZ)","Ensemble","8","s","s","2377789"
"76","AUTRES SECTEURS D ACTIVITE DES COOPERATIVES","Ensemble","33","372","367","12501928"
"76","COMMERCE (GZ)","Ensemble","68","683","670","23905507"
"76","INDUSTRIE+CONSTRUCTION (BE+FZ)","Ensemble","16","723","679","24382124"
"76","SOUTIEN AUX ENTREPRISES (MN)","Ensemble","18","s","s","11482592"
"77","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","196","2292","2275","106408964"
"77","AGRICULTURE SYLVICULTURE ET PECHE (AZ)","Ensemble","3","s","s","s"
"77","AUTRES SECTEURS D ACTIVITE DES COOPERATIVES","Ensemble","22","112","102","3162147"
"77","COMMERCE (GZ)","Ensemble","15","564","552","20945133"
"77","INDUSTRIE+CONSTRUCTION (BE+FZ)","Ensemble","13","356","290","10623892"
"77","SOUTIEN AUX ENTREPRISES (MN)","Ensemble","7","s","s","s"
"78","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","175","1645","1641","82251041"
"78","AGRICULTURE SYLVICULTURE ET PECHE (AZ)","Ensemble","2","s","s","s"
"78","AUTRES SECTEURS D ACTIVITE DES COOPERATIVES","Ensemble","11","275","230","6550722"
"78","COMMERCE (GZ)","Ensemble","11","145","125","6588407"
"78","INDUSTRIE+CONSTRUCTION (BE+FZ)","Ensemble","13","216","195","7258705"
"78","SOUTIEN AUX ENTREPRISES (MN)","Ensemble","9","s","s","s"
"79","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","138","937","935","41226175"
"79","AGRICULTURE SYLVICULTURE ET PECHE (AZ)","Ensemble","8","15","17","401824"
"79","AUTRES SECTEURS D ACTIVITE DES COOPERATIVES","Ensemble","18","366","320","8946086"
"79","COMMERCE (GZ)","Ensemble","30","513","511","16454498"
"79","INDUSTRIE+CONSTRUCTION (BE+FZ)","Ensemble","24","1367","1323","38514288"
"79","SOUTIEN AUX ENTREPRISES (MN)","Ensemble","17","66","90","2244062"
"80","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","99","1813","1780","81194163"
"80","AGRICULTURE SYLVICULTURE ET PECHE (AZ)","Ensemble","12","21","23","760230"
"80","AUTRES SECTEURS D ACTIVITE DES COOPERATIVES","Ensemble","7","24","21","597277"
"80","COMMERCE (GZ)","Ensemble","32","583","595","22476877"
"80","INDUSTRIE+CONSTRUCTION (BE+FZ)","Ensemble","11","550","467","16664401"
"80","SOUTIEN AUX ENTREPRISES (MN)","Ensemble","7","28","22","725992"
"81","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","114","1162","1176","51525719"
"81","AGRICULTURE SYLVICULTURE ET PECHE (AZ)","Ensemble","20","225","215","7926577"
"81","AUTRES SECTEURS D ACTIVITE DES COOPERATIVES","Ensemble","12","72","64","1801353"
"81","COMMERCE (GZ)","Ensemble","44","243","228","6746662"
"81","INDUSTRIE+CONSTRUCTION (BE+FZ)","Ensemble","38","497","541","16375312"
"81","SOUTIEN AUX ENTREPRISES (MN)","Ensemble","19","97","78","2255999"
"82","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","79","685","668","29506422"
"82","AGRICULTURE SYLVICULTURE ET PECHE (AZ)","Ensemble","22","s","37","1001702"
"82","AUTRES SECTEURS D ACTIVITE DES COOPERATIVES","Ensemble","4","s","7","197770"
"82","COMMERCE (GZ)","Ensemble","32","569","545","17104625"
"82","INDUSTRIE+CONSTRUCTION (BE+FZ)","Ensemble","8","67","62","1768438"
"82","SOUTIEN AUX ENTREPRISES (MN)","Ensemble","15","170","127","3510427"
"83","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","201","2128","2103","96124387"
"83","AGRICULTURE SYLVICULTURE ET PECHE (AZ)","Ensemble","4","18","10","284713"
"83","AUTRES SECTEURS D ACTIVITE DES COOPERATIVES","Ensemble","17","125","97","2784969"
"83","COMMERCE (GZ)","Ensemble","21","178","167","6272115"
"83","INDUSTRIE+CONSTRUCTION (BE+FZ)","Ensemble","61","405","415","15466121"
"83","SOUTIEN AUX ENTREPRISES (MN)","Ensemble","8","23","25","1223660"
"84","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","91","1130","1100","50115376"
"84","AGRICULTURE SYLVICULTURE ET PECHE (AZ)","Ensemble","6","22","36","995237"
"84","AUTRES SECTEURS D ACTIVITE DES COOPERATIVES","Ensemble","18","432","414","15917345"
"84","COMMERCE (GZ)","Ensemble","30","923","968","34814167"
"84","INDUSTRIE+CONSTRUCTION (BE+FZ)","Ensemble","49","570","575","21338486"
"84","SOUTIEN AUX ENTREPRISES (MN)","Ensemble","14","92","76","2415585"
"85","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","249","s","2289","104432216"
"85","AGRICULTURE SYLVICULTURE ET PECHE (AZ)","Ensemble","29","s","178","6802188"
"85","AUTRES SECTEURS D ACTIVITE DES COOPERATIVES","Ensemble","13","276","260","7853487"
"85","COMMERCE (GZ)","Ensemble","78","1876","1838","62321950"
"85","INDUSTRIE+CONSTRUCTION (BE+FZ)","Ensemble","37","866","839","30231271"
"85","SOUTIEN AUX ENTREPRISES (MN)","Ensemble","41","s","232","7092381"
"86","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","134","1249","1263","58090889"
"86","AGRICULTURE SYLVICULTURE ET PECHE (AZ)","Ensemble","4","111","99","3220930"
"86","AUTRES SECTEURS D ACTIVITE DES COOPERATIVES","Ensemble","25","153","153","4554436"
"86","COMMERCE (GZ)","Ensemble","36","737","738","21774523"
"86","INDUSTRIE+CONSTRUCTION (BE+FZ)","Ensemble","15","303","295","8850432"
"86","SOUTIEN AUX ENTREPRISES (MN)","Ensemble","19","262","226","7913092"
"87","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","56","1271","1248","58163401"
"87","AGRICULTURE SYLVICULTURE ET PECHE (AZ)","Ensemble","12","111","108","3633607"
"87","AUTRES SECTEURS D ACTIVITE DES COOPERATIVES","Ensemble","10","99","89","2428393"
"87","COMMERCE (GZ)","Ensemble","31","830","789","21124101"
"87","INDUSTRIE+CONSTRUCTION (BE+FZ)","Ensemble","28","585","573","18414942"
"87","SOUTIEN AUX ENTREPRISES (MN)","Ensemble","19","87","83","3679876"
"88","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","121","841","826","35729590"
"88","AGRICULTURE SYLVICULTURE ET PECHE (AZ)","Ensemble","3","93","88","3540378"
"88","AUTRES SECTEURS D ACTIVITE DES COOPERATIVES","Ensemble","7","65","85","2040017"
"88","COMMERCE (GZ)","Ensemble","36","328","321","9819335"
"88","INDUSTRIE+CONSTRUCTION (BE+FZ)","Ensemble","8","571","s","s"
"88","SOUTIEN AUX ENTREPRISES (MN)","Ensemble","7","49","s","s"
"89","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","114","870","858","38993508"
"89","AGRICULTURE SYLVICULTURE ET PECHE (AZ)","Ensemble","6","74","73","2697150"
"89","AUTRES SECTEURS D ACTIVITE DES COOPERATIVES","Ensemble","17","s","s","s"
"89","COMMERCE (GZ)","Ensemble","17","361","364","12934053"
"89","INDUSTRIE+CONSTRUCTION (BE+FZ)","Ensemble","8","606","596","19165531"
"89","SOUTIEN AUX ENTREPRISES (MN)","Ensemble","6","s","s","s"
"90","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","43","337","s","15556198"
"90","AUTRES SECTEURS D ACTIVITE DES COOPERATIVES","Ensemble","2","s","s","s"
"90","COMMERCE (GZ)","Ensemble","3","s","s","s"
"91","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","141","1079","1081","53440442"
"91","AGRICULTURE SYLVICULTURE ET PECHE (AZ)","Ensemble","1","s","s","s"
"91","AUTRES SECTEURS D ACTIVITE DES COOPERATIVES","Ensemble","13","283","280","10290046"
"91","COMMERCE (GZ)","Ensemble","17","194","207","8010170"
"91","INDUSTRIE+CONSTRUCTION (BE+FZ)","Ensemble","13","680","670","30647185"
"91","SOUTIEN AUX ENTREPRISES (MN)","Ensemble","12","s","s","s"
"92","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","155","2346","2412","130048354"
"92","AUTRES SECTEURS D ACTIVITE DES COOPERATIVES","Ensemble","14","237","227","7723559"
"92","COMMERCE (GZ)","Ensemble","14","414","407","24564636"
"92","INDUSTRIE+CONSTRUCTION (BE+FZ)","Ensemble","7","203","216","7983293"
"92","SOUTIEN AUX ENTREPRISES (MN)","Ensemble","17","215","201","7844779"
"93","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","99","664","685","32339486"
"93","AUTRES SECTEURS D ACTIVITE DES COOPERATIVES","Ensemble","34","243","229","6838368"
"93","COMMERCE (GZ)","Ensemble","5","120","113","3967745"
"93","INDUSTRIE+CONSTRUCTION (BE+FZ)","Ensemble","15","783","806","29408696"
"93","SOUTIEN AUX ENTREPRISES (MN)","Ensemble","20","119","107","3724333"
"94","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","130","1189","1217","59013033"
"94","AUTRES SECTEURS D ACTIVITE DES COOPERATIVES","Ensemble","12","73","88","2989500"
"94","COMMERCE (GZ)","Ensemble","16","1757","1719","90716705"
"94","INDUSTRIE+CONSTRUCTION (BE+FZ)","Ensemble","14","322","328","13448611"
"94","SOUTIEN AUX ENTREPRISES (MN)","Ensemble","18","110","106","3954834"
"95","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","98","625","628","31917997"
"95","AUTRES SECTEURS D ACTIVITE DES COOPERATIVES","Ensemble","8","312","306","s"
"95","COMMERCE (GZ)","Ensemble","8","s","s","s"
"95","INDUSTRIE+CONSTRUCTION (BE+FZ)","Ensemble","3","s","s","s"
"95","SOUTIEN AUX ENTREPRISES (MN)","Ensemble","12","58","58","2025933"
"971","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","78","923","933","53339669"
"971","AGRICULTURE SYLVICULTURE ET PECHE (AZ)","Ensemble","8","41","44","1683905"
"971","AUTRES SECTEURS D ACTIVITE DES COOPERATIVES","Ensemble","8","34","30","1235017"
"971","COMMERCE (GZ)","Ensemble","4","s","s","s"
"971","INDUSTRIE+CONSTRUCTION (BE+FZ)","Ensemble","8","23","23","691311"
"971","SOUTIEN AUX ENTREPRISES (MN)","Ensemble","2","s","s","s"
"972","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","89","965","982","55523608"
"972","AGRICULTURE SYLVICULTURE ET PECHE (AZ)","Ensemble","6","33","33","995553"
"972","AUTRES SECTEURS D ACTIVITE DES COOPERATIVES","Ensemble","9","23","14","353607"
"972","COMMERCE (GZ)","Ensemble","2","s","s","s"
"972","INDUSTRIE+CONSTRUCTION (BE+FZ)","Ensemble","4","12","9","221317"
"972","SOUTIEN AUX ENTREPRISES (MN)","Ensemble","2","s","s","s"
"973","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","14","106","s","5706105"
"973","AGRICULTURE SYLVICULTURE ET PECHE (AZ)","Ensemble","3","21","20","668010"
"973","AUTRES SECTEURS D ACTIVITE DES COOPERATIVES","Ensemble","1","s","s","s"
"973","COMMERCE (GZ)","Ensemble","2","s","s","s"
"973","INDUSTRIE+CONSTRUCTION (BE+FZ)","Ensemble","1","s","s","s"
"973","SOUTIEN AUX ENTREPRISES (MN)","Ensemble","3","16","9","340808"
"974","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","119","1494","1513","89539420"
"974","AGRICULTURE SYLVICULTURE ET PECHE (AZ)","Ensemble","9","93","86","3511508"
"974","AUTRES SECTEURS D ACTIVITE DES COOPERATIVES","Ensemble","28","928","621","14697376"
"974","COMMERCE (GZ)","Ensemble","14","115","99","3668069"
"974","INDUSTRIE+CONSTRUCTION (BE+FZ)","Ensemble","21","341","337","13847773"
"974","SOUTIEN AUX ENTREPRISES (MN)","Ensemble","8","79","66","2242445"
"1","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Activites des services financiers hors assurance et caisses","124","1065","1056","48752958"
"2","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Activites des services financiers hors assurance et caisses","105","743","778","35561003"
"3","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Activites des services financiers hors assurance et caisses","94","727","731","32400491"
"4","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Activites des services financiers hors assurance et caisses","44","428","410","18610653"
"5","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Activites des services financiers hors assurance et caisses","29","372","352","16425577"
"6","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Activites des services financiers hors assurance et caisses","193","3020","2997","145708513"
"7","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Activites des services financiers hors assurance et caisses","88","687","669","29929681"
"8","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Activites des services financiers hors assurance et caisses","52","488","508","22605647"
"9","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Activites des services financiers hors assurance et caisses","35","276","279","12199614"
"10","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Activites des services financiers hors assurance et caisses","85","821","821","37158389"
"11","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Activites des services financiers hors assurance et caisses","78","670","656","29824226"
"12","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Activites des services financiers hors assurance et caisses","93","930","920","40891874"
"13","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Activites de services financiers et d assurances","2","s","s","s"
"13","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Activites des services financiers hors assurance et caisses","308","s","s","s"
"14","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Activites de services financiers et d assurances","1","s","s","s"
"14","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Activites des services financiers hors assurance et caisses","140","s","s","s"
"15","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Activites des services financiers hors assurance et caisses","65","466","477","22048665"
"16","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Activites des services financiers hors assurance et caisses","86","1101","1079","52232710"
"17","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Activites des services financiers hors assurance et caisses","223","2041","2027","92724090"
"18","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Activites des services financiers hors assurance et caisses","87","824","806","35083990"
"19","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Activites de services financiers et d assurances","1","s","s","s"
"19","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Activites des services financiers hors assurance et caisses","88","s","s","s"
"21","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Activites des services financiers hors assurance et caisses","162","2248","2210","112973060"
"22","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Activites de services financiers et d assurances","1","s","s","s"
"22","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Activites des services financiers hors assurance et caisses","137","s","s","s"
"23","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Activites des services financiers hors assurance et caisses","49","245","256","11253957"
"24","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Activites des services financiers hors assurance et caisses","115","991","979","44423537"
"25","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Activites des services financiers hors assurance et caisses","150","2007","1977","91914700"
"26","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Activites de services financiers et d assurances","2","s","s","s"
"26","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Activites des services financiers hors assurance et caisses","140","s","s","s"
"27","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Activites des services financiers hors assurance et caisses","136","1013","1026","47987489"
"28","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Activites des services financiers hors assurance et caisses","110","1204","1172","52767291"
"29","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Activites de services financiers et d assurances","1","s","s","s"
"29","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Activites des services financiers hors assurance et caisses","242","4822","s","s"
"2A","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Activites des services financiers hors assurance et caisses","21","413","406","22142611"
"2B","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Activites des services financiers hors assurance et caisses","26","235","230","11425016"
"30","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Activites des services financiers hors assurance et caisses","148","1659","1622","74669498"
"31","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Activites de services financiers et d assurances","2","s","s","s"
"31","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Activites des services financiers hors assurance et caisses","262","s","s","s"
"32","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Activites des services financiers hors assurance et caisses","58","554","561","25480070"
"33","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Activites de services financiers et d assurances","1","s","s","s"
"33","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Activites des services financiers hors assurance et caisses","256","s","s","s"
"34","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Activites des services financiers hors assurance et caisses","221","2731","2673","132602479"
"35","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Activites de services financiers et d assurances","2","s","s","s"
"35","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Activites des services financiers hors assurance et caisses","185","s","s","s"
"36","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Activites de services financiers et d assurances","1","s","s","s"
"36","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Activites des services financiers hors assurance et caisses","36","s","s","s"
"37","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Activites de services financiers et d assurances","2","s","s","s"
"37","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Activites des services financiers hors assurance et caisses","189","2131","2098","98629177"
"37","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Assurances","1","s","s","s"
"38","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Activites des services financiers hors assurance et caisses","208","3106","3077","144926339"
"39","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Activites des services financiers hors assurance et caisses","85","654","638","28869196"
"40","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Activites des services financiers hors assurance et caisses","92","1096","1076","49423068"
"41","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Activites des services financiers hors assurance et caisses","60","s","s","s"
"41","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Assurances","1","s","s","s"
"42","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Activites des services financiers hors assurance et caisses","134","2273","2261","103229088"
"43","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Activites des services financiers hors assurance et caisses","38","634","630","25601814"
"44","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Activites de services financiers et d assurances","2","s","s","s"
"44","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Activites des services financiers hors assurance et caisses","314","s","s","s"
"45","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Activites des services financiers hors assurance et caisses","179","s","s","s"
"45","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Assurances","2","s","s","s"
"46","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Activites des services financiers hors assurance et caisses","65","664","672","29489925"
"47","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Activites des services financiers hors assurance et caisses","88","869","861","39892332"
"48","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Activites des services financiers hors assurance et caisses","24","187","184","8234872"
"49","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Activites de services financiers et d assurances","1","s","s","s"
"49","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Activites des services financiers hors assurance et caisses","234","s","s","s"
"50","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Activites des services financiers hors assurance et caisses","122","1183","1183","52340744"
"51","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Activites de services financiers et d assurances","1","s","s","s"
"51","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Activites des services financiers hors assurance et caisses","120","s","s","s"
"52","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Activites des services financiers hors assurance et caisses","52","308","307","13666040"
"53","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Activites de services financiers et d assurances","1","s","s","s"
"53","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Activites des services financiers hors assurance et caisses","93","1274","s","s"
"54","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Activites des services financiers hors assurance et caisses","111","1488","1487","67102081"
"55","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Activites des services financiers hors assurance et caisses","28","402","396","16829235"
"56","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Activites de services financiers et d assurances","2","s","s","s"
"56","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Activites des services financiers hors assurance et caisses","194","s","s","s"
"57","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Activites de services financiers et d assurances","2","s","s","s"
"57","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Activites des services financiers hors assurance et caisses","248","s","s","s"
"58","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Activites des services financiers hors assurance et caisses","99","632","607","26790625"
"59","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Activites de services financiers et d assurances","2","s","s","s"
"59","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Activites des services financiers hors assurance et caisses","519","s","s","s"
"60","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Activites des services financiers hors assurance et caisses","113","s","s","s"
"60","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Assurances","1","s","s","s"
"61","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Activites des services financiers hors assurance et caisses","68","677","674","29964976"
"62","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Activites de services financiers et d assurances","1","s","s","s"
"62","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Activites des services financiers hors assurance et caisses","325","2635","s","s"
"63","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Activites des services financiers hors assurance et caisses","164","2278","2280","111327121"
"64","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Activites de services financiers et d assurances","1","s","s","s"
"64","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Activites des services financiers hors assurance et caisses","153","s","s","s"
"65","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Activites des services financiers hors assurance et caisses","50","577","576","25942311"
"66","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Activites des services financiers hors assurance et caisses","99","1625","1606","74393063"
"67","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Activites de services financiers et d assurances","2","s","s","s"
"67","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Activites des services financiers hors assurance et caisses","474","s","s","s"
"68","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Activites des services financiers hors assurance et caisses","330","2131","2094","102209387"
"69","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Activites de services financiers et d assurances","1","s","s","s"
"69","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Activites des services financiers hors assurance et caisses","349","s","s","s"
"70","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Activites des services financiers hors assurance et caisses","55","502","497","21969022"
"71","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Activites des services financiers hors assurance et caisses","132","1122","1107","51511734"
"72","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Activites des services financiers hors assurance et caisses","104","1444","1458","64990043"
"73","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Activites des services financiers hors assurance et caisses","124","1387","1366","63702162"
"74","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Activites des services financiers hors assurance et caisses","221","2404","2437","113016000"
"75","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Activites de services financiers et d assurances","3","s","s","s"
"75","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Activites des services financiers hors assurance et caisses","280","s","s","s"
"76","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Activites de services financiers et d assurances","1","s","s","s"
"76","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Activites des services financiers hors assurance et caisses","283","s","s","s"
"77","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Activites des services financiers hors assurance et caisses","196","2292","2275","106408964"
"78","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Activites des services financiers hors assurance et caisses","175","1645","1641","82251041"
"79","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Activites des services financiers hors assurance et caisses","138","937","935","41226175"
"80","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Activites des services financiers hors assurance et caisses","98","s","s","s"
"80","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Assurances","1","s","s","s"
"81","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Activites des services financiers hors assurance et caisses","114","1162","1176","51525719"
"82","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Activites des services financiers hors assurance et caisses","79","685","668","29506422"
"83","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Activites de services financiers et d assurances","1","s","s","s"
"83","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Activites des services financiers hors assurance et caisses","200","s","s","s"
"84","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Activites des services financiers hors assurance et caisses","91","1130","1100","50115376"
"85","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Activites de services financiers et d assurances","1","s","s","s"
"85","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Activites des services financiers hors assurance et caisses","248","s","s","s"
"86","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Activites des services financiers hors assurance et caisses","134","1249","1263","58090889"
