"REG","ESS","famille","taille_etab","nb_etab","nb_ent","eff_31","eff_EQTP","rem_brut"
"Corse","ESS + Hors ESS","1. Coopérative","4 - Grandes entreprises","1","1","s","s","s"
"Corse","ESS + Hors ESS","2. Mutuelle","1 - Micro entreprise","41","4","s","s","s"
"Corse","ESS + Hors ESS","2. Mutuelle","2 - Petites entreprises","17","0","287","251","9328535"
"Corse","ESS + Hors ESS","2. Mutuelle","3 - Moyennes entreprises","3","1","s","s","s"
"Corse","ESS + Hors ESS","3. Association","1 - Micro entreprise","674","579","s","s","s"
"Corse","ESS + Hors ESS","3. Association","2 - Petites entreprises","171","115","3288","2721","76890858"
"Corse","ESS + Hors ESS","3. Association","3 - Moyennes entreprises","27","14","s","s","s"
"Corse","ESS + Hors ESS","4. Fondation","1 - Micro entreprise","1","0","s","s","s"
"Corse","ESS + Hors ESS","Privé Hors ESS","1 - Micro entreprise","13886","12634","27470","31411","867323436"
"Corse","ESS + Hors ESS","Privé Hors ESS","2 - Petites entreprises","1323","1104","23103","22212","703572487"
"Corse","ESS + Hors ESS","Privé Hors ESS","3 - Moyennes entreprises","135","96","s","s","s"
"Corse","ESS + Hors ESS","Privé Hors ESS","4 - Grandes entreprises","5","3","s","s","s"
"Corse","ESS + Hors ESS","Public","1 - Micro entreprise","596","265","s","s","66598615"
"Corse","ESS + Hors ESS","Public","2 - Petites entreprises","273","125","5465","5147","181957096"
"Corse","ESS + Hors ESS","Public","3 - Moyennes entreprises","123","88","s","s","s"
"Corse","ESS + Hors ESS","Public","4 - Grandes entreprises","12","12","s","s","s"
"Grand-Est","ESS + Hors ESS","1. Coopérative","1 - Micro entreprise","1910","568","5887","6175","257038794"
"Grand-Est","ESS + Hors ESS","1. Coopérative","2 - Petites entreprises","500","255","8114","7754","332013682"
"Grand-Est","ESS + Hors ESS","1. Coopérative","3 - Moyennes entreprises","66","38","7313","7087","309926927"
"Grand-Est","ESS + Hors ESS","1. Coopérative","4 - Grandes entreprises","19","11","8032","7703","368379251"
"Grand-Est","ESS + Hors ESS","2. Mutuelle","1 - Micro entreprise","378","24","s","s","s"
"Grand-Est","ESS + Hors ESS","2. Mutuelle","2 - Petites entreprises","100","21","1977","1818","75129530"
"Grand-Est","ESS + Hors ESS","2. Mutuelle","3 - Moyennes entreprises","27","5","2479","2307","92636830"
"Grand-Est","ESS + Hors ESS","2. Mutuelle","4 - Grandes entreprises","3","1","s","s","s"
"Grand-Est","ESS + Hors ESS","3. Association","1 - Micro entreprise","9216","7765","16647","15738","460943916"
"Grand-Est","ESS + Hors ESS","3. Association","2 - Petites entreprises","2586","1540","50639","43018","1226230032"
"Grand-Est","ESS + Hors ESS","3. Association","3 - Moyennes entreprises","804","404","62930","54222","1429435275"
"Grand-Est","ESS + Hors ESS","3. Association","4 - Grandes entreprises","34","24","16147","14120","403015500"
"Grand-Est","ESS + Hors ESS","4. Fondation","1 - Micro entreprise","59","19","s","s","s"
"Grand-Est","ESS + Hors ESS","4. Fondation","2 - Petites entreprises","46","7","1313","1144","33263057"
"Grand-Est","ESS + Hors ESS","4. Fondation","3 - Moyennes entreprises","57","10","5130","4617","136665433"
"Grand-Est","ESS + Hors ESS","4. Fondation","4 - Grandes entreprises","8","2","s","s","s"
"Grand-Est","ESS + Hors ESS","Privé Hors ESS","1 - Micro entreprise","120879","101795","277287","263509","7693056054"
"Grand-Est","ESS + Hors ESS","Privé Hors ESS","2 - Petites entreprises","18344","12774","335539","309705","10241856839"
"Grand-Est","ESS + Hors ESS","Privé Hors ESS","3 - Moyennes entreprises","3165","1901","291343","272312","9902506222"
"Grand-Est","ESS + Hors ESS","Privé Hors ESS","4 - Grandes entreprises","420","238","193890","183721","7317635537"
"Grand-Est","ESS + Hors ESS","Public","1 - Micro entreprise","11327","6508","31538","28242","900989630"
"Grand-Est","ESS + Hors ESS","Public","2 - Petites entreprises","3498","1418","70423","65191","2156345034"
"Grand-Est","ESS + Hors ESS","Public","3 - Moyennes entreprises","1446","963","134246","125057","4316065996"
"Grand-Est","ESS + Hors ESS","Public","4 - Grandes entreprises","258","168","200831","187169","6243686474"
"Guadeloupe","ESS + Hors ESS","1. Coopérative","1 - Micro entreprise","80","23","s","s","s"
"Guadeloupe","ESS + Hors ESS","1. Coopérative","2 - Petites entreprises","26","6","462","453","23161961"
"Guadeloupe","ESS + Hors ESS","1. Coopérative","3 - Moyennes entreprises","2","0","s","s","s"
"Guadeloupe","ESS + Hors ESS","2. Mutuelle","1 - Micro entreprise","30","6","91","90","3770273"
"Guadeloupe","ESS + Hors ESS","2. Mutuelle","2 - Petites entreprises","5","1","s","s","s"
"Guadeloupe","ESS + Hors ESS","2. Mutuelle","3 - Moyennes entreprises","1","1","s","s","s"
"Guadeloupe","ESS + Hors ESS","3. Association","1 - Micro entreprise","603","479","s","s","s"
"Guadeloupe","ESS + Hors ESS","3. Association","2 - Petites entreprises","227","153","4297","3553","106870729"
"Guadeloupe","ESS + Hors ESS","3. Association","3 - Moyennes entreprises","37","22","2601","2234","65202112"
"Guadeloupe","ESS + Hors ESS","3. Association","4 - Grandes entreprises","1","1","s","s","s"
"Guadeloupe","ESS + Hors ESS","4. Fondation","2 - Petites entreprises","2","0","s","s","s"
"Guadeloupe","ESS + Hors ESS","4. Fondation","3 - Moyennes entreprises","1","0","s","s","s"
"Guadeloupe","ESS + Hors ESS","Privé Hors ESS","1 - Micro entreprise","8871","7891","22828","21992","637922924"
"Guadeloupe","ESS + Hors ESS","Privé Hors ESS","2 - Petites entreprises","1135","913","19744","18129","631685332"
"Guadeloupe","ESS + Hors ESS","Privé Hors ESS","3 - Moyennes entreprises","135","95","s","s","s"
"Guadeloupe","ESS + Hors ESS","Privé Hors ESS","4 - Grandes entreprises","9","6","s","s","s"
"Guadeloupe","ESS + Hors ESS","Public","1 - Micro entreprise","215","38","s","s","s"
"Guadeloupe","ESS + Hors ESS","Public","2 - Petites entreprises","257","60","5151","4901","218666600"
"Guadeloupe","ESS + Hors ESS","Public","3 - Moyennes entreprises","128","101","s","s","s"
"Guadeloupe","ESS + Hors ESS","Public","4 - Grandes entreprises","27","23","20001","18965","733312709"
"Guyane","ESS + Hors ESS","1. Coopérative","1 - Micro entreprise","19","7","s","s","s"
"Guyane","ESS + Hors ESS","1. Coopérative","2 - Petites entreprises","5","1","s","s","s"
"Guyane","ESS + Hors ESS","2. Mutuelle","1 - Micro entreprise","10","1","s","s","s"
"Guyane","ESS + Hors ESS","2. Mutuelle","2 - Petites entreprises","2","0","s","s","s"
"Guyane","ESS + Hors ESS","3. Association","1 - Micro entreprise","284","217","s","s","s"
"Guyane","ESS + Hors ESS","3. Association","2 - Petites entreprises","96","57","1781","1590","49768858"
"Guyane","ESS + Hors ESS","3. Association","3 - Moyennes entreprises","16","12","s","s","s"
"Guyane","ESS + Hors ESS","4. Fondation","3 - Moyennes entreprises","1","0","s","s","s"
"Guyane","ESS + Hors ESS","Privé Hors ESS","1 - Micro entreprise","3546","3021","9179","8991","268209625"
"Guyane","ESS + Hors ESS","Privé Hors ESS","2 - Petites entreprises","512","404","8996","8358","295306207"
"Guyane","ESS + Hors ESS","Privé Hors ESS","3 - Moyennes entreprises","62","42","s","s","s"
"Guyane","ESS + Hors ESS","Privé Hors ESS","4 - Grandes entreprises","1","1","s","s","s"
"Guyane","ESS + Hors ESS","Public","1 - Micro entreprise","91","17","414","424","s"
"Guyane","ESS + Hors ESS","Public","2 - Petites entreprises","188","27","4195","4113","186463873"
"Guyane","ESS + Hors ESS","Public","3 - Moyennes entreprises","89","71","s","s","s"
"Guyane","ESS + Hors ESS","Public","4 - Grandes entreprises","17","14","s","s","s"
"Hauts-de-France","ESS + Hors ESS","1. Coopérative","1 - Micro entreprise","1396","290","5218","5288","228374030"
"Hauts-de-France","ESS + Hors ESS","1. Coopérative","2 - Petites entreprises","289","84","4929","4691","200289387"
"Hauts-de-France","ESS + Hors ESS","1. Coopérative","3 - Moyennes entreprises","43","18","4912","4633","202288780"
"Hauts-de-France","ESS + Hors ESS","1. Coopérative","4 - Grandes entreprises","11","5","4579","4460","212179300"
"Hauts-de-France","ESS + Hors ESS","2. Mutuelle","1 - Micro entreprise","384","18","s","s","s"
"Hauts-de-France","ESS + Hors ESS","2. Mutuelle","2 - Petites entreprises","81","9","s","s","s"
"Hauts-de-France","ESS + Hors ESS","2. Mutuelle","3 - Moyennes entreprises","27","3","2847","2649","106907612"
"Hauts-de-France","ESS + Hors ESS","2. Mutuelle","4 - Grandes entreprises","1","0","s","s","s"
"Hauts-de-France","ESS + Hors ESS","3. Association","1 - Micro entreprise","8725","7502","14425","13897","413407130"
"Hauts-de-France","ESS + Hors ESS","3. Association","2 - Petites entreprises","2672","1496","54246","46097","1389603785"
"Hauts-de-France","ESS + Hors ESS","3. Association","3 - Moyennes entreprises","975","540","80869","68259","1879323400"
"Hauts-de-France","ESS + Hors ESS","3. Association","4 - Grandes entreprises","55","28","20078","17031","431289665"
"Hauts-de-France","ESS + Hors ESS","4. Fondation","1 - Micro entreprise","34","14","s","s","s"
"Hauts-de-France","ESS + Hors ESS","4. Fondation","2 - Petites entreprises","42","2","s","s","s"
"Hauts-de-France","ESS + Hors ESS","4. Fondation","3 - Moyennes entreprises","36","6","3101","2835","77707481"
"Hauts-de-France","ESS + Hors ESS","4. Fondation","4 - Grandes entreprises","4","1","s","s","s"
"Hauts-de-France","ESS + Hors ESS","Privé Hors ESS","1 - Micro entreprise","108159","90735","252405","243885","7057714015"
"Hauts-de-France","ESS + Hors ESS","Privé Hors ESS","2 - Petites entreprises","17510","12097","333696","307634","9950057824"
"Hauts-de-France","ESS + Hors ESS","Privé Hors ESS","3 - Moyennes entreprises","3381","1916","318332","297587","10592689413"
"Hauts-de-France","ESS + Hors ESS","Privé Hors ESS","4 - Grandes entreprises","512","257","250512","233819","9140558506"
"Hauts-de-France","ESS + Hors ESS","Public","1 - Micro entreprise","8665","4022","29206","26328","845320679"
"Hauts-de-France","ESS + Hors ESS","Public","2 - Petites entreprises","3511","1365","67453","62479","2033846924"
"Hauts-de-France","ESS + Hors ESS","Public","3 - Moyennes entreprises","1573","1084","140901","131257","4410361504"
"Hauts-de-France","ESS + Hors ESS","Public","4 - Grandes entreprises","306","214","246513","227682","7485223014"
"Ile-de-France","ESS + Hors ESS","1. Coopérative","1 - Micro entreprise","1419","317","5772","6205","278891682"
"Ile-de-France","ESS + Hors ESS","1. Coopérative","2 - Petites entreprises","392","101","6865","6529","309346864"
"Ile-de-France","ESS + Hors ESS","1. Coopérative","3 - Moyennes entreprises","56","32","4827","4496","226824927"
"Ile-de-France","ESS + Hors ESS","1. Coopérative","4 - Grandes entreprises","24","12","16784","16237","932370664"
"Ile-de-France","ESS + Hors ESS","2. Mutuelle","1 - Micro entreprise","417","83","1553","1477","72174503"
"Ile-de-France","ESS + Hors ESS","2. Mutuelle","2 - Petites entreprises","163","51","3161","2886","143416274"
"Ile-de-France","ESS + Hors ESS","2. Mutuelle","3 - Moyennes entreprises","95","38","10443","9416","438353317"
"Ile-de-France","ESS + Hors ESS","2. Mutuelle","4 - Grandes entreprises","16","6","8216","7772","432328862"
"Ile-de-France","ESS + Hors ESS","3. Association","1 - Micro entreprise","22891","20221","37582","35939","1309241057"
"Ile-de-France","ESS + Hors ESS","3. Association","2 - Petites entreprises","5512","3422","100380","83717","2988499421"
"Ile-de-France","ESS + Hors ESS","3. Association","3 - Moyennes entreprises","1500","799","122875","107418","3533734279"
"Ile-de-France","ESS + Hors ESS","3. Association","4 - Grandes entreprises","84","62","38722","36251","1505651316"
"Ile-de-France","ESS + Hors ESS","4. Fondation","1 - Micro entreprise","271","171","914","894","38714608"
"Ile-de-France","ESS + Hors ESS","4. Fondation","2 - Petites entreprises","221","70","5105","4617","168468838"
"Ile-de-France","ESS + Hors ESS","4. Fondation","3 - Moyennes entreprises","142","33","12613","11288","383069729"
"Ile-de-France","ESS + Hors ESS","4. Fondation","4 - Grandes entreprises","20","8","14226","13056","565532129"
"Ile-de-France","ESS + Hors ESS","Privé Hors ESS","1 - Micro entreprise","357447","312535","777328","764050","28076313752"
"Ile-de-France","ESS + Hors ESS","Privé Hors ESS","2 - Petites entreprises","51624","37500","946284","863197","37522663316"
"Ile-de-France","ESS + Hors ESS","Privé Hors ESS","3 - Moyennes entreprises","10291","6074","962988","907766","46116922153"
"Ile-de-France","ESS + Hors ESS","Privé Hors ESS","4 - Grandes entreprises","2042","984","1236086","1173015","69363401981"
"Ile-de-France","ESS + Hors ESS","Public","1 - Micro entreprise","6299","1251","28147","28184","969672787"
"Ile-de-France","ESS + Hors ESS","Public","2 - Petites entreprises","6615","1098","133814","125631","4252799516"
"Ile-de-France","ESS + Hors ESS","Public","3 - Moyennes entreprises","2810","1725","258089","244842","9212011669"
"Ile-de-France","ESS + Hors ESS","Public","4 - Grandes entreprises","915","531","803284","754007","28466471883"
"La Réunion","ESS + Hors ESS","1. Coopérative","1 - Micro entreprise","141","50","s","s","s"
"La Réunion","ESS + Hors ESS","1. Coopérative","2 - Petites entreprises","49","19","967","905","41213073"
"La Réunion","ESS + Hors ESS","1. Coopérative","3 - Moyennes entreprises","7","4","s","s","s"
"La Réunion","ESS + Hors ESS","1. Coopérative","4 - Grandes entreprises","2","2","s","s","s"
"La Réunion","ESS + Hors ESS","2. Mutuelle","1 - Micro entreprise","25","4","70","69","2580823"
"La Réunion","ESS + Hors ESS","2. Mutuelle","2 - Petites entreprises","15","2","s","s","s"
"La Réunion","ESS + Hors ESS","2. Mutuelle","3 - Moyennes entreprises","2","2","s","s","s"
"La Réunion","ESS + Hors ESS","3. Association","1 - Micro entreprise","1342","1181","2841","3108","83777794"
"La Réunion","ESS + Hors ESS","3. Association","2 - Petites entreprises","335","249","6553","5426","163489178"
"La Réunion","ESS + Hors ESS","3. Association","3 - Moyennes entreprises","68","38","5506","4990","135708351"
"La Réunion","ESS + Hors ESS","3. Association","4 - Grandes entreprises","4","3","1819","1603","56452283"
"La Réunion","ESS + Hors ESS","4. Fondation","1 - Micro entreprise","11","2","s","s","s"
"La Réunion","ESS + Hors ESS","4. Fondation","2 - Petites entreprises","17","1","s","s","s"
"La Réunion","ESS + Hors ESS","4. Fondation","3 - Moyennes entreprises","12","0","1010","927","28960667"
"La Réunion","ESS + Hors ESS","4. Fondation","4 - Grandes entreprises","1","0","s","s","s"
"La Réunion","ESS + Hors ESS","Privé Hors ESS","1 - Micro entreprise","18796","16284","41550","41872","1114373823"
"La Réunion","ESS + Hors ESS","Privé Hors ESS","2 - Petites entreprises","2447","1948","43291","40878","1270510327"
"La Réunion","ESS + Hors ESS","Privé Hors ESS","3 - Moyennes entreprises","303","219","28614","26841","965272970"
"La Réunion","ESS + Hors ESS","Privé Hors ESS","4 - Grandes entreprises","23","18","8727","8306","347859932"
"La Réunion","ESS + Hors ESS","Public","1 - Micro entreprise","270","15","1396","1371","71124638"
"La Réunion","ESS + Hors ESS","Public","2 - Petites entreprises","457","29","8809","8338","418274009"
"La Réunion","ESS + Hors ESS","Public","3 - Moyennes entreprises","207","163","21785","20061","944052709"
"La Réunion","ESS + Hors ESS","Public","4 - Grandes entreprises","47","41","49551","46459","1656636372"
"Martinique","ESS + Hors ESS","1. Coopérative","1 - Micro entreprise","91","27","360","373","18123312"
"Martinique","ESS + Hors ESS","1. Coopérative","2 - Petites entreprises","18","4","s","s","s"
"Martinique","ESS + Hors ESS","1. Coopérative","3 - Moyennes entreprises","3","1","s","s","s"
"Martinique","ESS + Hors ESS","2. Mutuelle","1 - Micro entreprise","21","5","79","77","2675034"
"Martinique","ESS + Hors ESS","2. Mutuelle","2 - Petites entreprises","6","2","s","s","s"
"Martinique","ESS + Hors ESS","2. Mutuelle","3 - Moyennes entreprises","3","2","s","s","s"
"Martinique","ESS + Hors ESS","3. Association","1 - Micro entreprise","570","498","s","s","s"
"Martinique","ESS + Hors ESS","3. Association","2 - Petites entreprises","186","131","3516","2994","95845713"
"Martinique","ESS + Hors ESS","3. Association","3 - Moyennes entreprises","51","39","4134","3368","103667215"
"Martinique","ESS + Hors ESS","3. Association","4 - Grandes entreprises","1","1","s","s","s"
"Martinique","ESS + Hors ESS","4. Fondation","1 - Micro entreprise","2","1","s","s","s"
"Martinique","ESS + Hors ESS","4. Fondation","2 - Petites entreprises","1","0","s","s","s"
"Martinique","ESS + Hors ESS","4. Fondation","3 - Moyennes entreprises","2","0","s","s","s"
"Martinique","ESS + Hors ESS","Privé Hors ESS","1 - Micro entreprise","7948","6916","20849","20565","618601075"
"Martinique","ESS + Hors ESS","Privé Hors ESS","2 - Petites entreprises","1187","981","21499","19813","663220856"
"Martinique","ESS + Hors ESS","Privé Hors ESS","3 - Moyennes entreprises","163","126","s","s","s"
"Martinique","ESS + Hors ESS","Privé Hors ESS","4 - Grandes entreprises","13","12","s","s","s"
"Martinique","ESS + Hors ESS","Public","1 - Micro entreprise","184","39","s","s","s"
"Martinique","ESS + Hors ESS","Public","2 - Petites entreprises","264","51","4935","4654","211536147"
"Martinique","ESS + Hors ESS","Public","3 - Moyennes entreprises","140","112","s","s","s"
"Martinique","ESS + Hors ESS","Public","4 - Grandes entreprises","31","25","20970","20345","797188210"
"Normandie","ESS + Hors ESS","1. Coopérative","1 - Micro entreprise","1076","349","3087","3410","138220810"
"Normandie","ESS + Hors ESS","1. Coopérative","2 - Petites entreprises","216","59","4277","4142","167930838"
"Normandie","ESS + Hors ESS","1. Coopérative","3 - Moyennes entreprises","34","10","3227","3067","127822134"
"Normandie","ESS + Hors ESS","1. Coopérative","4 - Grandes entreprises","9","6","5147","5002","213219805"
"Normandie","ESS + Hors ESS","2. Mutuelle","1 - Micro entreprise","378","4","s","s","s"
"Normandie","ESS + Hors ESS","2. Mutuelle","2 - Petites entreprises","54","8","s","s","s"
"Normandie","ESS + Hors ESS","2. Mutuelle","3 - Moyennes entreprises","19","0","1576","1423","45480036"
"Normandie","ESS + Hors ESS","2. Mutuelle","4 - Grandes entreprises","2","2","s","s","s"
"Normandie","ESS + Hors ESS","3. Association","1 - Micro entreprise","6319","5567","10157","9429","275802538"
"Normandie","ESS + Hors ESS","3. Association","2 - Petites entreprises","1558","984","30153","25686","755596673"
"Normandie","ESS + Hors ESS","3. Association","3 - Moyennes entreprises","482","266","38132","33401","877800042"
"Normandie","ESS + Hors ESS","3. Association","4 - Grandes entreprises","18","17","7058","5656","130978719"
"Normandie","ESS + Hors ESS","4. Fondation","1 - Micro entreprise","25","4","s","s","s"
"Normandie","ESS + Hors ESS","4. Fondation","2 - Petites entreprises","37","1","s","s","s"
"Normandie","ESS + Hors ESS","4. Fondation","3 - Moyennes entreprises","31","8","2170","1798","51433780"
"Normandie","ESS + Hors ESS","4. Fondation","4 - Grandes entreprises","5","3","s","s","s"
"Normandie","ESS + Hors ESS","Privé Hors ESS","1 - Micro entreprise","73039","61275","166652","162615","4560809982"
"Normandie","ESS + Hors ESS","Privé Hors ESS","2 - Petites entreprises","10485","7323","198314","184466","5868424018"
"Normandie","ESS + Hors ESS","Privé Hors ESS","3 - Moyennes entreprises","1896","1127","176673","165023","5697932808"
"Normandie","ESS + Hors ESS","Privé Hors ESS","4 - Grandes entreprises","261","136","128354","121008","5092234390"
"Normandie","ESS + Hors ESS","Public","1 - Micro entreprise","5401","2679","17926","16132","513251365"
"Normandie","ESS + Hors ESS","Public","2 - Petites entreprises","2179","1025","42205","39090","1260706892"
"Normandie","ESS + Hors ESS","Public","3 - Moyennes entreprises","798","597","73893","69062","2310374674"
"Normandie","ESS + Hors ESS","Public","4 - Grandes entreprises","187","134","135536","125850","4053881118"
"Nouvelle-Aquitaine","ESS + Hors ESS","1. Coopérative","1 - Micro entreprise","1995","693","s","7164","294554059"
"Nouvelle-Aquitaine","ESS + Hors ESS","1. Coopérative","2 - Petites entreprises","564","199","10539","10167","381603941"
"Nouvelle-Aquitaine","ESS + Hors ESS","1. Coopérative","3 - Moyennes entreprises","112","48","9963","9690","350476561"
"Nouvelle-Aquitaine","ESS + Hors ESS","1. Coopérative","4 - Grandes entreprises","18","8","s","7673","340644864"
"Nouvelle-Aquitaine","ESS + Hors ESS","2. Mutuelle","1 - Micro entreprise","574","15","s","s","s"
"Nouvelle-Aquitaine","ESS + Hors ESS","2. Mutuelle","2 - Petites entreprises","138","15","s","s","s"
"Nouvelle-Aquitaine","ESS + Hors ESS","2. Mutuelle","3 - Moyennes entreprises","48","8","4943","4588","169451045"
"Nouvelle-Aquitaine","ESS + Hors ESS","2. Mutuelle","4 - Grandes entreprises","14","5","8174","7935","421218077"
"Nouvelle-Aquitaine","ESS + Hors ESS","3. Association","1 - Micro entreprise","13515","11798","22064","s","s"
"Nouvelle-Aquitaine","ESS + Hors ESS","3. Association","2 - Petites entreprises","3137","2076","59643","51066","1453266629"
"Nouvelle-Aquitaine","ESS + Hors ESS","3. Association","3 - Moyennes entreprises","860","498","68339","58960","1566082729"
"Nouvelle-Aquitaine","ESS + Hors ESS","3. Association","4 - Grandes entreprises","25","17","8533","s","s"
"Nouvelle-Aquitaine","ESS + Hors ESS","4. Fondation","1 - Micro entreprise","45","13","s","s","s"
"Nouvelle-Aquitaine","ESS + Hors ESS","4. Fondation","2 - Petites entreprises","47","5","s","s","s"
"Nouvelle-Aquitaine","ESS + Hors ESS","4. Fondation","3 - Moyennes entreprises","49","6","3709","3313","90024905"
"Nouvelle-Aquitaine","ESS + Hors ESS","4. Fondation","4 - Grandes entreprises","2","1","s","s","s"
"Nouvelle-Aquitaine","ESS + Hors ESS","Privé Hors ESS","1 - Micro entreprise","156164","131340","342622","343232","9620193218"
"Nouvelle-Aquitaine","ESS + Hors ESS","Privé Hors ESS","2 - Petites entreprises","20574","14392","378093","353775","11301781216"
"Nouvelle-Aquitaine","ESS + Hors ESS","Privé Hors ESS","3 - Moyennes entreprises","3212","1907","283686","267408","9271095226"
"Nouvelle-Aquitaine","ESS + Hors ESS","Privé Hors ESS","4 - Grandes entreprises","348","180","161378","150624","6216389575"
"Nouvelle-Aquitaine","ESS + Hors ESS","Public","1 - Micro entreprise","9367","4264","32895","29894","928870809"
"Nouvelle-Aquitaine","ESS + Hors ESS","Public","2 - Petites entreprises","3938","1907","77433","72115","2273945750"
"Nouvelle-Aquitaine","ESS + Hors ESS","Public","3 - Moyennes entreprises","1666","1206","147824","138184","4549990551"
"Nouvelle-Aquitaine","ESS + Hors ESS","Public","4 - Grandes entreprises","306","199","266242","241206","7679970051"
"Occitanie","ESS + Hors ESS","1. Coopérative","1 - Micro entreprise","2077","850","7472","7822","305269690"
"Occitanie","ESS + Hors ESS","1. Coopérative","2 - Petites entreprises","505","200","8516","8552","322663123"
"Occitanie","ESS + Hors ESS","1. Coopérative","3 - Moyennes entreprises","72","44","6985","6521","259096278"
"Occitanie","ESS + Hors ESS","1. Coopérative","4 - Grandes entreprises","11","6","5437","5309","252848362"
"Occitanie","ESS + Hors ESS","2. Mutuelle","1 - Micro entreprise","591","24","s","s","s"
"Occitanie","ESS + Hors ESS","2. Mutuelle","2 - Petites entreprises","180","13","3481","3069","107321789"
"Occitanie","ESS + Hors ESS","2. Mutuelle","3 - Moyennes entreprises","56","10","4966","4437","154052642"
"Occitanie","ESS + Hors ESS","2. Mutuelle","4 - Grandes entreprises","7","1","s","s","s"
"Occitanie","ESS + Hors ESS","3. Association","1 - Micro entreprise","14463","12851","21670","21371","600378052"
"Occitanie","ESS + Hors ESS","3. Association","2 - Petites entreprises","2986","1971","57725","49015","1397327682"
"Occitanie","ESS + Hors ESS","3. Association","3 - Moyennes entreprises","931","502","70484","61501","1654325879"
"Occitanie","ESS + Hors ESS","3. Association","4 - Grandes entreprises","26","19","12847","10141","270238001"
"Occitanie","ESS + Hors ESS","4. Fondation","1 - Micro entreprise","28","9","s","s","s"
"Occitanie","ESS + Hors ESS","4. Fondation","2 - Petites entreprises","26","4","749","652","18948410"
"Occitanie","ESS + Hors ESS","4. Fondation","3 - Moyennes entreprises","26","5","1762","1571","49245530"
"Occitanie","ESS + Hors ESS","4. Fondation","4 - Grandes entreprises","1","1","s","s","s"
"Occitanie","ESS + Hors ESS","Privé Hors ESS","1 - Micro entreprise","154570","132008","327249","326273","9154070936"
"Occitanie","ESS + Hors ESS","Privé Hors ESS","2 - Petites entreprises","18977","13081","341951","316464","10254599513"
"Occitanie","ESS + Hors ESS","Privé Hors ESS","3 - Moyennes entreprises","2949","1699","256212","236550","8472195616"
"Occitanie","ESS + Hors ESS","Privé Hors ESS","4 - Grandes entreprises","348","158","185577","174184","7952406153"
"Occitanie","ESS + Hors ESS","Public","1 - Micro entreprise","8745","4091","29676","26967","864219449"
"Occitanie","ESS + Hors ESS","Public","2 - Petites entreprises","3778","1670","75050","69555","2207928483"
"Occitanie","ESS + Hors ESS","Public","3 - Moyennes entreprises","1601","1122","150210","139486","4654145222"
"Occitanie","ESS + Hors ESS","Public","4 - Grandes entreprises","288","190","239211","221102","7389812340"
"Pays de la Loire","ESS + Hors ESS","1. Coopérative","1 - Micro entreprise","1415","500","s","4849","186992718"
"Pays de la Loire","ESS + Hors ESS","1. Coopérative","2 - Petites entreprises","408","109","7409","7182","290158154"
"Pays de la Loire","ESS + Hors ESS","1. Coopérative","3 - Moyennes entreprises","54","28","5543","5227","192131155"
"Pays de la Loire","ESS + Hors ESS","1. Coopérative","4 - Grandes entreprises","19","9","s","8051","354780875"
"Pays de la Loire","ESS + Hors ESS","2. Mutuelle","1 - Micro entreprise","333","10","s","s","s"
"Pays de la Loire","ESS + Hors ESS","2. Mutuelle","2 - Petites entreprises","128","9","s","s","s"
"Pays de la Loire","ESS + Hors ESS","2. Mutuelle","3 - Moyennes entreprises","40","4","3649","3251","108268210"
"Pays de la Loire","ESS + Hors ESS","2. Mutuelle","4 - Grandes entreprises","4","1","s","s","s"
"Pays de la Loire","ESS + Hors ESS","3. Association","1 - Micro entreprise","9399","8136","16123","s","s"
"Pays de la Loire","ESS + Hors ESS","3. Association","2 - Petites entreprises","2530","1629","47993","40587","1194912291"
"Pays de la Loire","ESS + Hors ESS","3. Association","3 - Moyennes entreprises","657","387","51652","44539","1249052628"
"Pays de la Loire","ESS + Hors ESS","3. Association","4 - Grandes entreprises","25","20","8549","s","s"
"Pays de la Loire","ESS + Hors ESS","4. Fondation","1 - Micro entreprise","20","11","s","s","s"
"Pays de la Loire","ESS + Hors ESS","4. Fondation","2 - Petites entreprises","14","0","s","s","s"
"Pays de la Loire","ESS + Hors ESS","4. Fondation","3 - Moyennes entreprises","25","3","2266","1965","59030618"
"Pays de la Loire","ESS + Hors ESS","Privé Hors ESS","1 - Micro entreprise","83096","68967","194054","193212","5493491953"
"Pays de la Loire","ESS + Hors ESS","Privé Hors ESS","2 - Petites entreprises","13464","9413","252400","234601","7654772983"
"Pays de la Loire","ESS + Hors ESS","Privé Hors ESS","3 - Moyennes entreprises","2720","1708","255478","238901","8298752661"
"Pays de la Loire","ESS + Hors ESS","Privé Hors ESS","4 - Grandes entreprises","371","204","169209","159419","6059651633"
"Pays de la Loire","ESS + Hors ESS","Public","1 - Micro entreprise","2784","942","12167","11411","376839546"
"Pays de la Loire","ESS + Hors ESS","Public","2 - Petites entreprises","1990","896","39736","36541","1166844676"
"Pays de la Loire","ESS + Hors ESS","Public","3 - Moyennes entreprises","885","628","80050","73884","2449217023"
"Pays de la Loire","ESS + Hors ESS","Public","4 - Grandes entreprises","171","116","133389","123319","4070915800"
"Provence-Alpes-Côte d'Azur","ESS + Hors ESS","1. Coopérative","1 - Micro entreprise","1149","528","4500","4613","186250746"
"Provence-Alpes-Côte d'Azur","ESS + Hors ESS","1. Coopérative","2 - Petites entreprises","305","120","4820","4536","186311922"
