"REG","typo_Asso","typo_Asso_det","nb_etab","eff_31","eff_EQTP","rem_brut"
"Guyane","ACTION SOCIALE (QB)","Hebergement medico-social de personnes en difficulte","13","336","313","10035594"
"Guyane","ACTION SOCIALE (QB)","Hebergement medico-social de personnes handicapees","7","290","271","9157040"
"Guyane","ENSEIGNEMENT (PZ)","Autres enseignements","6","s","s","s"
"Guyane","ENSEIGNEMENT (PZ)","Enseignement culturel","2","s","s","s"
"Guyane","ENSEIGNEMENT (PZ)","Enseignement primaire/secondaire/supérieur","7","370","344","13139028"
"Guyane","ENSEIGNEMENT (PZ)","Formation continue d adultes","10","153","124","3759373"
"Guyane","SPORTS ET LOISIRS (RZ2)","Loisirs","4","s","s","s"
"Guyane","SPORTS ET LOISIRS (RZ2)","Sports","37","s","s","s"
"Hauts-de-France","ACTION SOCIALE (QB)","Accueil d adultes handicapes ou pers. agees","84","1083","965","25361138"
"Hauts-de-France","ACTION SOCIALE (QB)","Accueil d enfants et d adolescents","83","1759","1525","46804328"
"Hauts-de-France","ACTION SOCIALE (QB)","Accueil d enfants handicapes","97","2431","1940","63636032"
"Hauts-de-France","ACTION SOCIALE (QB)","Accueil des jeunes enfants","184","2272","1932","46993315"
"Hauts-de-France","ACTION SOCIALE (QB)","Action sociale NCA","837","15726","12983","336474808"
"Hauts-de-France","ACTION SOCIALE (QB)","Aide a domicile","264","16047","11709","266725009"
"Hauts-de-France","ACTION SOCIALE (QB)","Aide par le travail","170","17311","15300","242045495"
"Hauts-de-France","ACTION SOCIALE (QB)","Hebergement medico-social de personnes agees","220","8187","7003","194523448"
"Hauts-de-France","ACTION SOCIALE (QB)","Hebergement medico-social de personnes en difficulte","331","8734","7645","224746663"
"Hauts-de-France","ACTION SOCIALE (QB)","Hebergement medico-social de personnes handicapees","462","19193","16902","469230671"
"Hauts-de-France","ENSEIGNEMENT (PZ)","Autres enseignements","245","1872","1497","48739369"
"Hauts-de-France","ENSEIGNEMENT (PZ)","Enseignement culturel","139","269","200","6000427"
"Hauts-de-France","ENSEIGNEMENT (PZ)","Enseignement primaire/secondaire/supérieur","783","27753","24515","866165877"
"Hauts-de-France","ENSEIGNEMENT (PZ)","Formation continue d adultes","235","3086","2546","82841038"
"Hauts-de-France","SPORTS ET LOISIRS (RZ2)","Loisirs","190","877","760","18738428"
"Hauts-de-France","SPORTS ET LOISIRS (RZ2)","Sports","2454","3398","2789","79914586"
"Ile-de-France","ACTION SOCIALE (QB)","Accueil d adultes handicapes ou pers. agees","114","1425","1242","38646115"
"Ile-de-France","ACTION SOCIALE (QB)","Accueil d enfants et d adolescents","99","2500","2213","76848580"
"Ile-de-France","ACTION SOCIALE (QB)","Accueil d enfants handicapes","234","5443","4358","143782651"
"Ile-de-France","ACTION SOCIALE (QB)","Accueil des jeunes enfants","535","5603","4921","127139753"
"Ile-de-France","ACTION SOCIALE (QB)","Action sociale NCA","1369","24369","21976","731545732"
"Ile-de-France","ACTION SOCIALE (QB)","Aide a domicile","270","8666","6930","169726268"
"Ile-de-France","ACTION SOCIALE (QB)","Aide par le travail","267","18647","16554","291042124"
"Ile-de-France","ACTION SOCIALE (QB)","Hebergement medico-social de personnes agees","290","10992","9891","291079738"
"Ile-de-France","ACTION SOCIALE (QB)","Hebergement medico-social de personnes en difficulte","649","15154","13821","428342567"
"Ile-de-France","ACTION SOCIALE (QB)","Hebergement medico-social de personnes handicapees","589","23078","20351","595586781"
"Ile-de-France","ENSEIGNEMENT (PZ)","Autres enseignements","842","6595","5306","207692994"
"Ile-de-France","ENSEIGNEMENT (PZ)","Enseignement culturel","416","1766","1058","36815471"
"Ile-de-France","ENSEIGNEMENT (PZ)","Enseignement primaire/secondaire/supérieur","938","38364","32825","1254671215"
"Ile-de-France","ENSEIGNEMENT (PZ)","Formation continue d adultes","659","6728","5949","231082987"
"Ile-de-France","SPORTS ET LOISIRS (RZ2)","Loisirs","284","2905","2596","74717954"
"Ile-de-France","SPORTS ET LOISIRS (RZ2)","Sports","4212","15458","11180","462820461"
"La Réunion","ACTION SOCIALE (QB)","Accueil d adultes handicapes ou pers. agees","16","218","193","5113768"
"La Réunion","ACTION SOCIALE (QB)","Accueil d enfants et d adolescents","10","231","200","6749714"
"La Réunion","ACTION SOCIALE (QB)","Accueil d enfants handicapes","7","278","234","8064653"
"La Réunion","ACTION SOCIALE (QB)","Accueil des jeunes enfants","126","1130","954","21556030"
"La Réunion","ACTION SOCIALE (QB)","Action sociale NCA","131","1488","1371","34671649"
"La Réunion","ACTION SOCIALE (QB)","Aide a domicile","9","998","805","16801608"
"La Réunion","ACTION SOCIALE (QB)","Aide par le travail","10","803","749","11276672"
"La Réunion","ACTION SOCIALE (QB)","Hebergement medico-social de personnes agees","8","757","689","24480033"
"La Réunion","ACTION SOCIALE (QB)","Hebergement medico-social de personnes en difficulte","27","659","616","20111625"
"La Réunion","ACTION SOCIALE (QB)","Hebergement medico-social de personnes handicapees","31","1084","964","33064407"
"La Réunion","ENSEIGNEMENT (PZ)","Autres enseignements","35","642","587","21849569"
"La Réunion","ENSEIGNEMENT (PZ)","Enseignement culturel","17","s","s","s"
"La Réunion","ENSEIGNEMENT (PZ)","Enseignement primaire/secondaire/supérieur","39","1132","1015","47293599"
"La Réunion","ENSEIGNEMENT (PZ)","Formation continue d adultes","29","s","s","s"
"La Réunion","SPORTS ET LOISIRS (RZ2)","Loisirs","30","177","267","6121878"
"La Réunion","SPORTS ET LOISIRS (RZ2)","Sports","232","533","504","12198954"
"Martinique","ACTION SOCIALE (QB)","Accueil d adultes handicapes ou pers. agees","3","s","s","s"
"Martinique","ACTION SOCIALE (QB)","Accueil d enfants et d adolescents","5","178","177","5321417"
"Martinique","ACTION SOCIALE (QB)","Accueil d enfants handicapes","5","s","s","s"
"Martinique","ACTION SOCIALE (QB)","Accueil des jeunes enfants","44","321","282","6808316"
"Martinique","ACTION SOCIALE (QB)","Action sociale NCA","61","695","558","15276921"
"Martinique","ACTION SOCIALE (QB)","Aide a domicile","25","771","577","12840236"
"Martinique","ACTION SOCIALE (QB)","Aide par le travail","15","577","537","11145423"
"Martinique","ACTION SOCIALE (QB)","Hebergement medico-social de personnes agees","5","268","230","8037274"
"Martinique","ACTION SOCIALE (QB)","Hebergement medico-social de personnes en difficulte","16","342","319","11530217"
"Martinique","ACTION SOCIALE (QB)","Hebergement medico-social de personnes handicapees","18","535","486","15612796"
"Martinique","ENSEIGNEMENT (PZ)","Autres enseignements","18","103","89","2686578"
"Martinique","ENSEIGNEMENT (PZ)","Enseignement culturel","4","s","s","s"
"Martinique","ENSEIGNEMENT (PZ)","Enseignement primaire/secondaire/supérieur","29","887","815","31967287"
"Martinique","ENSEIGNEMENT (PZ)","Formation continue d adultes","25","257","198","6935089"
"Martinique","SPORTS ET LOISIRS (RZ2)","Loisirs","16","154","120","2382326"
"Martinique","SPORTS ET LOISIRS (RZ2)","Sports","85","308","280","7565221"
"Normandie","ACTION SOCIALE (QB)","Accueil d adultes handicapes ou pers. agees","33","375","311","8394391"
"Normandie","ACTION SOCIALE (QB)","Accueil d enfants et d adolescents","42","785","717","21474628"
"Normandie","ACTION SOCIALE (QB)","Accueil d enfants handicapes","60","1240","1001","33098889"
"Normandie","ACTION SOCIALE (QB)","Accueil des jeunes enfants","115","1052","893","21431730"
"Normandie","ACTION SOCIALE (QB)","Action sociale NCA","398","7110","5983","152071977"
"Normandie","ACTION SOCIALE (QB)","Aide a domicile","229","9007","6643","149369780"
"Normandie","ACTION SOCIALE (QB)","Aide par le travail","102","8674","7855","131824143"
"Normandie","ACTION SOCIALE (QB)","Hebergement medico-social de personnes agees","75","3454","3091","83451279"
"Normandie","ACTION SOCIALE (QB)","Hebergement medico-social de personnes en difficulte","182","4384","3913","108446096"
"Normandie","ACTION SOCIALE (QB)","Hebergement medico-social de personnes handicapees","237","10138","9021","255806847"
"Normandie","ENSEIGNEMENT (PZ)","Autres enseignements","203","901","779","24424960"
"Normandie","ENSEIGNEMENT (PZ)","Enseignement culturel","119","244","159","4400926"
"Normandie","ENSEIGNEMENT (PZ)","Enseignement primaire/secondaire/supérieur","386","11237","10147","349096351"
"Normandie","ENSEIGNEMENT (PZ)","Formation continue d adultes","167","1932","1693","52663505"
"Normandie","SPORTS ET LOISIRS (RZ2)","Loisirs","135","614","563","13350258"
"Normandie","SPORTS ET LOISIRS (RZ2)","Sports","1853","2899","2307","62489532"
"Nouvelle-Aquitaine","ACTION SOCIALE (QB)","Accueil d adultes handicapes ou pers. agees","96","1368","1148","33572706"
"Nouvelle-Aquitaine","ACTION SOCIALE (QB)","Accueil d enfants et d adolescents","67","1365","1188","34675126"
"Nouvelle-Aquitaine","ACTION SOCIALE (QB)","Accueil d enfants handicapes","116","2298","1826","61596793"
"Nouvelle-Aquitaine","ACTION SOCIALE (QB)","Accueil des jeunes enfants","294","3107","2698","65595244"
"Nouvelle-Aquitaine","ACTION SOCIALE (QB)","Action sociale NCA","1007","13565","11220","293514347"
"Nouvelle-Aquitaine","ACTION SOCIALE (QB)","Aide a domicile","479","14590","11489","258745201"
"Nouvelle-Aquitaine","ACTION SOCIALE (QB)","Aide par le travail","227","14757","13056","222054737"
"Nouvelle-Aquitaine","ACTION SOCIALE (QB)","Hebergement medico-social de personnes agees","189","8437","7312","203749868"
"Nouvelle-Aquitaine","ACTION SOCIALE (QB)","Hebergement medico-social de personnes en difficulte","323","8519","7396","209833583"
"Nouvelle-Aquitaine","ACTION SOCIALE (QB)","Hebergement medico-social de personnes handicapees","397","16237","14008","403975380"
"Nouvelle-Aquitaine","ENSEIGNEMENT (PZ)","Autres enseignements","512","1492","1220","37480815"
"Nouvelle-Aquitaine","ENSEIGNEMENT (PZ)","Enseignement culturel","308","766","483","13478546"
"Nouvelle-Aquitaine","ENSEIGNEMENT (PZ)","Enseignement primaire/secondaire/supérieur","708","17566","15466","520457229"
"Nouvelle-Aquitaine","ENSEIGNEMENT (PZ)","Formation continue d adultes","293","2608","2315","77671946"
"Nouvelle-Aquitaine","SPORTS ET LOISIRS (RZ2)","Loisirs","422","1978","1690","41097081"
"Nouvelle-Aquitaine","SPORTS ET LOISIRS (RZ2)","Sports","3396","5771","4875","126590319"
"Occitanie","ACTION SOCIALE (QB)","Accueil d adultes handicapes ou pers. agees","78","1124","931","23836176"
"Occitanie","ACTION SOCIALE (QB)","Accueil d enfants et d adolescents","50","774","672","19806938"
"Occitanie","ACTION SOCIALE (QB)","Accueil d enfants handicapes","61","1335","1100","36334536"
"Occitanie","ACTION SOCIALE (QB)","Accueil des jeunes enfants","370","4158","3507","84434071"
"Occitanie","ACTION SOCIALE (QB)","Action sociale NCA","702","9506","7872","205590848"
"Occitanie","ACTION SOCIALE (QB)","Aide a domicile","487","19741","15001","332533419"
"Occitanie","ACTION SOCIALE (QB)","Aide par le travail","184","11762","10706","177990775"
"Occitanie","ACTION SOCIALE (QB)","Hebergement medico-social de personnes agees","262","11709","10375","283653934"
"Occitanie","ACTION SOCIALE (QB)","Hebergement medico-social de personnes en difficulte","342","7672","6705","188903373"
"Occitanie","ACTION SOCIALE (QB)","Hebergement medico-social de personnes handicapees","467","22638","19959","585759110"
"Occitanie","ENSEIGNEMENT (PZ)","Autres enseignements","519","2874","2452","76938224"
"Occitanie","ENSEIGNEMENT (PZ)","Enseignement culturel","310","605","413","11428365"
"Occitanie","ENSEIGNEMENT (PZ)","Enseignement primaire/secondaire/supérieur","664","15773","13830","470131551"
"Occitanie","ENSEIGNEMENT (PZ)","Formation continue d adultes","335","2469","2164","72139145"
"Occitanie","SPORTS ET LOISIRS (RZ2)","Loisirs","376","2336","1802","43691783"
"Occitanie","SPORTS ET LOISIRS (RZ2)","Sports","3029","4601","3674","97470999"
"Pays de la Loire","ACTION SOCIALE (QB)","Accueil d adultes handicapes ou pers. agees","62","831","677","20046641"
"Pays de la Loire","ACTION SOCIALE (QB)","Accueil d enfants et d adolescents","14","493","422","12538996"
"Pays de la Loire","ACTION SOCIALE (QB)","Accueil d enfants handicapes","77","1254","991","32747562"
"Pays de la Loire","ACTION SOCIALE (QB)","Accueil des jeunes enfants","216","2442","1867","45724536"
"Pays de la Loire","ACTION SOCIALE (QB)","Action sociale NCA","432","7292","6015","155299503"
"Pays de la Loire","ACTION SOCIALE (QB)","Aide a domicile","321","8881","6634","150157195"
"Pays de la Loire","ACTION SOCIALE (QB)","Aide par le travail","118","8727","7472","124320788"
"Pays de la Loire","ACTION SOCIALE (QB)","Hebergement medico-social de personnes agees","204","10513","8998","241672129"
"Pays de la Loire","ACTION SOCIALE (QB)","Hebergement medico-social de personnes en difficulte","190","4407","3942","110557140"
"Pays de la Loire","ACTION SOCIALE (QB)","Hebergement medico-social de personnes handicapees","301","10005","8629","247247518"
"Pays de la Loire","ENSEIGNEMENT (PZ)","Autres enseignements","222","596","479","15466651"
"Pays de la Loire","ENSEIGNEMENT (PZ)","Enseignement culturel","173","432","266","7238186"
"Pays de la Loire","ENSEIGNEMENT (PZ)","Enseignement primaire/secondaire/supérieur","1541","29680","25862","885914797"
"Pays de la Loire","ENSEIGNEMENT (PZ)","Formation continue d adultes","179","1754","1589","52073328"
"Pays de la Loire","SPORTS ET LOISIRS (RZ2)","Loisirs","164","1623","1387","36664374"
"Pays de la Loire","SPORTS ET LOISIRS (RZ2)","Sports","2541","3620","2815","82339771"
"Provence-Alpes-Côte d'Azur","ACTION SOCIALE (QB)","Accueil d adultes handicapes ou pers. agees","81","1092","932","24909035"
"Provence-Alpes-Côte d'Azur","ACTION SOCIALE (QB)","Accueil d enfants et d adolescents","42","992","843","25638415"
"Provence-Alpes-Côte d'Azur","ACTION SOCIALE (QB)","Accueil d enfants handicapes","46","1009","817","28425198"
"Provence-Alpes-Côte d'Azur","ACTION SOCIALE (QB)","Accueil des jeunes enfants","354","4393","3905","95927971"
"Provence-Alpes-Côte d'Azur","ACTION SOCIALE (QB)","Action sociale NCA","677","9584","8140","219936510"
"Provence-Alpes-Côte d'Azur","ACTION SOCIALE (QB)","Aide a domicile","344","12788","9396","214079980"
"Provence-Alpes-Côte d'Azur","ACTION SOCIALE (QB)","Aide par le travail","124","7667","6854","122457266"
"Provence-Alpes-Côte d'Azur","ACTION SOCIALE (QB)","Hebergement medico-social de personnes agees","143","5271","4653","132761881"
"Provence-Alpes-Côte d'Azur","ACTION SOCIALE (QB)","Hebergement medico-social de personnes en difficulte","279","5927","5266","150713686"
"Provence-Alpes-Côte d'Azur","ACTION SOCIALE (QB)","Hebergement medico-social de personnes handicapees","262","11037","9793","282904571"
"Provence-Alpes-Côte d'Azur","ENSEIGNEMENT (PZ)","Autres enseignements","376","1445","1184","37761011"
"Provence-Alpes-Côte d'Azur","ENSEIGNEMENT (PZ)","Enseignement culturel","186","614","459","15494927"
"Provence-Alpes-Côte d'Azur","ENSEIGNEMENT (PZ)","Enseignement primaire/secondaire/supérieur","443","14644","12869","460129298"
"Provence-Alpes-Côte d'Azur","ENSEIGNEMENT (PZ)","Formation continue d adultes","302","2565","2244","73539597"
"Provence-Alpes-Côte d'Azur","SPORTS ET LOISIRS (RZ2)","Loisirs","210","875","807","21115699"
"Provence-Alpes-Côte d'Azur","SPORTS ET LOISIRS (RZ2)","Sports","2181","4584","3705","102506748"
