"DEP","ESS_simp","typo_A","typo_A_det","taille_etab","nb_etab","nb_ent","eff_31","eff_EQTP","rem_brut"
"91","ESS","Ensemble des secteurs d'activité","Autres actions sociales","1 - Micro entreprise","91","58","299","329","s"
"91","ESS","Ensemble des secteurs d'activité","Autres actions sociales","2 - Petites entreprises","84","22","1735","1346","43212769"
"91","ESS","Ensemble des secteurs d'activité","Autres actions sociales","3 - Moyennes entreprises","9","4","946","867","s"
"91","ESS","Ensemble des secteurs d'activité","Hebergement medico-social et social","1 - Micro entreprise","63","21","253","242","7779016"
"91","ESS","Ensemble des secteurs d'activité","Hebergement medico-social et social","2 - Petites entreprises","81","13","2323","2065","63185192"
"91","ESS","Ensemble des secteurs d'activité","Hebergement medico-social et social","3 - Moyennes entreprises","57","12","4491","3998","114678680"
"91","Privé Hors ESS","Ensemble des secteurs d'activité","Accueil des jeunes enfants","1 - Micro entreprise","42","29","188","s","s"
"91","Privé Hors ESS","Ensemble des secteurs d'activité","Accueil des jeunes enfants","2 - Petites entreprises","33","14","507","s","s"
"91","Privé Hors ESS","Ensemble des secteurs d'activité","Aide a domicile","1 - Micro entreprise","38","30","s","s","s"
"91","Privé Hors ESS","Ensemble des secteurs d'activité","Aide a domicile","2 - Petites entreprises","31","23","740","550","11580862"
"91","Privé Hors ESS","Ensemble des secteurs d'activité","Aide a domicile","3 - Moyennes entreprises","3","2","s","s","s"
"91","Privé Hors ESS","Ensemble des secteurs d'activité","Aide par le travail","1 - Micro entreprise","1","1","s","s","s"
"91","Privé Hors ESS","Ensemble des secteurs d'activité","Aide par le travail","2 - Petites entreprises","1","0","s","s","s"
"91","Privé Hors ESS","Ensemble des secteurs d'activité","Aide par le travail","3 - Moyennes entreprises","1","0","s","s","s"
"91","Privé Hors ESS","Ensemble des secteurs d'activité","Autres actions sociales","1 - Micro entreprise","1","1","s","s","s"
"91","Privé Hors ESS","Ensemble des secteurs d'activité","Autres actions sociales","2 - Petites entreprises","2","2","s","s","s"
"91","Privé Hors ESS","Ensemble des secteurs d'activité","Hebergement medico-social et social","1 - Micro entreprise","5","2","s","s","s"
"91","Privé Hors ESS","Ensemble des secteurs d'activité","Hebergement medico-social et social","2 - Petites entreprises","10","9","s","s","s"
"91","Privé Hors ESS","Ensemble des secteurs d'activité","Hebergement medico-social et social","3 - Moyennes entreprises","44","30","2746","2447","71838171"
"91","Public","Ensemble des secteurs d'activité","Accueil des jeunes enfants","2 - Petites entreprises","1","0","s","s","s"
"91","Public","Ensemble des secteurs d'activité","Accueil des jeunes enfants","3 - Moyennes entreprises","1","0","s","s","s"
"91","Public","Ensemble des secteurs d'activité","Aide a domicile","2 - Petites entreprises","1","0","s","s","s"
"91","Public","Ensemble des secteurs d'activité","Aide par le travail","3 - Moyennes entreprises","2","0","s","s","s"
"91","Public","Ensemble des secteurs d'activité","Autres actions sociales","1 - Micro entreprise","55","47","s","s","s"
"91","Public","Ensemble des secteurs d'activité","Autres actions sociales","2 - Petites entreprises","25","20","s","s","s"
"91","Public","Ensemble des secteurs d'activité","Autres actions sociales","3 - Moyennes entreprises","3","3","190","172","s"
"91","Public","Ensemble des secteurs d'activité","Autres actions sociales","4 - Grandes entreprises","2","0","s","s","s"
"91","Public","Ensemble des secteurs d'activité","Hebergement medico-social et social","1 - Micro entreprise","3","0","s","s","s"
"91","Public","Ensemble des secteurs d'activité","Hebergement medico-social et social","2 - Petites entreprises","14","1","s","s","s"
"91","Public","Ensemble des secteurs d'activité","Hebergement medico-social et social","3 - Moyennes entreprises","14","9","1051","974","28120251"
"92","ESS","Ensemble des secteurs d'activité","Accueil des jeunes enfants","1 - Micro entreprise","50","43","s","s","s"
"92","ESS","Ensemble des secteurs d'activité","Accueil des jeunes enfants","2 - Petites entreprises","24","17","429","s","9734629"
"92","ESS","Ensemble des secteurs d'activité","Accueil des jeunes enfants","3 - Moyennes entreprises","1","1","s","s","s"
"92","ESS","Ensemble des secteurs d'activité","Aide a domicile","1 - Micro entreprise","13","12","s","s","s"
"92","ESS","Ensemble des secteurs d'activité","Aide a domicile","2 - Petites entreprises","7","6","s","s","s"
"92","ESS","Ensemble des secteurs d'activité","Aide a domicile","3 - Moyennes entreprises","3","3","210","141","3691743"
"92","ESS","Ensemble des secteurs d'activité","Aide par le travail","1 - Micro entreprise","5","4","s","s","s"
"92","ESS","Ensemble des secteurs d'activité","Aide par le travail","2 - Petites entreprises","11","2","s","s","s"
"92","ESS","Ensemble des secteurs d'activité","Aide par le travail","3 - Moyennes entreprises","23","2","s","s","s"
"92","ESS","Ensemble des secteurs d'activité","Autres actions sociales","1 - Micro entreprise","113","77","414","406","13050606"
"92","ESS","Ensemble des secteurs d'activité","Autres actions sociales","2 - Petites entreprises","99","43","2084","1749","56569675"
"92","ESS","Ensemble des secteurs d'activité","Autres actions sociales","3 - Moyennes entreprises","13","8","1016","834","23800961"
"92","ESS","Ensemble des secteurs d'activité","Hebergement medico-social et social","1 - Micro entreprise","46","9","s","s","s"
"92","ESS","Ensemble des secteurs d'activité","Hebergement medico-social et social","2 - Petites entreprises","106","17","2894","2590","77948302"
"92","ESS","Ensemble des secteurs d'activité","Hebergement medico-social et social","3 - Moyennes entreprises","41","8","s","s","s"
"92","Privé Hors ESS","Ensemble des secteurs d'activité","Accueil des jeunes enfants","1 - Micro entreprise","175","66","s","s","s"
"92","Privé Hors ESS","Ensemble des secteurs d'activité","Accueil des jeunes enfants","2 - Petites entreprises","130","51","2265","1983","46248150"
"92","Privé Hors ESS","Ensemble des secteurs d'activité","Accueil des jeunes enfants","3 - Moyennes entreprises","2","2","s","s","s"
"92","Privé Hors ESS","Ensemble des secteurs d'activité","Accueil des jeunes enfants","4 - Grandes entreprises","1","0","s","s","s"
"92","Privé Hors ESS","Ensemble des secteurs d'activité","Aide a domicile","1 - Micro entreprise","58","44","s","s","s"
"92","Privé Hors ESS","Ensemble des secteurs d'activité","Aide a domicile","2 - Petites entreprises","63","51","s","s","s"
"92","Privé Hors ESS","Ensemble des secteurs d'activité","Aide a domicile","3 - Moyennes entreprises","17","10","1293","969","20937372"
"92","Privé Hors ESS","Ensemble des secteurs d'activité","Aide par le travail","1 - Micro entreprise","2","2","s","s","s"
"92","Privé Hors ESS","Ensemble des secteurs d'activité","Aide par le travail","2 - Petites entreprises","1","1","s","s","s"
"92","Privé Hors ESS","Ensemble des secteurs d'activité","Autres actions sociales","1 - Micro entreprise","10","9","s","s","s"
"92","Privé Hors ESS","Ensemble des secteurs d'activité","Autres actions sociales","2 - Petites entreprises","2","2","s","s","s"
"92","Privé Hors ESS","Ensemble des secteurs d'activité","Autres actions sociales","3 - Moyennes entreprises","2","0","s","s","s"
"92","Privé Hors ESS","Ensemble des secteurs d'activité","Hebergement medico-social et social","1 - Micro entreprise","9","7","s","s","s"
"92","Privé Hors ESS","Ensemble des secteurs d'activité","Hebergement medico-social et social","2 - Petites entreprises","17","10","s","s","s"
"92","Privé Hors ESS","Ensemble des secteurs d'activité","Hebergement medico-social et social","3 - Moyennes entreprises","47","30","3269","2901","83596025"
"92","Public","Ensemble des secteurs d'activité","Accueil des jeunes enfants","2 - Petites entreprises","5","0","78","s","2065074"
"92","Public","Ensemble des secteurs d'activité","Autres actions sociales","1 - Micro entreprise","24","15","s","s","s"
"92","Public","Ensemble des secteurs d'activité","Autres actions sociales","2 - Petites entreprises","25","16","s","s","s"
"92","Public","Ensemble des secteurs d'activité","Autres actions sociales","3 - Moyennes entreprises","9","9","s","s","s"
"92","Public","Ensemble des secteurs d'activité","Autres actions sociales","4 - Grandes entreprises","2","1","s","s","s"
"92","Public","Ensemble des secteurs d'activité","Hebergement medico-social et social","1 - Micro entreprise","17","0","s","s","s"
"92","Public","Ensemble des secteurs d'activité","Hebergement medico-social et social","2 - Petites entreprises","5","0","s","s","s"
"92","Public","Ensemble des secteurs d'activité","Hebergement medico-social et social","3 - Moyennes entreprises","15","13","s","s","s"
"92","Public","Ensemble des secteurs d'activité","Hebergement medico-social et social","4 - Grandes entreprises","1","1","s","s","s"
"93","ESS","Ensemble des secteurs d'activité","Accueil des jeunes enfants","1 - Micro entreprise","28","20","s","s","s"
"93","ESS","Ensemble des secteurs d'activité","Accueil des jeunes enfants","2 - Petites entreprises","18","7","s","s","s"
"93","ESS","Ensemble des secteurs d'activité","Aide a domicile","1 - Micro entreprise","15","12","s","s","s"
"93","ESS","Ensemble des secteurs d'activité","Aide a domicile","2 - Petites entreprises","20","16","s","s","s"
"93","ESS","Ensemble des secteurs d'activité","Aide a domicile","3 - Moyennes entreprises","3","2","s","s","s"
"93","ESS","Ensemble des secteurs d'activité","Aide par le travail","1 - Micro entreprise","3","1","s","s","s"
"93","ESS","Ensemble des secteurs d'activité","Aide par le travail","2 - Petites entreprises","2","0","s","s","s"
"93","ESS","Ensemble des secteurs d'activité","Aide par le travail","3 - Moyennes entreprises","21","3","2292","2008","s"
"93","ESS","Ensemble des secteurs d'activité","Autres actions sociales","1 - Micro entreprise","93","50","s","s","9175823"
"93","ESS","Ensemble des secteurs d'activité","Autres actions sociales","2 - Petites entreprises","101","50","2273","2005","63000522"
"93","ESS","Ensemble des secteurs d'activité","Autres actions sociales","3 - Moyennes entreprises","25","16","s","s","58978723"
"93","ESS","Ensemble des secteurs d'activité","Hebergement medico-social et social","1 - Micro entreprise","51","3","184","225","6687877"
"93","ESS","Ensemble des secteurs d'activité","Hebergement medico-social et social","2 - Petites entreprises","88","17","2275","1996","60176648"
"93","ESS","Ensemble des secteurs d'activité","Hebergement medico-social et social","3 - Moyennes entreprises","54","8","3761","3376","97731645"
"93","Privé Hors ESS","Ensemble des secteurs d'activité","Accueil des jeunes enfants","1 - Micro entreprise","60","40","s","s","s"
"93","Privé Hors ESS","Ensemble des secteurs d'activité","Accueil des jeunes enfants","2 - Petites entreprises","43","14","s","s","s"
"93","Privé Hors ESS","Ensemble des secteurs d'activité","Aide a domicile","1 - Micro entreprise","21","19","s","s","s"
"93","Privé Hors ESS","Ensemble des secteurs d'activité","Aide a domicile","2 - Petites entreprises","27","20","718","551","11270336"
"93","Privé Hors ESS","Ensemble des secteurs d'activité","Aide a domicile","3 - Moyennes entreprises","5","3","s","s","s"
"93","Privé Hors ESS","Ensemble des secteurs d'activité","Aide par le travail","2 - Petites entreprises","1","0","s","s","s"
"93","Privé Hors ESS","Ensemble des secteurs d'activité","Autres actions sociales","1 - Micro entreprise","4","4","s","s","s"
"93","Privé Hors ESS","Ensemble des secteurs d'activité","Autres actions sociales","3 - Moyennes entreprises","1","1","s","s","s"
"93","Privé Hors ESS","Ensemble des secteurs d'activité","Hebergement medico-social et social","1 - Micro entreprise","1","1","s","s","s"
"93","Privé Hors ESS","Ensemble des secteurs d'activité","Hebergement medico-social et social","2 - Petites entreprises","5","4","s","s","s"
"93","Privé Hors ESS","Ensemble des secteurs d'activité","Hebergement medico-social et social","3 - Moyennes entreprises","21","11","s","s","s"
"93","Public","Ensemble des secteurs d'activité","Accueil des jeunes enfants","2 - Petites entreprises","1","0","s","s","s"
"93","Public","Ensemble des secteurs d'activité","Accueil des jeunes enfants","3 - Moyennes entreprises","1","0","s","s","s"
"93","Public","Ensemble des secteurs d'activité","Aide a domicile","1 - Micro entreprise","2","0","s","s","s"
"93","Public","Ensemble des secteurs d'activité","Aide a domicile","2 - Petites entreprises","4","0","s","s","s"
"93","Public","Ensemble des secteurs d'activité","Aide par le travail","4 - Grandes entreprises","1","1","s","s","s"
"93","Public","Ensemble des secteurs d'activité","Autres actions sociales","1 - Micro entreprise","19","11","s","s","s"
"93","Public","Ensemble des secteurs d'activité","Autres actions sociales","2 - Petites entreprises","27","22","692","663","18822656"
"93","Public","Ensemble des secteurs d'activité","Autres actions sociales","3 - Moyennes entreprises","18","17","1479","1329","s"
"93","Public","Ensemble des secteurs d'activité","Autres actions sociales","4 - Grandes entreprises","1","0","s","s","s"
"93","Public","Ensemble des secteurs d'activité","Hebergement medico-social et social","1 - Micro entreprise","8","0","s","s","s"
"93","Public","Ensemble des secteurs d'activité","Hebergement medico-social et social","2 - Petites entreprises","7","0","s","s","s"
"93","Public","Ensemble des secteurs d'activité","Hebergement medico-social et social","3 - Moyennes entreprises","6","5","s","s","s"
"93","Public","Ensemble des secteurs d'activité","Hebergement medico-social et social","4 - Grandes entreprises","1","1","s","s","s"
"94","ESS","Ensemble des secteurs d'activité","Accueil des jeunes enfants","1 - Micro entreprise","19","18","s","s","s"
"94","ESS","Ensemble des secteurs d'activité","Accueil des jeunes enfants","2 - Petites entreprises","6","2","s","s","s"
"94","ESS","Ensemble des secteurs d'activité","Aide a domicile","1 - Micro entreprise","8","8","10","25","558082"
"94","ESS","Ensemble des secteurs d'activité","Aide a domicile","2 - Petites entreprises","24","20","s","s","s"
"94","ESS","Ensemble des secteurs d'activité","Aide a domicile","3 - Moyennes entreprises","6","6","s","s","s"
"94","ESS","Ensemble des secteurs d'activité","Aide par le travail","1 - Micro entreprise","2","0","s","s","s"
"94","ESS","Ensemble des secteurs d'activité","Aide par le travail","2 - Petites entreprises","9","3","s","s","s"
"94","ESS","Ensemble des secteurs d'activité","Aide par le travail","3 - Moyennes entreprises","21","2","s","s","s"
"94","ESS","Ensemble des secteurs d'activité","Autres actions sociales","1 - Micro entreprise","106","63","s","s","s"
"94","ESS","Ensemble des secteurs d'activité","Autres actions sociales","2 - Petites entreprises","74","29","1637","1344","43453164"
"94","ESS","Ensemble des secteurs d'activité","Autres actions sociales","3 - Moyennes entreprises","13","2","s","s","s"
"94","ESS","Ensemble des secteurs d'activité","Hebergement medico-social et social","1 - Micro entreprise","55","10","207","298","9090310"
"94","ESS","Ensemble des secteurs d'activité","Hebergement medico-social et social","2 - Petites entreprises","73","13","2056","1777","52533244"
"94","ESS","Ensemble des secteurs d'activité","Hebergement medico-social et social","3 - Moyennes entreprises","47","4","3709","3320","98422914"
"94","Privé Hors ESS","Ensemble des secteurs d'activité","Accueil des jeunes enfants","1 - Micro entreprise","92","52","s","s","s"
"94","Privé Hors ESS","Ensemble des secteurs d'activité","Accueil des jeunes enfants","2 - Petites entreprises","51","24","s","s","s"
"94","Privé Hors ESS","Ensemble des secteurs d'activité","Aide a domicile","1 - Micro entreprise","43","34","s","s","s"
"94","Privé Hors ESS","Ensemble des secteurs d'activité","Aide a domicile","2 - Petites entreprises","38","31","866","632","13711852"
"94","Privé Hors ESS","Ensemble des secteurs d'activité","Aide a domicile","3 - Moyennes entreprises","9","7","s","s","s"
"94","Privé Hors ESS","Ensemble des secteurs d'activité","Aide par le travail","1 - Micro entreprise","1","1","s","s","s"
"94","Privé Hors ESS","Ensemble des secteurs d'activité","Autres actions sociales","1 - Micro entreprise","6","5","9","10","278977"
"94","Privé Hors ESS","Ensemble des secteurs d'activité","Autres actions sociales","2 - Petites entreprises","2","1","s","s","s"
"94","Privé Hors ESS","Ensemble des secteurs d'activité","Autres actions sociales","3 - Moyennes entreprises","1","0","s","s","s"
"94","Privé Hors ESS","Ensemble des secteurs d'activité","Hebergement medico-social et social","1 - Micro entreprise","1","1","s","s","s"
"94","Privé Hors ESS","Ensemble des secteurs d'activité","Hebergement medico-social et social","2 - Petites entreprises","9","5","s","s","s"
"94","Privé Hors ESS","Ensemble des secteurs d'activité","Hebergement medico-social et social","3 - Moyennes entreprises","16","10","1193","1072","31998679"
"94","Public","Ensemble des secteurs d'activité","Accueil des jeunes enfants","2 - Petites entreprises","3","1","s","s","s"
"94","Public","Ensemble des secteurs d'activité","Aide a domicile","1 - Micro entreprise","2","0","s","s","s"
"94","Public","Ensemble des secteurs d'activité","Aide a domicile","2 - Petites entreprises","3","1","s","s","s"
"94","Public","Ensemble des secteurs d'activité","Aide par le travail","2 - Petites entreprises","1","0","s","s","s"
"94","Public","Ensemble des secteurs d'activité","Aide par le travail","3 - Moyennes entreprises","1","0","s","s","s"
"94","Public","Ensemble des secteurs d'activité","Autres actions sociales","1 - Micro entreprise","29","16","s","s","s"
"94","Public","Ensemble des secteurs d'activité","Autres actions sociales","2 - Petites entreprises","27","19","s","s","s"
"94","Public","Ensemble des secteurs d'activité","Autres actions sociales","3 - Moyennes entreprises","9","9","s","s","s"
"94","Public","Ensemble des secteurs d'activité","Autres actions sociales","4 - Grandes entreprises","3","2","s","s","s"
"94","Public","Ensemble des secteurs d'activité","Hebergement medico-social et social","1 - Micro entreprise","6","0","s","s","s"
"94","Public","Ensemble des secteurs d'activité","Hebergement medico-social et social","2 - Petites entreprises","6","1","s","s","s"
"94","Public","Ensemble des secteurs d'activité","Hebergement medico-social et social","3 - Moyennes entreprises","12","7","1089","975","28423735"
"94","Public","Ensemble des secteurs d'activité","Hebergement medico-social et social","4 - Grandes entreprises","4","2","s","s","s"
"95","ESS","Ensemble des secteurs d'activité","Accueil des jeunes enfants","1 - Micro entreprise","24","17","s","s","s"
"95","ESS","Ensemble des secteurs d'activité","Accueil des jeunes enfants","2 - Petites entreprises","19","10","s","s","s"
"95","ESS","Ensemble des secteurs d'activité","Aide a domicile","1 - Micro entreprise","6","5","s","s","s"
"95","ESS","Ensemble des secteurs d'activité","Aide a domicile","2 - Petites entreprises","12","8","s","s","s"
"95","ESS","Ensemble des secteurs d'activité","Aide a domicile","3 - Moyennes entreprises","5","4","s","s","s"
"95","ESS","Ensemble des secteurs d'activité","Aide par le travail","1 - Micro entreprise","4","0","s","s","s"
"95","ESS","Ensemble des secteurs d'activité","Aide par le travail","2 - Petites entreprises","9","2","s","s","s"
"95","ESS","Ensemble des secteurs d'activité","Aide par le travail","3 - Moyennes entreprises","20","3","s","s","s"
"95","ESS","Ensemble des secteurs d'activité","Autres actions sociales","1 - Micro entreprise","60","38","232","241","7778813"
"95","ESS","Ensemble des secteurs d'activité","Autres actions sociales","2 - Petites entreprises","56","15","1209","1008","31199341"
"95","ESS","Ensemble des secteurs d'activité","Autres actions sociales","3 - Moyennes entreprises","8","4","593","491","13317050"
"95","ESS","Ensemble des secteurs d'activité","Hebergement medico-social et social","1 - Micro entreprise","48","6","232","219","6762228"
"95","ESS","Ensemble des secteurs d'activité","Hebergement medico-social et social","2 - Petites entreprises","76","14","1809","1656","50438856"
"95","ESS","Ensemble des secteurs d'activité","Hebergement medico-social et social","3 - Moyennes entreprises","48","9","3809","3360","99342147"
"95","Privé Hors ESS","Ensemble des secteurs d'activité","Accueil des jeunes enfants","1 - Micro entreprise","54","24","s","s","s"
"95","Privé Hors ESS","Ensemble des secteurs d'activité","Accueil des jeunes enfants","2 - Petites entreprises","29","8","481","s","s"
"95","Privé Hors ESS","Ensemble des secteurs d'activité","Accueil des jeunes enfants","3 - Moyennes entreprises","1","0","s","s","s"
"95","Privé Hors ESS","Ensemble des secteurs d'activité","Aide a domicile","1 - Micro entreprise","21","19","s","s","s"
"95","Privé Hors ESS","Ensemble des secteurs d'activité","Aide a domicile","2 - Petites entreprises","26","21","672","497","10327857"
"95","Privé Hors ESS","Ensemble des secteurs d'activité","Aide a domicile","3 - Moyennes entreprises","2","1","s","s","s"
"95","Privé Hors ESS","Ensemble des secteurs d'activité","Aide par le travail","1 - Micro entreprise","2","2","s","s","s"
"95","Privé Hors ESS","Ensemble des secteurs d'activité","Aide par le travail","2 - Petites entreprises","1","0","s","s","s"
"95","Privé Hors ESS","Ensemble des secteurs d'activité","Autres actions sociales","1 - Micro entreprise","5","4","s","s","s"
"95","Privé Hors ESS","Ensemble des secteurs d'activité","Autres actions sociales","2 - Petites entreprises","2","2","s","s","s"
"95","Privé Hors ESS","Ensemble des secteurs d'activité","Hebergement medico-social et social","1 - Micro entreprise","6","6","s","s","s"
"95","Privé Hors ESS","Ensemble des secteurs d'activité","Hebergement medico-social et social","2 - Petites entreprises","15","8","s","s","s"
"95","Privé Hors ESS","Ensemble des secteurs d'activité","Hebergement medico-social et social","3 - Moyennes entreprises","31","16","s","s","s"
"95","Public","Ensemble des secteurs d'activité","Aide a domicile","2 - Petites entreprises","2","0","s","s","s"
"95","Public","Ensemble des secteurs d'activité","Aide par le travail","3 - Moyennes entreprises","1","1","s","s","s"
"95","Public","Ensemble des secteurs d'activité","Autres actions sociales","1 - Micro entreprise","38","35","s","s","s"
"95","Public","Ensemble des secteurs d'activité","Autres actions sociales","2 - Petites entreprises","27","23","s","s","s"
"95","Public","Ensemble des secteurs d'activité","Autres actions sociales","3 - Moyennes entreprises","3","3","454","428","11167655"
"95","Public","Ensemble des secteurs d'activité","Autres actions sociales","4 - Grandes entreprises","1","0","s","s","s"
"95","Public","Ensemble des secteurs d'activité","Hebergement medico-social et social","1 - Micro entreprise","2","0","s","s","s"
"95","Public","Ensemble des secteurs d'activité","Hebergement medico-social et social","2 - Petites entreprises","5","1","s","s","s"
"95","Public","Ensemble des secteurs d'activité","Hebergement medico-social et social","3 - Moyennes entreprises","5","3","s","s","s"
"971","ESS","Ensemble des secteurs d'activité","Accueil des jeunes enfants","1 - Micro entreprise","39","31","s","s","s"
"971","ESS","Ensemble des secteurs d'activité","Accueil des jeunes enfants","2 - Petites entreprises","22","21","s","s","s"
"971","ESS","Ensemble des secteurs d'activité","Aide a domicile","1 - Micro entreprise","8","4","s","s","s"
"971","ESS","Ensemble des secteurs d'activité","Aide a domicile","2 - Petites entreprises","25","19","577","369","7632048"
"971","ESS","Ensemble des secteurs d'activité","Aide a domicile","3 - Moyennes entreprises","6","6","436","359","8061473"
"971","ESS","Ensemble des secteurs d'activité","Aide a domicile","4 - Grandes entreprises","1","1","s","s","s"
"971","ESS","Ensemble des secteurs d'activité","Aide par le travail","1 - Micro entreprise","16","9","s","s","s"
"971","ESS","Ensemble des secteurs d'activité","Aide par le travail","2 - Petites entreprises","8","1","s","s","s"
"971","ESS","Ensemble des secteurs d'activité","Aide par le travail","3 - Moyennes entreprises","3","0","190","179","2334805"
"971","ESS","Ensemble des secteurs d'activité","Autres actions sociales","1 - Micro entreprise","67","44","s","s","s"
"971","ESS","Ensemble des secteurs d'activité","Autres actions sociales","2 - Petites entreprises","32","17","734","603","20799238"
"971","ESS","Ensemble des secteurs d'activité","Autres actions sociales","3 - Moyennes entreprises","1","0","s","s","s"
"971","ESS","Ensemble des secteurs d'activité","Hebergement medico-social et social","1 - Micro entreprise","25","5","s","s","s"
"971","ESS","Ensemble des secteurs d'activité","Hebergement medico-social et social","2 - Petites entreprises","24","9","559","491","16604821"
"971","ESS","Ensemble des secteurs d'activité","Hebergement medico-social et social","3 - Moyennes entreprises","8","2","s","s","s"
"971","Privé Hors ESS","Ensemble des secteurs d'activité","Accueil des jeunes enfants","1 - Micro entreprise","9","8","s","s","s"
"971","Privé Hors ESS","Ensemble des secteurs d'activité","Accueil des jeunes enfants","2 - Petites entreprises","4","1","s","s","s"
"971","Privé Hors ESS","Ensemble des secteurs d'activité","Aide a domicile","1 - Micro entreprise","11","10","s","s","s"
"971","Privé Hors ESS","Ensemble des secteurs d'activité","Aide a domicile","2 - Petites entreprises","10","9","s","s","s"
"971","Privé Hors ESS","Ensemble des secteurs d'activité","Autres actions sociales","1 - Micro entreprise","5","5","s","s","s"
"971","Privé Hors ESS","Ensemble des secteurs d'activité","Autres actions sociales","2 - Petites entreprises","1","0","s","s","s"
"971","Privé Hors ESS","Ensemble des secteurs d'activité","Hebergement medico-social et social","2 - Petites entreprises","2","2","s","s","s"
"971","Privé Hors ESS","Ensemble des secteurs d'activité","Hebergement medico-social et social","3 - Moyennes entreprises","4","4","s","s","s"
"971","Public","Ensemble des secteurs d'activité","Accueil des jeunes enfants","1 - Micro entreprise","1","0","s","s","s"
"971","Public","Ensemble des secteurs d'activité","Accueil des jeunes enfants","2 - Petites entreprises","1","0","s","s","s"
"971","Public","Ensemble des secteurs d'activité","Aide a domicile","2 - Petites entreprises","2","0","s","s","s"
"971","Public","Ensemble des secteurs d'activité","Autres actions sociales","1 - Micro entreprise","29","27","s","s","s"
"971","Public","Ensemble des secteurs d'activité","Autres actions sociales","2 - Petites entreprises","20","19","s","s","s"
"971","Public","Ensemble des secteurs d'activité","Autres actions sociales","3 - Moyennes entreprises","7","7","s","s","s"
"971","Public","Ensemble des secteurs d'activité","Hebergement medico-social et social","1 - Micro entreprise","3","0","s","s","s"
"971","Public","Ensemble des secteurs d'activité","Hebergement medico-social et social","2 - Petites entreprises","5","0","s","s","s"
"971","Public","Ensemble des secteurs d'activité","Hebergement medico-social et social","3 - Moyennes entreprises","1","1","s","s","s"
"971","Public","Ensemble des secteurs d'activité","Hebergement medico-social et social","4 - Grandes entreprises","1","1","s","s","s"
"972","ESS","Ensemble des secteurs d'activité","Accueil des jeunes enfants","1 - Micro entreprise","31","28","s","s","s"
"972","ESS","Ensemble des secteurs d'activité","Accueil des jeunes enfants","2 - Petites entreprises","13","11","166","144","3424566"
"972","ESS","Ensemble des secteurs d'activité","Aide a domicile","1 - Micro entreprise","10","10","s","s","s"
"972","ESS","Ensemble des secteurs d'activité","Aide a domicile","2 - Petites entreprises","8","6","181","137","s"
"972","ESS","Ensemble des secteurs d'activité","Aide a domicile","3 - Moyennes entreprises","7","6","s","s","s"
"972","ESS","Ensemble des secteurs d'activité","Aide par le travail","1 - Micro entreprise","4","1","s","s","s"
"972","ESS","Ensemble des secteurs d'activité","Aide par le travail","2 - Petites entreprises","6","2","s","s","s"
"972","ESS","Ensemble des secteurs d'activité","Aide par le travail","3 - Moyennes entreprises","5","1","s","s","s"
"972","ESS","Ensemble des secteurs d'activité","Autres actions sociales","1 - Micro entreprise","54","40","s","s","4809103"
"972","ESS","Ensemble des secteurs d'activité","Autres actions sociales","2 - Petites entreprises","17","9","s","s","s"
"972","ESS","Ensemble des secteurs d'activité","Autres actions sociales","3 - Moyennes entreprises","4","4","s","s","s"
"972","ESS","Ensemble des secteurs d'activité","Hebergement medico-social et social","1 - Micro entreprise","10","2","s","s","s"
"972","ESS","Ensemble des secteurs d'activité","Hebergement medico-social et social","2 - Petites entreprises","20","9","s","s","s"
"972","ESS","Ensemble des secteurs d'activité","Hebergement medico-social et social","3 - Moyennes entreprises","11","5","748","693","22899480"
"972","Privé Hors ESS","Ensemble des secteurs d'activité","Accueil des jeunes enfants","1 - Micro entreprise","11","10","s","s","s"
"972","Privé Hors ESS","Ensemble des secteurs d'activité","Accueil des jeunes enfants","2 - Petites entreprises","4","3","s","s","s"
"972","Privé Hors ESS","Ensemble des secteurs d'activité","Aide a domicile","1 - Micro entreprise","13","12","25","18","s"
"972","Privé Hors ESS","Ensemble des secteurs d'activité","Aide a domicile","2 - Petites entreprises","12","12","311","194","s"
"972","Privé Hors ESS","Ensemble des secteurs d'activité","Autres actions sociales","1 - Micro entreprise","3","3","s","s","s"
"972","Privé Hors ESS","Ensemble des secteurs d'activité","Hebergement medico-social et social","1 - Micro entreprise","1","1","s","s","s"
"972","Privé Hors ESS","Ensemble des secteurs d'activité","Hebergement medico-social et social","2 - Petites entreprises","5","5","s","s","3635414"
"972","Privé Hors ESS","Ensemble des secteurs d'activité","Hebergement medico-social et social","3 - Moyennes entreprises","2","2","s","s","s"
"972","Public","Ensemble des secteurs d'activité","Accueil des jeunes enfants","1 - Micro entreprise","1","0","s","s","s"
"972","Public","Ensemble des secteurs d'activité","Autres actions sociales","1 - Micro entreprise","33","31","s","s","s"
"972","Public","Ensemble des secteurs d'activité","Autres actions sociales","2 - Petites entreprises","17","16","s","s","s"
"972","Public","Ensemble des secteurs d'activité","Autres actions sociales","3 - Moyennes entreprises","11","11","s","s","s"
"972","Public","Ensemble des secteurs d'activité","Autres actions sociales","4 - Grandes entreprises","3","2","s","s","s"
"972","Public","Ensemble des secteurs d'activité","Hebergement medico-social et social","1 - Micro entreprise","3","0","s","s","s"
"972","Public","Ensemble des secteurs d'activité","Hebergement medico-social et social","2 - Petites entreprises","5","1","s","s","s"
