"DEP","typo_Mut","typo_Mut_det","nb_etab","eff_31","eff_EQTP","rem_brut"
"6","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Assurances","100","s","s","s"
"7","ACTION SOCIALE (QB)","Action sociale sans hebergement","1","s","s","s"
"7","ACTION SOCIALE (QB)","Hebergement medico-social et social","13","s","s","s"
"7","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Activites de services financiers et d assurances","1","s","s","s"
"7","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Assurances","33","s","s","s"
"8","ACTION SOCIALE (QB)","Action sociale sans hebergement","1","s","s","s"
"8","ACTION SOCIALE (QB)","Hebergement medico-social et social","3","s","s","s"
"8","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Activites de services financiers et d assurances","1","s","s","s"
"8","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Assurances","20","s","s","s"
"9","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Assurances","13","45","45","1652031"
"10","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Activites de services financiers et d assurances","1","s","s","s"
"10","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Assurances","25","s","s","s"
"11","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Activites de services financiers et d assurances","2","s","s","s"
"11","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Assurances","29","s","s","s"
"12","ACTION SOCIALE (QB)","Action sociale sans hebergement","1","s","s","s"
"12","ACTION SOCIALE (QB)","Hebergement medico-social et social","3","s","s","s"
"12","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Activites de services financiers et d assurances","1","s","s","s"
"12","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Assurances","31","s","s","s"
"13","ACTION SOCIALE (QB)","Action sociale sans hebergement","12","133","110","2642193"
"13","ACTION SOCIALE (QB)","Hebergement medico-social et social","4","198","186","5381710"
"13","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Activites de services financiers et d assurances","8","152","141","6243955"
"13","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Assurances","156","2520","2316","98413239"
"14","ACTION SOCIALE (QB)","Action sociale sans hebergement","12","216","170","3269860"
"14","ACTION SOCIALE (QB)","Hebergement medico-social et social","13","409","432","11009846"
"14","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Assurances","50","485","482","18032686"
"15","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Activites de services financiers et d assurances","2","s","s","s"
"15","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Assurances","15","s","s","s"
"16","ACTION SOCIALE (QB)","Action sociale sans hebergement","2","s","s","s"
"16","ACTION SOCIALE (QB)","Hebergement medico-social et social","4","s","s","s"
"16","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Assurances","35","383","378","14772395"
"17","ACTION SOCIALE (QB)","Action sociale sans hebergement","1","s","s","s"
"17","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Activites de services financiers et d assurances","1","s","s","s"
"17","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Assurances","52","s","s","s"
"18","ACTION SOCIALE (QB)","Action sociale sans hebergement","2","s","s","s"
"18","ACTION SOCIALE (QB)","Hebergement medico-social et social","2","s","s","s"
"18","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Activites de services financiers et d assurances","1","s","s","s"
"18","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Assurances","28","s","s","s"
"19","ACTION SOCIALE (QB)","Action sociale sans hebergement","3","29","25","579710"
"19","ACTION SOCIALE (QB)","Hebergement medico-social et social","6","70","60","1568273"
"19","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Assurances","23","219","206","7702559"
"21","ACTION SOCIALE (QB)","Action sociale sans hebergement","15","1230","1007","20293620"
"21","ACTION SOCIALE (QB)","Hebergement medico-social et social","26","1047","903","25243660"
"21","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Assurances","51","857","844","35528673"
"22","ACTION SOCIALE (QB)","Hebergement medico-social et social","10","281","232","6266444"
"22","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Assurances","40","722","674","25353028"
"23","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Activites de services financiers et d assurances","1","s","s","s"
"23","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Assurances","13","s","s","s"
"24","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Activites de services financiers et d assurances","1","s","s","s"
"24","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Assurances","27","s","s","s"
"25","ACTION SOCIALE (QB)","Action sociale sans hebergement","1","s","s","s"
"25","ACTION SOCIALE (QB)","Hebergement medico-social et social","13","s","s","s"
"25","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Activites de services financiers et d assurances","3","11","9","389847"
"25","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Assurances","43","364","364","14476201"
"26","ACTION SOCIALE (QB)","Action sociale sans hebergement","14","909","663","17465290"
"26","ACTION SOCIALE (QB)","Hebergement medico-social et social","27","644","506","14319368"
"26","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Assurances","52","868","800","31806144"
"27","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Assurances","35","172","161","6368214"
"28","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Activites de services financiers et d assurances","1","s","s","s"
"28","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Assurances","29","s","s","s"
"29","ACTION SOCIALE (QB)","Action sociale sans hebergement","10","492","424","9114674"
"29","ACTION SOCIALE (QB)","Hebergement medico-social et social","10","400","352","9611621"
"29","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Activites de services financiers et d assurances","1","s","s","s"
"29","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Assurances","59","s","s","s"
"2A","ACTION SOCIALE (QB)","Hebergement medico-social et social","3","106","87","2870127"
"2A","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Assurances","14","82","78","3347691"
"2B","ACTION SOCIALE (QB)","Action sociale sans hebergement","4","s","27","774866"
"2B","ACTION SOCIALE (QB)","Hebergement medico-social et social","3","s","77","2017094"
"2B","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Activites de services financiers et d assurances","1","s","s","s"
"2B","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Assurances","20","150","s","s"
"30","ACTION SOCIALE (QB)","Action sociale sans hebergement","2","s","s","s"
"30","ACTION SOCIALE (QB)","Hebergement medico-social et social","3","s","s","s"
"30","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Activites de services financiers et d assurances","1","s","s","s"
"30","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Assurances","46","s","s","s"
"31","ACTION SOCIALE (QB)","Action sociale sans hebergement","15","s","s","s"
"31","ACTION SOCIALE (QB)","Hebergement medico-social et social","1","s","s","s"
"31","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Activites de services financiers et d assurances","8","130","117","5099351"
"31","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Assurances","111","1899","1783","77445323"
"32","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Assurances","15","s","s","s"
"33","ACTION SOCIALE (QB)","Action sociale sans hebergement","6","s","s","s"
"33","ACTION SOCIALE (QB)","Hebergement medico-social et social","2","s","s","s"
"33","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Activites de services financiers et d assurances","4","14","14","563882"
"33","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Assurances","109","2245","2119","85116069"
"34","ACTION SOCIALE (QB)","Action sociale sans hebergement","4","46","39","951390"
"34","ACTION SOCIALE (QB)","Hebergement medico-social et social","21","847","715","19755305"
"34","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Activites de services financiers et d assurances","3","11","10","449525"
"34","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Assurances","90","1932","1803","75293421"
"35","ACTION SOCIALE (QB)","Hebergement medico-social et social","1","s","s","s"
"35","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Activites de services financiers et d assurances","5","s","s","s"
"35","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Assurances","70","s","s","s"
"36","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Activites de services financiers et d assurances","1","s","s","s"
"36","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Assurances","16","s","s","s"
"37","ACTION SOCIALE (QB)","Action sociale sans hebergement","12","91","86","1969652"
"37","ACTION SOCIALE (QB)","Hebergement medico-social et social","11","423","366","10322892"
"37","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Activites de services financiers et d assurances","3","s","s","s"
"37","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Assurances","51","s","s","s"
"38","ACTION SOCIALE (QB)","Action sociale sans hebergement","6","54","43","1329597"
"38","ACTION SOCIALE (QB)","Hebergement medico-social et social","27","1191","979","28809239"
"38","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Activites de services financiers et d assurances","5","17","15","735974"
"38","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Assurances","74","1026","978","40955961"
"39","ACTION SOCIALE (QB)","Action sociale sans hebergement","9","18","8","173059"
"39","ACTION SOCIALE (QB)","Hebergement medico-social et social","3","82","64","1723253"
"39","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Activites de services financiers et d assurances","2","s","s","s"
"39","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Assurances","25","s","s","s"
"40","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Activites de services financiers et d assurances","1","s","s","s"
"40","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Assurances","30","s","s","s"
"41","ACTION SOCIALE (QB)","Action sociale sans hebergement","2","s","s","s"
"41","ACTION SOCIALE (QB)","Hebergement medico-social et social","3","s","s","s"
"41","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Activites de services financiers et d assurances","3","5","7","291335"
"41","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Assurances","27","146","131","5133375"
"42","ACTION SOCIALE (QB)","Action sociale sans hebergement","5","55","44","1235622"
"42","ACTION SOCIALE (QB)","Hebergement medico-social et social","15","618","562","16353517"
"42","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Activites de services financiers et d assurances","2","s","s","s"
"42","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Assurances","58","s","s","s"
"43","ACTION SOCIALE (QB)","Action sociale sans hebergement","1","s","s","s"
"43","ACTION SOCIALE (QB)","Hebergement medico-social et social","1","s","s","s"
"43","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Assurances","20","134","126","4980887"
"44","ACTION SOCIALE (QB)","Action sociale sans hebergement","23","355","259","5118063"
"44","ACTION SOCIALE (QB)","Hebergement medico-social et social","49","1297","1101","29973059"
"44","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Activites de services financiers et d assurances","1","s","s","s"
"44","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Assurances","86","s","s","s"
"45","ACTION SOCIALE (QB)","Action sociale sans hebergement","3","s","s","s"
"45","ACTION SOCIALE (QB)","Hebergement medico-social et social","3","s","s","s"
"45","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Activites de services financiers et d assurances","2","s","s","s"
"45","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Assurances","49","s","s","s"
"46","ACTION SOCIALE (QB)","Action sociale sans hebergement","2","s","s","s"
"46","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Assurances","18","154","149","5439183"
"47","ACTION SOCIALE (QB)","Hebergement medico-social et social","1","s","s","s"
"47","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Activites de services financiers et d assurances","1","s","s","s"
"47","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Assurances","38","s","s","s"
"48","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Activites de services financiers et d assurances","1","s","s","s"
"48","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Assurances","6","s","s","s"
"49","ACTION SOCIALE (QB)","Action sociale sans hebergement","42","539","489","12638855"
"49","ACTION SOCIALE (QB)","Hebergement medico-social et social","14","687","598","15764357"
"49","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Activites de services financiers et d assurances","1","s","s","s"
"49","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Assurances","45","s","s","s"
"50","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Activites de services financiers et d assurances","1","s","s","s"
"50","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Assurances","31","s","s","s"
"51","ACTION SOCIALE (QB)","Action sociale sans hebergement","1","s","s","s"
"51","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Activites de services financiers et d assurances","2","s","s","s"
"51","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Assurances","44","s","s","s"
"52","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Activites de services financiers et d assurances","1","s","s","s"
"52","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Assurances","14","s","s","s"
"53","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Assurances","20","382","352","15021574"
"54","ACTION SOCIALE (QB)","Action sociale sans hebergement","1","s","s","s"
"54","ACTION SOCIALE (QB)","Hebergement medico-social et social","1","s","s","s"
"54","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Activites de services financiers et d assurances","2","s","s","s"
"54","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Assurances","73","s","s","s"
"55","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Activites de services financiers et d assurances","2","s","s","s"
"55","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Assurances","18","s","s","s"
"56","ACTION SOCIALE (QB)","Action sociale sans hebergement","9","220","182","3623139"
"56","ACTION SOCIALE (QB)","Hebergement medico-social et social","20","637","560","14607944"
"56","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Activites de services financiers et d assurances","2","s","s","s"
"56","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Assurances","50","s","s","s"
"57","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Activites de services financiers et d assurances","2","s","s","s"
"57","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Assurances","55","s","s","s"
"58","ACTION SOCIALE (QB)","Action sociale sans hebergement","3","s","s","s"
"58","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Activites de services financiers et d assurances","1","s","s","s"
"58","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Assurances","22","s","s","s"
"59","ACTION SOCIALE (QB)","Action sociale sans hebergement","1","s","s","s"
"59","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Activites de services financiers et d assurances","5","s","s","s"
"59","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Assurances","140","s","s","s"
"60","ACTION SOCIALE (QB)","Hebergement medico-social et social","1","s","s","s"
"60","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Assurances","42","861","797","34399214"
"61","ACTION SOCIALE (QB)","Hebergement medico-social et social","1","s","s","s"
"61","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Activites de services financiers et d assurances","1","s","s","s"
"61","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Assurances","23","s","s","s"
"62","ACTION SOCIALE (QB)","Hebergement medico-social et social","1","s","s","s"
"62","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Assurances","77","1045","972","42651110"
"63","ACTION SOCIALE (QB)","Action sociale sans hebergement","1","s","s","s"
"63","ACTION SOCIALE (QB)","Hebergement medico-social et social","3","s","s","s"
"63","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Activites de services financiers et d assurances","2","s","s","s"
"63","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Assurances","71","s","s","s"
"64","ACTION SOCIALE (QB)","Action sociale sans hebergement","4","49","53","1320591"
"64","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Activites de services financiers et d assurances","1","s","s","s"
"64","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Assurances","63","s","s","s"
"65","ACTION SOCIALE (QB)","Hebergement medico-social et social","1","s","s","s"
"65","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Activites de services financiers et d assurances","2","s","s","s"
"65","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Assurances","30","s","s","s"
"66","ACTION SOCIALE (QB)","Action sociale sans hebergement","2","s","s","s"
"66","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Assurances","26","410","400","14842922"
"67","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Activites de services financiers et d assurances","5","19","20","1196796"
"67","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Assurances","53","1088","1036","46209458"
"68","ACTION SOCIALE (QB)","Hebergement medico-social et social","1","s","s","s"
"68","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Assurances","40","682","634","31624830"
"69","ACTION SOCIALE (QB)","Action sociale sans hebergement","17","38","s","s"
"69","ACTION SOCIALE (QB)","Hebergement medico-social et social","1","s","s","s"
"69","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Activites de services financiers et d assurances","2","s","s","s"
"69","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Assurances","143","s","s","s"
"70","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Assurances","19","159","155","6252730"
"71","ACTION SOCIALE (QB)","Action sociale sans hebergement","9","s","s","s"
"71","ACTION SOCIALE (QB)","Hebergement medico-social et social","2","s","s","s"
"71","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Activites de services financiers et d assurances","2","s","s","s"
"71","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Assurances","58","s","s","s"
"72","ACTION SOCIALE (QB)","Action sociale sans hebergement","4","20","19","462920"
"72","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Assurances","40","476","466","19112361"
"73","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Activites de services financiers et d assurances","1","s","s","s"
"73","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Assurances","38","s","s","s"
"74","ACTION SOCIALE (QB)","Action sociale sans hebergement","3","0","11","250706"
"74","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Activites de services financiers et d assurances","1","s","s","s"
"74","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Assurances","58","s","s","s"
"75","ACTION SOCIALE (QB)","Action sociale sans hebergement","5","s","s","s"
"75","ACTION SOCIALE (QB)","Hebergement medico-social et social","2","s","s","s"
"75","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Activites de services financiers et d assurances","13","143","137","15655380"
"75","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Assurances","243","10305","9826","549272358"
"76","ACTION SOCIALE (QB)","Action sociale sans hebergement","1","s","s","s"
"76","ACTION SOCIALE (QB)","Hebergement medico-social et social","4","s","s","s"
"76","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Activites de services financiers et d assurances","4","s","s","s"
"76","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Activites des services financiers hors assurance et caisses","1","s","s","s"
"76","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Assurances","103","3256","2882","145447924"
"77","ACTION SOCIALE (QB)","Action sociale sans hebergement","2","s","s","s"
"77","ACTION SOCIALE (QB)","Hebergement medico-social et social","2","s","s","s"
"77","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Activites de services financiers et d assurances","3","12","8","429342"
"77","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Assurances","48","575","539","26159368"
"78","ACTION SOCIALE (QB)","Hebergement medico-social et social","4","s","s","s"
"78","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Activites de services financiers et d assurances","2","s","s","s"
"78","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Assurances","49","s","s","s"
"79","ACTION SOCIALE (QB)","Action sociale sans hebergement","1","s","s","s"
"79","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Assurances","44","7404","7073","389095614"
"80","ACTION SOCIALE (QB)","Action sociale sans hebergement","1","s","s","s"
"80","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Activites de services financiers et d assurances","2","s","s","s"
"80","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Assurances","51","s","s","s"
"81","ACTION SOCIALE (QB)","Action sociale sans hebergement","7","s","s","s"
"81","ACTION SOCIALE (QB)","Hebergement medico-social et social","1","s","s","s"
"81","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Activites de services financiers et d assurances","4","14","13","661751"
"81","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Assurances","35","470","446","16175341"
"82","ACTION SOCIALE (QB)","Action sociale sans hebergement","4","74","69","1457251"
"82","ACTION SOCIALE (QB)","Hebergement medico-social et social","3","148","153","3363444"
"82","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Activites de services financiers et d assurances","1","s","s","s"
"82","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Assurances","26","s","s","s"
"83","ACTION SOCIALE (QB)","Action sociale sans hebergement","7","139","129","2633750"
"83","ACTION SOCIALE (QB)","Hebergement medico-social et social","4","218","212","6040518"
"83","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Activites de services financiers et d assurances","7","45","41","1917976"
"83","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Assurances","60","594","552","22973072"
"84","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Activites de services financiers et d assurances","2","s","s","s"
"84","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Assurances","57","s","s","s"
"85","ACTION SOCIALE (QB)","Action sociale sans hebergement","1","s","s","s"
"85","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Activites de services financiers et d assurances","3","s","s","s"
"85","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Assurances","41","s","s","s"
"86","ACTION SOCIALE (QB)","Action sociale sans hebergement","1","s","s","s"
"86","ACTION SOCIALE (QB)","Hebergement medico-social et social","5","s","s","s"
"86","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Activites de services financiers et d assurances","1","s","s","s"
"86","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Assurances","35","s","s","s"
"87","ACTION SOCIALE (QB)","Action sociale sans hebergement","16","133","122","2810512"
"87","ACTION SOCIALE (QB)","Hebergement medico-social et social","11","285","247","6715548"
"87","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Activites de services financiers et d assurances","1","s","s","s"
"87","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Assurances","36","s","s","s"
"88","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Activites de services financiers et d assurances","3","5","s","s"
"88","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Assurances","28","234","s","s"
"89","ACTION SOCIALE (QB)","Action sociale sans hebergement","8","s","s","s"
"89","ACTION SOCIALE (QB)","Hebergement medico-social et social","2","s","s","s"
"89","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Activites de services financiers et d assurances","2","s","s","s"
"89","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Assurances","29","s","s","s"
"90","ACTION SOCIALE (QB)","Action sociale sans hebergement","1","s","s","s"
"90","ACTION SOCIALE (QB)","Hebergement medico-social et social","1","s","s","s"
"90","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Activites de services financiers et d assurances","1","s","s","s"
"90","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Assurances","17","s","s","s"
"91","ACTION SOCIALE (QB)","Action sociale sans hebergement","1","s","s","s"
"91","ACTION SOCIALE (QB)","Hebergement medico-social et social","1","s","s","s"
"91","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Activites de services financiers et d assurances","4","158","129","5525403"
"91","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Assurances","39","418","378","16029175"
"92","ACTION SOCIALE (QB)","Action sociale sans hebergement","3","s","s","s"
"92","ACTION SOCIALE (QB)","Hebergement medico-social et social","1","s","s","s"
"92","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Activites de services financiers et d assurances","3","s","s","s"
"92","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Activites des services financiers hors assurance et caisses","2","s","s","s"
"92","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Assurances","60","2194","2110","123168200"
"93","ACTION SOCIALE (QB)","Action sociale sans hebergement","1","s","s","s"
"93","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Activites de services financiers et d assurances","4","s","s","s"
"93","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Assurances","42","s","s","s"
"94","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Activites de services financiers et d assurances","1","s","s","s"
"94","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Assurances","44","s","s","s"
"95","ACTION SOCIALE (QB)","Action sociale sans hebergement","1","s","s","s"
"95","ACTION SOCIALE (QB)","Hebergement medico-social et social","4","s","s","s"
"95","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Activites de services financiers et d assurances","2","s","s","s"
"95","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Assurances","23","s","s","s"
"971","ACTION SOCIALE (QB)","Action sociale sans hebergement","2","s","s","s"
"971","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Assurances","32","280","276","12580763"
"972","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Assurances","30","505","479","21296943"
"973","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Activites de services financiers et d assurances","2","s","s","s"
"973","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Assurances","10","s","s","s"
"974","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Assurances","38","657","646","28877477"
