"DEP","typo_Mut","typo_Mut_det","type_emploi","nb_poste"
"13","AUTRES SECTEURS D ACTIVITE DES MUTUELLES","Ensemble","Ordinaires","s"
"13","SANTE HUMAINE (QA)","Ensemble","Aides","s"
"13","SANTE HUMAINE (QA)","Ensemble","Ordinaires","s"
"14","ACTION SOCIALE (QB)","Ensemble","Aides","s"
"14","ACTION SOCIALE (QB)","Ensemble","Apprentis","s"
"14","ACTION SOCIALE (QB)","Ensemble","Ordinaires","618"
"14","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","Aides","s"
"14","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","Ordinaires","s"
"14","AUTRES SECTEURS D ACTIVITE DES MUTUELLES","Ensemble","Aides","s"
"14","AUTRES SECTEURS D ACTIVITE DES MUTUELLES","Ensemble","Ordinaires","s"
"14","SANTE HUMAINE (QA)","Ensemble","Aides","s"
"14","SANTE HUMAINE (QA)","Ensemble","Ordinaires","s"
"15","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","Aides","s"
"15","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","Ordinaires","s"
"15","AUTRES SECTEURS D ACTIVITE DES MUTUELLES","Ensemble","Aides","s"
"15","AUTRES SECTEURS D ACTIVITE DES MUTUELLES","Ensemble","Ordinaires","s"
"15","SANTE HUMAINE (QA)","Ensemble","Ordinaires","s"
"16","ACTION SOCIALE (QB)","Ensemble","Aides","29"
"16","ACTION SOCIALE (QB)","Ensemble","Ordinaires","398"
"16","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","Aides","s"
"16","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","Apprentis","s"
"16","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","Ordinaires","374"
"16","AUTRES SECTEURS D ACTIVITE DES MUTUELLES","Ensemble","Aides","s"
"16","AUTRES SECTEURS D ACTIVITE DES MUTUELLES","Ensemble","Apprentis","s"
"16","AUTRES SECTEURS D ACTIVITE DES MUTUELLES","Ensemble","Ordinaires","s"
"16","SANTE HUMAINE (QA)","Ensemble","Aides","s"
"16","SANTE HUMAINE (QA)","Ensemble","Ordinaires","s"
"17","ACTION SOCIALE (QB)","Ensemble","Aides","s"
"17","ACTION SOCIALE (QB)","Ensemble","Ordinaires","s"
"17","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","Aides","s"
"17","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","Apprentis","s"
"17","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","Ordinaires","589"
"17","AUTRES SECTEURS D ACTIVITE DES MUTUELLES","Ensemble","Aides","s"
"17","AUTRES SECTEURS D ACTIVITE DES MUTUELLES","Ensemble","Ordinaires","s"
"17","SANTE HUMAINE (QA)","Ensemble","Apprentis","s"
"17","SANTE HUMAINE (QA)","Ensemble","Ordinaires","s"
"18","ACTION SOCIALE (QB)","Ensemble","Aides","s"
"18","ACTION SOCIALE (QB)","Ensemble","Ordinaires","s"
"18","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","Aides","s"
"18","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","Apprentis","s"
"18","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","Ordinaires","317"
"18","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","Stagiaires","s"
"18","AUTRES SECTEURS D ACTIVITE DES MUTUELLES","Ensemble","Ordinaires","s"
"18","SANTE HUMAINE (QA)","Ensemble","Ordinaires","s"
"19","ACTION SOCIALE (QB)","Ensemble","Apprentis","s"
"19","ACTION SOCIALE (QB)","Ensemble","Ordinaires","s"
"19","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","Aides","s"
"19","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","Ordinaires","s"
"19","AUTRES SECTEURS D ACTIVITE DES MUTUELLES","Ensemble","Ordinaires","s"
"19","SANTE HUMAINE (QA)","Ensemble","Ordinaires","s"
"21","ACTION SOCIALE (QB)","Ensemble","Aides","45"
"21","ACTION SOCIALE (QB)","Ensemble","Apprentis","s"
"21","ACTION SOCIALE (QB)","Ensemble","Ordinaires","2216"
"21","ACTION SOCIALE (QB)","Ensemble","Stagiaires","s"
"21","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","Aides","s"
"21","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","Apprentis","s"
"21","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","Ordinaires","838"
"21","AUTRES SECTEURS D ACTIVITE DES MUTUELLES","Ensemble","Apprentis","s"
"21","AUTRES SECTEURS D ACTIVITE DES MUTUELLES","Ensemble","Ordinaires","s"
"21","SANTE HUMAINE (QA)","Ensemble","Aides","s"
"21","SANTE HUMAINE (QA)","Ensemble","Ordinaires","s"
"22","ACTION SOCIALE (QB)","Ensemble","Ordinaires","281"
"22","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","Aides","s"
"22","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","Apprentis","s"
"22","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","Ordinaires","706"
"22","AUTRES SECTEURS D ACTIVITE DES MUTUELLES","Ensemble","Ordinaires","41"
"22","SANTE HUMAINE (QA)","Ensemble","Ordinaires","169"
"23","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","Ordinaires","129"
"23","AUTRES SECTEURS D ACTIVITE DES MUTUELLES","Ensemble","Apprentis","s"
"23","AUTRES SECTEURS D ACTIVITE DES MUTUELLES","Ensemble","Ordinaires","s"
"23","SANTE HUMAINE (QA)","Ensemble","Apprentis","s"
"23","SANTE HUMAINE (QA)","Ensemble","Ordinaires","s"
"23","SANTE HUMAINE (QA)","Ensemble","Stagiaires","s"
"24","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","Aides","s"
"24","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","Apprentis","s"
"24","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","Ordinaires","165"
"24","AUTRES SECTEURS D ACTIVITE DES MUTUELLES","Ensemble","Aides","s"
"24","AUTRES SECTEURS D ACTIVITE DES MUTUELLES","Ensemble","Ordinaires","s"
"24","SANTE HUMAINE (QA)","Ensemble","Aides","s"
"24","SANTE HUMAINE (QA)","Ensemble","Ordinaires","s"
"25","ACTION SOCIALE (QB)","Ensemble","Aides","s"
"25","ACTION SOCIALE (QB)","Ensemble","Apprentis","s"
"25","ACTION SOCIALE (QB)","Ensemble","Ordinaires","514"
"25","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","Aides","7"
"25","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","Ordinaires","368"
"25","AUTRES SECTEURS D ACTIVITE DES MUTUELLES","Ensemble","Aides","s"
"25","AUTRES SECTEURS D ACTIVITE DES MUTUELLES","Ensemble","Apprentis","s"
"25","AUTRES SECTEURS D ACTIVITE DES MUTUELLES","Ensemble","Ordinaires","55"
"25","SANTE HUMAINE (QA)","Ensemble","Aides","s"
"25","SANTE HUMAINE (QA)","Ensemble","Apprentis","s"
"25","SANTE HUMAINE (QA)","Ensemble","Ordinaires","426"
"25","SANTE HUMAINE (QA)","Ensemble","Stagiaires","s"
"26","ACTION SOCIALE (QB)","Ensemble","Aides","s"
"26","ACTION SOCIALE (QB)","Ensemble","Apprentis","s"
"26","ACTION SOCIALE (QB)","Ensemble","Ordinaires","1542"
"26","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","Aides","s"
"26","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","Apprentis","s"
"26","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","Ordinaires","843"
"26","AUTRES SECTEURS D ACTIVITE DES MUTUELLES","Ensemble","Apprentis","s"
"26","AUTRES SECTEURS D ACTIVITE DES MUTUELLES","Ensemble","Ordinaires","s"
"26","SANTE HUMAINE (QA)","Ensemble","Aides","s"
"26","SANTE HUMAINE (QA)","Ensemble","Ordinaires","s"
"27","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","Aides","s"
"27","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","Apprentis","s"
"27","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","Ordinaires","163"
"27","AUTRES SECTEURS D ACTIVITE DES MUTUELLES","Ensemble","Ordinaires","32"
"27","SANTE HUMAINE (QA)","Ensemble","Ordinaires","39"
"28","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","Aides","s"
"28","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","Apprentis","17"
"28","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","Ordinaires","s"
"28","AUTRES SECTEURS D ACTIVITE DES MUTUELLES","Ensemble","Ordinaires","s"
"28","SANTE HUMAINE (QA)","Ensemble","Ordinaires","s"
"29","ACTION SOCIALE (QB)","Ensemble","Aides","s"
"29","ACTION SOCIALE (QB)","Ensemble","Apprentis","s"
"29","ACTION SOCIALE (QB)","Ensemble","Ordinaires","867"
"29","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","Aides","s"
"29","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","Apprentis","s"
"29","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","Ordinaires","1162"
"29","AUTRES SECTEURS D ACTIVITE DES MUTUELLES","Ensemble","Ordinaires","s"
"29","SANTE HUMAINE (QA)","Ensemble","Aides","s"
"29","SANTE HUMAINE (QA)","Ensemble","Ordinaires","s"
"2A","ACTION SOCIALE (QB)","Ensemble","Ordinaires","106"
"2A","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","Aides","s"
"2A","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","Apprentis","s"
"2A","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","Ordinaires","79"
"2A","AUTRES SECTEURS D ACTIVITE DES MUTUELLES","Ensemble","Ordinaires","16"
"2A","SANTE HUMAINE (QA)","Ensemble","Ordinaires","51"
"2B","ACTION SOCIALE (QB)","Ensemble","Ordinaires","109"
"2B","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","Aides","s"
"2B","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","Apprentis","s"
"2B","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","Ordinaires","s"
"2B","AUTRES SECTEURS D ACTIVITE DES MUTUELLES","Ensemble","Ordinaires","5"
"2B","SANTE HUMAINE (QA)","Ensemble","Aides","s"
"2B","SANTE HUMAINE (QA)","Ensemble","Ordinaires","s"
"30","ACTION SOCIALE (QB)","Ensemble","Aides","s"
"30","ACTION SOCIALE (QB)","Ensemble","Apprentis","s"
"30","ACTION SOCIALE (QB)","Ensemble","Ordinaires","158"
"30","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","Aides","s"
"30","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","Apprentis","s"
"30","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","Ordinaires","381"
"30","AUTRES SECTEURS D ACTIVITE DES MUTUELLES","Ensemble","Apprentis","15"
"30","AUTRES SECTEURS D ACTIVITE DES MUTUELLES","Ensemble","Ordinaires","80"
"30","SANTE HUMAINE (QA)","Ensemble","Ordinaires","200"
"31","ACTION SOCIALE (QB)","Ensemble","Aides","47"
"31","ACTION SOCIALE (QB)","Ensemble","Ordinaires","230"
"31","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","Aides","28"
"31","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","Apprentis","21"
"31","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","Ordinaires","1980"
"31","AUTRES SECTEURS D ACTIVITE DES MUTUELLES","Ensemble","Aides","s"
"31","AUTRES SECTEURS D ACTIVITE DES MUTUELLES","Ensemble","Ordinaires","s"
"31","SANTE HUMAINE (QA)","Ensemble","Aides","s"
"31","SANTE HUMAINE (QA)","Ensemble","Apprentis","s"
"31","SANTE HUMAINE (QA)","Ensemble","Ordinaires","s"
"31","SANTE HUMAINE (QA)","Ensemble","Stagiaires","s"
"32","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","Aides","6"
"32","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","Ordinaires","s"
"32","AUTRES SECTEURS D ACTIVITE DES MUTUELLES","Ensemble","Ordinaires","s"
"33","ACTION SOCIALE (QB)","Ensemble","Aides","s"
"33","ACTION SOCIALE (QB)","Ensemble","Ordinaires","s"
"33","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","Aides","32"
"33","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","Apprentis","s"
"33","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","Ordinaires","2218"
"33","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","Stagiaires","s"
"33","AUTRES SECTEURS D ACTIVITE DES MUTUELLES","Ensemble","Aides","s"
"33","AUTRES SECTEURS D ACTIVITE DES MUTUELLES","Ensemble","Ordinaires","s"
"33","SANTE HUMAINE (QA)","Ensemble","Aides","s"
"33","SANTE HUMAINE (QA)","Ensemble","Apprentis","s"
"33","SANTE HUMAINE (QA)","Ensemble","Ordinaires","s"
"33","SANTE HUMAINE (QA)","Ensemble","Stagiaires","s"
"34","ACTION SOCIALE (QB)","Ensemble","Aides","s"
"34","ACTION SOCIALE (QB)","Ensemble","Apprentis","s"
"34","ACTION SOCIALE (QB)","Ensemble","Ordinaires","877"
"34","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","Aides","25"
"34","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","Apprentis","12"
"34","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","Ordinaires","1906"
"34","AUTRES SECTEURS D ACTIVITE DES MUTUELLES","Ensemble","Aides","s"
"34","AUTRES SECTEURS D ACTIVITE DES MUTUELLES","Ensemble","Apprentis","s"
"34","AUTRES SECTEURS D ACTIVITE DES MUTUELLES","Ensemble","Ordinaires","456"
"34","SANTE HUMAINE (QA)","Ensemble","Aides","s"
"34","SANTE HUMAINE (QA)","Ensemble","Apprentis","s"
"34","SANTE HUMAINE (QA)","Ensemble","Ordinaires","982"
"34","SANTE HUMAINE (QA)","Ensemble","Stagiaires","s"
"35","ACTION SOCIALE (QB)","Ensemble","Aides","s"
"35","ACTION SOCIALE (QB)","Ensemble","Ordinaires","s"
"35","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","Aides","31"
"35","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","Apprentis","s"
"35","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","Ordinaires","1270"
"35","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","Stagiaires","s"
"35","AUTRES SECTEURS D ACTIVITE DES MUTUELLES","Ensemble","Aides","s"
"35","AUTRES SECTEURS D ACTIVITE DES MUTUELLES","Ensemble","Apprentis","s"
"35","AUTRES SECTEURS D ACTIVITE DES MUTUELLES","Ensemble","Ordinaires","s"
"35","SANTE HUMAINE (QA)","Ensemble","Ordinaires","s"
"36","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","Aides","s"
"36","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","Apprentis","s"
"36","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","Ordinaires","203"
"36","AUTRES SECTEURS D ACTIVITE DES MUTUELLES","Ensemble","Aides","s"
"36","AUTRES SECTEURS D ACTIVITE DES MUTUELLES","Ensemble","Apprentis","s"
"36","AUTRES SECTEURS D ACTIVITE DES MUTUELLES","Ensemble","Ordinaires","s"
"36","SANTE HUMAINE (QA)","Ensemble","Aides","s"
"36","SANTE HUMAINE (QA)","Ensemble","Ordinaires","s"
"37","ACTION SOCIALE (QB)","Ensemble","Aides","20"
"37","ACTION SOCIALE (QB)","Ensemble","Apprentis","6"
"37","ACTION SOCIALE (QB)","Ensemble","Ordinaires","488"
"37","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","Aides","s"
"37","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","Apprentis","s"
"37","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","Ordinaires","1059"
"37","AUTRES SECTEURS D ACTIVITE DES MUTUELLES","Ensemble","Aides","s"
"37","AUTRES SECTEURS D ACTIVITE DES MUTUELLES","Ensemble","Apprentis","s"
"37","AUTRES SECTEURS D ACTIVITE DES MUTUELLES","Ensemble","Ordinaires","171"
"37","SANTE HUMAINE (QA)","Ensemble","Apprentis","s"
"37","SANTE HUMAINE (QA)","Ensemble","Ordinaires","289"
"37","SANTE HUMAINE (QA)","Ensemble","Stagiaires","s"
"38","ACTION SOCIALE (QB)","Ensemble","Aides","s"
"38","ACTION SOCIALE (QB)","Ensemble","Ordinaires","1224"
"38","ACTION SOCIALE (QB)","Ensemble","Stagiaires","s"
"38","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","Aides","23"
"38","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","Apprentis","s"
"38","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","Ordinaires","1010"
"38","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","Stagiaires","s"
"38","AUTRES SECTEURS D ACTIVITE DES MUTUELLES","Ensemble","Aides","12"
"38","AUTRES SECTEURS D ACTIVITE DES MUTUELLES","Ensemble","Ordinaires","169"
"38","SANTE HUMAINE (QA)","Ensemble","Aides","s"
"38","SANTE HUMAINE (QA)","Ensemble","Apprentis","s"
"38","SANTE HUMAINE (QA)","Ensemble","Ordinaires","1518"
"39","ACTION SOCIALE (QB)","Ensemble","Ordinaires","100"
"39","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","Aides","s"
"39","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","Ordinaires","s"
"39","AUTRES SECTEURS D ACTIVITE DES MUTUELLES","Ensemble","Aides","s"
"39","AUTRES SECTEURS D ACTIVITE DES MUTUELLES","Ensemble","Apprentis","s"
"39","AUTRES SECTEURS D ACTIVITE DES MUTUELLES","Ensemble","Ordinaires","s"
"39","SANTE HUMAINE (QA)","Ensemble","Aides","s"
"39","SANTE HUMAINE (QA)","Ensemble","Ordinaires","s"
"40","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","Aides","s"
"40","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","Ordinaires","s"
"40","AUTRES SECTEURS D ACTIVITE DES MUTUELLES","Ensemble","Aides","s"
"40","AUTRES SECTEURS D ACTIVITE DES MUTUELLES","Ensemble","Ordinaires","s"
"40","SANTE HUMAINE (QA)","Ensemble","Aides","s"
"40","SANTE HUMAINE (QA)","Ensemble","Ordinaires","s"
"41","ACTION SOCIALE (QB)","Ensemble","Aides","s"
"41","ACTION SOCIALE (QB)","Ensemble","Ordinaires","s"
"41","ACTION SOCIALE (QB)","Ensemble","Stagiaires","s"
"41","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","Aides","s"
"41","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","Apprentis","s"
"41","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","Ordinaires","147"
"41","AUTRES SECTEURS D ACTIVITE DES MUTUELLES","Ensemble","Aides","s"
"41","AUTRES SECTEURS D ACTIVITE DES MUTUELLES","Ensemble","Ordinaires","s"
"41","SANTE HUMAINE (QA)","Ensemble","Apprentis","s"
"41","SANTE HUMAINE (QA)","Ensemble","Ordinaires","s"
"42","ACTION SOCIALE (QB)","Ensemble","Apprentis","s"
"42","ACTION SOCIALE (QB)","Ensemble","Ordinaires","667"
"42","ACTION SOCIALE (QB)","Ensemble","Stagiaires","s"
"42","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","Aides","s"
"42","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","Apprentis","s"
"42","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","Ordinaires","1243"
"42","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","Stagiaires","s"
"42","AUTRES SECTEURS D ACTIVITE DES MUTUELLES","Ensemble","Aides","s"
"42","AUTRES SECTEURS D ACTIVITE DES MUTUELLES","Ensemble","Apprentis","s"
"42","AUTRES SECTEURS D ACTIVITE DES MUTUELLES","Ensemble","Ordinaires","119"
"42","SANTE HUMAINE (QA)","Ensemble","Aides","s"
"42","SANTE HUMAINE (QA)","Ensemble","Ordinaires","816"
"42","SANTE HUMAINE (QA)","Ensemble","Stagiaires","s"
"43","ACTION SOCIALE (QB)","Ensemble","Ordinaires","s"
"43","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","Aides","s"
"43","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","Ordinaires","s"
"43","AUTRES SECTEURS D ACTIVITE DES MUTUELLES","Ensemble","Ordinaires","s"
"43","SANTE HUMAINE (QA)","Ensemble","Ordinaires","s"
"44","ACTION SOCIALE (QB)","Ensemble","Aides","s"
"44","ACTION SOCIALE (QB)","Ensemble","Apprentis","s"
"44","ACTION SOCIALE (QB)","Ensemble","Ordinaires","1623"
"44","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","Aides","s"
"44","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","Apprentis","s"
"44","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","Ordinaires","1688"
"44","AUTRES SECTEURS D ACTIVITE DES MUTUELLES","Ensemble","Aides","s"
"44","AUTRES SECTEURS D ACTIVITE DES MUTUELLES","Ensemble","Ordinaires","s"
"44","SANTE HUMAINE (QA)","Ensemble","Aides","s"
"44","SANTE HUMAINE (QA)","Ensemble","Ordinaires","s"
"45","ACTION SOCIALE (QB)","Ensemble","Ordinaires","136"
"45","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","Aides","s"
"45","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","Apprentis","s"
"45","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","Ordinaires","1383"
"45","AUTRES SECTEURS D ACTIVITE DES MUTUELLES","Ensemble","Ordinaires","41"
"45","SANTE HUMAINE (QA)","Ensemble","Ordinaires","97"
"46","ACTION SOCIALE (QB)","Ensemble","Ordinaires","s"
"46","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","Aides","s"
"46","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","Apprentis","s"
"46","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","Ordinaires","151"
"46","AUTRES SECTEURS D ACTIVITE DES MUTUELLES","Ensemble","Apprentis","s"
"46","AUTRES SECTEURS D ACTIVITE DES MUTUELLES","Ensemble","Ordinaires","s"
"46","SANTE HUMAINE (QA)","Ensemble","Aides","s"
"46","SANTE HUMAINE (QA)","Ensemble","Ordinaires","s"
"47","ACTION SOCIALE (QB)","Ensemble","Aides","s"
"47","ACTION SOCIALE (QB)","Ensemble","Ordinaires","s"
"47","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","Aides","s"
"47","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","Apprentis","s"
"47","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","Ordinaires","628"
"47","AUTRES SECTEURS D ACTIVITE DES MUTUELLES","Ensemble","Ordinaires","s"
"47","SANTE HUMAINE (QA)","Ensemble","Aides","s"
"47","SANTE HUMAINE (QA)","Ensemble","Ordinaires","s"
"48","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","Ordinaires","25"
"48","AUTRES SECTEURS D ACTIVITE DES MUTUELLES","Ensemble","Ordinaires","s"
"48","SANTE HUMAINE (QA)","Ensemble","Ordinaires","s"
"49","ACTION SOCIALE (QB)","Ensemble","Aides","s"
"49","ACTION SOCIALE (QB)","Ensemble","Apprentis","s"
"49","ACTION SOCIALE (QB)","Ensemble","Ordinaires","1101"
"49","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","Aides","s"
"49","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","Apprentis","s"
"49","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","Ordinaires","885"
"49","AUTRES SECTEURS D ACTIVITE DES MUTUELLES","Ensemble","Aides","s"
"49","AUTRES SECTEURS D ACTIVITE DES MUTUELLES","Ensemble","Apprentis","s"
"49","AUTRES SECTEURS D ACTIVITE DES MUTUELLES","Ensemble","Ordinaires","141"
"49","SANTE HUMAINE (QA)","Ensemble","Ordinaires","186"
"50","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","Aides","s"
"50","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","Ordinaires","s"
"50","AUTRES SECTEURS D ACTIVITE DES MUTUELLES","Ensemble","Aides","s"
"50","AUTRES SECTEURS D ACTIVITE DES MUTUELLES","Ensemble","Ordinaires","s"
"50","SANTE HUMAINE (QA)","Ensemble","Ordinaires","s"
"51","ACTION SOCIALE (QB)","Ensemble","Ordinaires","s"
"51","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","Aides","s"
"51","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","Apprentis","s"
"51","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","Ordinaires","824"
"51","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","Stagiaires","s"
"51","AUTRES SECTEURS D ACTIVITE DES MUTUELLES","Ensemble","Aides","s"
"51","AUTRES SECTEURS D ACTIVITE DES MUTUELLES","Ensemble","Apprentis","s"
"51","AUTRES SECTEURS D ACTIVITE DES MUTUELLES","Ensemble","Ordinaires","s"
"51","SANTE HUMAINE (QA)","Ensemble","Ordinaires","s"
"52","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","Aides","s"
"52","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","Apprentis","s"
"52","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","Ordinaires","153"
"52","AUTRES SECTEURS D ACTIVITE DES MUTUELLES","Ensemble","Ordinaires","s"
"52","SANTE HUMAINE (QA)","Ensemble","Ordinaires","s"
"53","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","Aides","s"
"53","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","Apprentis","s"
"53","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","Ordinaires","s"
"53","AUTRES SECTEURS D ACTIVITE DES MUTUELLES","Ensemble","Aides","s"
"53","AUTRES SECTEURS D ACTIVITE DES MUTUELLES","Ensemble","Apprentis","s"
"53","AUTRES SECTEURS D ACTIVITE DES MUTUELLES","Ensemble","Ordinaires","s"
"53","SANTE HUMAINE (QA)","Ensemble","Ordinaires","s"
"54","ACTION SOCIALE (QB)","Ensemble","Ordinaires","s"
"54","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","Aides","s"
