"REG","ESS","famille","sexe","type_emploi","nb_poste"
"Bourgogne-Franche-Comté","ESS + Hors ESS","1. Coopérative","Femmes","Aides","150"
"Bourgogne-Franche-Comté","ESS + Hors ESS","1. Coopérative","Femmes","Apprentis","s"
"Bourgogne-Franche-Comté","ESS + Hors ESS","1. Coopérative","Femmes","Ordinaires","6645"
"Bourgogne-Franche-Comté","ESS + Hors ESS","1. Coopérative","Femmes","Stagiaires","s"
"Bourgogne-Franche-Comté","ESS + Hors ESS","1. Coopérative","Hommes","Aides","154"
"Bourgogne-Franche-Comté","ESS + Hors ESS","1. Coopérative","Hommes","Apprentis","s"
"Bourgogne-Franche-Comté","ESS + Hors ESS","1. Coopérative","Hommes","Ordinaires","6941"
"Bourgogne-Franche-Comté","ESS + Hors ESS","1. Coopérative","Hommes","Stagiaires","s"
"Bourgogne-Franche-Comté","ESS + Hors ESS","2. Mutuelle","Femmes","Aides","s"
"Bourgogne-Franche-Comté","ESS + Hors ESS","2. Mutuelle","Femmes","Apprentis","s"
"Bourgogne-Franche-Comté","ESS + Hors ESS","2. Mutuelle","Femmes","Ordinaires","5991"
"Bourgogne-Franche-Comté","ESS + Hors ESS","2. Mutuelle","Femmes","Stagiaires","s"
"Bourgogne-Franche-Comté","ESS + Hors ESS","2. Mutuelle","Hommes","Aides","s"
"Bourgogne-Franche-Comté","ESS + Hors ESS","2. Mutuelle","Hommes","Apprentis","s"
"Bourgogne-Franche-Comté","ESS + Hors ESS","2. Mutuelle","Hommes","Ordinaires","1914"
"Bourgogne-Franche-Comté","ESS + Hors ESS","2. Mutuelle","Hommes","Stagiaires","s"
"Bourgogne-Franche-Comté","ESS + Hors ESS","3. Association","Femmes","Aides","2707"
"Bourgogne-Franche-Comté","ESS + Hors ESS","3. Association","Femmes","Apprentis","199"
"Bourgogne-Franche-Comté","ESS + Hors ESS","3. Association","Femmes","Ordinaires","49905"
"Bourgogne-Franche-Comté","ESS + Hors ESS","3. Association","Femmes","Stagiaires","78"
"Bourgogne-Franche-Comté","ESS + Hors ESS","3. Association","Hommes","Aides","2421"
"Bourgogne-Franche-Comté","ESS + Hors ESS","3. Association","Hommes","Apprentis","380"
"Bourgogne-Franche-Comté","ESS + Hors ESS","3. Association","Hommes","Ordinaires","19397"
"Bourgogne-Franche-Comté","ESS + Hors ESS","3. Association","Hommes","Stagiaires","56"
"Bourgogne-Franche-Comté","ESS + Hors ESS","4. Fondation","Femmes","Aides","s"
"Bourgogne-Franche-Comté","ESS + Hors ESS","4. Fondation","Femmes","Apprentis","s"
"Bourgogne-Franche-Comté","ESS + Hors ESS","4. Fondation","Femmes","Ordinaires","1532"
"Bourgogne-Franche-Comté","ESS + Hors ESS","4. Fondation","Femmes","Stagiaires","s"
"Bourgogne-Franche-Comté","ESS + Hors ESS","4. Fondation","Hommes","Aides","s"
"Bourgogne-Franche-Comté","ESS + Hors ESS","4. Fondation","Hommes","Ordinaires","386"
"Bourgogne-Franche-Comté","ESS + Hors ESS","4. Fondation","Hommes","Stagiaires","s"
"Bourgogne-Franche-Comté","ESS + Hors ESS","Privé Hors ESS","Femmes","Aides","s"
"Bourgogne-Franche-Comté","ESS + Hors ESS","Privé Hors ESS","Femmes","Apprentis","s"
"Bourgogne-Franche-Comté","ESS + Hors ESS","Privé Hors ESS","Femmes","Ordinaires","207460"
"Bourgogne-Franche-Comté","ESS + Hors ESS","Privé Hors ESS","Femmes","Stagiaires","s"
"Bourgogne-Franche-Comté","ESS + Hors ESS","Privé Hors ESS","Hommes","Aides","s"
"Bourgogne-Franche-Comté","ESS + Hors ESS","Privé Hors ESS","Hommes","Apprentis","s"
"Bourgogne-Franche-Comté","ESS + Hors ESS","Privé Hors ESS","Hommes","Ordinaires","302616"
"Bourgogne-Franche-Comté","ESS + Hors ESS","Privé Hors ESS","Hommes","Stagiaires","s"
"Bourgogne-Franche-Comté","ESS + Hors ESS","Public","Femmes","Aides","s"
"Bourgogne-Franche-Comté","ESS + Hors ESS","Public","Femmes","Apprentis","s"
"Bourgogne-Franche-Comté","ESS + Hors ESS","Public","Femmes","Ordinaires","149432"
"Bourgogne-Franche-Comté","ESS + Hors ESS","Public","Femmes","Stagiaires","s"
"Bourgogne-Franche-Comté","ESS + Hors ESS","Public","Hommes","Aides","s"
"Bourgogne-Franche-Comté","ESS + Hors ESS","Public","Hommes","Apprentis","s"
"Bourgogne-Franche-Comté","ESS + Hors ESS","Public","Hommes","Ordinaires","79845"
"Bourgogne-Franche-Comté","ESS + Hors ESS","Public","Hommes","Stagiaires","s"
"Bretagne","ESS + Hors ESS","1. Coopérative","Femmes","Aides","295"
"Bretagne","ESS + Hors ESS","1. Coopérative","Femmes","Apprentis","171"
"Bretagne","ESS + Hors ESS","1. Coopérative","Femmes","Ordinaires","12078"
"Bretagne","ESS + Hors ESS","1. Coopérative","Femmes","Stagiaires","15"
"Bretagne","ESS + Hors ESS","1. Coopérative","Hommes","Aides","287"
"Bretagne","ESS + Hors ESS","1. Coopérative","Hommes","Apprentis","261"
"Bretagne","ESS + Hors ESS","1. Coopérative","Hommes","Ordinaires","14682"
"Bretagne","ESS + Hors ESS","1. Coopérative","Hommes","Stagiaires","24"
"Bretagne","ESS + Hors ESS","2. Mutuelle","Femmes","Aides","136"
"Bretagne","ESS + Hors ESS","2. Mutuelle","Femmes","Apprentis","s"
"Bretagne","ESS + Hors ESS","2. Mutuelle","Femmes","Ordinaires","6441"
"Bretagne","ESS + Hors ESS","2. Mutuelle","Femmes","Stagiaires","s"
"Bretagne","ESS + Hors ESS","2. Mutuelle","Hommes","Aides","26"
"Bretagne","ESS + Hors ESS","2. Mutuelle","Hommes","Apprentis","s"
"Bretagne","ESS + Hors ESS","2. Mutuelle","Hommes","Ordinaires","1869"
"Bretagne","ESS + Hors ESS","2. Mutuelle","Hommes","Stagiaires","s"
"Bretagne","ESS + Hors ESS","3. Association","Femmes","Aides","3859"
"Bretagne","ESS + Hors ESS","3. Association","Femmes","Apprentis","104"
"Bretagne","ESS + Hors ESS","3. Association","Femmes","Ordinaires","70268"
"Bretagne","ESS + Hors ESS","3. Association","Femmes","Stagiaires","287"
"Bretagne","ESS + Hors ESS","3. Association","Hommes","Aides","3473"
"Bretagne","ESS + Hors ESS","3. Association","Hommes","Apprentis","182"
"Bretagne","ESS + Hors ESS","3. Association","Hommes","Ordinaires","28267"
"Bretagne","ESS + Hors ESS","3. Association","Hommes","Stagiaires","65"
"Bretagne","ESS + Hors ESS","4. Fondation","Femmes","Aides","24"
"Bretagne","ESS + Hors ESS","4. Fondation","Femmes","Apprentis","s"
"Bretagne","ESS + Hors ESS","4. Fondation","Femmes","Ordinaires","4074"
"Bretagne","ESS + Hors ESS","4. Fondation","Femmes","Stagiaires","s"
"Bretagne","ESS + Hors ESS","4. Fondation","Hommes","Aides","20"
"Bretagne","ESS + Hors ESS","4. Fondation","Hommes","Apprentis","s"
"Bretagne","ESS + Hors ESS","4. Fondation","Hommes","Ordinaires","1170"
"Bretagne","ESS + Hors ESS","4. Fondation","Hommes","Stagiaires","s"
"Bretagne","ESS + Hors ESS","Privé Hors ESS","Femmes","Aides","4850"
"Bretagne","ESS + Hors ESS","Privé Hors ESS","Femmes","Apprentis","s"
"Bretagne","ESS + Hors ESS","Privé Hors ESS","Femmes","Ordinaires","260528"
"Bretagne","ESS + Hors ESS","Privé Hors ESS","Femmes","Stagiaires","s"
"Bretagne","ESS + Hors ESS","Privé Hors ESS","Hommes","Aides","5871"
"Bretagne","ESS + Hors ESS","Privé Hors ESS","Hommes","Apprentis","s"
"Bretagne","ESS + Hors ESS","Privé Hors ESS","Hommes","Ordinaires","377203"
"Bretagne","ESS + Hors ESS","Privé Hors ESS","Hommes","Stagiaires","s"
"Bretagne","ESS + Hors ESS","Public","Femmes","Aides","2115"
"Bretagne","ESS + Hors ESS","Public","Femmes","Apprentis","s"
"Bretagne","ESS + Hors ESS","Public","Femmes","Ordinaires","165510"
"Bretagne","ESS + Hors ESS","Public","Femmes","Stagiaires","s"
"Bretagne","ESS + Hors ESS","Public","Hommes","Aides","970"
"Bretagne","ESS + Hors ESS","Public","Hommes","Apprentis","s"
"Bretagne","ESS + Hors ESS","Public","Hommes","Ordinaires","83903"
"Bretagne","ESS + Hors ESS","Public","Hommes","Stagiaires","s"
"Centre-Val de Loire","ESS + Hors ESS","1. Coopérative","Femmes","Aides","s"
"Centre-Val de Loire","ESS + Hors ESS","1. Coopérative","Femmes","Apprentis","129"
"Centre-Val de Loire","ESS + Hors ESS","1. Coopérative","Femmes","Ordinaires","6942"
"Centre-Val de Loire","ESS + Hors ESS","1. Coopérative","Femmes","Stagiaires","s"
"Centre-Val de Loire","ESS + Hors ESS","1. Coopérative","Hommes","Aides","s"
"Centre-Val de Loire","ESS + Hors ESS","1. Coopérative","Hommes","Apprentis","165"
"Centre-Val de Loire","ESS + Hors ESS","1. Coopérative","Hommes","Ordinaires","6206"
"Centre-Val de Loire","ESS + Hors ESS","1. Coopérative","Hommes","Stagiaires","s"
"Centre-Val de Loire","ESS + Hors ESS","2. Mutuelle","Femmes","Aides","s"
"Centre-Val de Loire","ESS + Hors ESS","2. Mutuelle","Femmes","Apprentis","s"
"Centre-Val de Loire","ESS + Hors ESS","2. Mutuelle","Femmes","Ordinaires","4702"
"Centre-Val de Loire","ESS + Hors ESS","2. Mutuelle","Femmes","Stagiaires","s"
"Centre-Val de Loire","ESS + Hors ESS","2. Mutuelle","Hommes","Aides","s"
"Centre-Val de Loire","ESS + Hors ESS","2. Mutuelle","Hommes","Apprentis","s"
"Centre-Val de Loire","ESS + Hors ESS","2. Mutuelle","Hommes","Ordinaires","1652"
"Centre-Val de Loire","ESS + Hors ESS","2. Mutuelle","Hommes","Stagiaires","s"
"Centre-Val de Loire","ESS + Hors ESS","3. Association","Femmes","Aides","2456"
"Centre-Val de Loire","ESS + Hors ESS","3. Association","Femmes","Apprentis","257"
"Centre-Val de Loire","ESS + Hors ESS","3. Association","Femmes","Ordinaires","38655"
"Centre-Val de Loire","ESS + Hors ESS","3. Association","Femmes","Stagiaires","117"
"Centre-Val de Loire","ESS + Hors ESS","3. Association","Hommes","Aides","2787"
"Centre-Val de Loire","ESS + Hors ESS","3. Association","Hommes","Apprentis","282"
"Centre-Val de Loire","ESS + Hors ESS","3. Association","Hommes","Ordinaires","15506"
"Centre-Val de Loire","ESS + Hors ESS","3. Association","Hommes","Stagiaires","36"
"Centre-Val de Loire","ESS + Hors ESS","4. Fondation","Femmes","Aides","s"
"Centre-Val de Loire","ESS + Hors ESS","4. Fondation","Femmes","Apprentis","s"
"Centre-Val de Loire","ESS + Hors ESS","4. Fondation","Femmes","Ordinaires","1686"
"Centre-Val de Loire","ESS + Hors ESS","4. Fondation","Femmes","Stagiaires","s"
"Centre-Val de Loire","ESS + Hors ESS","4. Fondation","Hommes","Aides","s"
"Centre-Val de Loire","ESS + Hors ESS","4. Fondation","Hommes","Apprentis","s"
"Centre-Val de Loire","ESS + Hors ESS","4. Fondation","Hommes","Ordinaires","911"
"Centre-Val de Loire","ESS + Hors ESS","4. Fondation","Hommes","Stagiaires","s"
"Centre-Val de Loire","ESS + Hors ESS","Privé Hors ESS","Femmes","Aides","2531"
"Centre-Val de Loire","ESS + Hors ESS","Privé Hors ESS","Femmes","Apprentis","s"
"Centre-Val de Loire","ESS + Hors ESS","Privé Hors ESS","Femmes","Ordinaires","205824"
"Centre-Val de Loire","ESS + Hors ESS","Privé Hors ESS","Femmes","Stagiaires","s"
"Centre-Val de Loire","ESS + Hors ESS","Privé Hors ESS","Hommes","Aides","2849"
"Centre-Val de Loire","ESS + Hors ESS","Privé Hors ESS","Hommes","Apprentis","s"
"Centre-Val de Loire","ESS + Hors ESS","Privé Hors ESS","Hommes","Ordinaires","288883"
"Centre-Val de Loire","ESS + Hors ESS","Privé Hors ESS","Hommes","Stagiaires","s"
"Centre-Val de Loire","ESS + Hors ESS","Public","Femmes","Aides","1827"
"Centre-Val de Loire","ESS + Hors ESS","Public","Femmes","Apprentis","s"
"Centre-Val de Loire","ESS + Hors ESS","Public","Femmes","Ordinaires","129457"
"Centre-Val de Loire","ESS + Hors ESS","Public","Femmes","Stagiaires","s"
"Centre-Val de Loire","ESS + Hors ESS","Public","Hommes","Aides","699"
"Centre-Val de Loire","ESS + Hors ESS","Public","Hommes","Apprentis","s"
"Centre-Val de Loire","ESS + Hors ESS","Public","Hommes","Ordinaires","65859"
"Centre-Val de Loire","ESS + Hors ESS","Public","Hommes","Stagiaires","s"
"Corse","ESS + Hors ESS","1. Coopérative","Femmes","Aides","s"
"Corse","ESS + Hors ESS","1. Coopérative","Femmes","Apprentis","s"
"Corse","ESS + Hors ESS","1. Coopérative","Femmes","Ordinaires","s"
"Corse","ESS + Hors ESS","1. Coopérative","Hommes","Aides","s"
"Corse","ESS + Hors ESS","1. Coopérative","Hommes","Apprentis","s"
"Corse","ESS + Hors ESS","1. Coopérative","Hommes","Ordinaires","514"
"Corse","ESS + Hors ESS","2. Mutuelle","Femmes","Aides","s"
"Corse","ESS + Hors ESS","2. Mutuelle","Femmes","Apprentis","s"
"Corse","ESS + Hors ESS","2. Mutuelle","Femmes","Ordinaires","s"
"Corse","ESS + Hors ESS","2. Mutuelle","Hommes","Aides","s"
"Corse","ESS + Hors ESS","2. Mutuelle","Hommes","Apprentis","s"
"Corse","ESS + Hors ESS","2. Mutuelle","Hommes","Ordinaires","s"
"Corse","ESS + Hors ESS","3. Association","Femmes","Aides","s"
"Corse","ESS + Hors ESS","3. Association","Femmes","Apprentis","s"
"Corse","ESS + Hors ESS","3. Association","Femmes","Ordinaires","4497"
"Corse","ESS + Hors ESS","3. Association","Femmes","Stagiaires","s"
"Corse","ESS + Hors ESS","3. Association","Hommes","Aides","s"
"Corse","ESS + Hors ESS","3. Association","Hommes","Apprentis","s"
"Corse","ESS + Hors ESS","3. Association","Hommes","Ordinaires","1413"
"Corse","ESS + Hors ESS","4. Fondation","Hommes","Ordinaires","s"
"Corse","ESS + Hors ESS","Privé Hors ESS","Femmes","Aides","s"
"Corse","ESS + Hors ESS","Privé Hors ESS","Femmes","Apprentis","s"
"Corse","ESS + Hors ESS","Privé Hors ESS","Femmes","Ordinaires","25355"
"Corse","ESS + Hors ESS","Privé Hors ESS","Femmes","Stagiaires","s"
"Corse","ESS + Hors ESS","Privé Hors ESS","Hommes","Aides","s"
"Corse","ESS + Hors ESS","Privé Hors ESS","Hommes","Apprentis","s"
"Corse","ESS + Hors ESS","Privé Hors ESS","Hommes","Ordinaires","37567"
"Corse","ESS + Hors ESS","Privé Hors ESS","Hommes","Stagiaires","s"
"Corse","ESS + Hors ESS","Public","Femmes","Aides","s"
"Corse","ESS + Hors ESS","Public","Femmes","Apprentis","s"
"Corse","ESS + Hors ESS","Public","Femmes","Ordinaires","17345"
"Corse","ESS + Hors ESS","Public","Femmes","Stagiaires","s"
"Corse","ESS + Hors ESS","Public","Hommes","Aides","s"
"Corse","ESS + Hors ESS","Public","Hommes","Apprentis","s"
"Corse","ESS + Hors ESS","Public","Hommes","Ordinaires","13615"
"Corse","ESS + Hors ESS","Public","Hommes","Stagiaires","s"
"Grand-Est","ESS + Hors ESS","1. Coopérative","Femmes","Aides","289"
"Grand-Est","ESS + Hors ESS","1. Coopérative","Femmes","Apprentis","s"
"Grand-Est","ESS + Hors ESS","1. Coopérative","Femmes","Ordinaires","13296"
"Grand-Est","ESS + Hors ESS","1. Coopérative","Femmes","Stagiaires","s"
"Grand-Est","ESS + Hors ESS","1. Coopérative","Hommes","Aides","351"
"Grand-Est","ESS + Hors ESS","1. Coopérative","Hommes","Apprentis","s"
"Grand-Est","ESS + Hors ESS","1. Coopérative","Hommes","Ordinaires","14847"
"Grand-Est","ESS + Hors ESS","1. Coopérative","Hommes","Stagiaires","s"
"Grand-Est","ESS + Hors ESS","2. Mutuelle","Femmes","Aides","62"
"Grand-Est","ESS + Hors ESS","2. Mutuelle","Femmes","Apprentis","s"
"Grand-Est","ESS + Hors ESS","2. Mutuelle","Femmes","Ordinaires","4967"
"Grand-Est","ESS + Hors ESS","2. Mutuelle","Femmes","Stagiaires","s"
"Grand-Est","ESS + Hors ESS","2. Mutuelle","Hommes","Aides","37"
"Grand-Est","ESS + Hors ESS","2. Mutuelle","Hommes","Apprentis","s"
"Grand-Est","ESS + Hors ESS","2. Mutuelle","Hommes","Ordinaires","1744"
"Grand-Est","ESS + Hors ESS","2. Mutuelle","Hommes","Stagiaires","s"
"Grand-Est","ESS + Hors ESS","3. Association","Femmes","Aides","6678"
"Grand-Est","ESS + Hors ESS","3. Association","Femmes","Apprentis","471"
"Grand-Est","ESS + Hors ESS","3. Association","Femmes","Ordinaires","97042"
"Grand-Est","ESS + Hors ESS","3. Association","Femmes","Stagiaires","280"
"Grand-Est","ESS + Hors ESS","3. Association","Hommes","Aides","6698"
"Grand-Est","ESS + Hors ESS","3. Association","Hommes","Apprentis","515"
"Grand-Est","ESS + Hors ESS","3. Association","Hommes","Ordinaires","34599"
"Grand-Est","ESS + Hors ESS","3. Association","Hommes","Stagiaires","80"
"Grand-Est","ESS + Hors ESS","4. Fondation","Femmes","Aides","144"
"Grand-Est","ESS + Hors ESS","4. Fondation","Femmes","Apprentis","s"
"Grand-Est","ESS + Hors ESS","4. Fondation","Femmes","Ordinaires","7969"
"Grand-Est","ESS + Hors ESS","4. Fondation","Femmes","Stagiaires","s"
"Grand-Est","ESS + Hors ESS","4. Fondation","Hommes","Aides","87"
"Grand-Est","ESS + Hors ESS","4. Fondation","Hommes","Apprentis","s"
"Grand-Est","ESS + Hors ESS","4. Fondation","Hommes","Ordinaires","2117"
"Grand-Est","ESS + Hors ESS","4. Fondation","Hommes","Stagiaires","s"
"Grand-Est","ESS + Hors ESS","Privé Hors ESS","Femmes","Aides","7084"
"Grand-Est","ESS + Hors ESS","Privé Hors ESS","Femmes","Apprentis","s"
"Grand-Est","ESS + Hors ESS","Privé Hors ESS","Femmes","Ordinaires","428648"
"Grand-Est","ESS + Hors ESS","Privé Hors ESS","Femmes","Stagiaires","s"
"Grand-Est","ESS + Hors ESS","Privé Hors ESS","Hommes","Aides","6802"
"Grand-Est","ESS + Hors ESS","Privé Hors ESS","Hommes","Apprentis","s"
"Grand-Est","ESS + Hors ESS","Privé Hors ESS","Hommes","Ordinaires","620617"
"Grand-Est","ESS + Hors ESS","Privé Hors ESS","Hommes","Stagiaires","s"
"Grand-Est","ESS + Hors ESS","Public","Femmes","Aides","4403"
"Grand-Est","ESS + Hors ESS","Public","Femmes","Apprentis","s"
"Grand-Est","ESS + Hors ESS","Public","Femmes","Ordinaires","272557"
"Grand-Est","ESS + Hors ESS","Public","Femmes","Stagiaires","s"
"Grand-Est","ESS + Hors ESS","Public","Hommes","Aides","2342"
"Grand-Est","ESS + Hors ESS","Public","Hommes","Apprentis","s"
"Grand-Est","ESS + Hors ESS","Public","Hommes","Ordinaires","156012"
"Grand-Est","ESS + Hors ESS","Public","Hommes","Stagiaires","s"
"Guadeloupe","ESS + Hors ESS","1. Coopérative","Femmes","Aides","s"
"Guadeloupe","ESS + Hors ESS","1. Coopérative","Femmes","Apprentis","s"
"Guadeloupe","ESS + Hors ESS","1. Coopérative","Femmes","Ordinaires","623"
"Guadeloupe","ESS + Hors ESS","1. Coopérative","Hommes","Aides","s"
"Guadeloupe","ESS + Hors ESS","1. Coopérative","Hommes","Apprentis","s"
"Guadeloupe","ESS + Hors ESS","1. Coopérative","Hommes","Ordinaires","385"
"Guadeloupe","ESS + Hors ESS","2. Mutuelle","Femmes","Aides","s"
"Guadeloupe","ESS + Hors ESS","2. Mutuelle","Femmes","Apprentis","s"
"Guadeloupe","ESS + Hors ESS","2. Mutuelle","Femmes","Ordinaires","s"
"Guadeloupe","ESS + Hors ESS","2. Mutuelle","Hommes","Ordinaires","s"
"Guadeloupe","ESS + Hors ESS","3. Association","Femmes","Aides","395"
"Guadeloupe","ESS + Hors ESS","3. Association","Femmes","Apprentis","s"
"Guadeloupe","ESS + Hors ESS","3. Association","Femmes","Ordinaires","5843"
"Guadeloupe","ESS + Hors ESS","3. Association","Femmes","Stagiaires","s"
"Guadeloupe","ESS + Hors ESS","3. Association","Hommes","Aides","297"
"Guadeloupe","ESS + Hors ESS","3. Association","Hommes","Apprentis","s"
"Guadeloupe","ESS + Hors ESS","3. Association","Hommes","Ordinaires","2074"
"Guadeloupe","ESS + Hors ESS","3. Association","Hommes","Stagiaires","s"
"Guadeloupe","ESS + Hors ESS","4. Fondation","Femmes","Aides","s"
"Guadeloupe","ESS + Hors ESS","4. Fondation","Femmes","Ordinaires","s"
"Guadeloupe","ESS + Hors ESS","4. Fondation","Hommes","Ordinaires","s"
"Guadeloupe","ESS + Hors ESS","4. Fondation","Hommes","Stagiaires","s"
"Guadeloupe","ESS + Hors ESS","Privé Hors ESS","Femmes","Aides","s"
"Guadeloupe","ESS + Hors ESS","Privé Hors ESS","Femmes","Apprentis","s"
"Guadeloupe","ESS + Hors ESS","Privé Hors ESS","Femmes","Ordinaires","25417"
"Guadeloupe","ESS + Hors ESS","Privé Hors ESS","Femmes","Stagiaires","s"
"Guadeloupe","ESS + Hors ESS","Privé Hors ESS","Hommes","Aides","s"
"Guadeloupe","ESS + Hors ESS","Privé Hors ESS","Hommes","Apprentis","s"
"Guadeloupe","ESS + Hors ESS","Privé Hors ESS","Hommes","Ordinaires","30769"
"Guadeloupe","ESS + Hors ESS","Privé Hors ESS","Hommes","Stagiaires","s"
"Guadeloupe","ESS + Hors ESS","Public","Femmes","Aides","s"
"Guadeloupe","ESS + Hors ESS","Public","Femmes","Apprentis","s"
"Guadeloupe","ESS + Hors ESS","Public","Femmes","Ordinaires","23838"
"Guadeloupe","ESS + Hors ESS","Public","Femmes","Stagiaires","s"
"Guadeloupe","ESS + Hors ESS","Public","Hommes","Aides","s"
"Guadeloupe","ESS + Hors ESS","Public","Hommes","Apprentis","s"
"Guadeloupe","ESS + Hors ESS","Public","Hommes","Ordinaires","14748"
"Guyane","ESS + Hors ESS","1. Coopérative","Femmes","Apprentis","s"
"Guyane","ESS + Hors ESS","1. Coopérative","Femmes","Ordinaires","s"
"Guyane","ESS + Hors ESS","1. Coopérative","Hommes","Apprentis","s"
"Guyane","ESS + Hors ESS","1. Coopérative","Hommes","Ordinaires","s"
"Guyane","ESS + Hors ESS","2. Mutuelle","Femmes","Apprentis","s"
"Guyane","ESS + Hors ESS","2. Mutuelle","Femmes","Ordinaires","s"
"Guyane","ESS + Hors ESS","2. Mutuelle","Hommes","Ordinaires","s"
"Guyane","ESS + Hors ESS","3. Association","Femmes","Aides","s"
"Guyane","ESS + Hors ESS","3. Association","Femmes","Apprentis","s"
"Guyane","ESS + Hors ESS","3. Association","Femmes","Ordinaires","2175"
"Guyane","ESS + Hors ESS","3. Association","Femmes","Stagiaires","s"
"Guyane","ESS + Hors ESS","3. Association","Hommes","Aides","s"
"Guyane","ESS + Hors ESS","3. Association","Hommes","Apprentis","s"
"Guyane","ESS + Hors ESS","3. Association","Hommes","Ordinaires","1052"
"Guyane","ESS + Hors ESS","4. Fondation","Femmes","Ordinaires","s"
"Guyane","ESS + Hors ESS","4. Fondation","Femmes","Stagiaires","s"
"Guyane","ESS + Hors ESS","4. Fondation","Hommes","Apprentis","s"
"Guyane","ESS + Hors ESS","4. Fondation","Hommes","Ordinaires","s"
"Guyane","ESS + Hors ESS","4. Fondation","Hommes","Stagiaires","s"
"Guyane","ESS + Hors ESS","Privé Hors ESS","Femmes","Aides","s"
"Guyane","ESS + Hors ESS","Privé Hors ESS","Femmes","Apprentis","s"
"Guyane","ESS + Hors ESS","Privé Hors ESS","Femmes","Ordinaires","8569"
"Guyane","ESS + Hors ESS","Privé Hors ESS","Femmes","Stagiaires","s"
"Guyane","ESS + Hors ESS","Privé Hors ESS","Hommes","Aides","s"
"Guyane","ESS + Hors ESS","Privé Hors ESS","Hommes","Apprentis","s"
"Guyane","ESS + Hors ESS","Privé Hors ESS","Hommes","Ordinaires","15055"
"Guyane","ESS + Hors ESS","Privé Hors ESS","Hommes","Stagiaires","s"
"Guyane","ESS + Hors ESS","Public","Femmes","Aides","963"
"Guyane","ESS + Hors ESS","Public","Femmes","Apprentis","s"
"Guyane","ESS + Hors ESS","Public","Femmes","Ordinaires","14548"
"Guyane","ESS + Hors ESS","Public","Femmes","Stagiaires","s"
"Guyane","ESS + Hors ESS","Public","Hommes","Aides","467"
"Guyane","ESS + Hors ESS","Public","Hommes","Apprentis","s"
"Guyane","ESS + Hors ESS","Public","Hommes","Ordinaires","10583"
"Guyane","ESS + Hors ESS","Public","Hommes","Stagiaires","s"
"Hauts-de-France","ESS + Hors ESS","1. Coopérative","Femmes","Aides","221"
"Hauts-de-France","ESS + Hors ESS","1. Coopérative","Femmes","Apprentis","s"
"Hauts-de-France","ESS + Hors ESS","1. Coopérative","Femmes","Ordinaires","8712"
"Hauts-de-France","ESS + Hors ESS","1. Coopérative","Femmes","Stagiaires","s"
"Hauts-de-France","ESS + Hors ESS","1. Coopérative","Hommes","Aides","225"
"Hauts-de-France","ESS + Hors ESS","1. Coopérative","Hommes","Apprentis","s"
"Hauts-de-France","ESS + Hors ESS","1. Coopérative","Hommes","Ordinaires","10176"
"Hauts-de-France","ESS + Hors ESS","1. Coopérative","Hommes","Stagiaires","s"
"Hauts-de-France","ESS + Hors ESS","2. Mutuelle","Femmes","Aides","s"
"Hauts-de-France","ESS + Hors ESS","2. Mutuelle","Femmes","Apprentis","s"
"Hauts-de-France","ESS + Hors ESS","2. Mutuelle","Femmes","Ordinaires","4136"
"Hauts-de-France","ESS + Hors ESS","2. Mutuelle","Femmes","Stagiaires","s"
"Hauts-de-France","ESS + Hors ESS","2. Mutuelle","Hommes","Aides","s"
"Hauts-de-France","ESS + Hors ESS","2. Mutuelle","Hommes","Apprentis","s"
"Hauts-de-France","ESS + Hors ESS","2. Mutuelle","Hommes","Ordinaires","1611"
"Hauts-de-France","ESS + Hors ESS","3. Association","Femmes","Aides","8247"
"Hauts-de-France","ESS + Hors ESS","3. Association","Femmes","Apprentis","562"
"Hauts-de-France","ESS + Hors ESS","3. Association","Femmes","Ordinaires","103818"
"Hauts-de-France","ESS + Hors ESS","3. Association","Femmes","Stagiaires","337"
"Hauts-de-France","ESS + Hors ESS","3. Association","Hommes","Aides","10444"
"Hauts-de-France","ESS + Hors ESS","3. Association","Hommes","Apprentis","526"
"Hauts-de-France","ESS + Hors ESS","3. Association","Hommes","Ordinaires","45538"
"Hauts-de-France","ESS + Hors ESS","3. Association","Hommes","Stagiaires","146"
"Hauts-de-France","ESS + Hors ESS","4. Fondation","Femmes","Aides","s"
"Hauts-de-France","ESS + Hors ESS","4. Fondation","Femmes","Apprentis","s"
"Hauts-de-France","ESS + Hors ESS","4. Fondation","Femmes","Ordinaires","4672"
"Hauts-de-France","ESS + Hors ESS","4. Fondation","Femmes","Stagiaires","s"
"Hauts-de-France","ESS + Hors ESS","4. Fondation","Hommes","Aides","s"
"Hauts-de-France","ESS + Hors ESS","4. Fondation","Hommes","Apprentis","s"
"Hauts-de-France","ESS + Hors ESS","4. Fondation","Hommes","Ordinaires","1639"
"Hauts-de-France","ESS + Hors ESS","4. Fondation","Hommes","Stagiaires","s"
"Hauts-de-France","ESS + Hors ESS","Privé Hors ESS","Femmes","Aides","8636"
"Hauts-de-France","ESS + Hors ESS","Privé Hors ESS","Femmes","Apprentis","s"
"Hauts-de-France","ESS + Hors ESS","Privé Hors ESS","Femmes","Ordinaires","426959"
"Hauts-de-France","ESS + Hors ESS","Privé Hors ESS","Femmes","Stagiaires","s"
"Hauts-de-France","ESS + Hors ESS","Privé Hors ESS","Hommes","Aides","9851"
