"DEP","typo_Coop","typo_Coop_det","type_emploi","nb_poste"
"32","AGRICULTURE SYLVICULTURE ET PECHE (AZ)","Ensemble","Ordinaires","s"
"32","AUTRES SECTEURS D ACTIVITE DES COOPERATIVES","Ensemble","Aides","s"
"32","AUTRES SECTEURS D ACTIVITE DES COOPERATIVES","Ensemble","Apprentis","s"
"32","AUTRES SECTEURS D ACTIVITE DES COOPERATIVES","Ensemble","Ordinaires","19"
"32","COMMERCE (GZ)","Ensemble","Aides","s"
"32","COMMERCE (GZ)","Ensemble","Apprentis","s"
"32","COMMERCE (GZ)","Ensemble","Ordinaires","663"
"32","INDUSTRIE+CONSTRUCTION (BE+FZ)","Ensemble","Aides","s"
"32","INDUSTRIE+CONSTRUCTION (BE+FZ)","Ensemble","Ordinaires","s"
"32","SOUTIEN AUX ENTREPRISES (MN)","Ensemble","Ordinaires","84"
"33","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","Aides","s"
"33","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","Apprentis","s"
"33","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","Ordinaires","3509"
"33","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","Stagiaires","s"
"33","AGRICULTURE SYLVICULTURE ET PECHE (AZ)","Ensemble","Apprentis","s"
"33","AGRICULTURE SYLVICULTURE ET PECHE (AZ)","Ensemble","Ordinaires","s"
"33","AUTRES SECTEURS D ACTIVITE DES COOPERATIVES","Ensemble","Aides","s"
"33","AUTRES SECTEURS D ACTIVITE DES COOPERATIVES","Ensemble","Ordinaires","761"
"33","AUTRES SECTEURS D ACTIVITE DES COOPERATIVES","Ensemble","Stagiaires","s"
"33","COMMERCE (GZ)","Ensemble","Aides","s"
"33","COMMERCE (GZ)","Ensemble","Apprentis","s"
"33","COMMERCE (GZ)","Ensemble","Ordinaires","s"
"33","COMMERCE (GZ)","Ensemble","Stagiaires","s"
"33","INDUSTRIE+CONSTRUCTION (BE+FZ)","Ensemble","Aides","9"
"33","INDUSTRIE+CONSTRUCTION (BE+FZ)","Ensemble","Apprentis","11"
"33","INDUSTRIE+CONSTRUCTION (BE+FZ)","Ensemble","Ordinaires","932"
"33","SOUTIEN AUX ENTREPRISES (MN)","Ensemble","Aides","s"
"33","SOUTIEN AUX ENTREPRISES (MN)","Ensemble","Apprentis","s"
"33","SOUTIEN AUX ENTREPRISES (MN)","Ensemble","Ordinaires","787"
"33","SOUTIEN AUX ENTREPRISES (MN)","Ensemble","Stagiaires","s"
"34","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","Aides","s"
"34","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","Apprentis","43"
"34","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","Ordinaires","2640"
"34","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","Stagiaires","s"
"34","AGRICULTURE SYLVICULTURE ET PECHE (AZ)","Ensemble","Ordinaires","29"
"34","AUTRES SECTEURS D ACTIVITE DES COOPERATIVES","Ensemble","Aides","8"
"34","AUTRES SECTEURS D ACTIVITE DES COOPERATIVES","Ensemble","Apprentis","s"
"34","AUTRES SECTEURS D ACTIVITE DES COOPERATIVES","Ensemble","Ordinaires","212"
"34","AUTRES SECTEURS D ACTIVITE DES COOPERATIVES","Ensemble","Stagiaires","s"
"34","COMMERCE (GZ)","Ensemble","Aides","s"
"34","COMMERCE (GZ)","Ensemble","Apprentis","s"
"34","COMMERCE (GZ)","Ensemble","Ordinaires","975"
"34","INDUSTRIE+CONSTRUCTION (BE+FZ)","Ensemble","Aides","s"
"34","INDUSTRIE+CONSTRUCTION (BE+FZ)","Ensemble","Apprentis","s"
"34","INDUSTRIE+CONSTRUCTION (BE+FZ)","Ensemble","Ordinaires","743"
"34","SOUTIEN AUX ENTREPRISES (MN)","Ensemble","Aides","s"
"34","SOUTIEN AUX ENTREPRISES (MN)","Ensemble","Ordinaires","139"
"34","SOUTIEN AUX ENTREPRISES (MN)","Ensemble","Stagiaires","s"
"35","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","Aides","s"
"35","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","Apprentis","s"
"35","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","Ordinaires","3618"
"35","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","Stagiaires","s"
"35","AGRICULTURE SYLVICULTURE ET PECHE (AZ)","Ensemble","Aides","s"
"35","AGRICULTURE SYLVICULTURE ET PECHE (AZ)","Ensemble","Apprentis","s"
"35","AGRICULTURE SYLVICULTURE ET PECHE (AZ)","Ensemble","Ordinaires","s"
"35","AGRICULTURE SYLVICULTURE ET PECHE (AZ)","Ensemble","Stagiaires","s"
"35","AUTRES SECTEURS D ACTIVITE DES COOPERATIVES","Ensemble","Aides","6"
"35","AUTRES SECTEURS D ACTIVITE DES COOPERATIVES","Ensemble","Ordinaires","467"
"35","COMMERCE (GZ)","Ensemble","Aides","12"
"35","COMMERCE (GZ)","Ensemble","Apprentis","14"
"35","COMMERCE (GZ)","Ensemble","Ordinaires","938"
"35","INDUSTRIE+CONSTRUCTION (BE+FZ)","Ensemble","Aides","14"
"35","INDUSTRIE+CONSTRUCTION (BE+FZ)","Ensemble","Apprentis","19"
"35","INDUSTRIE+CONSTRUCTION (BE+FZ)","Ensemble","Ordinaires","1124"
"35","SOUTIEN AUX ENTREPRISES (MN)","Ensemble","Aides","s"
"35","SOUTIEN AUX ENTREPRISES (MN)","Ensemble","Apprentis","s"
"35","SOUTIEN AUX ENTREPRISES (MN)","Ensemble","Ordinaires","s"
"36","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","Aides","s"
"36","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","Apprentis","s"
"36","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","Ordinaires","562"
"36","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","Stagiaires","s"
"36","AGRICULTURE SYLVICULTURE ET PECHE (AZ)","Ensemble","Apprentis","s"
"36","AGRICULTURE SYLVICULTURE ET PECHE (AZ)","Ensemble","Ordinaires","s"
"36","AUTRES SECTEURS D ACTIVITE DES COOPERATIVES","Ensemble","Apprentis","s"
"36","AUTRES SECTEURS D ACTIVITE DES COOPERATIVES","Ensemble","Ordinaires","s"
"36","COMMERCE (GZ)","Ensemble","Apprentis","s"
"36","COMMERCE (GZ)","Ensemble","Ordinaires","s"
"36","INDUSTRIE+CONSTRUCTION (BE+FZ)","Ensemble","Apprentis","s"
"36","INDUSTRIE+CONSTRUCTION (BE+FZ)","Ensemble","Ordinaires","s"
"36","SOUTIEN AUX ENTREPRISES (MN)","Ensemble","Ordinaires","23"
"37","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","Aides","46"
"37","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","Apprentis","s"
"37","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","Ordinaires","2182"
"37","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","Stagiaires","s"
"37","AGRICULTURE SYLVICULTURE ET PECHE (AZ)","Ensemble","Apprentis","s"
"37","AGRICULTURE SYLVICULTURE ET PECHE (AZ)","Ensemble","Ordinaires","s"
"37","AUTRES SECTEURS D ACTIVITE DES COOPERATIVES","Ensemble","Aides","s"
"37","AUTRES SECTEURS D ACTIVITE DES COOPERATIVES","Ensemble","Ordinaires","s"
"37","COMMERCE (GZ)","Ensemble","Aides","s"
"37","COMMERCE (GZ)","Ensemble","Apprentis","s"
"37","COMMERCE (GZ)","Ensemble","Ordinaires","290"
"37","INDUSTRIE+CONSTRUCTION (BE+FZ)","Ensemble","Aides","s"
"37","INDUSTRIE+CONSTRUCTION (BE+FZ)","Ensemble","Apprentis","s"
"37","INDUSTRIE+CONSTRUCTION (BE+FZ)","Ensemble","Ordinaires","307"
"37","SOUTIEN AUX ENTREPRISES (MN)","Ensemble","Aides","s"
"37","SOUTIEN AUX ENTREPRISES (MN)","Ensemble","Ordinaires","s"
"38","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","Aides","s"
"38","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","Apprentis","s"
"38","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","Ordinaires","2996"
"38","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","Stagiaires","s"
"38","AGRICULTURE SYLVICULTURE ET PECHE (AZ)","Ensemble","Ordinaires","s"
"38","AUTRES SECTEURS D ACTIVITE DES COOPERATIVES","Ensemble","Aides","s"
"38","AUTRES SECTEURS D ACTIVITE DES COOPERATIVES","Ensemble","Apprentis","s"
"38","AUTRES SECTEURS D ACTIVITE DES COOPERATIVES","Ensemble","Ordinaires","s"
"38","COMMERCE (GZ)","Ensemble","Aides","9"
"38","COMMERCE (GZ)","Ensemble","Apprentis","12"
"38","COMMERCE (GZ)","Ensemble","Ordinaires","910"
"38","INDUSTRIE+CONSTRUCTION (BE+FZ)","Ensemble","Aides","13"
"38","INDUSTRIE+CONSTRUCTION (BE+FZ)","Ensemble","Apprentis","10"
"38","INDUSTRIE+CONSTRUCTION (BE+FZ)","Ensemble","Ordinaires","462"
"38","SOUTIEN AUX ENTREPRISES (MN)","Ensemble","Aides","s"
"38","SOUTIEN AUX ENTREPRISES (MN)","Ensemble","Apprentis","8"
"38","SOUTIEN AUX ENTREPRISES (MN)","Ensemble","Ordinaires","385"
"38","SOUTIEN AUX ENTREPRISES (MN)","Ensemble","Stagiaires","s"
"39","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","Aides","s"
"39","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","Apprentis","s"
"39","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","Ordinaires","635"
"39","AGRICULTURE SYLVICULTURE ET PECHE (AZ)","Ensemble","Aides","s"
"39","AGRICULTURE SYLVICULTURE ET PECHE (AZ)","Ensemble","Apprentis","s"
"39","AGRICULTURE SYLVICULTURE ET PECHE (AZ)","Ensemble","Ordinaires","s"
"39","AUTRES SECTEURS D ACTIVITE DES COOPERATIVES","Ensemble","Ordinaires","s"
"39","COMMERCE (GZ)","Ensemble","Aides","s"
"39","COMMERCE (GZ)","Ensemble","Apprentis","s"
"39","COMMERCE (GZ)","Ensemble","Ordinaires","109"
"39","INDUSTRIE+CONSTRUCTION (BE+FZ)","Ensemble","Aides","s"
"39","INDUSTRIE+CONSTRUCTION (BE+FZ)","Ensemble","Apprentis","s"
"39","INDUSTRIE+CONSTRUCTION (BE+FZ)","Ensemble","Ordinaires","474"
"39","INDUSTRIE+CONSTRUCTION (BE+FZ)","Ensemble","Stagiaires","s"
"39","SOUTIEN AUX ENTREPRISES (MN)","Ensemble","Ordinaires","s"
"39","SOUTIEN AUX ENTREPRISES (MN)","Ensemble","Stagiaires","s"
"40","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","Aides","s"
"40","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","Apprentis","s"
"40","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","Ordinaires","1072"
"40","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","Stagiaires","s"
"40","AGRICULTURE SYLVICULTURE ET PECHE (AZ)","Ensemble","Aides","s"
"40","AGRICULTURE SYLVICULTURE ET PECHE (AZ)","Ensemble","Apprentis","s"
"40","AGRICULTURE SYLVICULTURE ET PECHE (AZ)","Ensemble","Ordinaires","s"
"40","AUTRES SECTEURS D ACTIVITE DES COOPERATIVES","Ensemble","Aides","s"
"40","AUTRES SECTEURS D ACTIVITE DES COOPERATIVES","Ensemble","Apprentis","s"
"40","AUTRES SECTEURS D ACTIVITE DES COOPERATIVES","Ensemble","Ordinaires","206"
"40","COMMERCE (GZ)","Ensemble","Aides","s"
"40","COMMERCE (GZ)","Ensemble","Apprentis","6"
"40","COMMERCE (GZ)","Ensemble","Ordinaires","866"
"40","COMMERCE (GZ)","Ensemble","Stagiaires","s"
"40","INDUSTRIE+CONSTRUCTION (BE+FZ)","Ensemble","Aides","s"
"40","INDUSTRIE+CONSTRUCTION (BE+FZ)","Ensemble","Apprentis","s"
"40","INDUSTRIE+CONSTRUCTION (BE+FZ)","Ensemble","Ordinaires","526"
"40","SOUTIEN AUX ENTREPRISES (MN)","Ensemble","Apprentis","s"
"40","SOUTIEN AUX ENTREPRISES (MN)","Ensemble","Ordinaires","s"
"41","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","Aides","s"
"41","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","Apprentis","s"
"41","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","Ordinaires","1048"
"41","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","Stagiaires","s"
"41","AGRICULTURE SYLVICULTURE ET PECHE (AZ)","Ensemble","Ordinaires","s"
"41","AUTRES SECTEURS D ACTIVITE DES COOPERATIVES","Ensemble","Ordinaires","64"
"41","COMMERCE (GZ)","Ensemble","Aides","s"
"41","COMMERCE (GZ)","Ensemble","Apprentis","s"
"41","COMMERCE (GZ)","Ensemble","Ordinaires","234"
"41","INDUSTRIE+CONSTRUCTION (BE+FZ)","Ensemble","Apprentis","s"
"41","INDUSTRIE+CONSTRUCTION (BE+FZ)","Ensemble","Ordinaires","s"
"41","SOUTIEN AUX ENTREPRISES (MN)","Ensemble","Ordinaires","93"
"42","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","Aides","s"
"42","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","Apprentis","s"
"42","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","Ordinaires","2170"
"42","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","Stagiaires","s"
"42","AGRICULTURE SYLVICULTURE ET PECHE (AZ)","Ensemble","Ordinaires","s"
"42","AUTRES SECTEURS D ACTIVITE DES COOPERATIVES","Ensemble","Aides","s"
"42","AUTRES SECTEURS D ACTIVITE DES COOPERATIVES","Ensemble","Apprentis","s"
"42","AUTRES SECTEURS D ACTIVITE DES COOPERATIVES","Ensemble","Ordinaires","s"
"42","AUTRES SECTEURS D ACTIVITE DES COOPERATIVES","Ensemble","Stagiaires","s"
"42","COMMERCE (GZ)","Ensemble","Aides","s"
"42","COMMERCE (GZ)","Ensemble","Apprentis","s"
"42","COMMERCE (GZ)","Ensemble","Ordinaires","576"
"42","INDUSTRIE+CONSTRUCTION (BE+FZ)","Ensemble","Aides","s"
"42","INDUSTRIE+CONSTRUCTION (BE+FZ)","Ensemble","Apprentis","s"
"42","INDUSTRIE+CONSTRUCTION (BE+FZ)","Ensemble","Ordinaires","279"
"42","SOUTIEN AUX ENTREPRISES (MN)","Ensemble","Apprentis","s"
"42","SOUTIEN AUX ENTREPRISES (MN)","Ensemble","Ordinaires","s"
"43","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","Aides","24"
"43","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","Apprentis","s"
"43","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","Ordinaires","600"
"43","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","Stagiaires","s"
"43","AGRICULTURE SYLVICULTURE ET PECHE (AZ)","Ensemble","Apprentis","s"
"43","AGRICULTURE SYLVICULTURE ET PECHE (AZ)","Ensemble","Ordinaires","s"
"43","AUTRES SECTEURS D ACTIVITE DES COOPERATIVES","Ensemble","Ordinaires","s"
"43","COMMERCE (GZ)","Ensemble","Aides","s"
"43","COMMERCE (GZ)","Ensemble","Apprentis","s"
"43","COMMERCE (GZ)","Ensemble","Ordinaires","127"
"43","INDUSTRIE+CONSTRUCTION (BE+FZ)","Ensemble","Aides","s"
"43","INDUSTRIE+CONSTRUCTION (BE+FZ)","Ensemble","Apprentis","s"
"43","INDUSTRIE+CONSTRUCTION (BE+FZ)","Ensemble","Ordinaires","177"
"43","SOUTIEN AUX ENTREPRISES (MN)","Ensemble","Ordinaires","s"
"44","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","Aides","93"
"44","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","Apprentis","s"
"44","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","Ordinaires","4355"
"44","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","Stagiaires","s"
"44","AGRICULTURE SYLVICULTURE ET PECHE (AZ)","Ensemble","Aides","s"
"44","AGRICULTURE SYLVICULTURE ET PECHE (AZ)","Ensemble","Apprentis","s"
"44","AGRICULTURE SYLVICULTURE ET PECHE (AZ)","Ensemble","Ordinaires","147"
"44","AUTRES SECTEURS D ACTIVITE DES COOPERATIVES","Ensemble","Aides","s"
"44","AUTRES SECTEURS D ACTIVITE DES COOPERATIVES","Ensemble","Apprentis","14"
"44","AUTRES SECTEURS D ACTIVITE DES COOPERATIVES","Ensemble","Ordinaires","871"
"44","AUTRES SECTEURS D ACTIVITE DES COOPERATIVES","Ensemble","Stagiaires","s"
"44","COMMERCE (GZ)","Ensemble","Aides","67"
"44","COMMERCE (GZ)","Ensemble","Apprentis","s"
"44","COMMERCE (GZ)","Ensemble","Ordinaires","2625"
"44","COMMERCE (GZ)","Ensemble","Stagiaires","s"
"44","INDUSTRIE+CONSTRUCTION (BE+FZ)","Ensemble","Aides","20"
"44","INDUSTRIE+CONSTRUCTION (BE+FZ)","Ensemble","Apprentis","27"
"44","INDUSTRIE+CONSTRUCTION (BE+FZ)","Ensemble","Ordinaires","768"
"44","SOUTIEN AUX ENTREPRISES (MN)","Ensemble","Aides","9"
"44","SOUTIEN AUX ENTREPRISES (MN)","Ensemble","Apprentis","15"
"44","SOUTIEN AUX ENTREPRISES (MN)","Ensemble","Ordinaires","690"
"45","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","Aides","s"
"45","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","Apprentis","74"
"45","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","Ordinaires","2494"
"45","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","Stagiaires","s"
"45","AGRICULTURE SYLVICULTURE ET PECHE (AZ)","Ensemble","Ordinaires","s"
"45","AUTRES SECTEURS D ACTIVITE DES COOPERATIVES","Ensemble","Aides","s"
"45","AUTRES SECTEURS D ACTIVITE DES COOPERATIVES","Ensemble","Ordinaires","s"
"45","COMMERCE (GZ)","Ensemble","Aides","s"
"45","COMMERCE (GZ)","Ensemble","Apprentis","s"
"45","COMMERCE (GZ)","Ensemble","Ordinaires","679"
"45","INDUSTRIE+CONSTRUCTION (BE+FZ)","Ensemble","Aides","s"
"45","INDUSTRIE+CONSTRUCTION (BE+FZ)","Ensemble","Apprentis","18"
"45","INDUSTRIE+CONSTRUCTION (BE+FZ)","Ensemble","Ordinaires","568"
"45","INDUSTRIE+CONSTRUCTION (BE+FZ)","Ensemble","Stagiaires","s"
"45","SOUTIEN AUX ENTREPRISES (MN)","Ensemble","Aides","s"
"45","SOUTIEN AUX ENTREPRISES (MN)","Ensemble","Apprentis","s"
"45","SOUTIEN AUX ENTREPRISES (MN)","Ensemble","Ordinaires","499"
"46","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","Aides","s"
"46","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","Apprentis","s"
"46","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","Ordinaires","644"
"46","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","Stagiaires","s"
"46","AGRICULTURE SYLVICULTURE ET PECHE (AZ)","Ensemble","Ordinaires","s"
"46","AUTRES SECTEURS D ACTIVITE DES COOPERATIVES","Ensemble","Aides","s"
"46","AUTRES SECTEURS D ACTIVITE DES COOPERATIVES","Ensemble","Ordinaires","s"
"46","COMMERCE (GZ)","Ensemble","Aides","s"
"46","COMMERCE (GZ)","Ensemble","Apprentis","s"
"46","COMMERCE (GZ)","Ensemble","Ordinaires","259"
"46","INDUSTRIE+CONSTRUCTION (BE+FZ)","Ensemble","Aides","s"
"46","INDUSTRIE+CONSTRUCTION (BE+FZ)","Ensemble","Ordinaires","s"
"46","SOUTIEN AUX ENTREPRISES (MN)","Ensemble","Ordinaires","17"
"47","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","Aides","s"
"47","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","Apprentis","s"
"47","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","Ordinaires","843"
"47","AGRICULTURE SYLVICULTURE ET PECHE (AZ)","Ensemble","Apprentis","s"
"47","AGRICULTURE SYLVICULTURE ET PECHE (AZ)","Ensemble","Ordinaires","s"
"47","AUTRES SECTEURS D ACTIVITE DES COOPERATIVES","Ensemble","Aides","s"
"47","AUTRES SECTEURS D ACTIVITE DES COOPERATIVES","Ensemble","Ordinaires","s"
"47","COMMERCE (GZ)","Ensemble","Aides","s"
"47","COMMERCE (GZ)","Ensemble","Apprentis","s"
"47","COMMERCE (GZ)","Ensemble","Ordinaires","733"
"47","INDUSTRIE+CONSTRUCTION (BE+FZ)","Ensemble","Apprentis","s"
"47","INDUSTRIE+CONSTRUCTION (BE+FZ)","Ensemble","Ordinaires","s"
"47","SOUTIEN AUX ENTREPRISES (MN)","Ensemble","Ordinaires","7"
"48","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","Apprentis","s"
"48","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","Ordinaires","s"
"48","AGRICULTURE SYLVICULTURE ET PECHE (AZ)","Ensemble","Aides","s"
"48","AGRICULTURE SYLVICULTURE ET PECHE (AZ)","Ensemble","Ordinaires","s"
"48","AUTRES SECTEURS D ACTIVITE DES COOPERATIVES","Ensemble","Ordinaires","s"
"48","COMMERCE (GZ)","Ensemble","Apprentis","s"
"48","COMMERCE (GZ)","Ensemble","Ordinaires","s"
"48","INDUSTRIE+CONSTRUCTION (BE+FZ)","Ensemble","Aides","s"
"48","INDUSTRIE+CONSTRUCTION (BE+FZ)","Ensemble","Ordinaires","s"
"48","SOUTIEN AUX ENTREPRISES (MN)","Ensemble","Ordinaires","s"
"49","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","Aides","84"
"49","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","Apprentis","s"
"49","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","Ordinaires","2136"
"49","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","Stagiaires","s"
"49","AGRICULTURE SYLVICULTURE ET PECHE (AZ)","Ensemble","Apprentis","s"
"49","AGRICULTURE SYLVICULTURE ET PECHE (AZ)","Ensemble","Ordinaires","s"
"49","AUTRES SECTEURS D ACTIVITE DES COOPERATIVES","Ensemble","Aides","s"
"49","AUTRES SECTEURS D ACTIVITE DES COOPERATIVES","Ensemble","Apprentis","s"
"49","AUTRES SECTEURS D ACTIVITE DES COOPERATIVES","Ensemble","Ordinaires","s"
"49","COMMERCE (GZ)","Ensemble","Aides","23"
"49","COMMERCE (GZ)","Ensemble","Apprentis","9"
"49","COMMERCE (GZ)","Ensemble","Ordinaires","1109"
"49","INDUSTRIE+CONSTRUCTION (BE+FZ)","Ensemble","Aides","22"
"49","INDUSTRIE+CONSTRUCTION (BE+FZ)","Ensemble","Apprentis","16"
"49","INDUSTRIE+CONSTRUCTION (BE+FZ)","Ensemble","Ordinaires","1180"
"49","SOUTIEN AUX ENTREPRISES (MN)","Ensemble","Aides","s"
"49","SOUTIEN AUX ENTREPRISES (MN)","Ensemble","Apprentis","s"
"49","SOUTIEN AUX ENTREPRISES (MN)","Ensemble","Ordinaires","669"
"50","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","Aides","s"
"50","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","Apprentis","s"
"50","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","Ordinaires","1115"
"50","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","Stagiaires","s"
"50","AGRICULTURE SYLVICULTURE ET PECHE (AZ)","Ensemble","Aides","s"
"50","AGRICULTURE SYLVICULTURE ET PECHE (AZ)","Ensemble","Apprentis","s"
"50","AGRICULTURE SYLVICULTURE ET PECHE (AZ)","Ensemble","Ordinaires","197"
"50","AUTRES SECTEURS D ACTIVITE DES COOPERATIVES","Ensemble","Aides","s"
"50","AUTRES SECTEURS D ACTIVITE DES COOPERATIVES","Ensemble","Apprentis","s"
"50","AUTRES SECTEURS D ACTIVITE DES COOPERATIVES","Ensemble","Ordinaires","90"
"50","COMMERCE (GZ)","Ensemble","Aides","s"
"50","COMMERCE (GZ)","Ensemble","Apprentis","s"
"50","COMMERCE (GZ)","Ensemble","Ordinaires","199"
"50","INDUSTRIE+CONSTRUCTION (BE+FZ)","Ensemble","Aides","29"
"50","INDUSTRIE+CONSTRUCTION (BE+FZ)","Ensemble","Apprentis","20"
"50","INDUSTRIE+CONSTRUCTION (BE+FZ)","Ensemble","Ordinaires","1986"
"50","SOUTIEN AUX ENTREPRISES (MN)","Ensemble","Aides","s"
"50","SOUTIEN AUX ENTREPRISES (MN)","Ensemble","Apprentis","s"
"50","SOUTIEN AUX ENTREPRISES (MN)","Ensemble","Ordinaires","85"
"51","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","Aides","s"
"51","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","Apprentis","42"
"51","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","Ordinaires","1876"
"51","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","Stagiaires","s"
"51","AGRICULTURE SYLVICULTURE ET PECHE (AZ)","Ensemble","Ordinaires","51"
"51","AUTRES SECTEURS D ACTIVITE DES COOPERATIVES","Ensemble","Ordinaires","49"
"51","COMMERCE (GZ)","Ensemble","Aides","s"
"51","COMMERCE (GZ)","Ensemble","Apprentis","s"
"51","COMMERCE (GZ)","Ensemble","Ordinaires","1245"
"51","INDUSTRIE+CONSTRUCTION (BE+FZ)","Ensemble","Aides","41"
"51","INDUSTRIE+CONSTRUCTION (BE+FZ)","Ensemble","Apprentis","s"
"51","INDUSTRIE+CONSTRUCTION (BE+FZ)","Ensemble","Ordinaires","2472"
"51","INDUSTRIE+CONSTRUCTION (BE+FZ)","Ensemble","Stagiaires","s"
"51","SOUTIEN AUX ENTREPRISES (MN)","Ensemble","Ordinaires","6"
"52","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","Aides","s"
"52","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","Apprentis","s"
"52","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","Ordinaires","284"
"52","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","Stagiaires","s"
"52","AGRICULTURE SYLVICULTURE ET PECHE (AZ)","Ensemble","Ordinaires","s"
"52","AUTRES SECTEURS D ACTIVITE DES COOPERATIVES","Ensemble","Ordinaires","35"
"52","COMMERCE (GZ)","Ensemble","Ordinaires","121"
"52","INDUSTRIE+CONSTRUCTION (BE+FZ)","Ensemble","Aides","s"
"52","INDUSTRIE+CONSTRUCTION (BE+FZ)","Ensemble","Apprentis","s"
