"ESS","famille","typo_C","typo_C_det","taille_etab","nb_etab","nb_ent","eff_31","eff_EQTP","rem_brut"
"ESS + Hors ESS","4. Fondation","ARTS SPECTACLES (RZ1)","Création artistique","Toutes entreprises","4","4","s","s","s"
"ESS + Hors ESS","4. Fondation","ARTS SPECTACLES (RZ1)","Gestion des spectacles","Toutes entreprises","1","1","s","s","s"
"ESS + Hors ESS","4. Fondation","AUTRES INDUSTRIES (BE sauf CA)+CONSTRUCTION (FZ)","Autres industries (BE)","Toutes entreprises","1","0","s","s","s"
"ESS + Hors ESS","4. Fondation","AUTRES INDUSTRIES (BE sauf CA)+CONSTRUCTION (FZ)","Construction (FZ)","Toutes entreprises","1","1","s","s","s"
"ESS + Hors ESS","4. Fondation","ENSEIGNEMENT (PZ)","Autres enseignements","Toutes entreprises","23","7","1192","1071","38580776"
"ESS + Hors ESS","4. Fondation","ENSEIGNEMENT (PZ)","Enseignement culturel","Toutes entreprises","2","2","s","s","s"
"ESS + Hors ESS","4. Fondation","ENSEIGNEMENT (PZ)","Enseignement primaire/secondaire/supérieur","Toutes entreprises","83","19","5624","5114","211977738"
"ESS + Hors ESS","4. Fondation","ENSEIGNEMENT (PZ)","Formation d adultes","Toutes entreprises","42","2","s","s","s"
"ESS + Hors ESS","4. Fondation","SPORTS ET LOISIRS (RZ2)","Loisirs","Toutes entreprises","1","0","s","s","s"
"ESS + Hors ESS","4. Fondation","SPORTS ET LOISIRS (RZ2)","Sports","Toutes entreprises","3","3","7","s","s"
"ESS + Hors ESS","Privé Hors ESS","ACTION SOCIALE (QB)","Accueil d adultes handicapes ou pers. agees","Toutes entreprises","62","47","s","s","s"
"ESS + Hors ESS","Privé Hors ESS","ACTION SOCIALE (QB)","Accueil d enfants et d adolescents","Toutes entreprises","36","28","s","s","s"
"ESS + Hors ESS","Privé Hors ESS","ACTION SOCIALE (QB)","Accueil d enfants handicapes","Toutes entreprises","27","8","s","s","s"
"ESS + Hors ESS","Privé Hors ESS","ACTION SOCIALE (QB)","Accueil des jeunes enfants","Toutes entreprises","4695","2546","35449","30978","694807447"
"ESS + Hors ESS","Privé Hors ESS","ACTION SOCIALE (QB)","Action sociale NCA","Toutes entreprises","372","266","4222","4030","131471193"
"ESS + Hors ESS","Privé Hors ESS","ACTION SOCIALE (QB)","Aide a domicile","Toutes entreprises","3928","3026","75082","55721","1176080889"
"ESS + Hors ESS","Privé Hors ESS","ACTION SOCIALE (QB)","Aide par le travail","Toutes entreprises","83","48","2664","2471","56492471"
"ESS + Hors ESS","Privé Hors ESS","ACTION SOCIALE (QB)","Hebergement medico-social et social","Toutes entreprises","2397","1681","104850","93849","2639720742"
"ESS + Hors ESS","Privé Hors ESS","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Activites de services financiers et d assurances","Toutes entreprises","36179","29540","s","s","s"
"ESS + Hors ESS","Privé Hors ESS","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Activites des services financiers hors assurance et caisses","Toutes entreprises","42909","30065","330241","319101","21296872881"
"ESS + Hors ESS","Privé Hors ESS","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Assurances","Toutes entreprises","2361","353","s","s","s"
"ESS + Hors ESS","Privé Hors ESS","ARTS SPECTACLES (RZ1)","Arts du spectacle vivant et soutien au spectacle vivant","Toutes entreprises","4435","3999","20124","23679","1052228975"
"ESS + Hors ESS","Privé Hors ESS","ARTS SPECTACLES (RZ1)","Création artistique","Toutes entreprises","713","675","s","s","s"
"ESS + Hors ESS","Privé Hors ESS","ARTS SPECTACLES (RZ1)","Gestion des spectacles","Toutes entreprises","271","247","s","s","s"
"ESS + Hors ESS","Privé Hors ESS","AUTRES INDUSTRIES (BE sauf CA)+CONSTRUCTION (FZ)","Autres industries (BE)","Toutes entreprises","100455","78364","2467125","2393579","104445177951"
"ESS + Hors ESS","Privé Hors ESS","AUTRES INDUSTRIES (BE sauf CA)+CONSTRUCTION (FZ)","Construction (FZ)","Toutes entreprises","241174","221485","1374209","1331111","43966517056"
"ESS + Hors ESS","Privé Hors ESS","ENSEIGNEMENT (PZ)","Autres enseignements","Toutes entreprises","2488","2107","11983","9452","341868020"
"ESS + Hors ESS","Privé Hors ESS","ENSEIGNEMENT (PZ)","Enseignement culturel","Toutes entreprises","400","348","s","s","s"
"ESS + Hors ESS","Privé Hors ESS","ENSEIGNEMENT (PZ)","Enseignement de disciplines sportives et d activites de lois","Toutes entreprises","3336","3197","s","s","s"
"ESS + Hors ESS","Privé Hors ESS","ENSEIGNEMENT (PZ)","Enseignement primaire/secondaire/supérieur","Toutes entreprises","1160","869","19863","15606","637934825"
"ESS + Hors ESS","Privé Hors ESS","ENSEIGNEMENT (PZ)","Formation d adultes","Toutes entreprises","17277","14044","61439","55442","1831774828"
"ESS + Hors ESS","Privé Hors ESS","SPORTS ET LOISIRS (RZ2)","Loisirs","Toutes entreprises","6610","6047","35894","36647","1068873268"
"ESS + Hors ESS","Privé Hors ESS","SPORTS ET LOISIRS (RZ2)","Sports","Toutes entreprises","7354","6337","36441","32526","1858766005"
"ESS + Hors ESS","Public","ACTION SOCIALE (QB)","Accueil d adultes handicapes ou pers. agees","Toutes entreprises","47","3","2129","1925","64612971"
"ESS + Hors ESS","Public","ACTION SOCIALE (QB)","Accueil d enfants et d adolescents","Toutes entreprises","315","24","s","s","s"
"ESS + Hors ESS","Public","ACTION SOCIALE (QB)","Accueil d enfants handicapes","Toutes entreprises","70","7","s","s","s"
"ESS + Hors ESS","Public","ACTION SOCIALE (QB)","Accueil des jeunes enfants","Toutes entreprises","733","65","16326","15090","423549600"
"ESS + Hors ESS","Public","ACTION SOCIALE (QB)","Action sociale NCA","Toutes entreprises","3685","3076","111691","99715","2790607091"
"ESS + Hors ESS","Public","ACTION SOCIALE (QB)","Aide a domicile","Toutes entreprises","382","97","14188","11660","266267097"
"ESS + Hors ESS","Public","ACTION SOCIALE (QB)","Aide par le travail","Toutes entreprises","106","32","8470","5302","141262446"
"ESS + Hors ESS","Public","ACTION SOCIALE (QB)","Hebergement medico-social et social","Toutes entreprises","3643","1864","217852","199255","5614771578"
"ESS + Hors ESS","Public","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Activites de services financiers et d assurances","Toutes entreprises","16","2","s","s","s"
"ESS + Hors ESS","Public","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Activites des services financiers hors assurance et caisses","Toutes entreprises","229","24","19470","18748","1186228997"
"ESS + Hors ESS","Public","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Assurances","Toutes entreprises","1","1","s","s","s"
"ESS + Hors ESS","Public","ARTS SPECTACLES (RZ1)","Arts du spectacle vivant et soutien au spectacle vivant","Toutes entreprises","119","77","6186","6418","283391585"
"ESS + Hors ESS","Public","ARTS SPECTACLES (RZ1)","Création artistique","Toutes entreprises","6","3","s","s","s"
"ESS + Hors ESS","Public","ARTS SPECTACLES (RZ1)","Gestion des spectacles","Toutes entreprises","157","77","s","s","s"
"ESS + Hors ESS","Public","AUTRES INDUSTRIES (BE sauf CA)+CONSTRUCTION (FZ)","Autres industries (BE)","Toutes entreprises","3129","2171","41704","40148","1278179917"
"ESS + Hors ESS","Public","AUTRES INDUSTRIES (BE sauf CA)+CONSTRUCTION (FZ)","Construction (FZ)","Toutes entreprises","1579","1547","2809","2585","106560904"
"ESS + Hors ESS","Public","ENSEIGNEMENT (PZ)","Autres enseignements","Toutes entreprises","295","106","64075","44607","1184590085"
"ESS + Hors ESS","Public","ENSEIGNEMENT (PZ)","Enseignement culturel","Toutes entreprises","56","16","s","s","s"
"ESS + Hors ESS","Public","ENSEIGNEMENT (PZ)","Enseignement de disciplines sportives et d activites de lois","Toutes entreprises","81","31","s","s","s"
"ESS + Hors ESS","Public","ENSEIGNEMENT (PZ)","Enseignement primaire/secondaire/supérieur","Toutes entreprises","54820","9375","1179488","1100782","40644615507"
"ESS + Hors ESS","Public","ENSEIGNEMENT (PZ)","Formation d adultes","Toutes entreprises","754","54","35652","30058","1040025308"
"ESS + Hors ESS","Public","SPORTS ET LOISIRS (RZ2)","Loisirs","Toutes entreprises","192","33","1253","1362","38308016"
"ESS + Hors ESS","Public","SPORTS ET LOISIRS (RZ2)","Sports","Toutes entreprises","437","134","4728","4709","140787116"
"ESS + Hors ESS","1. Coopérative","ACTION SOCIALE (QB)","Accueil d adultes handicapes ou pers. agees","2 - Petites entreprises","1","1","s","s","s"
"ESS + Hors ESS","1. Coopérative","ACTION SOCIALE (QB)","Accueil d enfants et d adolescents","1 - Micro entreprise","1","1","s","s","s"
"ESS + Hors ESS","1. Coopérative","ACTION SOCIALE (QB)","Accueil des jeunes enfants","1 - Micro entreprise","32","15","s","s","s"
"ESS + Hors ESS","1. Coopérative","ACTION SOCIALE (QB)","Accueil des jeunes enfants","2 - Petites entreprises","21","7","317","210","5338464"
"ESS + Hors ESS","1. Coopérative","ACTION SOCIALE (QB)","Action sociale NCA","1 - Micro entreprise","24","14","s","s","s"
"ESS + Hors ESS","1. Coopérative","ACTION SOCIALE (QB)","Action sociale NCA","2 - Petites entreprises","9","7","172","161","3985393"
"ESS + Hors ESS","1. Coopérative","ACTION SOCIALE (QB)","Action sociale NCA","3 - Moyennes entreprises","2","2","s","s","s"
"ESS + Hors ESS","1. Coopérative","ACTION SOCIALE (QB)","Aide a domicile","1 - Micro entreprise","10","8","s","s","s"
"ESS + Hors ESS","1. Coopérative","ACTION SOCIALE (QB)","Aide a domicile","2 - Petites entreprises","17","14","268","172","3817462"
"ESS + Hors ESS","1. Coopérative","ACTION SOCIALE (QB)","Aide a domicile","3 - Moyennes entreprises","9","7","597","428","8771148"
"ESS + Hors ESS","1. Coopérative","ACTION SOCIALE (QB)","Aide a domicile","4 - Grandes entreprises","1","1","s","s","s"
"ESS + Hors ESS","1. Coopérative","ACTION SOCIALE (QB)","Aide par le travail","1 - Micro entreprise","2","0","s","s","s"
"ESS + Hors ESS","1. Coopérative","ACTION SOCIALE (QB)","Aide par le travail","2 - Petites entreprises","3","2","s","s","s"
"ESS + Hors ESS","1. Coopérative","ACTION SOCIALE (QB)","Aide par le travail","3 - Moyennes entreprises","1","0","s","s","s"
"ESS + Hors ESS","1. Coopérative","ACTION SOCIALE (QB)","Hebergement medico-social et social","1 - Micro entreprise","12","12","s","s","s"
"ESS + Hors ESS","1. Coopérative","ACTION SOCIALE (QB)","Hebergement medico-social et social","2 - Petites entreprises","1","1","s","s","s"
"ESS + Hors ESS","1. Coopérative","ACTION SOCIALE (QB)","Hebergement medico-social et social","3 - Moyennes entreprises","2","2","s","s","s"
"ESS + Hors ESS","1. Coopérative","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Activites de services financiers et d assurances","1 - Micro entreprise","33","17","72","66","2845129"
"ESS + Hors ESS","1. Coopérative","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Activites de services financiers et d assurances","2 - Petites entreprises","6","1","s","s","s"
"ESS + Hors ESS","1. Coopérative","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Activites de services financiers et d assurances","3 - Moyennes entreprises","1","0","s","s","s"
"ESS + Hors ESS","1. Coopérative","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Activites de services financiers et d assurances","4 - Grandes entreprises","2","1","s","s","s"
"ESS + Hors ESS","1. Coopérative","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Activites des services financiers hors assurance et caisses","1 - Micro entreprise","10977","1292","43999","45347","2012461467"
"ESS + Hors ESS","1. Coopérative","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Activites des services financiers hors assurance et caisses","2 - Petites entreprises","2572","213","s","s","s"
"ESS + Hors ESS","1. Coopérative","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Activites des services financiers hors assurance et caisses","3 - Moyennes entreprises","159","15","s","s","s"
"ESS + Hors ESS","1. Coopérative","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Activites des services financiers hors assurance et caisses","4 - Grandes entreprises","107","39","s","s","s"
"ESS + Hors ESS","1. Coopérative","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Assurances","3 - Moyennes entreprises","6","1","s","s","s"
"ESS + Hors ESS","1. Coopérative","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Assurances","4 - Grandes entreprises","2","0","s","s","s"
"ESS + Hors ESS","1. Coopérative","ARTS SPECTACLES (RZ1)","Arts du spectacle vivant et soutien au spectacle vivant","1 - Micro entreprise","56","46","s","s","s"
"ESS + Hors ESS","1. Coopérative","ARTS SPECTACLES (RZ1)","Arts du spectacle vivant et soutien au spectacle vivant","2 - Petites entreprises","19","19","348","391","13335421"
"ESS + Hors ESS","1. Coopérative","ARTS SPECTACLES (RZ1)","Arts du spectacle vivant et soutien au spectacle vivant","3 - Moyennes entreprises","4","4","s","s","s"
"ESS + Hors ESS","1. Coopérative","ARTS SPECTACLES (RZ1)","Création artistique","1 - Micro entreprise","4","3","s","s","s"
"ESS + Hors ESS","1. Coopérative","ARTS SPECTACLES (RZ1)","Création artistique","2 - Petites entreprises","1","1","s","s","s"
"ESS + Hors ESS","1. Coopérative","ARTS SPECTACLES (RZ1)","Gestion des spectacles","1 - Micro entreprise","2","2","s","s","s"
"ESS + Hors ESS","1. Coopérative","ARTS SPECTACLES (RZ1)","Gestion des spectacles","2 - Petites entreprises","1","1","s","s","s"
"ESS + Hors ESS","1. Coopérative","ARTS SPECTACLES (RZ1)","Gestion des spectacles","3 - Moyennes entreprises","1","1","s","s","s"
"ESS + Hors ESS","1. Coopérative","AUTRES INDUSTRIES (BE sauf CA)+CONSTRUCTION (FZ)","Autres industries (BE)","1 - Micro entreprise","243","192","s","s","s"
"ESS + Hors ESS","1. Coopérative","AUTRES INDUSTRIES (BE sauf CA)+CONSTRUCTION (FZ)","Autres industries (BE)","2 - Petites entreprises","180","138","3858","3587","118827311"
"ESS + Hors ESS","1. Coopérative","AUTRES INDUSTRIES (BE sauf CA)+CONSTRUCTION (FZ)","Autres industries (BE)","3 - Moyennes entreprises","58","43","s","s","s"
"ESS + Hors ESS","1. Coopérative","AUTRES INDUSTRIES (BE sauf CA)+CONSTRUCTION (FZ)","Autres industries (BE)","4 - Grandes entreprises","3","3","s","s","s"
"ESS + Hors ESS","1. Coopérative","AUTRES INDUSTRIES (BE sauf CA)+CONSTRUCTION (FZ)","Construction (FZ)","1 - Micro entreprise","462","402","s","s","s"
"ESS + Hors ESS","1. Coopérative","AUTRES INDUSTRIES (BE sauf CA)+CONSTRUCTION (FZ)","Construction (FZ)","2 - Petites entreprises","258","215","5682","5467","186340185"
"ESS + Hors ESS","1. Coopérative","AUTRES INDUSTRIES (BE sauf CA)+CONSTRUCTION (FZ)","Construction (FZ)","3 - Moyennes entreprises","42","33","s","s","s"
"ESS + Hors ESS","1. Coopérative","AUTRES INDUSTRIES (BE sauf CA)+CONSTRUCTION (FZ)","Construction (FZ)","4 - Grandes entreprises","2","1","s","s","s"
"ESS + Hors ESS","1. Coopérative","ENSEIGNEMENT (PZ)","Autres enseignements","1 - Micro entreprise","15","13","s","48","1479678"
"ESS + Hors ESS","1. Coopérative","ENSEIGNEMENT (PZ)","Autres enseignements","2 - Petites entreprises","5","4","73","s","s"
"ESS + Hors ESS","1. Coopérative","ENSEIGNEMENT (PZ)","Autres enseignements","3 - Moyennes entreprises","1","1","s","s","s"
"ESS + Hors ESS","1. Coopérative","ENSEIGNEMENT (PZ)","Enseignement culturel","1 - Micro entreprise","3","3","s","s","s"
"ESS + Hors ESS","1. Coopérative","ENSEIGNEMENT (PZ)","Enseignement culturel","2 - Petites entreprises","2","1","s","s","s"
"ESS + Hors ESS","1. Coopérative","ENSEIGNEMENT (PZ)","Enseignement de disciplines sportives et d activites de lois","1 - Micro entreprise","5","4","s","s","s"
"ESS + Hors ESS","1. Coopérative","ENSEIGNEMENT (PZ)","Enseignement primaire/secondaire/supérieur","1 - Micro entreprise","3","3","10","8","186326"
"ESS + Hors ESS","1. Coopérative","ENSEIGNEMENT (PZ)","Enseignement primaire/secondaire/supérieur","2 - Petites entreprises","2","2","s","s","s"
"ESS + Hors ESS","1. Coopérative","ENSEIGNEMENT (PZ)","Enseignement primaire/secondaire/supérieur","3 - Moyennes entreprises","1","1","s","s","s"
"ESS + Hors ESS","1. Coopérative","ENSEIGNEMENT (PZ)","Formation d adultes","1 - Micro entreprise","149","73","s","s","s"
"ESS + Hors ESS","1. Coopérative","ENSEIGNEMENT (PZ)","Formation d adultes","2 - Petites entreprises","68","26","1122","955","29947435"
"ESS + Hors ESS","1. Coopérative","ENSEIGNEMENT (PZ)","Formation d adultes","3 - Moyennes entreprises","8","3","s","s","s"
"ESS + Hors ESS","1. Coopérative","SPORTS ET LOISIRS (RZ2)","Loisirs","1 - Micro entreprise","14","7","s","s","s"
"ESS + Hors ESS","1. Coopérative","SPORTS ET LOISIRS (RZ2)","Loisirs","2 - Petites entreprises","5","4","s","s","s"
"ESS + Hors ESS","1. Coopérative","SPORTS ET LOISIRS (RZ2)","Loisirs","3 - Moyennes entreprises","1","1","s","s","s"
"ESS + Hors ESS","1. Coopérative","SPORTS ET LOISIRS (RZ2)","Sports","1 - Micro entreprise","4","4","s","s","s"
"ESS + Hors ESS","1. Coopérative","SPORTS ET LOISIRS (RZ2)","Sports","2 - Petites entreprises","1","1","s","s","s"
"ESS + Hors ESS","2. Mutuelle","ACTION SOCIALE (QB)","Accueil d adultes handicapes ou pers. agees","1 - Micro entreprise","9","0","s","s","1689149"
"ESS + Hors ESS","2. Mutuelle","ACTION SOCIALE (QB)","Accueil d adultes handicapes ou pers. agees","2 - Petites entreprises","6","0","93","76","s"
"ESS + Hors ESS","2. Mutuelle","ACTION SOCIALE (QB)","Accueil d enfants et d adolescents","1 - Micro entreprise","4","0","s","s","s"
"ESS + Hors ESS","2. Mutuelle","ACTION SOCIALE (QB)","Accueil d enfants handicapes","1 - Micro entreprise","3","0","s","s","s"
"ESS + Hors ESS","2. Mutuelle","ACTION SOCIALE (QB)","Accueil d enfants handicapes","2 - Petites entreprises","5","0","77","47","1647392"
"ESS + Hors ESS","2. Mutuelle","ACTION SOCIALE (QB)","Accueil d enfants handicapes","3 - Moyennes entreprises","1","0","s","s","s"
"ESS + Hors ESS","2. Mutuelle","ACTION SOCIALE (QB)","Accueil des jeunes enfants","1 - Micro entreprise","111","17","s","s","s"
"ESS + Hors ESS","2. Mutuelle","ACTION SOCIALE (QB)","Accueil des jeunes enfants","2 - Petites entreprises","86","1","s","s","s"
"ESS + Hors ESS","2. Mutuelle","ACTION SOCIALE (QB)","Action sociale NCA","1 - Micro entreprise","32","7","s","s","s"
"ESS + Hors ESS","2. Mutuelle","ACTION SOCIALE (QB)","Action sociale NCA","2 - Petites entreprises","10","4","192","163","5086935"
"ESS + Hors ESS","2. Mutuelle","ACTION SOCIALE (QB)","Action sociale NCA","3 - Moyennes entreprises","2","1","s","s","s"
"ESS + Hors ESS","2. Mutuelle","ACTION SOCIALE (QB)","Aide a domicile","1 - Micro entreprise","14","0","43","221","5207453"
"ESS + Hors ESS","2. Mutuelle","ACTION SOCIALE (QB)","Aide a domicile","2 - Petites entreprises","20","1","s","s","s"
"ESS + Hors ESS","2. Mutuelle","ACTION SOCIALE (QB)","Aide a domicile","3 - Moyennes entreprises","11","0","1146","925","22438687"
"ESS + Hors ESS","2. Mutuelle","ACTION SOCIALE (QB)","Aide a domicile","4 - Grandes entreprises","2","0","s","s","s"
"ESS + Hors ESS","2. Mutuelle","ACTION SOCIALE (QB)","Aide par le travail","1 - Micro entreprise","2","0","s","s","s"
"ESS + Hors ESS","2. Mutuelle","ACTION SOCIALE (QB)","Aide par le travail","2 - Petites entreprises","6","1","s","s","s"
"ESS + Hors ESS","2. Mutuelle","ACTION SOCIALE (QB)","Aide par le travail","3 - Moyennes entreprises","16","1","s","s","s"
"ESS + Hors ESS","2. Mutuelle","ACTION SOCIALE (QB)","Hebergement medico-social et social","1 - Micro entreprise","61","1","s","s","s"
"ESS + Hors ESS","2. Mutuelle","ACTION SOCIALE (QB)","Hebergement medico-social et social","2 - Petites entreprises","182","6","s","s","s"
"ESS + Hors ESS","2. Mutuelle","ACTION SOCIALE (QB)","Hebergement medico-social et social","3 - Moyennes entreprises","133","8","s","s","s"
"ESS + Hors ESS","2. Mutuelle","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Activites de services financiers et d assurances","1 - Micro entreprise","158","1","s","s","s"
"ESS + Hors ESS","2. Mutuelle","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Activites de services financiers et d assurances","2 - Petites entreprises","13","1","s","s","s"
"ESS + Hors ESS","2. Mutuelle","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Activites de services financiers et d assurances","3 - Moyennes entreprises","8","1","s","s","s"
"ESS + Hors ESS","2. Mutuelle","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Activites de services financiers et d assurances","4 - Grandes entreprises","1","0","s","s","s"
"ESS + Hors ESS","2. Mutuelle","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Activites des services financiers hors assurance et caisses","1 - Micro entreprise","1","0","s","s","s"
"ESS + Hors ESS","2. Mutuelle","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Activites des services financiers hors assurance et caisses","2 - Petites entreprises","1","1","s","s","s"
"ESS + Hors ESS","2. Mutuelle","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Activites des services financiers hors assurance et caisses","3 - Moyennes entreprises","1","0","s","s","s"
"ESS + Hors ESS","2. Mutuelle","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Assurances","1 - Micro entreprise","3511","269","s","s","s"
"ESS + Hors ESS","2. Mutuelle","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Assurances","2 - Petites entreprises","760","142","s","s","s"
"ESS + Hors ESS","2. Mutuelle","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Assurances","3 - Moyennes entreprises","290","67","30807","28760","1230205506"
"ESS + Hors ESS","2. Mutuelle","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Assurances","4 - Grandes entreprises","47","21","s","s","s"
"ESS + Hors ESS","2. Mutuelle","AUTRES INDUSTRIES (BE sauf CA)+CONSTRUCTION (FZ)","Autres industries (BE)","1 - Micro entreprise","8","0","s","s","s"
"ESS + Hors ESS","2. Mutuelle","AUTRES INDUSTRIES (BE sauf CA)+CONSTRUCTION (FZ)","Autres industries (BE)","2 - Petites entreprises","8","1","s","s","s"
"ESS + Hors ESS","2. Mutuelle","AUTRES INDUSTRIES (BE sauf CA)+CONSTRUCTION (FZ)","Construction (FZ)","2 - Petites entreprises","1","0","s","s","s"
"ESS + Hors ESS","2. Mutuelle","ENSEIGNEMENT (PZ)","Autres enseignements","2 - Petites entreprises","1","0","s","s","s"
"ESS + Hors ESS","2. Mutuelle","ENSEIGNEMENT (PZ)","Formation d adultes","1 - Micro entreprise","3","0","s","s","s"
"ESS + Hors ESS","2. Mutuelle","ENSEIGNEMENT (PZ)","Formation d adultes","2 - Petites entreprises","1","0","s","s","s"
"ESS + Hors ESS","3. Association","ACTION SOCIALE (QB)","Accueil d adultes handicapes ou pers. agees","1 - Micro entreprise","562","91","s","s","s"
"ESS + Hors ESS","3. Association","ACTION SOCIALE (QB)","Accueil d adultes handicapes ou pers. agees","2 - Petites entreprises","325","46","s","s","s"
"ESS + Hors ESS","3. Association","ACTION SOCIALE (QB)","Accueil d adultes handicapes ou pers. agees","3 - Moyennes entreprises","42","10","s","s","s"
"ESS + Hors ESS","3. Association","ACTION SOCIALE (QB)","Accueil d enfants et d adolescents","1 - Micro entreprise","277","139","s","s","s"
"ESS + Hors ESS","3. Association","ACTION SOCIALE (QB)","Accueil d enfants et d adolescents","2 - Petites entreprises","310","106","s","s","s"
"ESS + Hors ESS","3. Association","ACTION SOCIALE (QB)","Accueil d enfants et d adolescents","3 - Moyennes entreprises","62","20","s","s","s"
"ESS + Hors ESS","3. Association","ACTION SOCIALE (QB)","Accueil d enfants et d adolescents","4 - Grandes entreprises","1","1","s","s","s"
"ESS + Hors ESS","3. Association","ACTION SOCIALE (QB)","Accueil d enfants handicapes","1 - Micro entreprise","304","48","1343","1214","40312423"
"ESS + Hors ESS","3. Association","ACTION SOCIALE (QB)","Accueil d enfants handicapes","2 - Petites entreprises","686","97","14643","11159","380717247"
"ESS + Hors ESS","3. Association","ACTION SOCIALE (QB)","Accueil d enfants handicapes","3 - Moyennes entreprises","117","40","7830","6677","210474876"
"ESS + Hors ESS","3. Association","ACTION SOCIALE (QB)","Accueil des jeunes enfants","1 - Micro entreprise","2129","1480","9467","8544","204686298"
"ESS + Hors ESS","3. Association","ACTION SOCIALE (QB)","Accueil des jeunes enfants","2 - Petites entreprises","1600","1061","25294","21373","525862844"
"ESS + Hors ESS","3. Association","ACTION SOCIALE (QB)","Accueil des jeunes enfants","3 - Moyennes entreprises","54","40","s","s","s"
"ESS + Hors ESS","3. Association","ACTION SOCIALE (QB)","Accueil des jeunes enfants","4 - Grandes entreprises","2","0","s","s","s"
"ESS + Hors ESS","3. Association","ACTION SOCIALE (QB)","Action sociale NCA","1 - Micro entreprise","5023","3267","s","s","s"
"ESS + Hors ESS","3. Association","ACTION SOCIALE (QB)","Action sociale NCA","2 - Petites entreprises","3023","1751","59834","49365","1403660302"
"ESS + Hors ESS","3. Association","ACTION SOCIALE (QB)","Action sociale NCA","3 - Moyennes entreprises","651","448","50457","41900","1070418684"
"ESS + Hors ESS","3. Association","ACTION SOCIALE (QB)","Action sociale NCA","4 - Grandes entreprises","27","23","s","s","s"
"ESS + Hors ESS","3. Association","ACTION SOCIALE (QB)","Aide a domicile","1 - Micro entreprise","950","748","2645","3726","90804190"
"ESS + Hors ESS","3. Association","ACTION SOCIALE (QB)","Aide a domicile","2 - Petites entreprises","2570","2166","56722","40766","930231423"
"ESS + Hors ESS","3. Association","ACTION SOCIALE (QB)","Aide a domicile","3 - Moyennes entreprises","689","570","56831","42924","972426865"
"ESS + Hors ESS","3. Association","ACTION SOCIALE (QB)","Aide a domicile","4 - Grandes entreprises","77","64","36437","28409","633379937"
"ESS + Hors ESS","3. Association","ACTION SOCIALE (QB)","Aide par le travail","1 - Micro entreprise","265","93","s","s","s"
"ESS + Hors ESS","3. Association","ACTION SOCIALE (QB)","Aide par le travail","2 - Petites entreprises","595","142","s","s","317265439"
"ESS + Hors ESS","3. Association","ACTION SOCIALE (QB)","Aide par le travail","3 - Moyennes entreprises","1052","181","112855","99787","1610961708"
"ESS + Hors ESS","3. Association","ACTION SOCIALE (QB)","Aide par le travail","4 - Grandes entreprises","52","8","s","s","s"
"ESS + Hors ESS","3. Association","ACTION SOCIALE (QB)","Hebergement medico-social et social","1 - Micro entreprise","2514","811","s","s","s"
"ESS + Hors ESS","3. Association","ACTION SOCIALE (QB)","Hebergement medico-social et social","2 - Petites entreprises","4651","1163","120130","104632","3023984627"
"ESS + Hors ESS","3. Association","ACTION SOCIALE (QB)","Hebergement medico-social et social","3 - Moyennes entreprises","3030","1105","220108","192883","5462524980"
"ESS + Hors ESS","3. Association","ACTION SOCIALE (QB)","Hebergement medico-social et social","4 - Grandes entreprises","21","15","s","s","s"
"ESS + Hors ESS","3. Association","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Activites de services financiers et d assurances","1 - Micro entreprise","86","31","285","308","14347742"
"ESS + Hors ESS","3. Association","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Activites de services financiers et d assurances","2 - Petites entreprises","12","2","s","s","s"
"ESS + Hors ESS","3. Association","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Activites de services financiers et d assurances","3 - Moyennes entreprises","4","2","s","s","s"
