"DEP","ESS","famille","taille_etab","nb_etab","nb_ent","eff_31","eff_EQTP","rem_brut"
"44","ESS + Hors ESS","Privé Hors ESS","2 - Petites entreprises","5454","3579","102266","94025","3251778274"
"44","ESS + Hors ESS","Privé Hors ESS","3 - Moyennes entreprises","1159","632","108116","100756","3719387415"
"44","ESS + Hors ESS","Privé Hors ESS","4 - Grandes entreprises","161","70","76780","71459","2889937656"
"44","ESS + Hors ESS","Public","1 - Micro entreprise","548","99","2851","2744","96193148"
"44","ESS + Hors ESS","Public","2 - Petites entreprises","633","185","13206","12191","409153807"
"44","ESS + Hors ESS","Public","3 - Moyennes entreprises","309","211","29508","27353","977127104"
"44","ESS + Hors ESS","Public","4 - Grandes entreprises","79","46","61958","57575","1960086508"
"45","ESS + Hors ESS","1. Coopérative","1 - Micro entreprise","198","34","s","s","s"
"45","ESS + Hors ESS","1. Coopérative","2 - Petites entreprises","50","9","894","861","36168925"
"45","ESS + Hors ESS","1. Coopérative","3 - Moyennes entreprises","10","4","1168","1162","47220726"
"45","ESS + Hors ESS","1. Coopérative","4 - Grandes entreprises","5","1","s","s","s"
"45","ESS + Hors ESS","2. Mutuelle","1 - Micro entreprise","53","1","s","s","s"
"45","ESS + Hors ESS","2. Mutuelle","2 - Petites entreprises","18","3","s","s","s"
"45","ESS + Hors ESS","2. Mutuelle","3 - Moyennes entreprises","3","0","s","s","s"
"45","ESS + Hors ESS","2. Mutuelle","4 - Grandes entreprises","2","2","s","s","s"
"45","ESS + Hors ESS","3. Association","1 - Micro entreprise","1454","1275","s","s","s"
"45","ESS + Hors ESS","3. Association","2 - Petites entreprises","290","186","5374","4504","136500566"
"45","ESS + Hors ESS","3. Association","3 - Moyennes entreprises","82","39","6511","5718","150258631"
"45","ESS + Hors ESS","3. Association","4 - Grandes entreprises","1","1","s","s","s"
"45","ESS + Hors ESS","4. Fondation","1 - Micro entreprise","4","2","s","s","s"
"45","ESS + Hors ESS","4. Fondation","2 - Petites entreprises","7","1","s","s","s"
"45","ESS + Hors ESS","4. Fondation","3 - Moyennes entreprises","2","1","s","s","s"
"45","ESS + Hors ESS","Privé Hors ESS","1 - Micro entreprise","13771","11421","32707","32255","951962513"
"45","ESS + Hors ESS","Privé Hors ESS","2 - Petites entreprises","2280","1526","43102","39933","1314355701"
"45","ESS + Hors ESS","Privé Hors ESS","3 - Moyennes entreprises","432","230","40766","38205","1373249346"
"45","ESS + Hors ESS","Privé Hors ESS","4 - Grandes entreprises","81","36","36371","34222","1366969748"
"45","ESS + Hors ESS","Public","1 - Micro entreprise","752","318","2901","2720","88937681"
"45","ESS + Hors ESS","Public","2 - Petites entreprises","389","173","7654","7164","235645001"
"45","ESS + Hors ESS","Public","3 - Moyennes entreprises","188","141","18115","17183","586467525"
"45","ESS + Hors ESS","Public","4 - Grandes entreprises","32","22","25693","24422","799912065"
"46","ESS + Hors ESS","1. Coopérative","1 - Micro entreprise","93","34","s","s","s"
"46","ESS + Hors ESS","1. Coopérative","2 - Petites entreprises","23","6","328","321","11901033"
"46","ESS + Hors ESS","1. Coopérative","3 - Moyennes entreprises","3","0","s","s","s"
"46","ESS + Hors ESS","1. Coopérative","4 - Grandes entreprises","1","1","s","s","s"
"46","ESS + Hors ESS","2. Mutuelle","1 - Micro entreprise","22","1","s","s","s"
"46","ESS + Hors ESS","2. Mutuelle","2 - Petites entreprises","5","1","s","s","s"
"46","ESS + Hors ESS","2. Mutuelle","3 - Moyennes entreprises","2","1","s","s","s"
"46","ESS + Hors ESS","3. Association","1 - Micro entreprise","451","382","s","s","s"
"46","ESS + Hors ESS","3. Association","2 - Petites entreprises","113","81","2301","1914","54492797"
"46","ESS + Hors ESS","3. Association","3 - Moyennes entreprises","29","19","2180","1876","46810779"
"46","ESS + Hors ESS","3. Association","4 - Grandes entreprises","1","1","s","s","s"
"46","ESS + Hors ESS","4. Fondation","2 - Petites entreprises","2","0","s","s","s"
"46","ESS + Hors ESS","Privé Hors ESS","1 - Micro entreprise","4685","3964","9691","9706","255278923"
"46","ESS + Hors ESS","Privé Hors ESS","2 - Petites entreprises","470","342","8163","7650","230191167"
"46","ESS + Hors ESS","Privé Hors ESS","3 - Moyennes entreprises","55","40","4587","4358","142282211"
"46","ESS + Hors ESS","Privé Hors ESS","4 - Grandes entreprises","5","5","4796","4487","175069601"
"46","ESS + Hors ESS","Public","1 - Micro entreprise","602","342","s","s","s"
"46","ESS + Hors ESS","Public","2 - Petites entreprises","176","108","3559","3250","98739082"
"46","ESS + Hors ESS","Public","3 - Moyennes entreprises","47","37","4147","3714","116429505"
"46","ESS + Hors ESS","Public","4 - Grandes entreprises","9","7","s","s","s"
"47","ESS + Hors ESS","1. Coopérative","1 - Micro entreprise","157","39","s","s","s"
"47","ESS + Hors ESS","1. Coopérative","2 - Petites entreprises","33","11","604","661","25271928"
"47","ESS + Hors ESS","1. Coopérative","3 - Moyennes entreprises","8","5","s","s","s"
"47","ESS + Hors ESS","2. Mutuelle","1 - Micro entreprise","47","1","s","s","s"
"47","ESS + Hors ESS","2. Mutuelle","2 - Petites entreprises","7","0","s","s","s"
"47","ESS + Hors ESS","2. Mutuelle","3 - Moyennes entreprises","3","0","s","s","s"
"47","ESS + Hors ESS","3. Association","1 - Micro entreprise","794","697","s","s","s"
"47","ESS + Hors ESS","3. Association","2 - Petites entreprises","259","184","5098","4538","118279877"
"47","ESS + Hors ESS","3. Association","3 - Moyennes entreprises","46","29","3232","2875","73608040"
"47","ESS + Hors ESS","3. Association","4 - Grandes entreprises","1","1","s","s","s"
"47","ESS + Hors ESS","4. Fondation","1 - Micro entreprise","2","1","s","s","s"
"47","ESS + Hors ESS","4. Fondation","2 - Petites entreprises","2","0","s","s","s"
"47","ESS + Hors ESS","Privé Hors ESS","1 - Micro entreprise","8633","7410","18777","19016","504410511"
"47","ESS + Hors ESS","Privé Hors ESS","2 - Petites entreprises","1102","795","20566","19434","598410542"
"47","ESS + Hors ESS","Privé Hors ESS","3 - Moyennes entreprises","155","99","s","s","s"
"47","ESS + Hors ESS","Privé Hors ESS","4 - Grandes entreprises","10","7","s","s","s"
"47","ESS + Hors ESS","Public","1 - Micro entreprise","668","321","s","s","s"
"47","ESS + Hors ESS","Public","2 - Petites entreprises","206","113","3947","3757","117541272"
"47","ESS + Hors ESS","Public","3 - Moyennes entreprises","84","69","s","s","s"
"47","ESS + Hors ESS","Public","4 - Grandes entreprises","15","12","12184","10650","332287659"
"48","ESS + Hors ESS","1. Coopérative","1 - Micro entreprise","36","13","127","120","4499210"
"48","ESS + Hors ESS","1. Coopérative","2 - Petites entreprises","8","4","s","s","s"
"48","ESS + Hors ESS","1. Coopérative","3 - Moyennes entreprises","1","0","s","s","s"
"48","ESS + Hors ESS","2. Mutuelle","1 - Micro entreprise","11","0","s","s","s"
"48","ESS + Hors ESS","3. Association","1 - Micro entreprise","395","336","s","s","s"
"48","ESS + Hors ESS","3. Association","2 - Petites entreprises","98","58","s","s","s"
"48","ESS + Hors ESS","3. Association","3 - Moyennes entreprises","37","17","s","s","s"
"48","ESS + Hors ESS","3. Association","4 - Grandes entreprises","1","1","s","s","s"
"48","ESS + Hors ESS","Privé Hors ESS","1 - Micro entreprise","2350","2050","4690","4721","122368999"
"48","ESS + Hors ESS","Privé Hors ESS","2 - Petites entreprises","194","154","s","s","s"
"48","ESS + Hors ESS","Privé Hors ESS","3 - Moyennes entreprises","25","18","s","s","s"
"48","ESS + Hors ESS","Public","1 - Micro entreprise","294","155","s","s","s"
"48","ESS + Hors ESS","Public","2 - Petites entreprises","117","67","s","s","s"
"48","ESS + Hors ESS","Public","3 - Moyennes entreprises","31","21","s","s","s"
"48","ESS + Hors ESS","Public","4 - Grandes entreprises","3","3","s","s","s"
"49","ESS + Hors ESS","1. Coopérative","1 - Micro entreprise","311","96","s","s","s"
"49","ESS + Hors ESS","1. Coopérative","2 - Petites entreprises","84","20","1429","1417","55290658"
"49","ESS + Hors ESS","1. Coopérative","3 - Moyennes entreprises","19","12","2297","2164","81288935"
"49","ESS + Hors ESS","1. Coopérative","4 - Grandes entreprises","2","1","s","s","s"
"49","ESS + Hors ESS","2. Mutuelle","1 - Micro entreprise","68","3","258","256","8812054"
"49","ESS + Hors ESS","2. Mutuelle","2 - Petites entreprises","44","1","s","s","s"
"49","ESS + Hors ESS","2. Mutuelle","3 - Moyennes entreprises","14","1","s","s","s"
"49","ESS + Hors ESS","3. Association","1 - Micro entreprise","2147","1908","s","s","s"
"49","ESS + Hors ESS","3. Association","2 - Petites entreprises","634","443","12289","10328","297250365"
"49","ESS + Hors ESS","3. Association","3 - Moyennes entreprises","158","101","12241","10634","297160212"
"49","ESS + Hors ESS","3. Association","4 - Grandes entreprises","7","6","s","s","s"
"49","ESS + Hors ESS","4. Fondation","1 - Micro entreprise","6","3","s","s","s"
"49","ESS + Hors ESS","4. Fondation","2 - Petites entreprises","2","0","s","s","s"
"49","ESS + Hors ESS","4. Fondation","3 - Moyennes entreprises","8","0","s","s","s"
"49","ESS + Hors ESS","Privé Hors ESS","1 - Micro entreprise","17138","14378","40365","39650","1090046521"
"49","ESS + Hors ESS","Privé Hors ESS","2 - Petites entreprises","2886","2094","54571","50942","1607779972"
"49","ESS + Hors ESS","Privé Hors ESS","3 - Moyennes entreprises","574","390","51340","47812","1590510209"
"49","ESS + Hors ESS","Privé Hors ESS","4 - Grandes entreprises","59","39","27251","25796","946113531"
"49","ESS + Hors ESS","Public","1 - Micro entreprise","537","129","2531","2443","82934398"
"49","ESS + Hors ESS","Public","2 - Petites entreprises","375","165","7598","7085","226456080"
"49","ESS + Hors ESS","Public","3 - Moyennes entreprises","182","121","16827","15392","500887332"
"49","ESS + Hors ESS","Public","4 - Grandes entreprises","36","26","29347","27298","884196485"
"50","ESS + Hors ESS","1. Coopérative","1 - Micro entreprise","183","78","528","556","20546212"
"50","ESS + Hors ESS","1. Coopérative","2 - Petites entreprises","49","8","971","933","37973827"
"50","ESS + Hors ESS","1. Coopérative","3 - Moyennes entreprises","8","2","s","s","s"
"50","ESS + Hors ESS","1. Coopérative","4 - Grandes entreprises","2","1","s","s","s"
"50","ESS + Hors ESS","2. Mutuelle","1 - Micro entreprise","34","0","105","105","3958504"
"50","ESS + Hors ESS","2. Mutuelle","2 - Petites entreprises","4","1","s","s","s"
"50","ESS + Hors ESS","3. Association","1 - Micro entreprise","900","784","s","s","s"
"50","ESS + Hors ESS","3. Association","2 - Petites entreprises","239","159","4591","3948","112328873"
"50","ESS + Hors ESS","3. Association","3 - Moyennes entreprises","58","41","5127","4421","110231145"
"50","ESS + Hors ESS","3. Association","4 - Grandes entreprises","2","2","s","s","s"
"50","ESS + Hors ESS","4. Fondation","1 - Micro entreprise","19","2","s","s","s"
"50","ESS + Hors ESS","4. Fondation","2 - Petites entreprises","25","0","s","s","s"
"50","ESS + Hors ESS","4. Fondation","3 - Moyennes entreprises","8","2","s","s","s"
"50","ESS + Hors ESS","4. Fondation","4 - Grandes entreprises","3","1","s","s","s"
"50","ESS + Hors ESS","Privé Hors ESS","1 - Micro entreprise","11932","10234","26274","25735","671791390"
"50","ESS + Hors ESS","Privé Hors ESS","2 - Petites entreprises","1570","1148","29407","27494","822269119"
"50","ESS + Hors ESS","Privé Hors ESS","3 - Moyennes entreprises","250","163","22497","21031","684594707"
"50","ESS + Hors ESS","Privé Hors ESS","4 - Grandes entreprises","34","17","17888","16862","710157417"
"50","ESS + Hors ESS","Public","1 - Micro entreprise","778","429","2494","2190","68835419"
"50","ESS + Hors ESS","Public","2 - Petites entreprises","366","188","7416","6856","218838894"
"50","ESS + Hors ESS","Public","3 - Moyennes entreprises","98","82","9129","8528","270444628"
"50","ESS + Hors ESS","Public","4 - Grandes entreprises","26","19","16676","15288","481949374"
"51","ESS + Hors ESS","1. Coopérative","1 - Micro entreprise","322","139","857","923","38205110"
"51","ESS + Hors ESS","1. Coopérative","2 - Petites entreprises","47","21","875","857","38169918"
"51","ESS + Hors ESS","1. Coopérative","3 - Moyennes entreprises","16","9","1976","1945","95867072"
"51","ESS + Hors ESS","1. Coopérative","4 - Grandes entreprises","5","3","2168","2059","93621422"
"51","ESS + Hors ESS","2. Mutuelle","1 - Micro entreprise","42","2","s","s","s"
"51","ESS + Hors ESS","2. Mutuelle","2 - Petites entreprises","9","1","s","s","s"
"51","ESS + Hors ESS","2. Mutuelle","3 - Moyennes entreprises","2","0","s","s","s"
"51","ESS + Hors ESS","2. Mutuelle","4 - Grandes entreprises","1","1","s","s","s"
"51","ESS + Hors ESS","3. Association","1 - Micro entreprise","1126","980","s","s","s"
"51","ESS + Hors ESS","3. Association","2 - Petites entreprises","305","195","6018","5073","148648227"
"51","ESS + Hors ESS","3. Association","3 - Moyennes entreprises","86","41","7105","6266","174433893"
"51","ESS + Hors ESS","3. Association","4 - Grandes entreprises","3","3","s","s","s"
"51","ESS + Hors ESS","4. Fondation","1 - Micro entreprise","4","0","s","s","s"
"51","ESS + Hors ESS","4. Fondation","2 - Petites entreprises","2","0","s","s","s"
"51","ESS + Hors ESS","4. Fondation","3 - Moyennes entreprises","2","0","s","s","s"
"51","ESS + Hors ESS","Privé Hors ESS","1 - Micro entreprise","15083","12899","33325","32273","940772101"
"51","ESS + Hors ESS","Privé Hors ESS","2 - Petites entreprises","2068","1352","37745","35322","1178415836"
"51","ESS + Hors ESS","Privé Hors ESS","3 - Moyennes entreprises","401","230","38010","35717","1360052759"
"51","ESS + Hors ESS","Privé Hors ESS","4 - Grandes entreprises","37","16","14967","14079","543195125"
"51","ESS + Hors ESS","Public","1 - Micro entreprise","1229","758","3176","2812","89127567"
"51","ESS + Hors ESS","Public","2 - Petites entreprises","325","109","6471","6061","201993879"
"51","ESS + Hors ESS","Public","3 - Moyennes entreprises","167","99","15536","14498","500402908"
"51","ESS + Hors ESS","Public","4 - Grandes entreprises","34","20","24778","22663","745866029"
"52","ESS + Hors ESS","1. Coopérative","1 - Micro entreprise","67","26","193","193","7548198"
"52","ESS + Hors ESS","1. Coopérative","2 - Petites entreprises","14","2","s","s","s"
"52","ESS + Hors ESS","1. Coopérative","3 - Moyennes entreprises","2","1","s","s","s"
"52","ESS + Hors ESS","2. Mutuelle","1 - Micro entreprise","18","0","59","66","2398612"
"52","ESS + Hors ESS","2. Mutuelle","2 - Petites entreprises","2","0","s","s","s"
"52","ESS + Hors ESS","2. Mutuelle","3 - Moyennes entreprises","1","0","s","s","s"
"52","ESS + Hors ESS","3. Association","1 - Micro entreprise","330","271","s","s","s"
"52","ESS + Hors ESS","3. Association","2 - Petites entreprises","93","56","1811","1517","40078342"
"52","ESS + Hors ESS","3. Association","3 - Moyennes entreprises","20","9","1602","1364","30286527"
"52","ESS + Hors ESS","3. Association","4 - Grandes entreprises","1","1","s","s","s"
"52","ESS + Hors ESS","4. Fondation","1 - Micro entreprise","9","1","s","s","s"
"52","ESS + Hors ESS","4. Fondation","2 - Petites entreprises","3","0","54","48","1505552"
"52","ESS + Hors ESS","4. Fondation","3 - Moyennes entreprises","1","1","s","s","s"
"52","ESS + Hors ESS","Privé Hors ESS","1 - Micro entreprise","3780","3143","8383","8129","224740423"
"52","ESS + Hors ESS","Privé Hors ESS","2 - Petites entreprises","542","375","10009","9362","289457257"
"52","ESS + Hors ESS","Privé Hors ESS","3 - Moyennes entreprises","86","63","s","s","250703157"
"52","ESS + Hors ESS","Privé Hors ESS","4 - Grandes entreprises","13","11","s","s","148666316"
"52","ESS + Hors ESS","Public","1 - Micro entreprise","672","481","s","s","s"
"52","ESS + Hors ESS","Public","2 - Petites entreprises","168","71","3127","2941","96106855"
"52","ESS + Hors ESS","Public","3 - Moyennes entreprises","55","41","s","s","157122563"
"52","ESS + Hors ESS","Public","4 - Grandes entreprises","8","6","4830","4390","s"
"53","ESS + Hors ESS","1. Coopérative","1 - Micro entreprise","128","77","s","s","s"
"53","ESS + Hors ESS","1. Coopérative","2 - Petites entreprises","48","7","816","793","32902030"
"53","ESS + Hors ESS","1. Coopérative","3 - Moyennes entreprises","2","2","s","s","s"
"53","ESS + Hors ESS","1. Coopérative","4 - Grandes entreprises","3","1","s","s","s"
"53","ESS + Hors ESS","2. Mutuelle","1 - Micro entreprise","23","1","s","s","s"
"53","ESS + Hors ESS","2. Mutuelle","2 - Petites entreprises","7","0","s","s","s"
"53","ESS + Hors ESS","2. Mutuelle","4 - Grandes entreprises","1","0","s","s","s"
"53","ESS + Hors ESS","3. Association","1 - Micro entreprise","750","638","s","s","s"
"53","ESS + Hors ESS","3. Association","2 - Petites entreprises","238","144","4568","3806","114371481"
"53","ESS + Hors ESS","3. Association","3 - Moyennes entreprises","45","24","s","s","s"
"53","ESS + Hors ESS","4. Fondation","2 - Petites entreprises","1","0","s","s","s"
"53","ESS + Hors ESS","Privé Hors ESS","1 - Micro entreprise","6786","5826","15176","14603","404272103"
"53","ESS + Hors ESS","Privé Hors ESS","2 - Petites entreprises","1035","792","19521","18394","587215836"
"53","ESS + Hors ESS","Privé Hors ESS","3 - Moyennes entreprises","209","154","20759","19570","635953877"
"53","ESS + Hors ESS","Privé Hors ESS","4 - Grandes entreprises","28","17","11180","10757","382775508"
"53","ESS + Hors ESS","Public","1 - Micro entreprise","451","209","s","s","s"
"53","ESS + Hors ESS","Public","2 - Petites entreprises","210","123","3751","3351","103665542"
"53","ESS + Hors ESS","Public","3 - Moyennes entreprises","80","66","6303","5840","186175761"
"53","ESS + Hors ESS","Public","4 - Grandes entreprises","16","15","s","s","s"
"54","ESS + Hors ESS","1. Coopérative","1 - Micro entreprise","143","47","602","605","23856980"
"54","ESS + Hors ESS","1. Coopérative","2 - Petites entreprises","41","17","721","691","31124402"
"54","ESS + Hors ESS","1. Coopérative","3 - Moyennes entreprises","5","1","s","s","s"
"54","ESS + Hors ESS","1. Coopérative","4 - Grandes entreprises","1","0","s","s","s"
"54","ESS + Hors ESS","2. Mutuelle","1 - Micro entreprise","68","3","s","s","s"
"54","ESS + Hors ESS","2. Mutuelle","2 - Petites entreprises","24","7","s","s","s"
"54","ESS + Hors ESS","2. Mutuelle","3 - Moyennes entreprises","9","2","s","s","s"
"54","ESS + Hors ESS","3. Association","1 - Micro entreprise","1306","1135","s","s","s"
"54","ESS + Hors ESS","3. Association","2 - Petites entreprises","362","229","6962","5852","170603498"
"54","ESS + Hors ESS","3. Association","3 - Moyennes entreprises","117","57","9829","8459","227854554"
"54","ESS + Hors ESS","3. Association","4 - Grandes entreprises","9","6","s","s","s"
"54","ESS + Hors ESS","4. Fondation","1 - Micro entreprise","3","1","s","s","s"
"54","ESS + Hors ESS","4. Fondation","2 - Petites entreprises","2","0","s","s","s"
"54","ESS + Hors ESS","4. Fondation","3 - Moyennes entreprises","6","1","s","s","s"
"54","ESS + Hors ESS","Privé Hors ESS","1 - Micro entreprise","13070","10606","31068","29393","858067404"
"54","ESS + Hors ESS","Privé Hors ESS","2 - Petites entreprises","2111","1322","39361","36211","1193673168"
"54","ESS + Hors ESS","Privé Hors ESS","3 - Moyennes entreprises","375","185","33844","31176","1135937281"
"54","ESS + Hors ESS","Privé Hors ESS","4 - Grandes entreprises","50","22","22406","24906","848921712"
"54","ESS + Hors ESS","Public","1 - Micro entreprise","1337","681","4282","3780","123951130"
"54","ESS + Hors ESS","Public","2 - Petites entreprises","470","185","9412","8811","292291429"
"54","ESS + Hors ESS","Public","3 - Moyennes entreprises","202","124","18331","17229","618405079"
"54","ESS + Hors ESS","Public","4 - Grandes entreprises","45","27","34787","32201","1054097798"
"55","ESS + Hors ESS","1. Coopérative","1 - Micro entreprise","48","14","156","163","6269535"
"55","ESS + Hors ESS","1. Coopérative","2 - Petites entreprises","8","1","s","s","s"
"55","ESS + Hors ESS","1. Coopérative","3 - Moyennes entreprises","3","3","398","381","14810312"
"55","ESS + Hors ESS","1. Coopérative","4 - Grandes entreprises","1","1","s","s","s"
"55","ESS + Hors ESS","2. Mutuelle","1 - Micro entreprise","22","1","s","s","s"
"55","ESS + Hors ESS","2. Mutuelle","2 - Petites entreprises","2","0","s","s","s"
"55","ESS + Hors ESS","3. Association","1 - Micro entreprise","330","281","632","598","15885457"
"55","ESS + Hors ESS","3. Association","2 - Petites entreprises","122","82","2273","1842","49390148"
"55","ESS + Hors ESS","3. Association","3 - Moyennes entreprises","25","10","1752","1469","33864336"
"55","ESS + Hors ESS","4. Fondation","1 - Micro entreprise","1","1","s","s","s"
"55","ESS + Hors ESS","4. Fondation","2 - Petites entreprises","1","0","s","s","s"
"55","ESS + Hors ESS","Privé Hors ESS","1 - Micro entreprise","3477","2986","s","s","s"
"55","ESS + Hors ESS","Privé Hors ESS","2 - Petites entreprises","450","310","8285","7731","237144854"
"55","ESS + Hors ESS","Privé Hors ESS","3 - Moyennes entreprises","81","52","8465","7837","275246024"
"55","ESS + Hors ESS","Privé Hors ESS","4 - Grandes entreprises","4","3","s","s","s"
"55","ESS + Hors ESS","Public","1 - Micro entreprise","717","522","1605","1447","44167560"
"55","ESS + Hors ESS","Public","2 - Petites entreprises","156","50","3156","2939","94926781"
"55","ESS + Hors ESS","Public","3 - Moyennes entreprises","64","46","6203","5608","177353799"
"55","ESS + Hors ESS","Public","4 - Grandes entreprises","8","5","4548","4283","139630262"
"56","ESS + Hors ESS","1. Coopérative","1 - Micro entreprise","282","111","s","s","30608454"
"56","ESS + Hors ESS","1. Coopérative","2 - Petites entreprises","71","23","1201","1136","42858878"
"56","ESS + Hors ESS","1. Coopérative","3 - Moyennes entreprises","9","6","s","s","19582841"
"56","ESS + Hors ESS","1. Coopérative","4 - Grandes entreprises","3","3","1851","1885","85603876"
"56","ESS + Hors ESS","2. Mutuelle","1 - Micro entreprise","59","4","s","s","s"
"56","ESS + Hors ESS","2. Mutuelle","2 - Petites entreprises","28","3","s","s","s"
"56","ESS + Hors ESS","2. Mutuelle","3 - Moyennes entreprises","11","0","723","653","s"
"56","ESS + Hors ESS","2. Mutuelle","4 - Grandes entreprises","2","1","s","s","s"
"56","ESS + Hors ESS","3. Association","1 - Micro entreprise","1746","1562","s","s","s"
"56","ESS + Hors ESS","3. Association","2 - Petites entreprises","442","318","8699","7406","222745341"
"56","ESS + Hors ESS","3. Association","3 - Moyennes entreprises","109","65","8792","7733","220540534"
"56","ESS + Hors ESS","3. Association","4 - Grandes entreprises","5","4","s","s","s"
"56","ESS + Hors ESS","4. Fondation","1 - Micro entreprise","1","0","s","s","s"
"56","ESS + Hors ESS","4. Fondation","2 - Petites entreprises","2","0","s","s","s"
"56","ESS + Hors ESS","4. Fondation","3 - Moyennes entreprises","2","0","s","s","s"
"56","ESS + Hors ESS","Privé Hors ESS","1 - Micro entreprise","18910","16125","41699","41666","1154604646"
"56","ESS + Hors ESS","Privé Hors ESS","2 - Petites entreprises","2399","1701","43754","41217","1283834448"
"56","ESS + Hors ESS","Privé Hors ESS","3 - Moyennes entreprises","389","258","35321","32920","1084174123"
"56","ESS + Hors ESS","Privé Hors ESS","4 - Grandes entreprises","50","37","22137","20334","695455588"
"56","ESS + Hors ESS","Public","1 - Micro entreprise","516","167","2192","2105","68348008"
"56","ESS + Hors ESS","Public","2 - Petites entreprises","463","224","9611","8842","272046605"
"56","ESS + Hors ESS","Public","3 - Moyennes entreprises","186","136","17010","15605","492160637"
"56","ESS + Hors ESS","Public","4 - Grandes entreprises","26","15","20192","18796","617650338"
"57","ESS + Hors ESS","1. Coopérative","1 - Micro entreprise","207","59","776","814","34027647"
"57","ESS + Hors ESS","1. Coopérative","2 - Petites entreprises","83","52","1254","1220","51371928"
"57","ESS + Hors ESS","1. Coopérative","3 - Moyennes entreprises","5","2","s","s","s"
"57","ESS + Hors ESS","1. Coopérative","4 - Grandes entreprises","3","1","s","s","s"
"57","ESS + Hors ESS","2. Mutuelle","1 - Micro entreprise","53","2","s","s","s"
"57","ESS + Hors ESS","2. Mutuelle","2 - Petites entreprises","12","2","s","s","s"
"57","ESS + Hors ESS","2. Mutuelle","3 - Moyennes entreprises","2","0","s","s","s"
"57","ESS + Hors ESS","3. Association","1 - Micro entreprise","1274","1024","s","s","s"
"57","ESS + Hors ESS","3. Association","2 - Petites entreprises","383","181","8183","7018","203181164"
"57","ESS + Hors ESS","3. Association","3 - Moyennes entreprises","162","75","13334","11511","306649413"
"57","ESS + Hors ESS","3. Association","4 - Grandes entreprises","10","5","s","s","s"
"57","ESS + Hors ESS","4. Fondation","1 - Micro entreprise","7","2","s","s","s"
"57","ESS + Hors ESS","4. Fondation","2 - Petites entreprises","9","2","s","s","s"
"57","ESS + Hors ESS","4. Fondation","3 - Moyennes entreprises","8","2","s","s","s"
"57","ESS + Hors ESS","Privé Hors ESS","1 - Micro entreprise","19213","15763","45482","42952","1244961365"
"57","ESS + Hors ESS","Privé Hors ESS","2 - Petites entreprises","3077","2054","55992","51015","1669675924"
"57","ESS + Hors ESS","Privé Hors ESS","3 - Moyennes entreprises","493","277","45531","42247","1492539809"
"57","ESS + Hors ESS","Privé Hors ESS","4 - Grandes entreprises","81","44","36068","33448","1313926790"
"57","ESS + Hors ESS","Public","1 - Micro entreprise","1986","1002","5736","5208","167289438"
"57","ESS + Hors ESS","Public","2 - Petites entreprises","631","266","12618","11671","397716224"
"57","ESS + Hors ESS","Public","3 - Moyennes entreprises","244","156","22864","21275","755429349"
"57","ESS + Hors ESS","Public","4 - Grandes entreprises","43","31","31627","29892","991806823"
"58","ESS + Hors ESS","1. Coopérative","1 - Micro entreprise","118","33","357","367","14325516"
"58","ESS + Hors ESS","1. Coopérative","2 - Petites entreprises","15","5","s","s","s"
"58","ESS + Hors ESS","1. Coopérative","3 - Moyennes entreprises","4","2","s","s","s"
"58","ESS + Hors ESS","2. Mutuelle","1 - Micro entreprise","32","0","s","s","s"
"58","ESS + Hors ESS","2. Mutuelle","2 - Petites entreprises","4","0","s","s","s"
"58","ESS + Hors ESS","2. Mutuelle","3 - Moyennes entreprises","1","0","s","s","s"
"58","ESS + Hors ESS","3. Association","1 - Micro entreprise","430","360","725","761","20214795"
"58","ESS + Hors ESS","3. Association","2 - Petites entreprises","135","83","2769","2383","65080086"
"58","ESS + Hors ESS","3. Association","3 - Moyennes entreprises","33","22","2265","1986","51923655"
"58","ESS + Hors ESS","4. Fondation","1 - Micro entreprise","1","0","s","s","s"
"58","ESS + Hors ESS","4. Fondation","2 - Petites entreprises","1","0","s","s","s"
"58","ESS + Hors ESS","Privé Hors ESS","1 - Micro entreprise","4608","3865","9882","9526","252521156"
"58","ESS + Hors ESS","Privé Hors ESS","2 - Petites entreprises","583","371","10612","9838","294679427"
"58","ESS + Hors ESS","Privé Hors ESS","3 - Moyennes entreprises","95","67","8594","8029","255322409"
"58","ESS + Hors ESS","Privé Hors ESS","4 - Grandes entreprises","7","6","2659","2413","92948352"
"58","ESS + Hors ESS","Public","1 - Micro entreprise","569","322","1692","1477","44365810"
"58","ESS + Hors ESS","Public","2 - Petites entreprises","185","97","3730","3537","110078047"
"58","ESS + Hors ESS","Public","3 - Moyennes entreprises","75","48","6864","6414","203892411"
"58","ESS + Hors ESS","Public","4 - Grandes entreprises","10","7","6595","6257","205346213"
"59","ESS + Hors ESS","1. Coopérative","1 - Micro entreprise","590","125","2287","2270","99002356"
"59","ESS + Hors ESS","1. Coopérative","2 - Petites entreprises","113","28","2015","1879","84902668"
"59","ESS + Hors ESS","1. Coopérative","3 - Moyennes entreprises","15","8","s","s","s"
"59","ESS + Hors ESS","1. Coopérative","4 - Grandes entreprises","3","1","s","s","s"
"59","ESS + Hors ESS","2. Mutuelle","1 - Micro entreprise","151","11","529","528","21728037"
"59","ESS + Hors ESS","2. Mutuelle","2 - Petites entreprises","41","5","s","s","s"
"59","ESS + Hors ESS","2. Mutuelle","3 - Moyennes entreprises","14","1","s","s","s"
