"REG","typo_Coop","typo_Coop_det","sexe","type_emploi","nb_poste"
"La Réunion","COMMERCE (GZ)","Ensemble","Femmes","Ensemble","42"
"La Réunion","INDUSTRIE+CONSTRUCTION (BE+FZ)","Ensemble","Hommes","Ensemble","270"
"La Réunion","INDUSTRIE+CONSTRUCTION (BE+FZ)","Ensemble","Femmes","Ensemble","71"
"La Réunion","SOUTIEN AUX ENTREPRISES (MN)","Ensemble","Hommes","Ensemble","s"
"La Réunion","SOUTIEN AUX ENTREPRISES (MN)","Ensemble","Femmes","Ensemble","s"
"Martinique","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","Hommes","Ensemble","s"
"Martinique","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","Femmes","Ensemble","s"
"Martinique","AGRICULTURE SYLVICULTURE ET PECHE (AZ)","Ensemble","Hommes","Ensemble","18"
"Martinique","AGRICULTURE SYLVICULTURE ET PECHE (AZ)","Ensemble","Femmes","Ensemble","15"
"Martinique","AUTRES SECTEURS D ACTIVITE DES COOPERATIVES","Ensemble","Hommes","Ensemble","s"
"Martinique","AUTRES SECTEURS D ACTIVITE DES COOPERATIVES","Ensemble","Femmes","Ensemble","s"
"Martinique","COMMERCE (GZ)","Ensemble","Hommes","Ensemble","s"
"Martinique","COMMERCE (GZ)","Ensemble","Femmes","Ensemble","s"
"Martinique","INDUSTRIE+CONSTRUCTION (BE+FZ)","Ensemble","Hommes","Ensemble","s"
"Martinique","INDUSTRIE+CONSTRUCTION (BE+FZ)","Ensemble","Femmes","Ensemble","s"
"Martinique","SOUTIEN AUX ENTREPRISES (MN)","Ensemble","Hommes","Ensemble","s"
"Martinique","SOUTIEN AUX ENTREPRISES (MN)","Ensemble","Femmes","Ensemble","s"
"Normandie","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","Hommes","Ensemble","2825"
"Normandie","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","Femmes","Ensemble","4585"
"Normandie","AGRICULTURE SYLVICULTURE ET PECHE (AZ)","Ensemble","Hommes","Ensemble","316"
"Normandie","AGRICULTURE SYLVICULTURE ET PECHE (AZ)","Ensemble","Femmes","Ensemble","145"
"Normandie","AUTRES SECTEURS D ACTIVITE DES COOPERATIVES","Ensemble","Hommes","Ensemble","358"
"Normandie","AUTRES SECTEURS D ACTIVITE DES COOPERATIVES","Ensemble","Femmes","Ensemble","251"
"Normandie","COMMERCE (GZ)","Ensemble","Hommes","Ensemble","1425"
"Normandie","COMMERCE (GZ)","Ensemble","Femmes","Ensemble","888"
"Normandie","INDUSTRIE+CONSTRUCTION (BE+FZ)","Ensemble","Hommes","Ensemble","3494"
"Normandie","INDUSTRIE+CONSTRUCTION (BE+FZ)","Ensemble","Femmes","Ensemble","777"
"Normandie","SOUTIEN AUX ENTREPRISES (MN)","Ensemble","Hommes","Ensemble","427"
"Normandie","SOUTIEN AUX ENTREPRISES (MN)","Ensemble","Femmes","Ensemble","247"
"Nouvelle-Aquitaine","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","Hommes","Ensemble","6438"
"Nouvelle-Aquitaine","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","Femmes","Ensemble","9302"
"Nouvelle-Aquitaine","AGRICULTURE SYLVICULTURE ET PECHE (AZ)","Ensemble","Hommes","Ensemble","769"
"Nouvelle-Aquitaine","AGRICULTURE SYLVICULTURE ET PECHE (AZ)","Ensemble","Femmes","Ensemble","275"
"Nouvelle-Aquitaine","AUTRES SECTEURS D ACTIVITE DES COOPERATIVES","Ensemble","Hommes","Ensemble","1326"
"Nouvelle-Aquitaine","AUTRES SECTEURS D ACTIVITE DES COOPERATIVES","Ensemble","Femmes","Ensemble","871"
"Nouvelle-Aquitaine","COMMERCE (GZ)","Ensemble","Hommes","Ensemble","4783"
"Nouvelle-Aquitaine","COMMERCE (GZ)","Ensemble","Femmes","Ensemble","3637"
"Nouvelle-Aquitaine","INDUSTRIE+CONSTRUCTION (BE+FZ)","Ensemble","Hommes","Ensemble","4310"
"Nouvelle-Aquitaine","INDUSTRIE+CONSTRUCTION (BE+FZ)","Ensemble","Femmes","Ensemble","1535"
"Nouvelle-Aquitaine","SOUTIEN AUX ENTREPRISES (MN)","Ensemble","Hommes","Ensemble","1005"
"Nouvelle-Aquitaine","SOUTIEN AUX ENTREPRISES (MN)","Ensemble","Femmes","Ensemble","1017"
"Occitanie","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","Hommes","Ensemble","6400"
"Occitanie","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","Femmes","Ensemble","9135"
"Occitanie","AGRICULTURE SYLVICULTURE ET PECHE (AZ)","Ensemble","Hommes","Ensemble","397"
"Occitanie","AGRICULTURE SYLVICULTURE ET PECHE (AZ)","Ensemble","Femmes","Ensemble","140"
"Occitanie","AUTRES SECTEURS D ACTIVITE DES COOPERATIVES","Ensemble","Hommes","Ensemble","555"
"Occitanie","AUTRES SECTEURS D ACTIVITE DES COOPERATIVES","Ensemble","Femmes","Ensemble","668"
"Occitanie","COMMERCE (GZ)","Ensemble","Hommes","Ensemble","2832"
"Occitanie","COMMERCE (GZ)","Ensemble","Femmes","Ensemble","1913"
"Occitanie","INDUSTRIE+CONSTRUCTION (BE+FZ)","Ensemble","Hommes","Ensemble","3456"
"Occitanie","INDUSTRIE+CONSTRUCTION (BE+FZ)","Ensemble","Femmes","Ensemble","1563"
"Occitanie","SOUTIEN AUX ENTREPRISES (MN)","Ensemble","Hommes","Ensemble","701"
"Occitanie","SOUTIEN AUX ENTREPRISES (MN)","Ensemble","Femmes","Ensemble","650"
"Pays de la Loire","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","Hommes","Ensemble","5012"
"Pays de la Loire","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","Femmes","Ensemble","6742"
"Pays de la Loire","AGRICULTURE SYLVICULTURE ET PECHE (AZ)","Ensemble","Hommes","Ensemble","375"
"Pays de la Loire","AGRICULTURE SYLVICULTURE ET PECHE (AZ)","Ensemble","Femmes","Ensemble","125"
"Pays de la Loire","AUTRES SECTEURS D ACTIVITE DES COOPERATIVES","Ensemble","Hommes","Ensemble","985"
"Pays de la Loire","AUTRES SECTEURS D ACTIVITE DES COOPERATIVES","Ensemble","Femmes","Ensemble","761"
"Pays de la Loire","COMMERCE (GZ)","Ensemble","Hommes","Ensemble","4334"
"Pays de la Loire","COMMERCE (GZ)","Ensemble","Femmes","Ensemble","2658"
"Pays de la Loire","INDUSTRIE+CONSTRUCTION (BE+FZ)","Ensemble","Hommes","Ensemble","2495"
"Pays de la Loire","INDUSTRIE+CONSTRUCTION (BE+FZ)","Ensemble","Femmes","Ensemble","840"
"Pays de la Loire","SOUTIEN AUX ENTREPRISES (MN)","Ensemble","Hommes","Ensemble","1163"
"Pays de la Loire","SOUTIEN AUX ENTREPRISES (MN)","Ensemble","Femmes","Ensemble","662"
"Provence-Alpes-Côte d'Azur","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","Hommes","Ensemble","5088"
"Provence-Alpes-Côte d'Azur","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","Femmes","Ensemble","7073"
"Provence-Alpes-Côte d'Azur","AGRICULTURE SYLVICULTURE ET PECHE (AZ)","Ensemble","Hommes","Ensemble","76"
"Provence-Alpes-Côte d'Azur","AGRICULTURE SYLVICULTURE ET PECHE (AZ)","Ensemble","Femmes","Ensemble","63"
"Provence-Alpes-Côte d'Azur","AUTRES SECTEURS D ACTIVITE DES COOPERATIVES","Ensemble","Hommes","Ensemble","635"
"Provence-Alpes-Côte d'Azur","AUTRES SECTEURS D ACTIVITE DES COOPERATIVES","Ensemble","Femmes","Ensemble","701"
"Provence-Alpes-Côte d'Azur","COMMERCE (GZ)","Ensemble","Hommes","Ensemble","1032"
"Provence-Alpes-Côte d'Azur","COMMERCE (GZ)","Ensemble","Femmes","Ensemble","637"
"Provence-Alpes-Côte d'Azur","INDUSTRIE+CONSTRUCTION (BE+FZ)","Ensemble","Hommes","Ensemble","1186"
"Provence-Alpes-Côte d'Azur","INDUSTRIE+CONSTRUCTION (BE+FZ)","Ensemble","Femmes","Ensemble","531"
"Provence-Alpes-Côte d'Azur","SOUTIEN AUX ENTREPRISES (MN)","Ensemble","Hommes","Ensemble","352"
"Provence-Alpes-Côte d'Azur","SOUTIEN AUX ENTREPRISES (MN)","Ensemble","Femmes","Ensemble","233"
"Auvergne-Rhône-Alpes","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","Hommes","Aides","s"
"Auvergne-Rhône-Alpes","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","Hommes","Apprentis","s"
"Auvergne-Rhône-Alpes","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","Hommes","Ordinaires","8022"
"Auvergne-Rhône-Alpes","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","Hommes","Stagiaires","s"
"Auvergne-Rhône-Alpes","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","Femmes","Aides","s"
"Auvergne-Rhône-Alpes","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","Femmes","Apprentis","s"
"Auvergne-Rhône-Alpes","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","Femmes","Ordinaires","12525"
"Auvergne-Rhône-Alpes","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","Femmes","Stagiaires","s"
"Auvergne-Rhône-Alpes","AGRICULTURE SYLVICULTURE ET PECHE (AZ)","Ensemble","Hommes","Aides","s"
"Auvergne-Rhône-Alpes","AGRICULTURE SYLVICULTURE ET PECHE (AZ)","Ensemble","Hommes","Apprentis","s"
"Auvergne-Rhône-Alpes","AGRICULTURE SYLVICULTURE ET PECHE (AZ)","Ensemble","Hommes","Ordinaires","562"
"Auvergne-Rhône-Alpes","AGRICULTURE SYLVICULTURE ET PECHE (AZ)","Ensemble","Femmes","Aides","s"
"Auvergne-Rhône-Alpes","AGRICULTURE SYLVICULTURE ET PECHE (AZ)","Ensemble","Femmes","Apprentis","s"
"Auvergne-Rhône-Alpes","AGRICULTURE SYLVICULTURE ET PECHE (AZ)","Ensemble","Femmes","Ordinaires","312"
"Auvergne-Rhône-Alpes","AUTRES SECTEURS D ACTIVITE DES COOPERATIVES","Ensemble","Hommes","Aides","13"
"Auvergne-Rhône-Alpes","AUTRES SECTEURS D ACTIVITE DES COOPERATIVES","Ensemble","Hommes","Apprentis","s"
"Auvergne-Rhône-Alpes","AUTRES SECTEURS D ACTIVITE DES COOPERATIVES","Ensemble","Hommes","Ordinaires","1085"
"Auvergne-Rhône-Alpes","AUTRES SECTEURS D ACTIVITE DES COOPERATIVES","Ensemble","Hommes","Stagiaires","s"
"Auvergne-Rhône-Alpes","AUTRES SECTEURS D ACTIVITE DES COOPERATIVES","Ensemble","Femmes","Aides","14"
"Auvergne-Rhône-Alpes","AUTRES SECTEURS D ACTIVITE DES COOPERATIVES","Ensemble","Femmes","Apprentis","s"
"Auvergne-Rhône-Alpes","AUTRES SECTEURS D ACTIVITE DES COOPERATIVES","Ensemble","Femmes","Ordinaires","980"
"Auvergne-Rhône-Alpes","AUTRES SECTEURS D ACTIVITE DES COOPERATIVES","Ensemble","Femmes","Stagiaires","s"
"Auvergne-Rhône-Alpes","COMMERCE (GZ)","Ensemble","Hommes","Aides","s"
"Auvergne-Rhône-Alpes","COMMERCE (GZ)","Ensemble","Hommes","Apprentis","s"
"Auvergne-Rhône-Alpes","COMMERCE (GZ)","Ensemble","Hommes","Ordinaires","2853"
"Auvergne-Rhône-Alpes","COMMERCE (GZ)","Ensemble","Femmes","Aides","s"
"Auvergne-Rhône-Alpes","COMMERCE (GZ)","Ensemble","Femmes","Apprentis","s"
"Auvergne-Rhône-Alpes","COMMERCE (GZ)","Ensemble","Femmes","Ordinaires","1412"
"Auvergne-Rhône-Alpes","COMMERCE (GZ)","Ensemble","Femmes","Stagiaires","s"
"Auvergne-Rhône-Alpes","INDUSTRIE+CONSTRUCTION (BE+FZ)","Ensemble","Hommes","Aides","68"
"Auvergne-Rhône-Alpes","INDUSTRIE+CONSTRUCTION (BE+FZ)","Ensemble","Hommes","Apprentis","70"
"Auvergne-Rhône-Alpes","INDUSTRIE+CONSTRUCTION (BE+FZ)","Ensemble","Hommes","Ordinaires","2894"
"Auvergne-Rhône-Alpes","INDUSTRIE+CONSTRUCTION (BE+FZ)","Ensemble","Femmes","Aides","32"
"Auvergne-Rhône-Alpes","INDUSTRIE+CONSTRUCTION (BE+FZ)","Ensemble","Femmes","Apprentis","26"
"Auvergne-Rhône-Alpes","INDUSTRIE+CONSTRUCTION (BE+FZ)","Ensemble","Femmes","Ordinaires","1174"
"Auvergne-Rhône-Alpes","SOUTIEN AUX ENTREPRISES (MN)","Ensemble","Hommes","Aides","20"
"Auvergne-Rhône-Alpes","SOUTIEN AUX ENTREPRISES (MN)","Ensemble","Hommes","Apprentis","s"
"Auvergne-Rhône-Alpes","SOUTIEN AUX ENTREPRISES (MN)","Ensemble","Hommes","Ordinaires","1362"
"Auvergne-Rhône-Alpes","SOUTIEN AUX ENTREPRISES (MN)","Ensemble","Hommes","Stagiaires","s"
"Auvergne-Rhône-Alpes","SOUTIEN AUX ENTREPRISES (MN)","Ensemble","Femmes","Aides","s"
"Auvergne-Rhône-Alpes","SOUTIEN AUX ENTREPRISES (MN)","Ensemble","Femmes","Apprentis","s"
"Auvergne-Rhône-Alpes","SOUTIEN AUX ENTREPRISES (MN)","Ensemble","Femmes","Ordinaires","1001"
"Auvergne-Rhône-Alpes","SOUTIEN AUX ENTREPRISES (MN)","Ensemble","Femmes","Stagiaires","s"
"Bourgogne-Franche-Comté","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","Hommes","Aides","121"
"Bourgogne-Franche-Comté","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","Hommes","Apprentis","s"
"Bourgogne-Franche-Comté","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","Hommes","Ordinaires","3153"
"Bourgogne-Franche-Comté","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","Hommes","Stagiaires","s"
"Bourgogne-Franche-Comté","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","Femmes","Aides","127"
"Bourgogne-Franche-Comté","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","Femmes","Apprentis","s"
"Bourgogne-Franche-Comté","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","Femmes","Ordinaires","4901"
"Bourgogne-Franche-Comté","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","Femmes","Stagiaires","s"
"Bourgogne-Franche-Comté","AGRICULTURE SYLVICULTURE ET PECHE (AZ)","Ensemble","Hommes","Aides","s"
"Bourgogne-Franche-Comté","AGRICULTURE SYLVICULTURE ET PECHE (AZ)","Ensemble","Hommes","Apprentis","s"
"Bourgogne-Franche-Comté","AGRICULTURE SYLVICULTURE ET PECHE (AZ)","Ensemble","Hommes","Ordinaires","s"
"Bourgogne-Franche-Comté","AGRICULTURE SYLVICULTURE ET PECHE (AZ)","Ensemble","Femmes","Aides","s"
"Bourgogne-Franche-Comté","AGRICULTURE SYLVICULTURE ET PECHE (AZ)","Ensemble","Femmes","Apprentis","s"
"Bourgogne-Franche-Comté","AGRICULTURE SYLVICULTURE ET PECHE (AZ)","Ensemble","Femmes","Ordinaires","s"
"Bourgogne-Franche-Comté","AUTRES SECTEURS D ACTIVITE DES COOPERATIVES","Ensemble","Hommes","Aides","s"
"Bourgogne-Franche-Comté","AUTRES SECTEURS D ACTIVITE DES COOPERATIVES","Ensemble","Hommes","Apprentis","s"
"Bourgogne-Franche-Comté","AUTRES SECTEURS D ACTIVITE DES COOPERATIVES","Ensemble","Hommes","Ordinaires","s"
"Bourgogne-Franche-Comté","AUTRES SECTEURS D ACTIVITE DES COOPERATIVES","Ensemble","Hommes","Stagiaires","s"
"Bourgogne-Franche-Comté","AUTRES SECTEURS D ACTIVITE DES COOPERATIVES","Ensemble","Femmes","Aides","s"
"Bourgogne-Franche-Comté","AUTRES SECTEURS D ACTIVITE DES COOPERATIVES","Ensemble","Femmes","Apprentis","s"
"Bourgogne-Franche-Comté","AUTRES SECTEURS D ACTIVITE DES COOPERATIVES","Ensemble","Femmes","Ordinaires","s"
"Bourgogne-Franche-Comté","COMMERCE (GZ)","Ensemble","Hommes","Aides","19"
"Bourgogne-Franche-Comté","COMMERCE (GZ)","Ensemble","Hommes","Apprentis","29"
"Bourgogne-Franche-Comté","COMMERCE (GZ)","Ensemble","Hommes","Ordinaires","1208"
"Bourgogne-Franche-Comté","COMMERCE (GZ)","Ensemble","Femmes","Aides","6"
"Bourgogne-Franche-Comté","COMMERCE (GZ)","Ensemble","Femmes","Apprentis","9"
"Bourgogne-Franche-Comté","COMMERCE (GZ)","Ensemble","Femmes","Ordinaires","511"
"Bourgogne-Franche-Comté","INDUSTRIE+CONSTRUCTION (BE+FZ)","Ensemble","Hommes","Aides","s"
"Bourgogne-Franche-Comté","INDUSTRIE+CONSTRUCTION (BE+FZ)","Ensemble","Hommes","Apprentis","s"
"Bourgogne-Franche-Comté","INDUSTRIE+CONSTRUCTION (BE+FZ)","Ensemble","Hommes","Ordinaires","1798"
"Bourgogne-Franche-Comté","INDUSTRIE+CONSTRUCTION (BE+FZ)","Ensemble","Femmes","Aides","s"
"Bourgogne-Franche-Comté","INDUSTRIE+CONSTRUCTION (BE+FZ)","Ensemble","Femmes","Apprentis","s"
"Bourgogne-Franche-Comté","INDUSTRIE+CONSTRUCTION (BE+FZ)","Ensemble","Femmes","Ordinaires","827"
"Bourgogne-Franche-Comté","INDUSTRIE+CONSTRUCTION (BE+FZ)","Ensemble","Femmes","Stagiaires","s"
"Bourgogne-Franche-Comté","SOUTIEN AUX ENTREPRISES (MN)","Ensemble","Hommes","Aides","s"
"Bourgogne-Franche-Comté","SOUTIEN AUX ENTREPRISES (MN)","Ensemble","Hommes","Apprentis","s"
"Bourgogne-Franche-Comté","SOUTIEN AUX ENTREPRISES (MN)","Ensemble","Hommes","Ordinaires","s"
"Bourgogne-Franche-Comté","SOUTIEN AUX ENTREPRISES (MN)","Ensemble","Femmes","Aides","s"
"Bourgogne-Franche-Comté","SOUTIEN AUX ENTREPRISES (MN)","Ensemble","Femmes","Ordinaires","s"
"Bourgogne-Franche-Comté","SOUTIEN AUX ENTREPRISES (MN)","Ensemble","Femmes","Stagiaires","s"
"Bretagne","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","Hommes","Aides","s"
"Bretagne","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","Hommes","Apprentis","s"
"Bretagne","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","Hommes","Ordinaires","5271"
"Bretagne","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","Hommes","Stagiaires","s"
"Bretagne","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","Femmes","Aides","s"
"Bretagne","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","Femmes","Apprentis","s"
"Bretagne","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","Femmes","Ordinaires","7184"
"Bretagne","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","Femmes","Stagiaires","s"
"Bretagne","AGRICULTURE SYLVICULTURE ET PECHE (AZ)","Ensemble","Hommes","Aides","s"
"Bretagne","AGRICULTURE SYLVICULTURE ET PECHE (AZ)","Ensemble","Hommes","Apprentis","s"
"Bretagne","AGRICULTURE SYLVICULTURE ET PECHE (AZ)","Ensemble","Hommes","Ordinaires","950"
"Bretagne","AGRICULTURE SYLVICULTURE ET PECHE (AZ)","Ensemble","Hommes","Stagiaires","s"
"Bretagne","AGRICULTURE SYLVICULTURE ET PECHE (AZ)","Ensemble","Femmes","Apprentis","s"
"Bretagne","AGRICULTURE SYLVICULTURE ET PECHE (AZ)","Ensemble","Femmes","Ordinaires","326"
"Bretagne","AGRICULTURE SYLVICULTURE ET PECHE (AZ)","Ensemble","Femmes","Stagiaires","s"
"Bretagne","AUTRES SECTEURS D ACTIVITE DES COOPERATIVES","Ensemble","Hommes","Aides","12"
"Bretagne","AUTRES SECTEURS D ACTIVITE DES COOPERATIVES","Ensemble","Hommes","Apprentis","s"
"Bretagne","AUTRES SECTEURS D ACTIVITE DES COOPERATIVES","Ensemble","Hommes","Ordinaires","761"
"Bretagne","AUTRES SECTEURS D ACTIVITE DES COOPERATIVES","Ensemble","Hommes","Stagiaires","s"
"Bretagne","AUTRES SECTEURS D ACTIVITE DES COOPERATIVES","Ensemble","Femmes","Aides","32"
"Bretagne","AUTRES SECTEURS D ACTIVITE DES COOPERATIVES","Ensemble","Femmes","Ordinaires","817"
"Bretagne","COMMERCE (GZ)","Ensemble","Hommes","Aides","37"
"Bretagne","COMMERCE (GZ)","Ensemble","Hommes","Apprentis","s"
"Bretagne","COMMERCE (GZ)","Ensemble","Hommes","Ordinaires","3017"
"Bretagne","COMMERCE (GZ)","Ensemble","Hommes","Stagiaires","s"
"Bretagne","COMMERCE (GZ)","Ensemble","Femmes","Aides","26"
"Bretagne","COMMERCE (GZ)","Ensemble","Femmes","Apprentis","s"
"Bretagne","COMMERCE (GZ)","Ensemble","Femmes","Ordinaires","1865"
"Bretagne","COMMERCE (GZ)","Ensemble","Femmes","Stagiaires","s"
"Bretagne","INDUSTRIE+CONSTRUCTION (BE+FZ)","Ensemble","Hommes","Aides","32"
"Bretagne","INDUSTRIE+CONSTRUCTION (BE+FZ)","Ensemble","Hommes","Apprentis","81"
"Bretagne","INDUSTRIE+CONSTRUCTION (BE+FZ)","Ensemble","Hommes","Ordinaires","4033"
"Bretagne","INDUSTRIE+CONSTRUCTION (BE+FZ)","Ensemble","Femmes","Aides","s"
"Bretagne","INDUSTRIE+CONSTRUCTION (BE+FZ)","Ensemble","Femmes","Apprentis","25"
"Bretagne","INDUSTRIE+CONSTRUCTION (BE+FZ)","Ensemble","Femmes","Ordinaires","1570"
"Bretagne","INDUSTRIE+CONSTRUCTION (BE+FZ)","Ensemble","Femmes","Stagiaires","s"
"Bretagne","SOUTIEN AUX ENTREPRISES (MN)","Ensemble","Hommes","Aides","s"
"Bretagne","SOUTIEN AUX ENTREPRISES (MN)","Ensemble","Hommes","Apprentis","s"
"Bretagne","SOUTIEN AUX ENTREPRISES (MN)","Ensemble","Hommes","Ordinaires","650"
"Bretagne","SOUTIEN AUX ENTREPRISES (MN)","Ensemble","Femmes","Aides","s"
"Bretagne","SOUTIEN AUX ENTREPRISES (MN)","Ensemble","Femmes","Apprentis","s"
"Bretagne","SOUTIEN AUX ENTREPRISES (MN)","Ensemble","Femmes","Ordinaires","316"
"Centre-Val de Loire","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","Hommes","Aides","104"
"Centre-Val de Loire","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","Hommes","Apprentis","s"
"Centre-Val de Loire","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","Hommes","Ordinaires","2994"
"Centre-Val de Loire","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","Hommes","Stagiaires","s"
"Centre-Val de Loire","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","Femmes","Aides","112"
"Centre-Val de Loire","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","Femmes","Apprentis","s"
"Centre-Val de Loire","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","Femmes","Ordinaires","5207"
"Centre-Val de Loire","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","Femmes","Stagiaires","s"
"Centre-Val de Loire","AGRICULTURE SYLVICULTURE ET PECHE (AZ)","Ensemble","Hommes","Apprentis","s"
"Centre-Val de Loire","AGRICULTURE SYLVICULTURE ET PECHE (AZ)","Ensemble","Hommes","Ordinaires","s"
"Centre-Val de Loire","AGRICULTURE SYLVICULTURE ET PECHE (AZ)","Ensemble","Femmes","Ordinaires","s"
"Centre-Val de Loire","AUTRES SECTEURS D ACTIVITE DES COOPERATIVES","Ensemble","Hommes","Aides","s"
"Centre-Val de Loire","AUTRES SECTEURS D ACTIVITE DES COOPERATIVES","Ensemble","Hommes","Apprentis","s"
"Centre-Val de Loire","AUTRES SECTEURS D ACTIVITE DES COOPERATIVES","Ensemble","Hommes","Ordinaires","s"
"Centre-Val de Loire","AUTRES SECTEURS D ACTIVITE DES COOPERATIVES","Ensemble","Femmes","Aides","s"
"Centre-Val de Loire","AUTRES SECTEURS D ACTIVITE DES COOPERATIVES","Ensemble","Femmes","Ordinaires","s"
"Centre-Val de Loire","COMMERCE (GZ)","Ensemble","Hommes","Aides","16"
"Centre-Val de Loire","COMMERCE (GZ)","Ensemble","Hommes","Apprentis","36"
"Centre-Val de Loire","COMMERCE (GZ)","Ensemble","Hommes","Ordinaires","1485"
"Centre-Val de Loire","COMMERCE (GZ)","Ensemble","Femmes","Aides","6"
"Centre-Val de Loire","COMMERCE (GZ)","Ensemble","Femmes","Apprentis","17"
"Centre-Val de Loire","COMMERCE (GZ)","Ensemble","Femmes","Ordinaires","740"
"Centre-Val de Loire","INDUSTRIE+CONSTRUCTION (BE+FZ)","Ensemble","Hommes","Aides","s"
"Centre-Val de Loire","INDUSTRIE+CONSTRUCTION (BE+FZ)","Ensemble","Hommes","Apprentis","s"
"Centre-Val de Loire","INDUSTRIE+CONSTRUCTION (BE+FZ)","Ensemble","Hommes","Ordinaires","941"
"Centre-Val de Loire","INDUSTRIE+CONSTRUCTION (BE+FZ)","Ensemble","Hommes","Stagiaires","s"
"Centre-Val de Loire","INDUSTRIE+CONSTRUCTION (BE+FZ)","Ensemble","Femmes","Aides","s"
"Centre-Val de Loire","INDUSTRIE+CONSTRUCTION (BE+FZ)","Ensemble","Femmes","Apprentis","s"
"Centre-Val de Loire","INDUSTRIE+CONSTRUCTION (BE+FZ)","Ensemble","Femmes","Ordinaires","278"
"Centre-Val de Loire","INDUSTRIE+CONSTRUCTION (BE+FZ)","Ensemble","Femmes","Stagiaires","s"
"Centre-Val de Loire","SOUTIEN AUX ENTREPRISES (MN)","Ensemble","Hommes","Aides","s"
"Centre-Val de Loire","SOUTIEN AUX ENTREPRISES (MN)","Ensemble","Hommes","Apprentis","s"
"Centre-Val de Loire","SOUTIEN AUX ENTREPRISES (MN)","Ensemble","Hommes","Ordinaires","390"
"Centre-Val de Loire","SOUTIEN AUX ENTREPRISES (MN)","Ensemble","Femmes","Aides","s"
"Centre-Val de Loire","SOUTIEN AUX ENTREPRISES (MN)","Ensemble","Femmes","Apprentis","s"
"Centre-Val de Loire","SOUTIEN AUX ENTREPRISES (MN)","Ensemble","Femmes","Ordinaires","418"
"Corse","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","Hommes","Aides","s"
"Corse","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","Hommes","Apprentis","s"
"Corse","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","Hommes","Ordinaires","s"
"Corse","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","Femmes","Aides","s"
"Corse","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","Femmes","Apprentis","s"
"Corse","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","Femmes","Ordinaires","s"
