"DEP","ESS","famille","typo_A","typo_A_det","nb_etab","nb_ent","eff_31","eff_EQTP","rem_brut"
"15","ESS + Hors ESS","Public","ACTION SOCIALE (QB)","Accueil des jeunes enfants","1","0","s","s","s"
"15","ESS + Hors ESS","Public","ACTION SOCIALE (QB)","Aide a domicile","1","0","s","s","s"
"15","ESS + Hors ESS","Public","ACTION SOCIALE (QB)","Autres actions sociales","9","6","301","276","7100965"
"15","ESS + Hors ESS","Public","ACTION SOCIALE (QB)","Hebergement medico-social et social","25","18","s","s","s"
"16","ESS + Hors ESS","1. Coopérative","ACTION SOCIALE (QB)","Aide a domicile","1","1","s","s","s"
"16","ESS + Hors ESS","2. Mutuelle","ACTION SOCIALE (QB)","Aide a domicile","2","0","s","s","s"
"16","ESS + Hors ESS","2. Mutuelle","ACTION SOCIALE (QB)","Hebergement medico-social et social","4","0","s","s","s"
"16","ESS + Hors ESS","3. Association","ACTION SOCIALE (QB)","Accueil des jeunes enfants","3","3","s","s","s"
"16","ESS + Hors ESS","3. Association","ACTION SOCIALE (QB)","Aide a domicile","51","47","1350","1060","23201955"
"16","ESS + Hors ESS","3. Association","ACTION SOCIALE (QB)","Aide par le travail","12","5","s","s","s"
"16","ESS + Hors ESS","3. Association","ACTION SOCIALE (QB)","Autres actions sociales","85","38","1261","1032","28157538"
"16","ESS + Hors ESS","3. Association","ACTION SOCIALE (QB)","Hebergement medico-social et social","54","12","1652","1417","38155491"
"16","ESS + Hors ESS","4. Fondation","ACTION SOCIALE (QB)","Hebergement medico-social et social","5","1","s","s","s"
"16","ESS + Hors ESS","Privé Hors ESS","ACTION SOCIALE (QB)","Accueil des jeunes enfants","3","3","s","s","s"
"16","ESS + Hors ESS","Privé Hors ESS","ACTION SOCIALE (QB)","Aide a domicile","13","11","s","s","s"
"16","ESS + Hors ESS","Privé Hors ESS","ACTION SOCIALE (QB)","Aide par le travail","2","1","s","s","s"
"16","ESS + Hors ESS","Privé Hors ESS","ACTION SOCIALE (QB)","Autres actions sociales","1","1","s","s","s"
"16","ESS + Hors ESS","Privé Hors ESS","ACTION SOCIALE (QB)","Hebergement medico-social et social","28","20","713","645","17189023"
"16","ESS + Hors ESS","Public","ACTION SOCIALE (QB)","Accueil des jeunes enfants","5","3","s","s","s"
"16","ESS + Hors ESS","Public","ACTION SOCIALE (QB)","Autres actions sociales","23","13","s","s","s"
"16","ESS + Hors ESS","Public","ACTION SOCIALE (QB)","Hebergement medico-social et social","39","20","1846","1707","47742478"
"17","ESS + Hors ESS","1. Coopérative","ACTION SOCIALE (QB)","Hebergement medico-social et social","1","1","s","s","s"
"17","ESS + Hors ESS","2. Mutuelle","ACTION SOCIALE (QB)","Accueil des jeunes enfants","1","0","s","s","s"
"17","ESS + Hors ESS","3. Association","ACTION SOCIALE (QB)","Accueil des jeunes enfants","39","37","s","s","s"
"17","ESS + Hors ESS","3. Association","ACTION SOCIALE (QB)","Aide a domicile","44","34","1294","960","22663799"
"17","ESS + Hors ESS","3. Association","ACTION SOCIALE (QB)","Aide par le travail","23","5","s","s","s"
"17","ESS + Hors ESS","3. Association","ACTION SOCIALE (QB)","Autres actions sociales","114","75","s","s","s"
"17","ESS + Hors ESS","3. Association","ACTION SOCIALE (QB)","Hebergement medico-social et social","86","28","3092","2674","76551366"
"17","ESS + Hors ESS","4. Fondation","ACTION SOCIALE (QB)","Autres actions sociales","1","0","s","s","s"
"17","ESS + Hors ESS","4. Fondation","ACTION SOCIALE (QB)","Hebergement medico-social et social","5","0","s","s","s"
"17","ESS + Hors ESS","Privé Hors ESS","ACTION SOCIALE (QB)","Accueil des jeunes enfants","9","7","s","s","s"
"17","ESS + Hors ESS","Privé Hors ESS","ACTION SOCIALE (QB)","Aide a domicile","42","32","488","378","7583478"
"17","ESS + Hors ESS","Privé Hors ESS","ACTION SOCIALE (QB)","Autres actions sociales","3","3","s","s","s"
"17","ESS + Hors ESS","Privé Hors ESS","ACTION SOCIALE (QB)","Hebergement medico-social et social","78","59","3051","2745","74773128"
"17","ESS + Hors ESS","Public","ACTION SOCIALE (QB)","Accueil des jeunes enfants","6","2","s","s","s"
"17","ESS + Hors ESS","Public","ACTION SOCIALE (QB)","Aide a domicile","19","7","862","747","16910685"
"17","ESS + Hors ESS","Public","ACTION SOCIALE (QB)","Aide par le travail","2","0","s","s","s"
"17","ESS + Hors ESS","Public","ACTION SOCIALE (QB)","Autres actions sociales","49","32","s","s","s"
"17","ESS + Hors ESS","Public","ACTION SOCIALE (QB)","Hebergement medico-social et social","41","18","2874","2670","79929286"
"18","ESS + Hors ESS","2. Mutuelle","ACTION SOCIALE (QB)","Accueil des jeunes enfants","2","0","s","s","s"
"18","ESS + Hors ESS","2. Mutuelle","ACTION SOCIALE (QB)","Hebergement medico-social et social","2","0","s","s","s"
"18","ESS + Hors ESS","3. Association","ACTION SOCIALE (QB)","Accueil des jeunes enfants","17","17","s","s","s"
"18","ESS + Hors ESS","3. Association","ACTION SOCIALE (QB)","Aide a domicile","21","19","s","s","s"
"18","ESS + Hors ESS","3. Association","ACTION SOCIALE (QB)","Aide par le travail","17","2","s","s","s"
"18","ESS + Hors ESS","3. Association","ACTION SOCIALE (QB)","Autres actions sociales","65","28","1326","1125","27671026"
"18","ESS + Hors ESS","3. Association","ACTION SOCIALE (QB)","Hebergement medico-social et social","49","18","1261","1171","31256429"
"18","ESS + Hors ESS","4. Fondation","ACTION SOCIALE (QB)","Hebergement medico-social et social","1","0","s","s","s"
"18","ESS + Hors ESS","Privé Hors ESS","ACTION SOCIALE (QB)","Accueil des jeunes enfants","7","4","s","s","s"
"18","ESS + Hors ESS","Privé Hors ESS","ACTION SOCIALE (QB)","Aide a domicile","7","6","s","s","s"
"18","ESS + Hors ESS","Privé Hors ESS","ACTION SOCIALE (QB)","Autres actions sociales","3","0","19","20","632403"
"18","ESS + Hors ESS","Privé Hors ESS","ACTION SOCIALE (QB)","Hebergement medico-social et social","10","5","553","446","15180498"
"18","ESS + Hors ESS","Public","ACTION SOCIALE (QB)","Accueil des jeunes enfants","1","0","s","s","s"
"18","ESS + Hors ESS","Public","ACTION SOCIALE (QB)","Aide a domicile","1","1","s","s","s"
"18","ESS + Hors ESS","Public","ACTION SOCIALE (QB)","Autres actions sociales","16","14","517","487","12834087"
"18","ESS + Hors ESS","Public","ACTION SOCIALE (QB)","Hebergement medico-social et social","22","14","2077","1991","54776602"
"19","ESS + Hors ESS","2. Mutuelle","ACTION SOCIALE (QB)","Accueil des jeunes enfants","3","0","29","25","579710"
"19","ESS + Hors ESS","2. Mutuelle","ACTION SOCIALE (QB)","Hebergement medico-social et social","6","0","s","s","s"
"19","ESS + Hors ESS","3. Association","ACTION SOCIALE (QB)","Accueil des jeunes enfants","4","2","s","s","s"
"19","ESS + Hors ESS","3. Association","ACTION SOCIALE (QB)","Aide a domicile","23","23","s","s","s"
"19","ESS + Hors ESS","3. Association","ACTION SOCIALE (QB)","Aide par le travail","20","8","818","729","12552254"
"19","ESS + Hors ESS","3. Association","ACTION SOCIALE (QB)","Autres actions sociales","65","36","s","s","s"
"19","ESS + Hors ESS","3. Association","ACTION SOCIALE (QB)","Hebergement medico-social et social","38","15","1317","1157","33952765"
"19","ESS + Hors ESS","4. Fondation","ACTION SOCIALE (QB)","Aide par le travail","5","0","s","s","s"
"19","ESS + Hors ESS","4. Fondation","ACTION SOCIALE (QB)","Autres actions sociales","5","0","s","s","s"
"19","ESS + Hors ESS","4. Fondation","ACTION SOCIALE (QB)","Hebergement medico-social et social","19","1","s","s","s"
"19","ESS + Hors ESS","Privé Hors ESS","ACTION SOCIALE (QB)","Accueil des jeunes enfants","3","3","s","s","s"
"19","ESS + Hors ESS","Privé Hors ESS","ACTION SOCIALE (QB)","Aide a domicile","14","11","s","s","s"
"19","ESS + Hors ESS","Privé Hors ESS","ACTION SOCIALE (QB)","Aide par le travail","1","0","s","s","s"
"19","ESS + Hors ESS","Privé Hors ESS","ACTION SOCIALE (QB)","Autres actions sociales","2","2","s","s","s"
"19","ESS + Hors ESS","Privé Hors ESS","ACTION SOCIALE (QB)","Hebergement medico-social et social","5","1","s","s","s"
"19","ESS + Hors ESS","Public","ACTION SOCIALE (QB)","Accueil des jeunes enfants","3","0","s","s","s"
"19","ESS + Hors ESS","Public","ACTION SOCIALE (QB)","Aide par le travail","1","0","s","s","s"
"19","ESS + Hors ESS","Public","ACTION SOCIALE (QB)","Autres actions sociales","32","26","s","s","s"
"19","ESS + Hors ESS","Public","ACTION SOCIALE (QB)","Hebergement medico-social et social","33","26","s","s","s"
"21","ESS + Hors ESS","1. Coopérative","ACTION SOCIALE (QB)","Autres actions sociales","1","1","s","s","s"
"21","ESS + Hors ESS","2. Mutuelle","ACTION SOCIALE (QB)","Accueil des jeunes enfants","1","0","s","s","s"
"21","ESS + Hors ESS","2. Mutuelle","ACTION SOCIALE (QB)","Aide a domicile","2","0","s","s","s"
"21","ESS + Hors ESS","2. Mutuelle","ACTION SOCIALE (QB)","Aide par le travail","4","0","s","s","s"
"21","ESS + Hors ESS","2. Mutuelle","ACTION SOCIALE (QB)","Autres actions sociales","8","0","s","s","s"
"21","ESS + Hors ESS","2. Mutuelle","ACTION SOCIALE (QB)","Hebergement medico-social et social","26","0","s","s","s"
"21","ESS + Hors ESS","3. Association","ACTION SOCIALE (QB)","Accueil des jeunes enfants","33","9","s","s","s"
"21","ESS + Hors ESS","3. Association","ACTION SOCIALE (QB)","Aide a domicile","24","14","s","s","s"
"21","ESS + Hors ESS","3. Association","ACTION SOCIALE (QB)","Aide par le travail","14","3","1065","922","14640136"
"21","ESS + Hors ESS","3. Association","ACTION SOCIALE (QB)","Autres actions sociales","89","43","1318","1119","33993996"
"21","ESS + Hors ESS","3. Association","ACTION SOCIALE (QB)","Hebergement medico-social et social","82","19","2853","2459","71154975"
"21","ESS + Hors ESS","4. Fondation","ACTION SOCIALE (QB)","Hebergement medico-social et social","2","0","s","s","s"
"21","ESS + Hors ESS","Privé Hors ESS","ACTION SOCIALE (QB)","Accueil des jeunes enfants","49","32","363","300","s"
"21","ESS + Hors ESS","Privé Hors ESS","ACTION SOCIALE (QB)","Aide a domicile","26","20","s","s","s"
"21","ESS + Hors ESS","Privé Hors ESS","ACTION SOCIALE (QB)","Aide par le travail","1","1","s","s","s"
"21","ESS + Hors ESS","Privé Hors ESS","ACTION SOCIALE (QB)","Autres actions sociales","14","4","s","s","s"
"21","ESS + Hors ESS","Privé Hors ESS","ACTION SOCIALE (QB)","Hebergement medico-social et social","27","19","s","s","s"
"21","ESS + Hors ESS","Public","ACTION SOCIALE (QB)","Accueil des jeunes enfants","4","0","s","s","s"
"21","ESS + Hors ESS","Public","ACTION SOCIALE (QB)","Autres actions sociales","22","19","s","s","s"
"21","ESS + Hors ESS","Public","ACTION SOCIALE (QB)","Hebergement medico-social et social","34","12","s","s","s"
"22","ESS + Hors ESS","1. Coopérative","ACTION SOCIALE (QB)","Accueil des jeunes enfants","3","0","s","s","s"
"22","ESS + Hors ESS","1. Coopérative","ACTION SOCIALE (QB)","Hebergement medico-social et social","1","1","s","s","s"
"22","ESS + Hors ESS","2. Mutuelle","ACTION SOCIALE (QB)","Hebergement medico-social et social","10","1","s","s","s"
"22","ESS + Hors ESS","3. Association","ACTION SOCIALE (QB)","Accueil des jeunes enfants","4","4","s","s","s"
"22","ESS + Hors ESS","3. Association","ACTION SOCIALE (QB)","Aide a domicile","36","33","s","s","s"
"22","ESS + Hors ESS","3. Association","ACTION SOCIALE (QB)","Aide par le travail","24","1","s","s","s"
"22","ESS + Hors ESS","3. Association","ACTION SOCIALE (QB)","Autres actions sociales","78","38","s","s","s"
"22","ESS + Hors ESS","3. Association","ACTION SOCIALE (QB)","Hebergement medico-social et social","83","24","3072","2771","76446379"
"22","ESS + Hors ESS","4. Fondation","ACTION SOCIALE (QB)","Aide a domicile","1","0","s","s","s"
"22","ESS + Hors ESS","4. Fondation","ACTION SOCIALE (QB)","Autres actions sociales","1","0","s","s","s"
"22","ESS + Hors ESS","4. Fondation","ACTION SOCIALE (QB)","Hebergement medico-social et social","5","0","206","187","5683107"
"22","ESS + Hors ESS","Privé Hors ESS","ACTION SOCIALE (QB)","Accueil des jeunes enfants","8","6","s","s","s"
"22","ESS + Hors ESS","Privé Hors ESS","ACTION SOCIALE (QB)","Aide a domicile","32","25","s","s","s"
"22","ESS + Hors ESS","Privé Hors ESS","ACTION SOCIALE (QB)","Autres actions sociales","2","2","s","s","s"
"22","ESS + Hors ESS","Privé Hors ESS","ACTION SOCIALE (QB)","Hebergement medico-social et social","16","9","674","585","16576950"
"22","ESS + Hors ESS","Public","ACTION SOCIALE (QB)","Aide a domicile","9","2","s","s","s"
"22","ESS + Hors ESS","Public","ACTION SOCIALE (QB)","Aide par le travail","2","1","s","s","s"
"22","ESS + Hors ESS","Public","ACTION SOCIALE (QB)","Autres actions sociales","61","49","s","s","s"
"22","ESS + Hors ESS","Public","ACTION SOCIALE (QB)","Hebergement medico-social et social","83","42","5035","4512","126146255"
"23","ESS + Hors ESS","1. Coopérative","ACTION SOCIALE (QB)","Autres actions sociales","1","0","s","s","s"
"23","ESS + Hors ESS","3. Association","ACTION SOCIALE (QB)","Accueil des jeunes enfants","3","3","s","s","s"
"23","ESS + Hors ESS","3. Association","ACTION SOCIALE (QB)","Aide a domicile","14","13","740","596","12899744"
"23","ESS + Hors ESS","3. Association","ACTION SOCIALE (QB)","Aide par le travail","9","1","s","s","s"
"23","ESS + Hors ESS","3. Association","ACTION SOCIALE (QB)","Autres actions sociales","36","16","268","232","6812708"
"23","ESS + Hors ESS","3. Association","ACTION SOCIALE (QB)","Hebergement medico-social et social","30","4","s","s","s"
"23","ESS + Hors ESS","4. Fondation","ACTION SOCIALE (QB)","Autres actions sociales","1","0","s","s","s"
"23","ESS + Hors ESS","4. Fondation","ACTION SOCIALE (QB)","Hebergement medico-social et social","7","0","s","s","s"
"23","ESS + Hors ESS","Privé Hors ESS","ACTION SOCIALE (QB)","Autres actions sociales","1","1","s","s","s"
"23","ESS + Hors ESS","Privé Hors ESS","ACTION SOCIALE (QB)","Hebergement medico-social et social","10","8","s","s","s"
"23","ESS + Hors ESS","Public","ACTION SOCIALE (QB)","Accueil des jeunes enfants","1","0","s","s","s"
"23","ESS + Hors ESS","Public","ACTION SOCIALE (QB)","Autres actions sociales","11","6","s","s","s"
"23","ESS + Hors ESS","Public","ACTION SOCIALE (QB)","Hebergement medico-social et social","16","15","s","s","s"
"24","ESS + Hors ESS","3. Association","ACTION SOCIALE (QB)","Accueil des jeunes enfants","12","10","s","s","s"
"24","ESS + Hors ESS","3. Association","ACTION SOCIALE (QB)","Aide a domicile","27","24","660","601","13504665"
"24","ESS + Hors ESS","3. Association","ACTION SOCIALE (QB)","Aide par le travail","12","5","s","s","s"
"24","ESS + Hors ESS","3. Association","ACTION SOCIALE (QB)","Autres actions sociales","110","60","1336","1108","29315649"
"24","ESS + Hors ESS","3. Association","ACTION SOCIALE (QB)","Hebergement medico-social et social","59","24","1908","1684","48875661"
"24","ESS + Hors ESS","4. Fondation","ACTION SOCIALE (QB)","Hebergement medico-social et social","3","0","252","222","6058499"
"24","ESS + Hors ESS","Privé Hors ESS","ACTION SOCIALE (QB)","Accueil des jeunes enfants","1","1","s","s","s"
"24","ESS + Hors ESS","Privé Hors ESS","ACTION SOCIALE (QB)","Aide a domicile","13","8","s","s","s"
"24","ESS + Hors ESS","Privé Hors ESS","ACTION SOCIALE (QB)","Autres actions sociales","3","1","s","s","s"
"24","ESS + Hors ESS","Privé Hors ESS","ACTION SOCIALE (QB)","Hebergement medico-social et social","24","13","1263","1108","29726105"
"24","ESS + Hors ESS","Public","ACTION SOCIALE (QB)","Accueil des jeunes enfants","3","0","s","s","s"
"24","ESS + Hors ESS","Public","ACTION SOCIALE (QB)","Aide a domicile","9","1","s","s","s"
"24","ESS + Hors ESS","Public","ACTION SOCIALE (QB)","Aide par le travail","2","1","s","s","s"
"24","ESS + Hors ESS","Public","ACTION SOCIALE (QB)","Autres actions sociales","32","29","s","s","s"
"24","ESS + Hors ESS","Public","ACTION SOCIALE (QB)","Hebergement medico-social et social","29","24","2203","2067","58265632"
"25","ESS + Hors ESS","2. Mutuelle","ACTION SOCIALE (QB)","Autres actions sociales","1","0","s","s","s"
"25","ESS + Hors ESS","2. Mutuelle","ACTION SOCIALE (QB)","Hebergement medico-social et social","13","0","s","s","s"
"25","ESS + Hors ESS","3. Association","ACTION SOCIALE (QB)","Accueil des jeunes enfants","30","17","s","s","s"
"25","ESS + Hors ESS","3. Association","ACTION SOCIALE (QB)","Aide a domicile","106","90","1662","1293","29955630"
"25","ESS + Hors ESS","3. Association","ACTION SOCIALE (QB)","Aide par le travail","11","1","s","s","s"
"25","ESS + Hors ESS","3. Association","ACTION SOCIALE (QB)","Autres actions sociales","127","51","1816","1454","42751192"
"25","ESS + Hors ESS","3. Association","ACTION SOCIALE (QB)","Hebergement medico-social et social","96","24","2891","2487","70965267"
"25","ESS + Hors ESS","4. Fondation","ACTION SOCIALE (QB)","Autres actions sociales","2","0","s","s","s"
"25","ESS + Hors ESS","4. Fondation","ACTION SOCIALE (QB)","Hebergement medico-social et social","2","0","s","s","s"
"25","ESS + Hors ESS","Privé Hors ESS","ACTION SOCIALE (QB)","Accueil des jeunes enfants","48","31","s","s","s"
"25","ESS + Hors ESS","Privé Hors ESS","ACTION SOCIALE (QB)","Aide a domicile","29","25","655","555","11390718"
"25","ESS + Hors ESS","Privé Hors ESS","ACTION SOCIALE (QB)","Autres actions sociales","7","7","s","s","s"
"25","ESS + Hors ESS","Privé Hors ESS","ACTION SOCIALE (QB)","Hebergement medico-social et social","8","6","299","255","7222401"
"25","ESS + Hors ESS","Public","ACTION SOCIALE (QB)","Accueil des jeunes enfants","3","1","s","s","s"
"25","ESS + Hors ESS","Public","ACTION SOCIALE (QB)","Aide par le travail","3","0","s","s","s"
"25","ESS + Hors ESS","Public","ACTION SOCIALE (QB)","Autres actions sociales","32","20","s","s","s"
"25","ESS + Hors ESS","Public","ACTION SOCIALE (QB)","Hebergement medico-social et social","21","9","1388","1207","33618251"
"26","ESS + Hors ESS","1. Coopérative","ACTION SOCIALE (QB)","Accueil des jeunes enfants","1","1","s","s","s"
"26","ESS + Hors ESS","1. Coopérative","ACTION SOCIALE (QB)","Autres actions sociales","1","0","s","s","s"
"26","ESS + Hors ESS","1. Coopérative","ACTION SOCIALE (QB)","Hebergement medico-social et social","1","1","s","s","s"
"26","ESS + Hors ESS","2. Mutuelle","ACTION SOCIALE (QB)","Accueil des jeunes enfants","7","1","s","s","s"
"26","ESS + Hors ESS","2. Mutuelle","ACTION SOCIALE (QB)","Aide a domicile","4","0","675","437","10480048"
"26","ESS + Hors ESS","2. Mutuelle","ACTION SOCIALE (QB)","Aide par le travail","2","0","s","s","s"
"26","ESS + Hors ESS","2. Mutuelle","ACTION SOCIALE (QB)","Autres actions sociales","1","0","s","s","s"
"26","ESS + Hors ESS","2. Mutuelle","ACTION SOCIALE (QB)","Hebergement medico-social et social","27","2","s","s","s"
"26","ESS + Hors ESS","3. Association","ACTION SOCIALE (QB)","Accueil des jeunes enfants","25","23","s","s","s"
"26","ESS + Hors ESS","3. Association","ACTION SOCIALE (QB)","Aide a domicile","36","33","1314","975","21599291"
"26","ESS + Hors ESS","3. Association","ACTION SOCIALE (QB)","Aide par le travail","20","3","s","s","s"
"26","ESS + Hors ESS","3. Association","ACTION SOCIALE (QB)","Autres actions sociales","104","56","1396","1144","31542246"
"26","ESS + Hors ESS","3. Association","ACTION SOCIALE (QB)","Hebergement medico-social et social","115","40","3297","2782","78022222"
"26","ESS + Hors ESS","4. Fondation","ACTION SOCIALE (QB)","Autres actions sociales","1","1","s","s","s"
"26","ESS + Hors ESS","4. Fondation","ACTION SOCIALE (QB)","Hebergement medico-social et social","6","1","s","s","s"
"26","ESS + Hors ESS","Privé Hors ESS","ACTION SOCIALE (QB)","Accueil des jeunes enfants","35","27","s","s","s"
"26","ESS + Hors ESS","Privé Hors ESS","ACTION SOCIALE (QB)","Aide a domicile","28","24","564","445","9233622"
"26","ESS + Hors ESS","Privé Hors ESS","ACTION SOCIALE (QB)","Aide par le travail","1","0","s","s","s"
"26","ESS + Hors ESS","Privé Hors ESS","ACTION SOCIALE (QB)","Autres actions sociales","4","2","s","s","s"
"26","ESS + Hors ESS","Privé Hors ESS","ACTION SOCIALE (QB)","Hebergement medico-social et social","19","15","756","666","17628027"
"26","ESS + Hors ESS","Public","ACTION SOCIALE (QB)","Accueil des jeunes enfants","10","1","s","s","s"
"26","ESS + Hors ESS","Public","ACTION SOCIALE (QB)","Autres actions sociales","18","16","s","s","s"
"26","ESS + Hors ESS","Public","ACTION SOCIALE (QB)","Hebergement medico-social et social","19","8","1223","1120","33487079"
"27","ESS + Hors ESS","3. Association","ACTION SOCIALE (QB)","Accueil des jeunes enfants","8","8","s","s","s"
"27","ESS + Hors ESS","3. Association","ACTION SOCIALE (QB)","Aide a domicile","30","26","806","s","s"
"27","ESS + Hors ESS","3. Association","ACTION SOCIALE (QB)","Aide par le travail","17","1","s","s","s"
"27","ESS + Hors ESS","3. Association","ACTION SOCIALE (QB)","Autres actions sociales","59","27","s","s","s"
"27","ESS + Hors ESS","3. Association","ACTION SOCIALE (QB)","Hebergement medico-social et social","91","30","s","s","s"
"27","ESS + Hors ESS","4. Fondation","ACTION SOCIALE (QB)","Autres actions sociales","2","0","s","s","s"
"27","ESS + Hors ESS","4. Fondation","ACTION SOCIALE (QB)","Hebergement medico-social et social","6","0","s","s","s"
"27","ESS + Hors ESS","Privé Hors ESS","ACTION SOCIALE (QB)","Accueil des jeunes enfants","28","17","s","s","s"
"27","ESS + Hors ESS","Privé Hors ESS","ACTION SOCIALE (QB)","Aide a domicile","35","23","s","s","s"
"27","ESS + Hors ESS","Privé Hors ESS","ACTION SOCIALE (QB)","Autres actions sociales","1","1","s","s","s"
"27","ESS + Hors ESS","Privé Hors ESS","ACTION SOCIALE (QB)","Hebergement medico-social et social","26","18","s","s","s"
"27","ESS + Hors ESS","Public","ACTION SOCIALE (QB)","Aide a domicile","11","3","s","s","s"
"27","ESS + Hors ESS","Public","ACTION SOCIALE (QB)","Autres actions sociales","37","27","1240","s","s"
"27","ESS + Hors ESS","Public","ACTION SOCIALE (QB)","Hebergement medico-social et social","20","13","s","s","s"
"28","ESS + Hors ESS","1. Coopérative","ACTION SOCIALE (QB)","Autres actions sociales","2","1","s","s","s"
"28","ESS + Hors ESS","3. Association","ACTION SOCIALE (QB)","Accueil des jeunes enfants","3","3","s","s","s"
"28","ESS + Hors ESS","3. Association","ACTION SOCIALE (QB)","Aide a domicile","38","27","921","749","17079949"
"28","ESS + Hors ESS","3. Association","ACTION SOCIALE (QB)","Aide par le travail","13","2","s","s","s"
"28","ESS + Hors ESS","3. Association","ACTION SOCIALE (QB)","Autres actions sociales","61","30","s","s","s"
"28","ESS + Hors ESS","3. Association","ACTION SOCIALE (QB)","Hebergement medico-social et social","58","12","s","s","s"
"28","ESS + Hors ESS","4. Fondation","ACTION SOCIALE (QB)","Hebergement medico-social et social","17","3","s","s","s"
"28","ESS + Hors ESS","Privé Hors ESS","ACTION SOCIALE (QB)","Accueil des jeunes enfants","12","4","s","s","s"
"28","ESS + Hors ESS","Privé Hors ESS","ACTION SOCIALE (QB)","Aide a domicile","18","13","s","s","s"
"28","ESS + Hors ESS","Privé Hors ESS","ACTION SOCIALE (QB)","Autres actions sociales","3","3","s","s","s"
"28","ESS + Hors ESS","Privé Hors ESS","ACTION SOCIALE (QB)","Hebergement medico-social et social","12","8","s","s","s"
"28","ESS + Hors ESS","Public","ACTION SOCIALE (QB)","Accueil des jeunes enfants","1","0","s","s","s"
"28","ESS + Hors ESS","Public","ACTION SOCIALE (QB)","Aide a domicile","1","0","s","s","s"
"28","ESS + Hors ESS","Public","ACTION SOCIALE (QB)","Aide par le travail","1","0","s","s","s"
"28","ESS + Hors ESS","Public","ACTION SOCIALE (QB)","Autres actions sociales","29","21","s","s","s"
"28","ESS + Hors ESS","Public","ACTION SOCIALE (QB)","Hebergement medico-social et social","32","21","s","s","s"
"29","ESS + Hors ESS","1. Coopérative","ACTION SOCIALE (QB)","Accueil des jeunes enfants","12","1","s","s","s"
"29","ESS + Hors ESS","1. Coopérative","ACTION SOCIALE (QB)","Aide a domicile","1","1","s","s","s"
"29","ESS + Hors ESS","2. Mutuelle","ACTION SOCIALE (QB)","Accueil des jeunes enfants","4","0","s","s","s"
"29","ESS + Hors ESS","2. Mutuelle","ACTION SOCIALE (QB)","Aide a domicile","3","0","s","s","s"
"29","ESS + Hors ESS","2. Mutuelle","ACTION SOCIALE (QB)","Aide par le travail","2","1","s","s","s"
"29","ESS + Hors ESS","2. Mutuelle","ACTION SOCIALE (QB)","Autres actions sociales","1","0","s","s","s"
"29","ESS + Hors ESS","2. Mutuelle","ACTION SOCIALE (QB)","Hebergement medico-social et social","10","0","s","s","s"
"29","ESS + Hors ESS","3. Association","ACTION SOCIALE (QB)","Accueil des jeunes enfants","45","34","380","370","8993692"
"29","ESS + Hors ESS","3. Association","ACTION SOCIALE (QB)","Aide a domicile","75","50","3298","2594","60279863"
"29","ESS + Hors ESS","3. Association","ACTION SOCIALE (QB)","Aide par le travail","31","6","2612","2330","41699370"
"29","ESS + Hors ESS","3. Association","ACTION SOCIALE (QB)","Autres actions sociales","111","40","1477","1241","37551232"
"29","ESS + Hors ESS","3. Association","ACTION SOCIALE (QB)","Hebergement medico-social et social","124","23","4994","4259","117465224"
"29","ESS + Hors ESS","4. Fondation","ACTION SOCIALE (QB)","Aide par le travail","2","0","s","s","s"
"29","ESS + Hors ESS","4. Fondation","ACTION SOCIALE (QB)","Autres actions sociales","11","0","s","s","s"
"29","ESS + Hors ESS","4. Fondation","ACTION SOCIALE (QB)","Hebergement medico-social et social","21","1","s","s","s"
"29","ESS + Hors ESS","Privé Hors ESS","ACTION SOCIALE (QB)","Accueil des jeunes enfants","17","9","s","s","s"
"29","ESS + Hors ESS","Privé Hors ESS","ACTION SOCIALE (QB)","Aide a domicile","53","35","s","s","s"
"29","ESS + Hors ESS","Privé Hors ESS","ACTION SOCIALE (QB)","Autres actions sociales","2","1","s","s","s"
"29","ESS + Hors ESS","Privé Hors ESS","ACTION SOCIALE (QB)","Hebergement medico-social et social","8","5","570","500","14531534"
"29","ESS + Hors ESS","Public","ACTION SOCIALE (QB)","Accueil des jeunes enfants","8","1","s","s","s"
"29","ESS + Hors ESS","Public","ACTION SOCIALE (QB)","Aide a domicile","5","1","s","s","s"
"29","ESS + Hors ESS","Public","ACTION SOCIALE (QB)","Autres actions sociales","45","28","s","s","s"
"29","ESS + Hors ESS","Public","ACTION SOCIALE (QB)","Hebergement medico-social et social","64","37","4315","4004","108188946"
"2A","ESS + Hors ESS","2. Mutuelle","ACTION SOCIALE (QB)","Hebergement medico-social et social","3","0","s","s","2870127"
"2A","ESS + Hors ESS","3. Association","ACTION SOCIALE (QB)","Accueil des jeunes enfants","10","9","s","s","1725935"
"2A","ESS + Hors ESS","3. Association","ACTION SOCIALE (QB)","Aide a domicile","31","26","s","s","12506657"
"2A","ESS + Hors ESS","3. Association","ACTION SOCIALE (QB)","Aide par le travail","3","0","s","s","3235795"
"2A","ESS + Hors ESS","3. Association","ACTION SOCIALE (QB)","Autres actions sociales","38","14","352","282","8166481"
"2A","ESS + Hors ESS","3. Association","ACTION SOCIALE (QB)","Hebergement medico-social et social","21","9","s","s","16512154"
"2A","ESS + Hors ESS","Privé Hors ESS","ACTION SOCIALE (QB)","Accueil des jeunes enfants","5","3","s","s","1426166"
