"REG","typo_Mut","typo_Mut_det","sexe","type_emploi","nb_poste"
"Ile-de-France","AUTRES SECTEURS D ACTIVITE DES MUTUELLES","Ensemble","Ensemble","Apprentis","s"
"Ile-de-France","AUTRES SECTEURS D ACTIVITE DES MUTUELLES","Ensemble","Ensemble","Ordinaires","248"
"Ile-de-France","AUTRES SECTEURS D ACTIVITE DES MUTUELLES","Ensemble","Ensemble","Stagiaires","s"
"Ile-de-France","SANTE HUMAINE (QA)","Ensemble","Ensemble","Aides","s"
"Ile-de-France","SANTE HUMAINE (QA)","Ensemble","Ensemble","Apprentis","s"
"Ile-de-France","SANTE HUMAINE (QA)","Ensemble","Ensemble","Ordinaires","5242"
"Ile-de-France","SANTE HUMAINE (QA)","Ensemble","Ensemble","Stagiaires","s"
"La Réunion","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","Ensemble","Aides","s"
"La Réunion","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","Ensemble","Apprentis","s"
"La Réunion","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","Ensemble","Ordinaires","s"
"La Réunion","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","Ensemble","Stagiaires","s"
"La Réunion","AUTRES SECTEURS D ACTIVITE DES MUTUELLES","Ensemble","Ensemble","Aides","s"
"La Réunion","AUTRES SECTEURS D ACTIVITE DES MUTUELLES","Ensemble","Ensemble","Ordinaires","s"
"Martinique","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","Ensemble","Aides","11"
"Martinique","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","Ensemble","Ordinaires","494"
"Normandie","ACTION SOCIALE (QB)","Ensemble","Ensemble","Aides","s"
"Normandie","ACTION SOCIALE (QB)","Ensemble","Ensemble","Apprentis","s"
"Normandie","ACTION SOCIALE (QB)","Ensemble","Ensemble","Ordinaires","821"
"Normandie","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","Ensemble","Aides","89"
"Normandie","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","Ensemble","Apprentis","s"
"Normandie","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","Ensemble","Ordinaires","4112"
"Normandie","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","Ensemble","Stagiaires","s"
"Normandie","AUTRES SECTEURS D ACTIVITE DES MUTUELLES","Ensemble","Ensemble","Aides","s"
"Normandie","AUTRES SECTEURS D ACTIVITE DES MUTUELLES","Ensemble","Ensemble","Ordinaires","s"
"Normandie","SANTE HUMAINE (QA)","Ensemble","Ensemble","Aides","s"
"Normandie","SANTE HUMAINE (QA)","Ensemble","Ensemble","Ordinaires","s"
"Nouvelle-Aquitaine","ACTION SOCIALE (QB)","Ensemble","Ensemble","Aides","46"
"Nouvelle-Aquitaine","ACTION SOCIALE (QB)","Ensemble","Ensemble","Apprentis","s"
"Nouvelle-Aquitaine","ACTION SOCIALE (QB)","Ensemble","Ensemble","Ordinaires","1510"
"Nouvelle-Aquitaine","ACTION SOCIALE (QB)","Ensemble","Ensemble","Stagiaires","s"
"Nouvelle-Aquitaine","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","Ensemble","Aides","283"
"Nouvelle-Aquitaine","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","Ensemble","Apprentis","s"
"Nouvelle-Aquitaine","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","Ensemble","Ordinaires","13118"
"Nouvelle-Aquitaine","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","Ensemble","Stagiaires","s"
"Nouvelle-Aquitaine","AUTRES SECTEURS D ACTIVITE DES MUTUELLES","Ensemble","Ensemble","Aides","s"
"Nouvelle-Aquitaine","AUTRES SECTEURS D ACTIVITE DES MUTUELLES","Ensemble","Ensemble","Apprentis","s"
"Nouvelle-Aquitaine","AUTRES SECTEURS D ACTIVITE DES MUTUELLES","Ensemble","Ensemble","Ordinaires","836"
"Nouvelle-Aquitaine","SANTE HUMAINE (QA)","Ensemble","Ensemble","Aides","s"
"Nouvelle-Aquitaine","SANTE HUMAINE (QA)","Ensemble","Ensemble","Apprentis","s"
"Nouvelle-Aquitaine","SANTE HUMAINE (QA)","Ensemble","Ensemble","Ordinaires","1822"
"Nouvelle-Aquitaine","SANTE HUMAINE (QA)","Ensemble","Ensemble","Stagiaires","s"
"Occitanie","ACTION SOCIALE (QB)","Ensemble","Ensemble","Aides","75"
"Occitanie","ACTION SOCIALE (QB)","Ensemble","Ensemble","Apprentis","7"
"Occitanie","ACTION SOCIALE (QB)","Ensemble","Ensemble","Ordinaires","1794"
"Occitanie","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","Ensemble","Aides","93"
"Occitanie","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","Ensemble","Apprentis","61"
"Occitanie","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","Ensemble","Ordinaires","6830"
"Occitanie","AUTRES SECTEURS D ACTIVITE DES MUTUELLES","Ensemble","Ensemble","Aides","25"
"Occitanie","AUTRES SECTEURS D ACTIVITE DES MUTUELLES","Ensemble","Ensemble","Apprentis","s"
"Occitanie","AUTRES SECTEURS D ACTIVITE DES MUTUELLES","Ensemble","Ensemble","Ordinaires","1047"
"Occitanie","AUTRES SECTEURS D ACTIVITE DES MUTUELLES","Ensemble","Ensemble","Stagiaires","s"
"Occitanie","SANTE HUMAINE (QA)","Ensemble","Ensemble","Aides","28"
"Occitanie","SANTE HUMAINE (QA)","Ensemble","Ensemble","Apprentis","s"
"Occitanie","SANTE HUMAINE (QA)","Ensemble","Ensemble","Ordinaires","2813"
"Occitanie","SANTE HUMAINE (QA)","Ensemble","Ensemble","Stagiaires","s"
"Pays de la Loire","ACTION SOCIALE (QB)","Ensemble","Ensemble","Aides","s"
"Pays de la Loire","ACTION SOCIALE (QB)","Ensemble","Ensemble","Apprentis","s"
"Pays de la Loire","ACTION SOCIALE (QB)","Ensemble","Ensemble","Ordinaires","2746"
"Pays de la Loire","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","Ensemble","Aides","s"
"Pays de la Loire","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","Ensemble","Apprentis","s"
"Pays de la Loire","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","Ensemble","Ordinaires","3871"
"Pays de la Loire","AUTRES SECTEURS D ACTIVITE DES MUTUELLES","Ensemble","Ensemble","Aides","s"
"Pays de la Loire","AUTRES SECTEURS D ACTIVITE DES MUTUELLES","Ensemble","Ensemble","Apprentis","13"
"Pays de la Loire","AUTRES SECTEURS D ACTIVITE DES MUTUELLES","Ensemble","Ensemble","Ordinaires","s"
"Pays de la Loire","SANTE HUMAINE (QA)","Ensemble","Ensemble","Aides","s"
"Pays de la Loire","SANTE HUMAINE (QA)","Ensemble","Ensemble","Ordinaires","s"
"Provence-Alpes-Côte d'Azur","ACTION SOCIALE (QB)","Ensemble","Ensemble","Aides","s"
"Provence-Alpes-Côte d'Azur","ACTION SOCIALE (QB)","Ensemble","Ensemble","Apprentis","s"
"Provence-Alpes-Côte d'Azur","ACTION SOCIALE (QB)","Ensemble","Ensemble","Ordinaires","841"
"Provence-Alpes-Côte d'Azur","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","Ensemble","Aides","113"
"Provence-Alpes-Côte d'Azur","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","Ensemble","Apprentis","s"
"Provence-Alpes-Côte d'Azur","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","Ensemble","Ordinaires","4765"
"Provence-Alpes-Côte d'Azur","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","Ensemble","Stagiaires","s"
"Provence-Alpes-Côte d'Azur","AUTRES SECTEURS D ACTIVITE DES MUTUELLES","Ensemble","Ensemble","Aides","s"
"Provence-Alpes-Côte d'Azur","AUTRES SECTEURS D ACTIVITE DES MUTUELLES","Ensemble","Ensemble","Apprentis","s"
"Provence-Alpes-Côte d'Azur","AUTRES SECTEURS D ACTIVITE DES MUTUELLES","Ensemble","Ensemble","Ordinaires","s"
"Provence-Alpes-Côte d'Azur","SANTE HUMAINE (QA)","Ensemble","Ensemble","Aides","s"
"Provence-Alpes-Côte d'Azur","SANTE HUMAINE (QA)","Ensemble","Ensemble","Ordinaires","s"
"Auvergne-Rhône-Alpes","ACTION SOCIALE (QB)","Ensemble","Femmes","Ensemble","3951"
"Auvergne-Rhône-Alpes","ACTION SOCIALE (QB)","Ensemble","Hommes","Ensemble","502"
"Auvergne-Rhône-Alpes","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","Femmes","Ensemble","7102"
"Auvergne-Rhône-Alpes","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","Hommes","Ensemble","2722"
"Auvergne-Rhône-Alpes","AUTRES SECTEURS D ACTIVITE DES MUTUELLES","Ensemble","Femmes","Ensemble","588"
"Auvergne-Rhône-Alpes","AUTRES SECTEURS D ACTIVITE DES MUTUELLES","Ensemble","Hommes","Ensemble","264"
"Auvergne-Rhône-Alpes","SANTE HUMAINE (QA)","Ensemble","Femmes","Ensemble","2846"
"Auvergne-Rhône-Alpes","SANTE HUMAINE (QA)","Ensemble","Hommes","Ensemble","644"
"Bourgogne-Franche-Comté","ACTION SOCIALE (QB)","Ensemble","Femmes","Ensemble","2970"
"Bourgogne-Franche-Comté","ACTION SOCIALE (QB)","Ensemble","Hommes","Ensemble","725"
"Bourgogne-Franche-Comté","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","Femmes","Ensemble","1876"
"Bourgogne-Franche-Comté","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","Hommes","Ensemble","690"
"Bourgogne-Franche-Comté","AUTRES SECTEURS D ACTIVITE DES MUTUELLES","Ensemble","Femmes","Ensemble","445"
"Bourgogne-Franche-Comté","AUTRES SECTEURS D ACTIVITE DES MUTUELLES","Ensemble","Hommes","Ensemble","404"
"Bourgogne-Franche-Comté","SANTE HUMAINE (QA)","Ensemble","Femmes","Ensemble","867"
"Bourgogne-Franche-Comté","SANTE HUMAINE (QA)","Ensemble","Hommes","Ensemble","146"
"Bretagne","ACTION SOCIALE (QB)","Ensemble","Femmes","Ensemble","1734"
"Bretagne","ACTION SOCIALE (QB)","Ensemble","Hommes","Ensemble","362"
"Bretagne","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","Femmes","Ensemble","2924"
"Bretagne","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","Hommes","Ensemble","1053"
"Bretagne","AUTRES SECTEURS D ACTIVITE DES MUTUELLES","Ensemble","Femmes","Ensemble","s"
"Bretagne","AUTRES SECTEURS D ACTIVITE DES MUTUELLES","Ensemble","Hommes","Ensemble","s"
"Bretagne","SANTE HUMAINE (QA)","Ensemble","Femmes","Ensemble","s"
"Bretagne","SANTE HUMAINE (QA)","Ensemble","Hommes","Ensemble","s"
"Centre-Val de Loire","ACTION SOCIALE (QB)","Ensemble","Femmes","Ensemble","789"
"Centre-Val de Loire","ACTION SOCIALE (QB)","Ensemble","Hommes","Ensemble","102"
"Centre-Val de Loire","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","Femmes","Ensemble","3306"
"Centre-Val de Loire","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","Hommes","Ensemble","1394"
"Centre-Val de Loire","AUTRES SECTEURS D ACTIVITE DES MUTUELLES","Ensemble","Femmes","Ensemble","207"
"Centre-Val de Loire","AUTRES SECTEURS D ACTIVITE DES MUTUELLES","Ensemble","Hommes","Ensemble","101"
"Centre-Val de Loire","SANTE HUMAINE (QA)","Ensemble","Femmes","Ensemble","528"
"Centre-Val de Loire","SANTE HUMAINE (QA)","Ensemble","Hommes","Ensemble","113"
"Corse","ACTION SOCIALE (QB)","Ensemble","Femmes","Ensemble","s"
"Corse","ACTION SOCIALE (QB)","Ensemble","Hommes","Ensemble","s"
"Corse","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","Femmes","Ensemble","s"
"Corse","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","Hommes","Ensemble","s"
"Corse","AUTRES SECTEURS D ACTIVITE DES MUTUELLES","Ensemble","Femmes","Ensemble","s"
"Corse","AUTRES SECTEURS D ACTIVITE DES MUTUELLES","Ensemble","Hommes","Ensemble","s"
"Corse","SANTE HUMAINE (QA)","Ensemble","Femmes","Ensemble","s"
"Corse","SANTE HUMAINE (QA)","Ensemble","Hommes","Ensemble","s"
"Grand-Est","ACTION SOCIALE (QB)","Ensemble","Femmes","Ensemble","254"
"Grand-Est","ACTION SOCIALE (QB)","Ensemble","Hommes","Ensemble","30"
"Grand-Est","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","Femmes","Ensemble","3669"
"Grand-Est","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","Hommes","Ensemble","1511"
"Grand-Est","AUTRES SECTEURS D ACTIVITE DES MUTUELLES","Ensemble","Femmes","Ensemble","277"
"Grand-Est","AUTRES SECTEURS D ACTIVITE DES MUTUELLES","Ensemble","Hommes","Ensemble","108"
"Grand-Est","SANTE HUMAINE (QA)","Ensemble","Femmes","Ensemble","867"
"Grand-Est","SANTE HUMAINE (QA)","Ensemble","Hommes","Ensemble","151"
"Guadeloupe","ACTION SOCIALE (QB)","Ensemble","Femmes","Ensemble","s"
"Guadeloupe","ACTION SOCIALE (QB)","Ensemble","Hommes","Ensemble","s"
"Guadeloupe","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","Femmes","Ensemble","s"
"Guadeloupe","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","Hommes","Ensemble","s"
"Guadeloupe","AUTRES SECTEURS D ACTIVITE DES MUTUELLES","Ensemble","Femmes","Ensemble","s"
"Guadeloupe","AUTRES SECTEURS D ACTIVITE DES MUTUELLES","Ensemble","Hommes","Ensemble","s"
"Guyane","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","Femmes","Ensemble","s"
"Guyane","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","Hommes","Ensemble","s"
"Hauts-de-France","ACTION SOCIALE (QB)","Ensemble","Femmes","Ensemble","s"
"Hauts-de-France","ACTION SOCIALE (QB)","Ensemble","Hommes","Ensemble","s"
"Hauts-de-France","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","Femmes","Ensemble","3403"
"Hauts-de-France","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","Hommes","Ensemble","1437"
"Hauts-de-France","AUTRES SECTEURS D ACTIVITE DES MUTUELLES","Ensemble","Femmes","Ensemble","s"
"Hauts-de-France","AUTRES SECTEURS D ACTIVITE DES MUTUELLES","Ensemble","Hommes","Ensemble","s"
"Hauts-de-France","SANTE HUMAINE (QA)","Ensemble","Femmes","Ensemble","s"
"Hauts-de-France","SANTE HUMAINE (QA)","Ensemble","Hommes","Ensemble","s"
"Ile-de-France","ACTION SOCIALE (QB)","Ensemble","Femmes","Ensemble","919"
"Ile-de-France","ACTION SOCIALE (QB)","Ensemble","Hommes","Ensemble","487"
"Ile-de-France","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","Femmes","Ensemble","10422"
"Ile-de-France","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","Hommes","Ensemble","5983"
"Ile-de-France","AUTRES SECTEURS D ACTIVITE DES MUTUELLES","Ensemble","Femmes","Ensemble","181"
"Ile-de-France","AUTRES SECTEURS D ACTIVITE DES MUTUELLES","Ensemble","Hommes","Ensemble","78"
"Ile-de-France","SANTE HUMAINE (QA)","Ensemble","Femmes","Ensemble","4201"
"Ile-de-France","SANTE HUMAINE (QA)","Ensemble","Hommes","Ensemble","1102"
"La Réunion","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","Femmes","Ensemble","s"
"La Réunion","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","Hommes","Ensemble","s"
"La Réunion","AUTRES SECTEURS D ACTIVITE DES MUTUELLES","Ensemble","Femmes","Ensemble","s"
"La Réunion","AUTRES SECTEURS D ACTIVITE DES MUTUELLES","Ensemble","Hommes","Ensemble","s"
"Martinique","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","Femmes","Ensemble","361"
"Martinique","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","Hommes","Ensemble","144"
"Normandie","ACTION SOCIALE (QB)","Ensemble","Femmes","Ensemble","655"
"Normandie","ACTION SOCIALE (QB)","Ensemble","Hommes","Ensemble","176"
"Normandie","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","Femmes","Ensemble","2916"
"Normandie","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","Hommes","Ensemble","1309"
"Normandie","AUTRES SECTEURS D ACTIVITE DES MUTUELLES","Ensemble","Femmes","Ensemble","s"
"Normandie","AUTRES SECTEURS D ACTIVITE DES MUTUELLES","Ensemble","Hommes","Ensemble","s"
"Normandie","SANTE HUMAINE (QA)","Ensemble","Femmes","Ensemble","s"
"Normandie","SANTE HUMAINE (QA)","Ensemble","Hommes","Ensemble","s"
"Nouvelle-Aquitaine","ACTION SOCIALE (QB)","Ensemble","Femmes","Ensemble","1419"
"Nouvelle-Aquitaine","ACTION SOCIALE (QB)","Ensemble","Hommes","Ensemble","146"
"Nouvelle-Aquitaine","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","Femmes","Ensemble","8971"
"Nouvelle-Aquitaine","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","Hommes","Ensemble","4559"
"Nouvelle-Aquitaine","AUTRES SECTEURS D ACTIVITE DES MUTUELLES","Ensemble","Femmes","Ensemble","616"
"Nouvelle-Aquitaine","AUTRES SECTEURS D ACTIVITE DES MUTUELLES","Ensemble","Hommes","Ensemble","247"
"Nouvelle-Aquitaine","SANTE HUMAINE (QA)","Ensemble","Femmes","Ensemble","1495"
"Nouvelle-Aquitaine","SANTE HUMAINE (QA)","Ensemble","Hommes","Ensemble","352"
"Occitanie","ACTION SOCIALE (QB)","Ensemble","Femmes","Ensemble","1703"
"Occitanie","ACTION SOCIALE (QB)","Ensemble","Hommes","Ensemble","173"
"Occitanie","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","Femmes","Ensemble","4905"
"Occitanie","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","Hommes","Ensemble","2079"
"Occitanie","AUTRES SECTEURS D ACTIVITE DES MUTUELLES","Ensemble","Femmes","Ensemble","805"
"Occitanie","AUTRES SECTEURS D ACTIVITE DES MUTUELLES","Ensemble","Hommes","Ensemble","291"
"Occitanie","SANTE HUMAINE (QA)","Ensemble","Femmes","Ensemble","2321"
"Occitanie","SANTE HUMAINE (QA)","Ensemble","Hommes","Ensemble","532"
"Pays de la Loire","ACTION SOCIALE (QB)","Ensemble","Femmes","Ensemble","2419"
"Pays de la Loire","ACTION SOCIALE (QB)","Ensemble","Hommes","Ensemble","481"
"Pays de la Loire","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","Femmes","Ensemble","2921"
"Pays de la Loire","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","Hommes","Ensemble","1057"
"Pays de la Loire","AUTRES SECTEURS D ACTIVITE DES MUTUELLES","Ensemble","Femmes","Ensemble","s"
"Pays de la Loire","AUTRES SECTEURS D ACTIVITE DES MUTUELLES","Ensemble","Hommes","Ensemble","s"
"Pays de la Loire","SANTE HUMAINE (QA)","Ensemble","Femmes","Ensemble","s"
"Pays de la Loire","SANTE HUMAINE (QA)","Ensemble","Hommes","Ensemble","s"
"Provence-Alpes-Côte d'Azur","ACTION SOCIALE (QB)","Ensemble","Femmes","Ensemble","s"
"Provence-Alpes-Côte d'Azur","ACTION SOCIALE (QB)","Ensemble","Hommes","Ensemble","s"
"Provence-Alpes-Côte d'Azur","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","Femmes","Ensemble","3550"
"Provence-Alpes-Côte d'Azur","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","Hommes","Ensemble","1349"
"Provence-Alpes-Côte d'Azur","AUTRES SECTEURS D ACTIVITE DES MUTUELLES","Ensemble","Femmes","Ensemble","s"
"Provence-Alpes-Côte d'Azur","AUTRES SECTEURS D ACTIVITE DES MUTUELLES","Ensemble","Hommes","Ensemble","s"
"Provence-Alpes-Côte d'Azur","SANTE HUMAINE (QA)","Ensemble","Femmes","Ensemble","s"
"Provence-Alpes-Côte d'Azur","SANTE HUMAINE (QA)","Ensemble","Hommes","Ensemble","s"
"Auvergne-Rhône-Alpes","ACTION SOCIALE (QB)","Ensemble","Femmes","Aides","38"
"Auvergne-Rhône-Alpes","ACTION SOCIALE (QB)","Ensemble","Femmes","Apprentis","s"
"Auvergne-Rhône-Alpes","ACTION SOCIALE (QB)","Ensemble","Femmes","Ordinaires","3890"
"Auvergne-Rhône-Alpes","ACTION SOCIALE (QB)","Ensemble","Femmes","Stagiaires","s"
"Auvergne-Rhône-Alpes","ACTION SOCIALE (QB)","Ensemble","Hommes","Aides","11"
"Auvergne-Rhône-Alpes","ACTION SOCIALE (QB)","Ensemble","Hommes","Apprentis","s"
"Auvergne-Rhône-Alpes","ACTION SOCIALE (QB)","Ensemble","Hommes","Ordinaires","488"
"Auvergne-Rhône-Alpes","ACTION SOCIALE (QB)","Ensemble","Hommes","Stagiaires","s"
"Auvergne-Rhône-Alpes","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","Femmes","Aides","165"
"Auvergne-Rhône-Alpes","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","Femmes","Apprentis","s"
"Auvergne-Rhône-Alpes","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","Femmes","Ordinaires","6900"
"Auvergne-Rhône-Alpes","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","Femmes","Stagiaires","s"
"Auvergne-Rhône-Alpes","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","Hommes","Aides","100"
"Auvergne-Rhône-Alpes","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","Hommes","Apprentis","s"
"Auvergne-Rhône-Alpes","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","Hommes","Ordinaires","2599"
"Auvergne-Rhône-Alpes","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","Hommes","Stagiaires","s"
"Auvergne-Rhône-Alpes","AUTRES SECTEURS D ACTIVITE DES MUTUELLES","Ensemble","Femmes","Aides","s"
"Auvergne-Rhône-Alpes","AUTRES SECTEURS D ACTIVITE DES MUTUELLES","Ensemble","Femmes","Apprentis","s"
"Auvergne-Rhône-Alpes","AUTRES SECTEURS D ACTIVITE DES MUTUELLES","Ensemble","Femmes","Ordinaires","563"
"Auvergne-Rhône-Alpes","AUTRES SECTEURS D ACTIVITE DES MUTUELLES","Ensemble","Femmes","Stagiaires","s"
"Auvergne-Rhône-Alpes","AUTRES SECTEURS D ACTIVITE DES MUTUELLES","Ensemble","Hommes","Aides","s"
"Auvergne-Rhône-Alpes","AUTRES SECTEURS D ACTIVITE DES MUTUELLES","Ensemble","Hommes","Apprentis","s"
"Auvergne-Rhône-Alpes","AUTRES SECTEURS D ACTIVITE DES MUTUELLES","Ensemble","Hommes","Ordinaires","254"
"Auvergne-Rhône-Alpes","SANTE HUMAINE (QA)","Ensemble","Femmes","Aides","s"
"Auvergne-Rhône-Alpes","SANTE HUMAINE (QA)","Ensemble","Femmes","Apprentis","s"
"Auvergne-Rhône-Alpes","SANTE HUMAINE (QA)","Ensemble","Femmes","Ordinaires","2821"
"Auvergne-Rhône-Alpes","SANTE HUMAINE (QA)","Ensemble","Femmes","Stagiaires","s"
"Auvergne-Rhône-Alpes","SANTE HUMAINE (QA)","Ensemble","Hommes","Aides","s"
"Auvergne-Rhône-Alpes","SANTE HUMAINE (QA)","Ensemble","Hommes","Apprentis","s"
"Auvergne-Rhône-Alpes","SANTE HUMAINE (QA)","Ensemble","Hommes","Ordinaires","637"
"Bourgogne-Franche-Comté","ACTION SOCIALE (QB)","Ensemble","Femmes","Aides","65"
"Bourgogne-Franche-Comté","ACTION SOCIALE (QB)","Ensemble","Femmes","Apprentis","s"
"Bourgogne-Franche-Comté","ACTION SOCIALE (QB)","Ensemble","Femmes","Ordinaires","2887"
"Bourgogne-Franche-Comté","ACTION SOCIALE (QB)","Ensemble","Femmes","Stagiaires","s"
"Bourgogne-Franche-Comté","ACTION SOCIALE (QB)","Ensemble","Hommes","Aides","9"
"Bourgogne-Franche-Comté","ACTION SOCIALE (QB)","Ensemble","Hommes","Apprentis","s"
"Bourgogne-Franche-Comté","ACTION SOCIALE (QB)","Ensemble","Hommes","Ordinaires","711"
"Bourgogne-Franche-Comté","ACTION SOCIALE (QB)","Ensemble","Hommes","Stagiaires","s"
"Bourgogne-Franche-Comté","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","Femmes","Aides","s"
"Bourgogne-Franche-Comté","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","Femmes","Apprentis","s"
"Bourgogne-Franche-Comté","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","Femmes","Ordinaires","1836"
"Bourgogne-Franche-Comté","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","Hommes","Aides","s"
"Bourgogne-Franche-Comté","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","Hommes","Apprentis","s"
"Bourgogne-Franche-Comté","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","Hommes","Ordinaires","668"
"Bourgogne-Franche-Comté","AUTRES SECTEURS D ACTIVITE DES MUTUELLES","Ensemble","Femmes","Aides","s"
"Bourgogne-Franche-Comté","AUTRES SECTEURS D ACTIVITE DES MUTUELLES","Ensemble","Femmes","Apprentis","s"
"Bourgogne-Franche-Comté","AUTRES SECTEURS D ACTIVITE DES MUTUELLES","Ensemble","Femmes","Ordinaires","s"
"Bourgogne-Franche-Comté","AUTRES SECTEURS D ACTIVITE DES MUTUELLES","Ensemble","Hommes","Aides","s"
"Bourgogne-Franche-Comté","AUTRES SECTEURS D ACTIVITE DES MUTUELLES","Ensemble","Hommes","Apprentis","s"
"Bourgogne-Franche-Comté","AUTRES SECTEURS D ACTIVITE DES MUTUELLES","Ensemble","Hommes","Ordinaires","s"
"Bourgogne-Franche-Comté","SANTE HUMAINE (QA)","Ensemble","Femmes","Aides","s"
"Bourgogne-Franche-Comté","SANTE HUMAINE (QA)","Ensemble","Femmes","Apprentis","s"
"Bourgogne-Franche-Comté","SANTE HUMAINE (QA)","Ensemble","Femmes","Ordinaires","s"
"Bourgogne-Franche-Comté","SANTE HUMAINE (QA)","Ensemble","Femmes","Stagiaires","s"
"Bourgogne-Franche-Comté","SANTE HUMAINE (QA)","Ensemble","Hommes","Aides","s"
"Bourgogne-Franche-Comté","SANTE HUMAINE (QA)","Ensemble","Hommes","Apprentis","s"
"Bourgogne-Franche-Comté","SANTE HUMAINE (QA)","Ensemble","Hommes","Ordinaires","s"
"Bretagne","ACTION SOCIALE (QB)","Ensemble","Femmes","Aides","s"
"Bretagne","ACTION SOCIALE (QB)","Ensemble","Femmes","Apprentis","s"
