"REG","ESS_simp","typo_B","typo_B_det","taille_etab","nb_etab","nb_ent","eff_31","eff_EQTP","rem_brut"
"Normandie","Privé Hors ESS","Ensemble des secteurs d'activité","Autres enseignements","1 - Micro entreprise","266","243","s","s","s"
"Normandie","Privé Hors ESS","Ensemble des secteurs d'activité","Autres enseignements","2 - Petites entreprises","8","8","s","s","s"
"Normandie","Privé Hors ESS","Ensemble des secteurs d'activité","Enseignement primaire/secondaire/supérieur","1 - Micro entreprise","13","12","s","s","s"
"Normandie","Privé Hors ESS","Ensemble des secteurs d'activité","Enseignement primaire/secondaire/supérieur","2 - Petites entreprises","9","7","147","106","3553870"
"Normandie","Privé Hors ESS","Ensemble des secteurs d'activité","Enseignement primaire/secondaire/supérieur","3 - Moyennes entreprises","1","1","s","s","s"
"Normandie","Privé Hors ESS","Ensemble des secteurs d'activité","Enseignement primaire/secondaire/supérieur","4 - Grandes entreprises","1","1","s","s","s"
"Normandie","Privé Hors ESS","Ensemble des secteurs d'activité","Formation d adulte","1 - Micro entreprise","649","527","1454","1401","37185646"
"Normandie","Privé Hors ESS","Ensemble des secteurs d'activité","Formation d adulte","2 - Petites entreprises","51","30","s","s","s"
"Normandie","Privé Hors ESS","Ensemble des secteurs d'activité","Formation d adulte","3 - Moyennes entreprises","2","1","s","s","s"
"Normandie","Privé Hors ESS","Ensemble des secteurs d'activité","Hebergement medico-social et social","1 - Micro entreprise","22","14","s","s","s"
"Normandie","Privé Hors ESS","Ensemble des secteurs d'activité","Hebergement medico-social et social","2 - Petites entreprises","54","50","s","s","s"
"Normandie","Privé Hors ESS","Ensemble des secteurs d'activité","Hebergement medico-social et social","3 - Moyennes entreprises","63","41","4166","3707","101035548"
"Normandie","Public","Ensemble des secteurs d'activité","Accueil des jeunes enfants","1 - Micro entreprise","10","4","s","s","s"
"Normandie","Public","Ensemble des secteurs d'activité","Accueil des jeunes enfants","2 - Petites entreprises","9","1","s","s","s"
"Normandie","Public","Ensemble des secteurs d'activité","Accueil des jeunes enfants","3 - Moyennes entreprises","1","0","s","s","s"
"Normandie","Public","Ensemble des secteurs d'activité","Aide a domicile","1 - Micro entreprise","3","0","s","s","s"
"Normandie","Public","Ensemble des secteurs d'activité","Aide a domicile","2 - Petites entreprises","13","3","338","271","6257907"
"Normandie","Public","Ensemble des secteurs d'activité","Aide a domicile","3 - Moyennes entreprises","6","2","s","s","s"
"Normandie","Public","Ensemble des secteurs d'activité","Aide par le travail","2 - Petites entreprises","2","0","s","s","s"
"Normandie","Public","Ensemble des secteurs d'activité","Aide par le travail","3 - Moyennes entreprises","4","3","s","s","s"
"Normandie","Public","Ensemble des secteurs d'activité","Aide par le travail","4 - Grandes entreprises","1","0","s","s","s"
"Normandie","Public","Ensemble des secteurs d'activité","Autres actions sociales","1 - Micro entreprise","131","111","336","280","7501856"
"Normandie","Public","Ensemble des secteurs d'activité","Autres actions sociales","2 - Petites entreprises","69","56","s","s","s"
"Normandie","Public","Ensemble des secteurs d'activité","Autres actions sociales","3 - Moyennes entreprises","19","17","1950","1719","44795766"
"Normandie","Public","Ensemble des secteurs d'activité","Autres actions sociales","4 - Grandes entreprises","8","3","s","s","s"
"Normandie","Public","Ensemble des secteurs d'activité","Autres enseignements","1 - Micro entreprise","10","1","s","s","s"
"Normandie","Public","Ensemble des secteurs d'activité","Autres enseignements","2 - Petites entreprises","5","3","s","s","s"
"Normandie","Public","Ensemble des secteurs d'activité","Autres enseignements","3 - Moyennes entreprises","3","1","s","s","s"
"Normandie","Public","Ensemble des secteurs d'activité","Autres enseignements","4 - Grandes entreprises","5","4","3426","2185","53684379"
"Normandie","Public","Ensemble des secteurs d'activité","Enseignement primaire/secondaire/supérieur","1 - Micro entreprise","2029","72","s","s","s"
"Normandie","Public","Ensemble des secteurs d'activité","Enseignement primaire/secondaire/supérieur","2 - Petites entreprises","740","190","15313","14421","505916554"
"Normandie","Public","Ensemble des secteurs d'activité","Enseignement primaire/secondaire/supérieur","3 - Moyennes entreprises","292","268","24723","23549","896455254"
"Normandie","Public","Ensemble des secteurs d'activité","Enseignement primaire/secondaire/supérieur","4 - Grandes entreprises","13","6","s","s","s"
"Normandie","Public","Ensemble des secteurs d'activité","Formation d adulte","1 - Micro entreprise","8","0","s","s","s"
"Normandie","Public","Ensemble des secteurs d'activité","Formation d adulte","2 - Petites entreprises","24","3","s","s","s"
"Normandie","Public","Ensemble des secteurs d'activité","Formation d adulte","3 - Moyennes entreprises","12","0","s","s","s"
"Normandie","Public","Ensemble des secteurs d'activité","Hebergement medico-social et social","1 - Micro entreprise","37","12","s","s","s"
"Normandie","Public","Ensemble des secteurs d'activité","Hebergement medico-social et social","2 - Petites entreprises","56","23","s","s","s"
"Normandie","Public","Ensemble des secteurs d'activité","Hebergement medico-social et social","3 - Moyennes entreprises","82","62","7693","6947","194319207"
"Normandie","Public","Ensemble des secteurs d'activité","Hebergement medico-social et social","4 - Grandes entreprises","6","4","s","s","s"
"Nouvelle-Aquitaine","ESS","Ensemble des secteurs d'activité","Accueil des jeunes enfants","1 - Micro entreprise","184","131","s","s","s"
"Nouvelle-Aquitaine","ESS","Ensemble des secteurs d'activité","Accueil des jeunes enfants","2 - Petites entreprises","135","96","2051","1763","43324126"
"Nouvelle-Aquitaine","ESS","Ensemble des secteurs d'activité","Accueil des jeunes enfants","3 - Moyennes entreprises","2","2","s","s","s"
"Nouvelle-Aquitaine","ESS","Ensemble des secteurs d'activité","Aide a domicile","1 - Micro entreprise","120","96","s","s","s"
"Nouvelle-Aquitaine","ESS","Ensemble des secteurs d'activité","Aide a domicile","2 - Petites entreprises","306","261","7564","5585","127488864"
"Nouvelle-Aquitaine","ESS","Ensemble des secteurs d'activité","Aide a domicile","3 - Moyennes entreprises","60","52","s","s","s"
"Nouvelle-Aquitaine","ESS","Ensemble des secteurs d'activité","Aide a domicile","4 - Grandes entreprises","2","2","s","s","s"
"Nouvelle-Aquitaine","ESS","Ensemble des secteurs d'activité","Aide par le travail","1 - Micro entreprise","41","15","s","s","s"
"Nouvelle-Aquitaine","ESS","Ensemble des secteurs d'activité","Aide par le travail","2 - Petites entreprises","85","27","2218","1957","42221635"
"Nouvelle-Aquitaine","ESS","Ensemble des secteurs d'activité","Aide par le travail","3 - Moyennes entreprises","108","18","s","s","s"
"Nouvelle-Aquitaine","ESS","Ensemble des secteurs d'activité","Aide par le travail","4 - Grandes entreprises","5","0","1495","1334","20949294"
"Nouvelle-Aquitaine","ESS","Ensemble des secteurs d'activité","Autres actions sociales","1 - Micro entreprise","798","481","2442","2154","62833753"
"Nouvelle-Aquitaine","ESS","Ensemble des secteurs d'activité","Autres actions sociales","2 - Petites entreprises","421","227","8791","7190","205817086"
"Nouvelle-Aquitaine","ESS","Ensemble des secteurs d'activité","Autres actions sociales","3 - Moyennes entreprises","79","39","6610","5468","143578437"
"Nouvelle-Aquitaine","ESS","Ensemble des secteurs d'activité","Autres actions sociales","4 - Grandes entreprises","3","3","1053","823","18062866"
"Nouvelle-Aquitaine","ESS","Ensemble des secteurs d'activité","Autres enseignements","1 - Micro entreprise","756","711","1097","s","s"
"Nouvelle-Aquitaine","ESS","Ensemble des secteurs d'activité","Autres enseignements","2 - Petites entreprises","57","44","s","s","s"
"Nouvelle-Aquitaine","ESS","Ensemble des secteurs d'activité","Autres enseignements","3 - Moyennes entreprises","3","3","s","s","s"
"Nouvelle-Aquitaine","ESS","Ensemble des secteurs d'activité","Enseignement primaire/secondaire/supérieur","1 - Micro entreprise","246","187","s","s","s"
"Nouvelle-Aquitaine","ESS","Ensemble des secteurs d'activité","Enseignement primaire/secondaire/supérieur","2 - Petites entreprises","394","254","s","s","s"
"Nouvelle-Aquitaine","ESS","Ensemble des secteurs d'activité","Enseignement primaire/secondaire/supérieur","3 - Moyennes entreprises","75","65","6636","s","s"
"Nouvelle-Aquitaine","ESS","Ensemble des secteurs d'activité","Enseignement primaire/secondaire/supérieur","4 - Grandes entreprises","3","1","s","s","s"
"Nouvelle-Aquitaine","ESS","Ensemble des secteurs d'activité","Formation d adulte","1 - Micro entreprise","263","158","s","s","s"
"Nouvelle-Aquitaine","ESS","Ensemble des secteurs d'activité","Formation d adulte","2 - Petites entreprises","65","33","s","s","s"
"Nouvelle-Aquitaine","ESS","Ensemble des secteurs d'activité","Formation d adulte","3 - Moyennes entreprises","10","7","s","s","s"
"Nouvelle-Aquitaine","ESS","Ensemble des secteurs d'activité","Hebergement medico-social et social","1 - Micro entreprise","250","102","s","s","s"
"Nouvelle-Aquitaine","ESS","Ensemble des secteurs d'activité","Hebergement medico-social et social","2 - Petites entreprises","468","112","13649","11858","337786572"
"Nouvelle-Aquitaine","ESS","Ensemble des secteurs d'activité","Hebergement medico-social et social","3 - Moyennes entreprises","301","112","22471","19469","548221526"
"Nouvelle-Aquitaine","ESS","Ensemble des secteurs d'activité","Hebergement medico-social et social","4 - Grandes entreprises","2","2","s","s","s"
"Nouvelle-Aquitaine","Privé Hors ESS","Ensemble des secteurs d'activité","Accueil des jeunes enfants","1 - Micro entreprise","132","93","s","s","s"
"Nouvelle-Aquitaine","Privé Hors ESS","Ensemble des secteurs d'activité","Accueil des jeunes enfants","2 - Petites entreprises","44","19","800","634","13495828"
"Nouvelle-Aquitaine","Privé Hors ESS","Ensemble des secteurs d'activité","Accueil des jeunes enfants","3 - Moyennes entreprises","1","1","s","s","s"
"Nouvelle-Aquitaine","Privé Hors ESS","Ensemble des secteurs d'activité","Aide a domicile","1 - Micro entreprise","186","156","507","557","11728036"
"Nouvelle-Aquitaine","Privé Hors ESS","Ensemble des secteurs d'activité","Aide a domicile","2 - Petites entreprises","167","122","s","s","s"
"Nouvelle-Aquitaine","Privé Hors ESS","Ensemble des secteurs d'activité","Aide a domicile","3 - Moyennes entreprises","32","22","s","s","s"
"Nouvelle-Aquitaine","Privé Hors ESS","Ensemble des secteurs d'activité","Aide par le travail","2 - Petites entreprises","8","4","s","s","s"
"Nouvelle-Aquitaine","Privé Hors ESS","Ensemble des secteurs d'activité","Autres actions sociales","1 - Micro entreprise","40","32","s","s","s"
"Nouvelle-Aquitaine","Privé Hors ESS","Ensemble des secteurs d'activité","Autres actions sociales","2 - Petites entreprises","13","4","264","233","6979306"
"Nouvelle-Aquitaine","Privé Hors ESS","Ensemble des secteurs d'activité","Autres actions sociales","3 - Moyennes entreprises","3","2","s","s","s"
"Nouvelle-Aquitaine","Privé Hors ESS","Ensemble des secteurs d'activité","Autres enseignements","1 - Micro entreprise","630","593","s","851","21447282"
"Nouvelle-Aquitaine","Privé Hors ESS","Ensemble des secteurs d'activité","Autres enseignements","2 - Petites entreprises","24","21","s","s","s"
"Nouvelle-Aquitaine","Privé Hors ESS","Ensemble des secteurs d'activité","Autres enseignements","3 - Moyennes entreprises","3","3","s","s","s"
"Nouvelle-Aquitaine","Privé Hors ESS","Ensemble des secteurs d'activité","Enseignement primaire/secondaire/supérieur","1 - Micro entreprise","56","45","s","s","s"
"Nouvelle-Aquitaine","Privé Hors ESS","Ensemble des secteurs d'activité","Enseignement primaire/secondaire/supérieur","2 - Petites entreprises","19","14","s","s","s"
"Nouvelle-Aquitaine","Privé Hors ESS","Ensemble des secteurs d'activité","Enseignement primaire/secondaire/supérieur","3 - Moyennes entreprises","5","4","567","s","s"
"Nouvelle-Aquitaine","Privé Hors ESS","Ensemble des secteurs d'activité","Formation d adulte","1 - Micro entreprise","1187","937","2602","2438","67575154"
"Nouvelle-Aquitaine","Privé Hors ESS","Ensemble des secteurs d'activité","Formation d adulte","2 - Petites entreprises","90","54","1482","1291","41849307"
"Nouvelle-Aquitaine","Privé Hors ESS","Ensemble des secteurs d'activité","Hebergement medico-social et social","1 - Micro entreprise","87","69","s","s","s"
"Nouvelle-Aquitaine","Privé Hors ESS","Ensemble des secteurs d'activité","Hebergement medico-social et social","2 - Petites entreprises","178","132","6285","5584","151625753"
"Nouvelle-Aquitaine","Privé Hors ESS","Ensemble des secteurs d'activité","Hebergement medico-social et social","3 - Moyennes entreprises","111","64","6669","5943","165134883"
"Nouvelle-Aquitaine","Privé Hors ESS","Ensemble des secteurs d'activité","Hebergement medico-social et social","4 - Grandes entreprises","1","1","s","s","s"
"Nouvelle-Aquitaine","Public","Ensemble des secteurs d'activité","Accueil des jeunes enfants","1 - Micro entreprise","24","5","104","95","2262965"
"Nouvelle-Aquitaine","Public","Ensemble des secteurs d'activité","Accueil des jeunes enfants","2 - Petites entreprises","31","7","684","631","15941127"
"Nouvelle-Aquitaine","Public","Ensemble des secteurs d'activité","Accueil des jeunes enfants","3 - Moyennes entreprises","3","2","s","s","s"
"Nouvelle-Aquitaine","Public","Ensemble des secteurs d'activité","Accueil des jeunes enfants","4 - Grandes entreprises","2","0","s","s","s"
"Nouvelle-Aquitaine","Public","Ensemble des secteurs d'activité","Aide a domicile","1 - Micro entreprise","16","9","s","s","s"
"Nouvelle-Aquitaine","Public","Ensemble des secteurs d'activité","Aide a domicile","2 - Petites entreprises","44","13","s","s","s"
"Nouvelle-Aquitaine","Public","Ensemble des secteurs d'activité","Aide a domicile","3 - Moyennes entreprises","29","5","2724","2294","50896584"
"Nouvelle-Aquitaine","Public","Ensemble des secteurs d'activité","Aide par le travail","1 - Micro entreprise","1","0","s","s","s"
"Nouvelle-Aquitaine","Public","Ensemble des secteurs d'activité","Aide par le travail","2 - Petites entreprises","6","0","s","s","s"
"Nouvelle-Aquitaine","Public","Ensemble des secteurs d'activité","Aide par le travail","3 - Moyennes entreprises","8","2","s","s","s"
"Nouvelle-Aquitaine","Public","Ensemble des secteurs d'activité","Aide par le travail","4 - Grandes entreprises","1","1","s","s","s"
"Nouvelle-Aquitaine","Public","Ensemble des secteurs d'activité","Autres actions sociales","1 - Micro entreprise","269","225","s","s","s"
"Nouvelle-Aquitaine","Public","Ensemble des secteurs d'activité","Autres actions sociales","2 - Petites entreprises","136","96","2753","2443","63722014"
"Nouvelle-Aquitaine","Public","Ensemble des secteurs d'activité","Autres actions sociales","3 - Moyennes entreprises","46","31","s","s","s"
"Nouvelle-Aquitaine","Public","Ensemble des secteurs d'activité","Autres actions sociales","4 - Grandes entreprises","8","5","3873","3581","102600827"
"Nouvelle-Aquitaine","Public","Ensemble des secteurs d'activité","Autres enseignements","1 - Micro entreprise","24","1","s","s","s"
"Nouvelle-Aquitaine","Public","Ensemble des secteurs d'activité","Autres enseignements","2 - Petites entreprises","10","5","s","s","s"
"Nouvelle-Aquitaine","Public","Ensemble des secteurs d'activité","Autres enseignements","3 - Moyennes entreprises","7","5","s","s","14392351"
"Nouvelle-Aquitaine","Public","Ensemble des secteurs d'activité","Autres enseignements","4 - Grandes entreprises","14","7","s","s","s"
"Nouvelle-Aquitaine","Public","Ensemble des secteurs d'activité","Enseignement primaire/secondaire/supérieur","1 - Micro entreprise","3755","90","s","s","s"
"Nouvelle-Aquitaine","Public","Ensemble des secteurs d'activité","Enseignement primaire/secondaire/supérieur","2 - Petites entreprises","1204","313","23698","22136","774167453"
"Nouvelle-Aquitaine","Public","Ensemble des secteurs d'activité","Enseignement primaire/secondaire/supérieur","3 - Moyennes entreprises","511","476","43978","40764","1522906393"
"Nouvelle-Aquitaine","Public","Ensemble des secteurs d'activité","Enseignement primaire/secondaire/supérieur","4 - Grandes entreprises","25","13","s","s","s"
"Nouvelle-Aquitaine","Public","Ensemble des secteurs d'activité","Formation d adulte","1 - Micro entreprise","21","1","s","s","s"
"Nouvelle-Aquitaine","Public","Ensemble des secteurs d'activité","Formation d adulte","2 - Petites entreprises","44","3","s","s","s"
"Nouvelle-Aquitaine","Public","Ensemble des secteurs d'activité","Formation d adulte","3 - Moyennes entreprises","15","0","s","s","39900018"
"Nouvelle-Aquitaine","Public","Ensemble des secteurs d'activité","Formation d adulte","4 - Grandes entreprises","2","1","s","s","s"
"Nouvelle-Aquitaine","Public","Ensemble des secteurs d'activité","Hebergement medico-social et social","1 - Micro entreprise","50","22","257","244","6218328"
"Nouvelle-Aquitaine","Public","Ensemble des secteurs d'activité","Hebergement medico-social et social","2 - Petites entreprises","118","56","3849","3541","96938966"
"Nouvelle-Aquitaine","Public","Ensemble des secteurs d'activité","Hebergement medico-social et social","3 - Moyennes entreprises","257","189","20152","18703","508570224"
"Nouvelle-Aquitaine","Public","Ensemble des secteurs d'activité","Hebergement medico-social et social","4 - Grandes entreprises","5","3","2005","1853","56514093"
"Occitanie","ESS","Ensemble des secteurs d'activité","Accueil des jeunes enfants","1 - Micro entreprise","174","125","s","s","s"
"Occitanie","ESS","Ensemble des secteurs d'activité","Accueil des jeunes enfants","2 - Petites entreprises","222","152","3417","2830","s"
"Occitanie","ESS","Ensemble des secteurs d'activité","Accueil des jeunes enfants","3 - Moyennes entreprises","2","1","s","s","s"
"Occitanie","ESS","Ensemble des secteurs d'activité","Aide a domicile","1 - Micro entreprise","110","88","s","s","s"
"Occitanie","ESS","Ensemble des secteurs d'activité","Aide a domicile","2 - Petites entreprises","305","263","7571","5386","120441840"
"Occitanie","ESS","Ensemble des secteurs d'activité","Aide a domicile","3 - Moyennes entreprises","77","66","6602","5021","110617829"
"Occitanie","ESS","Ensemble des secteurs d'activité","Aide a domicile","4 - Grandes entreprises","9","8","s","s","s"
"Occitanie","ESS","Ensemble des secteurs d'activité","Aide par le travail","1 - Micro entreprise","20","7","s","s","s"
"Occitanie","ESS","Ensemble des secteurs d'activité","Aide par le travail","2 - Petites entreprises","69","15","1675","1549","s"
"Occitanie","ESS","Ensemble des secteurs d'activité","Aide par le travail","3 - Moyennes entreprises","92","17","9099","8279","127282049"
"Occitanie","ESS","Ensemble des secteurs d'activité","Aide par le travail","4 - Grandes entreprises","3","1","s","s","s"
"Occitanie","ESS","Ensemble des secteurs d'activité","Autres actions sociales","1 - Micro entreprise","573","357","s","s","s"
"Occitanie","ESS","Ensemble des secteurs d'activité","Autres actions sociales","2 - Petites entreprises","263","139","5561","4455","125834825"
"Occitanie","ESS","Ensemble des secteurs d'activité","Autres actions sociales","3 - Moyennes entreprises","60","35","s","s","s"
"Occitanie","ESS","Ensemble des secteurs d'activité","Autres actions sociales","4 - Grandes entreprises","2","2","s","s","s"
"Occitanie","ESS","Ensemble des secteurs d'activité","Autres enseignements","1 - Micro entreprise","765","716","s","s","s"
"Occitanie","ESS","Ensemble des secteurs d'activité","Autres enseignements","2 - Petites entreprises","58","43","1219","s","s"
"Occitanie","ESS","Ensemble des secteurs d'activité","Autres enseignements","3 - Moyennes entreprises","17","11","s","s","s"
"Occitanie","ESS","Ensemble des secteurs d'activité","Enseignement primaire/secondaire/supérieur","1 - Micro entreprise","255","186","s","s","s"
"Occitanie","ESS","Ensemble des secteurs d'activité","Enseignement primaire/secondaire/supérieur","2 - Petites entreprises","332","223","7788","s","s"
"Occitanie","ESS","Ensemble des secteurs d'activité","Enseignement primaire/secondaire/supérieur","3 - Moyennes entreprises","81","64","s","6026","212467969"
"Occitanie","ESS","Ensemble des secteurs d'activité","Enseignement primaire/secondaire/supérieur","4 - Grandes entreprises","1","1","s","s","s"
"Occitanie","ESS","Ensemble des secteurs d'activité","Formation d adulte","1 - Micro entreprise","296","213","s","s","s"
"Occitanie","ESS","Ensemble des secteurs d'activité","Formation d adulte","2 - Petites entreprises","64","32","1421","1187","s"
"Occitanie","ESS","Ensemble des secteurs d'activité","Formation d adulte","3 - Moyennes entreprises","7","5","s","s","s"
"Occitanie","ESS","Ensemble des secteurs d'activité","Hebergement medico-social et social","1 - Micro entreprise","260","105","s","s","s"
"Occitanie","ESS","Ensemble des secteurs d'activité","Hebergement medico-social et social","2 - Petites entreprises","477","138","14015","12226","349427710"
"Occitanie","ESS","Ensemble des secteurs d'activité","Hebergement medico-social et social","3 - Moyennes entreprises","405","157","29794","26270","747465241"
"Occitanie","ESS","Ensemble des secteurs d'activité","Hebergement medico-social et social","4 - Grandes entreprises","1","0","s","s","s"
"Occitanie","Privé Hors ESS","Ensemble des secteurs d'activité","Accueil des jeunes enfants","1 - Micro entreprise","171","109","s","s","s"
"Occitanie","Privé Hors ESS","Ensemble des secteurs d'activité","Accueil des jeunes enfants","2 - Petites entreprises","83","54","s","s","s"
"Occitanie","Privé Hors ESS","Ensemble des secteurs d'activité","Accueil des jeunes enfants","3 - Moyennes entreprises","2","1","s","s","s"
"Occitanie","Privé Hors ESS","Ensemble des secteurs d'activité","Aide a domicile","1 - Micro entreprise","204","169","s","s","s"
"Occitanie","Privé Hors ESS","Ensemble des secteurs d'activité","Aide a domicile","2 - Petites entreprises","214","163","s","s","s"
"Occitanie","Privé Hors ESS","Ensemble des secteurs d'activité","Aide a domicile","3 - Moyennes entreprises","31","21","2191","1581","32969279"
"Occitanie","Privé Hors ESS","Ensemble des secteurs d'activité","Aide a domicile","4 - Grandes entreprises","1","1","s","s","s"
"Occitanie","Privé Hors ESS","Ensemble des secteurs d'activité","Aide par le travail","1 - Micro entreprise","1","1","s","s","s"
"Occitanie","Privé Hors ESS","Ensemble des secteurs d'activité","Aide par le travail","2 - Petites entreprises","7","2","s","s","s"
"Occitanie","Privé Hors ESS","Ensemble des secteurs d'activité","Autres actions sociales","1 - Micro entreprise","34","23","s","s","s"
"Occitanie","Privé Hors ESS","Ensemble des secteurs d'activité","Autres actions sociales","2 - Petites entreprises","16","10","s","s","s"
"Occitanie","Privé Hors ESS","Ensemble des secteurs d'activité","Autres actions sociales","3 - Moyennes entreprises","2","2","s","s","s"
"Occitanie","Privé Hors ESS","Ensemble des secteurs d'activité","Autres enseignements","1 - Micro entreprise","575","537","s","s","18069765"
"Occitanie","Privé Hors ESS","Ensemble des secteurs d'activité","Autres enseignements","2 - Petites entreprises","22","18","s","s","s"
"Occitanie","Privé Hors ESS","Ensemble des secteurs d'activité","Autres enseignements","3 - Moyennes entreprises","3","1","s","s","s"
"Occitanie","Privé Hors ESS","Ensemble des secteurs d'activité","Autres enseignements","4 - Grandes entreprises","1","0","s","s","s"
"Occitanie","Privé Hors ESS","Ensemble des secteurs d'activité","Enseignement primaire/secondaire/supérieur","1 - Micro entreprise","73","57","s","s","s"
"Occitanie","Privé Hors ESS","Ensemble des secteurs d'activité","Enseignement primaire/secondaire/supérieur","2 - Petites entreprises","36","22","759","s","s"
"Occitanie","Privé Hors ESS","Ensemble des secteurs d'activité","Enseignement primaire/secondaire/supérieur","3 - Moyennes entreprises","9","9","s","623","26941586"
"Occitanie","Privé Hors ESS","Ensemble des secteurs d'activité","Formation d adulte","1 - Micro entreprise","1399","1157","2860","2674","74632059"
"Occitanie","Privé Hors ESS","Ensemble des secteurs d'activité","Formation d adulte","2 - Petites entreprises","100","74","s","s","s"
"Occitanie","Privé Hors ESS","Ensemble des secteurs d'activité","Formation d adulte","3 - Moyennes entreprises","5","1","s","s","s"
"Occitanie","Privé Hors ESS","Ensemble des secteurs d'activité","Hebergement medico-social et social","1 - Micro entreprise","31","25","s","s","s"
"Occitanie","Privé Hors ESS","Ensemble des secteurs d'activité","Hebergement medico-social et social","2 - Petites entreprises","77","69","2868","2585","70000423"
"Occitanie","Privé Hors ESS","Ensemble des secteurs d'activité","Hebergement medico-social et social","3 - Moyennes entreprises","102","82","6275","5629","155015671"
"Occitanie","Privé Hors ESS","Ensemble des secteurs d'activité","Hebergement medico-social et social","4 - Grandes entreprises","1","1","s","s","s"
"Occitanie","Public","Ensemble des secteurs d'activité","Accueil des jeunes enfants","1 - Micro entreprise","12","5","s","s","s"
"Occitanie","Public","Ensemble des secteurs d'activité","Accueil des jeunes enfants","2 - Petites entreprises","14","3","s","s","s"
"Occitanie","Public","Ensemble des secteurs d'activité","Accueil des jeunes enfants","3 - Moyennes entreprises","3","0","259","227","s"
"Occitanie","Public","Ensemble des secteurs d'activité","Accueil des jeunes enfants","4 - Grandes entreprises","1","0","s","s","s"
"Occitanie","Public","Ensemble des secteurs d'activité","Aide a domicile","1 - Micro entreprise","7","3","s","s","s"
"Occitanie","Public","Ensemble des secteurs d'activité","Aide a domicile","2 - Petites entreprises","31","7","s","s","s"
"Occitanie","Public","Ensemble des secteurs d'activité","Aide a domicile","3 - Moyennes entreprises","16","3","1820","1449","32574356"
"Occitanie","Public","Ensemble des secteurs d'activité","Aide par le travail","1 - Micro entreprise","1","0","s","s","s"
"Occitanie","Public","Ensemble des secteurs d'activité","Aide par le travail","2 - Petites entreprises","3","0","s","s","s"
"Occitanie","Public","Ensemble des secteurs d'activité","Aide par le travail","3 - Moyennes entreprises","7","3","499","340","s"
"Occitanie","Public","Ensemble des secteurs d'activité","Autres actions sociales","1 - Micro entreprise","200","150","607","555","15443952"
"Occitanie","Public","Ensemble des secteurs d'activité","Autres actions sociales","2 - Petites entreprises","115","75","s","s","s"
"Occitanie","Public","Ensemble des secteurs d'activité","Autres actions sociales","3 - Moyennes entreprises","41","32","4181","3668","98998580"
"Occitanie","Public","Ensemble des secteurs d'activité","Autres actions sociales","4 - Grandes entreprises","7","3","s","s","s"
"Occitanie","Public","Ensemble des secteurs d'activité","Autres enseignements","1 - Micro entreprise","20","1","s","s","s"
"Occitanie","Public","Ensemble des secteurs d'activité","Autres enseignements","2 - Petites entreprises","11","4","s","s","s"
"Occitanie","Public","Ensemble des secteurs d'activité","Autres enseignements","3 - Moyennes entreprises","11","8","1712","1326","42676488"
"Occitanie","Public","Ensemble des secteurs d'activité","Autres enseignements","4 - Grandes entreprises","8","3","s","s","s"
"Occitanie","Public","Ensemble des secteurs d'activité","Enseignement primaire/secondaire/supérieur","1 - Micro entreprise","3369","88","s","s","s"
"Occitanie","Public","Ensemble des secteurs d'activité","Enseignement primaire/secondaire/supérieur","2 - Petites entreprises","1202","230","22524","21091","735387555"
"Occitanie","Public","Ensemble des secteurs d'activité","Enseignement primaire/secondaire/supérieur","3 - Moyennes entreprises","491","445","44198","41183","1564080688"
"Occitanie","Public","Ensemble des secteurs d'activité","Enseignement primaire/secondaire/supérieur","4 - Grandes entreprises","39","28","s","s","s"
"Occitanie","Public","Ensemble des secteurs d'activité","Formation d adulte","1 - Micro entreprise","22","0","s","s","s"
"Occitanie","Public","Ensemble des secteurs d'activité","Formation d adulte","2 - Petites entreprises","38","2","s","s","s"
"Occitanie","Public","Ensemble des secteurs d'activité","Formation d adulte","3 - Moyennes entreprises","22","4","2519","2002","65784717"
"Occitanie","Public","Ensemble des secteurs d'activité","Formation d adulte","4 - Grandes entreprises","1","0","s","s","s"
"Occitanie","Public","Ensemble des secteurs d'activité","Hebergement medico-social et social","1 - Micro entreprise","24","5","s","s","s"
"Occitanie","Public","Ensemble des secteurs d'activité","Hebergement medico-social et social","2 - Petites entreprises","141","65","4605","4143","112494008"
"Occitanie","Public","Ensemble des secteurs d'activité","Hebergement medico-social et social","3 - Moyennes entreprises","203","123","16178","14795","414302818"
"Occitanie","Public","Ensemble des secteurs d'activité","Hebergement medico-social et social","4 - Grandes entreprises","2","1","s","s","s"
"Pays de la Loire","ESS","Ensemble des secteurs d'activité","Accueil des jeunes enfants","1 - Micro entreprise","179","115","s","s","s"
"Pays de la Loire","ESS","Ensemble des secteurs d'activité","Accueil des jeunes enfants","2 - Petites entreprises","89","49","s","s","s"
"Pays de la Loire","ESS","Ensemble des secteurs d'activité","Accueil des jeunes enfants","4 - Grandes entreprises","1","0","s","s","s"
"Pays de la Loire","ESS","Ensemble des secteurs d'activité","Aide a domicile","1 - Micro entreprise","72","61","s","s","s"
"Pays de la Loire","ESS","Ensemble des secteurs d'activité","Aide a domicile","2 - Petites entreprises","223","202","5005","3555","79243280"
"Pays de la Loire","ESS","Ensemble des secteurs d'activité","Aide a domicile","3 - Moyennes entreprises","28","16","2259","1738","41398024"
"Pays de la Loire","ESS","Ensemble des secteurs d'activité","Aide a domicile","4 - Grandes entreprises","4","3","s","s","s"
