"DEP","typo_Asso","typo_Asso_det","nb_etab","eff_31","eff_EQTP","rem_brut"
"81","ENSEIGNEMENT (PZ)","Ensemble","118","1487","1312","40865438"
"81","HEBERGEMENT ET RESTAURATION (IZ)","Ensemble","11","s","s","s"
"81","NON-CLASSES (94.99Z)","Ensemble","284","993","810","21037089"
"81","SANTE HUMAINE (QA)","Ensemble","15","276","221","8049048"
"81","SOUTIEN AUX ENTREPRISES (MN)","Ensemble","79","371","343","10043015"
"81","SPORTS ET LOISIRS (RZ2)","Ensemble","278","426","329","7591973"
"82","ACTION SOCIALE (QB)","Ensemble","147","4351","3568","90437148"
"82","AGRICULTURE SYLVICULTURE ET PECHE (AZ)","Ensemble","2","s","s","s"
"82","ARTS SPECTACLES (RZ1)","Ensemble","44","46","50","1407988"
"82","AUTRES SECTEURS D ACTIVITE DES ASSOCIATIONS","Ensemble","42","198","207","6141494"
"82","ENSEIGNEMENT (PZ)","Ensemble","66","800","712","22352251"
"82","HEBERGEMENT ET RESTAURATION (IZ)","Ensemble","10","s","s","s"
"82","NON-CLASSES (94.99Z)","Ensemble","162","448","388","9372403"
"82","SANTE HUMAINE (QA)","Ensemble","7","161","135","4581636"
"82","SOUTIEN AUX ENTREPRISES (MN)","Ensemble","53","498","744","19553493"
"82","SPORTS ET LOISIRS (RZ2)","Ensemble","148","245","186","4406512"
"83","ACTION SOCIALE (QB)","Ensemble","475","12645","10390","257266578"
"83","AGRICULTURE SYLVICULTURE ET PECHE (AZ)","Ensemble","5","7","12","303419"
"83","ARTS SPECTACLES (RZ1)","Ensemble","243","277","325","10466664"
"83","AUTRES SECTEURS D ACTIVITE DES ASSOCIATIONS","Ensemble","117","654","554","12954954"
"83","ENSEIGNEMENT (PZ)","Ensemble","217","2493","2166","70721226"
"83","HEBERGEMENT ET RESTAURATION (IZ)","Ensemble","70","605","810","21233074"
"83","NON-CLASSES (94.99Z)","Ensemble","620","2289","1878","49294900"
"83","SANTE HUMAINE (QA)","Ensemble","51","1725","1517","56230999"
"83","SOUTIEN AUX ENTREPRISES (MN)","Ensemble","85","385","384","13876550"
"83","SPORTS ET LOISIRS (RZ2)","Ensemble","485","988","879","22028614"
"84","ACTION SOCIALE (QB)","Ensemble","274","6297","5275","133898026"
"84","AGRICULTURE SYLVICULTURE ET PECHE (AZ)","Ensemble","4","s","s","s"
"84","ARTS SPECTACLES (RZ1)","Ensemble","249","350","530","17942597"
"84","AUTRES SECTEURS D ACTIVITE DES ASSOCIATIONS","Ensemble","95","435","376","10802570"
"84","ENSEIGNEMENT (PZ)","Ensemble","163","2402","2075","65662180"
"84","HEBERGEMENT ET RESTAURATION (IZ)","Ensemble","30","s","s","s"
"84","NON-CLASSES (94.99Z)","Ensemble","477","1869","1557","43228128"
"84","SANTE HUMAINE (QA)","Ensemble","24","1028","912","34686458"
"84","SOUTIEN AUX ENTREPRISES (MN)","Ensemble","131","1667","1922","52435681"
"84","SPORTS ET LOISIRS (RZ2)","Ensemble","324","550","430","9960839"
"85","ACTION SOCIALE (QB)","Ensemble","320","7873","6147","152664122"
"85","AGRICULTURE SYLVICULTURE ET PECHE (AZ)","Ensemble","9","47","44","1103750"
"85","ARTS SPECTACLES (RZ1)","Ensemble","141","152","167","4878368"
"85","AUTRES SECTEURS D ACTIVITE DES ASSOCIATIONS","Ensemble","69","406","315","8677066"
"85","ENSEIGNEMENT (PZ)","Ensemble","417","6837","6038","193709214"
"85","HEBERGEMENT ET RESTAURATION (IZ)","Ensemble","85","509","474","11351499"
"85","NON-CLASSES (94.99Z)","Ensemble","426","1450","1227","31085047"
"85","SANTE HUMAINE (QA)","Ensemble","48","941","763","27107570"
"85","SOUTIEN AUX ENTREPRISES (MN)","Ensemble","187","2109","1866","52411511"
"85","SPORTS ET LOISIRS (RZ2)","Ensemble","543","904","708","17005751"
"86","ACTION SOCIALE (QB)","Ensemble","268","7123","5852","141438726"
"86","AGRICULTURE SYLVICULTURE ET PECHE (AZ)","Ensemble","4","29","43","746466"
"86","ARTS SPECTACLES (RZ1)","Ensemble","195","231","322","10541252"
"86","AUTRES SECTEURS D ACTIVITE DES ASSOCIATIONS","Ensemble","62","324","263","6793590"
"86","ENSEIGNEMENT (PZ)","Ensemble","154","2028","1780","57106422"
"86","HEBERGEMENT ET RESTAURATION (IZ)","Ensemble","14","91","78","2048035"
"86","NON-CLASSES (94.99Z)","Ensemble","365","1422","1185","35241046"
"86","SANTE HUMAINE (QA)","Ensemble","11","266","237","10572892"
"86","SOUTIEN AUX ENTREPRISES (MN)","Ensemble","83","891","777","21786305"
"86","SPORTS ET LOISIRS (RZ2)","Ensemble","330","562","483","11864583"
"87","ACTION SOCIALE (QB)","Ensemble","207","4214","3487","86484257"
"87","AGRICULTURE SYLVICULTURE ET PECHE (AZ)","Ensemble","7","55","40","931638"
"87","ARTS SPECTACLES (RZ1)","Ensemble","137","209","240","7051614"
"87","AUTRES SECTEURS D ACTIVITE DES ASSOCIATIONS","Ensemble","83","446","385","10592281"
"87","ENSEIGNEMENT (PZ)","Ensemble","80","1115","986","31496382"
"87","HEBERGEMENT ET RESTAURATION (IZ)","Ensemble","12","56","57","1604792"
"87","NON-CLASSES (94.99Z)","Ensemble","190","570","504","14500971"
"87","SANTE HUMAINE (QA)","Ensemble","36","594","543","19028666"
"87","SOUTIEN AUX ENTREPRISES (MN)","Ensemble","127","858","765","20752024"
"87","SPORTS ET LOISIRS (RZ2)","Ensemble","206","384","337","8100168"
"88","ACTION SOCIALE (QB)","Ensemble","230","6025","4881","114151308"
"88","AGRICULTURE SYLVICULTURE ET PECHE (AZ)","Ensemble","5","77","70","1289241"
"88","ARTS SPECTACLES (RZ1)","Ensemble","62","106","102","2731546"
"88","AUTRES SECTEURS D ACTIVITE DES ASSOCIATIONS","Ensemble","65","259","208","4948877"
"88","ENSEIGNEMENT (PZ)","Ensemble","71","1130","1019","32418980"
"88","HEBERGEMENT ET RESTAURATION (IZ)","Ensemble","42","208","212","5400339"
"88","NON-CLASSES (94.99Z)","Ensemble","175","456","416","10349500"
"88","SANTE HUMAINE (QA)","Ensemble","21","189","170","6581391"
"88","SOUTIEN AUX ENTREPRISES (MN)","Ensemble","45","540","430","11312922"
"88","SPORTS ET LOISIRS (RZ2)","Ensemble","181","334","279","6342767"
"89","ACTION SOCIALE (QB)","Ensemble","207","4223","3476","90127773"
"89","AGRICULTURE SYLVICULTURE ET PECHE (AZ)","Ensemble","1","s","s","s"
"89","ARTS SPECTACLES (RZ1)","Ensemble","111","106","141","4321010"
"89","AUTRES SECTEURS D ACTIVITE DES ASSOCIATIONS","Ensemble","43","288","224","6007165"
"89","ENSEIGNEMENT (PZ)","Ensemble","64","838","803","25056747"
"89","HEBERGEMENT ET RESTAURATION (IZ)","Ensemble","10","s","s","s"
"89","NON-CLASSES (94.99Z)","Ensemble","165","470","426","11252393"
"89","SANTE HUMAINE (QA)","Ensemble","24","405","337","11857474"
"89","SOUTIEN AUX ENTREPRISES (MN)","Ensemble","89","739","657","16624655"
"89","SPORTS ET LOISIRS (RZ2)","Ensemble","145","298","264","6009003"
"90","ACTION SOCIALE (QB)","Ensemble","55","1803","1522","35431378"
"90","ARTS SPECTACLES (RZ1)","Ensemble","29","71","s","3422781"
"90","AUTRES SECTEURS D ACTIVITE DES ASSOCIATIONS","Ensemble","21","140","110","s"
"90","ENSEIGNEMENT (PZ)","Ensemble","26","427","375","11740289"
"90","HEBERGEMENT ET RESTAURATION (IZ)","Ensemble","3","17","s","s"
"90","NON-CLASSES (94.99Z)","Ensemble","79","598","478","11603410"
"90","SANTE HUMAINE (QA)","Ensemble","12","302","238","9222337"
"90","SOUTIEN AUX ENTREPRISES (MN)","Ensemble","12","168","122","s"
"90","SPORTS ET LOISIRS (RZ2)","Ensemble","57","100","s","s"
"91","ACTION SOCIALE (QB)","Ensemble","441","12556","10923","300136387"
"91","AGRICULTURE SYLVICULTURE ET PECHE (AZ)","Ensemble","4","s","s","s"
"91","ARTS SPECTACLES (RZ1)","Ensemble","281","312","326","10373795"
"91","AUTRES SECTEURS D ACTIVITE DES ASSOCIATIONS","Ensemble","100","698","606","16371650"
"91","ENSEIGNEMENT (PZ)","Ensemble","220","3758","3192","105530818"
"91","HEBERGEMENT ET RESTAURATION (IZ)","Ensemble","16","s","s","s"
"91","NON-CLASSES (94.99Z)","Ensemble","542","2045","1624","51172747"
"91","SANTE HUMAINE (QA)","Ensemble","40","2695","2357","88951213"
"91","SOUTIEN AUX ENTREPRISES (MN)","Ensemble","78","1206","1024","36897083"
"91","SPORTS ET LOISIRS (RZ2)","Ensemble","656","1841","1260","41499890"
"92","ACTION SOCIALE (QB)","Ensemble","518","12303","10621","286904274"
"92","AGRICULTURE SYLVICULTURE ET PECHE (AZ)","Ensemble","4","s","s","s"
"92","ARTS SPECTACLES (RZ1)","Ensemble","460","652","731","23231229"
"92","AUTRES SECTEURS D ACTIVITE DES ASSOCIATIONS","Ensemble","189","1497","1329","48229560"
"92","ENSEIGNEMENT (PZ)","Ensemble","345","7611","6550","251216059"
"92","HEBERGEMENT ET RESTAURATION (IZ)","Ensemble","37","s","s","s"
"92","NON-CLASSES (94.99Z)","Ensemble","803","4241","3458","124181666"
"92","SANTE HUMAINE (QA)","Ensemble","97","7544","6978","300039469"
"92","SOUTIEN AUX ENTREPRISES (MN)","Ensemble","128","1574","1333","55688141"
"92","SPORTS ET LOISIRS (RZ2)","Ensemble","457","3139","2257","80400778"
"93","ACTION SOCIALE (QB)","Ensemble","479","13853","12012","327010746"
"93","AGRICULTURE SYLVICULTURE ET PECHE (AZ)","Ensemble","1","s","s","s"
"93","ARTS SPECTACLES (RZ1)","Ensemble","611","729","910","30119758"
"93","AUTRES SECTEURS D ACTIVITE DES ASSOCIATIONS","Ensemble","171","1201","983","30180097"
"93","ENSEIGNEMENT (PZ)","Ensemble","259","4496","4079","134069974"
"93","HEBERGEMENT ET RESTAURATION (IZ)","Ensemble","37","s","s","s"
"93","NON-CLASSES (94.99Z)","Ensemble","709","3205","2885","88621099"
"93","SANTE HUMAINE (QA)","Ensemble","62","1942","1652","74263847"
"93","SOUTIEN AUX ENTREPRISES (MN)","Ensemble","80","1387","1283","42539919"
"93","SPORTS ET LOISIRS (RZ2)","Ensemble","380","1873","1433","40380498"
"94","ACTION SOCIALE (QB)","Ensemble","431","11923","10269","272023801"
"94","AGRICULTURE SYLVICULTURE ET PECHE (AZ)","Ensemble","1","s","s","s"
"94","ARTS SPECTACLES (RZ1)","Ensemble","492","804","925","35198462"
"94","AUTRES SECTEURS D ACTIVITE DES ASSOCIATIONS","Ensemble","147","815","638","18207052"
"94","ENSEIGNEMENT (PZ)","Ensemble","231","5326","4387","151897599"
"94","HEBERGEMENT ET RESTAURATION (IZ)","Ensemble","41","s","532","18032895"
"94","NON-CLASSES (94.99Z)","Ensemble","561","2096","1742","55544028"
"94","SANTE HUMAINE (QA)","Ensemble","78","5628","5064","206770359"
"94","SOUTIEN AUX ENTREPRISES (MN)","Ensemble","71","524","s","s"
"94","SPORTS ET LOISIRS (RZ2)","Ensemble","470","2210","1518","46636546"
"95","ACTION SOCIALE (QB)","Ensemble","367","9946","8731","228582257"
"95","ARTS SPECTACLES (RZ1)","Ensemble","206","s","s","s"
"95","AUTRES SECTEURS D ACTIVITE DES ASSOCIATIONS","Ensemble","85","406","354","9466725"
"95","ENSEIGNEMENT (PZ)","Ensemble","229","4295","3742","137618407"
"95","HEBERGEMENT ET RESTAURATION (IZ)","Ensemble","24","s","s","s"
"95","NON-CLASSES (94.99Z)","Ensemble","474","2009","1608","47674882"
"95","SANTE HUMAINE (QA)","Ensemble","42","1360","1159","44609220"
"95","SOUTIEN AUX ENTREPRISES (MN)","Ensemble","52","885","783","20129806"
"95","SPORTS ET LOISIRS (RZ2)","Ensemble","506","1150","775","21355980"
"971","ACTION SOCIALE (QB)","Ensemble","290","4593","3949","107309920"
"971","AGRICULTURE SYLVICULTURE ET PECHE (AZ)","Ensemble","6","66","80","1748804"
"971","ARTS SPECTACLES (RZ1)","Ensemble","31","73","77","2194289"
"971","AUTRES SECTEURS D ACTIVITE DES ASSOCIATIONS","Ensemble","83","440","378","9721684"
"971","ENSEIGNEMENT (PZ)","Ensemble","100","1382","1261","44209907"
"971","HEBERGEMENT ET RESTAURATION (IZ)","Ensemble","10","160","130","3366441"
"971","NON-CLASSES (94.99Z)","Ensemble","241","1409","1218","32403657"
"971","SANTE HUMAINE (QA)","Ensemble","24","537","462","18639435"
"971","SOUTIEN AUX ENTREPRISES (MN)","Ensemble","43","369","360","10217165"
"971","SPORTS ET LOISIRS (RZ2)","Ensemble","93","251","241","5851567"
"972","ACTION SOCIALE (QB)","Ensemble","209","3932","3302","90496654"
"972","AGRICULTURE SYLVICULTURE ET PECHE (AZ)","Ensemble","3","s","s","s"
"972","ARTS SPECTACLES (RZ1)","Ensemble","48","251","194","5185192"
"972","AUTRES SECTEURS D ACTIVITE DES ASSOCIATIONS","Ensemble","91","415","379","9427099"
"972","ENSEIGNEMENT (PZ)","Ensemble","72","1213","1069","40954768"
"972","HEBERGEMENT ET RESTAURATION (IZ)","Ensemble","7","s","s","s"
"972","NON-CLASSES (94.99Z)","Ensemble","306","2450","1928","49305440"
"972","SANTE HUMAINE (QA)","Ensemble","21","402","358","14114373"
"972","SOUTIEN AUX ENTREPRISES (MN)","Ensemble","39","476","404","18791552"
"972","SPORTS ET LOISIRS (RZ2)","Ensemble","119","432","421","10542615"
"973","ACTION SOCIALE (QB)","Ensemble","88","1567","1439","43044556"
"973","ARTS SPECTACLES (RZ1)","Ensemble","19","s","s","s"
"973","AUTRES SECTEURS D ACTIVITE DES ASSOCIATIONS","Ensemble","32","104","92","2937723"
"973","ENSEIGNEMENT (PZ)","Ensemble","24","527","465","16461930"
"973","HEBERGEMENT ET RESTAURATION (IZ)","Ensemble","1","s","s","s"
"973","NON-CLASSES (94.99Z)","Ensemble","144","941","825","22641696"
"973","SANTE HUMAINE (QA)","Ensemble","11","545","553","26725251"
"973","SOUTIEN AUX ENTREPRISES (MN)","Ensemble","24","210","180","7744316"
"973","SPORTS ET LOISIRS (RZ2)","Ensemble","37","127","124","2940756"
"974","ACTION SOCIALE (QB)","Ensemble","384","7878","6813","181654277"
"974","AGRICULTURE SYLVICULTURE ET PECHE (AZ)","Ensemble","8","s","s","s"
"974","ARTS SPECTACLES (RZ1)","Ensemble","141","267","296","8618003"
"974","AUTRES SECTEURS D ACTIVITE DES ASSOCIATIONS","Ensemble","174","800","674","16978607"
"974","ENSEIGNEMENT (PZ)","Ensemble","127","1929","1793","72980948"
"974","HEBERGEMENT ET RESTAURATION (IZ)","Ensemble","12","s","s","s"
"974","NON-CLASSES (94.99Z)","Ensemble","598","3679","3175","73201618"
"974","SANTE HUMAINE (QA)","Ensemble","30","941","863","37374286"
"974","SOUTIEN AUX ENTREPRISES (MN)","Ensemble","103","1972","1743","45299603"
"974","SPORTS ET LOISIRS (RZ2)","Ensemble","315","1076","1046","23389800"
"1","ACTION SOCIALE (QB)","Accueil d adultes handicapes ou pers. agees","8","s","s","s"
"1","ACTION SOCIALE (QB)","Accueil d enfants et d adolescents","1","s","s","s"
"1","ACTION SOCIALE (QB)","Accueil d enfants handicapes","5","90","65","1786888"
"1","ACTION SOCIALE (QB)","Accueil des jeunes enfants","44","469","395","9221004"
"1","ACTION SOCIALE (QB)","Action sociale NCA","66","1889","1486","38670630"
"1","ACTION SOCIALE (QB)","Aide a domicile","35","1190","904","20163106"
"1","ACTION SOCIALE (QB)","Aide par le travail","23","1517","1269","22290800"
"1","ACTION SOCIALE (QB)","Hebergement medico-social de personnes agees","37","1122","976","27001726"
"1","ACTION SOCIALE (QB)","Hebergement medico-social de personnes en difficulte","29","715","605","16261304"
"1","ACTION SOCIALE (QB)","Hebergement medico-social de personnes handicapees","45","1990","1773","50887814"
"1","ENSEIGNEMENT (PZ)","Autres enseignements","35","150","123","3828883"
"1","ENSEIGNEMENT (PZ)","Enseignement culturel","45","124","63","1606595"
"1","ENSEIGNEMENT (PZ)","Enseignement primaire/secondaire/supérieur","70","1896","1645","51845735"
"1","ENSEIGNEMENT (PZ)","Formation continue d adultes","17","108","100","3176846"
"1","SPORTS ET LOISIRS (RZ2)","Loisirs","47","267","219","5105093"
"1","SPORTS ET LOISIRS (RZ2)","Sports","403","537","390","9963914"
"2","ACTION SOCIALE (QB)","Accueil d adultes handicapes ou pers. agees","11","182","166","3087990"
"2","ACTION SOCIALE (QB)","Accueil d enfants et d adolescents","5","241","224","6439319"
"2","ACTION SOCIALE (QB)","Accueil d enfants handicapes","9","103","79","2460894"
"2","ACTION SOCIALE (QB)","Accueil des jeunes enfants","23","125","103","2389244"
"2","ACTION SOCIALE (QB)","Action sociale NCA","52","856","649","16602260"
"2","ACTION SOCIALE (QB)","Aide a domicile","24","788","569","12575300"
"2","ACTION SOCIALE (QB)","Aide par le travail","17","1300","1173","17600477"
"2","ACTION SOCIALE (QB)","Hebergement medico-social de personnes agees","14","558","483","12925557"
"2","ACTION SOCIALE (QB)","Hebergement medico-social de personnes en difficulte","21","400","346","10343724"
"2","ACTION SOCIALE (QB)","Hebergement medico-social de personnes handicapees","47","1177","1003","27966501"
"2","ENSEIGNEMENT (PZ)","Autres enseignements","23","75","57","1648680"
"2","ENSEIGNEMENT (PZ)","Enseignement culturel","9","14","8","194157"
"2","ENSEIGNEMENT (PZ)","Enseignement primaire/secondaire/supérieur","47","1328","1180","38386086"
"2","ENSEIGNEMENT (PZ)","Formation continue d adultes","20","337","303","9375395"
"2","SPORTS ET LOISIRS (RZ2)","Loisirs","13","36","33","842740"
"2","SPORTS ET LOISIRS (RZ2)","Sports","214","247","223","5097172"
"3","ACTION SOCIALE (QB)","Accueil d adultes handicapes ou pers. agees","6","s","s","s"
"3","ACTION SOCIALE (QB)","Accueil d enfants et d adolescents","1","s","s","s"
"3","ACTION SOCIALE (QB)","Accueil des jeunes enfants","8","58","47","1136130"
"3","ACTION SOCIALE (QB)","Action sociale NCA","72","690","601","15544488"
"3","ACTION SOCIALE (QB)","Aide a domicile","23","1208","860","20622826"
"3","ACTION SOCIALE (QB)","Aide par le travail","16","1213","995","18861205"
"3","ACTION SOCIALE (QB)","Hebergement medico-social de personnes agees","19","669","602","16095761"
"3","ACTION SOCIALE (QB)","Hebergement medico-social de personnes en difficulte","21","214","178","5079008"
"3","ACTION SOCIALE (QB)","Hebergement medico-social de personnes handicapees","38","1245","1108","32144206"
"3","ENSEIGNEMENT (PZ)","Autres enseignements","20","140","139","4576246"
"3","ENSEIGNEMENT (PZ)","Enseignement culturel","10","7","6","141058"
"3","ENSEIGNEMENT (PZ)","Enseignement primaire/secondaire/supérieur","35","712","630","20920456"
"3","ENSEIGNEMENT (PZ)","Formation continue d adultes","7","103","96","3053585"
"3","SPORTS ET LOISIRS (RZ2)","Loisirs","15","69","64","1478471"
"3","SPORTS ET LOISIRS (RZ2)","Sports","167","220","186","4337889"
"4","ACTION SOCIALE (QB)","Accueil d adultes handicapes ou pers. agees","4","s","22","570114"
"4","ACTION SOCIALE (QB)","Accueil d enfants et d adolescents","4","s","67","1897831"
"4","ACTION SOCIALE (QB)","Accueil des jeunes enfants","23","226","198","4561120"
"4","ACTION SOCIALE (QB)","Action sociale NCA","37","457","344","8827036"
"4","ACTION SOCIALE (QB)","Aide a domicile","32","505","340","7512414"
"4","ACTION SOCIALE (QB)","Aide par le travail","6","434","355","7180012"
"4","ACTION SOCIALE (QB)","Hebergement medico-social de personnes agees","10","282","246","6848557"
"4","ACTION SOCIALE (QB)","Hebergement medico-social de personnes en difficulte","13","276","248","7366225"
"4","ACTION SOCIALE (QB)","Hebergement medico-social de personnes handicapees","20","533","422","12065884"
"4","ENSEIGNEMENT (PZ)","Autres enseignements","13","29","27","745682"
"4","ENSEIGNEMENT (PZ)","Enseignement culturel","12","16","12","294056"
"4","ENSEIGNEMENT (PZ)","Enseignement primaire/secondaire/supérieur","6","159","143","4510883"
"4","ENSEIGNEMENT (PZ)","Formation continue d adultes","7","21","17","498611"
"4","SPORTS ET LOISIRS (RZ2)","Loisirs","9","29","27","561155"
"4","SPORTS ET LOISIRS (RZ2)","Sports","115","112","116","2833605"
"5","ACTION SOCIALE (QB)","Accueil d adultes handicapes ou pers. agees","2","s","s","s"
"5","ACTION SOCIALE (QB)","Accueil d enfants et d adolescents","3","s","s","s"
"5","ACTION SOCIALE (QB)","Accueil d enfants handicapes","1","s","s","s"
"5","ACTION SOCIALE (QB)","Accueil des jeunes enfants","21","167","147","3350275"
"5","ACTION SOCIALE (QB)","Action sociale NCA","39","352","289","7464467"
"5","ACTION SOCIALE (QB)","Aide a domicile","13","331","235","5341804"
"5","ACTION SOCIALE (QB)","Aide par le travail","3","105","89","1513652"
"5","ACTION SOCIALE (QB)","Hebergement medico-social de personnes agees","11","391","340","9961864"
"5","ACTION SOCIALE (QB)","Hebergement medico-social de personnes en difficulte","10","308","261","5955665"
"5","ACTION SOCIALE (QB)","Hebergement medico-social de personnes handicapees","17","913","748","19950824"
"5","ENSEIGNEMENT (PZ)","Autres enseignements","24","67","59","1771025"
"5","ENSEIGNEMENT (PZ)","Enseignement culturel","5","33","27","934743"
"5","ENSEIGNEMENT (PZ)","Enseignement primaire/secondaire/supérieur","10","201","189","5790945"
"5","ENSEIGNEMENT (PZ)","Formation continue d adultes","7","41","34","1095329"
"5","SPORTS ET LOISIRS (RZ2)","Loisirs","9","9","7","153068"
"5","SPORTS ET LOISIRS (RZ2)","Sports","111","224","192","4977995"
"6","ACTION SOCIALE (QB)","Accueil d adultes handicapes ou pers. agees","23","650","558","12959357"
"6","ACTION SOCIALE (QB)","Accueil d enfants et d adolescents","1","s","s","s"
"6","ACTION SOCIALE (QB)","Accueil d enfants handicapes","12","s","s","s"
"6","ACTION SOCIALE (QB)","Accueil des jeunes enfants","35","454","395","10116973"
"6","ACTION SOCIALE (QB)","Action sociale NCA","99","1387","1222","34696030"
"6","ACTION SOCIALE (QB)","Aide a domicile","51","1014","686","15301882"
"6","ACTION SOCIALE (QB)","Aide par le travail","11","1335","1154","17928893"
"6","ACTION SOCIALE (QB)","Hebergement medico-social de personnes agees","22","705","648","18754239"
"6","ACTION SOCIALE (QB)","Hebergement medico-social de personnes en difficulte","41","936","850","25327147"
"6","ACTION SOCIALE (QB)","Hebergement medico-social de personnes handicapees","46","2028","1818","53221290"
"6","ENSEIGNEMENT (PZ)","Autres enseignements","54","217","222","6196078"
"6","ENSEIGNEMENT (PZ)","Enseignement culturel","32","207","147","5640973"
"6","ENSEIGNEMENT (PZ)","Enseignement primaire/secondaire/supérieur","71","2694","2451","90939165"
"6","ENSEIGNEMENT (PZ)","Formation continue d adultes","43","278","238","8701473"
"6","SPORTS ET LOISIRS (RZ2)","Loisirs","45","231","194","4847161"
"6","SPORTS ET LOISIRS (RZ2)","Sports","419","1106","860","24111048"
"7","ACTION SOCIALE (QB)","Accueil d adultes handicapes ou pers. agees","9","189","133","3781023"
"7","ACTION SOCIALE (QB)","Accueil d enfants et d adolescents","10","s","s","s"
"7","ACTION SOCIALE (QB)","Accueil d enfants handicapes","4","s","s","s"
"7","ACTION SOCIALE (QB)","Accueil des jeunes enfants","31","334","276","6599252"
"7","ACTION SOCIALE (QB)","Action sociale NCA","43","569","455","11671395"
"7","ACTION SOCIALE (QB)","Aide a domicile","33","1555","1099","24507902"
"7","ACTION SOCIALE (QB)","Aide par le travail","10","899","817","14243370"
"7","ACTION SOCIALE (QB)","Hebergement medico-social de personnes agees","9","513","409","11110574"
"7","ACTION SOCIALE (QB)","Hebergement medico-social de personnes en difficulte","36","389","327","9691286"
"7","ACTION SOCIALE (QB)","Hebergement medico-social de personnes handicapees","23","779","689","19318748"
"7","ENSEIGNEMENT (PZ)","Autres enseignements","20","77","61","1816875"
"7","ENSEIGNEMENT (PZ)","Enseignement culturel","12","s","s","s"
"7","ENSEIGNEMENT (PZ)","Enseignement primaire/secondaire/supérieur","116","1815","1682","55555578"
"7","ENSEIGNEMENT (PZ)","Formation continue d adultes","8","39","36","1075621"
"7","SPORTS ET LOISIRS (RZ2)","Loisirs","28","83","98","2408072"
"7","SPORTS ET LOISIRS (RZ2)","Sports","231","269","218","4970714"
"8","ACTION SOCIALE (QB)","Accueil d adultes handicapes ou pers. agees","1","s","s","s"
"8","ACTION SOCIALE (QB)","Accueil d enfants et d adolescents","3","s","s","s"
"8","ACTION SOCIALE (QB)","Accueil d enfants handicapes","12","291","244","7573439"
"8","ACTION SOCIALE (QB)","Accueil des jeunes enfants","11","100","75","1784093"
"8","ACTION SOCIALE (QB)","Action sociale NCA","67","1026","778","18283105"
"8","ACTION SOCIALE (QB)","Aide a domicile","11","707","430","10143190"
"8","ACTION SOCIALE (QB)","Aide par le travail","9","570","518","8504960"
"8","ACTION SOCIALE (QB)","Hebergement medico-social de personnes agees","6","224","211","5199123"
"8","ACTION SOCIALE (QB)","Hebergement medico-social de personnes en difficulte","11","281","246","6964433"
"8","ACTION SOCIALE (QB)","Hebergement medico-social de personnes handicapees","13","728","604","16470119"
"8","ENSEIGNEMENT (PZ)","Autres enseignements","6","26","s","933428"
"8","ENSEIGNEMENT (PZ)","Enseignement culturel","1","s","s","s"
"8","ENSEIGNEMENT (PZ)","Enseignement primaire/secondaire/supérieur","22","621","552","17450716"
"8","ENSEIGNEMENT (PZ)","Formation continue d adultes","10","62","62","1894819"
"8","SPORTS ET LOISIRS (RZ2)","Loisirs","13","27","20","378108"
"8","SPORTS ET LOISIRS (RZ2)","Sports","102","193","168","4337125"
"9","ACTION SOCIALE (QB)","Accueil d adultes handicapes ou pers. agees","2","s","s","s"
"9","ACTION SOCIALE (QB)","Accueil d enfants et d adolescents","3","s","s","s"
"9","ACTION SOCIALE (QB)","Accueil des jeunes enfants","4","49","37","890649"
"9","ACTION SOCIALE (QB)","Action sociale NCA","26","229","160","4378887"
"9","ACTION SOCIALE (QB)","Aide a domicile","10","554","449","10176138"
"9","ACTION SOCIALE (QB)","Aide par le travail","13","529","445","7799571"
"9","ACTION SOCIALE (QB)","Hebergement medico-social de personnes agees","11","405","346","9197727"
"9","ACTION SOCIALE (QB)","Hebergement medico-social de personnes en difficulte","18","245","203","5913157"
"9","ACTION SOCIALE (QB)","Hebergement medico-social de personnes handicapees","24","671","561","15950546"
"9","ENSEIGNEMENT (PZ)","Autres enseignements","11","21","17","444649"
"9","ENSEIGNEMENT (PZ)","Enseignement culturel","4","6","s","s"
"9","ENSEIGNEMENT (PZ)","Enseignement primaire/secondaire/supérieur","15","226","190","5874909"
"9","ENSEIGNEMENT (PZ)","Formation continue d adultes","9","17","s","s"
"9","SPORTS ET LOISIRS (RZ2)","Loisirs","13","36","30","863048"
"9","SPORTS ET LOISIRS (RZ2)","Sports","83","116","102","2524545"
"10","ACTION SOCIALE (QB)","Accueil d adultes handicapes ou pers. agees","2","s","s","s"
"10","ACTION SOCIALE (QB)","Accueil d enfants et d adolescents","7","87","81","2471734"
"10","ACTION SOCIALE (QB)","Accueil d enfants handicapes","7","175","156","5146933"
"10","ACTION SOCIALE (QB)","Accueil des jeunes enfants","9","s","s","s"
"10","ACTION SOCIALE (QB)","Action sociale NCA","40","527","420","10666990"
"10","ACTION SOCIALE (QB)","Aide a domicile","46","952","735","16372866"
"10","ACTION SOCIALE (QB)","Aide par le travail","16","1053","880","16533762"
"10","ACTION SOCIALE (QB)","Hebergement medico-social de personnes agees","12","620","525","14401684"
"10","ACTION SOCIALE (QB)","Hebergement medico-social de personnes en difficulte","22","424","383","11357281"
"10","ACTION SOCIALE (QB)","Hebergement medico-social de personnes handicapees","26","736","664","18388572"
"10","ENSEIGNEMENT (PZ)","Autres enseignements","9","11","6","193914"
