"DEP","typo_Mut","typo_Mut_det","nb_etab","eff_31","eff_EQTP","rem_brut"
"4","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Assurances","23","s","s","s"
"5","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Assurances","19","60","60","2322538"
"6","ACTION SOCIALE (QB)","Action sociale sans hebergement","8","194","138","3334589"
"6","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Activites de services financiers et d assurances","2","s","s","s"
"6","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Assurances","104","s","s","s"
"7","ACTION SOCIALE (QB)","Action sociale sans hebergement","1","s","s","s"
"7","ACTION SOCIALE (QB)","Hebergement medico-social et social","13","s","s","s"
"7","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Activites de services financiers et d assurances","1","s","s","s"
"7","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Assurances","32","s","s","s"
"8","ACTION SOCIALE (QB)","Action sociale sans hebergement","1","s","s","s"
"8","ACTION SOCIALE (QB)","Hebergement medico-social et social","3","s","s","s"
"8","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Activites de services financiers et d assurances","1","s","s","s"
"8","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Assurances","21","s","s","s"
"9","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Assurances","13","51","44","1577350"
"10","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Activites de services financiers et d assurances","1","s","s","s"
"10","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Assurances","26","s","s","s"
"11","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Activites de services financiers et d assurances","3","14","15","579022"
"11","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Assurances","31","214","202","6968853"
"12","ACTION SOCIALE (QB)","Hebergement medico-social et social","2","s","s","s"
"12","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Activites de services financiers et d assurances","1","s","s","s"
"12","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Assurances","32","s","s","s"
"13","ACTION SOCIALE (QB)","Action sociale sans hebergement","9","108","71","1853079"
"13","ACTION SOCIALE (QB)","Hebergement medico-social et social","4","215","195","5448738"
"13","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Activites de services financiers et d assurances","9","153","145","6162461"
"13","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Assurances","163","2564","2293","95504127"
"14","ACTION SOCIALE (QB)","Action sociale sans hebergement","11","208","153","3213575"
"14","ACTION SOCIALE (QB)","Hebergement medico-social et social","13","464","431","11291366"
"14","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Assurances","52","509","477","18077415"
"15","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Activites de services financiers et d assurances","2","s","s","s"
"15","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Assurances","19","s","s","s"
"16","ACTION SOCIALE (QB)","Action sociale sans hebergement","2","s","s","s"
"16","ACTION SOCIALE (QB)","Hebergement medico-social et social","4","s","s","s"
"16","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Assurances","36","390","363","14058709"
"17","ACTION SOCIALE (QB)","Action sociale sans hebergement","2","s","s","s"
"17","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Activites de services financiers et d assurances","1","s","s","s"
"17","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Assurances","55","s","s","s"
"18","ACTION SOCIALE (QB)","Action sociale sans hebergement","2","s","s","s"
"18","ACTION SOCIALE (QB)","Hebergement medico-social et social","2","s","s","s"
"18","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Activites de services financiers et d assurances","1","s","s","s"
"18","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Assurances","32","s","s","s"
"19","ACTION SOCIALE (QB)","Action sociale sans hebergement","3","s","s","s"
"19","ACTION SOCIALE (QB)","Hebergement medico-social et social","5","s","s","s"
"19","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Assurances","25","205","196","7537147"
"21","ACTION SOCIALE (QB)","Action sociale sans hebergement","18","1676","1343","26699687"
"21","ACTION SOCIALE (QB)","Hebergement medico-social et social","25","1061","902","24696376"
"21","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Assurances","55","889","850","34377764"
"22","ACTION SOCIALE (QB)","Hebergement medico-social et social","10","301","234","6163978"
"22","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Assurances","39","727","686","24551417"
"23","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Activites de services financiers et d assurances","1","s","s","s"
"23","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Assurances","10","s","s","s"
"24","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Activites de services financiers et d assurances","1","s","s","s"
"24","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Assurances","31","s","s","s"
"25","ACTION SOCIALE (QB)","Action sociale sans hebergement","1","s","s","s"
"25","ACTION SOCIALE (QB)","Hebergement medico-social et social","13","s","s","s"
"25","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Activites de services financiers et d assurances","3","10","9","360305"
"25","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Assurances","47","389","362","14334739"
"26","ACTION SOCIALE (QB)","Action sociale sans hebergement","14","1011","755","18957933"
"26","ACTION SOCIALE (QB)","Hebergement medico-social et social","27","675","614","17290621"
"26","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Assurances","40","853","774","30030678"
"27","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Assurances","34","174","155","5755175"
"28","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Activites de services financiers et d assurances","1","s","s","s"
"28","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Assurances","32","s","s","s"
"29","ACTION SOCIALE (QB)","Action sociale sans hebergement","10","392","325","7619863"
"29","ACTION SOCIALE (QB)","Hebergement medico-social et social","11","422","355","9620041"
"29","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Activites de services financiers et d assurances","1","s","s","s"
"29","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Assurances","63","s","s","s"
"2A","ACTION SOCIALE (QB)","Hebergement medico-social et social","2","s","s","s"
"2A","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Activites de services financiers et d assurances","1","s","s","s"
"2A","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Assurances","13","s","s","s"
"2B","ACTION SOCIALE (QB)","Action sociale sans hebergement","3","s","24","717051"
"2B","ACTION SOCIALE (QB)","Hebergement medico-social et social","4","s","66","2086953"
"2B","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Activites de services financiers et d assurances","1","s","s","s"
"2B","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Assurances","19","s","s","s"
"30","ACTION SOCIALE (QB)","Action sociale sans hebergement","2","s","s","s"
"30","ACTION SOCIALE (QB)","Hebergement medico-social et social","3","s","s","s"
"30","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Activites de services financiers et d assurances","1","s","s","s"
"30","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Assurances","50","s","s","s"
"31","ACTION SOCIALE (QB)","Action sociale sans hebergement","17","s","s","s"
"31","ACTION SOCIALE (QB)","Hebergement medico-social et social","1","s","s","s"
"31","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Activites de services financiers et d assurances","9","196","184","7318650"
"31","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Assurances","112","1837","1707","72346088"
"32","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Assurances","16","s","s","s"
"33","ACTION SOCIALE (QB)","Action sociale sans hebergement","6","s","s","s"
"33","ACTION SOCIALE (QB)","Hebergement medico-social et social","2","s","s","s"
"33","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Activites de services financiers et d assurances","4","13","13","524081"
"33","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Assurances","119","1935","1774","69286581"
"34","ACTION SOCIALE (QB)","Action sociale sans hebergement","4","39","33","737222"
"34","ACTION SOCIALE (QB)","Hebergement medico-social et social","21","849","747","20296339"
"34","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Activites de services financiers et d assurances","3","11","9","404483"
"34","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Assurances","82","1966","1775","73020861"
"35","ACTION SOCIALE (QB)","Action sociale sans hebergement","1","s","s","s"
"35","ACTION SOCIALE (QB)","Hebergement medico-social et social","1","s","s","s"
"35","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Activites de services financiers et d assurances","5","82","79","3174753"
"35","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Assurances","71","1256","1169","46339856"
"36","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Activites de services financiers et d assurances","1","s","s","s"
"36","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Assurances","18","s","s","s"
"37","ACTION SOCIALE (QB)","Action sociale sans hebergement","11","87","80","1894102"
"37","ACTION SOCIALE (QB)","Hebergement medico-social et social","11","423","360","9996457"
"37","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Activites de services financiers et d assurances","3","s","s","s"
"37","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Assurances","55","s","s","s"
"38","ACTION SOCIALE (QB)","Action sociale sans hebergement","4","52","45","1397894"
"38","ACTION SOCIALE (QB)","Hebergement medico-social et social","24","1206","1059","30451274"
"38","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Activites de services financiers et d assurances","5","16","13","717382"
"38","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Assurances","75","979","927","39395284"
"39","ACTION SOCIALE (QB)","Action sociale sans hebergement","7","8","6","138399"
"39","ACTION SOCIALE (QB)","Hebergement medico-social et social","3","78","68","1747628"
"39","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Activites de services financiers et d assurances","2","s","s","s"
"39","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Assurances","26","s","s","s"
"40","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Activites de services financiers et d assurances","1","s","s","s"
"40","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Assurances","31","s","s","s"
"41","ACTION SOCIALE (QB)","Action sociale sans hebergement","1","s","s","s"
"41","ACTION SOCIALE (QB)","Hebergement medico-social et social","3","s","s","s"
"41","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Activites de services financiers et d assurances","3","9","8","358653"
"41","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Assurances","30","272","244","9920584"
"42","ACTION SOCIALE (QB)","Action sociale sans hebergement","4","57","43","1167717"
"42","ACTION SOCIALE (QB)","Hebergement medico-social et social","14","674","532","15156491"
"42","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Activites de services financiers et d assurances","2","s","s","s"
"42","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Assurances","54","s","s","s"
"43","ACTION SOCIALE (QB)","Action sociale sans hebergement","1","s","s","s"
"43","ACTION SOCIALE (QB)","Hebergement medico-social et social","1","s","s","s"
"43","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Assurances","17","146","132","5116598"
"44","ACTION SOCIALE (QB)","Action sociale sans hebergement","9","151","117","3077047"
"44","ACTION SOCIALE (QB)","Hebergement medico-social et social","46","1207","1016","27186805"
"44","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Activites de services financiers et d assurances","1","s","s","s"
"44","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Assurances","93","s","s","s"
"45","ACTION SOCIALE (QB)","Action sociale sans hebergement","4","s","s","s"
"45","ACTION SOCIALE (QB)","Hebergement medico-social et social","3","s","s","s"
"45","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Activites de services financiers et d assurances","2","s","s","s"
"45","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Assurances","55","s","s","s"
"46","ACTION SOCIALE (QB)","Action sociale sans hebergement","2","s","s","s"
"46","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Assurances","18","157","148","5554764"
"47","ACTION SOCIALE (QB)","Hebergement medico-social et social","1","s","s","s"
"47","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Activites de services financiers et d assurances","1","s","s","s"
"47","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Assurances","38","s","s","s"
"48","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Activites de services financiers et d assurances","1","s","s","s"
"48","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Assurances","8","s","s","s"
"49","ACTION SOCIALE (QB)","Action sociale sans hebergement","40","524","492","12515176"
"49","ACTION SOCIALE (QB)","Hebergement medico-social et social","13","718","616","15822349"
"49","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Activites de services financiers et d assurances","1","s","s","s"
"49","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Assurances","47","s","s","s"
"50","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Activites de services financiers et d assurances","1","s","s","s"
"50","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Assurances","32","s","s","s"
"51","ACTION SOCIALE (QB)","Action sociale sans hebergement","1","s","s","s"
"51","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Activites de services financiers et d assurances","2","s","s","s"
"51","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Assurances","45","s","s","s"
"52","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Activites de services financiers et d assurances","1","s","s","s"
"52","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Assurances","15","s","s","s"
"53","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Assurances","20","409","344","14722721"
"54","ACTION SOCIALE (QB)","Action sociale sans hebergement","1","s","s","s"
"54","ACTION SOCIALE (QB)","Hebergement medico-social et social","1","s","s","s"
"54","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Activites de services financiers et d assurances","2","s","s","s"
"54","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Assurances","75","s","s","s"
"55","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Activites de services financiers et d assurances","2","s","s","s"
"55","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Assurances","18","s","s","s"
"56","ACTION SOCIALE (QB)","Action sociale sans hebergement","9","119","104","2689876"
"56","ACTION SOCIALE (QB)","Hebergement medico-social et social","19","611","525","13585101"
"56","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Activites de services financiers et d assurances","2","s","s","s"
"56","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Assurances","52","s","s","s"
"57","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Activites de services financiers et d assurances","3","6","17","607166"
"57","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Assurances","55","496","452","18011440"
"58","ACTION SOCIALE (QB)","Action sociale sans hebergement","4","s","s","s"
"58","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Activites de services financiers et d assurances","1","s","s","s"
"58","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Assurances","23","s","s","s"
"59","ACTION SOCIALE (QB)","Action sociale sans hebergement","1","s","s","s"
"59","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Activites de services financiers et d assurances","6","s","s","s"
"59","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Assurances","142","s","s","s"
"60","ACTION SOCIALE (QB)","Hebergement medico-social et social","1","s","s","s"
"60","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Assurances","42","1000","923","40081181"
"61","ACTION SOCIALE (QB)","Action sociale sans hebergement","1","s","s","s"
"61","ACTION SOCIALE (QB)","Hebergement medico-social et social","1","s","s","s"
"61","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Activites de services financiers et d assurances","1","s","s","s"
"61","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Assurances","24","s","s","s"
"62","ACTION SOCIALE (QB)","Hebergement medico-social et social","1","s","s","s"
"62","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Assurances","78","1002","925","40151922"
"63","ACTION SOCIALE (QB)","Action sociale sans hebergement","2","s","s","s"
"63","ACTION SOCIALE (QB)","Hebergement medico-social et social","3","s","s","s"
"63","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Activites de services financiers et d assurances","3","12","13","525552"
"63","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Assurances","73","884","825","32354106"
"64","ACTION SOCIALE (QB)","Action sociale sans hebergement","3","51","54","1308746"
"64","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Activites de services financiers et d assurances","1","s","s","s"
"64","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Assurances","63","s","s","s"
"65","ACTION SOCIALE (QB)","Hebergement medico-social et social","1","s","s","s"
"65","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Activites de services financiers et d assurances","2","s","s","s"
"65","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Assurances","30","s","s","s"
"66","ACTION SOCIALE (QB)","Action sociale sans hebergement","1","s","s","s"
"66","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Assurances","27","434","418","15221679"
"67","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Activites de services financiers et d assurances","5","21","20","1164760"
"67","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Assurances","53","1140","1069","46015368"
"68","ACTION SOCIALE (QB)","Hebergement medico-social et social","1","s","s","s"
"68","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Assurances","41","665","585","27599295"
"69","ACTION SOCIALE (QB)","Action sociale sans hebergement","19","43","s","s"
"69","ACTION SOCIALE (QB)","Hebergement medico-social et social","2","s","s","s"
"69","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Activites de services financiers et d assurances","2","s","s","s"
"69","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Assurances","148","s","s","s"
"70","ACTION SOCIALE (QB)","Action sociale sans hebergement","1","s","s","s"
"70","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Assurances","20","174","154","6009656"
"71","ACTION SOCIALE (QB)","Action sociale sans hebergement","9","486","389","8179901"
"71","ACTION SOCIALE (QB)","Hebergement medico-social et social","3","152","136","3906014"
"71","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Activites de services financiers et d assurances","2","s","s","s"
"71","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Assurances","60","s","s","s"
"72","ACTION SOCIALE (QB)","Action sociale sans hebergement","2","s","s","s"
"72","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Assurances","42","509","479","20600913"
"73","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Activites de services financiers et d assurances","1","s","s","s"
"73","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Assurances","39","s","s","s"
"74","ACTION SOCIALE (QB)","Action sociale sans hebergement","3","19","15","356667"
"74","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Activites de services financiers et d assurances","1","s","s","s"
"74","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Assurances","60","s","s","s"
"75","ACTION SOCIALE (QB)","Action sociale sans hebergement","5","s","s","s"
"75","ACTION SOCIALE (QB)","Hebergement medico-social et social","2","s","s","s"
"75","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Activites de services financiers et d assurances","13","148","142","7131815"
"75","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Assurances","263","10651","10023","534229932"
"76","ACTION SOCIALE (QB)","Action sociale sans hebergement","1","s","s","s"
"76","ACTION SOCIALE (QB)","Hebergement medico-social et social","4","s","s","s"
"76","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Activites de services financiers et d assurances","4","s","s","s"
"76","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Activites des services financiers hors assurance et caisses","1","s","s","s"
"76","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Assurances","107","3223","2904","141784556"
"77","ACTION SOCIALE (QB)","Action sociale sans hebergement","2","s","s","s"
"77","ACTION SOCIALE (QB)","Hebergement medico-social et social","2","s","s","s"
"77","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Activites de services financiers et d assurances","3","9","8","343673"
"77","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Assurances","54","566","528","25533608"
"78","ACTION SOCIALE (QB)","Hebergement medico-social et social","5","s","s","s"
"78","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Activites de services financiers et d assurances","2","s","s","s"
"78","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Assurances","49","s","s","s"
"79","ACTION SOCIALE (QB)","Action sociale sans hebergement","1","s","s","s"
"79","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Assurances","44","8362","7848","418080568"
"80","ACTION SOCIALE (QB)","Action sociale sans hebergement","1","s","s","s"
"80","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Activites de services financiers et d assurances","2","s","s","s"
"80","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Assurances","50","s","s","s"
"81","ACTION SOCIALE (QB)","Action sociale sans hebergement","9","s","s","s"
"81","ACTION SOCIALE (QB)","Hebergement medico-social et social","1","s","s","s"
"81","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Activites de services financiers et d assurances","4","13","13","633282"
"81","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Assurances","38","491","448","16248200"
"82","ACTION SOCIALE (QB)","Action sociale sans hebergement","4","79","53","1339893"
"82","ACTION SOCIALE (QB)","Hebergement medico-social et social","3","144","129","3251997"
"82","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Activites de services financiers et d assurances","1","s","s","s"
"82","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Assurances","25","s","s","s"
"83","ACTION SOCIALE (QB)","Action sociale sans hebergement","6","133","115","2516062"
"83","ACTION SOCIALE (QB)","Hebergement medico-social et social","4","226","204","5804504"
"83","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Activites de services financiers et d assurances","7","44","41","1781325"
"83","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Assurances","60","615","574","23865286"
"84","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Activites de services financiers et d assurances","2","s","s","s"
"84","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Assurances","58","s","s","s"
"85","ACTION SOCIALE (QB)","Action sociale sans hebergement","1","s","s","s"
"85","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Activites de services financiers et d assurances","3","s","s","s"
"85","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Assurances","43","s","s","s"
"86","ACTION SOCIALE (QB)","Action sociale sans hebergement","1","s","s","s"
"86","ACTION SOCIALE (QB)","Hebergement medico-social et social","5","s","s","s"
"86","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Activites de services financiers et d assurances","1","s","s","s"
"86","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Assurances","35","s","s","s"
"87","ACTION SOCIALE (QB)","Action sociale sans hebergement","15","123","111","2605068"
"87","ACTION SOCIALE (QB)","Hebergement medico-social et social","11","282","248","6774622"
"87","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Activites de services financiers et d assurances","1","s","s","s"
"87","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Assurances","43","s","s","s"
"88","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Activites de services financiers et d assurances","3","6","5","265163"
"88","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Assurances","29","243","225","8129199"
"89","ACTION SOCIALE (QB)","Action sociale sans hebergement","9","s","s","s"
"89","ACTION SOCIALE (QB)","Hebergement medico-social et social","2","s","s","s"
"89","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Activites de services financiers et d assurances","2","s","s","s"
"89","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Assurances","31","s","s","s"
"90","ACTION SOCIALE (QB)","Action sociale sans hebergement","1","s","s","s"
"90","ACTION SOCIALE (QB)","Hebergement medico-social et social","3","s","s","s"
"90","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Activites de services financiers et d assurances","1","s","s","s"
"90","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Assurances","19","s","s","s"
"91","ACTION SOCIALE (QB)","Action sociale sans hebergement","1","s","s","s"
"91","ACTION SOCIALE (QB)","Hebergement medico-social et social","1","s","s","s"
"91","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Activites de services financiers et d assurances","4","s","138","5553215"
"91","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Assurances","42","s","380","15516806"
"92","ACTION SOCIALE (QB)","Action sociale sans hebergement","3","s","s","s"
"92","ACTION SOCIALE (QB)","Hebergement medico-social et social","2","s","s","s"
"92","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Activites de services financiers et d assurances","3","s","s","s"
"92","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Activites des services financiers hors assurance et caisses","1","s","s","s"
"92","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Assurances","62","2488","2421","133748455"
"93","ACTION SOCIALE (QB)","Action sociale sans hebergement","1","s","s","s"
"93","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Activites de services financiers et d assurances","4","s","s","s"
"93","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Assurances","43","s","s","s"
"94","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Activites de services financiers et d assurances","1","s","s","s"
"94","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Assurances","46","s","s","s"
"95","ACTION SOCIALE (QB)","Action sociale sans hebergement","1","s","s","s"
"95","ACTION SOCIALE (QB)","Hebergement medico-social et social","4","s","s","s"
"95","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Activites de services financiers et d assurances","2","s","s","s"
"95","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Assurances","25","s","s","s"
"971","ACTION SOCIALE (QB)","Action sociale sans hebergement","2","s","s","s"
"971","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Assurances","32","287","273","12214887"
"972","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Assurances","30","s","s","s"
"973","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Activites de services financiers et d assurances","2","s","s","s"
"973","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Assurances","9","s","s","s"
"974","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Assurances","37","668","608","27030726"
