"DEP","ESS","famille","sexe","type_emploi","nb_poste"
"10","ESS + Hors ESS","3. Association","Hommes","Ensemble","2563"
"10","ESS + Hors ESS","4. Fondation","Femmes","Ensemble","s"
"10","ESS + Hors ESS","4. Fondation","Hommes","Ensemble","s"
"10","ESS + Hors ESS","Privé Hors ESS","Femmes","Ensemble","24228"
"10","ESS + Hors ESS","Privé Hors ESS","Hommes","Ensemble","33142"
"10","ESS + Hors ESS","Public","Femmes","Ensemble","14303"
"10","ESS + Hors ESS","Public","Hommes","Ensemble","7875"
"11","ESS + Hors ESS","1. Coopérative","Femmes","Ensemble","834"
"11","ESS + Hors ESS","1. Coopérative","Hommes","Ensemble","1334"
"11","ESS + Hors ESS","2. Mutuelle","Femmes","Ensemble","241"
"11","ESS + Hors ESS","2. Mutuelle","Hommes","Ensemble","91"
"11","ESS + Hors ESS","3. Association","Femmes","Ensemble","6009"
"11","ESS + Hors ESS","3. Association","Hommes","Ensemble","3268"
"11","ESS + Hors ESS","4. Fondation","Femmes","Ensemble","120"
"11","ESS + Hors ESS","4. Fondation","Hommes","Ensemble","23"
"11","ESS + Hors ESS","Privé Hors ESS","Femmes","Ensemble","21823"
"11","ESS + Hors ESS","Privé Hors ESS","Hommes","Ensemble","29640"
"11","ESS + Hors ESS","Public","Femmes","Ensemble","18622"
"11","ESS + Hors ESS","Public","Hommes","Ensemble","10587"
"12","ESS + Hors ESS","1. Coopérative","Femmes","Ensemble","827"
"12","ESS + Hors ESS","1. Coopérative","Hommes","Ensemble","872"
"12","ESS + Hors ESS","2. Mutuelle","Femmes","Ensemble","s"
"12","ESS + Hors ESS","2. Mutuelle","Hommes","Ensemble","226"
"12","ESS + Hors ESS","3. Association","Femmes","Ensemble","8844"
"12","ESS + Hors ESS","3. Association","Hommes","Ensemble","2954"
"12","ESS + Hors ESS","4. Fondation","Femmes","Ensemble","s"
"12","ESS + Hors ESS","Privé Hors ESS","Femmes","Ensemble","18516"
"12","ESS + Hors ESS","Privé Hors ESS","Hommes","Ensemble","30780"
"12","ESS + Hors ESS","Public","Femmes","Ensemble","13177"
"12","ESS + Hors ESS","Public","Hommes","Ensemble","6459"
"13","ESS + Hors ESS","1. Coopérative","Femmes","Ensemble","2480"
"13","ESS + Hors ESS","1. Coopérative","Hommes","Ensemble","2429"
"13","ESS + Hors ESS","2. Mutuelle","Femmes","Ensemble","2709"
"13","ESS + Hors ESS","2. Mutuelle","Hommes","Ensemble","1047"
"13","ESS + Hors ESS","3. Association","Femmes","Ensemble","41442"
"13","ESS + Hors ESS","3. Association","Hommes","Ensemble","18328"
"13","ESS + Hors ESS","4. Fondation","Femmes","Ensemble","1325"
"13","ESS + Hors ESS","4. Fondation","Hommes","Ensemble","462"
"13","ESS + Hors ESS","Privé Hors ESS","Femmes","Ensemble","194817"
"13","ESS + Hors ESS","Privé Hors ESS","Hommes","Ensemble","282288"
"13","ESS + Hors ESS","Public","Femmes","Ensemble","111099"
"13","ESS + Hors ESS","Public","Hommes","Ensemble","73631"
"14","ESS + Hors ESS","1. Coopérative","Femmes","Ensemble","2031"
"14","ESS + Hors ESS","1. Coopérative","Hommes","Ensemble","2640"
"14","ESS + Hors ESS","2. Mutuelle","Femmes","Ensemble","1152"
"14","ESS + Hors ESS","2. Mutuelle","Hommes","Ensemble","331"
"14","ESS + Hors ESS","3. Association","Femmes","Ensemble","13855"
"14","ESS + Hors ESS","3. Association","Hommes","Ensemble","6785"
"14","ESS + Hors ESS","4. Fondation","Femmes","Ensemble","632"
"14","ESS + Hors ESS","4. Fondation","Hommes","Ensemble","187"
"14","ESS + Hors ESS","Privé Hors ESS","Femmes","Ensemble","61474"
"14","ESS + Hors ESS","Privé Hors ESS","Hommes","Ensemble","83889"
"14","ESS + Hors ESS","Public","Femmes","Ensemble","38298"
"14","ESS + Hors ESS","Public","Hommes","Ensemble","21766"
"15","ESS + Hors ESS","1. Coopérative","Femmes","Ensemble","371"
"15","ESS + Hors ESS","1. Coopérative","Hommes","Ensemble","521"
"15","ESS + Hors ESS","2. Mutuelle","Femmes","Ensemble","s"
"15","ESS + Hors ESS","2. Mutuelle","Hommes","Ensemble","s"
"15","ESS + Hors ESS","3. Association","Femmes","Ensemble","4233"
"15","ESS + Hors ESS","3. Association","Hommes","Ensemble","1581"
"15","ESS + Hors ESS","4. Fondation","Femmes","Ensemble","s"
"15","ESS + Hors ESS","4. Fondation","Hommes","Ensemble","s"
"15","ESS + Hors ESS","Privé Hors ESS","Femmes","Ensemble","8976"
"15","ESS + Hors ESS","Privé Hors ESS","Hommes","Ensemble","13763"
"15","ESS + Hors ESS","Public","Femmes","Ensemble","8320"
"15","ESS + Hors ESS","Public","Hommes","Ensemble","4541"
"16","ESS + Hors ESS","1. Coopérative","Femmes","Ensemble","1087"
"16","ESS + Hors ESS","1. Coopérative","Hommes","Ensemble","1325"
"16","ESS + Hors ESS","2. Mutuelle","Femmes","Ensemble","s"
"16","ESS + Hors ESS","2. Mutuelle","Hommes","Ensemble","s"
"16","ESS + Hors ESS","3. Association","Femmes","Ensemble","6884"
"16","ESS + Hors ESS","3. Association","Hommes","Ensemble","2654"
"16","ESS + Hors ESS","4. Fondation","Femmes","Ensemble","s"
"16","ESS + Hors ESS","4. Fondation","Hommes","Ensemble","s"
"16","ESS + Hors ESS","Privé Hors ESS","Femmes","Ensemble","27724"
"16","ESS + Hors ESS","Privé Hors ESS","Hommes","Ensemble","42019"
"16","ESS + Hors ESS","Public","Femmes","Ensemble","17308"
"16","ESS + Hors ESS","Public","Hommes","Ensemble","8412"
"17","ESS + Hors ESS","1. Coopérative","Femmes","Ensemble","2353"
"17","ESS + Hors ESS","1. Coopérative","Hommes","Ensemble","2328"
"17","ESS + Hors ESS","2. Mutuelle","Femmes","Ensemble","562"
"17","ESS + Hors ESS","2. Mutuelle","Hommes","Ensemble","158"
"17","ESS + Hors ESS","3. Association","Femmes","Ensemble","10113"
"17","ESS + Hors ESS","3. Association","Hommes","Ensemble","5154"
"17","ESS + Hors ESS","4. Fondation","Femmes","Ensemble","295"
"17","ESS + Hors ESS","4. Fondation","Hommes","Ensemble","85"
"17","ESS + Hors ESS","Privé Hors ESS","Femmes","Ensemble","46769"
"17","ESS + Hors ESS","Privé Hors ESS","Hommes","Ensemble","60960"
"17","ESS + Hors ESS","Public","Femmes","Ensemble","31340"
"17","ESS + Hors ESS","Public","Hommes","Ensemble","17375"
"18","ESS + Hors ESS","1. Coopérative","Femmes","Ensemble","692"
"18","ESS + Hors ESS","1. Coopérative","Hommes","Ensemble","570"
"18","ESS + Hors ESS","2. Mutuelle","Femmes","Ensemble","s"
"18","ESS + Hors ESS","2. Mutuelle","Hommes","Ensemble","s"
"18","ESS + Hors ESS","3. Association","Femmes","Ensemble","5143"
"18","ESS + Hors ESS","3. Association","Hommes","Ensemble","2341"
"18","ESS + Hors ESS","4. Fondation","Femmes","Ensemble","s"
"18","ESS + Hors ESS","4. Fondation","Hommes","Ensemble","s"
"18","ESS + Hors ESS","Privé Hors ESS","Femmes","Ensemble","21564"
"18","ESS + Hors ESS","Privé Hors ESS","Hommes","Ensemble","32672"
"18","ESS + Hors ESS","Public","Femmes","Ensemble","15711"
"18","ESS + Hors ESS","Public","Hommes","Ensemble","7729"
"19","ESS + Hors ESS","1. Coopérative","Femmes","Ensemble","751"
"19","ESS + Hors ESS","1. Coopérative","Hommes","Ensemble","628"
"19","ESS + Hors ESS","2. Mutuelle","Femmes","Ensemble","s"
"19","ESS + Hors ESS","2. Mutuelle","Hommes","Ensemble","s"
"19","ESS + Hors ESS","3. Association","Femmes","Ensemble","4161"
"19","ESS + Hors ESS","3. Association","Hommes","Ensemble","2186"
"19","ESS + Hors ESS","4. Fondation","Femmes","Ensemble","s"
"19","ESS + Hors ESS","4. Fondation","Hommes","Ensemble","s"
"19","ESS + Hors ESS","Privé Hors ESS","Femmes","Ensemble","17985"
"19","ESS + Hors ESS","Privé Hors ESS","Hommes","Ensemble","25838"
"19","ESS + Hors ESS","Public","Femmes","Ensemble","13630"
"19","ESS + Hors ESS","Public","Hommes","Ensemble","7138"
"21","ESS + Hors ESS","1. Coopérative","Femmes","Ensemble","1568"
"21","ESS + Hors ESS","1. Coopérative","Hommes","Ensemble","1556"
"21","ESS + Hors ESS","2. Mutuelle","Femmes","Ensemble","2867"
"21","ESS + Hors ESS","2. Mutuelle","Hommes","Ensemble","1035"
"21","ESS + Hors ESS","3. Association","Femmes","Ensemble","9672"
"21","ESS + Hors ESS","3. Association","Hommes","Ensemble","4346"
"21","ESS + Hors ESS","4. Fondation","Femmes","Ensemble","24"
"21","ESS + Hors ESS","4. Fondation","Hommes","Ensemble","23"
"21","ESS + Hors ESS","Privé Hors ESS","Femmes","Ensemble","49916"
"21","ESS + Hors ESS","Privé Hors ESS","Hommes","Ensemble","67519"
"21","ESS + Hors ESS","Public","Femmes","Ensemble","34493"
"21","ESS + Hors ESS","Public","Hommes","Ensemble","21324"
"22","ESS + Hors ESS","1. Coopérative","Femmes","Ensemble","2819"
"22","ESS + Hors ESS","1. Coopérative","Hommes","Ensemble","4192"
"22","ESS + Hors ESS","2. Mutuelle","Femmes","Ensemble","977"
"22","ESS + Hors ESS","2. Mutuelle","Hommes","Ensemble","265"
"22","ESS + Hors ESS","3. Association","Femmes","Ensemble","12884"
"22","ESS + Hors ESS","3. Association","Hommes","Ensemble","6174"
"22","ESS + Hors ESS","4. Fondation","Femmes","Ensemble","682"
"22","ESS + Hors ESS","4. Fondation","Hommes","Ensemble","231"
"22","ESS + Hors ESS","Privé Hors ESS","Femmes","Ensemble","39795"
"22","ESS + Hors ESS","Privé Hors ESS","Hommes","Ensemble","59897"
"22","ESS + Hors ESS","Public","Femmes","Ensemble","29443"
"22","ESS + Hors ESS","Public","Hommes","Ensemble","13842"
"23","ESS + Hors ESS","1. Coopérative","Femmes","Ensemble","217"
"23","ESS + Hors ESS","1. Coopérative","Hommes","Ensemble","276"
"23","ESS + Hors ESS","2. Mutuelle","Femmes","Ensemble","355"
"23","ESS + Hors ESS","2. Mutuelle","Hommes","Ensemble","142"
"23","ESS + Hors ESS","3. Association","Femmes","Ensemble","2387"
"23","ESS + Hors ESS","3. Association","Hommes","Ensemble","1136"
"23","ESS + Hors ESS","4. Fondation","Femmes","Ensemble","373"
"23","ESS + Hors ESS","4. Fondation","Hommes","Ensemble","96"
"23","ESS + Hors ESS","Privé Hors ESS","Femmes","Ensemble","5278"
"23","ESS + Hors ESS","Privé Hors ESS","Hommes","Ensemble","8639"
"23","ESS + Hors ESS","Public","Femmes","Ensemble","7217"
"23","ESS + Hors ESS","Public","Hommes","Ensemble","3750"
"24","ESS + Hors ESS","1. Coopérative","Femmes","Ensemble","1138"
"24","ESS + Hors ESS","1. Coopérative","Hommes","Ensemble","1016"
"24","ESS + Hors ESS","2. Mutuelle","Femmes","Ensemble","139"
"24","ESS + Hors ESS","2. Mutuelle","Hommes","Ensemble","56"
"24","ESS + Hors ESS","3. Association","Femmes","Ensemble","5809"
"24","ESS + Hors ESS","3. Association","Hommes","Ensemble","3141"
"24","ESS + Hors ESS","4. Fondation","Femmes","Ensemble","1118"
"24","ESS + Hors ESS","4. Fondation","Hommes","Ensemble","358"
"24","ESS + Hors ESS","Privé Hors ESS","Femmes","Ensemble","27127"
"24","ESS + Hors ESS","Privé Hors ESS","Hommes","Ensemble","37413"
"24","ESS + Hors ESS","Public","Femmes","Ensemble","21491"
"24","ESS + Hors ESS","Public","Hommes","Ensemble","12131"
"25","ESS + Hors ESS","1. Coopérative","Femmes","Ensemble","1906"
"25","ESS + Hors ESS","1. Coopérative","Hommes","Ensemble","1967"
"25","ESS + Hors ESS","2. Mutuelle","Femmes","Ensemble","1192"
"25","ESS + Hors ESS","2. Mutuelle","Hommes","Ensemble","238"
"25","ESS + Hors ESS","3. Association","Femmes","Ensemble","11304"
"25","ESS + Hors ESS","3. Association","Hommes","Ensemble","5158"
"25","ESS + Hors ESS","4. Fondation","Femmes","Ensemble","194"
"25","ESS + Hors ESS","4. Fondation","Hommes","Ensemble","40"
"25","ESS + Hors ESS","Privé Hors ESS","Femmes","Ensemble","42779"
"25","ESS + Hors ESS","Privé Hors ESS","Hommes","Ensemble","65167"
"25","ESS + Hors ESS","Public","Femmes","Ensemble","30315"
"25","ESS + Hors ESS","Public","Hommes","Ensemble","16668"
"26","ESS + Hors ESS","1. Coopérative","Femmes","Ensemble","1419"
"26","ESS + Hors ESS","1. Coopérative","Hommes","Ensemble","1654"
"26","ESS + Hors ESS","2. Mutuelle","Femmes","Ensemble","2320"
"26","ESS + Hors ESS","2. Mutuelle","Hommes","Ensemble","469"
"26","ESS + Hors ESS","3. Association","Femmes","Ensemble","10571"
"26","ESS + Hors ESS","3. Association","Hommes","Ensemble","4522"
"26","ESS + Hors ESS","4. Fondation","Femmes","Ensemble","368"
"26","ESS + Hors ESS","4. Fondation","Hommes","Ensemble","91"
"26","ESS + Hors ESS","Privé Hors ESS","Femmes","Ensemble","45859"
"26","ESS + Hors ESS","Privé Hors ESS","Hommes","Ensemble","72199"
"26","ESS + Hors ESS","Public","Femmes","Ensemble","23124"
"26","ESS + Hors ESS","Public","Hommes","Ensemble","11561"
"27","ESS + Hors ESS","1. Coopérative","Femmes","Ensemble","764"
"27","ESS + Hors ESS","1. Coopérative","Hommes","Ensemble","729"
"27","ESS + Hors ESS","2. Mutuelle","Femmes","Ensemble","s"
"27","ESS + Hors ESS","2. Mutuelle","Hommes","Ensemble","53"
"27","ESS + Hors ESS","3. Association","Femmes","Ensemble","7901"
"27","ESS + Hors ESS","3. Association","Hommes","Ensemble","3817"
"27","ESS + Hors ESS","4. Fondation","Femmes","Ensemble","s"
"27","ESS + Hors ESS","4. Fondation","Hommes","Ensemble","203"
"27","ESS + Hors ESS","Privé Hors ESS","Femmes","Ensemble","42152"
"27","ESS + Hors ESS","Privé Hors ESS","Hommes","Ensemble","62066"
"27","ESS + Hors ESS","Public","Femmes","Ensemble","26839"
"27","ESS + Hors ESS","Public","Hommes","Ensemble","11379"
"28","ESS + Hors ESS","1. Coopérative","Femmes","Ensemble","967"
"28","ESS + Hors ESS","1. Coopérative","Hommes","Ensemble","1156"
"28","ESS + Hors ESS","2. Mutuelle","Femmes","Ensemble","s"
"28","ESS + Hors ESS","2. Mutuelle","Hommes","Ensemble","s"
"28","ESS + Hors ESS","3. Association","Femmes","Ensemble","5647"
"28","ESS + Hors ESS","3. Association","Hommes","Ensemble","2635"
"28","ESS + Hors ESS","4. Fondation","Femmes","Ensemble","s"
"28","ESS + Hors ESS","4. Fondation","Hommes","Ensemble","s"
"28","ESS + Hors ESS","Privé Hors ESS","Femmes","Ensemble","32673"
"28","ESS + Hors ESS","Privé Hors ESS","Hommes","Ensemble","47821"
"28","ESS + Hors ESS","Public","Femmes","Ensemble","20377"
"28","ESS + Hors ESS","Public","Hommes","Ensemble","9153"
"29","ESS + Hors ESS","1. Coopérative","Femmes","Ensemble","3660"
"29","ESS + Hors ESS","1. Coopérative","Hommes","Ensemble","4535"
"29","ESS + Hors ESS","2. Mutuelle","Femmes","Ensemble","1773"
"29","ESS + Hors ESS","2. Mutuelle","Hommes","Ensemble","486"
"29","ESS + Hors ESS","3. Association","Femmes","Ensemble","20682"
"29","ESS + Hors ESS","3. Association","Hommes","Ensemble","8675"
"29","ESS + Hors ESS","4. Fondation","Femmes","Ensemble","1981"
"29","ESS + Hors ESS","4. Fondation","Hommes","Ensemble","456"
"29","ESS + Hors ESS","Privé Hors ESS","Femmes","Ensemble","67819"
"29","ESS + Hors ESS","Privé Hors ESS","Hommes","Ensemble","98610"
"29","ESS + Hors ESS","Public","Femmes","Ensemble","44587"
"29","ESS + Hors ESS","Public","Hommes","Ensemble","22997"
"2A","ESS + Hors ESS","1. Coopérative","Femmes","Ensemble","278"
"2A","ESS + Hors ESS","1. Coopérative","Hommes","Ensemble","235"
"2A","ESS + Hors ESS","2. Mutuelle","Femmes","Ensemble","170"
"2A","ESS + Hors ESS","2. Mutuelle","Hommes","Ensemble","58"
"2A","ESS + Hors ESS","3. Association","Femmes","Ensemble","2065"
"2A","ESS + Hors ESS","3. Association","Hommes","Ensemble","850"
"2A","ESS + Hors ESS","Privé Hors ESS","Femmes","Ensemble","13394"
"2A","ESS + Hors ESS","Privé Hors ESS","Hommes","Ensemble","18904"
"2A","ESS + Hors ESS","Public","Femmes","Ensemble","9366"
"2A","ESS + Hors ESS","Public","Hommes","Ensemble","7306"
"2B","ESS + Hors ESS","1. Coopérative","Femmes","Ensemble","161"
"2B","ESS + Hors ESS","1. Coopérative","Hommes","Ensemble","247"
"2B","ESS + Hors ESS","2. Mutuelle","Femmes","Ensemble","226"
"2B","ESS + Hors ESS","2. Mutuelle","Hommes","Ensemble","s"
"2B","ESS + Hors ESS","3. Association","Femmes","Ensemble","2539"
"2B","ESS + Hors ESS","3. Association","Hommes","Ensemble","919"
"2B","ESS + Hors ESS","4. Fondation","Hommes","Ensemble","s"
"2B","ESS + Hors ESS","Privé Hors ESS","Femmes","Ensemble","12370"
"2B","ESS + Hors ESS","Privé Hors ESS","Hommes","Ensemble","19026"
"2B","ESS + Hors ESS","Public","Femmes","Ensemble","8071"
"2B","ESS + Hors ESS","Public","Hommes","Ensemble","6510"
"30","ESS + Hors ESS","1. Coopérative","Femmes","Ensemble","1384"
"30","ESS + Hors ESS","1. Coopérative","Hommes","Ensemble","1292"
"30","ESS + Hors ESS","2. Mutuelle","Femmes","Ensemble","664"
"30","ESS + Hors ESS","2. Mutuelle","Hommes","Ensemble","183"
"30","ESS + Hors ESS","3. Association","Femmes","Ensemble","12550"
"30","ESS + Hors ESS","3. Association","Hommes","Ensemble","5130"
"30","ESS + Hors ESS","4. Fondation","Femmes","Ensemble","561"
"30","ESS + Hors ESS","4. Fondation","Hommes","Ensemble","95"
"30","ESS + Hors ESS","Privé Hors ESS","Femmes","Ensemble","47215"
"30","ESS + Hors ESS","Privé Hors ESS","Hommes","Ensemble","67311"
"30","ESS + Hors ESS","Public","Femmes","Ensemble","35019"
"30","ESS + Hors ESS","Public","Hommes","Ensemble","21365"
"31","ESS + Hors ESS","1. Coopérative","Femmes","Ensemble","2905"
"31","ESS + Hors ESS","1. Coopérative","Hommes","Ensemble","2702"
"31","ESS + Hors ESS","2. Mutuelle","Femmes","Ensemble","1925"
"31","ESS + Hors ESS","2. Mutuelle","Hommes","Ensemble","666"
"31","ESS + Hors ESS","3. Association","Femmes","Ensemble","26121"
"31","ESS + Hors ESS","3. Association","Hommes","Ensemble","10334"
"31","ESS + Hors ESS","4. Fondation","Femmes","Ensemble","322"
"31","ESS + Hors ESS","4. Fondation","Hommes","Ensemble","243"
"31","ESS + Hors ESS","Privé Hors ESS","Femmes","Ensemble","146581"
"31","ESS + Hors ESS","Privé Hors ESS","Hommes","Ensemble","223218"
"31","ESS + Hors ESS","Public","Femmes","Ensemble","81129"
"31","ESS + Hors ESS","Public","Hommes","Ensemble","53233"
"32","ESS + Hors ESS","1. Coopérative","Femmes","Ensemble","756"
"32","ESS + Hors ESS","1. Coopérative","Hommes","Ensemble","1002"
"32","ESS + Hors ESS","2. Mutuelle","Femmes","Ensemble","s"
"32","ESS + Hors ESS","2. Mutuelle","Hommes","Ensemble","s"
"32","ESS + Hors ESS","3. Association","Femmes","Ensemble","3613"
"32","ESS + Hors ESS","3. Association","Hommes","Ensemble","1731"
"32","ESS + Hors ESS","4. Fondation","Femmes","Ensemble","s"
"32","ESS + Hors ESS","4. Fondation","Hommes","Ensemble","s"
"32","ESS + Hors ESS","Privé Hors ESS","Femmes","Ensemble","11682"
"32","ESS + Hors ESS","Privé Hors ESS","Hommes","Ensemble","16115"
"32","ESS + Hors ESS","Public","Femmes","Ensemble","10615"
"32","ESS + Hors ESS","Public","Hommes","Ensemble","4643"
"33","ESS + Hors ESS","1. Coopérative","Femmes","Ensemble","3476"
"33","ESS + Hors ESS","1. Coopérative","Hommes","Ensemble","3360"
"33","ESS + Hors ESS","2. Mutuelle","Femmes","Ensemble","2476"
"33","ESS + Hors ESS","2. Mutuelle","Hommes","Ensemble","688"
"33","ESS + Hors ESS","3. Association","Femmes","Ensemble","29012"
"33","ESS + Hors ESS","3. Association","Hommes","Ensemble","13325"
"33","ESS + Hors ESS","4. Fondation","Femmes","Ensemble","1835"
"33","ESS + Hors ESS","4. Fondation","Hommes","Ensemble","413"
"33","ESS + Hors ESS","Privé Hors ESS","Femmes","Ensemble","155272"
"33","ESS + Hors ESS","Privé Hors ESS","Hommes","Ensemble","212323"
"33","ESS + Hors ESS","Public","Femmes","Ensemble","86872"
"33","ESS + Hors ESS","Public","Hommes","Ensemble","52735"
"34","ESS + Hors ESS","1. Coopérative","Femmes","Ensemble","2413"
"34","ESS + Hors ESS","1. Coopérative","Hommes","Ensemble","2379"
"34","ESS + Hors ESS","2. Mutuelle","Femmes","Ensemble","3154"
"34","ESS + Hors ESS","2. Mutuelle","Hommes","Ensemble","1153"
"34","ESS + Hors ESS","3. Association","Femmes","Ensemble","19949"
"34","ESS + Hors ESS","3. Association","Hommes","Ensemble","8765"
"34","ESS + Hors ESS","4. Fondation","Femmes","Ensemble","156"
"34","ESS + Hors ESS","4. Fondation","Hommes","Ensemble","75"
"34","ESS + Hors ESS","Privé Hors ESS","Femmes","Ensemble","91583"
"34","ESS + Hors ESS","Privé Hors ESS","Hommes","Ensemble","123350"
"34","ESS + Hors ESS","Public","Femmes","Ensemble","64150"
"34","ESS + Hors ESS","Public","Hommes","Ensemble","40245"
"35","ESS + Hors ESS","1. Coopérative","Femmes","Ensemble","3910"
"35","ESS + Hors ESS","1. Coopérative","Hommes","Ensemble","4416"
"35","ESS + Hors ESS","2. Mutuelle","Femmes","Ensemble","1963"
"35","ESS + Hors ESS","2. Mutuelle","Hommes","Ensemble","611"
"35","ESS + Hors ESS","3. Association","Femmes","Ensemble","25743"
"35","ESS + Hors ESS","3. Association","Hommes","Ensemble","10791"
"35","ESS + Hors ESS","4. Fondation","Femmes","Ensemble","904"
"35","ESS + Hors ESS","4. Fondation","Hommes","Ensemble","339"
"35","ESS + Hors ESS","Privé Hors ESS","Femmes","Ensemble","102034"
"35","ESS + Hors ESS","Privé Hors ESS","Hommes","Ensemble","150846"
"35","ESS + Hors ESS","Public","Femmes","Ensemble","59901"
"35","ESS + Hors ESS","Public","Hommes","Ensemble","34192"
"36","ESS + Hors ESS","1. Coopérative","Femmes","Ensemble","482"
"36","ESS + Hors ESS","1. Coopérative","Hommes","Ensemble","499"
"36","ESS + Hors ESS","2. Mutuelle","Femmes","Ensemble","112"
"36","ESS + Hors ESS","2. Mutuelle","Hommes","Ensemble","61"
"36","ESS + Hors ESS","3. Association","Femmes","Ensemble","4437"
"36","ESS + Hors ESS","3. Association","Hommes","Ensemble","1745"
"36","ESS + Hors ESS","Privé Hors ESS","Femmes","Ensemble","16242"
"36","ESS + Hors ESS","Privé Hors ESS","Hommes","Ensemble","23646"
"36","ESS + Hors ESS","Public","Femmes","Ensemble","11258"
"36","ESS + Hors ESS","Public","Hommes","Ensemble","6088"
"37","ESS + Hors ESS","1. Coopérative","Femmes","Ensemble","1585"
"37","ESS + Hors ESS","1. Coopérative","Hommes","Ensemble","1451"
"37","ESS + Hors ESS","2. Mutuelle","Femmes","Ensemble","1780"
"37","ESS + Hors ESS","2. Mutuelle","Hommes","Ensemble","443"
"37","ESS + Hors ESS","3. Association","Femmes","Ensemble","11642"
"37","ESS + Hors ESS","3. Association","Hommes","Ensemble","5401"
"37","ESS + Hors ESS","4. Fondation","Femmes","Ensemble","388"
"37","ESS + Hors ESS","4. Fondation","Hommes","Ensemble","325"
"37","ESS + Hors ESS","Privé Hors ESS","Femmes","Ensemble","52051"
"37","ESS + Hors ESS","Privé Hors ESS","Hommes","Ensemble","72835"
"37","ESS + Hors ESS","Public","Femmes","Ensemble","33215"
"37","ESS + Hors ESS","Public","Hommes","Ensemble","19039"
"38","ESS + Hors ESS","1. Coopérative","Femmes","Ensemble","2654"
"38","ESS + Hors ESS","1. Coopérative","Hommes","Ensemble","2592"
"38","ESS + Hors ESS","2. Mutuelle","Femmes","Ensemble","3183"
"38","ESS + Hors ESS","2. Mutuelle","Hommes","Ensemble","843"
"38","ESS + Hors ESS","3. Association","Femmes","Ensemble","20524"
"38","ESS + Hors ESS","3. Association","Hommes","Ensemble","8614"
"38","ESS + Hors ESS","4. Fondation","Femmes","Ensemble","1777"
"38","ESS + Hors ESS","4. Fondation","Hommes","Ensemble","458"
"38","ESS + Hors ESS","Privé Hors ESS","Femmes","Ensemble","106045"
"38","ESS + Hors ESS","Privé Hors ESS","Hommes","Ensemble","168719"
"38","ESS + Hors ESS","Public","Femmes","Ensemble","69108"
"38","ESS + Hors ESS","Public","Hommes","Ensemble","36185"
"39","ESS + Hors ESS","1. Coopérative","Femmes","Ensemble","454"
"39","ESS + Hors ESS","1. Coopérative","Hommes","Ensemble","581"
"39","ESS + Hors ESS","2. Mutuelle","Femmes","Ensemble","434"
"39","ESS + Hors ESS","2. Mutuelle","Hommes","Ensemble","106"
"39","ESS + Hors ESS","3. Association","Femmes","Ensemble","5082"
"39","ESS + Hors ESS","3. Association","Hommes","Ensemble","2213"
"39","ESS + Hors ESS","4. Fondation","Femmes","Ensemble","147"
"39","ESS + Hors ESS","4. Fondation","Hommes","Ensemble","33"
"39","ESS + Hors ESS","Privé Hors ESS","Femmes","Ensemble","18766"
"39","ESS + Hors ESS","Privé Hors ESS","Hommes","Ensemble","29405"
"39","ESS + Hors ESS","Public","Femmes","Ensemble","13576"
"39","ESS + Hors ESS","Public","Hommes","Ensemble","6236"
"40","ESS + Hors ESS","1. Coopérative","Femmes","Ensemble","1255"
"40","ESS + Hors ESS","1. Coopérative","Hommes","Ensemble","1871"
"40","ESS + Hors ESS","2. Mutuelle","Femmes","Ensemble","s"
"40","ESS + Hors ESS","2. Mutuelle","Hommes","Ensemble","s"
"40","ESS + Hors ESS","3. Association","Femmes","Ensemble","5381"
"40","ESS + Hors ESS","3. Association","Hommes","Ensemble","2853"
"40","ESS + Hors ESS","4. Fondation","Femmes","Ensemble","s"
"40","ESS + Hors ESS","4. Fondation","Hommes","Ensemble","s"
"40","ESS + Hors ESS","Privé Hors ESS","Femmes","Ensemble","27481"
"40","ESS + Hors ESS","Privé Hors ESS","Hommes","Ensemble","40013"
"40","ESS + Hors ESS","Public","Femmes","Ensemble","21854"
"40","ESS + Hors ESS","Public","Hommes","Ensemble","10387"
"41","ESS + Hors ESS","1. Coopérative","Femmes","Ensemble","754"
"41","ESS + Hors ESS","1. Coopérative","Hommes","Ensemble","703"
"41","ESS + Hors ESS","2. Mutuelle","Femmes","Ensemble","s"
"41","ESS + Hors ESS","2. Mutuelle","Hommes","Ensemble","s"
"41","ESS + Hors ESS","3. Association","Femmes","Ensemble","5355"
"41","ESS + Hors ESS","3. Association","Hommes","Ensemble","2380"
"41","ESS + Hors ESS","4. Fondation","Femmes","Ensemble","s"
"41","ESS + Hors ESS","4. Fondation","Hommes","Ensemble","s"
"41","ESS + Hors ESS","Privé Hors ESS","Femmes","Ensemble","27758"
"41","ESS + Hors ESS","Privé Hors ESS","Hommes","Ensemble","38357"
"41","ESS + Hors ESS","Public","Femmes","Ensemble","16081"
"41","ESS + Hors ESS","Public","Hommes","Ensemble","7382"
"42","ESS + Hors ESS","1. Coopérative","Femmes","Ensemble","1814"
"42","ESS + Hors ESS","1. Coopérative","Hommes","Ensemble","1826"
"42","ESS + Hors ESS","2. Mutuelle","Femmes","Ensemble","2415"
"42","ESS + Hors ESS","2. Mutuelle","Hommes","Ensemble","632"
"42","ESS + Hors ESS","3. Association","Femmes","Ensemble","17415"
"42","ESS + Hors ESS","3. Association","Hommes","Ensemble","6075"
